Line,X,Y,Bx,By,Bz,Bm,Bm_res
1,0.0,-3.00568483386,70.922810153,25752.7,-43566.1922918,50608.4943279,142.893130876
1,0.0,-2.99715758307,70.2157033718,25752.8,-43566.3337131,50608.6659703,143.28199828
1,0.0,-3.00284241693,70.5692567624,25752.8,-43567.1115306,50609.3360456,143.690470749
1,0.0,-2.99715758307,71.4177848998,25753.0,-43566.6872665,50609.0737801,143.54795851
1,0.0,-2.99431516614,71.5592062561,25752.9,-43565.9801598,50608.4143835,142.288411101
1,0.0,-2.9914727492,70.922810153,25752.5,-43565.485185,50607.783845,140.923096958
1,0.0,-2.98010308148,71.488495578,25752.7,-43565.485185,50607.8864141,140.571947285
1,0.0,-2.97726066455,72.5491557497,25752.9,-43565.5558957,50608.050568,141.27883983
1,0.0,-2.98294549841,72.2663130373,25752.9,-43565.1316316,50607.6849392,141.601416647
1,0.0,-2.99715758307,71.6299169342,25753.2,-43565.9094491,50608.5062733,142.22294884
1,0.0,-3.00284241693,71.6299169342,25753.3,-43565.3437637,50608.0701962,142.102941985
1,0.0,-3.00852725079,72.124891681,25753.1,-43564.4245248,50607.177809,141.572257082
1,0.0,-3.00852725079,71.8420489686,25752.8,-43564.5659462,50607.1464835,141.92291417
1,0.0,-2.99715758307,71.1349421874,25752.5,-43564.8487889,50607.236305,141.508557447
1,0.0,-2.99715758307,71.7713382904,25752.0,-43565.3437637,50607.4088684,141.388720647
1,0.0,-2.98578791534,72.3370237154,25752.1,-43564.4952355,50606.7301076,140.668119533
1,0.0,-2.9914727492,71.2763635436,25752.7,-43564.5659462,50607.094796,140.331385104
1,0.0,-2.98578791534,70.7106781187,25752.6,-43565.4144743,50607.7735638,140.667226555
1,0.0,-2.98578791534,71.7006276123,25752.7,-43565.4144743,50607.8258433,140.4975371
1,0.0,-2.9914727492,72.9027091403,25753.1,-43566.0508704,50608.5789453,141.429274027
1,0.0,-2.98294549841,72.2663130373,25752.9,-43566.1215811,50608.5371301,142.236654647
1,0.0,-2.98863033227,70.7813887968,25752.4,-43565.7680277,50607.976245,141.6378866
1,0.0,-2.99715758307,71.7006276123,25752.2,-43565.4144743,50607.5714112,141.682688918
1,0.0,-3.00568483386,72.7612877841,25752.2,-43564.9194996,50607.1468278,141.144563796
1,0.0,-3.00852725079,71.7006276123,25752.2,-43564.5659462,50606.8409595,140.744233083
1,0.0,-3.0,70.8520994749,25752.6,-43565.697317,50608.0172453,141.133462263
1,0.0,-2.9914727492,71.0642315092,25752.0,-43565.6266064,50607.6513556,140.010672783
1,0.0,-2.98010308148,71.8420489686,25752.1,-43565.273053,50607.3989834,140.111381974
1,0.0,-2.98010308148,71.5592062561,25752.6,-43565.5558957,50607.8964983,140.506423395
1,0.0,-2.97441824761,70.7106781187,25752.2,-43564.9902103,50607.204792,139.340659174
1,0.0,-2.97441824761,72.1956023591,25752.2,-43565.2023423,50607.3895016,138.918681625
1,0.0,-2.97441824761,73.1148411747,25752.2,-43564.5659462,50606.8429829,138.308253864
1,0.0,-2.98578791534,72.9734198185,25752.3,-43565.1316316,50607.3806326,138.405854596
1,0.0,-3.00284241693,71.9127596467,25752.3,-43566.3337131,50608.4139244,138.437572975
1,0.0,-3.01421208466,71.8420489686,25752.4,-43566.4044238,50608.5255808,137.610094725
1,0.0,-3.01989691852,72.690577106,25752.2,-43566.5458452,50608.5467648,137.670425123
1,0.0,-3.00284241693,71.1349421874,25752.0,-43565.8387384,50607.834069,137.29197269
1,0.0,-2.99715758307,70.1449926937,25752.2,-43566.5458452,50608.5431725,138.732305579
1,0.0,-2.98010308148,71.3470742217,25751.7,-43566.1922918,50607.9860704,138.084421875
1,0.0,-2.97726066455,71.9834703248,25751.8,-43564.8487889,50606.8812995,137.282548156
1,0.0,-2.97441824761,71.7713382904,25752.4,-43563.9295501,50606.3949984,136.894794672
1,0.0,-2.96589099682,71.2763635436,25752.0,-43563.7174181,50606.0081374,136.031187607
1,0.0,-2.96873341375,72.124891681,25751.6,-43563.8588394,50605.9275336,135.691049748
1,0.0,-2.96589099682,72.8319984622,25751.6,-43564.1416821,50606.1720303,135.357537067
1,0.0,-2.97726066455,72.4077343935,25752.0,-43563.8588394,50606.1314848,135.607004002
1,0.0,-2.98294549841,71.6299169342,25752.1,-43563.7881287,50606.1203945,135.882410688
1,0.0,-2.98578791534,72.0541810029,25752.0,-43564.2123928,50606.435334,135.949445173
1,0.0,-2.98863033227,73.2562625309,25752.0,-43564.2831035,50606.4979306,136.254301212
1,0.0,-2.96589099682,73.1855518528,25751.6,-43564.2123928,50606.2334114,136.332094882
1,0.0,-2.97441824761,72.4784450716,25751.4,-43564.9194996,50606.7393347,136.17905239
1,0.0,-2.98010308148,73.326973209,25751.1,-43564.7780782,50606.4661586,134.91204233
1,0.0,-2.98578791534,73.892658634,25751.3,-43564.0709714,50605.9600385,133.572776074
1,0.0,-3.00284241693,73.1148411747,25752.0,-43564.5659462,50606.7412096,133.733195658
1,0.0,-2.99715758307,72.5491557497,25752.3,-43565.1316316,50607.3800226,134.039852448
1,0.0,-2.98863033227,72.690577106,25751.9,-43565.4144743,50607.4201659,134.095255826
1,0.0,-2.98294549841,73.2562625309,25752.0,-43564.8487889,50606.9848981,133.608307995
1,0.0,-2.98294549841,73.5391052434,25752.0,-43564.9902103,50607.1070505,133.44517878
1,0.0,-2.98863033227,72.9027091403,25751.9,-43565.485185,50607.4813424,133.558991731
1,0.0,-2.98863033227,72.9027091403,25751.8,-43565.485185,50607.4304569,132.698262564
1,0.0,-2.9914727492,74.0340799902,25751.7,-43565.6266064,50607.502957,132.76060191
1,0.0,-2.98010308148,73.892658634,25751.8,-43565.2023423,50607.1884073,132.260860924
1,0.0,-2.97157583068,73.0441304966,25751.8,-43565.0609209,50607.0654329,131.298474786
1,0.0,-2.98294549841,73.1855518528,25751.3,-43565.3437637,50607.0546966,130.762562424
1,0.0,-2.97441824761,73.326973209,25751.4,-43564.4952355,50606.3753289,129.846903804
1,0.0,-2.98578791534,72.9027091403,25751.9,-43563.7881287,50606.0204377,129.338177661
1,0.0,-2.9914727492,72.1956023591,25751.8,-43564.6366569,50606.6989883,130.362949891
1,0.0,-2.98294549841,72.4784450716,25751.7,-43565.0609209,50607.0137339,130.952809803
1,0.0,-2.9914727492,73.1855518528,25751.9,-43564.6366569,50606.7512964,130.92186304
1,0.0,-2.98578791534,73.0441304966,25752.1,-43564.3538142,50606.6093816,130.889534808
1,0.0,-2.98010308148,72.4784450716,25751.7,-43564.6366569,50606.6485065,130.283477504
1,0.0,-2.97441824761,71.488495578,25751.6,-43564.6366569,50606.5962125,129.381304732
1,0.0,-2.97441824761,71.8420489686,25751.5,-43564.4245248,50606.3632136,128.547250775
1,0.0,-2.97726066455,71.6299169342,25751.7,-43564.4952355,50606.5255561,128.496630436
1,0.0,-2.98294549841,71.1349421874,25751.9,-43565.273053,50607.2962128,128.884606648
1,0.0,-2.99431516614,71.2763635436,25751.8,-43565.697317,50607.6107545,129.970998277
1,0.0,-2.98578791534,72.0541810029,25752.4,-43565.0609209,50607.3693311,130.083250484
1,0.0,-2.99431516614,71.8420489686,25752.6,-43563.8588394,50606.4360039,128.722494502
1,0.0,-2.9914727492,71.4177848998,25752.4,-43564.1416821,50606.5771097,128.419979016
1,0.0,-3.0,71.1349421874,25752.0,-43564.2831035,50606.4949043,128.237419033
1,0.0,-3.01421208466,72.2663130373,25751.9,-43563.8588394,50606.0803956,128.024271617
1,0.0,-3.00284241693,72.690577106,25752.1,-43564.7073675,50606.9132269,128.552695926
1,0.0,-3.00284241693,72.3370237154,25751.9,-43564.9194996,50606.9935608,128.088726574
1,0.0,-2.99431516614,72.7612877841,25751.9,-43565.2023423,50607.2376537,127.927741538
1,0.0,-2.99431516614,73.5391052434,25751.6,-43563.8588394,50605.929569,126.514547701
1,0.0,-3.0,73.2562625309,25751.9,-43562.7274686,50605.1078903,125.387564422
1,0.0,-2.99715758307,73.0441304966,25752.0,-43563.2224433,50605.5845643,124.850357134
1,0.0,-2.9914727492,72.124891681,25751.9,-43563.4345753,50605.7149699,124.594463767
1,0.0,-2.98863033227,71.7713382904,25752.1,-43564.0709714,50606.3640775,125.929446799
1,0.0,-2.98578791534,71.4177848998,25752.3,-43563.8588394,50606.2827401,126.049156142
1,0.0,-2.98578791534,71.1349421874,25752.1,-43564.4245248,50606.6675327,127.47294359
1,0.0,-2.99431516614,71.0642315092,25752.1,-43564.9194996,50607.0935299,128.651175821
1,0.0,-2.9914727492,70.6399674405,25752.2,-43564.6366569,50606.9003387,128.923989691
1,0.0,-3.0,70.6399674405,25752.5,-43564.4952355,50606.9312583,128.74188544
1,0.0,-2.99715758307,70.4278354062,25752.7,-43564.9902103,50607.4588316,129.23149127
1,0.0,-2.9914727492,69.9328606593,25753.0,-43565.7680277,50608.2803842,130.092512053
1,0.0,-2.98863033227,69.7914393031,25753.5,-43565.485185,50608.2911438,130.200974642
1,0.0,-2.9914727492,70.0742820156,25753.6,-43565.3437637,50608.2206821,129.817742842
1,0.0,-2.98863033227,70.2864140499,25753.1,-43564.7073675,50607.4187033,127.994113759
1,0.0,-2.98010308148,70.0035713375,25752.7,-43564.7073675,50607.2147604,127.544908813
1,0.0,-2.97441824761,70.4278354062,25752.7,-43564.2831035,50606.8501261,127.290482165
1,0.0,-2.96589099682,70.922810153,25752.9,-43564.2123928,50606.891723,126.794138968
1,0.0,-2.98010308148,70.8520994749,25752.8,-43564.7073675,50607.2668288,127.29262188
1,0.0,-2.99715758307,71.0642315092,25752.6,-43565.485185,50607.8349299,128.631730939
1,0.0,-2.99431516614,70.7813887968,25752.8,-43566.0508704,50608.4232741,129.318683681
1,0.0,-3.0,70.0035713375,25753.1,-43565.4144743,50608.0270158,129.06638702
1,0.0,-2.9914727492,69.9328606594,25752.8,-43565.2023423,50607.6916444,127.199758676
1,0.0,-2.98578791534,69.2257538782,25752.8,-43564.9194996,50607.4471896,125.744901264
1,0.0,-2.99431516614,68.8014898095,25752.9,-43565.0609209,50607.6192396,126.552054067
1,0.0,-2.98863033227,68.9429111657,25753.0,-43566.3337131,50608.765993,127.396207858
1,0.0,-2.99715758307,69.5085965906,25753.1,-43567.465084,50609.7915912,128.679875087
1,0.0,-2.99715758307,70.1449926937,25753.1,-43568.5257442,50610.7055419,130.081313005
1,0.0,-3.0,70.5692567624,25753.7,-43567.8186374,50610.4027304,129.158310484
1,0.0,-3.00568483386,70.922810153,25754.1,-43566.8993986,50609.8154517,128.459919433
1,0.0,-3.00852725079,70.3571247281,25753.4,-43566.1922918,50608.8497448,127.42400313
1,0.0,-3.01421208466,69.7914393031,25753.2,-43565.6266064,50608.2602219,127.035539276
1,0.0,-3.01421208466,70.0035713375,25753.2,-43565.8387384,50608.4431268,127.298519248
1,0.0,-3.01705450159,70.0035713375,25753.2,-43565.8387384,50608.4431268,127.176935583
1,0.0,-3.00284241693,69.5793072688,25753.3,-43565.5558957,50608.2499467,126.967022158
1,0.0,-2.99715758307,70.3571247281,25753.0,-43566.0508704,50608.5244556,127.586848291
1,0.0,-2.98863033227,70.1449926937,25753.1,-43565.5558957,50608.1489528,127.57309427
1,0.0,-2.99431516614,69.720728625,25753.3,-43564.7073675,50607.5196971,126.895169244
1,0.0,-2.99715758307,70.0035713375,25753.1,-43565.5558957,50608.148757,126.591620154
1,0.0,-2.99715758307,70.3571247281,25752.8,-43566.7579772,50609.0313937,127.128580429
1,0.0,-2.99715758307,70.8520994749,25753.1,-43566.9701092,50609.3673556,127.47350628
1,0.0,-2.98863033227,71.488495578,25753.3,-43566.6165559,50609.1656681,126.591355658
1,0.0,-2.97441824761,71.2763635436,25753.0,-43566.6872665,50609.0735807,127.344328061
1,0.0,-2.97157583068,71.488495578,25752.4,-43566.4751345,50608.5859515,127.517786787
1,0.0,-2.97441824761,70.9935208311,25752.2,-43565.9801598,50608.0573842,127.180419725
1,0.0,-2.96589099682,70.922810153,25752.6,-43565.7680277,50608.0782153,126.37976194
1,0.0,-2.98578791534,70.4278354062,25752.3,-43565.8387384,50607.9857369,125.223514372
1,0.0,-2.98294549841,70.4985460843,25752.1,-43566.0508704,50608.0666781,124.827927748
1,0.0,-2.98863033227,71.4177848998,25752.7,-43566.1215811,50608.4341529,125.262902884
1,0.0,-2.98863033227,71.3470742217,25752.8,-43565.7680277,50608.1805847,125.110667414
1,0.0,-2.98294549841,71.3470742217,25752.3,-43566.0508704,50608.1696383,124.757097853
1,0.0,-2.98578791534,71.3470742217,25751.8,-43566.0508704,50607.9152119,125.132893818
1,0.0,-2.98010308148,72.3370237154,25751.8,-43565.485185,50607.4296452,124.445655504
1,0.0,-2.98578791534,72.9734198184,25751.9,-43566.2630025,50608.1510305,124.962816344
1,0.0,-2.98010308148,71.488495578,25752.3,-43566.8993986,50608.9002953,125.804062505
1,0.0,-2.98578791534,71.3470742217,25752.5,-43567.3236626,50609.3670952,126.739489887
1,0.0,-2.97726066455,72.4077343935,25752.6,-43567.252952,50609.358615,126.79791557
1,0.0,-2.97441824761,72.2663130373,25752.6,-43566.9701092,50609.1149269,126.754679541
1,0.0,-2.98863033227,71.488495578,25752.2,-43567.0408199,50608.9711538,127.222463247
1,0.0,-2.98294549841,71.8420489686,25751.3,-43567.252952,50608.6963155,126.950247099
1,0.0,-2.98863033227,72.2663130373,25751.5,-43566.6872665,50608.3117091,126.676152341
1,0.0,-2.98578791534,71.8420489686,25751.7,-43565.8387384,50607.6824124,125.577331051
1,0.0,-2.97726066455,71.7006276123,25751.7,-43566.2630025,50608.0474418,125.214051414
1,0.0,-2.97157583068,72.0541810029,25751.5,-43566.8993986,50608.4940228,126.109888175
1,0.0,-2.96589099682,72.6198664279,25751.7,-43566.3337131,50608.1096242,125.785835323
1,0.0,-2.96873341375,73.0441304966,25752.0,-43566.0508704,50608.019403,125.216136398
1,0.0,-2.97441824761,71.4177848998,25752.0,-43565.8387384,50607.8344674,125.69080749
1,0.0,-2.97726066455,70.6399674405,25751.8,-43564.9194996,50606.9402775,124.44323248
1,0.0,-2.98010308148,72.0541810029,25751.4,-43564.9194996,50606.7387288,125.100549606
1,0.0,-2.98863033227,72.9734198185,25751.2,-43564.7073675,50606.4556611,125.494706411
1,0.0,-2.97726066455,72.124891681,25751.0,-43564.4245248,50606.1091883,124.268219511
1,0.0,-2.98294549841,72.9027091403,25750.7,-43565.3437637,50606.7489821,124.868301134
1,0.0,-2.98863033227,73.7512372778,25750.9,-43565.0609209,50606.6084924,124.381000608
1,0.0,-2.9914727492,72.8319984622,25751.4,-43564.7073675,50606.5572281,124.286120701
1,0.0,-2.9914727492,72.2663130373,25751.5,-43564.8487889,50606.7290454,124.112620689
1,0.0,-2.9914727492,72.0541810029,25751.1,-43564.3538142,50606.0991014,122.935093082
1,0.0,-2.98578791534,73.1855518528,25751.0,-43563.7881287,50605.5628686,122.47802429
1,0.0,-2.98294549841,73.892658634,25751.0,-43563.2224433,50605.0769268,122.010906823
1,0.0,-2.98863033227,73.3976838872,25750.7,-43563.7174181,50605.3496479,123.290671406
1,0.0,-2.98578791534,73.1148411747,25750.3,-43563.8588394,50605.2674417,123.901502712
1,0.0,-2.9914727492,73.6098159215,25750.1,-43563.505286,50604.8620314,123.279822766
1,0.0,-2.9914727492,73.5391052434,25750.4,-43563.4345753,50604.9537117,123.124475991
1,0.0,-2.98863033227,72.1956023591,25750.4,-43563.505286,50605.0126486,122.240352152
1,0.0,-2.9914727492,72.3370237154,25750.1,-43564.2123928,50605.4689145,122.708893118
1,0.0,-2.98863033227,72.9027091403,25750.1,-43564.3538142,50605.5914703,123.217077163
1,0.0,-2.98578791534,72.0541810029,25750.1,-43563.7881287,50605.1032796,122.960675814
1,0.0,-2.9914727492,72.2663130373,25750.3,-43564.4245248,50605.7531975,124.036889352
1,0.0,-2.98578791534,72.690577106,25750.2,-43564.7073675,50605.9464093,123.836659004
1,0.0,-2.98010308148,72.9027091403,25749.9,-43564.4952355,50605.6114472,123.479616869
1,0.0,-2.97726066455,73.8219479559,25750.5,-43564.8487889,50606.2224428,123.792200485
1,0.0,-2.97726066455,72.6198664279,25750.3,-43564.4952355,50605.8145756,122.634872851
1,0.0,-2.98010308148,71.8420489686,25750.2,-43564.5659462,50605.8234534,121.752686309
1,0.0,-2.9914727492,71.9834703248,25750.2,-43563.8588394,50605.2149352,120.380346902
1,0.0,-2.99431516614,71.7713382904,25750.0,-43563.2224433,50604.5650191,119.789801889
1,0.0,-2.98294549841,70.7106781187,25749.9,-43563.293154,50604.573513,119.941657923
1,0.0,-2.98294549841,70.8520994749,25749.5,-43563.1517326,50604.2484299,119.811694258
1,0.0,-2.97157583068,71.7713382904,25749.7,-43563.081022,50604.2906218,120.372764569
1,0.0,-2.97441824761,71.8420489686,25749.8,-43562.8688899,50604.1589915,121.344270973
1,0.0,-2.98010308148,71.488495578,25749.7,-43563.081022,50604.2902215,121.30526338
1,0.0,-2.98578791534,70.8520994749,25749.2,-43563.4345753,50604.3392671,120.618533583
1,0.0,-2.9914727492,71.7006276123,25749.1,-43563.293154,50604.1678344,119.722975591
1,0.0,-2.98578791534,71.7006276123,25749.7,-43563.293154,50604.4731372,119.246184223
1,0.0,-2.98294549841,71.6299169342,25750.0,-43563.6467074,50604.9300493,119.045616871
1,0.0,-2.97726066455,71.2056528655,25750.2,-43563.9295501,50605.2747066,118.820921843
1,0.0,-2.97157583068,72.2663130373,25750.3,-43564.2831035,50605.6314537,119.418709053
1,0.0,-2.96873341375,73.2562625309,25749.8,-43563.8588394,50605.013225,118.848911374
1,0.0,-2.96020616296,72.0541810029,25749.3,-43562.7981792,50603.8439992,117.641814193
1,0.0,-2.96020616296,72.124891681,25748.6,-43563.1517326,50603.7922773,117.75288477
1,0.0,-2.97726066455,72.4077343935,25748.5,-43562.5860472,50603.2548187,117.214217992
1,0.0,-2.98578791534,71.6299169342,25749.1,-43562.0910725,50603.1329095,117.222913477
1,0.0,-2.9914727492,70.4985460843,25749.3,-43562.3739152,50603.4765768,117.231126294
1,0.0,-2.98863033227,70.3571247281,25749.2,-43562.7981792,50603.7907273,116.84532037
1,0.0,-2.97726066455,71.488495578,25749.0,-43562.5153365,50603.447057,117.05512798
1,0.0,-2.97441824761,72.124891681,25749.3,-43562.3032045,50603.4179969,117.22596592
1,0.0,-2.98010308148,71.5592062561,25749.3,-43562.8688899,50603.9041688,117.88697666
1,0.0,-2.97441824761,70.9935208311,25749.3,-43562.7274686,50603.7816282,118.861032397
1,0.0,-2.97726066455,71.2056528655,25749.4,-43562.6567579,50603.7719386,119.265955538
1,0.0,-2.98294549841,71.3470742217,25749.6,-43562.7981792,50603.9956502,120.42077544
1,0.0,-2.98010308148,70.7813887968,25749.5,-43562.9396006,50604.0657151,120.84752511
1,0.0,-2.98294549841,70.2157033718,25749.5,-43563.081022,50604.1866709,120.085766622
1,0.0,-2.98294549841,70.9935208311,25749.3,-43562.7274686,50603.7816282,119.524456835
1,0.0,-2.98010308148,71.4177848998,25748.9,-43562.0203618,50602.9699693,119.05388889
1,0.0,-2.98863033227,71.3470742217,25749.1,-43562.2324938,50603.2542537,119.813741938
1,0.0,-2.98863033227,71.9834703248,25748.4,-43562.1617831,50602.8380963,119.753974583
1,0.0,-2.99715758307,72.1956023591,25748.3,-43562.0910725,50602.7266429,119.419078953
1,0.0,-2.98863033227,71.7713382904,25749.0,-43561.2425443,50602.3517648,119.256275433
1,0.0,-2.98294549841,70.8520994749,25748.6,-43560.4647269,50601.4773421,117.65027894
1,0.0,-2.99715758307,69.8621499812,25748.2,-43560.4647269,50601.2724265,117.333339689
1,0.0,-2.98863033227,69.8621499812,25748.1,-43560.8889909,50601.5867736,117.767143978
1,0.0,-2.98863033227,70.2864140499,25748.3,-43560.7475696,50601.5673857,117.815504728
1,0.0,-2.98863033227,70.4985460843,25748.5,-43560.8182803,50601.7303216,118.933142165
1,0.0,-2.98294549841,70.8520994749,25748.5,-43561.7375191,50602.5221501,119.614173525
1,0.0,-2.98294549841,71.3470742217,25748.5,-43561.8082297,50602.5837176,119.68345596
1,0.0,-2.98294549841,71.7713382904,25748.6,-43561.8082297,50602.6352014,119.541359144
1,0.0,-2.98863033227,70.922810153,25748.8,-43561.8082297,50602.7357732,118.902326617
1,0.0,-2.98294549841,70.3571247281,25748.9,-43561.9496511,50602.9076115,119.034461176
1,0.0,-2.98010308148,70.0742820156,25748.8,-43561.3839657,50602.36936,118.100712669
1,0.0,-2.98578791534,69.6500179469,25748.9,-43560.5354375,50601.6892005,117.956717016
1,0.0,-2.98863033227,69.5793072688,25748.5,-43560.1818841,50601.1812047,117.793410784
1,0.0,-2.98863033227,69.7914393031,25747.6,-43560.2525948,50600.7844082,117.590516716
1,0.0,-2.9914727492,70.0035713375,25747.7,-43560.6061482,50601.1399456,117.781725844
1,0.0,-3.0,70.6399674405,25748.0,-43561.3839657,50601.9630747,118.338951889
1,0.0,-2.98578791534,70.3571247281,25748.2,-43561.6668084,50602.3079364,119.719449277
1,0.0,-2.98010308148,70.0035713375,25748.5,-43562.4446258,50603.1296911,120.238030516
1,0.0,-2.97726066455,70.6399674405,25748.5,-43562.2324938,50602.9479586,120.047997714
1,0.0,-2.96873341375,70.2157033718,25748.6,-43560.8182803,50601.780813,119.235676617
1,0.0,-2.98294549841,69.7914393031,25748.3,-43560.8182803,50601.6275724,117.948446509
1,0.0,-2.98294549841,69.5085965906,25747.6,-43560.5354375,50601.0275075,116.715081413
1,0.0,-2.98010308148,69.5793072688,25747.5,-43560.3233055,50600.7941045,115.654644199
1,0.0,-2.98294549841,69.8621499812,25747.7,-43560.7475696,50601.2614945,115.504706523
1,0.0,-2.97441824761,69.2257538782,25747.9,-43560.5354375,50601.179771,116.013748424
1,0.0,-2.99431516614,69.2964645563,25747.8,-43560.3233055,50600.9463678,116.274457833
1,0.0,-3.0,68.6600684532,25747.6,-43560.3940162,50600.9046047,115.657735699
1,0.0,-2.99431516614,68.518647097,25748.2,-43559.8283308,50600.7227443,115.246328448
1,0.0,-2.99715758307,68.2358043845,25747.8,-43560.2525948,50600.8840544,115.032822131
1,0.0,-2.98863033227,68.1650937064,25747.6,-43560.8889909,50601.330041,115.302977978
1,0.0,-2.97726066455,69.6500179469,25747.6,-43560.6768589,50601.1494463,115.480395105
1,0.0,-2.98010308148,70.7106781187,25747.3,-43560.4647269,50600.8156506,115.028616564
1,0.0,-2.98294549841,70.4985460843,25747.0,-43560.2525948,50600.4800883,114.581513386
1,0.0,-2.98863033227,69.720728625,25746.6,-43559.6161987,50599.7276269,113.728585022
