8217200.91000000	477260.91000000	86.00000000	-51.21266300	-16.12517200	401.31400000	23522.87600000
8217200.80000000	473328.44000000	84.67000000	-51.24944100	-16.12513400	194.97800000	23522.01200000
8217200.67000000	474256.61000000	78.43000000	-51.24076000	-16.12514500	251.23900000	23522.21500000
8217200.51000000	476303.04000000	2.34000000	-51.22162200	-16.12516700	427.63600000	23522.66400000
8217199.80000000	473779.01000000	78.19000000	-51.24522700	-16.12514700	217.04500000	23522.11000000
8217199.73000000	481229.61000000	48.78000000	-51.17554700	-16.12521700	215.81400000	23523.75600000
8217199.35000000	478782.22000000	59.67000000	-51.19843600	-16.12520000	319.35100000	23523.21100000
8217198.93000000	479310.01000000	58.51000000	-51.19350000	-16.12520800	289.22300000	23523.32700000
8217198.83000000	474790.65000000	50.99000000	-51.23576600	-16.12516700	311.95200000	23522.33000000
8217198.72000000	475790.40000000	77.63000000	-51.22641600	-16.12517800	408.60600000	23522.54900000
8217198.20000000	475315.77000000	51.66000000	-51.23085500	-16.12517800	342.59100000	23522.44400000
8217198.16000000	482301.83000000	53.51000000	-51.16551900	-16.12523900	144.19000000	23523.99400000
8217198.00000000	480296.69000000	66.03000000	-51.18427200	-16.12522500	248.69200000	23523.54600000
8217197.47000000	477806.83000000	71.24000000	-51.20755800	-16.12520900	364.53700000	23522.99200000
8217196.15000000	476829.06000000	14.29000000	-51.21670200	-16.12521100	393.09100000	23522.77500000
8217195.88000000	483305.44000000	84.93000000	-51.15613300	-16.12526700	160.75000000	23524.21700000
8217195.80000000	478286.51000000	62.01000000	-51.20307200	-16.12522800	347.62600000	23523.09600000
8217195.77000000	482770.52000000	94.73000000	-51.16113600	-16.12526400	146.40700000	23524.09700000
8217194.97000000	481770.77000000	37.77000000	-51.17048600	-16.12526400	165.59300000	23523.87200000
8217193.86000000	479797.71000000	60.52000000	-51.18893800	-16.12525800	273.93700000	23523.43000000
8217193.24000000	480830.43000000	58.95000000	-51.17928000	-16.12527200	226.02900000	23523.65900000
8217192.61000000	477260.62000000	85.93000000	-51.21266600	-16.12524700	402.75000000	23522.86600000
8217192.07000000	474256.92000000	78.45000000	-51.24075800	-16.12522200	251.82000000	23522.20500000
8217191.91000000	476303.35000000	2.62000000	-51.22161900	-16.12524500	428.47400000	23522.65400000
8217191.81000000	473779.02000000	77.95000000	-51.24522700	-16.12522000	216.06800000	23522.10000000
8217191.67000000	478782.52000000	59.89000000	-51.19843300	-16.12527000	320.12300000	23523.20100000
8217191.44000000	481229.62000000	48.65000000	-51.17554700	-16.12529200	216.18100000	23523.74600000
8217191.04000000	475790.41000000	77.91000000	-51.22641600	-16.12524700	410.95000000	23522.54000000
8217190.96000000	473328.45000000	84.60000000	-51.24944100	-16.12522300	195.92400000	23522.00100000
8217190.53000000	474790.36000000	51.17000000	-51.23576900	-16.12524200	313.15500000	23522.32000000
8217189.87000000	482302.13000000	53.36000000	-51.16551600	-16.12531400	144.06600000	23523.98500000
8217189.79000000	477806.54000000	71.18000000	-51.20756100	-16.12527800	365.56300000	23522.98300000
8217189.72000000	479310.02000000	58.69000000	-51.19350000	-16.12529200	290.24600000	23523.31600000
8217189.59000000	475315.18000000	52.07000000	-51.23086000	-16.12525600	344.67800000	23522.43400000
8217189.39000000	480296.40000000	66.26000000	-51.18427500	-16.12530300	249.14500000	23523.53600000
8217188.78000000	476828.77000000	15.04000000	-51.21670500	-16.12527800	393.95600000	23522.76600000
8217187.58000000	483304.85000000	84.75000000	-51.15613900	-16.12534200	160.52600000	23524.20700000
8217187.48000000	482770.52000000	94.65000000	-51.16113600	-16.12533900	147.15400000	23524.08700000
8217187.19000000	478286.51000000	62.02000000	-51.20307200	-16.12530600	348.14600000	23523.08600000
8217186.67000000	481770.48000000	37.70000000	-51.17048900	-16.12533900	165.28400000	23523.86200000
8217186.17000000	479797.42000000	60.65000000	-51.18894100	-16.12532800	275.00500000	23523.42100000
8217185.26000000	480830.44000000	59.34000000	-51.17928000	-16.12534500	226.68200000	23523.65000000
8217184.62000000	477260.33000000	85.85000000	-51.21266900	-16.12532000	404.17600000	23522.85600000
8217183.99000000	478782.83000000	60.12000000	-51.19843000	-16.12533900	320.92100000	23523.19200000
8217183.51000000	473778.74000000	77.70000000	-51.24523000	-16.12529500	215.14100000	23522.09000000
8217183.16000000	474256.93000000	78.46000000	-51.24075800	-16.12530300	252.36300000	23522.19400000
8217183.05000000	475790.71000000	78.16000000	-51.22641300	-16.12532000	413.29300000	23522.53000000
8217183.00000000	476303.95000000	2.90000000	-51.22161300	-16.12532500	429.29000000	23522.64300000
8217182.83000000	481229.62000000	48.52000000	-51.17554700	-16.12537000	216.53200000	23523.73600000
8217182.41000000	477806.25000000	71.13000000	-51.20756300	-16.12534500	366.60800000	23522.97400000
8217181.93000000	474790.07000000	51.36000000	-51.23577100	-16.12532000	314.35000000	23522.31000000
8217181.27000000	482302.14000000	53.21000000	-51.16551600	-16.12539200	143.95000000	23523.97400000
8217181.13000000	473328.17000000	84.54000000	-51.24944400	-16.12531100	196.82500000	23521.98900000
8217181.10000000	476828.78000000	15.79000000	-51.21670500	-16.12534700	394.90100000	23522.75700000
8217180.68000000	475314.60000000	52.21000000	-51.23086600	-16.12533600	346.71200000	23522.42300000
8217180.50000000	479310.33000000	58.88000000	-51.19349700	-16.12537500	291.29300000	23523.30500000
8217180.48000000	480296.41000000	66.52000000	-51.18427500	-16.12538300	249.57600000	23523.52500000
8217179.59000000	483304.56000000	84.56000000	-51.15614200	-16.12541400	160.29300000	23524.19800000
8217179.49000000	482770.83000000	94.56000000	-51.16113300	-16.12541100	147.91900000	23524.07800000
8217178.90000000	478286.82000000	62.04000000	-51.20306900	-16.12538100	348.63600000	23523.07600000
8217178.49000000	479797.43000000	60.78000000	-51.18894100	-16.12539700	276.06800000	23523.41100000
8217178.07000000	481770.49000000	37.63000000	-51.17048900	-16.12541700	165.11700000	23523.85100000
8217177.27000000	480830.44000000	59.73000000	-51.17928000	-16.12541700	227.32200000	23523.64000000
8217176.32000000	477260.05000000	85.78000000	-51.21267200	-16.12539500	405.60900000	23522.84600000
8217176.31000000	478783.13000000	60.35000000	-51.19842700	-16.12540900	321.74700000	23523.18300000
8217175.22000000	473778.45000000	77.45000000	-51.24523300	-16.12537000	214.29100000	23522.08000000
8217175.07000000	475790.72000000	78.41000000	-51.22641300	-16.12539200	415.64100000	23522.52100000
8217174.73000000	477805.96000000	71.07000000	-51.20756600	-16.12541400	367.64900000	23522.96500000
8217174.55000000	474257.24000000	78.48000000	-51.24075500	-16.12538100	252.89700000	23522.18400000
8217174.54000000	481229.63000000	48.39000000	-51.17554700	-16.12544500	216.86400000	23523.72600000
8217174.09000000	476304.26000000	3.34000000	-51.22161000	-16.12540600	430.07500000	23522.63300000
8217173.72000000	476828.78000000	16.54000000	-51.21670500	-16.12541400	395.92500000	23522.74800000
8217173.63000000	474790.08000000	51.55000000	-51.23577100	-16.12539500	315.51400000	23522.30000000
8217172.66000000	482302.44000000	53.05000000	-51.16551400	-16.12547000	143.85900000	23523.96400000
8217171.88000000	480296.12000000	66.77000000	-51.18427700	-16.12546100	249.99300000	23523.51500000
8217171.77000000	475313.72000000	52.36000000	-51.23087400	-16.12541700	348.66600000	23522.41200000
8217171.60000000	473328.18000000	84.47000000	-51.24944400	-16.12539800	197.68100000	23521.97800000
8217171.59000000	479310.33000000	59.06000000	-51.19349700	-16.12545600	292.34700000	23523.29500000
8217171.29000000	483303.97000000	84.37000000	-51.15614700	-16.12548900	160.05200000	23524.18800000
8217171.19000000	482770.83000000	94.48000000	-51.16113300	-16.12548600	148.70200000	23524.06800000
8217170.81000000	479797.44000000	60.91000000	-51.18894100	-16.12546700	277.11000000	23523.40200000
