Y X GPSALT LONG LAT MAGIGRF IGRF
475304.58 8215254.1 506.75 -51.23098 -16.142753 334.793 23520.136
475305.08 8215344.13 502.15 -51.230974 -16.141939 340.536 23520.243
475304.98 8215434.77 497.79 -51.230974 -16.14112 358.335 23520.351
475303.98 8215525.42 493.23 -51.230983 -16.1403 376.86 23520.458
475302.4 8215616.37 489.12 -51.230996 -16.139478 385.181 23520.565
475300.81 8215707.32 485.69 -51.23101 -16.138656 396.011 23520.673
475299.22 8215798.27 482.76 -51.231024 -16.137834 400.907 23520.78
475297.63 8215889.21 480.66 -51.231038 -16.137011 396.857 23520.888
475296.05 8215979.55 479.2 -51.231052 -16.136195 394.019 23520.994
475293.87 8216069.88 477.79 -51.231071 -16.135378 396.19 23521.101
475291.98 8216160.22 475.99 -51.231088 -16.134561 402.279 23521.208
475290.1 8216250.25 473.69 -51.231105 -16.133747 405.55 23521.314
475288.81 8216340.27 471.15 -51.231116 -16.132934 403.849 23521.42
475288.12 8216430.3 468.82 -51.231121 -16.13212 389.404 23521.527
475287.72 8216520.33 466.75 -51.231124 -16.131306 378.754 23521.634
475288.21 8216610.36 464.5 -51.231119 -16.130492 377.683 23521.741
475289.3 8216700.09 462.02 -51.231108 -16.129681 376.479 23521.847
475291.87 8216789.5 459.69 -51.231083 -16.128872 380.917 23521.954
475295.34 8216878.92 457.47 -51.231049 -16.128064 383.225 23522.061
475299.99 8216968.04 455.5 -51.231005 -16.127259 373.988 23522.168
475305.53 8217056.54 454.07 -51.230952 -16.126459 365.793 23522.274
475311.97 8217145.34 452.79 -51.230891 -16.125656 353.962 23522.381
475318.4 8217233.84 450.02 -51.23083 -16.124856 334.238 23522.487
475323.95 8217322.04 446.06 -51.230777 -16.124059 320.19 23522.593
475327.41 8217410.84 443.43 -51.230744 -16.123256 314.156 23522.699
475328.8 8217499.64 442.69 -51.23073 -16.122453 320.407 23522.805
475328.4 8217588.75 442.77 -51.230733 -16.121647 305.7 23522.91
475326.22 8217677.55 442.85 -51.230752 -16.120845 290.706 23523.015
475322.26 8217766.04 442.1 -51.230788 -16.120045 303.188 23523.12
475778.86 8217692.8 465.09 -51.226519 -16.120711 332.807 23523.133
475780.44 8217612.91 465.91 -51.226505 -16.121434 341.962 23523.038
475782.31 8217533.02 467.22 -51.226488 -16.122156 351.08 23522.944
475784.47 8217453.14 469.36 -51.226469 -16.122878 361.932 23522.85
475786.34 8217373.25 471.62 -51.226452 -16.1236 373.711 23522.755
475788.21 8217293.67 474.25 -51.226435 -16.12432 385.152 23522.661
475789.79 8217214.7 477.07 -51.226422 -16.125034 404.026 23522.568
475791.95 8217135.74 479.67 -51.226402 -16.125747 426.483 23522.475
475793.82 8217057.08 481.79 -51.226385 -16.126459 436.761 23522.382
475795.99 8216978.42 483.12 -51.226366 -16.12717 428.969 23522.289
475798.15 8216899.76 483.77 -51.226347 -16.127881 417.001 23522.196
475799.72 8216821.1 484.08 -51.226333 -16.128592 417.127 23522.103
475800.7 8216742.75 484.28 -51.226324 -16.1293 423.105 23522.01
475801.08 8216664.09 484.65 -51.226322 -16.130011 432.382 23521.917
475800.87 8216585.43 485.34 -51.226324 -16.130722 444.558 23521.824
475799.47 8216506.77 485.96 -51.226338 -16.131434 450.974 23521.73
475796.29 8216428.1 487.06 -51.226369 -16.132145 450.696 23521.636
475792.52 8216349.44 487.99 -51.226405 -16.132856 453.073 23521.542
475789.34 8216270.47 488.76 -51.226435 -16.13357 454.97 23521.448
475786.75 8216191.5 489.95 -51.22646 -16.134284 455.648 23521.353
475785.35 8216112.83 491.61 -51.226474 -16.134995 460.493 23521.26
475784.25 8216033.86 493.03 -51.226485 -16.135709 468.593 23521.166
475783.75 8215954.59 493.12 -51.226491 -16.136425 468.786 23521.072
475783.54 8215875.31 491.08 -51.226494 -16.137142 461.164 23520.978
475783.62 8215796.04 488.47 -51.226494 -16.137859 453.952 23520.884
475783.71 8215716.15 486.1 -51.226494 -16.138581 449.244 23520.789
475783.8 8215636.26 483.89 -51.226494 -16.139303 442.206 23520.695
475783.89 8215556.06 482.13 -51.226494 -16.140028 430.884 23520.6
475784.57 8215475.87 481.71 -51.226488 -16.140753 415.594 23520.505
475786.44 8215395.36 482.68 -51.226472 -16.141481 394.139 23520.41
475788.91 8215315.17 484.24 -51.226449 -16.142206 373.456 23520.315
475792.26 8215235.28 486.12 -51.226419 -16.142928 357.813 23520.221
475795.91 8215155.4 488.25 -51.226385 -16.14365 345.353 23520.128
475799.27 8215075.51 490.1 -51.226355 -16.144372 339.508 23520.034
475802.32 8214995.93 491.35 -51.226327 -16.145092 342.808 23519.94
475804.19 8214916.66 493.18 -51.22631 -16.145808 351.827 23519.847
475805.17 8214837.39 495.75 -51.226302 -16.146525 365.514 23519.753
475805.26 8214758.42 498.68 -51.226302 -16.147239 379.075 23519.659
475804.75 8214679.45 501.79 -51.226308 -16.147953 393.529 23519.566
475804.24 8214600.79 505.01 -51.226313 -16.148664 408.458 23519.473
475804.03 8214522.43 509.05 -51.226316 -16.149372 424.795 23519.38
475804.12 8214444.08 514.67 -51.226316 -16.150081 441.249 23519.287
475804.8 8214366.65 520.94 -51.22631 -16.150781 458.033 23519.196
475805.18 8214289.22 527.27 -51.226308 -16.151481 475.62 23519.104
475805.27 8214212.71 533.42 -51.226308 -16.152172 492.016 23519.013
475805.65 8214135.89 538.77 -51.226305 -16.152867 504.451 23518.923
475804.84 8214059.69 542.8 -51.226313 -16.153556 506.321 23518.832
475804.03 8213983.79 545.56 -51.226321 -16.154242 497.949 23518.742
475803.52 8213907.9 548.03 -51.226327 -16.154928 484.014 23518.652
475803.01 8213832.0 550.13 -51.226333 -16.155614 467.226 23518.562
475802.2 8213756.72 551.68 -51.226341 -16.156295 451.33 23518.473
475801.69 8213681.13 554.0 -51.226346 -16.156978 456.392 23518.384
475801.48 8213606.46 557.0 -51.226349 -16.157653 460.114 23518.295
475801.26 8213531.8 559.97 -51.226352 -16.158328 451.37 23518.207
475800.75 8213457.74 562.18 -51.226358 -16.158997 442.028 23518.119
475800.54 8213383.38 563.33 -51.22636 -16.15967 427.284 23518.031
475800.32 8213309.03 563.86 -51.226363 -16.160342 399.88 23517.943
475799.81 8213234.67 564.93 -51.226369 -16.161014 363.929 23517.855
475799.59 8213160.61 566.96 -51.226371 -16.161683 327.046 23517.768
475799.67 8213087.18 570.66 -51.226371 -16.162347 291.007 23517.681
475799.46 8213013.74 575.23 -51.226374 -16.163011 249.382 23517.594
475799.54 8212940.92 580.29 -51.226374 -16.163669 204.279 23517.508
475799.62 8212868.71 585.95 -51.226374 -16.164322 170.623 23517.422
475799.4 8212797.11 591.87 -51.226377 -16.164969 147.933 23517.338
475799.18 8212726.44 599.4 -51.22638 -16.165608 132.08 23517.254
475798.96 8212656.38 607.88 -51.226383 -16.166242 120.602 23517.171
475798.15 8212586.94 616.23 -51.226391 -16.166869 104.934 23517.089
475797.04 8212517.5 623.3 -51.226402 -16.167497 84.315 23517.007
475795.92 8212448.67 628.08 -51.226413 -16.168119 62.385 23516.925
475794.81 8212379.53 630.42 -51.226424 -16.168744 43.236 23516.843
475793.4 8212310.39 631.85 -51.226438 -16.169369 29.724 23516.761
475792.0 8212241.26 632.41 -51.226452 -16.169994 24.173 23516.679
475789.99 8212171.81 632.28 -51.226471 -16.170622 25.207 23516.597
475787.99 8212102.06 631.53 -51.226491 -16.171253 25.202 23516.514
475785.69 8212031.69 629.7 -51.226513 -16.171889 21.317 23516.43
475783.4 8211961.02 626.11 -51.226535 -16.172528 14.195 23516.346
475781.1 8211889.11 620.37 -51.226558 -16.173178 9.283 23516.261
475779.1 8211816.29 612.35 -51.226577 -16.173836 11.31 23516.174
475778.0 8211742.24 602.88 -51.226588 -16.174506 19.531 23516.087
475777.19 8211666.65 592.96 -51.226596 -16.175189 29.725 23515.997
475777.87 8211590.14 583.25 -51.226591 -16.175881 34.612 23515.907
475779.44 8211512.71 574.31 -51.226577 -16.176581 30.728 23515.816
475781.9 8211434.05 566.07 -51.226555 -16.177292 21.514 23515.723
475784.07 8211354.47 559.02 -51.226535 -16.178011 7.784 23515.63
475786.53 8211274.27 553.42 -51.226513 -16.178736 -13.488 23515.536
475788.99 8211193.47 549.51 -51.226491 -16.179467 -35.974 23515.441
475790.87 8211112.04 547.17 -51.226474 -16.180203 -44.08 23515.345
475792.74 8211030.62 545.61 -51.226458 -16.180939 -44.088 23515.25
475794.91 8210949.5 544.06 -51.226438 -16.181672 -40.796 23515.154
475797.07 8210868.08 542.77 -51.226419 -16.182408 -41.11 23515.059
475798.95 8210786.65 542.7 -51.226402 -16.183144 -42.471 23514.963
475799.93 8210705.84 543.94 -51.226394 -16.183875 -36.798 23514.868
475800.31 8210625.03 546.09 -51.226391 -16.184605 -43.646 23514.773
475800.1 8210544.83 548.98 -51.226394 -16.18533 -63.945 23514.678
475800.49 8210465.25 554.21 -51.226391 -16.18605 -69.679 23514.584
475801.17 8210386.28 560.41 -51.226385 -16.186764 -63.245 23514.491
475801.85 8210308.24 566.58 -51.22638 -16.187469 -51.127 23514.399
475802.23 8210230.8 573.19 -51.226377 -16.188169 -35.826 23514.308
475802.61 8210154.6 580.99 -51.226374 -16.188858 -25.218 23514.218
475803.29 8210079.01 590.27 -51.226369 -16.189542 -19.301 23514.129
475803.97 8210004.35 599.89 -51.226363 -16.190217 -8.274 23514.041
475804.34 8209930.91 609.23 -51.22636 -16.19088 13.652 23513.955
475805.02 8209858.09 618.13 -51.226355 -16.191539 41.737 23513.869
475805.1 8209785.88 626.28 -51.226355 -16.192192 65.079 23513.784
475804.58 8209714.59 633.46 -51.22636 -16.192836 84.522 23513.7
475804.36 8209643.61 640.05 -51.226363 -16.193478 105.064 23513.616
475803.55 8209573.56 646.82 -51.226371 -16.194111 119.173 23513.533
475803.03 8209503.8 653.55 -51.226377 -16.194742 132.906 23513.451
476248.09 8209519.35 644.73 -51.222213 -16.194605 106.417 23513.568
476247.7 8209598.01 644.66 -51.222216 -16.193894 92.813 23513.661
476247.91 8209676.98 642.41 -51.222213 -16.19318 77.325 23513.754
476248.13 8209756.25 637.93 -51.22221 -16.192464 56.576 23513.847
476248.93 8209836.14 631.8 -51.222202 -16.191742 32.384 23513.942
476250.33 8209916.65 624.06 -51.222188 -16.191014 7.416 23514.037
476251.72 8209998.39 614.92 -51.222174 -16.190275 -16.729 23514.134
476253.71 8210081.04 604.65 -51.222155 -16.189528 -38.399 23514.232
476256.0 8210164.93 593.35 -51.222133 -16.188769 -56.093 23514.331
476258.87 8210249.74 581.49 -51.222105 -16.188003 -67.682 23514.432
476262.94 8210335.78 571.2 -51.222066 -16.187225 -76.368 23514.534
476267.89 8210422.74 563.83 -51.222019 -16.186439 -95.561 23514.638
476274.33 8210510.32 558.42 -51.221958 -16.185647 -118.297 23514.742
476281.66 8210597.9 553.29 -51.221888 -16.184855 -123.892 23514.847
476289.58 8210685.48 547.48 -51.221813 -16.184064 -122.236 23514.953
476296.91 8210773.98 541.45 -51.221744 -16.183264 -128.75 23515.059
476303.94 8210862.79 534.65 -51.221677 -16.182461 -137.999 23515.165
476309.48 8210951.91 527.33 -51.221624 -16.181655 -147.713 23515.271
476313.54 8211041.94 521.55 -51.221585 -16.180842 -167.711 23515.378
476316.41 8211131.97 518.71 -51.221558 -16.180028 -198.481 23515.485
476318.1 8211222.0 519.11 -51.221541 -16.179214 -218.602 23515.592
476318.6 8211311.42 522.71 -51.221535 -16.178406 -207.087 23515.698
476317.31 8211399.91 529.18 -51.221546 -16.177606 -193.034 23515.802
476314.84 8211487.17 537.27 -51.221569 -16.176817 -185.467 23515.904
476311.78 8211573.51 545.92 -51.221596 -16.176036 -173.355 23516.006
476308.42 8211658.62 554.5 -51.221627 -16.175267 -150.754 23516.105
476304.77 8211742.81 562.45 -51.22166 -16.174506 -128.13 23516.204
476300.82 8211826.08 569.55 -51.221696 -16.173753 -117.389 23516.301
476298.65 8211908.12 576.87 -51.221716 -16.173011 -114.023 23516.398
476297.97 8211989.23 584.71 -51.221721 -16.172278 -107.071 23516.493
476297.88 8212069.12 592.76 -51.221721 -16.171556 -92.297 23516.588
476297.5 8212148.09 601.03 -51.221724 -16.170842 -73.052 23516.681
476296.82 8212226.14 609.51 -51.22173 -16.170136 -49.895 23516.773
476295.55 8212303.26 618.04 -51.221741 -16.169439 -20.144 23516.864
476294.28 8212379.46 626.05 -51.221752 -16.16875 13.647 23516.954
476292.72 8212454.74 633.11 -51.221766 -16.168069 50.339 23517.042
476290.85 8212529.4 638.71 -51.221783 -16.167394 90.514 23517.13
476288.99 8212604.07 642.28 -51.221799 -16.166719 129.913 23517.218
476286.53 8212678.73 643.53 -51.221821 -16.166044 166.173 23517.306
476284.08 8212753.7 642.53 -51.221844 -16.165367 203.713 23517.394
476281.32 8212828.67 640.17 -51.221869 -16.164689 244.97 23517.482
476278.57 8212904.26 636.95 -51.221894 -16.164006 290.219 23517.57
476275.52 8212979.84 634.12 -51.221921 -16.163322 343.097 23517.659
476272.17 8213056.04 632.14 -51.221952 -16.162633 407.128 23517.748
476268.82 8213132.24 630.1 -51.221983 -16.161944 471.552 23517.838
476266.07 8213209.06 627.33 -51.222008 -16.16125 521.445 23517.928
476264.2 8213286.18 624.06 -51.222024 -16.160553 559.945 23518.019
476263.82 8213364.23 620.48 -51.222027 -16.159847 588.665 23518.111
476264.33 8213442.89 616.7 -51.222021 -16.159136 609.402 23518.204
476265.43 8213521.86 612.77 -51.22201 -16.158422 624.913 23518.298
476267.13 8213601.44 608.71 -51.221994 -16.157703 637.172 23518.392
476269.42 8213681.64 605.12 -51.221971 -16.156978 647.695 23518.488
476272.0 8213762.45 602.38 -51.221946 -16.156247 652.328 23518.584
476275.18 8213843.88 599.59 -51.221916 -16.155511 647.439 23518.681
476278.06 8213925.62 596.62 -51.221888 -16.154772 638.372 23518.778
476281.54 8214007.66 593.9 -51.221855 -16.154031 633.867 23518.876
476284.71 8214090.32 591.62 -51.221824 -16.153283 639.011 23518.974
476287.59 8214172.67 590.11 -51.221797 -16.152539 641.639 23519.073
476290.18 8214255.33 589.71 -51.221772 -16.151792 630.763 23519.171
476292.17 8214337.99 589.91 -51.221752 -16.151045 613.43 23519.269
476293.56 8214420.65 589.75 -51.221738 -16.150297 593.431 23519.367
476294.96 8214503.0 588.28 -51.221724 -16.149553 568.072 23519.465
476296.06 8214585.65 585.31 -51.221713 -16.148806 539.405 23519.563
476297.16 8214668.62 582.39 -51.221702 -16.148056 507.527 23519.662
476297.66 8214751.89 580.82 -51.221697 -16.147303 467.543 23519.76
476297.87 8214835.77 579.48 -51.221694 -16.146545 417.01 23519.86
476298.07 8214919.35 577.37 -51.221691 -16.145789 359.08 23519.959
476298.58 8215003.54 574.57 -51.221685 -16.145028 304.753 23520.059
476299.38 8215087.73 571.39 -51.221677 -16.144267 277.284 23520.159
476300.18 8215172.23 568.33 -51.221669 -16.143503 306.147 23520.259
476301.57 8215256.73 565.76 -51.221655 -16.142739 390.623 23520.359
476302.96 8215341.85 562.75 -51.221641 -16.14197 488.665 23520.46
476304.36 8215427.27 558.95 -51.221627 -16.141197 605.109 23520.562
476305.75 8215512.69 554.93 -51.221613 -16.140425 755.744 23520.663
476306.55 8215598.73 551.05 -51.221605 -16.139647 873.425 23520.765
476306.75 8215684.76 547.33 -51.221602 -16.13887 909.143 23520.867
476306.66 8215771.41 544.76 -51.221602 -16.138086 875.441 23520.97
476306.27 8215858.06 544.3 -51.221605 -16.137303 806.953 23521.073
476305.88 8215944.71 545.17 -51.221608 -16.13652 731.266 23521.175
476305.79 8216030.75 546.58 -51.221608 -16.135742 666.382 23521.277
476305.99 8216116.47 548.43 -51.221605 -16.134967 612.062 23521.379
476307.09 8216201.59 550.53 -51.221594 -16.134197 566.541 23521.48
476308.48 8216286.4 552.51 -51.22158 -16.133431 524.171 23521.581
476310.47 8216370.9 552.27 -51.22156 -16.132667 485.672 23521.682
476312.16 8216455.4 549.17 -51.221544 -16.131903 460.784 23521.782
476313.85 8216540.2 544.52 -51.221527 -16.131136 457.034 23521.883
476315.54 8216625.63 539.44 -51.22151 -16.130364 468.75 23521.985
476316.64 8216711.36 534.27 -51.221499 -16.129589 477.681 23522.087
476316.54 8216797.7 528.45 -51.221499 -16.128809 476.994 23522.189
476315.56 8216884.65 521.86 -51.221508 -16.128022 462.679 23522.292
476313.09 8216971.91 515.32 -51.22153 -16.127234 443.808 23522.395
476309.73 8217059.48 509.5 -51.22156 -16.126442 434.666 23522.498
476305.47 8217147.66 504.66 -51.221599 -16.125645 432.096 23522.602
476301.22 8217235.85 501.21 -51.221638 -16.124847 424.48 23522.705
476296.67 8217324.64 499.84 -51.22168 -16.124045 416.861 23522.81
476292.42 8217413.13 499.49 -51.221719 -16.123245 400.844 23522.914
476288.76 8217501.93 497.95 -51.221752 -16.122442 380.689 23523.018
476284.8 8217590.41 495.38 -51.221788 -16.121642 365.046 23523.123
476281.14 8217678.9 493.38 -51.221822 -16.120842 363.573 23523.227
476277.48 8217767.7 492.53 -51.221855 -16.120039 356.894 23523.331
476820.81 8217698.84 483.07 -51.216774 -16.120667 356.113 23523.369
476822.97 8217621.41 486.32 -51.216755 -16.121367 350.393 23523.278
476825.13 8217544.29 489.69 -51.216736 -16.122064 347.163 23523.187
476826.69 8217467.78 493.44 -51.216722 -16.122756 351.485 23523.096
476827.96 8217391.27 497.76 -51.216711 -16.123447 364.549 23523.006
476829.23 8217315.68 503.79 -51.216699 -16.124131 380.278 23522.917
476829.01 8217240.71 509.79 -51.216702 -16.124809 389.019 23522.828
476828.79 8217166.35 517.29 -51.216705 -16.125481 397.031 23522.739
476827.98 8217092.91 525.45 -51.216713 -16.126145 411.518 23522.652
476826.87 8217020.09 533.07 -51.216724 -16.126803 428.389 23522.565
476825.46 8216947.88 539.49 -51.216738 -16.127456 441.483 23522.479
476824.35 8216876.28 544.77 -51.216749 -16.128103 453.651 23522.394
476822.94 8216805.3 550.36 -51.216763 -16.128745 466.564 23522.31
476821.82 8216734.63 555.58 -51.216774 -16.129384 473.867 23522.226
476820.71 8216664.27 560.21 -51.216785 -16.13002 479.32 23522.142
476819.89 8216594.21 564.24 -51.216794 -16.130653 483.642 23522.059
476819.07 8216524.46 567.82 -51.216802 -16.131284 491.86 23521.976
476817.96 8216454.71 572.33 -51.216813 -16.131914 502.437 23521.893
476816.55 8216385.26 576.18 -51.216827 -16.132542 515.853 23521.81
476814.54 8216316.12 580.03 -51.216847 -16.133167 531.883 23521.728
476812.53 8216247.29 583.53 -51.216866 -16.133789 556.789 23521.646
476809.93 8216178.16 586.29 -51.216891 -16.134414 587.794 23521.563
476807.04 8216109.63 588.28 -51.216919 -16.135033 620.11 23521.481
476803.55 8216040.49 590.18 -51.216952 -16.135658 653.254 23521.399
476799.76 8215971.35 591.64 -51.216988 -16.136283 685.684 23521.316
476795.97 8215902.22 590.28 -51.217024 -16.136908 721.878 23521.233
476792.78 8215832.15 587.65 -51.217055 -16.137542 764.673 23521.149
476790.77 8215761.48 585.06 -51.217074 -16.138181 793.773 23521.065
476789.66 8215689.89 581.54 -51.217085 -16.138828 793.115 23520.98
476790.33 8215617.99 577.5 -51.21708 -16.139478 761.034 23520.895
476792.49 8215544.86 573.7 -51.21706 -16.140139 705.367 23520.809
476796.13 8215471.43 570.57 -51.217027 -16.140803 620.58 23520.723
476800.36 8215397.69 568.37 -51.216988 -16.14147 525.693 23520.636
476805.79 8215323.33 567.24 -51.216938 -16.142142 435.006 23520.549
476812.1 8215248.67 567.01 -51.21688 -16.142817 345.642 23520.462
476818.42 8215174.01 568.37 -51.216822 -16.143492 294.249 23520.375
476824.73 8215099.35 570.86 -51.216763 -16.144167 303.16 23520.288
476830.45 8215024.39 571.51 -51.21671 -16.144845 344.888 23520.201
476835.88 8214949.11 570.44 -51.21666 -16.145525 409.178 23520.113
476841.3 8214873.53 568.87 -51.21661 -16.146208 498.762 23520.025
476844.65 8214797.33 568.13 -51.21658 -16.146897 582.765 23519.935
476846.22 8214720.82 567.58 -51.216566 -16.147589 651.765 23519.845
476846.6 8214644.01 567.53 -51.216563 -16.148283 709.114 23519.754
476845.49 8214567.19 567.67 -51.216574 -16.148978 758.1 23519.663
476843.79 8214490.37 567.84 -51.216591 -16.149672 802.052 23519.572
476840.9 8214413.55 568.05 -51.216619 -16.150367 836.93 23519.48
476837.71 8214337.04 568.69 -51.216649 -16.151058 867.354 23519.389
476832.45 8214260.83 571.98 -51.216699 -16.151747 897.413 23519.297
476825.99 8214185.23 574.32 -51.21676 -16.152431 911.198 23519.207
476820.13 8214109.64 575.62 -51.216816 -16.153114 926.154 23519.116
476813.68 8214034.04 575.72 -51.216877 -16.153797 947.332 23519.025
476807.52 8213958.45 575.13 -51.216935 -16.154481 971.991 23518.934
476802.26 8213882.86 575.02 -51.216985 -16.155164 996.499 23518.844
476798.48 8213806.96 574.83 -51.217022 -16.15585 1014.855 23518.753
476795.89 8213730.75 573.7 -51.217047 -16.156539 1028.124 23518.662
476793.89 8213654.24 571.66 -51.217066 -16.157231 1043.273 23518.571
476792.48 8213577.11 569.2 -51.21708 -16.157928 1056.46 23518.48
476792.27 8213499.99 567.57 -51.217083 -16.158625 1064.221 23518.388
476793.54 8213422.56 568.67 -51.217072 -16.159325 1066.49 23518.297
476795.99 8213346.05 572.79 -51.217049 -16.160017 1060.746 23518.207
476799.04 8213270.47 578.92 -51.217022 -16.1607 1038.409 23518.119
476802.09 8213195.8 586.43 -51.216994 -16.161375 1002.063 23518.031
476805.14 8213122.06 594.59 -51.216966 -16.162042 953.09 23517.944
476807.3 8213048.93 602.78 -51.216947 -16.162703 886.085 23517.858
476808.56 8212976.73 610.38 -51.216935 -16.163356 796.619 23517.773
476809.82 8212905.13 616.34 -51.216924 -16.164003 692.291 23517.689
476810.2 8212833.85 621.16 -51.216922 -16.164647 599.052 23517.605
476810.87 8212762.56 624.74 -51.216916 -16.165292 520.93 23517.521
476811.24 8212691.58 626.38 -51.216913 -16.165933 442.314 23517.437
476811.02 8212620.3 626.16 -51.216916 -16.166578 354.405 23517.353
476810.2 8212548.7 625.08 -51.216924 -16.167225 257.963 23517.268
476808.49 8212476.49 619.88 -51.216941 -16.167878 154.532 23517.182
476806.49 8212403.05 613.77 -51.21696 -16.168542 49.097 23517.095
476804.2 8212328.69 606.62 -51.216983 -16.169214 -51.999 23517.007
476801.6 8212253.72 599.41 -51.217008 -16.169892 -146.981 23516.918
476798.72 8212177.2 592.62 -51.217035 -16.170583 -233.366 23516.826
476795.83 8212100.08 585.54 -51.217063 -16.171281 -306.851 23516.735
476793.53 8212021.72 578.91 -51.217085 -16.171989 -358.17 23516.642
476791.54 8211942.13 572.38 -51.217105 -16.172708 -390.788 23516.547
476789.55 8211861.94 566.04 -51.217124 -16.173433 -411.105 23516.452
476787.85 8211780.81 558.81 -51.217141 -16.174167 -417.613 23516.356
476786.45 8211699.39 550.7 -51.217155 -16.174903 -421.424 23516.259
476785.94 8211617.35 543.75 -51.21716 -16.175644 -429.599 23516.163
476786.03 8211534.38 537.67 -51.21716 -16.176394 -430.712 23516.065
476787.31 8211451.11 532.74 -51.217149 -16.177147 -414.43 23515.967
476788.58 8211367.54 528.46 -51.217138 -16.177903 -387.219 23515.868
476790.16 8211283.66 524.67 -51.217124 -16.178661 -359.898 23515.77
476792.03 8211199.77 521.07 -51.217108 -16.179419 -341.239 23515.671
476793.9 8211115.58 517.07 -51.217091 -16.18018 -330.516 23515.572
476795.77 8211031.39 516.19 -51.217074 -16.180942 -305.388 23515.473
476797.05 8210947.2 516.52 -51.217063 -16.181703 -269.848 23515.374
476798.62 8210863.63 517.17 -51.217049 -16.182458 -241.762 23515.276
476799.6 8210780.05 517.61 -51.217041 -16.183214 -226.622 23515.177
476800.58 8210697.09 518.63 -51.217033 -16.183964 -205.249 23515.08
476800.96 8210614.43 522.66 -51.21703 -16.184711 -174.932 23514.982
476800.75 8210532.7 529.51 -51.217033 -16.18545 -148.866 23514.886
476799.95 8210451.89 536.62 -51.217041 -16.18618 -128.872 23514.79
476797.95 8210371.69 543.51 -51.21706 -16.186905 -110.248 23514.695
476795.96 8210292.1 549.92 -51.21708 -16.187625 -93.559 23514.601
476793.67 8210213.13 555.88 -51.217102 -16.188339 -76.357 23514.507
476791.37 8210134.78 561.78 -51.217124 -16.189047 -57.749 23514.414
476789.08 8210057.04 568.19 -51.217146 -16.18975 -40.751 23514.322
476787.68 8209979.91 574.63 -51.21716 -16.190447 -25.637 23514.231
476786.57 8209903.4 580.75 -51.217171 -16.191139 -9.562 23514.141
476786.35 8209827.5 586.7 -51.217174 -16.191825 9.947 23514.051
476787.03 8209752.22 592.86 -51.217169 -16.192505 34.54 23513.963
476788.59 8209677.56 599.7 -51.217155 -16.19318 62.174 23513.875
476790.75 8209604.12 605.11 -51.217135 -16.193844 86.682 23513.789
476793.2 8209530.69 609.87 -51.217113 -16.194508 102.599 23513.703
477311.94 8209495.28 599.36 -51.21226 -16.194833 104.678 23513.777
477312.74 8209583.16 594.69 -51.212252 -16.194039 82.654 23513.88
477312.95 8209671.35 588.98 -51.212249 -16.193242 57.7 23513.984
477312.85 8209759.53 582.74 -51.212249 -16.192444 32.839 23514.088
477312.76 8209848.33 576.26 -51.212249 -16.191642 9.206 23514.193
477312.67 8209937.13 569.56 -51.212249 -16.190839 -12.347 23514.298
477312.28 8210026.55 562.68 -51.212252 -16.19003 -32.443 23514.403
477311.59 8210116.27 556.17 -51.212258 -16.189219 -52.852 23514.508
477310.91 8210206.3 550.43 -51.212263 -16.188405 -73.811 23514.614
477310.81 8210296.64 545.65 -51.212263 -16.187589 -96.256 23514.721
477310.42 8210386.97 542.05 -51.212266 -16.186772 -123.969 23514.827
477310.03 8210477.62 540.01 -51.212269 -16.185953 -156.783 23514.934
477308.75 8210567.95 539.61 -51.21228 -16.185136 -190.047 23515.04
477307.17 8210658.29 540.08 -51.212294 -16.184319 -218.478 23515.147
477305.3 8210748.32 540.43 -51.21231 -16.183505 -246.627 23515.252
477303.72 8210837.73 539.94 -51.212324 -16.182697 -283.177 23515.358
477301.85 8210927.14 538.86 -51.212341 -16.181889 -327.867 23515.463
477300.27 8211016.25 537.59 -51.212355 -16.181083 -380.478 23515.567
477298.1 8211105.05 535.32 -51.212374 -16.18028 -439.03 23515.672
477296.52 8211193.85 531.86 -51.212388 -16.179478 -500.2 23515.776
477294.65 8211282.34 528.06 -51.212405 -16.178678 -566.729 23515.88
477293.67 8211371.14 524.8 -51.212413 -16.177875 -646.565 23515.985
477293.58 8211459.63 522.39 -51.212413 -16.177075 -739.46 23516.089
477294.97 8211547.82 520.35 -51.212399 -16.176278 -849.217 23516.194
477296.96 8211636.32 518.52 -51.21238 -16.175478 -973.329 23516.298
477300.13 8211724.2 517.39 -51.212349 -16.174683 -1098.633 23516.403
477303.6 8211811.77 516.14 -51.212316 -16.173892 -1218.167 23516.507
477307.37 8211899.66 515.35 -51.21228 -16.173097 -1312.241 23516.612
477311.74 8211986.93 515.22 -51.212238 -16.172308 -1379.641 23516.716
477315.81 8212073.89 515.91 -51.212199 -16.171522 -1298.649 23516.819
477318.69 8212160.23 519.37 -51.212172 -16.170742 -1021.484 23516.922
477319.79 8212245.65 526.18 -51.21216 -16.169969 -619.801 23517.023
477319.99 8212329.85 533.77 -51.212158 -16.169208 -190.468 23517.123
477319.61 8212413.12 540.75 -51.21216 -16.168456 239.067 23517.221
477318.93 8212495.77 547.21 -51.212166 -16.167708 666.622 23517.318
477317.66 8212577.19 553.9 -51.212177 -16.166972 1089.53 23517.414
477315.8 8212657.7 560.52 -51.212194 -16.166244 1464.241 23517.509
477313.34 8212737.89 566.65 -51.212216 -16.165519 1737.184 23517.603
