Y X GPSALT LONG LAT MAGIGRF IGRF
473790.91 8215689.9 517.82 -51.245132 -16.138797 262.927 23520.321
473790.62 8215681.91 518.41 -51.245135 -16.13887 262.742 23520.311
473790.63 8215674.23 519.0 -51.245135 -16.138939 262.533 23520.302
473790.64 8215666.24 519.57 -51.245135 -16.139011 262.295 23520.293
473790.35 8215658.56 520.15 -51.245138 -16.139081 262.025 23520.283
473790.36 8215650.57 520.72 -51.245138 -16.139153 261.721 23520.274
473790.08 8215642.88 521.29 -51.245141 -16.139222 261.377 23520.265
473790.08 8215635.2 521.86 -51.245141 -16.139292 260.998 23520.256
473790.09 8215627.21 522.44 -51.245141 -16.139364 260.573 23520.246
473789.81 8215619.53 523.01 -51.245144 -16.139434 260.112 23520.237
473789.52 8215611.85 523.58 -51.245146 -16.139503 259.612 23520.228
473789.53 8215603.86 524.16 -51.245146 -16.139575 259.072 23520.218
473789.54 8215596.18 524.73 -51.245146 -16.139645 258.486 23520.209
473789.25 8215588.5 525.3 -51.245149 -16.139714 257.848 23520.2
473788.96 8215580.81 525.87 -51.245152 -16.139784 257.159 23520.191
473788.97 8215572.83 526.44 -51.245152 -16.139856 256.425 23520.181
473788.68 8215565.14 527.01 -51.245155 -16.139925 255.645 23520.172
473788.69 8215557.46 527.58 -51.245155 -16.139995 254.824 23520.163
473788.4 8215549.47 528.16 -51.245157 -16.140067 253.965 23520.154
473788.12 8215541.79 528.73 -51.24516 -16.140136 253.071 23520.144
473788.13 8215534.11 529.3 -51.24516 -16.140206 252.151 23520.135
473787.84 8215526.12 529.87 -51.245163 -16.140278 251.2 23520.126
473787.55 8215518.44 530.44 -51.245166 -16.140347 250.219 23520.117
473787.56 8215510.76 531.04 -51.245166 -16.140417 249.214 23520.108
473787.27 8215503.07 531.63 -51.245169 -16.140486 248.179 23520.098
473786.98 8215495.39 532.23 -51.245171 -16.140556 247.13 23520.089
473786.99 8215487.71 532.83 -51.245171 -16.140625 246.071 23520.08
473786.71 8215480.03 533.43 -51.245174 -16.140695 244.993 23520.071
473786.42 8215472.35 534.02 -51.245177 -16.140764 243.903 23520.062
473786.43 8215464.66 534.62 -51.245177 -16.140834 242.807 23520.053
473786.14 8215456.67 535.22 -51.24518 -16.140906 241.702 23520.043
473786.15 8215449.3 535.81 -51.24518 -16.140972 240.607 23520.034
473785.86 8215441.31 536.41 -51.245182 -16.141045 239.52 23520.025
473785.57 8215433.63 537.0 -51.245185 -16.141114 238.449 23520.016
473785.58 8215425.95 537.59 -51.245185 -16.141184 237.398 23520.007
473785.29 8215418.27 538.19 -51.245188 -16.141253 236.365 23519.997
473785.3 8215410.89 538.78 -51.245188 -16.14132 235.352 23519.989
473785.02 8215402.9 539.37 -51.245191 -16.141392 234.351 23519.979
473784.73 8215395.53 539.96 -51.245194 -16.141459 233.363 23519.97
473784.74 8215387.85 540.55 -51.245194 -16.141528 232.392 23519.961
473784.45 8215380.16 541.15 -51.245196 -16.141597 231.428 23519.952
473784.46 8215372.48 541.74 -51.245196 -16.141667 230.477 23519.943
473784.17 8215364.8 542.33 -51.245199 -16.141736 229.538 23519.934
473783.88 8215357.12 542.93 -51.245202 -16.141806 228.6 23519.925
