GPSALT IGRF LAT LONG Line MAGIGRF X Y
565.05 23520.389 -16.142508 -51.221652 22750 420.045 8215282.24 476301.84
564.13 23520.42 -16.142278 -51.221647 22750 449.358 8215307.74 476302.41
563.09 23520.45 -16.142045 -51.221641 22750 478.715 8215333.55 476302.97
562.06 23520.48 -16.141817 -51.221638 22750 509.103 8215358.75 476303.24
560.97 23520.511 -16.141583 -51.221633 22750 541.924 8215384.56 476303.81
559.76 23520.541 -16.141353 -51.221627 22750 578.462 8215410.06 476304.38
558.55 23520.572 -16.141122 -51.221624 22750 619.115 8215435.57 476304.65
557.34 23520.602 -16.140889 -51.221622 22750 663.366 8215461.38 476304.91
556.13 23520.633 -16.140656 -51.221616 22750 709.711 8215487.19 476305.48
554.93 23520.663 -16.140425 -51.221613 22750 755.744 8215512.69 476305.75
553.72 23520.694 -16.140192 -51.22161 22750 798.514 8215538.5 476306.02
574.46 23520.826 -16.140006 -51.217063 22760 718.726 8215559.61 476792.17
573.39 23520.801 -16.140203 -51.217055 22760 698.21 8215537.79 476793.09
572.45 23520.775 -16.140403 -51.217047 22760 674.742 8215515.67 476794.0
571.51 23520.749 -16.140603 -51.217038 22760 648.575 8215493.55 476794.92
570.57 23520.723 -16.140803 -51.217027 22760 620.58 8215471.43 476796.13
569.91 23520.697 -16.141003 -51.217016 22760 591.808 8215449.3 476797.34
569.25 23520.671 -16.141203 -51.217002 22760 563.109 8215427.18 476798.85
568.59 23520.645 -16.141403 -51.216991 22760 534.936 8215405.06 476800.06
568.14 23520.619 -16.141606 -51.216977 22760 507.434 8215382.63 476801.57
567.8 23520.593 -16.141806 -51.216963 22760 480.358 8215360.51 476803.07
567.47 23520.567 -16.142008 -51.216947 22760 453.279 8215338.08 476804.88
567.22 23520.541 -16.142208 -51.21693 22760 425.806 8215315.96 476806.69
567.15 23520.515 -16.142411 -51.216913 22760 398.079 8215293.53 476808.49
567.08 23520.489 -16.142614 -51.216897 22760 370.894 8215271.1 476810.3
567.01 23520.462 -16.142817 -51.21688 22760 345.642 8215248.67 476812.1
567.42 23520.436 -16.14302 -51.216863 22760 323.967 8215226.24 476813.91
567.83 23520.41 -16.14322 -51.216847 22760 307.264 8215204.12 476815.71
568.23 23520.384 -16.143422 -51.216827 22760 296.489 8215181.69 476817.82
568.87 23520.358 -16.143625 -51.21681 22760 291.678 8215159.27 476819.62
569.61 23520.332 -16.143828 -51.216791 22760 292.268 8215136.84 476821.72
570.36 23520.306 -16.144031 -51.216774 22760 297.508 8215114.41 476823.53
570.93 23520.28 -16.144233 -51.216758 22760 306.483 8215091.98 476825.33
571.12 23520.253 -16.144439 -51.216741 22760 317.81 8215069.24 476827.14
571.32 23520.227 -16.144642 -51.216727 22760 330.624 8215046.82 476828.65
571.51 23520.201 -16.144845 -51.21671 22760 344.888 8215024.39 476830.45
571.19 23520.174 -16.14505 -51.216697 22760 360.947 8215001.65 476831.96
570.87 23520.148 -16.145253 -51.21668 22760 379.578 8214979.22 476833.77
570.55 23520.122 -16.145458 -51.216663 22760 401.282 8214956.49 476835.57
570.13 23520.095 -16.145664 -51.216649 22760 425.854 8214933.75 476837.08
569.66 23520.069 -16.145867 -51.216635 22760 452.554 8214911.32 476838.59
569.18 23520.042 -16.146072 -51.216622 22760 480.321 8214888.58 476840.1
568.8 23520.016 -16.146278 -51.216608 22760 507.857 8214865.85 476841.61
568.57 23519.989 -16.146483 -51.216599 22760 534.307 8214843.11 476842.52
568.35 23519.962 -16.146692 -51.216591 22760 559.262 8214820.07 476843.44
568.13 23519.935 -16.146897 -51.21658 22760 582.765 8214797.33 476844.65
567.96 23519.908 -16.147106 -51.216577 22760 604.904 8214774.29 476844.97
567.8 23519.881 -16.147314 -51.216572 22760 625.777 8214751.24 476845.59
567.63 23519.854 -16.14752 -51.216566 22760 645.458 8214728.5 476846.21
567.57 23519.827 -16.147728 -51.216566 22760 664.048 8214705.46 476846.23
567.55 23519.8 -16.147936 -51.216563 22760 681.694 8214682.41 476846.55
567.54 23519.772 -16.148145 -51.216563 22760 698.437 8214659.37 476846.58
567.54 23519.745 -16.148353 -51.216563 22760 714.316 8214636.32 476846.6
567.59 23519.718 -16.148561 -51.216566 22760 729.436 8214613.28 476846.33
567.63 23519.69 -16.14877 -51.216572 22760 743.953 8214590.23 476845.76
567.67 23519.663 -16.148978 -51.216574 22760 758.1 8214567.19 476845.49
567.72 23519.635 -16.149186 -51.21658 22760 771.891 8214544.14 476844.92
567.77 23519.608 -16.149395 -51.216585 22760 785.214 8214521.1 476844.35
