 GPSALT IGRF LAT LONG Line mag_res1 MAGIGRF X Y
470 548.9 23514.647 -16.188157999999998 -51.212263 22770 258.7953282779516 -80.20100000000001 8210233.65 477310.88
471 547.37 23514.678 -16.187917000000002 -51.212263 22770 245.70656530665693 -86.816 8210260.38 477310.85
472 546.05 23514.71 -16.187669 -51.212263 22770 232.07871356285568 -93.82 8210287.73 477310.82
473 544.85 23514.742000000002 -16.187425 -51.212263 22770 218.05490629154946 -101.296 8210314.77 477310.8
474 543.64 23514.773999999998 -16.187179999999998 -51.212266 22770 203.44809635344842 -109.324 8210341.81 477310.47
475 542.57 23514.806 -16.186933 -51.212266 22770 188.24166539624804 -117.90899999999999 8210369.15 477310.44
476 541.79 23514.838 -16.186689 -51.212266 22770 172.50885803869718 -127.09299999999999 8210396.19 477310.41
477 541.02 23514.87 -16.186444 -51.212266 22770 156.3440507671639 -136.71 8210423.23 477310.39
478 540.24 23514.902000000002 -16.186197 -51.212266 22770 139.78519902358963 -146.645 8210450.58 477310.36
479 540.01 23514.933999999997 -16.185953 -51.212269 22770 123.06838908549454 -156.783 8210477.62 477310.03
480 539.78 23514.966 -16.185707999999998 -51.212272 22770 106.28357923341986 -166.99 8210504.66 477309.71
481 539.56 23514.998 -16.185464 -51.212274 22770 89.5667692953262 -177.128 8210531.7 477309.38
482 539.57 23515.03 -16.185217 -51.212277 22770 73.14633584381446 -186.898 8210559.04 477309.06
483 539.7 23515.062 -16.184972 -51.212283 22770 57.27552341119704 -196.16099999999997 8210586.08 477308.44
484 539.82 23515.093999999997 -16.184728 -51.212284999999994 22770 42.01671347310332 -204.84099999999998 8210613.12 477308.11
485 539.97 23515.125 -16.184483 -51.212291 22770 27.147901040485834 -213.102 8210640.16 477307.49
486 540.14 23515.157000000003 -16.184239 -51.212297 22770 12.495088607861078 -221.14700000000002 8210667.2 477306.87
487 540.32 23515.189 -16.183994000000002 -51.212299 22770 -2.1167213302325933 -229.18 8210694.24 477306.54
488 540.49 23515.221 -16.18375 -51.212305 22770 -17.112533762850035 -237.56799999999998 8210721.28 477305.92
489 540.43 23515.252 -16.183505 -51.212309999999995 22770 -32.7793461954748 -246.627 8210748.32 477305.3
490 540.36 23515.284 -16.183264 -51.212313 22770 -49.26911174731228 -256.613 8210775.05 477304.97
491 540.3 23515.316000000003 -16.183019 -51.212319 22770 -66.75892417993703 -267.495 8210802.09 477304.35
492 540.06 23515.347 -16.182778 -51.212322 22770 -84.90168964597518 -279.135 8210828.82 477304.03
493 539.72 23515.379 -16.182533 -51.212327 22770 -103.86650207860578 -291.492 8210855.86 477303.41
494 539.38 23515.41 -16.182292 -51.212333 22770 -123.43727021098755 -304.529 8210882.59 477302.78
495 539.06 23515.442000000003 -16.18205 -51.212338 22770 -143.73703825758017 -318.296 8210909.32 477302.16
496 538.76 23515.472999999998 -16.181808 -51.212340999999995 22770 -164.71780372340007 -332.774 8210936.05 477301.84
497 538.45 23515.505 -16.181567 -51.212346999999994 22770 -186.49899255659355 -348.02 8210962.79 477301.22
498 538.15 23515.536 -16.181325 -51.212352 22770 -208.94176060296212 -363.93 8210989.52 477300.6
499 537.59 23515.567000000003 -16.181082999999997 -51.212355 22770 -231.99352615502664 -380.478 8211016.25 477300.27
500 537.04 23515.599 -16.180842000000002 -51.21236 22770 -255.6562942016207 -397.608 8211042.98 477299.65
501 536.48 23515.63 -16.180603 -51.212365999999996 22770 -279.6634386485522 -415.155 8211069.41 477299.03
502 535.65 23515.661 -16.180360999999998 -51.212371999999995 22770 -304.06720669492654 -433.026 8211096.14 477298.41
503 534.67 23515.693 -16.180119 -51.212377000000004 22770 -328.6419747415207 -451.06800000000004 8211122.87 477297.79
504 533.69 23515.724 -16.179879999999997 -51.212379999999996 22770 -353.3161166939298 -469.311 8211149.3 477297.46
505 532.65 23515.755 -16.179639 -51.212385 22770 -378.29488474052386 -487.75699999999995 8211176.03 477296.84
506 531.47 23515.787 -16.179397 -51.212391 22770 -403.555652786891 -506.485 8211202.76 477296.22
507 530.3 23515.818 -16.179157999999997 -51.212396999999996 22770 -429.2103764472362 -525.682 8211229.18 477295.6
508 529.12 23515.849 -16.178917000000002 -51.212402000000004 22770 -455.7345653664429 -545.67 8211255.92 477294.97
509 528.06 23515.88 -16.178678 -51.212405 22770 -483.22128644623217 -566.729 8211282.34 477294.65
510 527.0 23515.912 -16.178435999999998 -51.21241 22770 -512.1230544928263 -589.0980000000001 8211309.07 477294.03
511 525.93 23515.943 -16.178194 -51.212413 22770 -542.3928200446711 -612.864 8211335.8 477293.7
512 525.06 23515.974 -16.177954999999997 -51.212413 22770 -573.8609593307424 -637.932 8211362.23 477293.68
513 524.28 23516.005 -16.177717 -51.212413 22770 -606.4986779160153 -664.171 8211388.65 477293.65
514 523.5 23516.037 -16.177475 -51.212413 22770 -640.2678616739107 -691.4639999999999 8211415.39 477293.62
515 522.78 23516.068 -16.177232999999998 -51.212413 22770 -675.1126246454324 -719.835 8211442.12 477293.59
516 522.19 23516.1 -16.176994 -51.21241 22770 -711.1553406501608 -749.5089999999999 8211468.54 477293.86
517 521.59 23516.131 -16.176756 -51.212408 22770 -748.8784774414845 -780.8610000000001 8211494.97 477294.13
518 521.0 23516.162 -16.176517 -51.212405 22770 -788.5091934462072 -814.123 8211521.39 477294.4
519 520.35 23516.194 -16.176278 -51.212399 22770 -829.9443276572192 -849.217 8211547.82 477294.97
520 519.7 23516.225 -16.176036 -51.212396999999996 22770 -872.9450880479724 -885.7739999999999 8211574.55 477295.24
521 519.06 23516.257 -16.175797 -51.212388 22770 -916.6502197644477 -923.1669999999999 8211600.98 477296.1
522 518.63 23516.287999999997 -16.175558 -51.212383 22770 -960.6493539752285 -960.825 8211627.41 477296.67
523 518.31 23516.319 -16.175319000000002 -51.212374 22770 -1004.3800649048789 -998.2460000000001 8211653.83 477297.53
524 518.0 23516.351000000002 -16.175081 -51.212365999999996 22770 -1047.9701965351167 -1035.525 8211680.26 477298.4
525 517.66 23516.382 -16.174844 -51.212358 22770 -1091.8572838653429 -1073.175 8211706.38 477299.26
526 517.25 23516.412999999997 -16.174606 -51.212346999999994 22770 -1136.3979922144563 -1111.4360000000001 8211732.8 477300.42
527 516.85 23516.445 -16.174367 -51.212338 22770 -1180.8091239309329 -1149.535 8211759.23 477301.28
528 516.45 23516.476000000002 -16.174128 -51.212327 22770 -1223.1488322800462 -1185.595 8211785.65 477302.44
529 516.14 23516.507 -16.173892000000002 -51.212315999999994 22770 -1261.9279170295113 -1218.167 8211811.77 477303.6
530 515.83 23516.539 -16.173653 -51.212305 22770 -1297.377046079419 -1247.335 8211838.2 477304.77
531 515.52 23516.57 -16.173414 -51.212297 22770 -1331.2491777956757 -1274.895 8211864.63 477305.63
532 515.38 23516.601000000002 -16.173178 -51.212283 22770 -1365.2932599648107 -1302.762 8211890.75 477307.09
533 515.31 23516.632 -16.172942000000003 -51.212272 22770 -1399.7719239279006 -1331.036 8211916.86 477308.25
534 515.24 23516.664 -16.172703 -51.212258 22770 -1431.423050569085 -1356.434 8211943.29 477309.7
535 515.21 23516.695 -16.172467 -51.212247 22770 -1455.3771352327494 -1374.182 8211969.41 477310.87
536 515.22 23516.726000000002 -16.172231 -51.212233000000005 22770 -1467.4092174879036 -1380.036 8211995.53 477312.32
537 515.24 23516.757 -16.171994 -51.212222 22770 -1464.156302237587 -1370.576 8212021.65 477313.48
538 515.25 23516.787999999997 -16.171757999999997 -51.212208000000004 22770 -1443.7673844064961 -1344.01 8212047.77 477314.94
539 515.91 23516.819 -16.171522 -51.212199 22770 -1404.6424716507033 -1298.649 8212073.89 477315.81
540 516.56 23516.85 -16.171289 -51.212188 22770 -1346.7395120143635 -1234.614 8212099.7 477316.97
541 517.22 23516.881 -16.171053 -51.212177000000004 22770 -1271.7385967640412 -1153.406 8212125.82 477318.13
542 518.72 23516.912 -16.170819 -51.212171999999995 22770 -1181.2366422885614 -1056.712 8212151.63 477318.69
543 520.65 23516.942000000003 -16.170589 -51.212165999999996 22770 -1077.983643341032 -947.3430000000001 8212177.13 477319.26
544 522.58 23516.972999999998 -16.170355999999998 -51.212163000000004 22770 -965.8186913603015 -828.957 8212202.94 477319.53
545 524.63 23517.002999999997 -16.170122 -51.21216 22770 -847.7717393793512 -704.689 8212228.75 477319.8
546 526.95 23517.033 -16.169894 -51.21216 22770 -726.1701219074586 -576.985 8212253.95 477319.78
547 529.27 23517.063 -16.169664 -51.212158 22770 -603.2051255404778 -447.874 8212279.45 477320.05
548 531.59 23517.092999999997 -16.169435999999997 -51.212158 22770 -480.3265081546041 -318.892 8212304.65 477320.02
549 533.77 23517.123 -16.169207999999998 -51.212158 22770 -358.00589076851065 -190.468 8212329.85 477319.99
550 535.94 23517.152000000002 -16.168981 -51.212158 22770 -235.78885251003024 -62.151 8212355.04 477319.97
551 538.12 23517.182 -16.168756 -51.212158 22770 -113.03319073790767 66.633 8212379.93 477319.94
552 540.11 23517.211 -16.168531 -51.21216 22770 10.240468539459783 195.96400000000003 8212404.82 477319.62
553 542.02 23517.24 -16.168306 -51.21216 22770 133.3271303115896 325.079 8212429.71 477319.59
554 543.93 23517.27 -16.168081 -51.21216 22770 255.57779216972537 453.35699999999997 8212454.6 477319.57
555 545.87 23517.299 -16.167858 -51.212163000000004 22770 377.408495833349 581.17 8212479.18 477319.25
556 547.88 23517.327999999998 -16.167635999999998 -51.212165999999996 22770 499.72119941095355 709.466 8212503.76 477318.92
557 549.89 23517.357000000004 -16.167414 -51.212169 22770 622.4039030745773 838.1310000000001 8212528.34 477318.6
558 551.9 23517.386000000002 -16.167192 -51.212171999999995 22770 743.7536067381994 965.4630000000001 8212552.92 477318.28
559 553.9 23517.414 -16.166972 -51.212177000000004 22770 861.8833522073049 1089.53 8212577.19 477317.66
560 555.9 23517.443 -16.166753 -51.21218 22770 975.7026794705898 1209.259 8212601.47 477317.34
561 557.9 23517.471 -16.166532999999998 -51.212185 22770 1083.8494249396879 1323.3429999999998 8212625.74 477316.72
562 559.87 23517.5 -16.166317000000003 -51.212191 22770 1185.0047940084473 1430.3629999999998 8212649.71 477316.1
563 561.82 23517.528 -16.166097 -51.212199 22770 1277.564536983028 1528.889 8212673.98 477315.19
564 563.78 23517.556 -16.165881 -51.212205 22770 1359.7989060517946 1616.9879999999998 8212697.95 477314.57
565 565.6 23517.584 -16.165664000000003 -51.212213 22770 1430.1876933266124 1693.269 8212721.91 477313.65
566 567.17 23517.612 -16.165447 -51.212222 22770 1488.1160599008424 1757.0910000000001 8212745.88 477312.74
567 568.73 23517.64 -16.165232999999997 -51.21223 22770 1534.2734707750897 1809.068 8212769.54 477311.82
568 570.3 23517.667999999998 -16.165017000000002 -51.212238 22770 1570.121258049907 1850.808 8212793.5 477310.9
569 571.46 23517.696 -16.164803 -51.212247 22770 1598.2606690101604 1884.766 8212817.16 477309.99
570 572.62 23517.724 -16.164589000000003 -51.212255 22770 1622.157079884408 1914.4820000000002 8212840.82 477309.07
571 573.78 23517.752 -16.164375 -51.212263 22770 1644.5494908446683 1942.693 8212864.48 477308.16
572 574.64 23517.779 -16.164161 -51.212274 22770 1667.9588992246174 1971.951 8212888.14 477306.95
573 575.36 23517.807 -16.163947 -51.212284999999994 22770 1694.8613075183162 2004.703 8212911.8 477305.73
574 576.07 23517.835 -16.163732999999997 -51.212297 22770 1725.2457158980399 2040.9360000000001 8212935.46 477304.52
575 576.56 23517.862 -16.163519 -51.212308 22770 1754.979545064351 2076.516 8212959.11 477303.31
576 576.61 23517.89 -16.163306 -51.212319 22770 1777.5759534442946 2104.9610000000002 8212982.77 477302.1
577 576.66 23517.917999999998 -16.163092000000002 -51.21233 22770 1788.2853617379988 2121.52 8213006.43 477300.88
578 576.71 23517.945 -16.162881 -51.212340999999995 22770 1786.6868145037402 2125.695 8213029.78 477299.67
579 575.85 23517.972999999998 -16.162667000000003 -51.212348999999996 22770 1775.4112254640063 2120.238 8213053.44 477298.76
580 574.99 23518.001 -16.162453 -51.21236 22770 1758.2366337579306 2108.913 8213077.1 477297.54
581 574.13 23518.029 -16.162236 -51.212371999999995 22770 1738.391997751398 2094.992 8213101.07 477296.33
582 572.51 23518.056 -16.162022 -51.212379999999996 22770 1717.6788294984774 2080.095 8213124.72 477295.42
583 570.51 23518.084 -16.161806 -51.212394 22770 1696.4231909114033 2064.7929999999997 8213148.69 477293.91
584 568.5 23518.112 -16.161592000000002 -51.212405 22770 1675.4495992913523 2049.6679999999997 8213172.35 477292.7
585 566.31 23518.141 -16.161372 -51.212413 22770 1654.8393421799142 2035.025 8213196.62 477291.78
586 563.73 23518.168999999998 -16.161156 -51.212424 22770 1634.9867061736013 2021.096 8213220.59 477290.57
587 561.15 23518.197 -16.160939000000003 -51.212435 22770 1615.98949086787 2008.021 8213244.55 477289.35
588 558.57 23518.225 -16.160719 -51.212444 22770 1597.5968130558572 1995.5970000000002 8213268.83 477288.44
589 555.43 23518.254 -16.160497 -51.212452 22770 1579.6155115583947 1983.658 8213293.41 477287.52
590 552.29 23518.282000000003 -16.160277999999998 -51.21246 22770 1562.8322545331953 1972.8410000000001 8213317.68 477286.61
591 549.16 23518.311 -16.160058 -51.212469 22770 1547.8059974217565 1963.7820000000002 8213341.95 477285.69
592 545.66 23518.34 -16.159836 -51.212477 22770 1534.6096959242943 1956.628 8213366.53 477284.77
593 541.98 23518.369 -16.159614 -51.212485 22770 1522.8783945128455 1950.9379999999999 8213391.11 477283.86
594 538.29 23518.397999999997 -16.159392 -51.212491 22770 1512.0436748093327 1946.118 8213415.7 477283.24
595 534.51 23518.427000000003 -16.159167 -51.212499 22770 1501.3637497124337 1941.5529999999999 8213440.58 477282.32
596 530.53 23518.456000000002 -16.158942 -51.212502 22770 1490.2094089900268 1936.4560000000001 8213465.47 477282.0
597 526.55 23518.486 -16.158714 -51.212509999999995 22770 1477.6980187202853 1930.1370000000002 8213490.67 477281.08
598 522.57 23518.515 -16.158489000000003 -51.212513 22770 1463.466098784479 1921.96 8213515.55 477280.76
599 519.71 23518.545 -16.158258 -51.212513 22770 1446.8936717843162 1911.566 8213541.06 477280.73
600 516.85 23518.575 -16.158028 -51.212513 22770 1427.7316656567791 1898.579 8213566.56 477280.71
601 513.99 23518.606 -16.157797 -51.212513 22770 1405.578659443217 1882.602 8213592.06 477280.68
602 511.8 23518.636000000002 -16.157567 -51.212509999999995 22770 1380.3292350233774 1863.501 8213617.57 477280.95
603 509.94 23518.667 -16.157332999999998 -51.212502 22770 1352.0831920794074 1841.4170000000001 8213643.38 477281.81
604 508.07 23518.697 -16.157103 -51.212499 22770 1321.4131884463864 1816.8929999999998 8213668.88 477282.08
605 506.53 23518.727000000003 -16.156869 -51.212491 22770 1289.0431455882099 1790.684 8213694.69 477282.95
606 505.63 23518.757999999998 -16.156639000000002 -51.212483 22770 1256.0597262436625 1763.79 8213720.2 477283.81
607 504.72 23518.789 -16.156406 -51.212474 22770 1223.101683385704 1736.993 8213746.01 477284.68
608 503.82 23518.819 -16.156172 -51.212463 22770 1190.604643022057 1710.628 8213771.82 477285.84
609 503.69 23518.85 -16.155939 -51.212449 22770 1159.0596052391652 1685.185 8213797.63 477287.3
610 503.57 23518.881 -16.155707999999997 -51.212438 22770 1128.853188475166 1661.0379999999998 8213823.14 477288.46
611 503.44 23518.911 -16.155475 -51.212424 22770 1099.8501506920566 1638.1370000000002 8213848.95 477289.92
612 503.72 23518.942000000003 -16.155244 -51.21241 22770 1071.6557365086005 1615.9720000000002 8213874.46 477291.38
613 504.19 23518.972999999998 -16.155011 -51.212396999999996 22770 1042.979698639695 1593.399 8213900.27 477292.83
614 504.67 23519.002999999997 -16.154781 -51.212379999999996 22770 1013.200707823383 1569.6170000000002 8213925.77 477294.59
615 505.33 23519.034 -16.154547 -51.212365999999996 22770 982.1036700402656 1544.622 8213951.58 477296.05
616 506.36 23519.064 -16.154320000000002 -51.212348999999996 22770 950.5093027373638 1518.953 8213976.78 477297.8
617 507.39 23519.095 -16.154089000000003 -51.21233 22770 918.6218937150006 1493.035 8214002.29 477299.86
618 508.42 23519.126 -16.153858 -51.212313 22770 886.455902812662 1466.8670000000002 8214027.79 477301.61
619 509.77 23519.156000000003 -16.153631 -51.212297 22770 853.9895355957791 1440.325 8214052.99 477303.37
620 511.11 23519.186 -16.153403 -51.21228 22770 821.0511682928775 1413.3120000000001 8214078.19 477305.12
621 512.46 23519.216 -16.153175 -51.212263 22770 787.7288010762202 1385.914 8214103.39 477306.88
622 513.34 23519.246 -16.152947 -51.212247 22770 754.5188545599123 1358.6270000000002 8214128.58 477308.63
623 513.99 23519.277000000002 -16.152720000000002 -51.21223 22770 722.7514873430292 1332.7839999999999 8214153.78 477310.39
624 514.64 23519.306 -16.152495000000002 -51.212213 22770 694.2441645124029 1310.126 8214178.67 477312.15
625 515.11 23519.337000000003 -16.152267000000002 -51.212194000000004 22770 670.3947997900441 1292.172 8214203.87 477314.2
626 515.21 23519.367000000002 -16.152042 -51.212177000000004 22770 651.2114768733911 1278.839 8214228.76 477315.95
627 515.32 23519.397 -16.151814 -51.21216 22770 634.1601096565086 1267.712 8214253.96 477317.71
628 515.43 23519.427000000003 -16.151589 -51.212144 22770 615.625786825869 1255.027 8214278.85 477319.47
629 515.23 23519.457000000002 -16.151360999999998 -51.212127 22770 592.8674195229672 1238.194 8214304.05 477321.22
630 515.04 23519.487 -16.151135999999997 -51.212113 22770 566.288094111565 1217.494 8214328.94 477322.68
631 514.84 23519.517000000003 -16.150907999999998 -51.212097 22770 537.7507268949081 1194.881 8214354.14 477324.44
632 514.56 23519.547000000002 -16.150682999999997 -51.21208 22770 509.0224039780368 1172.003 8214379.03 477326.19
633 514.24 23519.577 -16.150456 -51.212063 22770 480.70345754797336 1149.606 8214404.22 477327.95
634 513.91 23519.607000000004 -16.150230999999998 -51.212049 22770 453.08413213656536 1127.866 8214429.11 477329.41
635 513.54 23519.636000000002 -16.150006 -51.212033 22770 426.19580930593895 1106.827 8214454.0 477331.17
636 513.08 23519.667 -16.149778 -51.212019 22770 399.943439422487 1086.53 8214479.2 477332.62
637 512.63 23519.696 -16.149553 -51.212002000000005 22770 374.52511659186064 1066.961 8214504.09 477334.38
638 512.17 23519.727000000003 -16.149325 -51.211988 22770 349.6557467944351 1048.046 8214529.29 477335.84
639 511.76 23519.756 -16.1491 -51.211974 22770 325.2124213832527 1029.482 8214554.18 477337.3
640 511.36 23519.787 -16.148872 -51.211958 22770 300.85805408035094 1011.053 8214579.38 477339.05
641 510.95 23519.816000000003 -16.148647 -51.211944 22770 276.60772866917443 992.682 8214604.27 477340.51
642 510.68 23519.847 -16.14842 -51.211929999999995 22770 252.3593588717431 974.388 8214629.47 477341.97
643 510.47 23519.876 -16.148195 -51.211913 22770 228.4490360408911 956.327 8214654.36 477343.73
644 510.26 23519.907000000003 -16.147967 -51.211899 22770 204.59908703028464 938.429 8214679.55 477345.19
645 510.11 23519.937 -16.147739 -51.211884999999995 22770 181.00371723285923 920.788 8214704.75 477346.65
646 510.07 23519.966 -16.147514 -51.211872 22770 157.88639182167674 903.55 8214729.64 477348.11
647 510.04 23519.997000000003 -16.147285999999998 -51.211858 22770 135.14002193823217 886.7589999999999 8214754.84 477349.56
648 510.0 23520.027000000002 -16.147057999999998 -51.211847 22770 112.92164964627705 870.5239999999999 8214780.04 477350.73
649 510.05 23520.056 -16.146832999999997 -51.211833 22770 91.20532423510065 854.687 8214804.93 477352.19
650 510.09 23520.087000000003 -16.146606 -51.211822 22770 69.87137264372006 839.335 8214830.12 477353.35
651 510.14 23520.116 -16.146380999999998 -51.211808000000005 22770 49.250047232550855 824.5930000000001 8214855.01 477354.81
652 510.1 23520.146 -16.146152999999998 -51.211797 22770 29.256674854576545 810.584 8214880.21 477355.97
653 510.02 23520.176 -16.145928 -51.211783000000004 22770 10.157349443399994 797.3639999999999 8214905.1 477357.43
654 509.95 23520.206000000002 -16.1457 -51.211771999999996 22770 -8.490022934568174 784.701 8214930.3 477358.59
655 509.74 23520.236 -16.145472 -51.211758 22770 -26.776392731999636 772.3689999999999 8214955.5 477360.05
656 509.28 23520.266 -16.145247 -51.211746999999995 22770 -44.913720723718825 760.1410000000001 8214980.39 477361.21
657 508.81 23520.296000000002 -16.145020000000002 -51.211735 22770 -63.065672315099505 747.971 8215005.58 477362.37
658 508.34 23520.326 -16.144795000000002 -51.211724 22770 -81.14400022079838 735.801 8215030.47 477363.54
659 507.3 23520.356 -16.144567000000002 -51.211713 22770 -99.40137259876667 723.528 8215055.67 477364.7
660 506.26 23520.386000000002 -16.144339000000002 -51.211705 22770 -117.71274755728359 711.2310000000001 8215080.87 477365.56
661 505.23 23520.416 -16.144114000000002 -51.211696999999994 22770 -135.8770780435326 699.005 8215105.76 477366.43
662 504.49 23520.446 -16.143886 -51.211696999999994 22770 -154.00303987106543 686.98 8215130.95 477366.4
663 503.89 23520.475 -16.143658 -51.211696999999994 22770 -171.92042239917862 675.165 8215156.15 477366.38
664 503.3 23520.505 -16.143431 -51.211698999999996 22770 -189.66138680703443 663.555 8215181.34 477366.05
665 502.66 23520.535 -16.143203 -51.211702 22770 -207.1157719156903 652.2330000000001 8215206.54 477365.73
666 501.91 23520.565 -16.142975 -51.211713 22770 -224.2577438933622 641.31 8215231.73 477364.52
667 501.15 23520.593999999997 -16.142747 -51.211721999999995 22770 -240.78113416288397 630.979 8215256.93 477363.6
668 500.4 23520.624 -16.14252 -51.211733 22770 -256.61110614055565 621.368 8215282.12 477362.39
669 499.58 23520.653 -16.142292 -51.211746999999995 22770 -271.6435015713887 612.5880000000001 8215307.32 477360.87
670 498.77 23520.682 -16.142067 -51.21176 22770 -285.5428525299466 604.865 8215332.21 477359.36
671 497.95 23520.712000000003 -16.141839 -51.211774 22770 -298.195827088167 598.461 8215357.4 477357.85
672 497.21 23520.742000000002 -16.141607999999998 -51.211788 22770 -309.53384603241216 593.447 8215382.9 477356.34
673 496.52 23520.771 -16.141381 -51.211802 22770 -319.4682413770006 589.764 8215408.1 477354.83
674 495.82 23520.801 -16.141153 -51.211816 22770 -328.208215935221 587.273 8215433.29 477353.32
675 495.14 23520.83 -16.140925 -51.211833 22770 -335.93061386057786 585.832 8215458.49 477351.51
676 494.51 23520.86 -16.140695 -51.211849 22770 -342.8566353853645 585.26 8215483.99 477349.7
677 493.88 23520.889 -16.140467 -51.211866 22770 -348.9876124378832 585.4069999999999 8215509.18 477347.9
678 493.25 23520.918999999998 -16.140239 -51.211883 22770 -354.54358957664624 586.13 8215534.37 477346.09
679 492.3 23520.949 -16.140007999999998 -51.211899 22770 -359.7330318880264 587.297 8215559.88 477344.28
680 468.23 23521.023999999998 -16.140197 -51.207705 22780 -189.14608623593074 708.084 8215539.44 477792.76
681 468.75 23520.997000000003 -16.140403 -51.207702000000005 22780 -183.2602146429731 708.433 8215516.7 477793.08
682 469.29 23520.97 -16.140608 -51.207699 22780 -177.37434305001545 708.7819999999999 8215493.96 477793.4
683 469.82 23520.943 -16.140817000000002 -51.207694000000004 22780 -170.826845277085 709.69 8215470.92 477794.02
684 470.33 23520.916 -16.141022 -51.207688 22780 -163.53097118960363 711.42 8215448.18 477794.63
685 470.81 23520.889 -16.141227999999998 -51.207685999999995 22780 -155.3885203834651 714.028 8215425.45 477794.95
686 471.3 23520.862999999998 -16.141433 -51.207679999999996 22780 -146.47264620996464 717.377 8215402.71 477795.57
687 471.78 23520.836 -16.141639 -51.207674 22780 -137.11477203646405 721.168 8215379.97 477796.19
688 472.11 23520.808999999997 -16.141845 -51.207671999999995 22780 -127.606900443732 725.1389999999999 8215357.23 477796.51
689 472.43 23520.782000000003 -16.142053 -51.207665999999996 22780 -118.03440275682078 729.073 8215334.19 477797.12
690 472.76 23520.755 -16.142256 -51.207661 22780 -108.43557296934364 733.18 8215311.76 477797.74
691 473.0 23520.728 -16.142464 -51.207654999999995 22780 -97.98565440981963 737.988 8215288.71 477798.36
692 473.2 23520.701 -16.142670000000003 -51.207648999999996 22780 -86.35320110915734 744.057 8215265.98 477798.97
693 473.4 23520.675 -16.142875 -51.207640999999995 22780 -73.0783243551083 751.735 8215243.24 477799.89
694 473.56 23520.647999999997 -16.143081 -51.207636 22780 -58.25545018160767 760.9910000000001 8215220.5 477800.51
695 473.65 23520.621 -16.143289000000003 -51.20763 22780 -42.29395249468928 771.314 8215197.46 477801.12
696 473.74 23520.593999999997 -16.143495 -51.207622 22780 -25.902075740645955 782.1089999999999 8215174.72 477802.04
697 473.83 23520.567000000003 -16.1437 -51.207615999999994 22780 -9.522201653384172 792.923 8215151.98 477802.65
698 473.88 23520.54 -16.143906 -51.207611 22780 6.6252517335154835 803.5060000000001 8215129.25 477803.27
699 473.92 23520.514 -16.144111 -51.207602 22780 22.688128401539757 813.9730000000001 8215106.51 477804.18
700 473.97 23520.487 -16.144317 -51.207597 22780 39.05500257504025 824.773 8215083.77 477804.8
701 474.06 23520.46 -16.144522 -51.207588 22780 56.490458542264264 836.6139999999999 8215061.04 477805.72
702 474.19 23520.432999999997 -16.144731 -51.207583 22780 75.6973770157822 850.18 8215037.99 477806.33
703 474.32 23520.406000000003 -16.144935999999998 -51.207577 22780 96.56125118928276 865.477 8215015.25 477806.95
704 474.64 23520.38 -16.145142 -51.207569 22780 118.49270707070627 881.815 8214992.52 477807.86
705 475.36 23520.353 -16.145345000000002 -51.207566 22780 140.51153427741497 898.372 8214970.09 477808.18
706 476.07 23520.326 -16.14555 -51.207561 22780 162.16840845091542 914.462 8214947.35 477808.8
707 476.79 23520.3 -16.145756 -51.207555 22780 183.2742826241905 930.0010000000001 8214924.61 477809.42
708 477.5 23520.272999999997 -16.145958 -51.207552 22780 204.02110983112482 945.2860000000001 8214902.18 477809.74
709 478.22 23520.246 -16.146164000000002 -51.207549 22780 224.96656063725607 960.697 8214879.45 477810.06
710 478.93 23520.22 -16.146367 -51.207547 22780 246.3753878441902 976.6439999999999 8214857.02 477810.38
711 479.59 23520.193 -16.146572 -51.207544 22780 268.6172594369224 993.3489999999999 8214834.28 477810.7
712 480.21 23520.166 -16.146775 -51.207544 22780 291.5980840633082 1010.898 8214811.85 477810.72
713 480.84 23520.14 -16.146978 -51.207544 22780 315.49690868946675 1029.365 8214789.42 477810.74
714 481.45 23520.112999999998 -16.147181 -51.207544 22780 340.40273331563264 1048.839 8214766.99 477810.76
715 482.02 23520.087000000003 -16.147382999999998 -51.207547 22780 366.3445554474873 1069.378 8214744.56 477810.49
716 482.58 23520.06 -16.147585999999997 -51.207549 22780 393.27279836571734 1090.901 8214722.12 477810.22
717 483.15 23520.033 -16.147789000000003 -51.207549 22780 420.67162299188317 1112.868 8214699.69 477810.24
718 483.72 23520.007 -16.147992000000002 -51.207555 22780 447.86044254319506 1134.684 8214677.26 477809.67
719 484.28 23519.981 -16.148192 -51.207558 22780 474.31222020278756 1155.809 8214655.14 477809.39
720 484.85 23519.953999999998 -16.148395 -51.207561 22780 500.13504233442393 1176.229 8214632.71 477809.12
721 485.42 23519.928 -16.148595 -51.207566 22780 525.6502382860804 1196.444 8214610.58 477808.55
722 485.98 23519.901 -16.148797000000002 -51.207572 22780 551.5820577511547 1217.004 8214588.15 477807.97
723 486.54 23519.875 -16.148997 -51.207577 22780 578.1268329162235 1238.251 8214566.03 477807.4
724 487.1 23519.847999999998 -16.149197 -51.207586 22780 605.3280262873445 1260.182 8214543.9 477806.53
725 487.66 23519.822 -16.149397 -51.207591 22780 633.1168014524073 1282.673 8214521.78 477805.96
726 488.21 23519.795 -16.1496 -51.207602 22780 661.4066159286467 1305.649 8214499.35 477804.8
727 488.76 23519.769 -16.1498 -51.207611 22780 689.9663885129413 1328.941 8214477.23 477803.93
728 489.23 23519.742000000002 -16.15 -51.207622 22780 718.8255793037449 1352.56 8214455.1 477802.76
