LINE,X,Y,GPSALT,RAD,MAGLEV,syn_dem,MAG_REGIONAL,mag_res,ellip_pipe_magmod,ellipsoid_magmod
     L22760,476800.115688,8212214.161939,595.907641,120.783178,23332.237343,475.124462,23733.134459,-396.624263,-645.152522,-514.926068
     L22760,476799.352718,8212194.164345,594.121402,122.226510,23310.211000,471.894892,23731.661328,-417.879995,-664.349247,-538.914210
     L22760,476798.600852,8212174.166605,592.341606,123.605636,23289.164538,468.735970,23730.186465,-438.154342,-681.921913,-561.959497
     L22760,476797.848984,8212154.168754,590.501108,124.449477,23268.906070,466.051630,23728.709607,-457.638702,-697.923221,-584.086081
     L22760,476797.104439,8212134.170771,588.669267,125.316769,23249.866618,463.352499,23727.230935,-475.902385,-712.253119,-605.203341
     L22760,476796.357117,8212114.172683,586.842930,126.184951,23232.018598,460.657979,23725.750203,-492.972523,-724.903612,-625.280199
     L22760,476795.614261,8212094.174469,585.052144,127.021172,23215.762692,458.030972,23724.267591,-508.448762,-735.852561,-644.265683
     L22760,476794.940000,8212074.175987,583.358215,127.799612,23201.160917,455.558604,23722.784756,-522.272027,-745.113281,-662.117966
     L22760,476794.433981,8212054.177054,581.654977,128.576597,23188.052937,453.078379,23721.304357,-534.607312,-752.966853,-679.006225
     L22760,476793.894959,8212034.178130,579.970192,129.354793,23176.547920,450.615399,23719.821238,-545.336252,-759.206139,-694.750766
     L22760,476793.262125,8212014.179337,578.296911,130.415690,23166.488040,447.881221,23718.333751,-554.613809,-763.818828,-709.300040
     L22760,476792.839704,8211994.180082,576.659417,131.942702,23157.685769,444.716715,23716.850008,-562.641723,-767.167502,-722.854395
     L22760,476792.103176,8211974.181308,574.997342,133.493110,23149.574789,441.504232,23715.355908,-569.961694,-768.803197,-735.068527
     L22760,476791.678058,8211954.181953,573.366126,135.020128,23142.354103,438.345998,23713.868397,-576.404203,-769.421365,-746.378690
     L22760,476791.252813,8211934.182558,571.752976,136.726259,23135.759314,435.026717,23712.379079,-582.219008,-768.760972,-756.558424
     L22760,476790.827567,8211914.183122,570.161121,138.713929,23129.833888,431.447192,23710.887959,-587.362649,-766.891426,-765.611548
     L22760,476790.412624,8211894.183641,568.602911,140.671279,23124.802139,427.931632,23709.395328,-591.611310,-763.886845,-773.543903
     L22760,476789.825264,8211874.184312,567.011807,142.652121,23120.672834,424.359686,23707.895951,-594.947330,-759.693107,-780.286076
     L22760,476789.266327,8211854.184873,565.341184,144.200694,23117.546405,421.140491,23706.395500,-597.279972,-754.640324,-786.075437
     L22760,476788.991291,8211834.185121,563.568548,145.018243,23115.390695,418.550305,23704.901483,-598.654013,-749.071478,-791.176144
     L22760,476788.438670,8211814.185566,561.772105,145.846728,23113.922507,415.925376,23703.397539,-599.325051,-742.406060,-795.035460
     L22760,476788.034147,8211794.185847,559.996117,146.672456,23112.922286,413.323661,23701.896141,-599.533634,-735.111740,-797.997768
     L22760,476787.610610,8211774.186100,558.136457,147.046970,23112.181916,411.089486,23700.392378,-599.479622,-727.168178,-800.052225
     L22760,476787.284644,8211754.186265,556.149047,146.517716,23111.520023,409.631331,23698.889784,-599.350254,-718.772973,-801.368327
     L22760,476787.022879,8211734.186378,554.161058,145.996835,23110.742940,408.164223,23697.387416,-599.337588,-709.855459,-801.808541
     L22760,476786.687803,8211714.186498,552.171037,145.469685,23109.658672,406.701353,23695.881065,-599.626658,-700.354502,-801.283571
     L22760,476786.457304,8211694.186565,550.257812,144.948374,23108.168844,405.309438,23694.376236,-600.324902,-690.438702,-799.899474
     L22760,476786.181525,8211674.186627,548.558122,144.424353,23106.268437,404.133769,23692.868285,-601.429698,-679.966573,-797.432351
     L22760,476786.052491,8211654.186646,546.872306,143.909113,23104.117800,402.963194,23691.363294,-602.790618,-669.271015,-794.277418
     L22760,476785.926910,8211634.186667,545.186465,143.394079,23101.914040,401.792385,23689.856779,-604.203206,-658.289227,-790.359465
     L22760,476785.948072,8211614.186664,543.517761,142.869461,23099.884345,400.648300,23688.353390,-605.447789,-647.163524,-785.814536
     L22760,476785.969235,8211594.186661,542.056095,142.353796,23098.337741,399.702298,23686.848450,-606.207729,-635.742571,-780.391406
     L22760,476785.990398,8211574.186658,540.586675,141.846483,23097.437634,398.740192,23685.341958,-606.319620,-624.170544,-774.320926
     L22760,476786.011561,8211554.186654,539.122797,141.331291,23097.410737,397.791506,23683.833914,-605.556750,-612.478653,-767.627367
     L22760,476786.033133,8211534.186651,537.655727,140.802792,23098.411048,396.852935,23682.324333,-603.765142,-600.704615,-760.354084
     L22760,476786.490882,8211514.186547,536.467132,139.039624,23100.495923,397.427508,23680.827936,-600.910875,-589.045244,-752.647048
     L22760,476786.668926,8211494.186493,535.302383,137.297833,23103.633275,398.004550,23679.320700,-596.987700,-577.187913,-744.207432
     L22760,476786.987027,8211474.186371,534.112733,135.538958,23107.832210,398.573774,23677.816801,-592.009081,-565.421080,-735.419612
     L22760,476787.191321,8211454.186273,532.911931,133.768153,23112.894545,399.143778,23676.307576,-586.159460,-553.621837,-726.122979
     L22760,476787.623227,8211434.186037,531.862709,132.071780,23118.600098,399.790929,23674.804826,-579.677651,-541.948204,-716.481386
     L22760,476787.727092,8211414.185967,530.851896,130.410066,23124.661390,400.441830,23673.289232,-572.820696,-530.176514,-706.232460
     L22760,476788.259892,8211394.185580,529.827815,128.735596,23131.017427,401.092219,23671.787298,-565.691240,-518.696124,-695.946341
     L22760,476788.591772,8211374.185292,528.804517,127.050837,23137.591194,401.753680,23670.276927,-558.331598,-507.222982,-685.229410
     L22760,476788.867142,8211354.185023,527.858338,125.571817,23144.114814,402.286521,23668.763143,-551.017561,-495.829221,-674.168948
     L22760,476789.510309,8211334.184321,526.946297,124.179612,23150.572786,402.766686,23667.261233,-543.788410,-484.703536,-663.074908
     L22760,476789.606220,8211314.184191,526.054284,122.812855,23156.753985,403.241429,23665.738186,-536.803938,-473.503346,-651.446112
     L22760,476790.092144,8211294.183553,525.138152,121.414561,23162.726454,403.723591,23664.227923,-530.048793,-462.600506,-639.877171
     L22760,476790.475671,8211274.182991,524.260079,120.280780,23168.133303,403.979300,23662.712575,-523.852134,-451.811196,-628.082332
     L22760,476790.936160,8211254.182248,523.404369,119.414039,23172.998350,403.990330,23661.198727,-518.200322,-441.206617,-616.193852
     L22760,476791.376865,8211234.181479,522.549789,118.540297,23177.122696,404.009493,23659.682820,-513.286757,-430.762399,-604.194217
     L22760,476791.722384,8211214.180819,521.695225,117.675573,23180.496704,404.019652,23658.161997,-509.116707,-420.463055,-592.072429
     L22760,476792.229258,8211194.179787,520.814250,116.897224,23183.149925,403.917026,23656.645915,-505.675423,-410.386852,-579.982080
     L22760,476792.655475,8211174.178843,519.850859,116.390142,23185.195381,403.460717,23655.125457,-502.835914,-400.470783,-567.846148
     L22760,476792.974324,8211154.178080,518.906947,115.890526,23186.940521,403.016420,23653.599534,-500.289104,-390.707583,-555.640629
     L22760,476793.249697,8211134.177378,517.964820,115.389653,23188.861560,402.575167,23652.070536,-497.562450,-381.118917,-543.422110
     L22760,476793.932318,8211114.175615,517.018189,114.954644,23191.514928,402.063545,23650.555986,-494.126089,-371.804115,-531.386560
     L22760,476794.197845,8211094.174828,516.846446,115.688313,23195.250352,401.158133,23649.023876,-489.581743,-362.567876,-519.030765
     L22760,476794.809807,8211074.173023,516.637324,116.415065,23200.214395,400.222259,23647.504016,-483.827987,-353.596728,-506.892056
     L22760,476795.236523,8211054.171657,516.426731,117.135020,23206.315023,399.291711,23645.975556,-476.925329,-344.781414,-494.777698
     L22760,476795.678095,8211034.170162,516.220105,117.851347,23213.368012,398.368758,23644.446351,-469.069867,-336.160452,-482.772044
     L22760,476796.084853,8211014.168707,516.261209,118.765382,23220.983471,397.495827,23642.914416,-460.648506,-327.725325,-470.827236
     L22760,476796.187849,8210994.168241,516.332153,119.705186,23228.936950,396.626967,23641.368837,-451.869377,-319.435857,-458.923959
     L22760,476796.721301,8210974.166228,516.414805,120.661965,23237.169953,395.752840,23639.839288,-442.835411,-311.402252,-447.291880
     L22760,476797.053832,8210954.164861,516.496195,121.602129,23245.237713,394.894066,23638.300219,-433.953130,-303.525997,-435.756544
     L22760,476797.352004,8210934.163574,516.623878,121.630539,23253.075064,394.993339,23636.758347,-425.297765,-295.831416,-424.369379
     L22760,476797.668467,8210914.162166,516.776548,121.199552,23260.266777,395.576996,23635.215828,-417.287761,-288.322472,-413.154578
     L22760,476798.089539,8210894.160270,516.934604,120.755025,23266.615731,396.179580,23633.676283,-410.125598,-281.004861,-402.138952
     L22760,476798.563269,8210874.158062,517.091398,120.321576,23271.749725,396.769822,23632.137608,-404.180329,-273.867595,-391.313091
     L22760,476798.645734,8210854.157506,517.216786,119.703269,23275.955061,397.513517,23630.581080,-399.137986,-266.861767,-380.592589
     L22760,476798.947677,8210834.155949,517.326409,118.910370,23279.330144,398.416039,23629.032369,-394.938135,-260.047912,-370.107595
     L22760,476799.251782,8210814.154329,517.427052,118.104192,23282.342943,399.322860,23627.482348,-391.099304,-253.400106,-359.814118
     L22760,476799.583857,8210794.152519,517.534297,117.308791,23285.215276,400.225505,23625.932129,-387.401306,-246.917699,-349.717941
     L22760,476799.841950,8210774.151012,517.681114,116.497759,23288.408517,401.183355,23624.377317,-383.376319,-240.590927,-339.803470
     L22760,476799.923108,8210754.150360,517.932203,115.689329,23292.178765,402.242874,23622.813370,-378.761623,-234.413980,-330.059216
     L22760,476800.241197,8210734.148479,518.173300,114.884191,23296.688701,403.289109,23621.258291,-373.420885,-228.407451,-320.551425
     L22760,476800.262358,8210714.148100,518.424284,114.078791,23301.999677,404.345492,23619.688722,-367.258630,-222.533167,-311.204964
     L22760,476800.580448,8210694.146138,518.726913,113.390000,23308.033859,405.336913,23618.130775,-360.390782,-216.827588,-302.099202
     L22760,476800.857281,8210674.144338,519.746306,113.390000,23314.645122,406.356306,23616.569592,-352.941786,-211.305194,-293.199616
     L22760,476800.919698,8210654.143688,520.711446,113.390000,23321.650990,407.321446,23614.997369,-345.082819,-205.911120,-284.485883
     L22760,476800.940859,8210634.143258,521.684931,113.390000,23328.783671,408.294931,23613.421753,-337.092814,-200.655575,-275.978258
     L22760,476800.962021,8210614.142821,522.680574,113.390822,23335.942408,409.289752,23611.844585,-329.075201,-195.537996,-267.679572
     L22760,476800.983183,8210594.142378,524.364407,114.224605,23342.808249,410.139802,23610.265865,-321.348933,-190.596651,-259.613349
     L22760,476801.004345,8210574.141928,526.041352,115.046171,23349.114205,410.995181,23608.685594,-314.180997,-185.785425,-251.756621
     L22760,476800.930096,8210554.142021,527.717916,115.865129,23354.906086,411.852788,23607.099358,-307.519247,-181.097999,-244.099345
     L22760,476800.749744,8210534.142731,529.385582,116.688948,23360.140794,412.696634,23605.506582,-301.405987,-176.530780,-236.638374
     L22760,476800.473982,8210514.143981,531.131824,117.229694,23365.048608,413.902129,23603.907679,-295.611567,-172.087059,-229.377001
     L22760,476800.495145,8210494.143533,532.887606,117.748880,23369.714156,415.138726,23602.321038,-290.077671,-167.769832,-222.330495
     L22760,476800.219384,8210474.144782,534.641989,118.274431,23374.223534,416.367558,23600.718786,-284.678339,-163.559126,-215.460894
     L22760,476799.975371,8210454.145840,536.419342,118.832034,23378.771153,417.587308,23599.116329,-279.241203,-159.462303,-208.784423
     L22760,476799.340109,8210434.149050,538.125499,118.467257,23383.210517,419.658241,23597.493419,-273.883971,-155.461645,-202.273581
     L22760,476799.128974,8210414.149901,539.852755,118.016685,23387.673224,421.836070,23595.889039,-268.530489,-151.576702,-195.963870
     L22760,476798.494217,8210394.152967,541.569831,117.556136,23392.047623,424.013695,23594.262425,-263.234533,-147.786621,-189.817167
     L22760,476798.041491,8210374.155020,543.297074,117.054519,23396.296436,426.242555,23592.642771,-258.074800,-144.100632,-183.852341
     L22760,476797.616338,8210354.156884,544.914421,117.841457,23400.414824,427.072964,23591.022652,-253.045584,-140.505216,-178.050285
     L22760,476797.191185,8210334.158705,546.516437,118.758099,23404.424428,427.758338,23589.400730,-248.123349,-137.003356,-172.412823
     L22760,476796.455676,8210314.161906,548.152965,119.688973,23408.392528,428.463992,23587.761574,-243.219134,-133.592565,-166.934377
     L22760,476796.032597,8210294.163584,549.755051,120.371348,23412.241045,429.383703,23586.136057,-238.454438,-130.272343,-161.617327
     L22760,476795.308728,8210274.166472,551.260608,125.226798,23416.140056,426.033810,23584.493602,-233.616257,-127.030498,-156.442462
     L22760,476794.875900,8210254.168057,552.771203,130.331368,23420.201867,422.439835,23582.863898,-228.633889,-123.875862,-151.421815
     L22760,476794.137408,8210234.170728,554.294343,135.469375,23424.474524,418.824968,23581.216818,-223.417152,-120.802544,-146.546007
     L22760,476793.705260,8210214.172158,555.801507,140.558650,23428.875889,415.242858,23579.583441,-218.091576,-117.809811,-141.813580
     L22760,476792.966024,8210194.174539,557.312043,144.814698,23433.448731,412.497346,23577.932430,-212.570719,-114.893911,-137.219127
     L22760,476792.522526,8210174.175841,558.824915,149.035823,23438.099673,409.789093,23576.294756,-206.991047,-112.054691,-132.760729
     L22760,476791.788427,8210154.177898,560.324333,153.219154,23442.698972,407.105180,23574.640114,-201.440215,-109.287587,-128.432837
     L22760,476791.352278,8210134.179002,561.827391,157.300995,23447.256328,404.526396,23572.999108,-195.950951,-106.592530,-124.232695
     L22760,476790.823117,8210114.180272,563.470330,157.681769,23451.766276,405.788560,23571.351385,-190.500513,-103.975428,-120.169444
     L22760,476790.157959,8210094.181713,565.134263,159.743586,23456.180689,405.390677,23569.694577,-185.133801,-101.427160,-116.230090
     L22760,476789.682659,8210074.182638,566.787013,162.353535,23460.349650,404.433478,23568.045951,-180.024538,-98.943508,-112.406118
     L22760,476789.054944,8210054.183729,568.427553,164.833425,23464.309191,403.594128,23566.387310,-175.111625,-96.523114,-108.696860
     L22760,476788.811783,8210034.184090,570.103676,166.959657,23468.206880,403.144019,23564.747493,-170.287101,-94.162492,-105.097587
     L22760,476788.342728,8210014.184746,571.764427,169.011017,23472.006051,402.753410,23563.093722,-165.542615,-91.868227,-101.607168
     L22760,476788.244970,8209994.184861,573.431593,171.124122,23475.813928,402.307471,23561.458372,-160.815284,-89.631520,-98.216771
     L22760,476787.683762,8209974.185514,575.084492,172.908850,23479.664351,402.175642,23559.795994,-156.009098,-87.444905,-94.933240
     L22760,476787.398233,8209954.185789,576.682640,173.929427,23483.599707,402.753213,23558.146929,-151.136815,-85.313056,-91.739466
     L22760,476787.132707,8209934.186014,578.270769,175.029507,23487.711980,403.241262,23556.497248,-146.087400,-83.234191,-88.640196
     L22760,476786.862338,8209914.186211,579.884263,176.072507,23492.069979,403.811756,23554.845584,-140.790181,-81.209033,-85.636183
     L22760,476786.581241,8209894.186383,581.468224,177.109645,23496.623199,404.358579,23553.191604,-135.295210,-79.212272,-82.720120
     L22760,476786.602424,8209874.186368,583.036484,178.157078,23501.457071,404.879405,23551.552917,-129.540929,-77.303483,-79.884394
     L22760,476786.490783,8209854.186420,584.597371,179.269473,23506.553394,405.327898,23549.905167,-123.512476,-75.422421,-77.135577
     L22760,476786.347877,8209834.186493,586.187864,180.329369,23512.106836,405.858494,23548.254014,-117.022877,-73.590000,-74.472510
     L22760,476786.369062,8209814.186481,587.786807,179.963091,23517.991925,407.823716,23546.610592,-110.212643,-71.802182,-71.886724
     L22760,476786.687161,8209794.186301,589.419137,178.912819,23524.257156,410.506318,23544.982656,-103.043693,-70.057800,-69.374671
     L22760,476786.708346,8209774.186283,591.048254,177.795397,23530.870112,413.252857,23543.336212,-95.502569,-68.358699,-66.944331
     L22760,476787.026445,8209754.186040,592.688003,176.756174,23537.918873,415.931829,23541.705410,-87.547226,-66.699287,-64.581048
     L22760,476787.351261,8209734.185731,594.503237,174.706730,23545.227949,419.796507,23540.073604,-79.330699,-65.089709,-62.302859
     L22760,476787.687224,8209714.185343,596.359046,172.508168,23552.806196,423.850878,23538.441057,-70.844486,-63.521512,-60.096265
     L22760,476787.980739,8209694.184945,598.185822,170.326139,23560.335959,427.859683,23536.804634,-62.402034,-61.990516,-57.954890
     L22760,476788.600498,8209674.183956,599.947028,166.908189,23567.748077,433.038840,23535.186019,-54.101575,-60.490153,-55.864619
     L22760,476789.238106,8209654.182687,601.413384,157.543636,23575.008276,443.869748,23533.567209,-45.953206,-59.010831,-53.813061
     L22760,476789.790682,8209634.181356,602.884496,156.008025,23581.837138,446.876471,23531.942109,-38.228188,-57.568290,-51.825319
     L22760,476790.327863,8209614.179873,604.364977,154.421571,23588.257747,449.943406,23530.314809,-30.908920,-56.161151,-49.898249
     L22760,476790.862307,8209594.178207,605.753544,151.399069,23594.001867,454.354475,23528.686056,-24.264642,-54.783349,-48.021949
     L22770,477263.214929,8216565.515967,486.776097,109.464477,24029.297695,377.311620,23993.743617,186.754272,141.529434,108.204113
     L22770,477264.563751,8216545.439298,486.791713,108.507074,24028.419735,378.284639,23992.691796,186.180574,143.458864,109.762963
     L22770,477266.457014,8216525.343457,487.300465,107.770387,24028.576369,379.530079,23991.613862,186.656014,145.445180,111.371976
     L22770,477268.055629,8216505.263745,487.802725,107.045047,24029.828196,380.757678,23990.549203,188.219839,147.452279,113.003664
     L22770,477269.865800,8216485.179524,488.299482,106.307457,24032.102676,381.992025,23989.474237,190.812236,149.502497,114.671307
     L22770,477271.771311,8216465.096008,488.833614,105.566107,24035.212351,383.267507,23988.394476,194.242741,151.591859,116.373550
     L22770,477273.641164,8216445.017936,488.921539,104.826617,24038.972099,384.094922,23987.315946,198.322997,153.714404,118.099941
     L22770,477275.671271,8216424.938422,488.969951,104.090737,24043.268288,384.879214,23986.229771,202.944085,155.880863,119.862988
     L22770,477277.698650,8216404.863523,489.018351,103.355047,24048.067139,385.663304,23985.143405,208.068245,158.084717,121.659825
     L22770,477279.567476,8216384.797336,489.066780,102.592986,24053.256593,386.473794,23984.063747,213.579782,160.319273,123.486921
     L22770,477281.426072,8216364.734909,488.889657,102.677119,24058.562858,386.212538,23982.984102,219.208458,162.591987,125.345290
     L22770,477283.584236,8216344.667996,488.634940,103.040552,24063.883907,385.594388,23981.890887,224.859338,164.919343,127.247161
     L22770,477285.477339,8216324.611874,488.368976,103.413213,24068.929716,384.955763,23980.808935,230.229400,167.274390,129.178284
     L22770,477287.359493,8216304.559139,488.113073,103.785535,24073.422291,384.327537,23979.727013,235.046538,169.670422,131.147155
     L22770,477289.214390,8216284.510171,487.835183,103.816508,24077.241182,384.018675,23978.645814,239.189951,172.107401,133.153602
     L22770,477291.135471,8216264.462736,487.547768,103.590833,24080.592979,383.956935,23977.561325,242.868290,174.591177,135.201664
     L22770,477292.949334,8216244.420605,487.268129,103.373392,24083.811488,383.894737,23976.480945,246.411567,177.113330,137.287163
     L22770,477294.931726,8216224.377745,486.982363,103.149259,24087.028692,383.833104,23975.392971,249.957737,179.689927,139.419699
     L22770,477296.675021,8216204.342148,486.731473,103.284210,24090.461829,383.447262,23974.314568,253.715309,182.299131,141.587727
     L22770,477298.400478,8216184.309234,486.555954,103.936351,24094.055180,382.619603,23973.236354,257.633357,184.953861,143.800092
     L22770,477300.084289,8216164.279161,486.371245,104.596541,24097.906077,381.774704,23972.159287,261.808741,187.653760,146.055502
     L22770,477301.580433,8216144.253858,486.191846,105.250052,24101.926660,380.941794,23971.089287,266.150663,190.390802,148.350022
     L22770,477303.309735,8216124.227086,485.924983,105.585863,24106.149964,380.339120,23970.009133,270.700749,193.191617,150.697950
     L22770,477305.018101,8216104.202508,485.342459,104.374837,24110.542474,380.967622,23968.929244,275.420273,196.043075,153.087300
     L22770,477306.775653,8216084.179343,484.752558,103.195943,24115.252521,381.556615,23967.846805,280.458952,198.949815,155.527512
     L22770,477308.496365,8216064.158536,484.171951,102.047665,24119.908726,382.124286,23966.765266,285.443710,201.907440,158.016890
     L22770,477310.217252,8216044.139533,483.591324,100.892573,24124.264982,382.698751,23965.683133,290.129174,204.919478,160.557983
     L22770,477311.742906,8216024.124104,482.855031,99.731883,24127.922208,383.123148,23964.608049,294.112589,207.974539,163.141132
     L22770,477313.362165,8216004.109341,482.126978,98.587481,24130.542857,383.539497,23963.528631,297.061914,211.092473,165.782271
     L22770,477314.792606,8215984.097439,481.384785,97.430602,24132.116989,383.954183,23962.455837,298.961973,214.254827,168.470575
     L22770,477316.505451,8215964.084886,480.616908,96.217780,24132.864237,384.399128,23961.371483,300.041042,217.496601,171.227258
     L22770,477317.929848,8215944.075558,480.588297,96.344202,24133.221654,384.244095,23960.297480,300.725809,220.771948,174.044104
     L22770,477319.332532,8215924.067468,480.728422,96.764276,24133.468301,383.964146,23959.223531,301.300231,224.104517,176.922871
     L22770,477320.922750,8215904.059561,480.880852,97.201973,24133.686272,383.678878,23958.141787,301.850030,227.512937,179.871805
     L22770,477322.195065,8215884.054159,481.021198,97.632037,24133.922815,383.389161,23957.071172,302.413716,230.959225,182.868273
     L22770,477323.601509,8215864.049134,481.369308,98.653638,24134.176818,382.715671,23955.994760,302.997992,234.477805,185.939429
     L22770,477325.014828,8215844.045058,481.909106,100.224373,24134.304935,381.684733,23954.917315,303.457310,238.059822,189.080641
     L22770,477326.426955,8215824.041942,482.437158,101.802747,24134.120324,380.634411,23953.839137,303.604693,241.707954,192.289204
     L22770,477327.536586,8215804.040131,482.972704,103.363484,24133.405209,379.609220,23952.771071,303.217550,245.396973,195.551158
     L22770,477328.953784,8215784.038625,483.555861,104.735106,24132.009801,378.820755,23951.691066,302.155920,249.180619,198.901224
     L22770,477330.376384,8215764.038008,484.273861,105.443457,24129.959192,378.830404,23950.610090,300.439982,253.033103,202.327214
     L22770,477331.730076,8215744.038218,484.973258,106.154368,24127.500316,378.818889,23949.530762,298.315536,256.950964,205.823777
     L22770,477332.988108,8215724.039121,485.686204,106.869041,24124.812454,378.817163,23948.453956,295.961518,260.932215,209.391573
     L22770,477334.326270,8215704.040773,486.397402,107.587492,24122.064782,378.809911,23947.373506,293.549761,264.995269,213.042547
     L22770,477335.748911,8215684.043322,487.267580,109.741340,24119.424730,377.526241,23946.289329,291.247696,269.139707,216.782388
     L22770,477337.150193,8215664.046582,488.120467,111.865384,24117.103220,376.255083,23945.205098,289.264677,273.359768,220.603505
     L22770,477338.573089,8215644.050682,488.993786,114.024563,24115.082876,374.969223,23944.119345,287.583945,277.660736,224.511481
     L22770,477340.004356,8215624.055551,489.864057,116.204660,24113.445071,373.659397,23943.032528,286.286677,282.043476,228.507348
     L22770,477341.417355,8215604.061101,490.633336,118.187394,24112.154641,372.445942,23941.945542,285.337342,286.509107,232.589897
     L22770,477342.820162,8215584.067277,491.387477,120.128216,24111.098111,371.259261,23940.858101,284.622587,291.058459,236.763558
     L22770,477343.976558,8215564.072850,492.138087,122.084884,24110.242575,370.053203,23939.777924,284.106467,295.665623,241.013577
     L22770,477345.406436,8215544.080400,492.888788,124.039448,24109.568572,368.849340,23938.687947,283.776284,300.392044,245.380283
     L22770,477346.831549,8215524.088605,493.508504,124.561378,24109.129741,368.947126,23937.597342,283.682021,305.211837,249.844288
     L22770,477348.250539,8215504.097444,494.003357,123.769052,24109.000316,370.234305,23936.506148,283.897897,310.127132,254.408413
     L22770,477349.695531,8215484.107064,494.506948,122.964847,24109.254933,371.542100,23935.413341,284.498936,315.140357,259.080221
     L22770,477351.118607,8215464.117179,495.002858,122.174477,24109.955709,372.828381,23934.320446,285.546677,320.248065,263.858462
     L22770,477352.537245,8215444.127885,495.510028,121.620000,24111.166348,373.890028,23933.226902,287.105043,325.453912,268.747739
     L22770,477353.984859,8215424.139394,496.073277,121.620000,24113.010237,374.453277,23932.131673,289.297792,330.762964,273.754644
     L22770,477355.103998,8215404.148537,496.625373,121.620000,24115.516749,375.005373,23931.045694,292.150394,336.129647,278.848687
     L22770,477356.273225,8215384.158487,497.175156,121.620000,24118.816066,375.555156,23929.957245,295.797297,341.607157,284.066429
     L22770,477357.640686,8215364.170710,497.733646,121.629579,24122.926411,376.104068,23928.861925,300.258221,347.219825,289.426144
     L22770,477358.813514,8215344.181494,498.386951,121.931219,24127.947310,376.455731,23927.771568,305.628572,352.908662,294.894261
     L22770,477359.946351,8215324.192141,499.030831,122.215827,24133.801948,376.815004,23926.681460,311.833210,358.702175,300.487357
     L22770,477361.084420,8215304.203174,499.681408,122.513288,24140.522462,377.168120,23925.590251,318.904732,364.608798,306.213566
     L22770,477362.247798,8215284.214789,500.332020,122.799639,24147.855985,377.532381,23924.497365,326.590456,370.634651,312.078731
     L22770,477363.330936,8215264.225794,500.930131,123.932673,24155.669650,376.997458,23923.405844,334.756538,376.767548,318.074564
     L22770,477364.062263,8215244.232922,501.528211,125.172202,24164.003375,376.356009,23922.323323,343.440573,382.959554,324.172751
     L22770,477364.782062,8215224.240009,502.126988,126.391267,24172.627189,375.735721,23921.239960,352.415766,389.268806,330.414430
     L22770,477365.830266,8215204.251110,502.728981,127.643480,24181.766617,375.085501,23920.146287,361.910465,395.759541,336.845800
     L22770,477366.050369,8215184.252332,503.233016,128.572080,24191.014813,374.660936,23919.074435,371.508306,402.228821,343.325920
     L22770,477366.367944,8215164.254713,503.704386,129.367524,24200.452940,374.336862,23917.998479,381.298274,408.841431,349.972091
     L22770,477366.388537,8215144.253497,504.176761,130.173590,24210.191744,374.003172,23916.929154,391.388094,415.521367,356.735527
     L22770,477366.409130,8215124.252297,504.643471,130.966499,24219.881448,373.676972,23915.858277,401.430367,422.327207,363.658581
     L22770,477366.375804,8215104.250475,505.291667,131.840820,24229.662284,373.450847,23914.787277,411.564951,429.236649,370.736518
     L22770,477365.680137,8215084.240911,506.122096,132.791956,24239.719410,373.330141,23913.732042,421.973017,436.134268,377.879187
     L22770,477364.995485,8215064.231776,506.948979,133.737392,24249.674011,373.211587,23912.674581,432.280578,443.125619,385.187089
     L22770,477364.203777,8215044.221722,507.779488,134.688632,24259.799710,373.090856,23911.617930,442.760536,450.232414,392.645068
     L22770,477363.318128,8215024.211026,508.468467,135.470998,24269.714878,372.997470,23910.561668,453.031427,457.454469,400.259568
     L22770,477362.325430,8215004.199606,508.835447,135.910021,24279.715260,372.925427,23909.506044,463.389006,464.806128,408.034690
     L22770,477361.482472,8214984.190133,509.209678,136.350234,24289.577988,372.859445,23908.444600,473.611831,472.324318,416.015375
     L22770,477360.358941,8214964.178341,509.582759,136.781629,24299.477448,372.801130,23907.388019,483.872047,479.905025,424.128014
     L22770,477359.351376,8214944.168144,509.917350,137.131724,24309.443911,372.785626,23906.326445,494.202000,487.652564,432.449661
     L22770,477358.376821,8214924.158686,509.964355,136.656789,24319.460397,373.307566,23905.261965,504.584248,495.575093,440.977478
     L22770,477357.361881,8214904.149308,510.023038,136.219339,24329.674343,373.803699,23904.196346,515.165906,503.626822,449.694990
     L22770,477356.226096,8214884.139408,510.085899,135.785234,24340.420163,374.300665,23903.131440,526.281119,511.786681,458.588759
     L22770,477355.420805,8214864.132526,510.148562,135.348920,24351.419764,374.799642,23902.056692,537.653460,520.188657,467.762657
     L22770,477354.335625,8214844.123910,510.116471,134.834353,24363.025365,375.282118,23900.986347,549.632930,528.668147,477.090927
     L22770,477353.121792,8214824.114885,510.083189,134.319770,24375.083242,375.763419,23899.916753,562.066479,537.257650,486.605220
     L22770,477352.128051,8214804.107749,510.048398,133.819274,24387.307878,376.229124,23898.840008,574.669610,546.069561,496.395021
     L22770,477351.012545,8214784.100311,510.007064,133.317291,24400.038756,376.689772,23897.763843,587.780824,554.998894,506.382676
     L22770,477349.908750,8214764.093394,510.018813,132.455294,24412.817893,377.563519,23896.685246,600.942514,564.082838,516.603011
     L22770,477348.891899,8214744.087384,510.052834,131.505741,24426.019128,378.547093,23895.602608,614.528638,573.354694,527.084040
     L22770,477347.713319,8214724.080946,510.076702,130.559052,24439.380004,379.517650,23894.521280,628.276310,582.733002,537.763354
