LINE,X,Y,GPSALT,RAD,MAGLEV,syn_dem,MAG_REGIONAL,mag_res,ellip_pipe_magmod,ellipsoid_magmod
     L22800,478766.381638,8212938.315406,491.111411,88.700000,26291.391848,402.411411,23773.632906,2508.730529,1936.471606,1902.476235
     L22800,478767.619016,8212918.320895,491.267676,88.700000,26250.535061,402.567676,23772.744266,2468.019998,1781.482153,1734.697170
     L22800,478768.868197,8212898.326201,491.423859,88.700000,26205.698081,402.723859,23771.854413,2423.330245,1626.269555,1562.191985
     L22800,478770.155765,8212878.331386,491.580043,88.700000,26140.405213,402.880043,23770.962707,2358.185686,1471.252775,1385.851841
     L22800,478771.343847,8212858.335891,491.761642,88.661884,26042.355190,403.099758,23770.072498,2260.284438,1316.888923,1206.955366
     L22800,478772.405871,8212838.339697,491.979901,88.583787,25907.750908,403.396114,23769.184349,2125.829365,1163.422746,1026.478247
     L22800,478773.524220,8212818.343500,492.188158,88.495689,25741.381099,403.692468,23768.293860,1959.609979,1010.863625,844.985254
     L22800,478774.627371,8212798.347028,492.406421,88.417246,25551.281487,403.989175,23767.402744,1769.661711,859.327145,663.478211
     L22800,478775.701211,8212778.350248,492.741872,88.440507,25343.796118,404.301365,23766.511316,1562.328574,708.556690,482.626336
     L22800,478776.790569,8212758.353306,493.145902,88.518607,25125.287219,404.627296,23765.618528,1343.972950,558.690193,303.336156
     L22800,478777.869990,8212738.356118,493.553210,88.606707,24906.178317,404.946502,23764.724968,1125.018285,409.937333,126.522885
     L22800,478778.818013,8212718.358399,493.957735,88.688512,24697.140870,405.269223,23763.833349,916.135740,262.486119,-46.932032
     L22800,478779.761746,8212698.360508,494.386328,88.700000,24502.316430,405.686328,23762.940758,721.467255,115.961310,-216.733790
     L22800,478780.854011,8212678.362740,494.820878,88.700000,24318.875217,406.120878,23762.043844,538.183354,-30.006577,-382.612172
     L22800,478781.952399,8212658.364758,495.258319,88.700000,24144.619889,406.558319,23761.145802,364.086337,-175.224706,-543.814482
     L22800,478782.744853,8212638.366053,495.691997,88.700000,23984.271724,406.991997,23760.253317,203.897015,-319.099672,-699.471767
     L22800,478783.834257,8212618.367645,496.021758,88.853061,23835.276229,407.168697,23759.353403,55.061867,-462.996093,-850.404437
     L22800,478784.959161,8212598.369044,496.348999,89.009917,23691.201368,407.339082,23758.451748,-88.851622,-606.555784,-995.724812
     L22800,478786.013088,8212578.370117,496.670504,89.175488,23541.885490,407.495015,23757.550580,-238.005208,-749.609670,-1135.043542
     L22800,478787.212864,8212558.371061,496.973976,89.309578,23378.894811,407.664399,23756.645415,-400.832518,-892.732687,-1268.435067
     L22800,478788.191951,8212538.371614,497.088425,89.221038,23198.506582,407.867387,23755.743762,-581.056493,-1035.218200,-1395.970128
     L22800,478789.281395,8212518.371986,497.208453,89.136899,23002.027243,408.071555,23754.838855,-777.370536,-1177.829935,-1517.242281
     L22800,478790.408268,8212498.372103,497.327478,89.054817,22794.106593,408.272661,23753.932210,-985.124910,-1320.351925,-1632.060934
     L22800,478791.725174,8212478.371901,497.378938,89.022023,22580.690608,408.356916,23753.020885,-1198.373746,-1463.207939,-1740.717527
     L22800,478792.549776,8212458.371577,497.264788,89.101409,22366.864510,408.163379,23752.118136,-1412.031439,-1604.759056,-1843.239109
     L22800,478793.639254,8212438.370913,497.160636,89.189516,22155.679247,407.971120,23751.209230,-1623.047445,-1746.476312,-1939.297298
     L22800,478794.617448,8212418.370086,497.046483,89.267637,21947.777702,407.778846,23750.301409,-1830.778600,-1887.113324,-2028.761202
     L22800,478795.524978,8212398.369132,496.965728,89.310000,21745.636795,407.655728,23749.393840,-2032.747962,-2026.227682,-2111.451482
     L22800,478796.858050,8212378.367386,496.896159,89.310000,21543.187887,407.586159,23748.477418,-2235.025004,-2164.673935,-2187.597116
     L22800,478797.775995,8212358.365928,496.840257,89.310000,21346.159856,407.530257,23747.567588,-2431.879454,-2299.545169,-2257.056432
     L22800,478798.765290,8212338.364146,496.772222,89.310000,21162.516559,407.462222,23746.655407,-2615.348256,-2431.487239,-2320.140418
     L22800,478800.033511,8212318.361521,496.633481,89.447489,20990.360681,407.185992,23745.737289,-2787.329308,-2560.442858,-2377.233460
     L22800,478800.939942,8212298.359390,496.443117,89.678637,20840.434202,406.764480,23744.824508,-2937.079050,-2683.782821,-2428.386417
     L22800,478802.237870,8212278.356016,496.247142,89.919023,20711.621842,406.328119,23743.903966,-3065.714780,-2801.794790,-2473.354821
     L22800,478803.150202,8212258.353363,496.051831,90.153387,20603.366255,405.898444,23742.989001,-3173.791582,-2911.392384,-2512.393856
     L22800,478804.176736,8212238.350144,495.807921,90.383849,20521.649455,405.424072,23742.071057,-3255.328921,-3012.535061,-2545.816394
     L22800,478805.375584,8212218.346049,495.537484,90.624943,20466.300080,404.912541,23741.149269,-3310.498467,-3103.451734,-2573.596270
     L22800,478806.333617,8212198.342489,495.264945,90.855740,20439.024732,404.409204,23740.230403,-3337.592074,-3181.758774,-2595.937609
     L22800,478807.612798,8212178.337405,494.996721,91.112479,20440.130645,403.884242,23739.305386,-3336.304743,-3246.179655,-2612.691284
     L22800,478808.512478,8212158.333514,494.663895,91.140000,20466.852644,403.523895,23738.385375,-3309.398705,-3295.538613,-2624.822112
     L22800,478809.570772,8212138.328685,494.318196,91.140000,20514.604663,403.178196,23737.461834,-3261.462321,-3328.193029,-2631.906317
     L22800,478810.654901,8212118.323421,493.966479,91.140000,20580.082984,402.826479,23736.536885,-3195.798757,-3343.029871,-2634.171129
     L22800,478811.686678,8212098.318097,493.622588,91.140000,20656.970164,402.482588,23735.611707,-3118.725062,-3339.530222,-2631.799297
     L22800,478812.500568,8212078.313632,493.189932,91.350260,20743.634919,401.839671,23734.688684,-3031.871563,-3319.216149,-2625.657588
     L22800,478813.581804,8212058.307477,492.745990,91.591273,20837.443457,401.154716,23733.760679,-2937.874701,-3281.051369,-2615.120299
     L22800,478814.348694,8212038.302805,492.314167,91.818151,20934.324190,400.496016,23732.836108,-2840.802743,-3227.511623,-2600.783267
     L22800,478815.130570,8212018.297866,491.871501,92.049035,21037.257903,399.822466,23731.910167,-2737.676745,-3159.920641,-2582.694029
     L22800,478815.898055,8211998.292810,491.376718,92.357186,21142.575846,399.019532,23730.983266,-2632.165273,-3080.842444,-2561.287990
     L22800,478816.370857,8211978.289452,490.882166,92.664636,21250.787737,398.217530,23730.059145,-2523.756683,-2993.071990,-2536.801486
     L22800,478817.145151,8211958.284032,490.383624,92.975819,21360.634038,397.407805,23729.129757,-2413.714515,-2897.066056,-2508.863742
     L22800,478817.908924,8211938.278489,489.886465,93.258965,21468.456887,396.627500,23728.199345,-2305.694570,-2795.997258,-2477.974347
     L22800,478818.190114,8211918.276093,489.410747,93.026641,21570.094453,396.384106,23727.273857,-2203.855074,-2693.229978,-2444.775900
     L22800,478818.542863,8211898.273155,488.934639,92.798028,21666.918697,396.136611,23726.346073,-2106.828054,-2588.758535,-2408.987717
     L22800,478819.043178,8211878.269100,488.451941,92.561649,21760.452584,395.890292,23725.415130,-2013.091221,-2483.774497,-2370.750575
     L22800,478819.444685,8211858.265667,487.988649,92.323791,21848.388714,395.664858,23724.484057,-1924.950019,-2380.014178,-2330.437437
     L22800,478819.463995,8211838.264987,487.688227,91.616401,21930.190142,396.071826,23723.556056,-1842.938854,-2278.654103,-2288.059078
     L22800,478819.186363,8211818.266486,487.387840,90.930147,22002.094503,396.457693,23722.629851,-1770.820540,-2180.497256,-2244.355507
     L22800,478819.205674,8211798.265805,487.087416,90.244589,22059.732422,396.842827,23721.698663,-1712.969696,-2084.494718,-2198.843005
     L22800,478819.224986,8211778.265117,486.787656,89.736069,22100.381186,397.051587,23720.765922,-1672.106456,-1991.700677,-2152.034631
     L22800,478818.981491,8211758.266374,486.505773,91.415649,22124.214357,395.090124,23719.834377,-1648.054682,-1902.789464,-2104.347724
     L22800,478818.339651,8211738.270532,486.228237,93.093574,22134.037880,393.134664,23718.905184,-1638.006843,-1818.019930,-2056.140563
     L22800,478818.107665,8211718.271688,485.945024,94.779757,22133.526553,391.165267,23717.970017,-1638.296179,-1735.932908,-2006.704177
     L22800,478817.760816,8211698.273670,485.667261,96.423875,22125.625677,389.243386,23717.034262,-1645.972151,-1657.483501,-1956.743449
     L22800,478817.044422,8211678.278253,485.369768,96.969978,22112.719598,388.399790,23716.100189,-1658.647531,-1582.961673,-1906.734388
     L22800,478816.341269,8211658.282659,485.079718,97.581144,22096.541652,387.498574,23715.164028,-1674.592959,-1511.656492,-1856.327123
     L22800,478815.824121,8211638.285727,484.783687,98.182586,22080.175937,386.601101,23714.224283,-1690.726338,-1443.290830,-1805.506512
     L22800,478815.181094,8211618.289590,484.482927,98.789598,22066.220665,385.693329,23713.283744,-1704.445936,-1378.169238,-1754.718345
     L22800,478814.171783,8211598.295751,484.161619,99.316615,22058.614215,384.845005,23712.344254,-1711.810359,-1316.394807,-1704.337563
     L22800,478813.151379,8211578.301768,483.826430,99.842210,22059.802554,383.984220,23711.402704,-1710.377717,-1257.430525,-1654.086958
     L22800,478812.438591,8211558.305735,483.505913,100.369679,22071.808748,383.136234,23710.456690,-1698.128975,-1200.897699,-1603.717647
     L22800,478811.429266,8211538.311331,483.184896,100.897153,22095.243829,382.287743,23709.510846,-1674.445533,-1147.229842,-1553.931462
     L22800,478810.256971,8211518.317607,482.812002,101.428762,22130.229431,381.383240,23708.563980,-1639.207267,-1096.144784,-1504.743261
     L22800,478809.119655,8211498.323380,482.455607,101.942099,22174.694657,380.513508,23707.614635,-1594.487614,-1047.391616,-1455.951311
     L22800,478807.961508,8211478.328970,482.082710,102.473815,22227.782104,379.608895,23706.663194,-1541.143234,-1000.897778,-1407.723070
     L22800,478806.807209,8211458.334221,481.710639,103.005973,22286.145081,378.704666,23705.709489,-1482.521151,-956.551409,-1360.084336
     L22800,478805.674397,8211438.339079,481.366751,103.458274,22346.741379,377.908476,23704.753425,-1421.663831,-914.259013,-1313.061756
     L22800,478804.216595,8211418.344896,481.010480,103.904324,22409.170889,377.106156,23703.796870,-1358.966279,-874.088912,-1267.020534
     L22800,478803.080960,8211398.349045,480.666413,104.356302,22470.480765,376.310111,23702.836269,-1297.390811,-835.597204,-1221.486613
     L22800,478801.642254,8211378.353846,480.323750,104.797629,22529.894593,375.526121,23701.874864,-1237.704509,-799.021173,-1176.988544
     L22800,478800.476510,8211358.357333,480.013156,105.390877,22586.926077,374.622279,23700.909844,-1180.402438,-764.041220,-1133.131028
     L22800,478799.054179,8211338.361126,479.701926,105.992431,22640.771981,373.709495,23699.943621,-1126.279604,-730.757258,-1090.344015
     L22800,478797.637015,8211318.364365,479.397370,106.584510,22690.019564,372.812860,23698.974967,-1076.752785,-698.996465,-1048.468302
     L22800,478796.191669,8211298.367096,479.084605,107.185196,22736.124104,371.899408,23698.004001,-1030.366151,-668.687226,-1007.556112
     L22800,478794.768851,8211278.369220,478.820745,107.957623,22778.028192,370.863122,23697.030539,-988.177945,-639.776777,-967.583091
     L22800,478793.619935,8211258.370508,478.569588,108.785766,22817.236282,369.783822,23696.053903,-948.688067,-612.124882,-928.441304
     L22800,478792.198142,8211238.371592,478.321212,109.601681,22853.012771,368.719530,23695.075700,-912.622777,-585.789265,-890.461484
     L22800,478790.763974,8211218.372078,478.067358,110.419754,22886.033049,367.647605,23694.095109,-879.311084,-560.640628,-853.499385
     L22800,478789.356359,8211198.371954,477.750805,111.397620,22915.993443,366.353185,23693.112048,-849.057358,-536.582722,-817.538667
     L22800,478788.209505,8211178.371421,477.401906,112.434960,22942.086415,364.966945,23692.126193,-822.673485,-513.543682,-782.466124
     L22800,478786.780156,8211158.370180,477.060200,113.475817,22965.124282,363.584382,23691.138429,-799.337189,-491.579184,-748.543389
     L22800,478785.345831,8211138.368286,476.707372,114.522153,22985.183791,362.185219,23690.148248,-778.976757,-470.583508,-715.629096
     L22800,478783.923197,8211118.365752,476.229536,114.307244,23002.815173,361.922293,23689.155635,-761.042277,-450.446709,-683.687708
     L22800,478782.496976,8211098.362565,475.671936,113.350687,23019.233957,362.321249,23688.160605,-744.317930,-431.152319,-652.715803
     L22800,478781.383559,8211078.359576,475.117416,112.389047,23035.192664,362.728369,23687.163193,-728.057521,-412.674054,-622.602004
     L22800,478779.951361,8211058.355152,474.556203,111.428116,23051.899709,363.128087,23686.163418,-711.040093,-395.028058,-593.574288
     L22800,478778.536526,8211038.350076,473.912289,110.316453,23069.643829,363.595836,23685.161229,-692.983546,-378.103474,-565.465960
     L22800,478777.123939,8211018.344309,473.173784,109.072602,23088.875991,364.101183,23684.156626,-673.436613,-361.861288,-538.259386
     L22800,478775.711304,8210998.337829,472.447672,107.818703,23109.500089,364.628969,23683.149606,-652.495352,-346.323394,-511.975672
     L22800,478774.298620,8210978.330614,471.710327,106.574760,23130.887018,365.135567,23682.140169,-630.788867,-331.445441,-486.591979
     L22800,478773.167876,8210958.324252,471.056978,105.117185,23152.159197,365.939793,23681.128901,-609.200907,-317.230056,-462.056008
     L22800,478771.770140,8210938.315781,470.564486,103.270749,23172.514620,367.293737,23680.114756,-588.521564,-303.711432,-438.542842
     L22800,478770.357315,8210918.306453,470.073000,101.437870,23191.523638,368.635129,23679.098159,-569.185905,-290.768166,-415.896538
     L22800,478768.944438,8210898.296343,469.579653,99.594906,23209.165183,369.984747,23678.079142,-551.215324,-278.371671,-394.092286
     L22800,478767.829591,8210878.287654,469.206100,97.972456,23225.665983,371.233644,23677.058710,-534.389980,-266.543823,-373.103780
     L22800,478766.724277,8210858.278550,469.372770,97.447654,23240.790042,371.925116,23676.036088,-518.939389,-255.458952,-353.190548
     L22800,478765.384723,8210838.266964,469.527822,96.858711,23255.050416,372.669111,23675.010298,-504.344726,-244.841557,-334.116209
     L22800,478764.205674,8210818.255948,469.682169,96.269927,23267.941568,373.412241,23673.982827,-491.120791,-234.664533,-315.781835
     L22800,478763.111664,8210798.245185,469.845080,95.704369,23279.130260,374.140711,23672.953485,-479.599133,-224.914088,-298.186619
     L22800,478761.995917,8210778.233617,470.543786,96.922949,23289.306094,373.620837,23671.921814,-469.087600,-215.793384,-281.596777
     L22800,478760.879509,8210758.221457,471.243290,98.104869,23298.888197,373.138421,23670.887906,-459.167569,-207.050549,-265.713131
     L22800,478759.860867,8210738.209755,471.932769,99.276748,23308.539011,372.656021,23669.852315,-449.179082,-198.662532,-250.490904
     L22800,478758.647190,8210718.195269,472.596484,100.382600,23318.726851,372.213884,23668.813384,-438.646431,-190.610643,-235.939880
     L22800,478757.573891,8210698.181773,473.707888,103.656552,23329.610561,370.051335,23667.773041,-427.419267,-183.057758,-222.231575
     L22800,478756.729251,8210678.170279,474.852222,107.144410,23341.141494,367.707813,23666.731989,-415.548669,-175.821618,-209.120395
     L22800,478755.574415,8210658.154757,475.992797,110.618508,23352.807644,365.374289,23665.686740,-403.532604,-168.879105,-196.630413
     L22800,478754.581509,8210638.140500,477.126587,114.089628,23364.212612,363.036959,23664.640393,-391.779812,-162.211709,-184.679592
     L22800,478753.589783,8210618.125684,478.528266,116.840598,23375.291405,361.687668,23663.591894,-380.351087,-155.905195,-173.402744
     L22800,478752.498011,8210598.108902,479.995322,119.349063,23385.672544,360.646258,23662.540446,-369.615139,-149.872294,-162.683717
     L22800,478751.577965,8210578.093905,481.477385,121.881407,23395.471731,359.595978,23661.488182,-359.463692,-144.081973,-152.449319
     L22800,478750.529736,8210558.076454,482.960055,124.423717,23404.595816,358.536338,23660.432707,-349.981666,-138.520142,-142.699853
     L22800,478749.569267,8210538.059672,484.566414,126.457218,23412.984381,358.109196,23659.375810,-341.235465,-133.215377,-133.455169
     L22800,478748.546761,8210518.041328,486.234904,128.259224,23420.576205,357.975680,23658.316200,-333.282110,-128.136761,-124.677157
     L22800,478747.554268,8210498.022787,487.903876,130.061242,23427.489434,357.842634,23657.254690,-326.006057,-123.254740,-116.309925
     L22800,478746.539712,8210478.003200,489.581114,131.872158,23433.880410,357.708955,23656.190797,-319.249469,-118.563304,-108.342967
     L22800,478745.532003,8210457.983038,491.283839,132.996611,23439.951583,358.287227,23655.124791,-312.810730,-114.059192,-100.764628
     L22800,478744.521772,8210437.962112,493.006800,133.676894,23445.930771,359.329907,23654.056580,-306.461748,-109.732737,-93.556127
     L22800,478743.669037,8210417.943335,494.750010,134.357747,23452.048878,360.392263,23652.987886,-299.976433,-105.576004,-86.692157
     L22800,478742.786995,8210397.923453,496.468923,135.039645,23458.221825,361.429278,23651.916787,-293.433329,-101.569816,-80.149180
     L22800,478741.765484,8210377.900219,498.159245,135.024227,23464.673750,363.135018,23650.841994,-286.604884,-97.706958,-73.916381
     L22800,478740.747189,8210357.876272,499.808456,134.493226,23471.270708,365.315230,23649.765047,-279.629343,-93.978140,-67.967168
     L22800,478740.019222,8210337.857448,501.452225,133.957019,23477.930679,367.495205,23648.689415,-272.597722,-90.386949,-62.290922
     L22800,478739.294626,8210317.838175,503.096478,133.421337,23484.567712,369.675141,23647.611821,-265.587160,-86.929557,-56.891491
     L22800,478738.696859,8210297.821092,504.691493,133.466872,23491.103327,371.224621,23646.533834,-258.680080,-83.588141,-51.731814
     L22800,478738.131117,8210277.804242,506.268736,133.929629,23497.528771,372.339107,23645.454338,-251.882292,-80.365898,-46.817640
     L22800,478737.703361,8210257.790041,507.811957,134.390594,23503.607642,373.421363,23644.374775,-245.433673,-77.254198,-42.128121
     L22800,478737.276066,8210237.775540,509.365184,134.851579,23509.392073,374.513605,23643.293398,-239.277700,-74.258999,-37.674913
     L22800,478737.001064,8210217.764186,510.910993,135.690806,23514.935464,375.220187,23642.212319,-233.365995,-71.374770,-33.436020
     L22800,478737.020472,8210197.759390,512.413601,136.754097,23520.050593,375.659504,23641.133696,-227.890657,-68.578382,-29.385084
     L22800,478737.039881,8210177.754510,513.948511,137.840782,23524.933456,376.107729,23640.053514,-222.646029,-65.890539,-25.549805
     L22800,478736.743981,8210157.742156,515.474965,138.919672,23529.517277,376.555293,23638.967113,-217.688190,-63.307827,-21.914376
     L22800,478737.078699,8210137.744493,516.949253,140.114041,23533.815340,376.835212,23637.888479,-213.035951,-60.801844,-18.429826
     L22800,478737.408621,8210117.746709,518.392317,141.353662,23537.933311,377.038655,23636.808390,-208.562258,-58.379619,-15.113473
     L22800,478737.711341,8210097.748272,519.836951,142.595625,23541.854149,377.241325,23635.726493,-204.283369,-56.044556,-11.968916
     L22800,478738.029600,8210077.750190,521.283647,143.844317,23545.738833,377.439330,23634.643443,-200.039780,-53.793326,-8.987367
     L22800,478738.606290,8210057.758249,522.593650,144.801636,23549.650708,377.792014,23633.563179,-195.776730,-51.596042,-6.112605
     L22800,478739.089350,8210037.764081,523.848732,145.661309,23553.591151,378.187423,23632.480126,-191.480532,-49.466716,-3.372880
     L22800,478739.869697,8210017.776948,525.093938,146.522702,23557.570040,378.571235,23631.400730,-187.155233,-47.410931,-0.768470
     L22800,478740.456589,8209997.785225,526.350013,147.382618,23561.551828,378.967395,23630.316912,-182.818912,-45.430002,1.691591
     L22800,478741.429983,8209977.802535,527.444483,148.170198,23565.484400,379.274285,23629.238491,-178.544602,-43.490253,4.074117
     L22800,478742.495445,8209957.821844,528.504310,148.955912,23569.258015,379.548398,23628.160621,-174.431569,-41.612833,6.340583
     L22800,478743.582188,8209937.841458,529.563760,149.736116,23572.848603,379.827645,23627.082120,-170.501347,-39.801372,8.485454
     L22800,478744.628175,8209917.859983,530.628183,150.510491,23576.219862,380.117692,23626.001894,-166.787953,-38.054352,10.512001
     L22800,478746.059762,8209897.886795,531.645457,151.454005,23579.372767,380.191452,23624.927636,-163.306289,-36.360455,12.445423
     L22800,478747.413079,8209877.911444,532.650948,152.391632,23582.274469,380.259316,23623.851103,-160.072068,-34.723946,14.274200
     L22800,478748.679016,8209857.933824,533.670589,153.344182,23585.055640,380.326407,23622.772072,-156.954213,-33.146821,15.996490
     L22800,478750.201762,8209837.961141,534.677948,154.278104,23587.722746,380.399844,23621.696949,-153.959287,-31.622422,17.627989
     L22800,478751.535904,8209817.984053,535.835046,155.151566,23590.430914,380.683480,23620.617438,-150.915300,-30.173690,19.127739
     L22800,478753.049140,8209798.009986,536.981934,156.022207,23593.133604,380.959727,23619.540482,-147.882816,-28.773401,20.545130
     L22800,478754.612675,8209778.036232,538.133293,156.889719,23595.908411,381.243574,23618.463693,-144.779377,-27.422088,21.879095
     L22800,478756.176265,8209758.061725,539.310505,157.671111,23598.766360,381.639394,23617.386114,-141.592034,-26.121055,23.128126
     L22800,478757.739912,8209738.086452,540.598757,159.650841,23601.727474,380.947917,23616.307744,-138.300764,-24.880252,24.276980
     L22800,478759.303618,8209718.110388,541.881414,162.293571,23604.739626,379.587843,23615.228582,-134.957692,-23.681291,25.356736
     L22800,478760.867386,8209698.133521,543.159499,164.883534,23607.750928,378.275964,23614.148626,-131.614707,-22.522834,26.370455
     L22800,478762.158348,8209678.151533,544.500992,167.366677,23610.751588,377.134315,23613.062288,-128.270714,-21.412777,27.304788
     L22800,478763.536754,8209658.170367,545.869758,169.425392,23613.577375,376.444367,23611.976847,-125.104210,-20.344069,28.173994
     L22800,478764.967099,8209638.189244,547.250521,171.562419,23616.238136,375.688102,23610.891612,-122.103972,-19.313285,28.984112
     L22800,478766.021414,8209618.202205,548.638713,173.653950,23618.711089,374.984763,23609.797578,-119.275444,-18.319180,29.736216
     L22800,478767.257973,8209598.217261,550.080925,175.730204,23620.959205,374.350721,23608.706413,-116.678186,-17.365246,30.427572
     L22810,479304.657565,8216560.359553,470.576882,98.830470,23917.598990,371.746412,23859.949371,167.869366,125.650777,81.739878
     L22810,479304.384965,8216540.351712,471.172610,98.962814,23920.787782,372.209796,23859.545569,170.749272,127.316734,82.825488
     L22810,479304.121720,8216520.344275,471.803106,99.110249,23923.928495,372.692858,23859.139262,173.583432,129.008740,83.929810
     L22810,479303.837429,8216500.336721,472.547836,99.310541,23927.036203,373.237295,23858.733030,176.384929,130.729006,85.055999
     L22810,479303.559352,8216480.329503,473.296336,99.508998,23930.108562,373.787338,23858.324558,179.153204,132.476306,86.201306
     L22810,479303.578070,8216460.327222,474.044868,99.717398,23933.140570,374.327471,23857.889430,181.902031,134.234179,87.352858
     L22810,479303.299892,8216440.320334,474.793621,99.924626,23936.138518,374.868994,23857.477619,184.599248,136.037315,88.537734
     L22810,479303.126388,8216420.315266,475.380057,99.970000,23939.086362,375.410057,23857.055356,187.254787,137.862904,89.735089
     L22810,479303.040535,8216400.311639,475.920780,99.970000,23941.935831,375.950780,23856.624141,189.819202,139.712253,90.948021
     L22810,479303.059357,8216380.309668,476.469938,99.970000,23944.669384,376.499938,23856.182636,192.275960,141.584477,92.176883
     L22810,479303.078178,8216360.307742,477.009012,99.970000,23947.165029,377.039012,23855.739578,194.496364,143.486420,93.426683
     L22810,479303.097000,8216340.305861,477.551771,100.023981,23949.436120,377.527790,23855.294969,196.493768,145.418579,94.698123
     L22810,479303.115822,8216320.304022,478.092371,100.456479,23951.544885,377.635892,23854.848807,198.330399,147.381475,95.991529
     L22810,479303.134644,8216300.302224,478.633006,100.862092,23953.585179,377.770914,23854.401094,200.100112,149.375626,97.307397
     L22810,479303.153466,8216280.300466,479.174085,101.260159,23955.721189,377.913926,23853.951828,201.967096,151.401561,98.646198
     L22810,479303.469286,8216260.302935,479.723138,101.681034,23958.073899,378.042105,23853.476860,204.070696,153.438604,99.991988
     L22810,479303.634246,8216240.303268,480.248732,101.889428,23960.673959,378.359305,23853.012728,206.413751,155.518679,101.369057
     L22810,479303.803928,8216220.303671,480.774160,102.023304,23963.640729,378.750856,23852.546741,209.125278,157.631376,102.769851
     L22810,479304.119746,8216200.306136,481.284047,102.165889,23966.959464,379.118158,23852.067521,212.199157,159.766528,104.186095
     L22810,479304.154749,8216180.304664,481.803250,102.298395,23970.714458,379.504855,23851.609439,215.693628,161.957037,105.644223
     L22810,479304.454387,8216160.306880,482.313813,102.451939,23974.896528,379.861874,23851.128654,219.632721,164.161664,107.111567
     L22810,479304.983425,8216140.312318,482.781093,102.724699,23979.542354,380.056394,23850.628188,224.050782,166.382689,108.589043
     L22810,479305.086023,8216120.311818,483.243758,102.992952,23984.410447,380.250806,23850.160315,228.666826,168.673610,110.119635
     L22810,479305.404178,8216100.314313,483.703119,103.261824,23989.526451,380.441294,23849.673873,233.545150,170.982941,111.663110
     L22810,479305.717657,8216080.316736,484.167233,103.541695,23994.577109,380.625537,23849.186411,238.359240,173.329082,113.234209
     L22810,479306.162501,8216060.321024,484.573546,103.630000,23999.428304,380.943546,23848.687230,242.983027,175.701094,114.822630
     L22810,479306.626583,8216040.325586,484.959487,103.630000,24003.947323,381.329487,23848.185220,247.277091,178.108716,116.437087
     L22810,479307.218112,8216020.331992,485.335634,103.630000,24008.137285,381.705634,23847.671949,251.250881,180.542346,118.070493
     L22810,479307.593623,8216000.335324,485.720712,103.630000,24011.903837,382.090712,23847.174242,254.789901,183.034071,119.748708
     L22810,479308.213360,8215980.342195,486.093299,103.639692,24015.358936,382.453607,23846.656240,258.033011,185.541565,121.437935
     L22810,479308.657479,8215960.346547,486.316853,103.780897,24018.453099,382.535956,23846.150580,260.906262,188.106890,123.166829
     L22810,479309.332676,8215940.354315,486.549802,103.921679,24021.356468,382.628123,23845.625804,263.603339,190.689119,124.908351
     L22810,479309.720396,8215920.357861,486.786863,104.058180,24024.179549,382.728683,23845.121890,266.204860,193.340941,126.703934
     L22810,479310.393645,8215900.365681,487.020006,104.193631,24026.907384,382.826375,23844.594790,268.728769,196.004468,128.507905
     L22810,479311.069990,8215880.373612,487.165521,104.156719,24029.614597,383.008802,23844.066254,271.233432,198.710020,130.341226
     L22810,479311.749106,8215860.381644,487.254726,104.023429,24032.285054,383.231296,23843.536311,273.702697,201.457943,132.205276
     L22810,479312.420633,8215840.389625,487.332308,103.881437,24034.766455,383.450871,23843.005745,275.983676,204.249421,134.102720
     L22810,479313.105004,8215820.397863,487.421999,103.747001,24036.988720,383.674998,23842.473010,278.007443,207.082388,136.033010
     L22810,479313.777113,8215800.405967,487.500000,103.621127,24038.826682,383.878873,23841.940003,279.647418,209.960719,137.998476
     L22810,479314.454821,8215780.414218,487.500000,103.555952,24040.358579,383.944048,23841.405376,280.982841,212.884222,139.996420
     L22810,479315.129731,8215760.422476,487.500000,103.489677,24041.678008,384.010323,23840.869761,282.106841,215.853213,142.030356
     L22810,479315.526865,8215740.426281,487.490000,103.423310,24043.053236,384.066690,23840.353597,283.272580,218.903532,144.128415
     L22810,479316.182404,8215720.434289,487.490000,103.357149,24044.692818,384.132851,23839.816945,284.718148,221.968085,146.238667
     L22810,479316.857201,8215700.442657,487.441093,103.290882,24046.783515,384.150211,23839.277663,286.617089,225.078357,148.383601
     L22810,479317.532510,8215680.451084,487.359338,103.224784,24049.322196,384.134554,23838.737145,288.965242,228.237134,150.566276
     L22810,479318.209945,8215660.459596,487.280916,103.148099,24052.275710,384.132817,23838.195272,291.729543,231.444038,152.788278
     L22810,479318.882699,8215640.468078,487.192531,103.081980,24055.537940,384.110551,23837.652543,294.803509,234.700992,155.050790
     L22810,479319.556851,8215620.476629,487.111888,103.011966,24059.119133,384.099921,23837.108513,298.197714,238.007346,157.354455
     L22810,479320.228616,8215600.485185,486.976935,102.809474,24062.978148,384.167461,23836.563456,301.870815,241.366015,159.698767
     L22810,479320.602147,8215580.488648,486.837581,102.611288,24067.160981,384.226293,23836.038734,305.853177,244.821864,162.122150
     L22810,479321.276946,8215560.497304,486.705527,102.403278,24071.608383,384.302249,23835.490979,310.117306,248.284138,164.553463
     L22810,479321.950742,8215540.505983,486.563271,102.204861,24076.295000,384.358410,23834.942096,314.621799,251.799378,167.029122
     L22810,479322.294982,8215520.508946,486.407754,102.040736,24081.171221,384.367018,23834.415547,319.299942,255.422641,169.593184
