amf bx by bz x y z
45.244266003895795 -6.262717071295111 25.923716515012146 36.54836389177326 6912275.0 677321.0 -902.56
46.930802671718034 -6.4284722549916715 26.549356166046557 38.161586327705834 6912144.0 677316.0 -898.28
48.81242309475743 -5.733951320783147 27.29781923300434 40.05750261504973 6912013.0 677311.0 -894.96
50.333740489278675 -4.646563195677534 28.115472934860488 41.48993930773765 6911881.0 677307.0 -891.76
52.395213326451056 -3.656740763675497 28.920859903566367 43.537001377562454 6911750.0 677305.0 -887.06
54.636405879664764 -0.45864847151020705 29.629165948044545 45.902494640817565 6911618.0 677306.0 -880.3
53.78221301984841 3.8687052741386516 30.519552399593397 44.114810190486786 6911486.0 677307.0 -870.69
50.96419885462649 2.834884039649653 31.587459265568576 39.894177702036885 6911352.0 677311.0 -858.92
53.5120266179594 -1.8953818425777067 32.757475572662635 42.27164906339038 6911217.0 677315.0 -844.45
59.99259320977989 -1.6780717374642613 33.36116680894409 49.832999753414995 6911081.0 677320.0 -830.95
63.58633055765915 3.1848299812642686 33.20667638563266 54.133122348504926 6910943.0 677327.0 -824.46
63.55045577033586 8.38670537257598 32.81874657450287 53.770377299118664 6910806.0 677334.0 -820.56
61.384455089564035 10.752473762702994 32.653267064260426 50.854692847909064 6910670.0 677340.0 -817.25
60.21239228782693 11.4330704808411 32.51883471969293 49.36944878035984 6910534.0 677347.0 -813.97
59.59904139887923 13.064299258482848 32.37826426622309 48.30132320813526 6910398.0 677354.0 -809.74
58.01209937657102 14.759958587709422 32.38142583587862 45.81474170397283 6910263.0 677360.0 -805.8
55.198829450951216 15.181308238276207 32.379796771853535 42.04744241857178 6910127.0 677367.0 -801.73
52.32209758135036 13.144316378692803 32.476958820466045 38.859696190563945 6909993.0 677373.0 -798.62
51.56428761625985 10.257053010673438 32.435663921522504 38.750436473395325 6909859.0 677378.0 -796.34
52.663677891480674 9.220451257810808 32.12634067043877 40.698212279986905 6909725.0 677381.0 -795.68
53.63594654983997 10.049217115277651 31.726353264924995 42.06264977597684 6909591.0 677380.0 -796.3
53.90329624374593 11.083491455218606 31.27183144767513 42.48286855911836 6909458.0 677376.0 -795.47
53.98947282858775 11.853532786258972 30.676646686875415 42.817056003916406 6909325.0 677371.0 -792.37
54.249045014910116 12.178698584277313 29.988178350086137 43.53558711062125 6909193.0 677365.0 -787.23
55.60705891216784 12.62715164239071 29.006901766508342 45.73073028248629 6909060.0 677360.0 -782.42
58.01910493619926 15.518081814246807 27.87180635672102 48.46202724626251 6908928.0 677355.0 -778.39
58.814212250794014 20.345312593754674 26.54091439942325 48.38139808838045 6908796.0 677351.0 -775.48
57.696320231984544 25.016248834756766 24.968993215510032 45.60265387401323 6908663.0 677348.0 -768.04
53.89982265182754 27.665518481030887 23.276427400732057 39.97521602859264 6908530.0 677346.0 -757.64
48.34922116426811 25.515159425861658 21.744220261127722 34.83981503825381 6908396.0 677344.0 -747.05
46.28985340433456 22.946311623062748 20.350713061950756 34.67082042528307 6908262.0 677343.0 -736.51
45.83446352902923 23.240757060432312 19.19995656180612 34.52574295039332 6908126.0 677344.0 -727.73
44.05446564426251 23.236937177056387 18.78864200132916 32.37016567113814 6907991.0 677345.0 -720.68
42.11546704988384 22.08406321070927 19.044171355551136 30.386283983331268 6907855.0 677346.0 -714.25
40.93091393083464 20.844410079172825 19.465976661762994 29.35857687743686 6907718.0 677349.0 -708.57
40.52558734637553 20.298278164922543 19.7695752794813 28.97355736834991 6907582.0 677353.0 -701.89
39.548772151105084 19.74016175963518 19.80876230865148 27.965055482920295 6907446.0 677358.0 -696.32
38.15512709092122 17.459284986758817 19.678852234291647 27.635662934266715 6907310.0 677363.0 -694.52
40.30380603674303 16.007963452136153 19.23535742745225 31.59339981389523 6907173.0 677367.0 -692.43
44.43026100781046 19.856669514225082 17.946203968032115 35.463989230807 6907038.0 677373.0 -688.98
43.865763479988814 24.47758340340431 15.91890490675683 32.73593717890691 6906904.0 677382.0 -686.22
40.541948407508514 25.183387146762346 13.823687246973149 28.606856929611105 6906770.0 677390.0 -683.63
38.46013041848905 26.370070247140216 11.712389206770279 25.428742911068333 6906636.0 677393.0 -680.65
34.76761099855768 26.354971429418537 9.431598333303736 20.621522940384 6906503.0 677392.0 -675.66
30.808961837285203 24.226809816261053 7.334075649746753 17.563175965121022 6906370.0 677386.0 -672.4
28.638621754081576 22.738755841754514 5.263458723687613 16.595651267921554 6906237.0 677378.0 -671.32
27.603028276388645 22.6567351422431 3.448787195278837 15.385232842015697 6906106.0 677369.0 -671.56
25.27342923456577 21.819402898512518 2.3765884054896027 12.530431356417049 6905976.0 677359.0 -674.48
21.416710665387967 18.55493540017862 1.9280319559122 10.520102698981711 6905847.0 677349.0 -677.1
20.37386093651128 15.73852246713415 1.8056603405114355 12.81142891119168 6905718.0 677342.0 -679.57
22.341748408514785 17.33541232162582 1.9407939684800866 13.959603159134144 6905589.0 677338.0 -682.39
22.057779942133926 17.612953274381386 2.132610953847884 13.106544298540014 6905461.0 677336.0 -684.92
23.086959315160204 19.283805909023663 2.251835938972441 12.4928681649539 6905332.0 677335.0 -686.46
22.902862788976613 20.359824981228 2.296776321567677 10.234425689462986 6905203.0 677335.0 -688.25
23.188412698452744 21.84354901675977 1.9898616334864272 7.523450040091746 6905074.0 677337.0 -687.65
22.269590977516916 21.81836836400813 1.4626833799277037 4.213554505217102 6904945.0 677341.0 -688.09
22.461885542129934 22.439419739026917 0.7740422796099153 0.6400019006933677 6904816.0 677345.0 -690.2
20.95346159995102 20.6632031074558 0.037255429235422355 -3.4753708282201075 6904687.0 677351.0 -692.15
19.554538639099647 18.701674324942733 -0.8435289485508903 -5.649408619030451 6904559.0 677358.0 -695.4
17.714201409799653 16.43079326526898 -1.926075861825268 -6.333418984674359 6904431.0 677367.0 -700.4
17.479482850691177 15.816547925218583 -3.3559453690056635 -6.641292279151717 6904304.0 677376.0 -702.85
16.755065881799933 14.601933554074876 -4.897420817967458 -6.5978055834934555 6904176.0 677383.0 -702.15
18.097392851916275 15.289977399590587 -6.634887389727794 -7.050566536260085 6904049.0 677388.0 -701.67
18.546598402437922 14.84252658886906 -8.141703898727823 -7.575511493322946 6903921.0 677388.0 -701.09
21.926481310962657 16.957044696116263 -9.22500954803998 -10.398481460890387 6903794.0 677381.0 -700.43
22.349242872881725 14.365480847437386 -10.15426371099947 -13.784503817709343 6903667.0 677367.0 -700.02
24.456704152961414 13.84715398362738 -10.40359552515804 -17.26707574339396 6903540.0 677354.0 -699.13
22.0312979894491 7.965730593885619 -10.883693451721555 -17.42040309678545 6903414.0 677340.0 -697.91
22.838795431761664 10.468120959301825 -10.695150345550715 -17.25232678340373 6903287.0 677328.0 -697.82
21.791989113884167 6.447110906618299 -11.02228120595531 -17.658846720957 6903160.0 677316.0 -698.07
26.11664632515247 11.875074073792867 -10.755446406338901 -20.624795844211505 6903032.0 677305.0 -698.51
27.075134906271966 4.175846354065804 -11.285454643806016 -24.25414914819028 6902905.0 677296.0 -699.5
31.941722801209135 10.985967811035067 -11.02567963839187 -27.89294812807954 6902778.0 677290.0 -701.34
45.864450985544806 -7.464018237736681 -9.23485039472795 -44.30072046975274 6902650.0 677290.0 -701.09
41.377097213707096 -6.159088326179331 -10.762649878754903 -39.47524759149999 6902649.0 677829.0 -606.76
30.849243206647547 12.208795464048132 -11.850289131999904 -25.733087013180764 6902759.0 677829.0 -596.6
24.014770305359228 6.50465302472341 -12.923793554635594 -19.167009208644927 6902870.0 677829.0 -589.85
22.625495855598 13.745653817760044 -13.999694317437767 -11.268479172110219 6902982.0 677830.0 -587.82
19.179726016600316 5.397261348353412 -14.353566820684792 -11.51983417995077 6903093.0 677831.0 -588.03
19.412766251111805 10.40798792899082 -14.463231946029559 -7.703518836586094 6903204.0 677832.0 -588.53
20.355929365323085 3.848116068159648 -14.2190765367249 -14.048975958935713 6903314.0 677833.0 -589.63
20.866168363242164 11.446275934757743 -14.154580101530534 -10.199392704367735 6903424.0 677833.0 -591.47
24.137140926910178 7.205600094723428 -14.100054014006666 -18.217282349531132 6903533.0 677833.0 -595.11
26.03472738164311 17.703403305172593 -15.20796518749767 -11.537518628662767 6903641.0 677833.0 -597.91
26.813676438681515 13.743373649460043 -16.354405834612287 -16.205750050103546 6903748.0 677834.0 -602.57
29.278472914297442 22.117883294972174 -17.713794179693966 -7.3654402789432645 6903854.0 677834.0 -607.54
27.318718447361228 17.08873836840786 -18.216179474498738 -11.06608349576085 6903959.0 677835.0 -614.23
30.447091572195244 23.912054208964193 -18.350195426125424 -4.302252495635994 6904062.0 677836.0 -622.84
27.730949698113207 20.560082329486463 -17.91319461107147 -5.040440912251995 6904163.0 677838.0 -631.06
29.893615127725624 24.513594639883486 -17.1036779092056 0.41964891780433433 6904263.0 677840.0 -638.11
26.97718730480317 21.47348568602842 -16.310626723500743 0.7883547786304419 6904363.0 677839.0 -643.28
30.298658687332505 25.062699088850984 -16.272232244281977 5.00842194920989 6904461.0 677839.0 -649.01
28.140291236511928 22.089216518471076 -16.176391839027147 6.501296143544792 6904558.0 677839.0 -657.64
29.946315874187544 23.567211550022222 -16.61848181964116 8.074307165532673 6904654.0 677839.0 -663.49
30.42709690068959 22.698045697243458 -17.657618925028615 9.940595617379941 6904751.0 677840.0 -665.42
32.76826626881086 24.334754650483557 -18.370057947494384 12.004997349860389 6904847.0 677840.0 -668.47
33.82465254996277 23.762406247938017 -18.840780399751715 14.982662091964528 6904944.0 677840.0 -671.4
34.953274643879105 23.41134199772631 -19.17169904657087 17.495325943338457 6905041.0 677841.0 -674.56
34.908598004977435 20.643104439097293 -19.63523749940527 20.172503615852577 6905138.0 677841.0 -672.22
34.97821365977828 18.81883504751513 -20.681996007774842 21.01385065660031 6905238.0 677841.0 -662.71
35.596814618427175 18.084574297078166 -21.50094668022975 21.858423440999765 6905339.0 677841.0 -653.58
35.71757359480559 18.033100478527132 -21.705084583620437 21.896156143249907 6905443.0 677841.0 -646.73
35.1260849529433 18.05273244193796 -21.19120506615004 21.42133336992745 6905549.0 677841.0 -641.57
33.98468195252839 19.312602576224165 -19.84846784293969 19.698231226054737 6905657.0 677842.0 -639.44
33.046860933828185 21.43831945276943 -17.70111931361923 17.865157476658403 6905765.0 677843.0 -638.85
35.055241306826595 25.653781308744396 -15.594500145851693 18.098757218217774 6905875.0 677844.0 -635.35
39.15516287926042 29.379648783357496 -13.690047406407956 21.966921028634776 6905985.0 677845.0 -630.84
42.95874042246222 30.754522999727556 -11.589311561229685 27.664066065574417 6906097.0 677844.0 -626.96
44.575543038440664 29.709437224243608 -9.940687592233994 31.709795129962746 6906209.0 677844.0 -625.75
44.771444484814324 28.33878043866651 -9.055929635854673 33.45722497363331 6906323.0 677846.0 -626.9
44.840221941587544 27.057034185247957 -9.280867077202167 34.53154950424984 6906436.0 677849.0 -626.63
45.54359292675648 26.24566325761297 -10.304347190100971 35.76596770439668 6906550.0 677851.0 -625.51
45.89479964345508 25.108136964150052 -11.375660185144529 36.69480137368895 6906663.0 677850.0 -626.06
46.501166231621234 24.54666852712449 -12.985847359015095 37.29862321170458 6906775.0 677848.0 -626.08
47.99469897438279 24.751545213972243 -14.826043969806529 38.35414657331945 6906887.0 677846.0 -625.6
49.461018016111865 25.052839583315976 -15.931996687058382 39.55905728864553 6906998.0 677845.0 -627.31
50.27770603057508 24.89990164807375 -15.634387300930488 40.784905974363646 6907108.0 677844.0 -629.71
51.09870779137157 24.828267197830947 -14.497825477575384 42.24272886927235 6907219.0 677844.0 -630.82
51.84124644994699 24.656547359821992 -12.48442527970047 43.860102954878855 6907329.0 677844.0 -631.03
52.143037622361284 23.840638444579586 -9.595267756003079 45.370157237246005 6907439.0 677844.0 -632.15
50.38355536203499 20.90199985364581 -6.498598085053769 45.3803622282411 6907548.0 677844.0 -631.89
46.63725049097062 19.609343523890182 -3.2385592116610615 42.19026563263345 6907657.0 677843.0 -630.88
45.55603121270909 19.859508633374254 -0.2971706717242728 40.99833638437205 6907766.0 677842.0 -631.05
42.218483777514216 17.969357121134376 1.9145383024471674 38.15543369185877 6907874.0 677841.0 -630.95
39.66523147009537 18.740560185080216 2.9975364982488872 34.83011292642182 6907982.0 677839.0 -628.02
38.590706640364324 21.808888180813774 3.1732176071309777 31.67878983384962 6908091.0 677837.0 -626.18
43.63598093843019 27.678657756867793 2.4481605513339346 33.6451667725413 6908199.0 677836.0 -624.87
49.926493321373876 31.299385963644582 1.201066828040351 38.87879386172595 6908308.0 677835.0 -621.91
59.56846666837392 34.51207660903363 -0.6533509926601693 48.54783127837699 6908416.0 677834.0 -618.83
64.203144282735 31.475223873420063 -2.3666992167897383 55.90843185714496 6908525.0 677831.0 -618.49
67.1240682055407 29.273743355959304 -4.6003959451067375 60.228936895314305 6908634.0 677828.0 -620.66
66.89527303502247 26.6777253581582 -7.007342238441668 60.94402086257715 6908741.0 677827.0 -623.84
70.11933651785576 25.26546674070004 -8.404161777334451 64.86715354398765 6908847.0 677827.0 -628.46
67.84537958576438 18.99958517103026 -9.325713295533772 64.4596181030785 6908953.0 677829.0 -630.38
66.7037747595997 19.56666614483739 -9.021719116595852 63.12802648061424 6909059.0 677831.0 -632.07
66.5079503856372 17.13731788160319 -7.814007435331887 63.785273285640486 6909163.0 677834.0 -636.63
62.211010885013025 15.950392044834267 -5.709404758928969 59.859815955697826 6909266.0 677837.0 -644.43
61.04580750856002 15.886764264439956 -3.9469181791170205 58.81006012975698 6909369.0 677841.0 -651.25
59.39361365666455 14.13424725295662 -2.42901520422191 57.63613695353876 6909470.0 677845.0 -655.31
58.40809296546673 13.21850820655257 -1.5590253798874818 56.87130915075521 6909571.0 677851.0 -655.6
56.899888660755806 11.396092147303065 -0.49306894950304336 55.74480510673278 6909672.0 677857.0 -654.1
54.090508926332234 11.282486073503536 1.6696737503777221 52.874387499791666 6909774.0 677862.0 -655.52
53.10451627358883 12.697936491588223 4.359731749103007 51.379419971261996 6909875.0 677864.0 -657.97
55.053974208020314 14.13503773499141 6.099995352868349 52.857646949355576 6909977.0 677866.0 -658.5
56.47388490694759 12.644010572997935 7.240017248506403 54.561990646918375 6910078.0 677866.0 -658.87
55.46214180610544 11.07165991864662 8.024744561808879 53.750079023980064 6910180.0 677863.0 -659.84
54.49730623186304 10.64934932505071 8.203928638922278 52.813287157399806 6910281.0 677859.0 -660.63
54.66544523873133 10.473194821830855 7.845763672686081 53.07605002037236 6910382.0 677854.0 -656.95
55.44356356443978 10.429791436071483 7.173209042285592 53.979192874289964 6910484.0 677850.0 -652.55
56.39171167082285 10.149018115835462 6.560538380317121 55.08159322868255 6910586.0 677846.0 -648.58
57.70687913649917 10.144540598772672 6.042325809624984 56.485949531938616 6910689.0 677841.0 -645.76
59.43166381816703 9.597770651547561 5.4893082350536 58.3941174932586 6910792.0 677836.0 -644.64
61.48855649022639 7.901521078136492 5.254823419670554 60.75191663422322 6910895.0 677832.0 -644.94
63.04912912279272 3.519509091463634 6.089101434466746 62.65563488321277 6910997.0 677828.0 -644.6
61.40484355788538 -0.8782621408064353 8.307440661410435 60.833953493403236 6911100.0 677823.0 -644.18
60.212886681220574 -3.113766645583304 11.248702497291719 59.07082928053225 6911202.0 677818.0 -642.33
57.57823767091182 -4.163883401618286 13.95307399390549 55.70661768969944 6911304.0 677814.0 -640.97
56.52307803565478 -3.5361897705783005 14.776236087922276 54.44278243812636 6911405.0 677811.0 -640.47
53.67614048077075 -7.131300152122606 13.9583494456699 51.33650841072403 6911507.0 677808.0 -639.9
47.87631570533427 -8.64568726963357 12.703147354911355 45.34339802476146 6911608.0 677807.0 -638.71
44.02402960546373 -7.385037224993059 12.419375760501632 41.58528001117317 6911709.0 677807.0 -637.69
45.19443983171404 -7.203532344879807 12.277461957301309 42.89417724290455 6911810.0 677810.0 -638.98
43.563294690668656 -9.035199122421155 11.352637195104599 41.07606906509638 6911910.0 677813.0 -641.99
45.03858915554578 -8.761008759421571 9.206383255063871 43.208352734167775 6912010.0 677817.0 -643.17
45.07867531668043 -12.85857921944201 6.316823742866092 42.74156813414303 6912110.0 677821.0 -644.15
43.361340248374184 -12.663879962427501 3.6835047954724054 41.30694572168504 6912209.0 677824.0 -648.76
40.76546501585202 -14.523197898166565 1.3878589170238524 38.06538727500067 6912309.0 677826.0 -654.16
34.15687054922678 -10.340402481291616 -0.6186307170175724 32.54819777311021 6912408.0 677828.0 -657.84
33.06295805455652 -5.219833587211557 -1.6734742087214376 32.60539858231955 6912506.0 677828.0 -662.06
32.730084427722666 -2.89187716093363 -0.9633736422084507 32.58784105088004 6912605.0 677828.0 -666.79
33.924472704145245 -0.6513423141647721 2.8468588062970817 33.798535417693515 6912703.0 677826.0 -669.64
38.380451770923706 0.0834282579646981 10.130124481372794 37.01935569209525 6912802.0 677821.0 -670.81
43.994304504028726 0.8086320092931629 18.302279245086822 39.99839393652716 6912900.0 677815.0 -672.31
47.940511237312634 2.228537627555542 22.980127799809004 42.01475888353893 6912998.0 677810.0 -677.25
