 GPSALT IGRF LAT mag_res1 mag_res2 LONG Line MAGIGRF MDT X Y
41 1087.88 22762.942000000003 -27.82845 22.093229845729923 21.466691830838506 -49.19951 12050 -31.939 809.22 6920500.0 677325.0
42 1085.86 22762.953999999998 -27.829621999999997 15.778985226076628 15.050592637316335 -49.199488 12050 -38.308 817.72 6920370.0 677325.0
43 1083.96 22762.967 -27.830788000000002 10.405544764904505 9.57625488504101 -49.199458 12050 -43.735 828.1 6920241.0 677326.0
44 1079.73 22762.98 -27.831951 7.098329657446797 6.16831627252386 -49.199418 12050 -47.095 803.16 6920112.0 677328.0
45 1074.82 22762.993 -27.833113 8.025339903703603 6.994776799764985 -49.19937 12050 -46.22 800.59 6919983.0 677331.0
46 1071.35 22763.007 -27.834273 10.379575503674928 9.248636466764339 -49.199315999999996 12050 -43.917 828.08 6919854.0 677335.0
47 1070.25 22763.022 -27.835427000000003 12.425389908412917 11.194858435252321 -49.199256 12050 -41.922 842.72 6919726.0 677339.0
48 1071.45 22763.036 -27.836574 12.920783117917324 11.591442705228921 -49.199194 12050 -41.477 875.96 6919599.0 677343.0
49 1072.5 22763.05 -27.837715000000003 11.92975513218839 10.502389276694132 -49.199132 12050 -42.518 893.49 6919473.0 677347.0
50 1073.7 22763.064 -27.838852000000003 10.856952500173982 9.331734987917585 -49.199065000000004 12050 -43.64 891.79 6919347.0 677352.0
51 1075.0 22763.078999999998 -27.839985 9.83114986815957 8.208080699141085 -49.198992 12050 -44.715 898.4 6919221.0 677357.0
52 1076.66 22763.093999999997 -27.841114 9.313151394626217 7.5931878516113755 -49.198914 12050 -45.281000000000006 891.71 6919096.0 677363.0
53 1078.4 22763.109 -27.842238000000002 9.477927567378352 7.660895864323507 -49.198842 12050 -45.165 895.77 6918971.0 677368.0
54 1080.96 22763.123 -27.843356 9.772282544897031 7.858966178524199 -49.198778999999995 12050 -44.919 889.71 6918847.0 677373.0
55 1084.31 22763.137000000002 -27.844465999999997 9.58299097346773 7.573999654455342 -49.19872 12050 -45.157 886.23 6918724.0 677377.0
56 1089.14 22763.151 -27.845567 6.905052853090453 4.800996292116878 -49.198664 12050 -47.88399999999999 904.87 6918602.0 677380.0
57 1094.94 22763.164 -27.846658 2.5949188911943466 0.3967543710252599 -49.198614 12050 -52.242 930.53 6918481.0 677384.0
58 1102.54 22763.176 -27.847739 -2.1085376807932974 -4.400721807610587 -49.198586 12050 -56.996 974.1 6918361.0 677384.0
59 1111.35 22763.186 -27.848810999999998 -6.7170619969623715 -9.10187252302741 -49.198582 12050 -61.655 1022.9 6918243.0 677383.0
60 1116.92 22763.196 -27.849877000000003 -11.038615825327021 -13.517183819449365 -49.198592 12050 -66.029 1025.31 6918124.0 677380.0
61 1118.34 22763.206000000002 -27.850945 -16.1903654952105 -18.761733674624416 -49.198602 12050 -71.232 975.97 6918006.0 677378.0
62 1114.14 22763.216 -27.85202 -21.081919323575164 -23.74704497104632 -49.198609999999995 12050 -76.176 925.66 6917887.0 677375.0
63 1106.05 22763.227000000003 -27.853107 -25.96182660299184 -28.721319429198672 -49.198617 12050 -81.108 895.19 6917767.0 677373.0
64 1096.28 22763.237 -27.85421 -30.038695650422767 -32.895079931575104 -49.198625 12050 -85.23899999999999 875.23 6917644.0 677370.0
65 1087.53 22763.248 -27.855325 -32.10233934413921 -35.055441294193336 -49.198628 12050 -87.35600000000001 855.38 6917521.0 677368.0
66 1080.08 22763.257999999998 -27.856447999999997 -32.299366001103216 -35.35092639954706 -49.198637 12050 -87.60799999999999 841.25 6917396.0 677365.0
67 1074.54 22763.269 -27.857577000000003 -31.817167304352736 -34.96701236514254 -49.198639 12050 -87.18 826.49 6917271.0 677363.0
68 1068.17 22763.281000000003 -27.858709 -31.7255179001732 -34.9733000512216 -49.198627 12050 -87.141 819.16 6917146.0 677363.0
69 1060.62 22763.292999999998 -27.859846 -32.12867265447473 -35.4753491785475 -49.198615999999994 12050 -87.598 790.79 6917020.0 677362.0
70 1053.32 22763.304 -27.86099 -31.293856920971955 -34.740558886878496 -49.19863 12050 -86.819 765.12 6916893.0 677359.0
71 1047.32 22763.314 -27.862143 -29.470070699664646 -33.01792917621455 -49.198658 12050 -85.053 748.86 6916765.0 677354.0
72 1040.8 22763.322999999997 -27.863298999999998 -28.608284478357447 -32.25729946555061 -49.198693 12050 -84.249 734.29 6916637.0 677349.0
73 1035.33 22763.333 -27.864457 -28.464498257050145 -32.21466975488667 -49.198721 12050 -84.163 725.16 6916509.0 677344.0
74 1032.26 22763.343999999997 -27.865615999999996 -28.78948668202844 -32.64064090446451 -49.198739 12050 -84.545 723.01 6916381.0 677340.0
75 1031.23 22763.355 -27.866776 -30.184603204344235 -34.13717607601452 -49.198739 12050 -85.99600000000001 720.54 6916252.0 677338.0
76 1028.82 22763.367000000002 -27.867935 -31.469140921893363 -35.522348946075894 -49.198747 12050 -87.336 715.03 6916124.0 677336.0
77 1025.78 22763.377 -27.869096999999996 -32.568708151638184 -36.723682397142404 -49.198763 12050 -88.493 700.98 6915995.0 677332.0
78 1021.02 22763.388 -27.870259000000004 -34.76405002766851 -39.02061670845064 -49.198782 12050 -90.745 690.59 6915866.0 677329.0
79 1016.86 22763.398999999998 -27.871421 -36.626038452646675 -40.98358785802847 -49.198796 12050 -92.664 669.99 6915738.0 677325.0
80 1012.57 22763.41 -27.872582 -36.93815497496248 -41.39712302957849 -49.198805 12050 -93.03200000000001 649.58 6915609.0 677323.0
81 1010.45 22763.422000000002 -27.873741 -35.492496850992765 -40.05305734088669 -49.198808 12050 -91.64299999999999 630.68 6915480.0 677320.0
82 1007.86 22763.432999999997 -27.874896999999997 -33.09203456854201 -37.75323021094813 -49.198808 12050 -89.29799999999999 609.11 6915352.0 677318.0
83 1005.21 22763.446 -27.876049 -31.358317420181066 -36.11884336024617 -49.198785 12050 -87.617 599.15 6915225.0 677319.0
84 1002.13 22763.46 -27.877194 -30.29914956439105 -35.15865823002779 -49.198737 12050 -86.609 606.37 6915098.0 677322.0
85 999.1 22763.475 -27.878335999999997 -29.018756354886634 -33.977073960051186 -49.198678 12050 -85.37899999999999 601.5 6914971.0 677326.0
86 998.84 22763.49 -27.879476 -27.685784340615577 -32.74212738858598 -49.198612 12050 -84.096 607.25 6914845.0 677330.0
87 998.36 22763.505 -27.880613 -27.602586972629993 -32.75678167736254 -49.198544 12050 -84.06200000000001 614.72 6914719.0 677335.0
88 994.32 22763.52 -27.881751 -29.41596840941105 -34.6687982676277 -49.198474 12050 -85.925 626.03 6914592.0 677340.0
89 989.13 22763.535 -27.882892 -32.36377104142547 -37.71445255640421 -49.198408 12050 -88.92200000000001 627.48 6914466.0 677345.0
90 984.19 22763.549 -27.884037 -34.69960318563545 -40.14926742618582 -49.198357 12050 -91.309 617.59 6914339.0 677348.0
91 979.25 22763.564 -27.885184999999996 -36.212660683560074 -41.76148143572568 -49.198312 12050 -92.874 610.36 6914212.0 677350.0
92 973.55 22763.577999999998 -27.886334 -36.91107163253661 -42.559658606995924 -49.198268 12050 -93.624 604.47 6914084.0 677353.0
93 967.29 22763.592 -27.887483000000003 -36.608129130461236 -42.35587261653578 -49.198223999999996 12050 -93.37299999999999 593.79 6913957.0 677355.0
94 962.83 22763.605 -27.888633000000002 -35.449990786866806 -41.29784806732248 -49.198195 12050 -92.26799999999999 587.89 6913829.0 677356.0
95 957.99 22763.618 -27.889784000000002 -34.07027363850597 -40.01746121662057 -49.198173 12050 -90.941 602.53 6913702.0 677357.0
96 950.37 22763.63 -27.890938000000002 -32.81358600234057 -38.861234946923716 -49.198159999999994 12050 -89.73899999999999 588.86 6913574.0 677356.0
97 943.77 22763.642999999996 -27.892097999999997 -31.178898366175304 -37.32700867722687 -49.19815 12050 -88.15899999999999 585.37 6913446.0 677355.0
98 938.72 22763.655 -27.893262 -29.526789534776597 -35.776144709018666 -49.198142 12050 -86.56200000000001 591.7 6913317.0 677354.0
99 933.89 22763.667 -27.894428 -27.101484861858914 -33.45304218205733 -49.198142 12050 -84.193 592.49 6913187.0 677352.0
100 927.81 22763.679 -27.895597 -24.002826737889237 -30.455976493365576 -49.19815 12050 -81.15100000000001 607.77 6913058.0 677349.0
101 921.64 22763.69 -27.896769 -27.570747418685976 -34.126273106162486 -49.198163 12050 -84.77600000000001 613.86 6912928.0 677346.0
102 916.22 22763.702 -27.897945 -35.112668099482825 -41.77056971895932 -49.198181 12050 -92.375 592.41 6912798.0 677343.0
103 911.29 22763.713 -27.899124 -36.418618292475365 -43.1800269127613 -49.198206 12050 -93.74 542.29 6912667.0 677338.0
104 907.68 22763.722999999998 -27.900303000000005 -34.17656848546781 -41.04148410656323 -49.198238 12050 -91.557 496.26 6912536.0 677333.0
105 905.46 22763.732999999997 -27.901484000000004 -33.22716522740822 -40.19497813863482 -49.198279 12050 -90.667 505.3 6912406.0 677327.0
106 902.56 22763.743 -27.902665999999996 -33.74134077411517 -40.81283447219503 -49.198322 12050 -91.241 512.88 6912275.0 677321.0
107 898.28 22763.754 -27.903848999999997 -35.141290967107615 -42.31629166599696 -49.198357 12050 -92.7 501.52 6912144.0 677316.0
108 894.96 22763.765 -27.905033000000003 -35.87824116010005 -43.156748859798945 -49.198389 12050 -93.49600000000001 520.85 6912013.0 677311.0
109 891.76 22763.776 -27.906218 -36.243544804144506 -43.626169215331316 -49.198405 12050 -93.92 527.68 6911881.0 677307.0
110 887.06 22763.789 -27.907403000000002 -36.5828189359935 -44.06842898985856 -49.198402 12050 -94.316 527.44 6911750.0 677305.0
111 880.3 22763.802000000003 -27.908593 -36.11399581146536 -43.702853646599806 -49.198378000000005 12050 -93.902 531.69 6911618.0 677306.0
112 870.69 22763.817000000003 -27.909789 -31.794172686937216 -39.48627830334105 -49.198341 12050 -89.637 555.68 6911486.0 677307.0
113 858.92 22763.832000000002 -27.910994 -30.091831110798715 -37.88823014378486 -49.19829 12050 -87.988 589.61 6911352.0 677311.0
114 844.45 22763.847999999998 -27.912211 -35.770068339426764 -43.671544285717346 -49.198226 12050 -93.72 590.01 6911217.0 677315.0
115 830.95 22763.865 -27.913441 -39.84265901910683 -47.84982158938018 -49.19815 12050 -97.846 575.43 6911081.0 677320.0
116 824.46 22763.882999999998 -27.914679 -39.037956600890936 -47.152025216503844 -49.198063 12050 -97.094 561.3 6910943.0 677327.0
117 820.56 22763.901 -27.915915000000002 -34.53367537790864 -42.75386654213891 -49.197974 12050 -92.64200000000001 553.97 6910806.0 677334.0
118 817.25 22763.917999999998 -27.917146000000002 -31.063040703874165 -39.388744706043546 -49.197886 12050 -89.22399999999999 541.69 6910670.0 677340.0
119 813.97 22763.936 -27.918371999999998 -29.5361806761252 -37.96722373018993 -49.197798 12050 -87.749 505.58 6910534.0 677347.0
120 809.74 22763.953999999998 -27.919596000000002 -27.62332064837622 -36.15970275433635 -49.197709 12050 -85.88799999999999 467.26 6910398.0 677354.0
121 805.8 22763.971 -27.920817 -24.818107169575235 -33.459218616752345 -49.197621000000005 12050 -83.135 481.77 6910263.0 677360.0
122 801.73 22763.988999999998 -27.922034999999997 -22.20024714182626 -30.94669764089877 -49.197534000000005 12050 -80.569 517.87 6910127.0 677367.0
123 798.62 22764.006 -27.923247999999997 -21.833454858258712 -30.683851201826116 -49.197452 12050 -80.25399999999999 535.7 6909993.0 677373.0
124 796.34 22764.022999999997 -27.924458 -23.927887928405596 -32.88240390251172 -49.197378 12050 -82.40100000000001 554.06 6909859.0 677378.0
125 795.68 22764.037999999997 -27.925665999999996 -25.7807717059816 -34.839754882713734 -49.197328999999996 12050 -84.30799999999999 574.91 6909725.0 677381.0
126 796.3 22764.052000000003 -27.926871000000002 -25.884556898415703 -35.04870242194874 -49.19732 12050 -84.469 596.38 6909591.0 677380.0
127 795.47 22764.064 -27.928072999999998 -25.17343934722672 -34.442485078969746 -49.197338 12050 -83.81700000000001 618.35 6909458.0 677376.0
128 792.37 22764.075 -27.929273 -24.654547149752332 -34.02866687574896 -49.197371999999994 12050 -83.35799999999999 591.91 6909325.0 677371.0
129 787.23 22764.086 -27.93047 -24.60330150122585 -34.081885510797804 -49.197409 12050 -83.367 538.35 6909193.0 677365.0
130 782.42 22764.097 -27.931665999999996 -25.326409303751483 -34.91006730757703 -49.197443 12050 -84.15 497.01 6909060.0 677360.0
131 778.39 22764.107999999997 -27.932859000000004 -24.467938301510458 -34.15588680286757 -49.197472 12050 -83.351 464.88 6908928.0 677355.0
132 775.48 22764.12 -27.934053999999996 -20.381241945554926 -30.173307158399957 -49.197492 12050 -79.32300000000001 433.86 6908796.0 677351.0
133 768.04 22764.132 -27.93525 -14.756899040651518 -24.653690675662723 -49.197503000000005 12050 -73.757 410.33 6908663.0 677348.0
134 757.64 22764.145 -27.936452000000003 -8.887330782033466 -18.888675053167262 -49.197507 12050 -67.945 413.53 6908530.0 677346.0
135 747.05 22764.158 -27.937659999999997 -7.013341328182086 -17.12002173216048 -49.197505 12050 -66.12899999999999 441.36 6908396.0 677344.0
136 736.51 22764.172000000002 -27.938874 -8.482126520616198 -18.69396927139543 -49.197493 12050 -67.655 468.73 6908262.0 677343.0
137 727.73 22764.187 -27.940094000000002 -7.842618615154343 -18.160843134091166 -49.197472 12050 -67.072 499.96 6908126.0 677344.0
138 720.68 22764.201 -27.941318 -6.420531904925944 -16.844354695298335 -49.197441999999995 12050 -65.706 531.22 6907991.0 677345.0
139 714.25 22764.217 -27.942545000000003 -6.111023999464088 -16.64122855799407 -49.197404 12050 -65.453 540.59 6907855.0 677346.0
140 708.57 22764.232999999997 -27.943772999999997 -6.511644191339727 -17.148666442662012 -49.197355 12050 -65.90899999999999 544.97 6907718.0 677349.0
141 701.89 22764.249 -27.945002000000002 -6.717460224734317 -17.460342886083126 -49.197297 12050 -66.169 535.18 6907582.0 677353.0
142 696.32 22764.266 -27.94623 -6.524050904414388 -17.372620189745952 -49.197225 12050 -66.029 510.3 6907446.0 677358.0
143 694.52 22764.284 -27.947460999999997 -7.949641584094451 -18.903897493408834 -49.197155 12050 -67.508 492.01 6907310.0 677363.0
144 692.43 22764.301 -27.948689 -11.29103642225558 -22.351936238318565 -49.19709 12050 -70.904 468.39 6907173.0 677367.0
145 688.98 22764.318 -27.949909 -10.32582294345459 -21.49145210073455 -49.197005 12050 -69.991 425.21 6907038.0 677373.0
146 686.22 22764.337000000003 -27.95112 -4.6433545987435 -15.91240824238723 -49.196895 12050 -64.358 388.91 6906904.0 677382.0
147 683.63 22764.356 -27.952327 -1.018111607746917 -12.390763523798192 -49.196797 12050 -60.783 342.38 6906770.0 677390.0
148 680.65 22764.372000000003 -27.953533 2.3480046146771727 -9.129114504000228 -49.196740999999996 12050 -57.471000000000004 335.97 6906636.0 677393.0
149 675.66 22764.386000000002 -27.954736999999998 5.8537982270096265 -5.727699741746541 -49.196737 12050 -54.022 366.49 6906503.0 677392.0
150 672.4 22764.397 -27.955938 6.625465070769572 -5.061280678284 -49.196778 12050 -53.31100000000001 421.02 6906370.0 677386.0
151 671.32 22764.407000000003 -27.957134000000003 6.654681207100396 -5.137659894337894 -49.196838 12050 -53.343999999999994 439.75 6906237.0 677378.0
152 671.56 22764.416 -27.958321 7.77782959924987 -4.118713647172733 -49.196914 12050 -52.283 449.07 6906106.0 677369.0
153 674.48 22764.425 -27.959497 9.222331442451377 -2.777804238277227 -49.196996999999996 12050 -50.901 453.47 6905976.0 677359.0
154 677.1 22764.433999999997 -27.960663 8.070412090419431 -4.032532527893039 -49.197074 12050 -52.115 460.35 6905847.0 677349.0
155 679.57 22764.444 -27.961826000000002 4.672168799531043 -7.533063398234233 -49.197126000000004 12050 -55.573 486.98 6905718.0 677342.0
156 682.39 22764.456000000002 -27.962987 5.153601569786332 -7.153396849300677 -49.197151 12050 -55.148999999999994 548.57 6905589.0 677338.0
157 684.92 22764.468999999997 -27.964147999999998 5.947063852237072 -6.46056971936207 -49.197151 12050 -54.411 557.63 6905461.0 677336.0
158 686.46 22764.482000000004 -27.965309 7.514172683635813 -4.9947057511538375 -49.197142 12050 -52.898999999999994 541.84 6905332.0 677335.0
159 688.25 22764.496 -27.96647 9.831506868749052 -2.7784426431873968 -49.197117999999996 12050 -50.636 562.03 6905203.0 677335.0
160 687.65 22764.512000000002 -27.967633000000003 12.539291761291452 -0.17138125570455287 -49.197078000000005 12050 -47.981 581.04 6905074.0 677337.0
161 688.09 22764.527000000002 -27.968797 14.83152736126278 2.0204784112948033 -49.197024 12050 -45.74 578.02 6904945.0 677341.0
162 690.2 22764.543999999998 -27.969960999999998 17.48276296123411 4.571338078294161 -49.19696 12050 -43.14 549.91 6904816.0 677345.0
163 692.15 22764.561 -27.971123 19.04644926863447 6.034996024809907 -49.196884000000004 12050 -41.626000000000005 540.05 6904687.0 677351.0
164 695.4 22764.578999999998 -27.972281 18.83293973451601 5.722415412572566 -49.196785999999996 12050 -41.888000000000005 538.34 6904559.0 677358.0
165 700.4 22764.597999999998 -27.973433 18.234880907826486 5.02563307985168 -49.196678000000006 12050 -42.533 507.27 6904431.0 677367.0
166 702.85 22764.616 -27.974582 17.846400885903606 4.539213048619409 -49.196573 12050 -42.968 488.99 6904304.0 677376.0
167 702.15 22764.634 -27.975731 17.899891351785037 4.4936324363820646 -49.196476000000004 12050 -42.963 473.56 6904176.0 677383.0
168 701.67 22764.651 -27.976879999999998 18.314509915004088 4.809615846116891 -49.196404 12050 -42.598 456.08 6904049.0 677388.0
169 701.09 22764.665 -27.97803 19.638422904883875 6.033241255571959 -49.196387 12050 -41.328 420.71 6903921.0 677388.0
170 700.43 22764.675 -27.979179 21.93833722352869 8.232434988208077 -49.196446 12050 -39.086999999999996 369.9 6903794.0 677381.0
171 700.02 22764.682 -27.980325 23.746674066171742 9.938834742536649 -49.196560999999996 12050 -37.343 335.53 6903667.0 677367.0
172 699.13 22764.689 -27.98147 23.471236262529438 9.561633636623405 -49.196683 12050 -37.681999999999995 329.3 6903540.0 677354.0
173 697.91 22764.696 -27.982616999999998 21.553151909939146 7.542395692440543 -49.196799 12050 -39.664 345.2 6903414.0 677340.0
174 697.82 22764.702999999998 -27.983764 20.293939460011245 6.18159372628552 -49.196907 12050 -40.986000000000004 389.22 6903287.0 677328.0
175 698.07 22764.711 -27.984913 21.080727010083457 6.866791760130496 -49.197005 12050 -40.262 435.4 6903160.0 677316.0
176 698.51 22764.718999999997 -27.98606 22.49116110910353 8.175026632245078 -49.197097 12050 -38.914 476.2 6903032.0 677305.0
177 699.5 22764.729 -27.987209000000004 24.105624720319305 9.688422085364735 -49.197169 12050 -37.36 458.62 6902905.0 677296.0
178 701.34 22764.74 -27.988359000000003 25.43376439267852 10.916014957759067 -49.197210999999996 12050 -36.09 461.1 6902778.0 677290.0
179 701.09 22764.754 -27.989511 26.19267738255843 11.574640367214144 -49.197196000000005 12050 -35.385 505.73 6902650.0 677290.0
180 606.76 22765.04 -27.989446 26.23556422991799 11.71041439540955 -49.191715 12060 -34.925 372.77 6902649.0 677829.0
181 596.6 22765.027000000002 -27.988457 25.260232754239972 10.821267559159118 -49.191734000000004 12060 -35.854 345.97 6902759.0 677829.0
182 589.85 22765.015 -27.987454 22.866480083328497 8.514483024397308 -49.191747 12060 -38.201 336.1 6902870.0 677829.0
183 587.82 22765.002999999997 -27.986447 19.667531570898205 5.403459930882349 -49.191753999999996 12060 -41.352 331.89 6902982.0 677830.0
184 588.03 22764.991 -27.985442 16.842004253701248 2.665074535878702 -49.191758 12060 -44.13 324.85 6903093.0 677831.0
185 588.53 22764.979 -27.984443 15.734476936504407 1.6446891408751227 -49.191767999999996 12060 -45.19 307.43 6903204.0 677832.0
186 589.63 22764.967999999997 -27.983449 16.686370814540908 2.6829414443829194 -49.191778 12060 -44.191 301.21 6903314.0 677833.0
187 591.47 22764.956000000002 -27.982460999999997 18.285039338863 4.367794608132485 -49.191793 12060 -42.54600000000001 316.59 6903424.0 677833.0
188 595.11 22764.944 -27.981477 21.47612905841845 7.644285470393385 -49.191807 12060 -39.309 373.67 6903533.0 677833.0
189 597.91 22764.932 -27.9805 24.24463997320735 10.497414031165711 -49.19182 12060 -36.495 401.81 6903641.0 677833.0
190 602.57 22764.92 -27.979531 25.640797436944105 11.977579430207577 -49.191836 12060 -35.053000000000004 417.39 6903748.0 677834.0
191 607.54 22764.908 -27.978574 25.74715074219992 12.166983388002606 -49.19185 12060 -34.902 433.21 6903854.0 677834.0
192 614.23 22764.897 -27.977629999999998 25.514150596403596 12.016424184067176 -49.191857 12060 -35.09 455.68 6903959.0 677835.0
193 622.84 22764.887000000002 -27.976701000000002 25.357992841074186 11.941140377154568 -49.191856 12060 -35.202 477.37 6904062.0 677836.0
194 631.06 22764.877 -27.975786 24.551902829926213 11.214531107022886 -49.191848 12060 -35.964 533.66 6904163.0 677838.0
195 638.11 22764.866 -27.974882 22.628234014011575 9.369559535402573 -49.191852000000004 12060 -37.844 564.73 6904263.0 677840.0
196 643.28 22764.855 -27.973986 21.3198891369535 8.139390544507535 -49.191868 12060 -39.111 566.36 6904363.0 677839.0
197 649.01 22764.845 -27.973097999999997 20.07261200407674 6.968896090393528 -49.191883000000004 12060 -40.317 576.8 6904461.0 677839.0
198 657.64 22764.834 -27.972222 18.347756066433433 5.320039334790842 -49.191899 12060 -42.001000000000005 573.76 6904558.0 677839.0
199 663.49 22764.824 -27.971353999999998 17.247321324023474 4.294820277699536 -49.191911 12060 -43.06100000000001 566.82 6904654.0 677839.0
200 665.42 22764.813 -27.970485999999998 16.955690740094695 4.079362661855136 -49.191918 12060 -43.31100000000001 559.19 6904751.0 677840.0
201 668.47 22764.803 -27.969615 16.040255997684852 3.2391436047638322 -49.191935 12060 -44.18600000000001 566.58 6904847.0 677840.0
202 671.4 22764.792 -27.968744 14.793400060041563 2.0682868491611615 -49.191947 12060 -45.391999999999996 557.3 6904944.0 677840.0
203 674.56 22764.782000000003 -27.967869 12.423769476112781 -0.2251707666832985 -49.191956 12060 -47.72 526.01 6905041.0 677841.0
204 672.22 22764.772 -27.966987 9.26891353846937 -3.3040275222859776 -49.191967 12060 -50.833999999999996 508.77 6905138.0 677841.0
205 662.71 22764.761000000002 -27.96609 7.278794015125811 -5.215797373422738 -49.19198 12060 -52.782 501.15 6905238.0 677841.0
