ALTURA GPSALT IGRF mag_res1 mag_res2 LAT LONG Line MAGIGRF X Y
409.48 1387.0 22768.379 797.028596072035 799.6862166299968 -27.809583 -49.093211 12260 751.947 6922432.0 687829.0
370.81 1395.4 22768.368 695.2676314487891 698.0189776133354 -27.808494 -49.093231 12260 650.237 6922553.0 687829.0
333.25 1403.95 22768.358 609.2458921792572 612.0911360159915 -27.807406 -49.093236 12260 564.2669999999998 6922674.0 687830.0
286.49 1412.27 22768.348 537.8135741049592 540.7519410220909 -27.806317 -49.093242 12260 492.886 6922794.0 687831.0
257.01 1419.95 22768.338 482.67106018914217 485.7034968440645 -27.805225 -49.093242 12260 437.796 6922915.0 687833.0
236.02 1427.95 22768.328 436.2067716270397 439.33345008535525 -27.804136 -49.093236 12260 391.385 6923036.0 687836.0
213.66 1435.66 22768.319 395.3224535527415 398.5422550914549 -27.80305 -49.093236 12260 350.552 6923156.0 687837.0
186.67 1443.65 22768.309 360.5461354784433 363.85906009755433 -27.801967 -49.093244 12260 315.827 6923276.0 687838.0
176.94 1452.25 22768.297 334.07759205043067 337.4834676843365 -27.800889 -49.093272 12260 289.409 6923396.0 687838.0
161.98 1459.92 22768.286 315.7090191102225 319.20672703592754 -27.799817 -49.09330300000001 12260 271.089 6923515.0 687836.0
146.0 1468.97 22768.275 294.00709271896216 297.5960304102793 -27.798747 -49.093339 12260 249.436 6923633.0 687835.0
142.04 1478.22 22768.263 272.32994097398733 276.0099363653138 -27.797681 -49.093378 12260 227.807 6923751.0 687833.0
150.66 1485.32 22768.252 251.55836803377903 255.33019571690483 -27.796611 -49.093411 12260 207.084 6923870.0 687831.0
150.38 1488.01 22768.24 233.46302044728526 237.3268524878131 -27.795539 -49.093444 12260 189.038 6923989.0 687830.0
145.78 1486.25 22768.229 217.1326728607916 221.0885092587215 -27.794467 -49.093475 12260 172.757 6924108.0 687829.0
128.87 1481.2 22768.218 203.0370999205834 207.08476861031247 -27.793394 -49.093508 12260 158.71 6924227.0 687827.0
104.08 1472.76 22768.207 190.93017352932304 195.0690719846643 -27.792325 -49.093542 12260 146.65200000000004 6924345.0 687826.0
98.08 1462.9 22768.196 179.94982594282928 184.18072875557257 -27.791253 -49.093569 12260 135.721 6924464.0 687825.0
126.3 1453.77 22768.186 169.09892906376456 173.4221803651157 -27.790175 -49.093572 12260 124.921 6924583.0 687826.0
147.45 1443.45 22768.177000000003 158.89928705061 163.31617762916724 -27.789094 -49.093553 12260 114.775 6924703.0 687830.0
159.41 1433.77 22768.17 148.60409574488443 153.1149697318535 -27.788011 -49.093511 12260 104.535 6924823.0 687836.0
166.92 1423.35 22768.163 139.48970859764003 144.0955126504137 -27.786922 -49.093464 12260 95.477 6924944.0 687843.0
172.51 1412.96 22768.155 131.58487074296647 136.28526073033913 -27.785831 -49.09343300000001 12260 87.62700000000002 6925065.0 687848.0
184.19 1403.4 22768.147 123.82780753457848 128.62261139094718 -27.784739 -49.093408 12260 79.92399999999998 6925186.0 687852.0
199.62 1394.59 22768.137 116.29429361876137 121.1831672129206 -27.783642 -49.093406 12260 72.443 6925307.0 687854.0
204.62 1385.71 22768.127 109.92055434922985 114.90332561557669 -27.782547 -49.093411 12260 66.12100000000001 6925428.0 687855.0
180.09 1376.32 22768.117 104.89539388446477 109.9728374147893 -27.781453000000006 -49.093428 12260 61.148 6925550.0 687856.0
148.45 1367.09 22768.107000000004 100.7274292612187 105.89859839812802 -27.780358000000003 -49.093439 12260 57.03100000000001 6925671.0 687856.0
117.27 1357.78 22768.096 96.82246463797254 102.08735938146673 -27.779261 -49.093461 12260 53.177 6925792.0 687856.0
109.33 1348.91 22768.085 92.27485346577852 97.63407634204458 -27.778167 -49.093486 12260 48.68 6925914.0 687855.0
220.35 1335.39 22768.337000000003 82.58523776472066 88.08609317198412 -27.777411 -49.088619 12270 39.395 6925990.0 688336.0
238.92 1343.23 22768.35 86.78986504773022 92.18959306171492 -27.778592 -49.088581 12270 43.54600000000001 6925859.0 688338.0
256.68 1351.44 22768.362 91.27784578179177 96.57704892868492 -27.779764 -49.088547 12270 47.98 6925729.0 688339.0
273.05 1359.75 22768.372000000007 96.73917996690537 101.93846077289403 -27.780928000000007 -49.088536 12270 53.387 6925600.0 688339.0
272.49 1367.84 22768.383 102.79464224935656 107.894431175025 -27.782086 -49.088528 12270 59.387 6925472.0 688337.0
255.52 1374.37 22768.393 109.2213298855222 114.2217989964733 -27.783242 -49.088525 12270 65.759 6925344.0 688336.0
245.87 1380.54 22768.404 116.5260175216879 121.4271668179216 -27.784392 -49.088514 12270 73.009 6925216.0 688335.0
237.12 1387.01 22768.415 124.60650931633457 129.40928545524378 -27.785539 -49.088492 12270 81.036 6925089.0 688335.0
219.67 1393.01 22768.427000000003 133.25222646469587 137.95680151188333 -27.786686 -49.088464 12270 89.62899999999998 6924962.0 688336.0
195.75 1398.93 22768.438 142.61952241782362 147.22667096507934 -27.787828 -49.088433 12270 98.944 6924836.0 688337.0
182.64 1407.0 22768.449 152.01536766352243 156.5247455796407 -27.788964 -49.088419 12270 108.286 6924710.0 688336.0
191.34 1413.97 22768.46 161.54521290922125 165.956820194202 -27.790097 -49.088408 12270 117.762 6924584.0 688335.0
219.57 1418.7 22768.471 172.29686231340102 176.61164562463722 -27.791231 -49.088392 12270 128.461 6924459.0 688335.0
246.95 1422.95 22768.482000000004 185.03893291281437 189.25611765851602 -27.792364000000006 -49.088369 12270 141.15 6924333.0 688335.0
249.36 1428.14 22768.493 199.10300351222767 203.2225896923946 -27.793494 -49.08835300000001 12270 155.161 6924207.0 688335.0
230.7 1433.74 22768.503 214.17242756269292 218.19501770351246 -27.794625 -49.08833900000001 12270 170.17700000000005 6924082.0 688334.0
200.79 1438.8 22768.514 230.07307696687283 233.9988431339477 -27.79575 -49.088328 12270 186.025 6923957.0 688334.0
162.91 1443.11 22768.524 246.43185446839016 250.2612271223048 -27.796878000000003 -49.088325 12270 202.33 6923833.0 688332.0
119.62 1446.97 22768.534 261.5738278114265 265.3058602947879 -27.798003 -49.088336 12270 217.417 6923708.0 688329.0
141.03 1448.64 22768.544 279.87680115446284 283.51149346727107 -27.799128000000003 -49.088342 12270 235.665 6923583.0 688326.0
177.76 1447.55 22768.554 301.3619998512136 304.8995240590716 -27.800261 -49.088344 12270 257.096 6923458.0 688324.0
207.46 1442.82 22768.564 327.68261974319785 331.12220125431566 -27.8014 -49.088344 12270 283.362 6923332.0 688322.0
231.26 1434.36 22768.574 359.6598861841301 363.0009224723205 -27.802544 -49.088336 12270 315.285 6923205.0 688321.0
261.14 1423.0 22768.586 400.4787991740103 403.7206877130861 -27.803694 -49.088314 12270 356.05 6923077.0 688321.0
300.39 1410.51 22768.599 452.00738822503405 455.15064521180375 -27.80485 -49.088269 12270 407.527 6922949.0 688324.0
334.84 1397.67 22768.612 515.6643984712912 518.7082493139649 -27.806014 -49.088214 12270 471.132 6922820.0 688327.0
367.0 1384.79 22768.626 594.6980552664962 597.641897438887 -27.807186 -49.088158 12270 550.114 6922690.0 688331.0
386.92 1373.83 22768.639 684.4966825495059 687.3393973286177 -27.808367 -49.088111 12270 639.859 6922559.0 688333.0
396.83 1364.0 22768.652 783.3373098325154 786.0788972183487 -27.80955 -49.088075 12270 738.6460000000002 6922428.0 688335.0
423.93 1357.48 22768.664 886.1477117618103 888.7879996887619 -27.810736 -49.088042 12270 841.4019999999998 6922297.0 688336.0
457.55 1354.05 22768.676 966.5588883373907 969.0977047398583 -27.811917 -49.088017 12270 921.758 6922166.0 688336.0
495.99 1350.42 22768.688 1008.371643717738 1010.8097631875107 -27.813089 -49.087997 12270 963.516 6922036.0 688336.0
530.66 1345.93 22768.699 991.5929779028514 993.9311750317198 -27.81425 -49.087981 12270 946.683 6921907.0 688336.0
557.45 1341.19 22768.711 917.9062443437836 920.1458962497247 -27.815403000000003 -49.087964 12270 872.942 6921780.0 688335.0
571.77 1335.24 22768.723 800.3739614921449 802.5154123063643 -27.816544 -49.087939 12270 755.357 6921653.0 688336.0
579.14 1329.31 22768.734 634.6220320915583 636.6658843402429 -27.817678000000004 -49.087922 12270 589.552 6921527.0 688336.0
580.21 1323.8 22768.746 393.2394856542192 395.187460586552 -27.818803000000006 -49.087886 12270 348.11800000000005 6921403.0 688337.0
580.53 1317.78 22768.759 107.5551645705946 109.4074342521784 -27.819919 -49.087847 12270 62.383 6921279.0 688339.0
572.99 1311.3 22768.771 -190.56457770826339 -188.80723868563862 -27.821025 -49.087811 12270 -235.787 6921156.0 688341.0
572.09 1305.68 22768.782000000007 -462.2753877313027 -460.61160224966005 -27.822122 -49.087781 12270 -507.548 6921035.0 688342.0
570.27 1301.23 22768.794 -657.1054231080567 -655.5353632329987 -27.823211 -49.087756 12270 -702.429 6920914.0 688342.0
567.49 1294.81 22768.805 -766.4026543263295 -764.9253734004635 -27.824289 -49.087733 12270 -811.7760000000002 6920794.0 688343.0
551.97 1285.62 22768.816000000006 -788.3505320935501 -786.9654275906893 -27.825364 -49.087717 12270 -833.7739999999999 6920675.0 688343.0
541.16 1276.09 22768.826 -748.070056409719 -746.7765258036757 -27.826436 -49.087708 12270 -793.544 6920557.0 688342.0
522.26 1266.64 22768.836 -669.8573848843689 -668.6563748325362 -27.827506 -49.087708 12270 -715.383 6920438.0 688340.0
494.76 1258.59 22768.846 -576.1347133590186 -575.0262238613965 -27.828578000000004 -49.087711 12270 -621.712 6920319.0 688338.0
471.13 1252.88 22768.856 -487.7006883826165 -486.6841169130178 -27.829647 -49.087717 12270 -533.33 6920201.0 688335.0
439.34 1248.13 22768.865 -409.4684380524997 -408.54361254532165 -27.830711 -49.087725 12270 -455.149 6920083.0 688333.0
399.07 1243.5 22768.875 -344.3508342713309 -343.51715220038636 -27.831767 -49.087733 12270 -390.083 6919966.0 688330.0
377.01 1237.51 22768.884 -297.00523049016215 -296.262691855451 -27.832817 -49.087742 12270 -342.789 6919849.0 688327.0
391.2 1230.74 22768.894 -262.74924374574556 -262.09612729808526 -27.833864 -49.087744 12270 -308.583 6919734.0 688325.0
397.05 1224.0 22768.904 -232.90661045238127 -232.3435187179588 -27.834906 -49.087736 12270 -278.79 6919618.0 688324.0
386.32 1217.25 22768.914 -207.1557518053024 -206.68251271851491 -27.83595 -49.087725 12270 -253.088 6919502.0 688324.0
375.38 1210.0 22768.924 -187.93476506088592 -187.55094816114917 -27.836992 -49.087719 12270 -233.917 6919387.0 688322.0
358.3 1202.17 22768.934 -172.246552962755 -171.95198618446614 -27.838033000000006 -49.087719 12270 -218.278 6919272.0 688321.0
350.59 1193.95 22768.944 -160.51137037681968 -160.30717244297432 -27.839072 -49.087725 12270 -206.594 6919156.0 688318.0
349.37 1185.72 22768.953 -151.69538363240318 -151.5806078856086 -27.840111 -49.087731 12270 -197.828 6919041.0 688316.0
338.2 1177.75 22768.963 -143.34717153427232 -143.3216459089256 -27.841147 -49.087725 12270 -189.529 6918926.0 688315.0
348.91 1168.95 22768.973 -137.25360598508928 -137.31672795500342 -27.842183 -49.087719 12270 -183.485 6918812.0 688313.0
359.46 1159.75 22768.984 -130.89916853324385 -131.05136855900295 -27.843217 -49.087708 12270 -177.179 6918697.0 688313.0
367.71 1151.09 22768.994 -124.60395643511282 -124.84540658231992 -27.844256 -49.087694 12270 -170.933 6918582.0 688312.0
337.84 1143.57 22769.006 -118.02329362955292 -118.35364976700217 -27.845292 -49.087669 12270 -164.4 6918467.0 688313.0
300.51 1137.77 22769.017000000003 -112.47163082399284 -112.89089295168445 -27.846331 -49.087642 12270 -158.89600000000004 6918352.0 688314.0
251.13 1132.2 22769.028 -108.15319337214744 -108.66153355568404 -27.847364 -49.087619 12270 -154.626 6918237.0 688314.0
214.68 1126.53 22769.039 -104.95117711553536 -105.54782076312712 -27.848397 -49.0876 12270 -151.472 6918123.0 688314.0
219.68 1120.39 22769.05 -102.20193550520891 -102.88671055125288 -27.849428000000003 -49.087578 12270 -148.77 6918009.0 688315.0
222.76 1113.16 22769.061 -99.0849192485968 -99.85799775869594 -27.850456 -49.087556 12270 -145.701 6917895.0 688315.0
195.56 1106.19 22769.072 -95.49367763827023 -96.35488754682173 -27.851481 -49.087528000000006 12270 -142.157 6917781.0 688316.0
195.82 1099.97 22769.084 -92.16540651574816 -93.11362909975624 -27.852503 -49.087483 12270 -138.874 6917668.0 688319.0
184.64 1092.76 22769.097 -88.38891003951147 -89.42397323337342 -27.853522 -49.087422 12270 -135.142 6917555.0 688323.0
169.24 1086.24 22769.112 -84.63854166061228 -85.76087592491237 -27.854544 -49.087339 12270 -131.435 6917441.0 688329.0
151.44 1079.6 22769.126 -81.72236912323216 -82.93102780057757 -27.855564 -49.087258 12270 -128.561 6917328.0 688336.0
149.21 1072.32 22769.139 -79.25264729328093 -80.54797451487741 -27.856586 -49.087189 12270 -126.135 6917215.0 688341.0
142.16 1064.58 22769.151 -77.20318032923984 -78.58646688368573 -27.857611 -49.087147 12270 -124.132 6917101.0 688343.0
147.41 1058.14 22769.162 -75.1633894263424 -76.6351515104462 -27.858636 -49.087142 12270 -122.141 6916987.0 688342.0
199.06 1052.04 22769.171 -73.46247042610733 -75.0222775792848 -27.859661 -49.08715 12270 -120.49 6916874.0 688339.0
222.52 1043.75 22769.181 -70.25355142587227 -71.90140364812342 -27.860686 -49.087161 12270 -117.331 6916761.0 688336.0
202.95 1035.49 22769.189 -67.37743658411827 -69.1142805328359 -27.861708 -49.087186 12270 -114.506 6916647.0 688332.0
182.71 1028.67 22769.198 -65.30874293759786 -67.13380402099186 -27.862733 -49.087208 12270 -112.488 6916534.0 688328.0
193.07 1022.89 22769.207 -63.86840274212933 -65.782283486387 -27.863761 -49.087217 12270 -111.098 6916420.0 688325.0
178.11 1017.21 22769.217 -62.87183719294631 -64.87436553246481 -27.864792 -49.087228 12270 -110.151 6916306.0 688323.0
189.41 1012.06 22769.226 -61.465075802244435 -63.55719839441642 -27.865828000000004 -49.087242 12270 -108.795 6916191.0 688320.0
198.76 1006.41 22769.237 -58.88166786259461 -61.063987233607286 -27.866875 -49.087239 12270 -106.262 6916075.0 688318.0
248.06 1281.72 22768.61 78.57985032451475 84.11243137167139 -27.777967 -49.083589 12280 35.744 6925921.0 688831.0
230.78 1282.87 22768.619 83.74042730292328 89.16602894684166 -27.779197 -49.083619 12280 40.843 6925784.0 688826.0
229.27 1288.9 22768.628 89.04096604934608 94.36208413099878 -27.780414 -49.083644 12280 46.084 6925650.0 688822.0
247.09 1300.66 22768.637 94.20143705158732 99.41944868895169 -27.781606 -49.083672 12280 51.185 6925518.0 688817.0
267.15 1313.47 22768.646 99.9025163707908 105.01931487865221 -27.782775 -49.083683 12280 56.82899999999999 6925388.0 688814.0
273.97 1323.02 22768.657000000007 105.90097865324205 110.9182852807832 -27.783928000000003 -49.083678000000006 12280 62.772 6925260.0 688812.0
269.53 1330.68 22768.668 112.58004925265524 117.49975731466188 -27.785069 -49.083661 12280 69.398 6925134.0 688812.0
259.19 1336.57 22768.678 119.82547330312063 124.64818532577976 -27.7862 -49.083647 12280 76.59 6925009.0 688811.0
247.68 1341.45 22768.689 127.88389735358595 132.6096133368976 -27.787325 -49.083642 12280 84.595 6924884.0 688810.0
244.48 1347.23 22768.699 135.70725365986988 140.33735072181116 -27.788439 -49.083639 12280 92.365 6924761.0 688808.0
246.27 1353.53 22768.708 144.1556099661538 148.6900881067247 -27.789547 -49.083639 12280 100.76 6924638.0 688806.0
244.67 1359.29 22768.718 153.38154507720438 157.82117888819477 -27.790647 -49.083647 12280 109.933 6924516.0 688804.0
240.7 1365.96 22768.727000000006 163.32983363930688 167.67522564690398 -27.791742 -49.08365 12280 119.828 6924395.0 688801.0
231.23 1373.74 22768.737 173.8097982625529 178.06146466356532 -27.792831 -49.083639 12280 130.257 6924274.0 688801.0
196.98 1381.5 22768.749 183.04356704428014 187.20245449610047 -27.793917 -49.083606 12280 139.441 6924154.0 688802.0
160.06 1386.7 22768.762 192.1014330823844 196.16728319003116 -27.795006 -49.083547 12280 148.451 6924033.0 688806.0
149.13 1389.49 22768.775 202.95294566943645 206.92515590672264 -27.7961 -49.083472 12280 159.255 6923911.0 688811.0
126.1 1388.41 22768.789 213.0566836102031 216.93542604273148 -27.797208 -49.083397 12280 169.312 6923789.0 688817.0
120.89 1383.81 22768.803 224.57945978295552 228.36223856975343 -27.798328 -49.083322 12280 180.786 6923664.0 688822.0
113.03 1377.6 22768.817000000006 236.63265715094147 240.31869770021888 -27.799464 -49.083256 12280 192.79 6923538.0 688827.0
140.02 1368.99 22768.831 252.82169690939418 256.4094500375713 -27.800617 -49.083189 12280 208.929 6923410.0 688832.0
187.49 1357.58 22768.844 275.1187071556513 278.60705413973244 -27.801786 -49.083136 12280 231.174 6923281.0 688835.0
237.49 1345.86 22768.856 308.51910908494636 311.9061566101458 -27.802969 -49.083103 12280 264.52 6923150.0 688836.0
274.23 1334.19 22768.868 347.0191280509938 350.3031548681289 -27.804164 -49.083081 12280 302.964 6923017.0 688836.0
302.15 1322.12 22768.881 389.47759772447023 392.6589479647468 -27.805367 -49.083044 12280 345.36800000000005 6922884.0 688838.0
334.07 1310.98 22768.894 440.64448859318014 443.7223876648079 -27.806575 -49.083 12280 396.48 6922750.0 688840.0
377.65 1303.39 22768.908 500.7480260108378 503.72187138763 -27.807789 -49.08295 12280 456.529 6922615.0 688843.0
411.09 1299.4 22768.922 554.8769168795477 557.7473110876914 -27.809003000000004 -49.082903 12280 510.603 6922481.0 688845.0
431.82 1297.35 22768.935 583.0990331019719 585.8661482070697 -27.810214 -49.082858 12280 538.771 6922347.0 688848.0
447.34 1295.47 22768.947 578.9474732632527 581.6107930684964 -27.811422 -49.082828000000006 12280 534.563 6922213.0 688848.0
460.74 1292.65 22768.959 536.780688070819 539.3400405106056 -27.812628000000004 -49.082819 12280 492.339 6922079.0 688847.0
473.85 1289.63 22768.97 457.4152563294375 459.871243929954 -27.813828000000004 -49.082819 12280 412.916 6921946.0 688845.0
478.25 1284.45 22768.981 352.9194033928223 355.27280074585883 -27.815021999999995 -49.082819 12280 308.363 6921814.0 688843.0
478.24 1275.5 22768.992 232.66919700515516 234.91940158452454 -27.816217 -49.082814 12280 188.056 6921681.0 688842.0
472.6 1264.82 22769.003 96.2815694222546 98.42935581974676 -27.817408 -49.08280300000001 12280 51.612 6921549.0 688841.0
449.34 1254.46 22769.016 -55.48583280693156 -53.440292525713645 -27.8186 -49.082781 12280 -100.211 6921417.0 688841.0
420.87 1244.34 22769.028 -200.918656231351 -198.97458747461758 -27.819786 -49.082756 12280 -245.699 6921286.0 688841.0
426.65 1235.35 22769.04 -339.0514796557705 -337.2088824235213 -27.820964 -49.082739 12280 -383.887 6921155.0 688841.0
453.76 1229.97 22769.051 -463.88259617808603 -462.1402654179471 -27.822133 -49.08273300000001 12280 -508.774 6921026.0 688839.0
460.28 1224.07 22769.061 -557.8687127004015 -556.2266484123726 -27.823297 -49.08273300000001 12280 -602.816 6920897.0 688837.0
453.49 1216.7 22769.072 -598.5322504179503 -596.9896780102415 -27.82445 -49.082736 12280 -643.535 6920769.0 688835.0
418.46 1209.02 22769.082 -568.5772093307327 -567.1333542115541 -27.8256 -49.082739 12280 -613.635 6920642.0 688833.0
385.22 1201.87 22769.093 -513.0741682435149 -511.7290304128667 -27.826742 -49.082736 12280 -558.187 6920515.0 688831.0
377.0 1195.55 22769.105 -460.00109764410166 -458.75355837898786 -27.827881 -49.082717 12280 -505.167 6920389.0 688831.0
392.16 1189.55 22769.117 -412.8075763372592 -411.6572915064745 -27.829014 -49.082678 12280 -458.025 6920263.0 688833.0
396.04 1182.36 22769.13 -361.7894762256504 -360.7356712374048 -27.830144 -49.082631 12280 -407.05800000000005 6920138.0 688835.0
416.51 1175.08 22769.143 -318.3411507603269 -317.38365354901737 -27.831272 -49.082589 12280 -363.66 6920013.0 688838.0
425.95 1167.63 22769.156000000006 -277.46305064871797 -276.60203327994753 -27.832394 -49.082547 12280 -322.833 6919888.0 688840.0
423.47 1160.78 22769.168 -242.90859708605703 -242.1434570336384 -27.833514 -49.082517 12280 -288.33 6919764.0 688841.0
424.39 1153.54 22769.18 -214.7477900723441 -214.07792481009017 -27.834628 -49.082492 12280 -260.221 6919641.0 688841.0
426.04 1145.7 22769.191000000006 -193.1192084123457 -192.5447900058593 -27.835739 -49.082481 12280 -238.645 6919518.0 688840.0
417.87 1138.49 22769.201 -176.12185210606174 -175.6430526209457 -27.836844 -49.082489 12280 -221.701 6919395.0 688838.0
418.73 1130.2 22769.21 -162.45336770244037 -162.06975667811037 -27.837947 -49.082511 12280 -208.087 6919273.0 688834.0
418.47 1120.2 22769.218 -151.96633400624782 -151.6782555739097 -27.839047 -49.08255 12280 -197.656 6919151.0 688828.0
420.29 1111.0 22769.227000000006 -143.13130031005545 -142.93875446970898 -27.840147 -49.082586 12280 -188.877 6919029.0 688822.0
417.0 1102.48 22769.236 -136.26681590643403 -136.16945852687365 -27.841253 -49.082614 12280 -182.067 6918907.0 688818.0
415.13 1094.22 22769.245 -131.42891030757914 -131.42751598059476 -27.842361 -49.082631 12280 -177.28400000000005 6918784.0 688814.0
396.69 1085.88 22769.256 -126.42732864758058 -126.52138117636385 -27.843475 -49.082619 12280 -172.335 6918661.0 688813.0
390.13 1078.06 22769.269 -121.51364973120512 -121.70340751073742 -27.844589000000006 -49.082581 12280 -167.472 6918537.0 688815.0
369.94 1071.08 22769.282000000007 -116.85874546111515 -117.1440364257937 -27.845706 -49.082531 12280 -162.86700000000005 6918413.0 688818.0
352.72 1063.81 22769.295 -112.37184119102515 -112.75266534084992 -27.846825 -49.082483 12280 -158.43 6918289.0 688821.0
341.15 1056.68 22769.308 -108.17238762836423 -108.64908909454084 -27.847947 -49.08245 12280 -154.282 6918165.0 688822.0
318.46 1050.96 22769.32 -103.58473822418448 -104.15826366410559 -27.849075 -49.082433 12280 -149.747 6918040.0 688822.0
298.05 1044.19 22769.331 -99.92989297848568 -100.60118904954427 -27.850206 -49.082425 12280 -146.14600000000004 6917914.0 688821.0
268.4 1037.96 22769.342 -96.11127308650136 -96.88051185430024 -27.85135 -49.082422 12280 -142.382 6917788.0 688819.0
284.15 1030.83 22769.353 -92.22338960881686 -93.09289484872585 -27.852511 -49.082425 12280 -138.55 6917659.0 688817.0
277.91 1023.75 22769.364 -87.4043102896133 -88.37502865902528 -27.853686 -49.082431 12280 -133.78799999999998 6917529.0 688814.0
251.32 1018.24 22769.376 -82.52393787251387 -83.597074423803 -27.854875 -49.082425 12280 -128.964 6917397.0 688813.0
218.38 1012.33 22769.388 -78.89214426018107 -80.0684735851373 -27.856078000000004 -49.082408 12280 -125.389 6917264.0 688812.0
202.03 1005.19 22769.401 -76.06528290366688 -77.34618212026727 -27.857292 -49.082386 12280 -122.619 6917129.0 688812.0
198.09 998.95 22769.415 -73.19232429077564 -74.57805179400174 -27.858517 -49.082344 12280 -119.801 6916993.0 688815.0
228.49 993.32 22769.43 -70.2973656778844 -71.78792146773621 -27.85975 -49.082283 12280 -116.961 6916857.0 688818.0
258.1 986.47 22769.446 -67.20333932081175 -68.80010051526634 -27.860994 -49.082222 12280 -113.922 6916719.0 688822.0
254.23 978.77 22769.461 -63.8746664147911 -65.57823554003562 -27.862244 -49.082156 12280 -110.648 6916580.0 688827.0
249.27 972.63 22769.477000000006 -61.33779766725164 -63.14912138067878 -27.863508000000003 -49.082092 12280 -108.167 6916440.0 688831.0
268.17 967.22 22769.493 -59.48228237076421 -61.401963198561155 -27.864778 -49.082014 12280 -106.367 6916299.0 688836.0
291.82 962.72 22769.51 -56.44254172056213 -58.47040759712613 -27.866053000000004 -49.081931 12280 -103.382 6916158.0 688842.0
264.91 960.95 22769.527 -53.365605228841225 -55.50260281156498 -27.867333 -49.081858 12280 -100.361 6916016.0 688847.0
298.8 950.94 22769.797 -50.73703173220482 -52.73119410417478 -27.866622 -49.076639 12290 -97.304 6916086.0 689362.0
321.31 953.0 22769.785 -53.90007281942246 -55.795517902862215 -27.865481 -49.076644 12290 -100.412 6916213.0 689364.0
333.11 955.79 22769.773 -55.17178996778376 -56.96903395950174 -27.864336 -49.076672 12290 -101.631 6916340.0 689363.0
322.44 958.15 22769.76 -58.23228176243042 -59.93115259682392 -27.863186 -49.076694 12290 -104.638 6916467.0 689363.0
312.42 959.24 22769.748 -61.062194752310674 -62.66191783758958 -27.862033 -49.076717 12290 -107.414 6916595.0 689363.0
321.04 961.9 22769.736 -63.69310774219081 -65.19368307835525 -27.860875 -49.076731 12290 -109.991 6916723.0 689363.0
316.34 964.62 22769.724 -67.55821657358989 -68.95869750324701 -27.859714 -49.076744 12290 -113.801 6916852.0 689364.0
313.49 968.69 22769.712000000003 -69.9805507587036 -71.2811093474562 -27.858553000000004 -49.076758 12290 -116.169 6916981.0 689364.0
319.67 972.93 22769.7 -73.31288494381718 -74.51352119166529 -27.857389 -49.076781 12290 -119.447 6917110.0 689364.0
334.63 977.32 22769.686 -76.54444448264529 -77.64533045519177 -27.856225 -49.076817 12290 -122.625 6917239.0 689363.0
335.07 982.48 22769.672 -79.8012588873835 -80.80368537322681 -27.855067 -49.076881 12290 -125.831 6917367.0 689359.0
317.2 990.51 22769.656000000006 -83.89597470697987 -84.80062996853124 -27.853914000000003 -49.076972 12290 -129.878 6917495.0 689351.0
293.39 999.11 22769.64 -87.56004397762821 -88.36753054107487 -27.852767 -49.077067 12290 -133.494 6917622.0 689344.0
292.41 1008.31 22769.624 -91.62233860199112 -92.3328285329358 -27.851628 -49.077167 12290 -137.509 6917749.0 689336.0
301.42 1018.72 22769.608 -95.48456548217251 -96.09943589859243 -27.850497 -49.077258 12290 -141.32399999999996 6917874.0 689329.0
333.2 1029.97 22769.592 -99.53579236235404 -100.0550432642491 -27.849378 -49.077353 12290 -145.328 6917999.0 689322.0
364.62 1041.4 22769.577 -104.3309514983541 -104.75596000370143 -27.848261 -49.077433 12290 -150.076 6918122.0 689316.0
383.0 1053.92 22769.565 -107.4419838657817 -107.77188964656703 -27.84715 -49.077464 12290 -153.136 6918245.0 689315.0
361.59 1064.91 22769.555 -112.1291148183511 -112.36322961216322 -27.846044 -49.07745300000001 12290 -157.769 6918368.0 689318.0
337.99 1073.33 22769.546 -115.851373868258 -115.99012813568129 -27.844944 -49.077422 12290 -161.436 6918490.0 689323.0
314.86 1081.36 22769.537 -119.51643707664594 -119.56077747507315 -27.843847 -49.0774 12290 -165.047 6918611.0 689327.0
308.02 1089.55 22769.528 -123.75850028503409 -123.70842681446508 -27.842756 -49.077372 12290 -169.235 6918732.0 689331.0
305.28 1097.63 22769.52 -127.703112785993 -127.55828131522229 -27.841669 -49.077336 12290 -173.12400000000005 6918853.0 689337.0
301.54 1104.87 22769.512 -133.37130409171857 -133.13248921253594 -27.840583 -49.077292 12290 -178.737 6918973.0 689343.0
302.49 1111.44 22769.503 -140.2807207511587 -139.9480945291671 -27.8395 -49.077258 12290 -185.592 6919093.0 689348.0
325.5 1118.91 22769.494 -148.41316692279423 -147.9878480809893 -27.838419 -49.077247 12290 -193.672 6919212.0 689351.0
331.8 1127.34 22769.484 -158.3552596433779 -157.83664565557243 -27.837344 -49.07725 12290 -203.562 6919332.0 689353.0
322.23 1135.8 22769.472 -170.52918603463826 -169.9193422812206 -27.836272 -49.077275 12290 -215.687 6919450.0 689352.0
294.17 1144.81 22769.46 -181.4965631333276 -180.7958337455035 -27.835208 -49.077325 12290 -226.607 6919568.0 689349.0
279.99 1152.63 22769.446 -195.54661629316047 -194.75551746773843 -27.834147 -49.077403 12290 -240.612 6919686.0 689343.0
279.54 1160.1 22769.431 -211.84866945299342 -210.9672011899733 -27.833089 -49.077489 12290 -256.869 6919804.0 689337.0
