ALTURA GPSALT IGRF mag_res1 mag_res2 LAT LONG Line MAGIGRF X Y
215.27 1318.74 22766.727000000006 81.2877561632117 86.23222231828976 -27.778292 -49.119083 12210 35.749 6925939.0 685332.0
99.15 1284.41 22767.005 94.6735256471636 99.67837615205437 -27.778542 -49.113881 12220 49.517 6925903.0 685845.0
95.94 1288.15 22767.016 98.1743326608767 103.08390837560265 -27.779653000000003 -49.113858 12220 52.966 6925780.0 685845.0
107.92 1294.59 22767.027 102.3247184793562 107.1397939957074 -27.780758 -49.113842 12220 57.065 6925658.0 685845.0
133.35 1303.09 22767.038 106.6173296515502 111.33807703512954 -27.781856 -49.113817 12220 61.307 6925536.0 685846.0
133.36 1310.53 22767.05 109.1437449822254 113.7711108904255 -27.782944 -49.113775 12220 63.784 6925415.0 685848.0
126.67 1316.91 22767.062 108.22254327614807 112.75824895815184 -27.784025 -49.113728 12220 62.815 6925296.0 685851.0
116.61 1322.52 22767.073 105.07553741158985 109.51863621000437 -27.7851 -49.113683 12220 59.619 6925176.0 685853.0
101.09 1327.41 22767.084 102.04423844913565 106.39593541633522 -27.786167 -49.113664 12220 56.538 6925058.0 685853.0
110.43 1334.0 22767.093 100.48784223030441 104.74839576127053 -27.787228 -49.113678 12220 54.93 6924941.0 685850.0
136.78 1342.04 22767.1 99.68099530404413 103.85006126757116 -27.788278 -49.113706 12220 54.07 6924824.0 685845.0
156.93 1352.23 22767.108 104.85911014579813 108.93918438285866 -27.789314 -49.113739 12220 59.197 6924710.0 685841.0
129.72 1360.76 22767.116 110.647224987552 114.63830749814615 -27.790339000000003 -49.113758 12220 64.934 6924596.0 685837.0
91.02 1367.83 22767.124 114.04014398778708 117.94318142930756 -27.791358 -49.113769 12220 68.277 6924483.0 685834.0
97.16 1376.07 22767.134 117.94709250021772 121.76320359566022 -27.792369 -49.113767 12220 72.13600000000002 6924371.0 685833.0
99.69 1383.38 22767.143 121.53804101264835 125.26722576201273 -27.793378000000004 -49.11375 12220 75.679 6924259.0 685832.0
130.06 1386.76 22767.154 126.19201903727458 129.8353961635566 -27.794386 -49.113728 12220 80.28699999999998 6924148.0 685833.0
166.72 1386.3 22767.165 130.44606480608223 134.00225719130472 -27.7954 -49.113692 12220 84.495 6924035.0 685835.0
204.84 1382.11 22767.176 138.54775712383787 142.01616224181367 -27.796428 -49.113642 12220 92.551 6923921.0 685838.0
240.81 1374.4 22767.189 149.72051718577478 153.09975791852696 -27.797472 -49.113581 12220 103.678 6923805.0 685842.0
263.32 1364.51 22767.201 160.06969844294522 163.35900019868367 -27.798533000000006 -49.113528 12220 113.981 6923688.0 685846.0
279.55 1355.52 22767.213 169.25504602943897 172.4523434277753 -27.799608000000006 -49.113494 12220 123.117 6923569.0 685847.0
290.03 1348.18 22767.224 178.33723600639954 181.440979863754 -27.800697 -49.113472 12220 132.149 6923448.0 685848.0
290.53 1341.34 22767.235 186.47262182487904 189.4818654838588 -27.801794 -49.11345 12220 140.233 6923326.0 685848.0
286.27 1334.4 22767.246 194.14442883859212 197.05839770740693 -27.802903000000004 -49.113433 12220 147.85299999999995 6923203.0 685848.0
290.75 1328.11 22767.256 202.02678514487602 204.84513509232056 -27.804019 -49.113433 12220 155.68200000000004 6923080.0 685846.0
302.7 1323.87 22767.265 210.87530778048333 213.59597342616902 -27.805142 -49.113458 12220 164.47400000000005 6922955.0 685841.0
319.26 1320.75 22767.273 218.67718386714265 221.30076773725662 -27.806267 -49.113497 12220 172.21900000000005 6922831.0 685835.0
338.68 1318.31 22767.281000000006 224.05870650274983 226.58460607110507 -27.807392 -49.113536 12220 177.544 6922706.0 685830.0
357.31 1316.33 22767.29 226.3494544920716 228.77784182427098 -27.808522 -49.11355800000001 12220 179.77900000000002 6922581.0 685826.0
338.16 1312.98 22767.301 220.76629973777042 223.0969164388323 -27.809653000000004 -49.113547 12220 174.142 6922455.0 685825.0
320.27 1309.37 22767.312 209.99472378823575 212.22834444995013 -27.810786 -49.113533 12220 163.317 6922330.0 685824.0
325.16 1309.76 22767.283 213.31339399311898 215.82147795030517 -27.807597 -49.113531 12221 166.78900000000004 6922683.0 685830.0
336.73 1304.74 22767.293 213.79766915384135 216.20359332413196 -27.808783 -49.11355 12221 167.215 6922552.0 685826.0
330.68 1301.41 22767.304 207.67881621722617 209.98215014003682 -27.809978000000005 -49.113556 12221 161.039 6922420.0 685824.0
315.36 1299.77 22767.316000000006 197.4488351832736 199.64914839801983 -27.811175 -49.113528 12221 150.753 6922287.0 685824.0
339.27 1299.11 22767.33 190.31153021046447 192.40933891395488 -27.812375 -49.113478 12221 143.562 6922154.0 685827.0
348.45 1298.24 22767.344 176.50845059136998 178.50392684920743 -27.813572 -49.113417 12221 129.70600000000002 6922021.0 685831.0
308.83 1297.12 22767.358 151.40259632598986 153.2959122037772 -27.814772 -49.11335 12221 104.548 6921888.0 685836.0
287.42 1295.44 22767.372000000007 124.18387015794741 125.9754561162688 -27.815967 -49.113294 12221 77.27600000000002 6921756.0 685839.0
252.13 1293.3 22767.385 92.44991863619038 94.13960260944314 -27.817158000000006 -49.113256 12221 45.488 6921624.0 685841.0
206.96 1290.57 22767.398 58.50951640700435 60.09695426398272 -27.818344 -49.113231 12221 11.492 6921492.0 685841.0
173.34 1286.98 22767.409 27.13969298258473 28.625659315078828 -27.819528 -49.113214 12221 -19.933 6921361.0 685841.0
162.96 1284.43 22767.421 -1.2535811492638018 0.1305695275401746 -27.820706 -49.113208 12221 -48.383 6921230.0 685839.0
167.31 1283.78 22767.431 -31.819923025293768 -30.536210886202692 -27.821875 -49.113222 12221 -79.006 6921101.0 685836.0
180.95 1284.23 22767.44 -60.82671560875266 -59.643786138580296 -27.823039 -49.113253 12221 -108.071 6920972.0 685831.0
218.82 1286.18 22767.449 -86.28992938744514 -85.20700799440141 -27.824192 -49.113283 12221 -133.592 6920844.0 685826.0
252.82 1288.44 22767.459 -104.58211365394199 -103.59808161503125 -27.825336 -49.113297 12221 -151.94 6920717.0 685823.0
253.1 1290.47 22767.469 -114.51471911567222 -113.62880183910464 -27.826475 -49.113306 12221 -161.928 6920591.0 685820.0
250.88 1291.95 22767.479 -120.77274577263589 -119.9841686666214 -27.827603000000003 -49.113319 12221 -168.241 6920466.0 685817.0
230.1 1293.72 22767.489 -122.52641897854757 -121.83457951689914 -27.828722 -49.113333 12221 -170.05 6920342.0 685813.0
198.17 1295.31 22767.498 -121.54228802597817 -120.94623955130292 -27.829831 -49.113344 12221 -169.12 6920219.0 685810.0
169.83 1297.62 22767.509 -120.21254875644655 -119.710397953959 -27.830931 -49.113336 12221 -167.842 6920098.0 685809.0
137.1 1300.25 22767.521 -118.61713342577144 -118.20836409866301 -27.832019 -49.113297 12221 -166.296 6919977.0 685811.0
117.62 1302.87 22767.535 -117.82346322918616 -117.5067845888585 -27.833097 -49.113236 12221 -165.549 6919857.0 685816.0
113.14 1304.07 22767.549 -117.76663542306775 -117.54049828594084 -27.834167 -49.113167 12221 -165.53799999999995 6919739.0 685821.0
111.19 1305.36 22767.562 -117.2370329706639 -117.10160940234064 -27.835231 -49.1131 12221 -165.055 6919621.0 685825.0
100.35 1305.95 22767.575 -115.71885171349348 -115.67336712218388 -27.836286 -49.113044 12221 -163.583 6919504.0 685829.0
86.52 1306.46 22767.588 -114.12867045632306 -114.17312484202715 -27.837336 -49.112989 12221 -162.039 6919387.0 685833.0
88.09 1305.14 22767.601 -112.67613574810065 -112.8099265846312 -27.838386 -49.112939 12221 -160.63299999999995 6919271.0 685836.0
110.72 1301.26 22767.612 -112.6346305520738 -112.85887656242649 -27.839439 -49.112908 12221 -160.64 6919154.0 685837.0
109.04 1295.29 22767.623 -110.24335070976149 -110.55822395953916 -27.840497 -49.112892 12221 -158.298 6919037.0 685837.0
105.61 1289.14 22767.634 -107.7808750259302 -108.1873221725257 -27.841561 -49.112881 12221 -155.886 6918919.0 685836.0
97.97 1281.93 22767.644 -105.46997814686549 -105.96877378206871 -27.842631 -49.112878 12221 -153.626 6918800.0 685835.0
91.32 1275.06 22767.654 -103.1215319752298 -103.71302023024644 -27.843708000000003 -49.112881 12221 -151.33 6918681.0 685832.0
107.32 1268.64 22767.664 -101.66466460836078 -102.34962007498068 -27.844789 -49.112894 12221 -149.92600000000004 6918561.0 685829.0
139.11 1262.42 22767.674 -100.47979724149158 -101.25821991971488 -27.845875 -49.112903 12221 -148.79399999999995 6918441.0 685826.0
137.15 1256.68 22767.685 -97.60783261824542 -98.47998090305363 -27.846964 -49.112892 12221 -145.97299999999996 6918320.0 685826.0
128.17 1251.51 22767.697 -94.7664172875704 -95.73194704775769 -27.848056 -49.112853 12221 -143.181 6918199.0 685828.0
134.35 1245.32 22767.71 -92.44900195689516 -93.50791319246169 -27.84915 -49.112811 12221 -140.91299999999995 6918078.0 685830.0
166.92 1237.87 22767.723 -91.01916543098663 -92.1722327337222 -27.85025 -49.112769 12221 -139.533 6917956.0 685832.0
228.33 1230.43 22767.736 -90.19032890507809 -91.43755227498276 -27.85135 -49.112728 12221 -138.754 6917834.0 685834.0
281.16 1222.31 22767.748 -89.35249237916958 -90.6938718162433 -27.852456 -49.112692 12221 -137.966 6917712.0 685836.0
304.19 1215.46 22767.761 -86.53623465802744 -87.97254475406035 -27.853558000000003 -49.112656 12221 -135.2 6917589.0 685838.0
286.57 1209.21 22767.773 -83.32062348583342 -84.85126171463826 -27.854664 -49.112625 12221 -132.035 6917467.0 685839.0
250.18 1203.55 22767.785 -80.04459111840595 -81.67033207177265 -27.855769 -49.112597 12221 -128.81 6917344.0 685840.0
216.23 1199.07 22767.797 -77.39620529992644 -79.11644645166784 -27.856869 -49.112575 12221 -126.213 6917222.0 685840.0
196.49 1195.1 22767.809 -74.98124067668027 -76.79520743500656 -27.857967 -49.112558 12221 -123.849 6917101.0 685840.0
202.17 1189.78 22767.82 -73.21408021191529 -75.12271923421919 -27.859061 -49.112544 12221 -122.134 6916979.0 685839.0
220.18 1182.8 22767.831 -71.30134094238365 -73.30387763687527 -27.860156 -49.112542 12221 -120.273 6916858.0 685838.0
239.35 1174.2 22767.841 -69.39505238028119 -71.49183087816601 -27.86125 -49.112556 12221 -118.42 6916737.0 685835.0
250.58 1165.48 22767.851 -67.81656797665974 -70.0085349353306 -27.862347 -49.112572 12221 -116.896 6916615.0 685831.0
266.59 1158.52 22767.861 -66.28363286560916 -68.57044415386056 -27.863447 -49.112572 12221 -115.416 6916493.0 685829.0
271.62 1151.83 22767.873 -64.56266824236313 -66.9432051371993 -27.864544 -49.112556 12221 -113.746 6916372.0 685829.0
280.55 1144.58 22767.886 -63.13283171645447 -65.60752467845978 -27.865644 -49.112519 12221 -112.366 6916250.0 685831.0
296.03 1137.67 22767.9 -61.599769836831406 -64.16844680040302 -27.866744 -49.112461 12221 -110.882 6916128.0 685834.0
306.03 1129.9 22767.914 -60.18783605454584 -62.85092748026799 -27.867847 -49.112392 12221 -109.518 6916005.0 685839.0
277.09 1168.66 22768.166 -59.814944733218745 -62.319104806737506 -27.866911 -49.107461 12231 -108.727 6916102.0 686326.0
269.7 1177.22 22768.154 -61.90996098983082 -64.32581759929441 -27.865881 -49.107483 12231 -110.774 6916216.0 686326.0
264.81 1187.03 22768.143 -64.20420260015743 -66.53192781116866 -27.864847 -49.107511 12231 -113.021 6916330.0 686325.0
261.01 1197.88 22768.132 -65.88664005200283 -68.12528720716908 -27.863814 -49.107531 12231 -114.655 6916445.0 686325.0
258.96 1209.86 22768.121 -67.75085215013371 -69.9002491838521 -27.862781 -49.107533 12231 -116.47 6916560.0 686326.0
256.37 1220.48 22768.111 -69.05241769931678 -71.11316713777431 -27.861744 -49.107536 12231 -117.722 6916674.0 686328.0
248.43 1228.83 22768.101 -71.48405099268112 -73.45477571790084 -27.860706 -49.107542 12231 -120.104 6916790.0 686329.0
225.31 1234.55 22768.09 -73.51926309081212 -75.40073769458392 -27.859661 -49.10755 12231 -122.09 6916905.0 686330.0
210.62 1241.02 22768.08 -74.82389638417648 -76.6153462747104 -27.858617 -49.107558 12231 -123.345 6917021.0 686331.0
181.14 1246.24 22768.069 -75.87552967754084 -77.57695485483696 -27.857567 -49.107569 12231 -124.347 6917137.0 686332.0
153.57 1250.92 22768.057 -77.03780951985317 -78.6486074577243 -27.856517 -49.107592 12231 -125.46 6917254.0 686332.0
150.31 1256.24 22768.045 -78.90454006959466 -80.42505489924633 -27.855456 -49.107625 12231 -127.279 6917371.0 686330.0
169.9 1262.3 22768.032000000007 -81.70314252199852 -83.13294378284662 -27.854392 -49.107681 12231 -130.031 6917489.0 686326.0
175.38 1268.42 22768.018 -84.63197032811676 -85.97123008576416 -27.853328 -49.10775 12231 -132.914 6917607.0 686321.0
182.62 1274.51 22768.004 -87.98421932946863 -89.23216299212521 -27.852258000000006 -49.107817 12231 -136.22 6917726.0 686316.0
168.94 1283.01 22767.992 -90.17579226967688 -91.33190364053424 -27.851189 -49.107864 12231 -138.363 6917845.0 686314.0
156.19 1296.57 22767.981 -92.8068467582747 -93.87215882410423 -27.850125 -49.107872 12231 -140.944 6917962.0 686315.0
151.91 1311.41 22767.971 -95.2964505394435 -96.27061916903958 -27.849072 -49.107861 12231 -143.382 6918079.0 686318.0
142.36 1323.42 22767.962000000003 -97.87685847909344 -98.76083032984877 -27.848022 -49.107856 12231 -145.912 6918195.0 686320.0
103.17 1330.95 22767.952 -99.47568761397673 -100.26868809410144 -27.846972 -49.10785300000001 12231 -147.46 6918312.0 686322.0
97.15 1337.25 22767.941000000006 -101.68874210257454 -102.39094327767141 -27.845917 -49.107858 12231 -149.623 6918429.0 686323.0
111.14 1341.78 22767.93 -105.09079659117235 -105.70219846124142 -27.844856 -49.107872 12231 -152.975 6918546.0 686324.0
127.98 1341.46 22767.92 -108.81911466547056 -109.3373934551419 -27.843778000000004 -49.107878 12231 -156.65200000000004 6918666.0 686325.0
149.98 1337.26 22767.909 -113.01162858128755 -113.43583763316849 -27.842683 -49.107881 12231 -160.792 6918787.0 686327.0
164.17 1332.59 22767.899 -117.62398488757142 -117.95257501808204 -27.841569 -49.107872 12231 -165.351 6918910.0 686329.0
172.54 1327.33 22767.889 -122.90637942584124 -123.1368547940087 -27.840439 -49.107861 12231 -170.578 6919036.0 686332.0
182.75 1321.13 22767.878 -129.03699931782558 -129.16953198925273 -27.839294 -49.107864 12231 -176.65400000000002 6919162.0 686334.0
189.49 1315.11 22767.866 -136.6719123077057 -136.70529723001837 -27.838142 -49.107883 12231 -184.235 6919290.0 686334.0
188.02 1309.79 22767.853 -143.19769720024829 -143.13150391286214 -27.836981 -49.107925 12231 -190.708 6919419.0 686332.0
175.13 1304.23 22767.839 -148.67712864173888 -148.51075461846676 -27.835811 -49.107978 12231 -196.135 6919549.0 686329.0
158.16 1298.38 22767.825 -152.95078543694402 -152.68440274338883 -27.834636 -49.108033 12231 -200.357 6919679.0 686325.0
148.82 1293.1 22767.811 -157.4656380736681 -157.09830005243697 -27.833453 -49.108083 12231 -204.819 6919810.0 686322.0
142.62 1288.67 22767.798 -161.57246119819658 -161.10304912629385 -27.832261 -49.108122 12231 -208.871 6919942.0 686321.0
153.39 1284.99 22767.786 -167.12325481052937 -166.5506499649596 -27.831061 -49.108128 12231 -214.365 6920075.0 686322.0
159.77 1281.27 22767.776 -171.69556820323763 -171.0183077297994 -27.829856 -49.108103 12231 -218.877 6920209.0 686327.0
158.1 1277.91 22767.768 -171.83743088851674 -171.05517065600452 -27.828642 -49.10805300000001 12231 -218.957 6920343.0 686334.0
147.86 1273.71 22767.758 -163.36794012274385 -162.48007760497046 -27.827428 -49.108014 12231 -210.426 6920478.0 686340.0
134.16 1269.17 22767.748 -147.6509000644 -146.65777939257111 -27.826208 -49.107992 12231 -194.649 6920613.0 686344.0
133.04 1264.89 22767.737 -127.53131071348528 -126.43327601880642 -27.824986 -49.107992 12231 -174.47099999999998 6920748.0 686346.0
147.56 1261.34 22767.724 -101.79381861894753 -100.59061150643733 -27.823756 -49.108025 12231 -148.67700000000005 6920884.0 686345.0
199.07 1258.16 22767.709 -71.12342378078671 -69.81478585546368 -27.822522 -49.108086 12231 -117.952 6921021.0 686341.0
227.6 1254.83 22767.694 -18.860833101106977 -17.447711020363954 -27.821294 -49.108158 12231 -65.63600000000001 6921157.0 686336.0
240.16 1254.22 22767.678 48.39775757857277 49.915363814735834 -27.820075 -49.108233 12231 1.676 6921293.0 686331.0
242.34 1253.51 22767.664 124.1021906487194 125.7227318567225 -27.818864 -49.108303 12231 77.433 6921427.0 686326.0
241.89 1252.13 22767.649 200.66469146304738 202.3867905249136 -27.817669 -49.108361 12231 154.048 6921559.0 686322.0
236.12 1251.04 22767.637 264.0566429848045 265.88064403173934 -27.816486 -49.108397 12231 217.49400000000003 6921691.0 686320.0
253.37 1251.2 22767.626 318.83498486083437 320.75942444548224 -27.815314 -49.108392 12231 272.329 6921820.0 686323.0
275.94 1252.39 22767.618 354.9576493469558 356.982441139938 -27.814158000000006 -49.108342 12231 308.511 6921948.0 686330.0
267.74 1252.62 22767.611 363.2249603820253 365.34950185715456 -27.813017 -49.108283 12231 316.838 6922075.0 686338.0
235.0 1252.59 22767.602000000006 354.1668589416515 356.3883101267497 -27.811892 -49.108247 12231 307.836 6922199.0 686343.0
193.41 1252.45 22767.593 338.4280814401341 340.74592613839263 -27.810778000000006 -49.108242 12231 292.151 6922323.0 686345.0
158.02 1253.64 22767.581 323.6466956216545 326.0590405182878 -27.809678 -49.108272 12231 277.421 6922445.0 686345.0
146.16 1257.64 22767.568 312.2250254250693 314.7294610084832 -27.808594 -49.108336 12231 266.046 6922565.0 686340.0
135.77 1262.47 22767.553 299.78097226523636 302.37577728624836 -27.807525 -49.108419 12231 253.647 6922683.0 686334.0
125.45 1266.93 22767.54 287.0849191054035 289.7700935640134 -27.806467 -49.1085 12231 240.996 6922801.0 686328.0
128.04 1270.73 22767.527 276.4007378482331 279.1758512838567 -27.805414000000006 -49.10855 12231 230.358 6922918.0 686324.0
129.09 1274.98 22767.517000000003 265.42387920115414 268.28884528441284 -27.804367 -49.108572 12231 219.43 6923034.0 686324.0
126.17 1281.97 22767.508 254.92911781045223 257.88367814636445 -27.803331 -49.108558 12231 208.986 6923149.0 686327.0
120.71 1291.5 22767.501 244.5444536761273 247.5883498697116 -27.8023 -49.108517 12231 198.654 6923263.0 686333.0
120.89 1300.84 22767.494 234.1786319322693 237.31031479994573 -27.801283 -49.108469 12231 188.34 6923375.0 686339.0
114.25 1307.4 22767.487 223.4945848346967 226.71388231086257 -27.800278 -49.108444 12231 177.707 6923487.0 686344.0
124.82 1313.1 22767.477000000006 213.7282533590184 217.03275593207954 -27.799283000000006 -49.108453 12231 167.987 6923597.0 686344.0
128.98 1318.61 22767.467 203.76334307857368 207.1522761567401 -27.798294 -49.10847800000001 12231 158.06799999999996 6923706.0 686344.0
112.89 1321.82 22767.457 193.21278624918088 196.68675235863972 -27.797308 -49.108497 12231 147.563 6923816.0 686343.0
121.54 1323.07 22767.447 185.10165061502153 188.6598751639829 -27.796322 -49.108528 12231 139.497 6923925.0 686342.0
128.61 1321.49 22767.436 177.4960937856287 181.13935136588262 -27.795331 -49.108556 12231 131.937 6924035.0 686341.0
131.81 1316.51 22767.426 169.62153695623596 173.34982756778217 -27.794333 -49.108589 12231 124.108 6924145.0 686340.0
140.6 1309.45 22767.415 161.51468702894726 165.32921572416026 -27.793325 -49.108628 12231 116.046 6924257.0 686337.0
149.42 1300.66 22767.403 153.58122006490612 157.4837080929686 -27.792303000000004 -49.108669 12231 108.159 6924371.0 686335.0
150.03 1293.13 22767.391 145.00188119820263 148.99275901969884 -27.791264 -49.108731 12231 99.625 6924486.0 686331.0
138.24 1287.0 22767.378 136.74569994103223 140.82651673954211 -27.790208000000003 -49.108786 12231 91.415 6924603.0 686327.0
130.49 1279.33 22767.367 129.47654819605742 133.64842269457657 -27.789142 -49.108828 12231 84.194 6924721.0 686325.0
133.37 1272.11 22767.356 122.1630047680447 126.42783028135875 -27.788061 -49.10885 12231 76.931 6924841.0 686325.0
143.08 1266.17 22767.346 114.13726549851316 118.49598868401482 -27.786972 -49.10885 12231 68.957 6924962.0 686326.0
148.28 1262.22 22767.337000000003 107.11097693641057 111.56394192530557 -27.785872 -49.108847 12231 61.984 6925083.0 686329.0
145.43 1261.23 22767.328 99.99626717907465 104.54424856315285 -27.784772 -49.108833 12231 54.923 6925205.0 686332.0
140.01 1261.51 22767.319 94.70955742173857 99.35255520100011 -27.783678 -49.108822 12231 49.69 6925327.0 686335.0
114.34 1262.65 22767.309 92.99546470115502 97.73175762641701 -27.782592 -49.108819 12231 48.028 6925447.0 686337.0
107.72 1263.77 22767.3 92.67514662685684 97.50456263251655 -27.781511 -49.108825 12231 47.75899999999999 6925567.0 686338.0
116.42 1261.98 22767.29 93.26724974779209 98.1890142420596 -27.780436 -49.108831 12231 48.402 6925686.0 686339.0
125.98 1260.0 22767.28 97.81957822244202 102.83386327091999 -27.779358 -49.108836 12231 53.006 6925805.0 686341.0
148.12 1258.88 22767.27 103.62603479442932 108.73327085770217 -27.778281 -49.108847 12231 58.863 6925925.0 686341.0
181.66 1139.88 22768.44 -56.15352530550825 -58.63973032575021 -27.867625 -49.102417 12240 -104.718 6916015.0 686822.0
190.5 1149.73 22768.428 -57.358886293382184 -59.76100493972443 -27.866644 -49.10245 12240 -105.879 6916124.0 686820.0
206.19 1157.12 22768.418 -60.118796573826984 -62.43648471506393 -27.865661 -49.102472 12240 -108.593 6916233.0 686820.0
212.32 1162.93 22768.407000000007 -63.11570685427189 -65.34896449040346 -27.864675 -49.102489 12240 -111.544 6916342.0 686820.0
196.16 1169.79 22768.398 -65.81816642728762 -67.96664942710822 -27.863689 -49.102486 12240 -114.199 6916451.0 686822.0
186.0 1178.17 22768.389 -68.29817529287433 -70.36153952517833 -27.862706 -49.102467 12240 -116.63 6916560.0 686826.0
190.48 1187.78 22768.38 -69.34663486589021 -71.32522446188315 -27.861719 -49.102458 12240 -117.631 6916669.0 686828.0
199.67 1199.08 22768.369 -71.01654514633498 -72.91070423722265 -27.860739 -49.10247800000001 12240 -119.255 6916778.0 686828.0
201.75 1208.93 22768.358 -73.29848493897545 -75.10933224775341 -27.859764 -49.102519 12240 -121.493 6916886.0 686826.0
199.6 1219.74 22768.346 -75.33065008533038 -77.05835767760145 -27.858792 -49.102558 12240 -123.482 6916994.0 686823.0
191.77 1229.18 22768.335 -77.90536452425633 -79.54958826881483 -27.857819 -49.102586 12240 -126.012 6917102.0 686822.0
175.02 1237.42 22768.326 -80.14140290203872 -81.70162660207612 -27.856844 -49.102586 12240 -128.201 6917210.0 686824.0
164.66 1247.04 22768.317000000006 -82.06002008458753 -83.53701833189395 -27.855875 -49.102578 12240 -130.07299999999998 6917317.0 686826.0
154.45 1255.71 22768.308 -83.59883310865543 -84.99165924583795 -27.854906 -49.102564 12240 -131.564 6917425.0 686829.0
144.62 1262.98 22768.299 -85.71322493748987 -87.02265355633844 -27.853939 -49.102556 12240 -133.631 6917532.0 686832.0
131.15 1267.98 22768.291 -87.72503796155766 -88.95029447028244 -27.852961 -49.102539 12240 -135.595 6917640.0 686835.0
120.91 1268.88 22768.282000000007 -88.45504682714449 -89.59518456835258 -27.851978000000006 -49.102514 12240 -136.276 6917749.0 686839.0
136.88 1266.4 22768.274 -90.94047688796465 -91.99472126986618 -27.850981 -49.102492 12240 -138.71200000000002 6917859.0 686843.0
144.32 1262.45 22768.266 -93.60674933925173 -94.57355117826674 -27.849972 -49.102469 12240 -141.328 6917971.0 686847.0
150.12 1259.0 22768.256 -96.74208953472012 -97.62007171287156 -27.848946999999995 -49.102461 12240 -144.41299999999995 6918085.0 686850.0
150.32 1255.76 22768.247000000007 -100.64307627913664 -101.43163627023728 -27.847908 -49.102453 12240 -148.264 6918200.0 686852.0
150.23 1252.8 22768.237 -104.60068006030541 -105.29809661517255 -27.84685 -49.102447 12240 -152.17 6918317.0 686855.0
148.7 1250.33 22768.226 -109.2095769393701 -109.81464500562956 -27.845781 -49.102456 12240 -156.72799999999995 6918436.0 686856.0
148.83 1251.88 22768.214 -113.62914987957828 -114.14238565403856 -27.844706 -49.102494 12240 -161.099 6918555.0 686854.0
150.69 1255.66 22768.2 -118.03639888093014 -118.45831856039965 -27.843628 -49.102556 12240 -165.46 6918674.0 686849.0
150.22 1261.41 22768.186 -122.19206907751543 -122.5218980702042 -27.842547 -49.102628 12240 -169.56900000000005 6918794.0 686844.0
178.92 1267.64 22768.172 -128.53473927410073 -128.77247758000874 -27.841461 -49.102694 12240 -175.865 6918914.0 686839.0
221.1 1273.29 22768.159 -136.76660531220486 -136.9113062739394 -27.840378 -49.102761 12240 -184.049 6919035.0 686835.0
265.81 1281.19 22768.144 -147.03727550879015 -147.08988578374394 -27.839294 -49.102833 12240 -194.273 6919155.0 686830.0
295.72 1289.01 22768.131 -159.16052451014187 -159.12181869010496 -27.838217 -49.1029 12240 -206.35 6919274.0 686825.0
314.54 1295.22 22768.118 -172.01496935301262 -171.88400078059215 -27.837133 -49.102956 12240 -219.157 6919394.0 686821.0
313.89 1301.29 22768.106 -184.35493397625882 -184.13023979725347 -27.836047 -49.102978 12240 -231.446 6919515.0 686821.0
324.69 1307.01 22768.097 -199.68880134312786 -199.37063995251918 -27.834958 -49.102964 12240 -246.727 6919635.0 686824.0
331.04 1311.76 22768.088 -218.2354138440869 -217.8224944532764 -27.833867 -49.102922 12240 -265.218 6919756.0 686830.0
313.12 1316.37 22768.08 -233.2770263450458 -232.76934895403357 -27.832778 -49.102883 12240 -280.204 6919877.0 686836.0
293.53 1319.79 22768.072 -247.7088641997193 -247.1066008741081 -27.831686 -49.102844 12240 -294.581 6919998.0 686841.0
294.51 1320.91 22768.063 -264.7197020543929 -264.0228527941827 -27.830592 -49.102822 12240 -311.5370000000001 6920119.0 686846.0
326.17 1319.29 22768.053 -292.68063716544333 -291.88894357565283 -27.829492 -49.102817 12240 -339.445 6920241.0 686848.0
311.67 1316.68 22768.042 -302.02402298392286 -301.1378291957575 -27.828386 -49.102839 12240 -348.737 6920363.0 686848.0
259.44 1313.47 22768.029 -282.1495060587795 -281.16855367725793 -27.827278000000003 -49.10288900000001 12240 -328.8130000000001 6920486.0 686845.0
226.18 1310.27 22768.015 -257.80686103629847 -256.7307196008363 -27.826164 -49.102958 12240 -304.422 6920610.0 686840.0
257.87 1309.3 22768.0 -251.02644136753202 -249.8552829437321 -27.825047 -49.103042 12240 -297.594 6920734.0 686834.0
318.42 1310.06 22767.985 -242.04502169876548 -240.77884628662792 -27.823925 -49.103119 12240 -288.565 6920858.0 686828.0
365.13 1311.66 22767.972 -192.68657251780343 -191.32426139433247 -27.822806 -49.103175 12240 -239.157 6920983.0 686824.0
400.52 1313.94 22767.96 -91.15880072674986 -89.70044022132423 -27.821683 -49.103197 12240 -137.577 6921107.0 686824.0
420.25 1313.3 22767.95 59.580225930213935 61.1359266061926 -27.820558 -49.103186 12240 13.217 6921232.0 686827.0
428.86 1309.73 22767.941000000006 244.1618991361256 245.8143374564703 -27.819431 -49.103167 12240 197.854 6921356.0 686831.0
426.48 1306.27 22767.931 417.93770043937485 419.6873068646698 -27.818308 -49.103158 12240 371.684 6921481.0 686833.0
433.81 1304.91 22767.921 558.8123441330908 560.657569479756 -27.817192 -49.103164 12240 512.612 6921604.0 686835.0
428.47 1305.02 22767.909 642.0683117656632 644.0086398368907 -27.816086 -49.103189 12240 595.919 6921727.0 686834.0
424.83 1304.37 22767.897 691.4687005934693 693.5033567974684 -27.814989 -49.103219 12240 645.37 6921849.0 686833.0
432.6 1303.35 22767.886 715.7991571654567 717.9267643842508 -27.813903000000003 -49.103242 12240 669.7510000000002 6921969.0 686833.0
