Y X MAGIGRF
687952.15702479 6911130 -55.527372420163
688076.90082645 6911130 -55.253173624646
688201.6446281 6911130 -53.132804671612
688326.38842975 6911130 -47.92795886991
688451.13223141 6911130 -50.763695679363
688575.87603306 6911130 -50.55302969901
688700.61983471 6911130 -48.873699453442
688825.36363636 6911130 -44.585819318983
688950.10743802 6911130 -47.058434514186
689074.85123967 6911130 -46.858370199
689199.59504132 6911130 -45.132937581257
689324.33884298 6911130 -40.761611331825
689449.08264463 6911130 -41.031207951009
689573.82644628 6911130 -39.187991061008
689698.57024793 6911130 -37.08558879931
689823.31404959 6911130 -34.461247500004
689948.05785124 6911130 -35.769001533324
690072.80165289 6911130 -36.579644269566
690197.54545455 6911130 -37.187882686787
690322.2892562 6911130 -35.833286469935
690447.03305785 6911130 -37.846477579029
690571.7768595 6911130 -37.635516181803
690696.52066116 6911130 -36.642365269754
690821.26446281 6911130 -34.290957961394
690946.00826446 6911130 -35.295525783429
691070.75206612 6911130 -34.971702004479
691195.49586777 6911130 -34.174104838808
691320.23966942 6911130 -32.434705702709
691444.98347107 6911130 -32.414518849278
691569.72727273 6911130 -31.452956999906
691694.47107438 6911130 -30.278181855024
691819.21487603 6911130 -29.046475620761
691943.95867769 6911130 -28.43032200136
692068.70247934 6911130 -27.864058838698
692193.44628099 6911130 -27.433691767297
692318.19008264 6911130 -27.199175785121
692442.9338843 6911130 -26.752045512331
692567.67768595 6911130 -26.638403113951
692692.4214876 6911130 -26.946894646328
692817.16528926 6911130 -27.553897020815
692941.90909091 6911130 -28.725982633615
693066.65289256 6911130 -30.049678528204
693191.39669421 6911130 -31.264353572804
693316.14049587 6911130 -30.981525997265
693440.88429752 6911130 -31.333034064588
693565.62809917 6911130 -30.116644877652
693690.37190083 6911130 -28.696587339006
693815.11570248 6911130 -27.552466362845
693939.85950413 6911130 -28.173166871558
694064.60330579 6911130 -29.037684329216
694189.34710744 6911130 -29.797289853682
694314.09090909 6911130 -29.760951073994
694438.83471074 6911130 -31.097279844873
694563.5785124 6911130 -31.555396840017
694688.32231405 6911130 -31.603662422808
694813.0661157 6911130 -30.753079726949
694937.80991736 6911130 -32.397784861016
695062.55371901 6911130 -32.969814966701
695187.29752066 6911130 -32.803291868054
695312.04132231 6911130 -31.285637433576
695436.78512397 6911130 -32.227104192108
695561.52892562 6911130 -31.861880984252
695686.27272727 6911130 -30.946413106859
695811.01652893 6911130 -29.488706691374
695935.76033058 6911130 -30.598923566755
696060.50413223 6911130 -31.271640457174
696185.24793388 6911130 -31.582053769641
696309.99173554 6911130 -30.590842656565
696434.73553719 6911130 -32.004702127197
696559.47933884 6911130 -31.997074238336
696684.2231405 6911130 -31.316774045323
696808.96694215 6911130 -29.561890226227
696933.7107438 6911130 -30.131457622524
697058.45454545 6911130 -29.709814133711
697183.19834711 6911130 -28.92669671733
697307.94214876 6911130 -27.667920595319
697432.68595041 6911130 -28.201995547564
697557.42975207 6911130 -28.274606670275
697682.17355372 6911130 -28.084636744034
697806.91735537 6911130 -27.273905318942
697931.66115702 6911130 -27.481513640564
698056.40495868 6911130 -27.087641492301
698181.14876033 6911130 -26.483914435774
698305.89256198 6911130 -25.572572514133
698430.63636364 6911130 -25.081074534287
698555.38016529 6911130 -24.360967213318
698680.12396694 6911130 -23.714563095053
698804.8677686 6911130 -23.356104431655
698929.61157025 6911130 -23.004060212557
699054.3553719 6911130 -22.728547249963
699179.09917355 6911130 -22.26494081299
699303.84297521 6911130 -21.919961857215
699428.58677686 6911130 -21.121763212914
699553.33057851 6911130 -20.497533906223
699678.07438017 6911130 -19.889747700212
699802.81818182 6911130 -19.900240484516
699927.56198347 6911130 -19.137222030688
700052.30578512 6911130 -19.075413299882
700177.04958678 6911130 -19.033436876751
700301.79338843 6911130 -18.821107809373
700426.53719008 6911130 -15.83370433209
700551.28099174 6911130 -12.973326415648
700676.02479339 6911130 -11.043134655619
700800.76859504 6911130 -12.233851222818
700925.51239669 6911130 -12.384351834842
701050.25619835 6911130 -15.489223285836
701175 6911130 -19.498163911541
670987 6911254.973822 -50.223526934536
671111.74380165 6911254.973822 -61.867969724903
671236.48760331 6911254.973822 -71.800478819867
671361.23140496 6911254.973822 -76.372943927271
671485.97520661 6911254.973822 -79.704443307011
671610.71900826 6911254.973822 -78.582367625004
671735.46280992 6911254.973822 -74.847145137121
671860.20661157 6911254.973822 -70.378586053941
671984.95041322 6911254.973822 -73.380002601128
672109.69421488 6911254.973822 -75.552168483955
672234.43801653 6911254.973822 -75.892609442615
672359.18181818 6911254.973822 -74.411326659697
672483.92561983 6911254.973822 -78.839232418343
672608.66942149 6911254.973822 -80.990777991352
672733.41322314 6911254.973822 -80.449088518732
672858.15702479 6911254.973822 -77.498967597756
672982.90082645 6911254.973822 -81.495439921539
673107.6446281 6911254.973822 -82.998243839846
673232.38842975 6911254.973822 -81.584307567588
673357.13223141 6911254.973822 -77.897889106362
673481.87603306 6911254.973822 -81.480248270658
673606.61983471 6911254.973822 -82.895288831131
673731.36363636 6911254.973822 -81.750561909282
673856.10743802 6911254.973822 -78.468651948266
673980.85123967 6911254.973822 -82.46750728738
674105.59504132 6911254.973822 -83.997729346041
674230.33884298 6911254.973822 -82.703384348318
674355.08264463 6911254.973822 -79.155792086413
674479.82644628 6911254.973822 -83.78909130897
674604.57024793 6911254.973822 -86.000465906972
674729.31404959 6911254.973822 -85.013548343102
674854.05785124 6911254.973822 -81.292271184925
674978.80165289 6911254.973822 -84.919334692293
675103.54545455 6911254.973822 -85.831940616984
675228.2892562 6911254.973822 -83.704551830449
675353.03305785 6911254.973822 -79.137797922683
675477.7768595 6911254.973822 -82.415921689926
675602.52066116 6911254.973822 -83.167345307837
675727.26446281 6911254.973822 -81.316404701981
675852.00826446 6911254.973822 -78.019198960837
675976.75206612 6911254.973822 -83.770826526439
676101.49586777 6911254.973822 -87.927662404172
676226.23966942 6911254.973822 -89.290175343242
676350.98347107 6911254.973822 -88.347245082654
676475.72727273 6911254.973822 -97.35900870383
676600.47107438 6911254.973822 -103.33108779759
676725.21487603 6911254.973822 -104.5926847109
676849.95867769 6911254.973822 -100.61218368283
676974.70247934 6911254.973822 -105.61528150459
677099.44628099 6911254.973822 -105.05848911393
677224.19008264 6911254.973822 -99.648053274008
677348.9338843 6911254.973822 -91.714074000356
677473.67768595 6911254.973822 -98.63127498577
677598.4214876 6911254.973822 -103.16916615019
677723.16528926 6911254.973822 -103.14400423159
677847.90909091 6911254.973822 -98.195621359762
677972.65289256 6911254.973822 -100.78186259098
678097.39669421 6911254.973822 -98.797845099725
678222.14049587 6911254.973822 -93.180086663669
678346.88429752 6911254.973822 -85.77317343544
678471.62809917 6911254.973822 -88.654834712542
678596.37190083 6911254.973822 -89.837909546865
678721.11570248 6911254.973822 -88.373399659214
678845.85950413 6911254.973822 -84.303507728462
678970.60330579 6911254.973822 -88.0206732745
679095.34710744 6911254.973822 -88.925543999984
679220.09090909 6911254.973822 -86.647639706696
679344.83471074 6911254.973822 -81.815644575418
679469.5785124 6911254.973822 -86.05333926769
679594.32231405 6911254.973822 -87.741206278293
679719.0661157 6911254.973822 -86.529857889419
679843.80991736 6911254.973822 -82.947283371564
679968.55371901 6911254.973822 -86.902299464786
680093.29752066 6911254.973822 -88.118625389683
680218.04132231 6911254.973822 -86.204718190673
680342.78512397 6911254.973822 -81.77855588969
680467.52892562 6911254.973822 -86.476341155483
680592.27272727 6911254.973822 -88.50347200369
680717.01652893 6911254.973822 -86.972326256383
680841.76033058 6911254.973822 -82.213917305628
680966.50413223 6911254.973822 -85.122747063379
681091.24793388 6911254.973822 -85.05975860534
681215.99173554 6911254.973822 -82.181991811676
681340.73553719 6911254.973822 -77.484404079284
681465.47933884 6911254.973822 -80.387087624603
681590.2231405 6911254.973822 -81.255863712353
681714.96694215 6911254.973822 -79.473259912917
681839.7107438 6911254.973822 -75.306177508324
681964.45454545 6911254.973822 -77.557810140897
682089.19834711 6911254.973822 -77.527707660113
682213.94214876 6911254.973822 -75.041827046494
682338.68595041 6911254.973822 -70.961325253645
682463.42975207 6911254.973822 -74.006649753062
682588.17355372 6911254.973822 -75.496554483637
682712.91735537 6911254.973822 -74.792493849177
682837.66115702 6911254.973822 -71.988903538697
682962.40495868 6911254.973822 -74.446051608428
683087.14876033 6911254.973822 -74.503488444974
683211.89256198 6911254.973822 -72.103076363997
683336.63636364 6911254.973822 -67.804338969461
683461.38016529 6911254.973822 -69.95183494795
683586.12396694 6911254.973822 -70.39302727153
683710.8677686 6911254.973822 -68.79148189764
683835.61157025 6911254.973822 -65.673380219837
683960.3553719 6911254.973822 -68.897418887519
684085.09917355 6911254.973822 -70.536994028
684209.84297521 6911254.973822 -70.097304101018
684334.58677686 6911254.973822 -67.688005302048
684459.33057851 6911254.973822 -70.462510147523
684584.07438017 6911254.973822 -70.942346396161
684708.81818182 6911254.973822 -69.069280051078
684833.56198347 6911254.973822 -65.445170175122
684958.30578512 6911254.973822 -68.053513152169
685083.04958678 6911254.973822 -68.952482065373
685207.79338843 6911254.973822 -67.559117922512
685332.53719008 6911254.973822 -64.080454520783
685457.28099174 6911254.973822 -65.622707285763
685582.02479339 6911254.973822 -65.249403340624
685706.76859504 6911254.973822 -63.088342009472
685831.51239669 6911254.973822 -59.779552276672
685956.25619835 6911254.973822 -62.161815408542
686081 6911254.973822 -63.207570198733
686205.74380165 6911254.973822 -62.487531752202
686330.48760331 6911254.973822 -60.15236463991
686455.23140496 6911254.973822 -61.940746655928
686579.97520661 6911254.973822 -62.151348837678
686704.71900826 6911254.973822 -60.763285062161
686829.46280992 6911254.973822 -58.479908798875
686954.20661157 6911254.973822 -59.169541144831
687078.95041322 6911254.973822 -59.051475141597
687203.69421488 6911254.973822 -57.681019726814
687328.43801653 6911254.973822 -55.162098527263
687453.18181818 6911254.973822 -56.71184459074
687577.92561983 6911254.973822 -56.853758196123
687702.66942149 6911254.973822 -55.391361888699
687827.41322314 6911254.973822 -52.587231627049
687952.15702479 6911254.973822 -53.491891112977
688076.90082645 6911254.973822 -53.174763689748
688201.6446281 6911254.973822 -51.497623426845
688326.38842975 6911254.973822 -48.818147917021
688451.13223141 6911254.973822 -49.467448981723
688575.87603306 6911254.973822 -49.199314476675
688700.61983471 6911254.973822 -47.878234370299
688825.36363636 6911254.973822 -45.654847861664
688950.10743802 6911254.973822 -45.986291155925
689074.85123967 6911254.973822 -45.268843883494
689199.59504132 6911254.973822 -43.398573758931
689324.33884298 6911254.973822 -40.415117309581
689449.08264463 6911254.973822 -39.139204674821
689573.82644628 6911254.973822 -37.067570723423
689698.57024793 6911254.973822 -34.517525256953
689823.31404959 6911254.973822 -31.959889510952
689948.05785124 6911254.973822 -32.531541216717
690072.80165289 6911254.973822 -33.165629380961
690197.54545455 6911254.973822 -33.558727034813
690322.2892562 6911254.973822 -33.493992596272
690447.03305785 6911254.973822 -34.035589994372
690571.7768595 6911254.973822 -33.998002890999
690696.52066116 6911254.973822 -33.504053800134
690821.26446281 6911254.973822 -32.695929245984
690946.00826446 6911254.973822 -33.371029081365
691070.75206612 6911254.973822 -33.737696325396
691195.49586777 6911254.973822 -33.650022338828
691320.23966942 6911254.973822 -33.041307199142
691444.98347107 6911254.973822 -32.983526643808
691569.72727273 6911254.973822 -32.468131974768
691694.47107438 6911254.973822 -31.706660640667
691819.21487603 6911254.973822 -30.899572248524
691943.95867769 6911254.973822 -30.307115490993
692068.70247934 6911254.973822 -29.744282567523
692193.44628099 6911254.973822 -29.243780963908
692318.19008264 6911254.973822 -28.826426068294
692442.9338843 6911254.973822 -28.291650478807
692567.67768595 6911254.973822 -27.897317699641
692692.4214876 6911254.973822 -27.657548792903
692817.16528926 6911254.973822 -27.547378759475
692941.90909091 6911254.973822 -28.372776303224
693066.65289256 6911254.973822 -29.163046089706
693191.39669421 6911254.973822 -29.701299598462
693316.14049587 6911254.973822 -29.670309105031
693440.88429752 6911254.973822 -29.749300539966
693565.62809917 6911254.973822 -29.258329875371
693690.37190083 6911254.973822 -28.603473864821
693815.11570248 6911254.973822 -28.155515786782
693939.85950413 6911254.973822 -28.626193077491
694064.60330579 6911254.973822 -29.344024143243
694189.34710744 6911254.973822 -30.001061101894
694314.09090909 6911254.973822 -30.294286970117
694438.83471074 6911254.973822 -30.761726394844
694563.5785124 6911254.973822 -30.783138890201
694688.32231405 6911254.973822 -30.528238158235
694813.0661157 6911254.973822 -30.148362388338
694937.80991736 6911254.973822 -31.132009340168
695062.55371901 6911254.973822 -31.860627186373
695187.29752066 6911254.973822 -32.131616557441
695312.04132231 6911254.973822 -31.809311179339
695436.78512397 6911254.973822 -31.893058386374
695561.52892562 6911254.973822 -31.373507194101
695686.27272727 6911254.973822 -30.390850839381
695811.01652893 6911254.973822 -29.233789516203
695935.76033058 6911254.973822 -29.768884687578
696060.50413223 6911254.973822 -30.163238906985
696185.24793388 6911254.973822 -30.218438670853
696309.99173554 6911254.973822 -29.903604361433
696434.73553719 6911254.973822 -30.307377068057
696559.47933884 6911254.973822 -30.26630009186
696684.2231405 6911254.973822 -29.764309677671
696808.96694215 6911254.973822 -28.891885961932
696933.7107438 6911254.973822 -29.099191049649
697058.45454545 6911254.973822 -29.005495257217
697183.19834711 6911254.973822 -28.626394278508
697307.94214876 6911254.973822 -28.123092621557
697432.68595041 6911254.973822 -28.298071877161
697557.42975207 6911254.973822 -28.365200218341
697682.17355372 6911254.973822 -28.188011011811
697806.91735537 6911254.973822 -27.70869512628
697931.66115702 6911254.973822 -27.674854289082
698056.40495868 6911254.973822 -27.31444234611
698181.14876033 6911254.973822 -26.68782663701
698305.89256198 6911254.973822 -25.871809954532
698430.63636364 6911254.973822 -25.595844482
698555.38016529 6911254.973822 -25.2344562916
698680.12396694 6911254.973822 -24.855603921131
698804.8677686 6911254.973822 -24.547840081152
698929.61157025 6911254.973822 -24.324718224405
699054.3553719 6911254.973822 -24.176365567985
699179.09917355 6911254.973822 -24.079717492935
699303.84297521 6911254.973822 -23.924991195726
699428.58677686 6911254.973822 -22.870023732811
699553.33057851 6911254.973822 -21.789471380361
699678.07438017 6911254.973822 -20.892448243833
699802.81818182 6911254.973822 -20.386150810127
699927.56198347 6911254.973822 -19.969663950661
700052.30578512 6911254.973822 -19.927975280481
700177.04958678 6911254.973822 -19.940719039519
700301.79338843 6911254.973822 -19.572276682684
700426.53719008 6911254.973822 -16.785949804884
700551.28099174 6911254.973822 -13.96452006513
700676.02479339 6911254.973822 -12.12851688518
700800.76859504 6911254.973822 -12.307308686967
700925.51239669 6911254.973822 -13.44271386717
701050.25619835 6911254.973822 -16.508549024578
701175 6911254.973822 -20.21050751293
670987 6911379.947644 -56.88026403751
671111.74380165 6911379.947644 -67.356029932877
671236.48760331 6911379.947644 -75.478310950212
671361.23140496 6911379.947644 -78.40011607688
671485.97520661 6911379.947644 -78.697888164012
671610.71900826 6911379.947644 -77.049514506927
671735.46280992 6911379.947644 -74.768917853251
671860.20661157 6911379.947644 -73.057762507787
671984.95041322 6911379.947644 -73.814100118902
672109.69421488 6911379.947644 -74.585609941098
672234.43801653 6911379.947644 -74.725563607893
672359.18181818 6911379.947644 -74.679746441687
672483.92561983 6911379.947644 -76.480245234306
672608.66942149 6911379.947644 -77.794346033643
672733.41322314 6911379.947644 -77.881249781785
672858.15702479 6911379.947644 -77.348442939949
672982.90082645 6911379.947644 -78.936966442095
673107.6446281 6911379.947644 -79.759414414486
673232.38842975 6911379.947644 -79.279744133347
673357.13223141 6911379.947644 -78.264017808671
673481.87603306 6911379.947644 -79.263558936913
673606.61983471 6911379.947644 -79.888504730448
673731.36363636 6911379.947644 -79.644416897497
673856.10743802 6911379.947644 -78.941624234029
673980.85123967 6911379.947644 -80.083377969509
674105.59504132 6911379.947644 -80.467392357179
674230.33884298 6911379.947644 -79.606798961513
674355.08264463 6911379.947644 -78.548474975838
674479.82644628 6911379.947644 -80.159330171249
674604.57024793 6911379.947644 -81.27749905639
674729.31404959 6911379.947644 -80.78776262482
674854.05785124 6911379.947644 -79.178118727748
674978.80165289 6911379.947644 -80.413046165036
675103.54545455 6911379.947644 -80.603382083761
675228.2892562 6911379.947644 -79.417193171849
675353.03305785 6911379.947644 -77.636717225313
675477.7768595 6911379.947644 -78.202779145391
675602.52066116 6911379.947644 -78.201549940237
675727.26446281 6911379.947644 -77.261170693852
675852.00826446 6911379.947644 -76.645469737441
675976.75206612 6911379.947644 -79.376469229459
676101.49586777 6911379.947644 -82.389724345571
676226.23966942 6911379.947644 -84.570014917117
676350.98347107 6911379.947644 -86.360864568339
676475.72727273 6911379.947644 -89.833268183628
676600.47107438 6911379.947644 -92.42446171384
676725.21487603 6911379.947644 -93.116315255336
676849.95867769 6911379.947644 -92.320112953528
676974.70247934 6911379.947644 -94.371196270644
677099.44628099 6911379.947644 -94.345642077511
677224.19008264 6911379.947644 -91.462273822312
677348.9338843 6911379.947644 -87.899243862317
677473.67768595 6911379.947644 -92.576605745454
677598.4214876 6911379.947644 -96.617916542969
677723.16528926 6911379.947644 -98.011496476697
677847.90909091 6911379.947644 -96.936034589549
677972.65289256 6911379.947644 -97.033061801774
678097.39669421 6911379.947644 -95.103342338144
678222.14049587 6911379.947644 -91.602700585052
678346.88429752 6911379.947644 -88.047212622243
678471.62809917 6911379.947644 -88.312143063516
678596.37190083 6911379.947644 -88.578893902813
678721.11570248 6911379.947644 -87.793752074532
678845.85950413 6911379.947644 -86.545802881835
678970.60330579 6911379.947644 -86.320337678118
679095.34710744 6911379.947644 -85.636677564065
679220.09090909 6911379.947644 -84.147313941863
679344.83471074 6911379.947644 -82.614095269263
679469.5785124 6911379.947644 -83.322587582037
679594.32231405 6911379.947644 -83.94958983072
679719.0661157 6911379.947644 -83.859989267842
679843.80991736 6911379.947644 -83.290081978562
679968.55371901 6911379.947644 -84.31692026424
680093.29752066 6911379.947644 -84.476818357979
680218.04132231 6911379.947644 -83.377439127503
680342.78512397 6911379.947644 -82.179568902295
680467.52892562 6911379.947644 -83.522335697229
680592.27272727 6911379.947644 -84.50892950486
680717.01652893 6911379.947644 -83.993980795774
680841.76033058 6911379.947644 -82.411588029195
680966.50413223 6911379.947644 -82.715624183627
681091.24793388 6911379.947644 -82.147061064124
681215.99173554 6911379.947644 -80.537526825226
681340.73553719 6911379.947644 -78.734115306025
681465.47933884 6911379.947644 -79.494096909007
681590.2231405 6911379.947644 -79.857825626686
681714.96694215 6911379.947644 -78.976698922781
681839.7107438 6911379.947644 -77.352552344518
681964.45454545 6911379.947644 -77.236567790508
682089.19834711 6911379.947644 -76.379301254858
682213.94214876 6911379.947644 -74.513967951202
682338.68595041 6911379.947644 -72.52260424592
682463.42975207 6911379.947644 -73.267666705162
682588.17355372 6911379.947644 -73.930617082567
682712.91735537 6911379.947644 -73.823601707268
682837.66115702 6911379.947644 -73.127429528712
682962.40495868 6911379.947644 -73.672091356766
683087.14876033 6911379.947644 -73.334330596496
683211.89256198 6911379.947644 -71.753295482672
683336.63636364 6911379.947644 -69.798218563242
683461.38016529 6911379.947644 -69.91903937482
683586.12396694 6911379.947644 -69.75317110003
683710.8677686 6911379.947644 -68.789275317745
683835.61157025 6911379.947644 -67.599896358066
683960.3553719 6911379.947644 -68.469704424206
684085.09917355 6911379.947644 -69.067552619977
684209.84297521 6911379.947644 -68.831553609608
684334.58677686 6911379.947644 -67.976279505842
684459.33057851 6911379.947644 -69.086774413224
684584.07438017 6911379.947644 -69.259744833103
684708.81818182 6911379.947644 -68.131371908207
684833.56198347 6911379.947644 -66.626121929947
684958.30578512 6911379.947644 -67.218532734736
685083.04958678 6911379.947644 -67.441405400558
685207.79338843 6911379.947644 -66.641496061531
685332.53719008 6911379.947644 -65.255760918382
685457.28099174 6911379.947644 -64.99209261992
685582.02479339 6911379.947644 -64.352288271927
685706.76859504 6911379.947644 -63.195844238469
685831.51239669 6911379.947644 -62.010983034243
685956.25619835 6911379.947644 -62.525819178397
686081 6911379.947644 -62.909167956583
686205.74380165 6911379.947644 -62.691355076342
686330.48760331 6911379.947644 -62.150840599899
686455.23140496 6911379.947644 -62.481006411961
686579.97520661 6911379.947644 -62.445951459097
686704.71900826 6911379.947644 -61.817122568163
686829.46280992 6911379.947644 -60.73793678439
686954.20661157 6911379.947644 -60.132701042105
687078.95041322 6911379.947644 -59.083044159162
687203.69421488 6911379.947644 -57.609351947721
687328.43801653 6911379.947644 -56.052910766075
687453.18181818 6911379.947644 -56.005783432283
687577.92561983 6911379.947644 -55.609283336761
687702.66942149 6911379.947644 -54.457665904989
687827.41322314 6911379.947644 -53.014670723663
687952.15702479 6911379.947644 -52.705203489652
688076.90082645 6911379.947644 -52.137295609201
688201.6446281 6911379.947644 -50.994584037888
688326.38842975 6911379.947644 -49.613698638396
688451.13223141 6911379.947644 -49.176483856173
688575.87603306 6911379.947644 -48.613757785346
688700.61983471 6911379.947644 -47.771442905135
688825.36363636 6911379.947644 -46.784278381744
688950.10743802 6911379.947644 -45.767536510486
689074.85123967 6911379.947644 -44.438620324994
689199.59504132 6911379.947644 -42.577012417242
689324.33884298 6911379.947644 -40.373031978381
689449.08264463 6911379.947644 -38.395313450647
689573.82644628 6911379.947644 -36.206564937297
689698.57024793 6911379.947644 -33.861208042608
689823.31404959 6911379.947644 -31.847578654183
689948.05785124 6911379.947644 -31.205615524446
690072.80165289 6911379.947644 -30.85854760023
690197.54545455 6911379.947644 -30.414453874511
690322.2892562 6911379.947644 -30.103403636341
690447.03305785 6911379.947644 -30.572418057517
690571.7768595 6911379.947644 -31.048700561727
690696.52066116 6911379.947644 -31.174641950648
690821.26446281 6911379.947644 -31.190868783349
690946.00826446 6911379.947644 -32.170132365316
691070.75206612 6911379.947644 -33.106231133841
691195.49586777 6911379.947644 -33.725215043537
691320.23966942 6911379.947644 -33.986534477982
691444.98347107 6911379.947644 -33.968678568668
691569.72727273 6911379.947644 -33.701711683144
691694.47107438 6911379.947644 -33.28029133579
691819.21487603 6911379.947644 -32.685409327431
691943.95867769 6911379.947644 -32.272312820082
692068.70247934 6911379.947644 -31.707482548543
692193.44628099 6911379.947644 -31.084999089985
692318.19008264 6911379.947644 -30.463688254467
692442.9338843 6911379.947644 -29.977013745524
692567.67768595 6911379.947644 -29.523635112523
692692.4214876 6911379.947644 -29.175601018136
692817.16528926 6911379.947644 -29.027712983931
692941.90909091 6911379.947644 -28.960581206295
693066.65289256 6911379.947644 -28.940681323439
693191.39669421 6911379.947644 -28.764847992043
693316.14049587 6911379.947644 -28.425855791237
693440.88429752 6911379.947644 -28.688901449973
693565.62809917 6911379.947644 -28.804211408016
693690.37190083 6911379.947644 -28.824469100133
