ALTURA GPSALT LAT LONG Line MAGIGRF X Y
96.08 442.74 -16.121809 -51.23073 22730 310.263 8217570.93 475328.72
96.2 442.76 -16.121728 -51.230733 22730 308.006 8217579.84 475328.41
96.32 442.77 -16.121647 -51.230733 22730 305.7 8217588.75 475328.4
96.44 442.79 -16.121567 -51.230733 22730 303.392 8217597.66 475328.39
96.56 442.81 -16.121489 -51.230735 22730 301.137 8217606.26 475328.08
96.69 442.83 -16.121409 -51.230735 22730 298.988 8217615.17 475328.07
96.81 442.85 -16.121328 -51.230735 22730 296.991 8217624.08 475328.06
96.93 442.87 -16.121247 -51.230738 22730 295.211 8217632.99 475327.76
97.11 442.87 -16.121167 -51.230741 22730 293.679 8217641.91 475327.45
97.3 442.86 -16.121086 -51.230744 22730 292.431 8217650.82 475327.14
97.48 442.86 -16.121006 -51.230747 22730 291.502 8217659.73 475326.83
97.66 442.86 -16.120925 -51.230749 22730 290.923 8217668.64 475326.53
97.84 442.85 -16.120845 -51.230752 22730 290.706 8217677.55 475326.22
98.03 442.85 -16.120764 -51.230755 22730 290.849 8217686.46 475325.91
98.21 442.85 -16.120684 -51.230758 22730 291.338 8217695.37 475325.61
98.39 442.85 -16.120606 -51.23076 22730 292.156 8217703.97 475325.3
98.58 442.84 -16.120522 -51.230763 22730 293.258 8217713.19 475324.99
98.76 442.84 -16.120445 -51.230766 22730 294.61 8217721.79 475324.69
98.76 442.69 -16.120364 -51.230769 22730 296.155 8217730.7 475324.38
98.76 442.54 -16.120284 -51.230774 22730 297.834 8217739.61 475323.77
98.76 442.39 -16.120203 -51.230777 22730 299.595 8217748.52 475323.47
98.76 442.24 -16.120122 -51.230783 22730 301.396 8217757.43 475322.86
98.76 442.1 -16.120045 -51.230788 22730 303.188 8217766.04 475322.26
109.55 464.77 -16.120061 -51.226527 22740 322.798 8217764.7 475777.89
109.64 464.75 -16.120134 -51.226524 22740 323.907 8217756.71 475778.2
109.73 464.73 -16.120206 -51.226524 22740 325.02 8217748.72 475778.21
109.55 464.78 -16.120278 -51.226524 22740 326.142 8217740.73 475778.22
109.36 464.83 -16.12035 -51.226522 22740 327.261 8217732.74 475778.52
109.18 464.88 -16.120422 -51.226522 22740 328.386 8217724.75 475778.53
109.0 464.93 -16.120495 -51.226522 22740 329.51 8217716.76 475778.54
108.82 464.98 -16.120567 -51.226522 22740 330.625 8217708.78 475778.55
108.63 465.04 -16.120639 -51.226519 22740 331.72 8217700.79 475778.85
108.45 465.09 -16.120711 -51.226519 22740 332.807 8217692.8 475778.86
108.27 465.14 -16.120784 -51.226519 22740 333.872 8217684.81 475778.87
108.08 465.19 -16.120856 -51.226516 22740 334.899 8217676.82 475779.18
107.9 465.24 -16.120928 -51.226516 22740 335.898 8217668.83 475779.19
107.75 465.34 -16.120997 -51.226516 22740 336.857 8217661.15 475779.2
107.6 465.43 -16.121072 -51.226513 22740 337.764 8217652.85 475779.5
107.44 465.53 -16.121145 -51.226513 22740 338.642 8217644.87 475779.51
107.29 465.62 -16.121217 -51.22651 22740 339.488 8217636.88 475779.82
107.14 465.72 -16.121289 -51.22651 22740 340.319 8217628.89 475779.82
106.99 465.82 -16.121361 -51.226508 22740 341.14 8217620.9 475780.13
106.84 465.91 -16.121434 -51.226505 22740 341.962 8217612.91 475780.44
106.68 466.01 -16.121506 -51.226505 22740 342.79 8217604.92 475780.45
106.53 466.1 -16.121578 -51.226502 22740 343.623 8217596.93 475780.75
106.38 466.2 -16.12165 -51.226502 22740 344.478 8217588.94 475780.76
105.98 466.35 -16.121722 -51.226499 22740 345.349 8217580.96 475781.07
105.59 466.49 -16.121795 -51.226499 22740 346.252 8217572.97 475781.07
105.19 466.64 -16.121867 -51.226497 22740 347.172 8217564.98 475781.38
104.79 466.78 -16.121939 -51.226494 22740 348.119 8217556.99 475781.69
104.39 466.93 -16.122011 -51.226491 22740 349.088 8217549.0 475781.99
104.0 467.08 -16.122084 -51.226488 22740 350.074 8217541.01 475782.3
103.6 467.22 -16.122156 -51.226488 22740 351.08 8217533.02 475782.31
103.2 467.37 -16.122228 -51.226485 22740 352.084 8217525.03 475782.61
102.81 467.51 -16.122303 -51.226483 22740 353.092 8217516.74 475782.92
102.41 467.66 -16.122372 -51.22648 22740 354.106 8217509.06 475783.22
102.65 467.9 -16.122445 -51.22648 22740 355.139 8217501.07 475783.23
102.9 468.15 -16.122517 -51.226477 22740 356.2 8217493.08 475783.54
103.14 468.39 -16.122592 -51.226477 22740 357.3 8217484.78 475783.55
103.39 468.63 -16.122664 -51.226474 22740 358.417 8217476.79 475783.85
103.63 468.87 -16.122734 -51.226472 22740 359.564 8217469.11 475784.16
103.87 469.12 -16.122806 -51.226472 22740 360.741 8217461.12 475784.17
104.12 469.36 -16.122878 -51.226469 22740 361.932 8217453.14 475784.47
104.36 469.6 -16.122953 -51.226466 22740 363.141 8217444.84 475784.78
104.61 469.85 -16.123022 -51.226466 22740 364.368 8217437.16 475784.79
104.85 470.09 -16.123095 -51.226463 22740 365.589 8217429.17 475785.09
105.4 470.31 -16.123167 -51.22646 22740 366.804 8217421.18 475785.4
105.95 470.53 -16.123239 -51.22646 22740 368.011 8217413.19 475785.41
106.5 470.75 -16.123311 -51.226458 22740 369.19 8217405.2 475785.71
107.05 470.97 -16.123384 -51.226455 22740 370.348 8217397.21 475786.02
107.6 471.18 -16.123456 -51.226455 22740 371.497 8217389.23 475786.03
108.14 471.4 -16.123528 -51.226452 22740 372.61 8217381.24 475786.33
108.69 471.62 -16.1236 -51.226452 22740 373.711 8217373.25 475786.34
109.24 471.84 -16.123672 -51.226449 22740 374.792 8217365.26 475786.65
109.79 472.06 -16.123745 -51.226449 22740 375.868 8217357.27 475786.66
110.34 472.28 -16.123817 -51.226447 22740 376.923 8217349.28 475786.96
110.77 472.56 -16.123889 -51.226444 22740 377.982 8217341.29 475787.27
111.19 472.84 -16.123959 -51.226444 22740 379.057 8217333.61 475787.28
111.62 473.13 -16.124031 -51.226441 22740 380.152 8217325.62 475787.58
112.04 473.41 -16.124103 -51.226441 22740 381.305 8217317.63 475787.59
112.47 473.69 -16.124175 -51.226438 22740 382.505 8217309.65 475787.9
112.9 473.97 -16.124247 -51.226435 22740 383.779 8217301.66 475788.2
113.32 474.25 -16.12432 -51.226435 22740 385.152 8217293.67 475788.21
113.75 474.54 -16.124392 -51.226433 22740 386.607 8217285.68 475788.52
114.17 474.82 -16.124461 -51.226433 22740 388.176 8217278.0 475788.53
114.6 475.1 -16.124534 -51.22643 22740 389.842 8217270.01 475788.83
115.27 475.38 -16.124606 -51.22643 22740 391.617 8217262.02 475788.84
115.94 475.66 -16.124678 -51.226427 22740 393.477 8217254.03 475789.15
116.61 475.94 -16.124747 -51.226427 22740 395.442 8217246.35 475789.16
117.28 476.22 -16.12482 -51.226424 22740 397.487 8217238.36 475789.46
117.95 476.51 -16.124892 -51.226424 22740 399.616 8217230.37 475789.47
118.63 476.79 -16.124964 -51.226422 22740 401.79 8217222.38 475789.78
119.3 477.07 -16.125034 -51.226422 22740 404.026 8217214.7 475789.79
119.97 477.35 -16.125106 -51.226419 22740 406.298 8217206.71 475790.09
120.64 477.63 -16.125178 -51.226416 22740 408.606 8217198.72 475790.4
121.31 477.91 -16.125247 -51.226416 22740 410.95 8217191.04 475790.41
121.52 478.16 -16.12532 -51.226413 22740 413.293 8217183.05 475790.71
121.74 478.41 -16.125392 -51.226413 22740 415.641 8217175.07 475790.72
121.95 478.67 -16.125464 -51.22641 22740 417.954 8217167.08 475791.03
122.16 478.92 -16.125534 -51.22641 22740 420.225 8217159.39 475791.03
122.37 479.17 -16.125606 -51.226408 22740 422.416 8217151.41 475791.34
122.59 479.42 -16.125678 -51.226405 22740 424.51 8217143.42 475791.65
122.8 479.67 -16.125747 -51.226402 22740 426.483 8217135.74 475791.95
123.01 479.93 -16.12582 -51.226402 22740 428.325 8217127.75 475791.96
123.23 480.18 -16.125892 -51.226399 22740 430.006 8217119.76 475792.27
123.44 480.43 -16.125961 -51.226399 22740 431.531 8217112.08 475792.27
123.38 480.62 -16.126034 -51.226397 22740 432.859 8217104.09 475792.58
123.32 480.82 -16.126103 -51.226394 22740 433.993 8217096.41 475792.89
123.26 481.01 -16.126175 -51.226391 22740 434.934 8217088.42 475793.19
123.2 481.21 -16.126247 -51.226391 22740 435.695 8217080.43 475793.2
123.14 481.4 -16.126317 -51.226388 22740 436.241 8217072.75 475793.51
123.07 481.59 -16.126389 -51.226385 22740 436.593 8217064.76 475793.81
123.01 481.79 -16.126459 -51.226385 22740 436.761 8217057.08 475793.82
122.95 481.98 -16.126531 -51.226383 22740 436.728 8217049.09 475794.13
122.89 482.18 -16.126603 -51.22638 22740 436.504 8217041.1 475794.43
122.83 482.37 -16.126672 -51.226377 22740 436.087 8217033.42 475794.74
122.56 482.48 -16.126745 -51.226377 22740 435.501 8217025.43 475794.75
122.28 482.58 -16.126817 -51.226374 22740 434.734 8217017.44 475795.05
122.01 482.69 -16.126886 -51.226372 22740 433.806 8217009.76 475795.36
121.73 482.8 -16.126959 -51.226372 22740 432.754 8217001.77 475795.37
121.46 482.9 -16.127028 -51.226369 22740 431.576 8216994.09 475795.67
121.19 483.01 -16.1271 -51.226366 22740 430.306 8216986.1 475795.98
120.91 483.12 -16.12717 -51.226366 22740 428.969 8216978.42 475795.99
120.64 483.23 -16.127242 -51.226363 22740 427.574 8216970.43 475796.29
120.36 483.33 -16.127314 -51.22636 22740 426.158 8216962.44 475796.6
120.09 483.44 -16.127384 -51.22636 22740 424.758 8216954.76 475796.61
119.88 483.49 -16.127456 -51.226358 22740 423.379 8216946.77 475796.91
119.66 483.53 -16.127525 -51.226355 22740 422.051 8216939.09 475797.22
119.45 483.58 -16.127597 -51.226355 22740 420.818 8216931.1 475797.23
119.24 483.63 -16.127667 -51.226352 22740 419.663 8216923.42 475797.53
119.03 483.67 -16.127739 -51.226349 22740 418.63 8216915.43 475797.84
118.81 483.72 -16.127809 -51.226349 22740 417.746 8216907.75 475797.84
118.6 483.77 -16.127881 -51.226347 22740 417.001 8216899.76 475798.15
118.39 483.82 -16.127953 -51.226347 22740 416.426 8216891.77 475798.16
118.17 483.86 -16.128022 -51.226344 22740 415.988 8216884.09 475798.46
117.96 483.91 -16.128095 -51.226341 22740 415.707 8216876.1 475798.77
117.68 483.93 -16.128164 -51.226341 22740 415.588 8216868.42 475798.78
117.41 483.96 -16.128236 -51.226338 22740 415.592 8216860.43 475799.09
117.13 483.98 -16.128306 -51.226338 22740 415.719 8216852.75 475799.09
116.86 484.01 -16.128378 -51.226335 22740 415.937 8216844.76 475799.4
116.58 484.03 -16.128447 -51.226335 22740 416.26 8216837.08 475799.41
116.31 484.05 -16.12852 -51.226335 22740 416.667 8216829.09 475799.42
116.03 484.08 -16.128592 -51.226333 22740 417.127 8216821.1 475799.72
115.76 484.1 -16.128661 -51.22633 22740 417.633 8216813.42 475800.03
115.48 484.13 -16.128734 -51.22633 22740 418.192 8216805.43 475800.04
115.21 484.15 -16.128803 -51.22633 22740 418.772 8216797.75 475800.04
115.52 484.17 -16.128875 -51.226327 22740 419.357 8216789.76 475800.35
115.82 484.19 -16.128945 -51.226327 22740 419.964 8216782.08 475800.36
116.13 484.2 -16.129017 -51.226327 22740 420.582 8216774.09 475800.37
116.43 484.22 -16.129089 -51.226327 22740 421.2 8216766.1 475800.38
116.74 484.24 -16.129159 -51.226324 22740 421.806 8216758.42 475800.68
117.04 484.26 -16.129231 -51.226324 22740 422.445 8216750.43 475800.69
117.35 484.28 -16.1293 -51.226324 22740 423.105 8216742.75 475800.7
117.65 484.29 -16.129372 -51.226324 22740 423.803 8216734.76 475800.71
117.96 484.31 -16.129442 -51.226322 22740 424.526 8216727.08 475801.01
118.26 484.33 -16.129514 -51.226322 22740 425.322 8216719.09 475801.02
118.32 484.38 -16.129584 -51.226322 22740 426.172 8216711.41 475801.03
118.38 484.42 -16.129656 -51.226322 22740 427.08 8216703.42 475801.04
118.44 484.47 -16.129728 -51.226322 22740 428.038 8216695.43 475801.05
118.5 484.51 -16.129797 -51.226322 22740 429.048 8216687.75 475801.06
118.56 484.56 -16.12987 -51.226322 22740 430.113 8216679.76 475801.07
118.63 484.61 -16.129942 -51.226322 22740 431.227 8216671.77 475801.07
118.69 484.65 -16.130011 -51.226322 22740 432.382 8216664.09 475801.08
118.75 484.7 -16.130084 -51.226322 22740 433.575 8216656.1 475801.09
118.81 484.74 -16.130153 -51.226322 22740 434.798 8216648.42 475801.1
118.87 484.79 -16.130225 -51.226322 22740 436.045 8216640.43 475801.11
119.36 484.87 -16.130295 -51.226322 22740 437.304 8216632.75 475801.12
119.85 484.95 -16.130367 -51.226322 22740 438.564 8216624.76 475801.13
120.33 485.03 -16.130439 -51.226322 22740 439.815 8216616.77 475801.13
120.82 485.11 -16.130509 -51.226324 22740 441.06 8216609.09 475800.85
121.31 485.19 -16.130581 -51.226324 22740 442.269 8216601.1 475800.86
121.8 485.26 -16.13065 -51.226324 22740 443.435 8216593.42 475800.86
122.29 485.34 -16.130722 -51.226324 22740 444.558 8216585.43 475800.87
122.77 485.42 -16.130792 -51.226327 22740 445.628 8216577.75 475800.58
123.26 485.5 -16.130864 -51.226327 22740 446.618 8216569.76 475800.59
123.75 485.58 -16.130934 -51.226327 22740 447.527 8216562.08 475800.6
123.93 485.63 -16.131006 -51.22633 22740 448.363 8216554.09 475800.31
124.12 485.69 -16.131078 -51.22633 22740 449.08 8216546.1 475800.32
124.3 485.74 -16.131147 -51.226333 22740 449.694 8216538.42 475800.03
124.48 485.8 -16.13122 -51.226335 22740 450.19 8216530.43 475799.74
124.66 485.85 -16.131289 -51.226335 22740 450.551 8216522.75 475799.75
124.85 485.9 -16.131361 -51.226338 22740 450.82 8216514.76 475799.47
125.03 485.96 -16.131434 -51.226338 22740 450.974 8216506.77 475799.47
125.21 486.01 -16.131503 -51.226341 22740 451.051 8216499.08 475799.19
125.4 486.07 -16.131575 -51.226341 22740 451.041 8216491.1 475799.19
125.58 486.12 -16.131645 -51.226344 22740 450.995 8216483.41 475798.91
125.73 486.25 -16.131717 -51.226347 22740 450.919 8216475.42 475798.62
125.88 486.39 -16.131789 -51.226352 22740 450.844 8216467.44 475798.03
126.04 486.52 -16.131859 -51.226355 22740 450.752 8216459.75 475797.74
126.19 486.66 -16.131931 -51.226358 22740 450.683 8216451.76 475797.46
126.34 486.79 -16.132 -51.22636 22740 450.64 8216444.08 475797.17
126.49 486.92 -16.132072 -51.226363 22740 450.639 8216436.09 475796.88
126.64 487.06 -16.132145 -51.226369 22740 450.696 8216428.1 475796.29
126.8 487.19 -16.132214 -51.226372 22740 450.782 8216420.42 475796.0
126.95 487.33 -16.132286 -51.226374 22740 450.924 8216412.43 475795.72
127.1 487.46 -16.132356 -51.226377 22740 451.11 8216404.75 475795.43
127.53 487.54 -16.132428 -51.226383 22740 451.351 8216396.76 475794.84
127.95 487.61 -16.1325 -51.226385 22740 451.615 8216388.77 475794.55
128.38 487.69 -16.13257 -51.226388 22740 451.899 8216381.09 475794.27
128.81 487.76 -16.132642 -51.226394 22740 452.209 8216373.1 475793.68
129.24 487.84 -16.132714 -51.226397 22740 452.496 8216365.11 475793.39
129.66 487.91 -16.132784 -51.226399 22740 452.783 8216357.43 475793.1
130.09 487.99 -16.132856 -51.226405 22740 453.073 8216349.44 475792.52
130.52 488.06 -16.132928 -51.226408 22740 453.342 8216341.45 475792.23
130.94 488.14 -16.132997 -51.22641 22740 453.596 8216333.77 475791.94
131.37 488.21 -16.13307 -51.226416 22740 453.851 8216325.78 475791.36
131.4 488.29 -16.133142 -51.226419 22740 454.077 8216317.79 475791.07
131.43 488.37 -16.133214 -51.226422 22740 454.283 8216309.8 475790.78
131.46 488.45 -16.133284 -51.226424 22740 454.466 8216302.12 475790.49
131.49 488.53 -16.133356 -51.226427 22740 454.631 8216294.13 475790.2
131.52 488.61 -16.133428 -51.22643 22740 454.77 8216286.14 475789.92
131.55 488.68 -16.133497 -51.226433 22740 454.881 8216278.46 475789.63
131.58 488.76 -16.13357 -51.226435 22740 454.97 8216270.47 475789.34
131.61 488.84 -16.133639 -51.226438 22740 455.039 8216262.78 475789.05
131.64 488.92 -16.133711 -51.226441 22740 455.101 8216254.8 475788.76
131.67 489.0 -16.133784 -51.226447 22740 455.15 8216246.81 475788.18
131.55 489.14 -16.133853 -51.226447 22740 455.16 8216239.12 475788.19
131.43 489.27 -16.133925 -51.226449 22740 455.191 8216231.13 475787.9
131.3 489.41 -16.133997 -51.226452 22740 455.236 8216223.15 475787.61
131.18 489.54 -16.13407 -51.226452 22740 455.292 8216215.16 475787.62
131.06 489.68 -16.134139 -51.226455 22740 455.382 8216207.47 475787.33
130.94 489.82 -16.134211 -51.226458 22740 455.499 8216199.49 475787.04
130.82 489.95 -16.134284 -51.22646 22740 455.648 8216191.5 475786.75
130.69 490.09 -16.134353 -51.226463 22740 455.841 8216183.81 475786.46
130.57 490.22 -16.134425 -51.226463 22740 456.079 8216175.82 475786.47
130.45 490.36 -16.134497 -51.226466 22740 456.39 8216167.84 475786.18
130.57 490.54 -16.134567 -51.226466 22740 456.759 8216160.15 475786.19
130.69 490.72 -16.134639 -51.226469 22740 457.203 8216152.16 475785.9
130.82 490.9 -16.134711 -51.226472 22740 457.725 8216144.18 475785.62
130.94 491.08 -16.134781 -51.226472 22740 458.314 8216136.49 475785.63
131.06 491.25 -16.134853 -51.226472 22740 458.983 8216128.5 475785.63
131.18 491.43 -16.134925 -51.226474 22740 459.717 8216120.52 475785.35
131.3 491.61 -16.134995 -51.226474 22740 460.493 8216112.83 475785.35
131.43 491.79 -16.135067 -51.226477 22740 461.33 8216104.84 475785.07
131.55 491.97 -16.135139 -51.226477 22740 462.2 8216096.86 475785.07
131.67 492.15 -16.135209 -51.226477 22740 463.099 8216089.17 475785.08
131.88 492.28 -16.135281 -51.22648 22740 464.018 8216081.18 475784.8
132.1 492.4 -16.135353 -51.22648 22740 464.916 8216073.2 475784.8
132.31 492.53 -16.135422 -51.22648 22740 465.78 8216065.51 475784.81
132.53 492.65 -16.135495 -51.226483 22740 466.596 8216057.52 475784.52
132.74 492.78 -16.135567 -51.226483 22740 467.337 8216049.54 475784.53
132.95 492.9 -16.135639 -51.226483 22740 468.002 8216041.55 475784.54
133.17 493.03 -16.135709 -51.226485 22740 468.593 8216033.86 475784.25
133.38 493.15 -16.135781 -51.226485 22740 469.084 8216025.88 475784.26
133.6 493.28 -16.135853 -51.226485 22740 469.481 8216017.89 475784.27
133.81 493.4 -16.135922 -51.226488 22740 469.786 8216010.2 475783.98
133.63 493.36 -16.135995 -51.226488 22740 469.979 8216002.22 475783.99
133.44 493.32 -16.136067 -51.226488 22740 470.046 8215994.23 475784.0
133.26 493.28 -16.136139 -51.226488 22740 469.998 8215986.24 475784.01
133.08 493.24 -16.136209 -51.226488 22740 469.842 8215978.56 475784.02
132.9 493.2 -16.136281 -51.226488 22740 469.584 8215970.57 475784.03
132.71 493.16 -16.136353 -51.226488 22740 469.228 8215962.58 475784.03
132.53 493.12 -16.136425 -51.226491 22740 468.786 8215954.59 475783.75
132.35 493.08 -16.136495 -51.226491 22740 468.26 8215946.91 475783.75
132.16 493.04 -16.136567 -51.226491 22740 467.657 8215938.92 475783.76
131.98 493.0 -16.136639 -51.226491 22740 466.979 8215930.93 475783.77
131.55 492.73 -16.136711 -51.226491 22740 466.24 8215922.94 475783.78
131.13 492.45 -16.136781 -51.226491 22740 465.451 8215915.26 475783.79
130.7 492.18 -16.136853 -51.226491 22740 464.619 8215907.27 475783.8
130.27 491.9 -16.136925 -51.226491 22740 463.767 8215899.28 475783.81
129.84 491.63 -16.136997 -51.226494 22740 462.906 8215891.29 475783.52
129.42 491.36 -16.13707 -51.226494 22740 462.035 8215883.3 475783.53
128.99 491.08 -16.137142 -51.226494 22740 461.164 8215875.31 475783.54
128.56 490.81 -16.137214 -51.226494 22740 460.284 8215867.32 475783.55
128.14 490.53 -16.137284 -51.226494 22740 459.427 8215859.64 475783.55
127.71 490.26 -16.137356 -51.226494 22740 458.601 8215851.65 475783.56
126.95 490.0 -16.137428 -51.226494 22740 457.812 8215843.66 475783.57
126.19 489.75 -16.1375 -51.226494 22740 457.063 8215835.68 475783.58
125.42 489.49 -16.137572 -51.226494 22740 456.358 8215827.69 475783.59
124.66 489.24 -16.137645 -51.226494 22740 455.699 8215819.7 475783.6
123.9 488.98 -16.137717 -51.226494 22740 455.081 8215811.71 475783.61
123.14 488.72 -16.137786 -51.226494 22740 454.501 8215804.03 475783.62
122.38 488.47 -16.137859 -51.226494 22740 453.952 8215796.04 475783.62
121.61 488.21 -16.137931 -51.226494 22740 453.429 8215788.05 475783.63
120.85 487.96 -16.138003 -51.226494 22740 452.928 8215780.06 475783.64
120.09 487.7 -16.138075 -51.226494 22740 452.45 8215772.07 475783.65
119.45 487.47 -16.138147 -51.226494 22740 451.988 8215764.08 475783.66
118.81 487.24 -16.13822 -51.226494 22740 451.545 8215756.09 475783.67
118.17 487.01 -16.138292 -51.226494 22740 451.109 8215748.1 475783.68
117.53 486.78 -16.138364 -51.226494 22740 450.662 8215740.12 475783.69
116.89 486.56 -16.138436 -51.226494 22740 450.205 8215732.13 475783.69
116.25 486.33 -16.138508 -51.226494 22740 449.734 8215724.14 475783.7
115.61 486.1 -16.138581 -51.226494 22740 449.244 8215716.15 475783.71
114.97 485.87 -16.138653 -51.226494 22740 448.728 8215708.16 475783.72
114.33 485.64 -16.138725 -51.226494 22740 448.184 8215700.17 475783.73
113.69 485.41 -16.138797 -51.226494 22740 447.604 8215692.18 475783.74
113.11 485.19 -16.13887 -51.226494 22740 446.982 8215684.19 475783.75
112.53 484.98 -16.138942 -51.226494 22740 446.317 8215676.2 475783.76
111.95 484.76 -16.139014 -51.226494 22740 445.601 8215668.22 475783.76
111.37 484.54 -16.139086 -51.226494 22740 444.833 8215660.23 475783.77
110.79 484.32 -16.139158 -51.226494 22740 444.01 8215652.24 475783.78
110.22 484.11 -16.139231 -51.226494 22740 443.132 8215644.25 475783.79
109.64 483.89 -16.139303 -51.226494 22740 442.206 8215636.26 475783.8
109.06 483.67 -16.139375 -51.226494 22740 441.229 8215628.27 475783.81
108.48 483.46 -16.139447 -51.226494 22740 440.206 8215620.28 475783.82
107.9 483.24 -16.13952 -51.226494 22740 439.142 8215612.29 475783.83
107.59 483.08 -16.139592 -51.226494 22740 438.047 8215604.3 475783.84
107.29 482.92 -16.139664 -51.226494 22740 436.923 8215596.31 475783.84
106.98 482.76 -16.139739 -51.226494 22740 435.768 8215588.02 475783.85
106.68 482.6 -16.139808 -51.226494 22740 434.593 8215580.34 475783.86
106.37 482.45 -16.139883 -51.226494 22740 433.384 8215572.04 475783.87
106.07 482.29 -16.139956 -51.226494 22740 432.151 8215564.05 475783.88
105.76 482.13 -16.140028 -51.226494 22740 430.884 8215556.06 475783.89
105.46 481.97 -16.1401 -51.226494 22740 429.582 8215548.07 475783.9
105.15 481.81 -16.140172 -51.226494 22740 428.24 8215540.08 475783.91
104.85 481.65 -16.140245 -51.226494 22740 426.856 8215532.1 475783.91
104.79 481.66 -16.140317 -51.226491 22740 425.425 8215524.11 475784.22
104.73 481.67 -16.140389 -51.226491 22740 423.94 8215516.12 475784.23
104.67 481.68 -16.140464 -51.226491 22740 422.388 8215507.82 475784.24
104.61 481.69 -16.140536 -51.226491 22740 420.781 8215499.83 475784.25
104.55 481.69 -16.140608 -51.226491 22740 419.111 8215491.84 475784.26
104.48 481.7 -16.140681 -51.226488 22740 417.381 8215483.85 475784.56
104.42 481.71 -16.140753 -51.226488 22740 415.594 8215475.87 475784.57
104.36 481.72 -16.140828 -51.226488 22740 413.737 8215467.57 475784.58
104.3 481.73 -16.140897 -51.226488 22740 411.817 8215459.89 475784.59
104.24 481.74 -16.140972 -51.226485 22740 409.82 8215451.59 475784.89
104.45 481.87 -16.141045 -51.226485 22740 407.754 8215443.6 475784.9
104.67 482.01 -16.141117 -51.226483 22740 405.615 8215435.61 475785.21
104.88 482.14 -16.141189 -51.22648 22740 403.405 8215427.63 475785.51
105.1 482.28 -16.141261 -51.226477 22740 401.139 8215419.64 475785.82
105.31 482.41 -16.141333 -51.226477 22740 398.827 8215411.65 475785.83
105.52 482.54 -16.141408 -51.226474 22740 396.486 8215403.35 475786.14
105.74 482.68 -16.141481 -51.226472 22740 394.139 8215395.36 475786.44
105.95 482.81 -16.141553 -51.226471 22740 391.807 8215387.37 475786.45
106.17 482.95 -16.141625 -51.226469 22740 389.509 8215379.39 475786.76
106.38 483.08 -16.141697 -51.226466 22740 387.269 8215371.4 475787.06
106.81 483.25 -16.14177 -51.226463 22740 385.096 8215363.41 475787.37
107.23 483.41 -16.141842 -51.22646 22740 382.988 8215355.42 475787.67
107.66 483.58 -16.141917 -51.226458 22740 380.945 8215347.12 475787.98
108.08 483.74 -16.141989 -51.226455 22740 378.976 8215339.14 475788.28
108.51 483.91 -16.142061 -51.226452 22740 377.076 8215331.15 475788.59
108.94 484.07 -16.142133 -51.226449 22740 375.237 8215323.16 475788.9
109.36 484.24 -16.142206 -51.226449 22740 373.456 8215315.17 475788.91
109.79 484.4 -16.142278 -51.226446 22740 371.729 8215307.18 475789.21
110.21 484.57 -16.14235 -51.226444 22740 370.054 8215299.19 475789.52
110.64 484.73 -16.142422 -51.226441 22740 368.418 8215291.2 475789.82
110.43 484.93 -16.142495 -51.226438 22740 366.813 8215283.21 475790.13
110.21 485.13 -16.142567 -51.226435 22740 365.236 8215275.23 475790.43
110.0 485.32 -16.142639 -51.22643 22740 363.687 8215267.24 475791.04
109.79 485.52 -16.142711 -51.226427 22740 362.161 8215259.25 475791.34
109.58 485.72 -16.142783 -51.226424 22740 360.663 8215251.26 475791.65
109.36 485.92 -16.142856 -51.226421 22740 359.222 8215243.27 475791.95
109.15 486.12 -16.142928 -51.226419 22740 357.813 8215235.28 475792.26
108.94 486.31 -16.143 -51.226416 22740 356.434 8215227.29 475792.57
108.72 486.51 -16.143072 -51.226413 22740 355.085 8215219.31 475792.87
108.51 486.71 -16.143145 -51.22641 22740 353.766 8215211.32 475793.18
108.48 486.93 -16.143217 -51.226405 22740 352.471 8215203.33 475793.78
108.45 487.15 -16.143289 -51.226402 22740 351.201 8215195.34 475794.09
108.42 487.37 -16.143364 -51.226399 22740 349.957 8215187.04 475794.39
108.39 487.59 -16.143433 -51.226396 22740 348.748 8215179.36 475794.7
108.36 487.81 -16.143506 -51.226394 22740 347.573 8215171.37 475795.0
108.32 488.03 -16.143578 -51.226388 22740 346.436 8215163.39 475795.61
108.29 488.25 -16.14365 -51.226385 22740 345.353 8215155.4 475795.91
108.26 488.47 -16.143722 -51.226383 22740 344.334 8215147.41 475796.22
108.23 488.69 -16.143795 -51.22638 22740 343.384 8215139.42 475796.52
108.2 488.91 -16.143867 -51.226377 22740 342.515 8215131.43 475796.83
108.57 489.08 -16.143939 -51.226374 22740 341.742 8215123.44 475797.14
108.93 489.25 -16.144011 -51.226371 22740 341.102 8215115.45 475797.44
109.3 489.42 -16.144083 -51.226366 22740 340.566 8215107.47 475798.04
109.66 489.59 -16.144156 -51.226363 22740 340.136 8215099.48 475798.35
110.03 489.76 -16.144228 -51.22636 22740 339.813 8215091.49 475798.66
110.4 489.93 -16.1443 -51.226358 22740 339.604 8215083.5 475798.96
110.76 490.1 -16.144372 -51.226355 22740 339.508 8215075.51 475799.27
111.13 490.27 -16.144445 -51.226352 22740 339.517 8215067.52 475799.57
111.49 490.44 -16.144517 -51.226349 22740 339.617 8215059.53 475799.88
111.86 490.61 -16.144589 -51.226346 22740 339.8 8215051.55 475800.18
112.17 490.72 -16.144658 -51.226341 22740 340.063 8215043.86 475800.79
