GPSALT IGRF LAT LONG Line MAGIGRF MDT X Y
929.15 22764.836 -27.880422 -49.17314 12100 -94.679 731.38 6914703.0 679837.0
933.06 22764.824 -27.879373 -49.173169 12100 -92.245 771.79 6914819.0 679836.0
936.56 22764.812 -27.878325 -49.1732 12100 -91.238 807.22 6914935.0 679834.0
941.5 22764.8 -27.87728 -49.17323 12100 -90.551 825.61 6915051.0 679833.0
945.21 22764.788 -27.876238 -49.173259 12100 -90.632 826.86 6915167.0 679832.0
948.6 22764.776 -27.875197 -49.173281 12100 -88.679 834.52 6915282.0 679831.0
951.97 22764.765 -27.874157 -49.173302 12100 -87.151 847.3 6915397.0 679831.0
957.12 22764.754 -27.873122 -49.173312 12100 -86.91 849.92 6915512.0 679832.0
964.38 22764.744 -27.872093 -49.173308 12100 -86.404 860.09 6915626.0 679834.0
969.94 22764.734 -27.871067 -49.173296 12100 -89.304 873.78 6915740.0 679837.0
973.15 22764.725 -27.870042 -49.173283 12100 -92.081 892.56 6915853.0 679840.0
974.83 22764.715 -27.869016 -49.173272 12100 -94.884 903.05 6915967.0 679843.0
975.92 22764.705 -27.867988 -49.173262 12100 -96.973 895.96 6916081.0 679845.0
977.16 22764.695 -27.866958 -49.173257 12100 -98.186 885.5 6916195.0 679847.0
977.14 22764.685 -27.865925 -49.173258 12100 -96.761 882.94 6916309.0 679849.0
976.92 22764.674 -27.864889 -49.173268 12100 -94.298 868.46 6916424.0 679850.0
976.82 22764.663 -27.863847 -49.173278 12100 -90.589 849.69 6916540.0 679850.0
973.21 22764.652 -27.862798 -49.173293 12100 -87.94 830.05 6916656.0 679851.0
965.1 22764.641 -27.861738 -49.173316 12100 -87.29 808.89 6916773.0 679850.0
956.72 22764.628 -27.860665 -49.173345 12100 -88.456 797.46 6916892.0 679849.0
949.24 22764.616 -27.859579 -49.173385 12100 -89.212 784.44 6917013.0 679847.0
943.12 22764.603 -27.858484 -49.173426 12100 -87.718 756.23 6917134.0 679845.0
938.31 22764.59 -27.85738 -49.173458 12100 -88.964 747.84 6917256.0 679843.0
933.2 22764.578 -27.85627 -49.173485 12100 -88.022 761.62 6917380.0 679843.0
927.94 22764.565 -27.855152 -49.173513 12100 -87.135 766.41 6917503.0 679842.0
924.11 22764.553 -27.85403 -49.173546 12100 -91.545 759.24 6917628.0 679840.0
920.76 22764.54 -27.852903 -49.173583 12100 -88.604 766.62 6917753.0 679838.0
916.68 22764.527 -27.851772 -49.173624 12100 -84.123 757.02 6917878.0 679836.0
913.53 22764.513 -27.850634 -49.173668 12100 -85.602 741.0 6918004.0 679834.0
910.76 22764.499 -27.849493 -49.173718 12100 -87.169 737.19 6918131.0 679831.0
908.58 22764.485 -27.848349 -49.173774 12100 -86.276 726.32 6918258.0 679827.0
908.06 22764.472 -27.847204 -49.173826 12100 -84.021 710.87 6918384.0 679824.0
908.88 22764.458 -27.84606 -49.173869 12100 -83.044 709.41 6918511.0 679822.0
910.62 22764.445 -27.844916 -49.173912 12100 -81.706 702.4 6918638.0 679819.0
911.27 22764.432 -27.843773 -49.173951 12100 -78.856 698.89 6918765.0 679817.0
912.35 22764.42 -27.842632 -49.17397 12100 -77.966 705.37 6918891.0 679817.0
914.84 22764.409 -27.841494 -49.17396 12100 -78.563 742.14 6919017.0 679820.0
918.05 22764.399 -27.840359 -49.173941 12100 -75.726 780.01 6919143.0 679824.0
920.78 22764.39 -27.83923 -49.173916 12100 -70.209 771.75 6919268.0 679828.0
923.87 22764.381 -27.838106 -49.173884 12100 -66.688 750.32 6919393.0 679833.0
926.91 22764.373 -27.836987 -49.173832 12100 -67.345 763.81 6919517.0 679840.0
931.58 22764.365 -27.835877 -49.173779 12100 -66.797 769.02 6919640.0 679847.0
939.34 22764.357 -27.834778 -49.173739 12100 -65.868 790.61 6919761.0 679853.0
948.19 22764.347 -27.833694 -49.173723 12100 -67.757 785.24 6919881.0 679856.0
957.84 22764.336 -27.832627 -49.173737 12100 -70.803 794.27 6920000.0 679857.0
966.77 22764.323 -27.831575 -49.173793 12100 -71.016 813.52 6920116.0 679853.0
976.35 22764.309 -27.830539 -49.173883 12100 -70.662 832.81 6920231.0 679846.0
987.25 22764.294 -27.829519 -49.173984 12100 -70.366 865.95 6920344.0 679838.0
1000.15 22764.28 -27.828518 -49.174071 12100 -70.27 911.97 6920455.0 679831.0
1016.36 22764.267 -27.82754 -49.174137 12100 -70.136 940.84 6920564.0 679826.0
1033.19 22764.255 -27.826588 -49.174184 12100 -70.663 950.11 6920669.0 679823.0
1046.48 22764.245 -27.825651 -49.174218 12100 -70.913 950.57 6920773.0 679821.0
1053.9 22764.235 -27.824719 -49.174243 12100 -70.635 942.83 6920877.0 679820.0
1059.47 22764.225 -27.823787 -49.174264 12100 -66.972 960.68 6920980.0 679819.0
1066.0 22764.216 -27.822858 -49.174272 12100 -63.485 969.55 6921083.0 679820.0
1074.07 22764.207 -27.821931 -49.174281 12100 -59.52 971.36 6921186.0 679821.0
1081.15 22764.198 -27.821007 -49.174288 12100 -56.035 972.32 6921288.0 679822.0
1088.3 22764.188 -27.820085 -49.174305 12100 -53.347 978.04 6921390.0 679822.0
1094.93 22764.178 -27.819164 -49.174328 12100 -49.179 995.44 6921492.0 679821.0
1101.35 22764.168 -27.818242 -49.17435 12100 -44.836 1007.55 6921594.0 679820.0
1107.88 22764.159 -27.817318 -49.174369 12100 -44.844 1034.12 6921697.0 679820.0
1112.83 22764.149 -27.816392 -49.174388 12100 -44.229 1040.19 6921799.0 679819.0
1116.05 22764.139 -27.815459 -49.174409 12100 -38.991 1037.51 6921903.0 679819.0
1116.92 22764.129 -27.814518 -49.174433 12100 -38.145 1025.88 6922007.0 679818.0
1116.88 22764.119 -27.813566 -49.174459 12100 -26.979 996.44 6922113.0 679817.0
1115.19 22764.109 -27.812603 -49.174489 12100 -22.813 946.24 6922219.0 679816.0
1112.97 22764.098 -27.811628 -49.174519 12100 -29.326 909.65 6922328.0 679814.0
1108.22 22764.087 -27.81064 -49.174548 12100 -28.815 889.38 6922437.0 679813.0
1102.5 22764.076 -27.809638 -49.174591 12100 -26.522 871.15 6922548.0 679811.0
1098.43 22764.064 -27.808625 -49.17464 12100 -27.0 856.89 6922660.0 679807.0
1094.75 22764.052 -27.807603 -49.174691 12100 -31.922 847.06 6922774.0 679804.0
1092.09 22764.04 -27.806574 -49.17474 12100 -37.897 854.09 6922888.0 679801.0
1090.32 22764.028 -27.805536 -49.174782 12100 -36.946 878.6 6923003.0 679798.0
1088.98 22764.017 -27.804492 -49.174819 12100 -31.204 897.41 6923119.0 679797.0
1088.82 22764.005 -27.80344 -49.174849 12100 -24.639 921.14 6923235.0 679795.0
1088.17 22763.995 -27.802381 -49.174864 12100 -15.69 937.19 6923353.0 679796.0
1085.45 22763.985 -27.801312 -49.174861 12100 -8.775 937.23 6923471.0 679798.0
1080.38 22763.976 -27.800234 -49.174851 12100 -1.459 948.52 6923591.0 679800.0
1077.08 22763.967 -27.799145 -49.174831 12100 5.747 948.55 6923711.0 679804.0
1075.12 22763.959 -27.798048 -49.174798 12100 6.355 948.48 6923833.0 679809.0
1074.88 22763.951 -27.796947 -49.174757 12100 1.252 951.47 6923955.0 679815.0
1074.78 22763.943 -27.795843 -49.174719 12100 -6.842 973.3 6924077.0 679821.0
1076.08 22763.935 -27.794736 -49.174686 12100 -7.548 999.27 6924199.0 679826.0
1076.83 22763.927 -27.793628 -49.17465 12100 -4.249 1018.59 6924322.0 679831.0
1076.74 22763.918 -27.792518 -49.174628 12100 -4.665 1026.23 6924445.0 679835.0
1076.21 22763.908 -27.791406 -49.174615 12100 -0.705 1020.81 6924568.0 679838.0
1075.32 22763.898 -27.790291 -49.174612 12100 -5.063 1007.78 6924692.0 679840.0
1073.92 22763.888 -27.789175 -49.174613 12100 -7.73 993.88 6924816.0 679842.0
1072.41 22763.878 -27.788058 -49.174623 12100 -11.944 991.28 6924939.0 679843.0
1072.39 22763.867 -27.786941 -49.174643 12100 -15.898 983.46 6925063.0 679843.0
1074.65 22763.855 -27.785828 -49.174672 12100 -17.393 966.52 6925186.0 679842.0
1076.51 22763.843 -27.78472 -49.17471 12100 -15.816 954.96 6925309.0 679840.0
1079.24 22763.831 -27.783619 -49.174753 12100 -13.654 946.5 6925431.0 679837.0
1083.8 22763.819 -27.782525 -49.174799 12100 -16.778 938.82 6925553.0 679835.0
1090.01 22763.807 -27.781444 -49.174844 12100 -22.863 943.77 6925673.0 679832.0
1099.97 22763.796 -27.780375 -49.17488 12100 -27.249 948.23 6925791.0 679830.0
1109.59 22763.784 -27.77932 -49.174919 12100 -29.633 966.39 6925908.0 679828.0
1117.31 22763.772 -27.778275 -49.174975 12100 -30.092 1004.52 6926024.0 679824.0
1123.52 22763.759 -27.777237 -49.175047 12100 -29.586 1048.15 6926139.0 679819.0
1128.71 22763.745 -27.776206 -49.175136 12100 -29.323 1043.37 6926253.0 679812.0
1133.15 22763.731 -27.775178 -49.175236 12100 -28.787 1047.64 6926367.0 679804.0
1136.35 22763.717 -27.774152 -49.175336 12100 -29.291 1049.72 6926481.0 679796.0
1139.35 22763.703 -27.773128 -49.175426 12100 -29.228 1048.05 6926595.0 679788.0
1141.77 22763.69 -27.772104 -49.175505 12100 -30.308 1048.03 6926708.0 679782.0
1142.86 22763.677 -27.771079 -49.17558 12100 -31.741 1036.1 6926822.0 679777.0
1142.3 22763.664 -27.77005 -49.175656 12100 -32.845 1033.73 6926936.0 679771.0
1142.77 22763.652 -27.769016 -49.175717 12100 -34.662 1029.59 6927051.0 679766.0
1143.11 22763.641 -27.767981 -49.175744 12100 -35.873 1017.21 6927166.0 679766.0
1142.15 22763.632 -27.766943 -49.175748 12100 -36.754 1014.0 6927281.0 679767.0
1141.09 22763.623 -27.765903 -49.175747 12100 -36.912 1019.15 6927396.0 679769.0
1141.05 22763.614 -27.764861 -49.175744 12100 -36.621 1023.86 6927511.0 679771.0
1141.2 22763.605 -27.763816 -49.175745 12100 -35.507 1012.6 6927627.0 679772.0
1139.22 22763.596 -27.762769 -49.175747 12100 -33.481 1008.51 6927743.0 679774.0
1137.27 22763.586 -27.761716 -49.175757 12100 -30.966 1012.52 6927860.0 679774.0
1135.23 22763.576 -27.760659 -49.175777 12100 -28.392 999.91 6927977.0 679774.0
1132.99 22763.565 -27.759596 -49.175806 12100 -26.093 995.93 6928095.0 679773.0
1130.67 22763.554 -27.758528 -49.17584 12100 -24.557 993.03 6928213.0 679772.0
1127.7 22763.544 -27.757455 -49.175866 12100 -23.963 993.02 6928332.0 679771.0
1128.25 22763.534 -27.756379 -49.175869 12100 -23.804 989.27 6928451.0 679772.0
1130.3 22763.526 -27.755303 -49.175857 12100 -23.7 983.43 6928571.0 679775.0
1128.25 22763.518 -27.754225 -49.175832 12100 -23.152 980.04 6928690.0 679779.0
1124.19 22763.51 -27.753143 -49.175801 12100 -22.638 972.03 6928810.0 679784.0
1120.79 22763.503 -27.752054 -49.175766 12100 -22.221 971.43 6928930.0 679790.0
1120.4 22763.496 -27.750965 -49.17572 12100 -21.896 959.36 6929051.0 679796.0
1123.94 22763.489 -27.749879 -49.175674 12100 -22.718 960.11 6929171.0 679802.0
1128.02 22763.483 -27.748799 -49.175622 12100 -24.276 972.81 6929291.0 679809.0
1131.65 22763.476 -27.747723 -49.175575 12100 -26.179 976.7 6929410.0 679815.0
1134.54 22763.469 -27.746651 -49.175528 12100 -28.594 978.54 6929529.0 679822.0
1138.58 22763.462 -27.745583 -49.17549 12100 -31.586 976.17 6929647.0 679827.0
1144.25 22763.455 -27.744523 -49.175453 12100 -34.756 968.3 6929764.0 679833.0
1152.02 22763.449 -27.743475 -49.175407 12100 -38.124 983.75 6929880.0 679839.0
1159.58 22763.443 -27.742436 -49.175364 12100 -39.958 1039.9 6929995.0 679845.0
1164.29 22763.436 -27.741401 -49.175327 12100 -40.669 1048.18 6930110.0 679850.0
1169.02 22763.429 -27.740369 -49.175293 12100 -41.59 1045.31 6930224.0 679855.0
1173.77 22763.422 -27.739342 -49.175268 12100 -40.273 1082.94 6930338.0 679859.0
1178.18 22763.414 -27.738319 -49.175251 12100 -41.613 1109.7 6930452.0 679863.0
1182.83 22763.406 -27.737302 -49.175251 12100 -43.94 1112.63 6930564.0 679865.0
1188.63 22763.396 -27.736294 -49.17527 12100 -42.478 1100.47 6930676.0 679864.0
1195.31 22763.386 -27.735295 -49.175311 12100 -45.412 1044.33 6930787.0 679862.0
1199.0 22763.375 -27.7343 -49.175354 12100 -46.583 1031.9 6930897.0 679859.0
1199.0 22763.365 -27.733303 -49.175384 12100 -47.618 1026.39 6931007.0 679858.0
1198.83 22763.356 -27.732302 -49.175403 12100 -48.948 1009.04 6931118.0 679858.0
1196.33 22763.347 -27.731293 -49.175412 12100 -50.039 993.07 6931230.0 679858.0
1189.72 22763.338 -27.730273 -49.175419 12100 -51.033 968.73 6931343.0 679859.0
1183.04 22763.329 -27.729238 -49.175436 12100 -53.366 942.0 6931458.0 679859.0
1178.74 22763.318 -27.728193 -49.175479 12100 -57.441 934.74 6931574.0 679857.0
1174.04 22763.306 -27.72714 -49.175548 12100 -60.122 980.01 6931691.0 679852.0
1170.01 22763.292 -27.726079 -49.175636 12100 -59.855 1020.3 6931808.0 679845.0
1168.56 22763.279 -27.725013 -49.175734 12100 -59.158 1061.56 6931927.0 679837.0
1169.44 22763.264 -27.723945 -49.175837 12100 -58.838 1095.47 6932045.0 679829.0
1169.88 22763.25 -27.722877 -49.175942 12100 -59.425 1085.28 6932164.0 679820.0
1170.65 22763.236 -27.721807 -49.176039 12100 -60.152 1064.36 6932282.0 679812.0
1171.02 22763.224 -27.720734 -49.176109 12100 -61.245 1051.58 6932401.0 679807.0
1171.45 22763.213 -27.71966 -49.17615 12100 -62.237 1043.84 6932520.0 679805.0
1172.06 22763.204 -27.718585 -49.176155 12100 -62.521 1048.38 6932639.0 679806.0
1171.69 22763.197 -27.717511 -49.176129 12100 -62.642 1065.81 6932758.0 679810.0
1171.86 22763.19 -27.716437 -49.176084 12100 -63.012 1065.04 6932877.0 679817.0
1173.28 22763.184 -27.715366 -49.176035 12100 -63.745 1060.36 6932996.0 679823.0
1175.25 22763.179 -27.714298 -49.175978 12100 -63.459 1077.01 6933114.0 679831.0
1175.83 22763.173 -27.713232 -49.175912 12100 -63.067 1098.77 6933232.0 679839.0
1176.35 22763.169 -27.712168 -49.175841 12100 -62.589 1092.65 6933350.0 679848.0
1178.83 22763.164 -27.711108 -49.175767 12100 -62.013 1080.24 6933467.0 679857.0
1181.32 22763.16 -27.710051 -49.175691 12100 -59.733 1075.57 6933584.0 679866.0
1182.88 22763.155 -27.708996 -49.175623 12100 -57.169 1095.54 6933701.0 679874.0
1186.09 22763.149 -27.707943 -49.175581 12100 -55.615 1096.22 6933818.0 679880.0
1189.03 22763.14 -27.706891 -49.175576 12100 -52.469 1079.59 6933934.0 679882.0
1189.82 22763.131 -27.705839 -49.175601 12100 -51.168 1069.22 6934051.0 679882.0
1189.29 22763.12 -27.704784 -49.175647 12100 -49.956 1058.52 6934168.0 679879.0
1187.27 22763.109 -27.703725 -49.175703 12100 -48.965 1055.86 6934285.0 679875.0
1185.22 22763.097 -27.702662 -49.175771 12100 -48.751 1059.25 6934403.0 679870.0
1182.75 22763.085 -27.701593 -49.175832 12100 -49.604 1072.67 6934522.0 679866.0
1182.07 22763.074 -27.700521 -49.175871 12100 -49.825 1084.78 6934641.0 679864.0
466.04 22766.367 -27.98949 -49.166362 12111 -29.655 388.24 6902607.0 680323.0
477.99 22766.355 -27.988472 -49.166361 12111 -29.829 388.86 6902720.0 680325.0
489.71 22766.344 -27.987471 -49.166355 12111 -29.76 385.85 6902831.0 680327.0
501.25 22766.334 -27.986493 -49.166339 12111 -28.492 371.08 6902939.0 680330.0
511.43 22766.324 -27.985529 -49.166319 12111 -26.187 371.09 6903046.0 680334.0
520.7 22766.314 -27.984581 -49.166297 12111 -24.425 371.43 6903151.0 680337.0
530.0 22766.305 -27.983646 -49.166278 12111 -23.633 373.51 6903255.0 680341.0
538.34 22766.295 -27.982726 -49.16626 12111 -25.52 384.08 6903357.0 680344.0
545.26 22766.286 -27.981817 -49.166242 12111 -28.602 397.79 6903458.0 680347.0
551.62 22766.277 -27.98092 -49.166222 12111 -30.331 409.26 6903557.0 680351.0
559.2 22766.268 -27.980039 -49.166202 12111 -32.583 414.89 6903654.0 680354.0
567.71 22766.259 -27.979177 -49.166186 12111 -35.765 415.16 6903750.0 680357.0
575.83 22766.25 -27.978329 -49.166172 12111 -37.599 425.48 6903844.0 680360.0
584.88 22766.241 -27.977497 -49.16616 12111 -38.333 450.21 6903936.0 680363.0
595.33 22766.233 -27.976681 -49.166146 12111 -39.01 469.68 6904026.0 680365.0
604.07 22766.224 -27.975878 -49.166129 12111 -39.841 488.43 6904115.0 680368.0
610.6 22766.216 -27.975082 -49.166122 12111 -40.325 525.76 6904204.0 680370.0
618.85 22766.206 -27.974297 -49.166139 12111 -40.738 535.28 6904291.0 680370.0
625.4 22766.195 -27.973519 -49.166176 12111 -41.0 536.69 6904377.0 680368.0
629.51 22766.184 -27.972745 -49.166225 12111 -40.668 534.33 6904463.0 680364.0
632.53 22766.173 -27.97197 -49.166273 12111 -40.199 532.72 6904549.0 680361.0
633.98 22766.162 -27.971192 -49.166313 12111 -39.593 527.95 6904635.0 680358.0
635.04 22766.152 -27.970411 -49.166347 12111 -38.989 525.14 6904722.0 680356.0
639.3 22766.142 -27.96963 -49.166372 12111 -38.65 518.88 6904808.0 680355.0
644.33 22766.132 -27.968851 -49.166395 12111 -38.57 521.28 6904894.0 680354.0
646.63 22766.122 -27.968071 -49.166416 12111 -38.711 528.33 6904981.0 680353.0
649.97 22766.112 -27.967292 -49.166434 12111 -39.039 527.42 6905067.0 680353.0
655.62 22766.102 -27.966517 -49.166454 12111 -39.906 536.49 6905153.0 680352.0
660.7 22766.093 -27.965742 -49.166476 12111 -40.774 544.97 6905239.0 680351.0
665.87 22766.083 -27.964964 -49.166501 12111 -41.688 558.32 6905325.0 680350.0
673.03 22766.072 -27.964189 -49.16653 12111 -42.455 564.98 6905411.0 680348.0
680.34 22766.063 -27.963417 -49.166557 12111 -43.17 574.11 6905497.0 680347.0
685.49 22766.053 -27.962644 -49.166579 12111 -43.884 589.11 6905582.0 680346.0
690.91 22766.043 -27.961871 -49.166605 12111 -44.566 576.61 6905668.0 680345.0
696.85 22766.033 -27.961098 -49.166628 12111 -45.212 564.77 6905754.0 680344.0
701.68 22766.023 -27.960321 -49.166649 12111 -45.942 573.11 6905840.0 680343.0
705.21 22766.014 -27.959537 -49.166669 12111 -46.584 568.53 6905927.0 680342.0
708.66 22766.003 -27.958745 -49.166697 12111 -47.304 577.87 6906015.0 680341.0
712.55 22765.993 -27.957948 -49.166728 12111 -47.922 580.61 6906103.0 680339.0
717.02 22765.983 -27.95715 -49.166755 12111 -48.759 585.84 6906192.0 680338.0
723.35 22765.973 -27.956352 -49.166773 12111 -49.731 601.19 6906280.0 680337.0
730.96 22765.964 -27.955556 -49.16677 12111 -50.784 613.4 6906368.0 680339.0
736.13 22765.956 -27.954759 -49.166759 12111 -52.124 614.4 6906456.0 680342.0
739.19 22765.948 -27.953954 -49.166754 12111 -53.593 621.17 6906546.0 680343.0
742.34 22765.938 -27.953142 -49.166761 12111 -54.981 614.35 6906636.0 680344.0
743.9 22765.928 -27.952318 -49.166787 12111 -55.845 609.99 6906727.0 680343.0
743.32 22765.917 -27.951483 -49.166823 12111 -55.903 612.48 6906819.0 680341.0
742.08 22765.906 -27.950635 -49.166856 12111 -55.883 608.55 6906914.0 680339.0
741.42 22765.895 -27.949776 -49.166885 12111 -55.578 606.27 6907009.0 680337.0
741.56 22765.884 -27.948904 -49.166905 12111 -55.599 600.23 6907105.0 680337.0
739.53 22765.874 -27.948017 -49.16692 12111 -55.601 595.65 6907204.0 680337.0
737.75 22765.863 -27.94711 -49.16693 12111 -55.683 601.06 6907304.0 680337.0
738.85 22765.853 -27.946194 -49.166936 12111 -56.03 615.05 6907406.0 680338.0
740.54 22765.842 -27.945271 -49.166946 12111 -56.36 614.42 6907508.0 680339.0
742.85 22765.832 -27.944342 -49.166958 12111 -56.49 613.47 6907611.0 680339.0
746.73 22765.821 -27.943414 -49.166978 12111 -56.622 612.24 6907714.0 680339.0
752.85 22765.809 -27.94249 -49.167001 12111 -56.787 603.99 6907816.0 680338.0
760.51 22765.798 -27.941576 -49.167031 12111 -57.432 613.21 6907918.0 680337.0
767.11 22765.786 -27.940666 -49.167062 12111 -58.594 629.05 6908018.0 680335.0
773.48 22765.775 -27.939761 -49.167092 12111 -59.879 637.05 6908119.0 680334.0
778.25 22765.764 -27.938857 -49.16712 12111 -61.157 645.69 6908219.0 680332.0
780.81 22765.753 -27.937952 -49.167141 12111 -61.989 649.84 6908319.0 680332.0
783.13 22765.742 -27.937046 -49.167158 12111 -62.495 642.74 6908420.0 680332.0
784.29 22765.732 -27.936136 -49.16717 12111 -62.789 632.55 6908521.0 680332.0
785.67 22765.722 -27.935224 -49.167173 12111 -63.156 650.42 6908622.0 680333.0
786.44 22765.712 -27.934308 -49.167172 12111 -63.726 659.82 6908723.0 680335.0
788.63 22765.702 -27.933392 -49.167172 12111 -64.217 646.75 6908825.0 680336.0
792.3 22765.692 -27.932477 -49.167175 12111 -64.879 650.78 6908926.0 680338.0
795.49 22765.682 -27.931563 -49.167186 12111 -64.907 670.53 6909027.0 680338.0
798.07 22765.671 -27.930651 -49.167209 12111 -65.557 671.97 6909128.0 680337.0
800.04 22765.659 -27.929741 -49.167237 12111 -66.821 654.08 6909229.0 680336.0
805.7 22765.648 -27.928834 -49.167271 12111 -67.762 668.63 6909330.0 680334.0
811.1 22765.637 -27.927929 -49.167294 12111 -69.327 683.38 6909430.0 680333.0
815.76 22765.627 -27.927029 -49.167304 12111 -71.891 680.11 6909530.0 680334.0
820.65 22765.617 -27.926133 -49.167309 12111 -72.023 683.87 6909629.0 680335.0
823.51 22765.607 -27.925241 -49.167315 12111 -72.017 694.62 6909728.0 680336.0
826.35 22765.597 -27.92435 -49.167328 12111 -72.908 701.74 6909827.0 680336.0
831.33 22765.587 -27.923466 -49.16735 12111 -71.581 689.08 6909925.0 680335.0
837.57 22765.576 -27.922589 -49.167381 12111 -71.182 694.16 6910022.0 680334.0
842.02 22765.565 -27.921717 -49.167416 12111 -71.271 713.61 6910119.0 680332.0
844.79 22765.554 -27.920847 -49.167451 12111 -72.578 724.2 6910215.0 680330.0
847.77 22765.543 -27.919978 -49.167473 12111 -73.451 719.89 6910311.0 680329.0
852.78 22765.534 -27.919113 -49.167482 12111 -75.562 695.31 6910407.0 680330.0
855.69 22765.524 -27.918249 -49.167484 12111 -77.759 697.25 6910503.0 680331.0
857.04 22765.515 -27.917384 -49.167486 12111 -78.737 707.66 6910599.0 680332.0
860.51 22765.506 -27.916521 -49.167493 12111 -78.342 721.71 6910695.0 680333.0
864.66 22765.496 -27.91566 -49.167504 12111 -78.937 736.61 6910790.0 680333.0
867.37 22765.486 -27.914797 -49.167517 12111 -78.785 737.0 6910886.0 680333.0
869.48 22765.476 -27.913931 -49.16753 12111 -78.968 746.28 6910982.0 680333.0
870.76 22765.467 -27.91306 -49.167544 12111 -80.916 729.4 6911078.0 680333.0
872.25 22765.456 -27.912184 -49.167562 12111 -81.954 721.29 6911175.0 680333.0
874.45 22765.446 -27.911306 -49.167585 12111 -81.921 726.28 6911272.0 680332.0
877.2 22765.436 -27.910428 -49.167608 12111 -82.249 719.05 6911370.0 680332.0
877.36 22765.425 -27.909544 -49.16763 12111 -81.3 704.23 6911468.0 680331.0
875.9 22765.415 -27.908651 -49.16765 12111 -80.537 709.53 6911567.0 680330.0
876.54 22765.405 -27.90775 -49.167661 12111 -80.721 717.29 6911667.0 680331.0
877.94 22765.395 -27.906844 -49.167668 12111 -80.447 713.11 6911767.0 680332.0
879.0 22765.385 -27.905932 -49.167673 12111 -80.827 723.42 6911868.0 680333.0
880.2 22765.375 -27.905016 -49.16768 12111 -81.481 734.59 6911970.0 680333.0
880.82 22765.365 -27.904096 -49.167692 12111 -81.922 734.38 6912072.0 680334.0
882.32 22765.355 -27.903173 -49.167708 12111 -82.902 732.23 6912174.0 680334.0
884.01 22765.344 -27.902248 -49.167724 12111 -83.572 728.54 6912276.0 680334.0
885.58 22765.334 -27.901322 -49.167739 12111 -85.794 732.14 6912379.0 680334.0
888.44 22765.324 -27.900395 -49.167754 12111 -86.441 736.67 6912482.0 680334.0
892.54 22765.313 -27.899469 -49.167768 12111 -88.631 753.79 6912584.0 680334.0
896.26 22765.303 -27.898543 -49.167778 12111 -90.261 733.76 6912687.0 680335.0
900.33 22765.293 -27.897619 -49.167786 12111 -91.134 737.03 6912789.0 680335.0
905.2 22765.283 -27.896698 -49.167793 12111 -93.18 745.4 6912891.0 680336.0
909.81 22765.274 -27.895778 -49.167798 12111 -94.707 738.24 6912993.0 680337.0
912.31 22765.264 -27.894858 -49.1678 12111 -96.356 747.32 6913095.0 680338.0
913.83 22765.255 -27.893934 -49.167799 12111 -98.488 749.39 6913198.0 680340.0
914.23 22765.245 -27.893003 -49.167796 12111 -100.062 752.65 6913301.0 680342.0
915.42 22765.236 -27.892067 -49.167794 12111 -100.694 754.46 6913405.0 680344.0
916.78 22765.226 -27.891127 -49.167793 12111 -99.908 758.88 6913509.0 680345.0
918.51 22765.216 -27.890183 -49.167796 12111 -98.296 745.39 6913613.0 680347.0
919.51 22765.206 -27.889236 -49.167809 12111 -95.471 726.42 6913718.0 680347.0
920.0 22765.195 -27.888285 -49.167829 12111 -95.099 707.18 6913824.0 680347.0
922.11 22765.184 -27.887331 -49.167853 12111 -100.113 726.5 6913930.0 680346.0
924.69 22765.173 -27.886374 -49.167876 12111 -98.789 760.43 6914036.0 680345.0
926.78 22765.163 -27.885415 -49.167892 12111 -94.93 764.52 6914142.0 680345.0
929.01 22765.153 -27.884457 -49.167901 12111 -92.949 757.63 6914248.0 680346.0
931.62 22765.142 -27.883498 -49.167912 12111 -92.509 766.06 6914354.0 680346.0
933.63 22765.132 -27.882538 -49.167929 12111 -94.426 777.19 6914461.0 680346.0
938.03 22765.121 -27.881582 -49.167953 12111 -94.485 779.59 6914567.0 680345.0
943.31 22765.11 -27.880629 -49.167982 12111 -95.127 786.37 6914672.0 680344.0
947.93 22765.098 -27.87968 -49.168018 12111 -96.014 803.16 6914778.0 680342.0
952.41 22765.087 -27.878733 -49.168057 12111 -95.949 801.24 6914882.0 680340.0
957.26 22765.075 -27.87779 -49.168095 12111 -96.611 809.39 6914987.0 680338.0
961.82 22765.064 -27.876849 -49.168129 12111 -97.692 813.46 6915091.0 680336.0
963.31 22765.053 -27.875906 -49.16816 12111 -99.073 819.65 6915196.0 680334.0
962.87 22765.041 -27.874958 -49.168193 12111 -100.307 823.73 6915301.0 680333.0
963.29 22765.03 -27.874004 -49.168231 12111 -100.27 842.36 6915407.0 680331.0
965.79 22765.018 -27.873051 -49.168273 12111 -99.921 843.15 6915512.0 680328.0
969.84 22765.007 -27.8721 -49.168312 12111 -99.39 854.14 6915618.0 680326.0
972.16 22764.995 -27.871147 -49.168347 12111 -99.478 856.4 6915723.0 680324.0
971.51 22764.984 -27.870188 -49.16838 12111 -97.397 858.8 6915830.0 680322.0
966.25 22764.972 -27.869224 -49.168416 12111 -96.955 856.89 6915937.0 680320.0
955.77 22764.961 -27.868246 -49.168449 12111 -95.056 829.93 6916045.0 680319.0
942.79 22764.95 -27.867252 -49.168478 12111 -91.774 819.23 6916155.0 680317.0
928.65 22764.938 -27.866233 -49.168503 12111 -88.657 805.06 6916268.0 680317.0
915.58 22764.927 -27.865197 -49.16852 12111 -85.789 780.0 6916383.0 680317.0
