GPSALT IGRF LAT LONG Line MAGIGRF X Y
1053.7 22767.019 -27.834644 -49.12325 12200 -139.471 6919701.0 684826.0
1048.76 22767.03 -27.835714 -49.123233 12200 -140.903 6919582.0 684826.0
1043.75 22767.041 -27.836792 -49.123228 12200 -142.721 6919463.0 684825.0
1040.08 22767.052 -27.837875 -49.123219 12200 -143.361 6919343.0 684824.0
1037.37 22767.063 -27.838964 -49.123208 12200 -143.32 6919222.0 684823.0
1034.36 22767.074 -27.840056 -49.123192 12200 -143.2 6919101.0 684823.0
1031.66 22767.084 -27.841156 -49.123194 12200 -141.833 6918980.0 684821.0
1029.88 22767.094 -27.842253 -49.123211 12200 -139.614 6918858.0 684817.0
1030.06 22767.104 -27.843353 -49.123225 12200 -138.602 6918736.0 684814.0
1032.82 22767.114 -27.84445 -49.123217 12200 -136.991 6918615.0 684813.0
1035.94 22767.127 -27.845539 -49.123181 12200 -135.533 6918494.0 684815.0
1039.26 22767.14 -27.846625 -49.123136 12200 -135.477 6918373.0 684818.0
1041.41 22767.153 -27.847706 -49.123075 12200 -135.723 6918253.0 684821.0
1041.29 22767.168 -27.848783 -49.122994 12200 -135.044 6918134.0 684828.0
1037.7 22767.183 -27.849861 -49.1229 12200 -134.27 6918014.0 684835.0
1123.66 22767.431 -27.849044 -49.118072 12210 -141.005 6918098.0 685312.0
1135.28 22767.421 -27.847983 -49.118061 12210 -141.096 6918215.0 685315.0
1151.16 22767.414 -27.84695 -49.118006 12210 -142.189 6918330.0 685322.0
1168.5 22767.407 -27.845939 -49.11795 12210 -143.282 6918442.0 685329.0
1183.94 22767.4 -27.844942 -49.117903 12210 -143.031 6918552.0 685336.0
1195.85 22767.393 -27.843956 -49.117869 12210 -143.513 6918661.0 685341.0
1203.28 22767.383 -27.842969 -49.117864 12210 -144.75 6918770.0 685343.0
1206.97 22767.374 -27.841983 -49.117872 12210 -146.466 6918880.0 685344.0
1207.2 22767.363 -27.840989 -49.117892 12210 -148.01 6918990.0 685343.0
1206.68 22767.352 -27.839986 -49.117928 12210 -148.425 6919101.0 685342.0
1205.01 22767.339 -27.838978 -49.117983 12210 -149.228 6919213.0 685338.0
1201.59 22767.325 -27.837958 -49.118058 12210 -151.415 6919326.0 685332.0
1197.56 22767.312 -27.836922 -49.118119 12210 -151.605 6919441.0 685328.0
1193.9 22767.3 -27.835872 -49.118164 12210 -150.633 6919557.0 685325.0
1190.41 22767.288 -27.834808 -49.118197 12210 -149.172 6919675.0 685324.0
1187.99 22767.277 -27.833731 -49.118225 12210 -146.949 6919795.0 685323.0
1187.13 22767.267 -27.832639 -49.118217 12210 -146.432 6919916.0 685326.0
1185.94 22767.258 -27.831539 -49.118181 12210 -146.759 6920037.0 685331.0
1185.71 22767.251 -27.830433 -49.118131 12210 -148.747 6920160.0 685338.0
1185.37 22767.242 -27.829322 -49.118092 12210 -150.075 6920283.0 685344.0
1185.78 22767.234 -27.828214 -49.118061 12210 -148.177 6920406.0 685349.0
1185.83 22767.224 -27.827106 -49.118039 12210 -143.979 6920529.0 685353.0
1184.01 22767.214 -27.825997 -49.118031 12210 -134.508 6920651.0 685355.0
1180.97 22767.203 -27.824889 -49.118044 12210 -120.32 6920774.0 685356.0
1177.79 22767.191 -27.823781 -49.118083 12210 -104.573 6920897.0 685354.0
1175.22 22767.177 -27.822678 -49.118156 12210 -91.772 6921019.0 685349.0
1171.81 22767.162 -27.821575 -49.11825 12210 -78.893 6921142.0 685341.0
1167.16 22767.146 -27.820472 -49.118347 12210 -63.905 6921264.0 685333.0
1162.97 22767.131 -27.819361 -49.118433 12210 -47.72 6921387.0 685327.0
1159.16 22767.117 -27.81825 -49.118508 12210 -31.178 6921510.0 685321.0
1156.33 22767.104 -27.817139 -49.118572 12210 -14.097 6921634.0 685317.0
1155.3 22767.09 -27.816025 -49.118625 12210 0.76 6921757.0 685314.0
1157.47 22767.08 -27.814917 -49.118628 12210 20.518 6921880.0 685315.0
1161.68 22767.073 -27.813814 -49.118572 12210 36.316 6922002.0 685323.0
1167.93 22767.068 -27.812725 -49.118475 12210 51.752 6922122.0 685334.0
1177.16 22767.063 -27.811656 -49.118378 12210 62.299 6922241.0 685346.0
1187.64 22767.057 -27.810608 -49.118317 12210 70.456 6922357.0 685353.0
1198.8 22767.048 -27.809581 -49.118308 12210 76.621 6922471.0 685356.0
1211.16 22767.036 -27.808575 -49.118356 12210 80.957 6922582.0 685353.0
1222.23 22767.024 -27.807581 -49.118422 12210 83.671 6922692.0 685348.0
1232.2 22767.01 -27.806608 -49.118514 12210 81.192 6922801.0 685341.0
1242.42 22766.997 -27.805647 -49.1186 12210 78.16 6922907.0 685334.0
1253.45 22766.985 -27.804703 -49.118661 12210 78.048 6923012.0 685329.0
1263.71 22766.975 -27.803769 -49.118697 12210 77.432 6923115.0 685327.0
1274.49 22766.966 -27.802847 -49.118697 12210 76.802 6923217.0 685329.0
1283.11 22766.959 -27.801928 -49.118669 12210 75.727 6923319.0 685333.0
1289.12 22766.953 -27.801014 -49.118639 12210 73.664 6923421.0 685338.0
1294.86 22766.945 -27.800097 -49.118625 12210 71.744 6923522.0 685341.0
1299.51 22766.936 -27.799181 -49.118644 12210 72.991 6923624.0 685340.0
1302.22 22766.925 -27.798261 -49.118697 12210 72.113 6923726.0 685337.0
1302.56 22766.913 -27.797331 -49.118769 12210 69.163 6923829.0 685331.0
1302.84 22766.901 -27.796386 -49.118828 12210 65.583 6923933.0 685327.0
1303.11 22766.892 -27.795431 -49.118847 12210 61.239 6924040.0 685327.0
1304.85 22766.882 -27.794464 -49.118856 12210 56.391 6924147.0 685328.0
1308.34 22766.874 -27.793492 -49.118858 12210 49.237 6924254.0 685329.0
1314.06 22766.865 -27.792517 -49.118856 12210 44.104 6924362.0 685331.0
1322.89 22766.857 -27.791547 -49.118844 12210 44.208 6924470.0 685334.0
1332.32 22766.849 -27.790581 -49.118825 12210 47.604 6924577.0 685337.0
1361.2 22767.117 -27.790408 -49.113758 12220 65.19 6924588.0 685837.0
1368.32 22767.125 -27.791428 -49.113769 12220 68.453 6924475.0 685834.0
1376.63 22767.134 -27.792436 -49.113764 12220 72.421 6924364.0 685833.0
1383.81 22767.144 -27.793444 -49.11375 12220 75.905 6924252.0 685832.0
1386.83 22767.154 -27.794453 -49.113725 12220 80.52 6924140.0 685833.0
1386.18 22767.165 -27.795469 -49.113689 12220 84.882 6924027.0 685835.0
1381.69 22767.177 -27.796497 -49.113639 12220 93.219 6923913.0 685838.0
1373.8 22767.19 -27.797542 -49.113575 12220 104.47 6923798.0 685843.0
1363.87 22767.202 -27.798603 -49.113525 12220 114.602 6923680.0 685846.0
1354.95 22767.213 -27.799681 -49.113494 12220 123.739 6923561.0 685847.0
1347.74 22767.225 -27.800769 -49.113469 12220 132.683 6923440.0 685848.0
1340.88 22767.236 -27.801869 -49.113447 12220 140.796 6923318.0 685848.0
1333.96 22767.247 -27.802978 -49.113431 12220 148.332 6923195.0 685848.0
1327.72 22767.257 -27.804094 -49.113433 12220 156.279 6923071.0 685846.0
1323.65 22767.265 -27.805217 -49.113461 12220 165.063 6922947.0 685841.0
1320.55 22767.273 -27.806342 -49.1135 12220 172.649 6922822.0 685835.0
1318.18 22767.282 -27.807467 -49.113539 12220 177.745 6922698.0 685829.0
1316.19 22767.291 -27.808597 -49.113558 12220 179.953 6922572.0 685825.0
1312.72 22767.302 -27.809731 -49.113547 12220 173.655 6922447.0 685825.0
1309.15 22767.313 -27.810861 -49.113533 12220 162.406 6922322.0 685824.0
1309.4 22767.284 -27.807675 -49.113531 12221 166.982 6922675.0 685830.0
1304.44 22767.294 -27.808864 -49.11355 12221 167.021 6922543.0 685826.0
1301.28 22767.304 -27.810058 -49.113553 12221 160.361 6922411.0 685824.0
1299.69 22767.317 -27.811256 -49.113525 12221 150.089 6922278.0 685824.0
1299.06 22767.33 -27.812456 -49.113475 12221 142.937 6922145.0 685827.0
1298.17 22767.345 -27.813653 -49.113414 12221 128.473 6922012.0 685831.0
1297.04 22767.359 -27.814853 -49.113344 12221 102.832 6921879.0 685836.0
1295.3 22767.373 -27.816047 -49.113292 12221 75.371 6921747.0 685839.0
1293.15 22767.386 -27.817236 -49.113256 12221 43.18 6921615.0 685841.0
1290.36 22767.398 -27.818422 -49.113228 12221 9.281 6921483.0 685841.0
1286.75 22767.41 -27.819606 -49.113214 12221 -21.871 6921352.0 685841.0
1284.32 22767.421 -27.820783 -49.113208 12221 -50.401 6921222.0 685839.0
1283.77 22767.431 -27.821953 -49.113225 12221 -80.971 6921092.0 685836.0
1284.3 22767.44 -27.823117 -49.113256 12221 -109.919 6920963.0 685831.0
1286.34 22767.45 -27.824269 -49.113283 12221 -135.077 6920836.0 685826.0
1288.59 22767.459 -27.825414 -49.1133 12221 -152.886 6920709.0 685822.0
1290.57 22767.47 -27.82655 -49.113306 12221 -162.481 6920583.0 685820.0
1292.05 22767.479 -27.827678 -49.113322 12221 -168.515 6920458.0 685816.0
