 ALTURA GPSALT IGRF mag_res reg LAT LONG Line MAGIGRF X Y
43 257.39 1083.96 22762.967 10.405544764904505 -54.140544764904504 -27.830788000000002 -49.199458 12050 -43.735 6920241.0 677326.0
44 276.99 1079.73 22762.98 7.098329657446797 -54.193329657446796 -27.831951 -49.199418 12050 -47.095 6920112.0 677328.0
45 273.62 1074.82 22762.993 8.025339903703603 -54.2453399037036 -27.833113 -49.19937 12050 -46.22 6919983.0 677331.0
46 241.9 1071.35 22763.007 10.379575503674928 -54.29657550367493 -27.834273 -49.199315999999996 12050 -43.917 6919854.0 677335.0
47 226.82 1070.25 22763.022 12.425389908412917 -54.347389908412914 -27.835427000000003 -49.199256 12050 -41.922 6919726.0 677339.0
48 197.22 1071.45 22763.036 12.920783117917324 -54.39778311791732 -27.836574 -49.199194 12050 -41.477 6919599.0 677343.0
49 181.32 1072.5 22763.05 11.92975513218839 -54.44775513218839 -27.837715000000003 -49.199132 12050 -42.518 6919473.0 677347.0
50 184.34 1073.7 22763.064 10.856952500173982 -54.49695250017398 -27.838852000000003 -49.199065000000004 12050 -43.64 6919347.0 677352.0
51 179.43 1075.0 22763.078999999998 9.83114986815957 -54.546149868159574 -27.839985 -49.198992 12050 -44.715 6919221.0 677357.0
52 188.81 1076.66 22763.093999999997 9.313151394626217 -54.59415139462622 -27.841114 -49.198914 12050 -45.281000000000006 6919096.0 677363.0
53 186.77 1078.4 22763.109 9.477927567378352 -54.64292756737835 -27.842238000000002 -49.198842 12050 -45.165 6918971.0 677368.0
54 195.54 1080.96 22763.123 9.772282544897031 -54.69128254489703 -27.843356 -49.198778999999995 12050 -44.919 6918847.0 677373.0
55 202.5 1084.31 22763.137000000002 9.58299097346773 -54.73999097346773 -27.844465999999997 -49.19872 12050 -45.157 6918724.0 677377.0
56 188.76 1089.14 22763.151 6.905052853090453 -54.789052853090446 -27.845567 -49.198664 12050 -47.88399999999999 6918602.0 677380.0
57 168.96 1094.94 22763.164 2.5949188911943466 -54.836918891194344 -27.846658 -49.198614 12050 -52.242 6918481.0 677384.0
58 133.01 1102.54 22763.176 -2.1085376807932974 -54.887462319206705 -27.847739 -49.198586 12050 -56.996 6918361.0 677384.0
59 92.99 1111.35 22763.186 -6.7170619969623715 -54.93793800303763 -27.848810999999998 -49.198582 12050 -61.655 6918243.0 677383.0
60 96.09 1116.92 22763.196 -11.038615825327021 -54.990384174672975 -27.849877000000003 -49.198592 12050 -66.029 6918124.0 677380.0
61 146.81 1118.34 22763.206000000002 -16.1903654952105 -55.0416345047895 -27.850945 -49.198602 12050 -71.232 6918006.0 677378.0
62 193.2 1114.14 22763.216 -21.081919323575164 -55.09408067642484 -27.85202 -49.198609999999995 12050 -76.176 6917887.0 677375.0
63 219.34 1106.05 22763.227000000003 -25.96182660299184 -55.14617339700816 -27.853107 -49.198617 12050 -81.108 6917767.0 677373.0
64 232.07 1096.28 22763.237 -30.038695650422767 -55.20030434957722 -27.85421 -49.198625 12050 -85.23899999999999 6917644.0 677370.0
65 246.33 1087.53 22763.248 -32.10233934413921 -55.2536606558608 -27.855325 -49.198628 12050 -87.35600000000001 6917521.0 677368.0
66 255.39 1080.08 22763.257999999998 -32.299366001103216 -55.308633998896774 -27.856447999999997 -49.198637 12050 -87.60799999999999 6917396.0 677365.0
67 266.65 1074.54 22763.269 -31.817167304352736 -55.36283269564727 -27.857577000000003 -49.198639 12050 -87.18 6917271.0 677363.0
68 274.93 1068.17 22763.281000000003 -31.7255179001732 -55.415482099826804 -27.858709 -49.198627 12050 -87.141 6917146.0 677363.0
69 298.66 1060.62 22763.292999999998 -32.12867265447473 -55.46932734552527 -27.859846 -49.198615999999994 12050 -87.598 6917020.0 677362.0
70 317.34 1053.32 22763.304 -31.293856920971955 -55.52514307902805 -27.86099 -49.19863 12050 -86.819 6916893.0 677359.0
71 327.21 1047.32 22763.314 -29.470070699664646 -55.58292930033535 -27.862143 -49.198658 12050 -85.053 6916765.0 677354.0
72 335.29 1040.8 22763.322999999997 -28.608284478357447 -55.64071552164255 -27.863298999999998 -49.198693 12050 -84.249 6916637.0 677349.0
73 338.89 1035.33 22763.333 -28.464498257050145 -55.69850174294985 -27.864457 -49.198721 12050 -84.163 6916509.0 677344.0
74 338.18 1032.26 22763.343999999997 -28.78948668202844 -55.75551331797156 -27.865615999999996 -49.198739 12050 -84.545 6916381.0 677340.0
75 340.46 1031.23 22763.355 -30.184603204344235 -55.811396795655774 -27.866776 -49.198739 12050 -85.99600000000001 6916252.0 677338.0
76 345.67 1028.82 22763.367000000002 -31.469140921893363 -55.866859078106636 -27.867935 -49.198747 12050 -87.336 6916124.0 677336.0
77 357.43 1025.78 22763.377 -32.568708151638184 -55.92429184836181 -27.869096999999996 -49.198763 12050 -88.493 6915995.0 677332.0
78 363.31 1021.02 22763.388 -34.76405002766851 -55.980949972331494 -27.870259000000004 -49.198782 12050 -90.745 6915866.0 677329.0
79 379.71 1016.86 22763.398999999998 -36.626038452646675 -56.037961547353326 -27.871421 -49.198796 12050 -92.664 6915738.0 677325.0
80 395.65 1012.57 22763.41 -36.93815497496248 -56.09384502503753 -27.872582 -49.198805 12050 -93.03200000000001 6915609.0 677323.0
81 412.3 1010.45 22763.422000000002 -35.492496850992765 -56.15050314900722 -27.873741 -49.198808 12050 -91.64299999999999 6915480.0 677320.0
82 431.17 1007.86 22763.432999999997 -33.09203456854201 -56.205965431457976 -27.874896999999997 -49.198808 12050 -89.29799999999999 6915352.0 677318.0
83 438.5 1005.21 22763.446 -31.358317420181066 -56.25868257981894 -27.876049 -49.198785 12050 -87.617 6915225.0 677319.0
84 428.39 1002.13 22763.46 -30.29914956439105 -56.30985043560894 -27.877194 -49.198737 12050 -86.609 6915098.0 677322.0
85 430.34 999.1 22763.475 -29.018756354886634 -56.36024364511336 -27.878335999999997 -49.198678 12050 -85.37899999999999 6914971.0 677326.0
86 424.27 998.84 22763.49 -27.685784340615577 -56.41021565938443 -27.879476 -49.198612 12050 -84.096 6914845.0 677330.0
87 416.86 998.36 22763.505 -27.602586972629993 -56.45941302737002 -27.880613 -49.198544 12050 -84.06200000000001 6914719.0 677335.0
88 402.61 994.32 22763.52 -29.41596840941105 -56.50903159058895 -27.881751 -49.198474 12050 -85.925 6914592.0 677340.0
89 396.51 989.13 22763.535 -32.36377104142547 -56.55822895857454 -27.882892 -49.198408 12050 -88.92200000000001 6914466.0 677345.0
90 401.97 984.19 22763.549 -34.69960318563545 -56.609396814364544 -27.884037 -49.198357 12050 -91.309 6914339.0 677348.0
91 404.35 979.25 22763.564 -36.212660683560074 -56.66133931643992 -27.885184999999996 -49.198312 12050 -92.874 6914212.0 677350.0
92 405.11 973.55 22763.577999999998 -36.91107163253661 -56.712928367463384 -27.886334 -49.198268 12050 -93.624 6914084.0 677353.0
93 410.6 967.29 22763.592 -36.608129130461236 -56.764870869538754 -27.887483000000003 -49.198223999999996 12050 -93.37299999999999 6913957.0 677355.0
94 412.63 962.83 22763.605 -35.449990786866806 -56.81800921313318 -27.888633000000002 -49.198195 12050 -92.26799999999999 6913829.0 677356.0
95 393.69 957.99 22763.618 -34.07027363850597 -56.870726361494036 -27.889784000000002 -49.198173 12050 -90.941 6913702.0 677357.0
96 399.38 950.37 22763.63 -32.81358600234057 -56.92541399765942 -27.890938000000002 -49.198159999999994 12050 -89.73899999999999 6913574.0 677356.0
97 395.5 943.77 22763.642999999996 -31.178898366175304 -56.98010163382469 -27.892097999999997 -49.19815 12050 -88.15899999999999 6913446.0 677355.0
98 382.86 938.72 22763.655 -29.526789534776597 -57.035210465223415 -27.893262 -49.198142 12050 -86.56200000000001 6913317.0 677354.0
99 374.85 933.89 22763.667 -27.101484861858914 -57.091515138141084 -27.894428 -49.198142 12050 -84.193 6913187.0 677352.0
100 351.68 927.81 22763.679 -24.002826737889237 -57.148173262110774 -27.895597 -49.19815 12050 -81.15100000000001 6913058.0 677349.0
101 337.95 921.64 22763.69 -27.570747418685976 -57.205252581314035 -27.896769 -49.198163 12050 -84.77600000000001 6912928.0 677346.0
102 351.49 916.22 22763.702 -35.112668099482825 -57.262331900517175 -27.897945 -49.198181 12050 -92.375 6912798.0 677343.0
103 395.04 911.29 22763.713 -36.418618292475365 -57.32138170752463 -27.899124 -49.198206 12050 -93.74 6912667.0 677338.0
104 438.52 907.68 22763.722999999998 -34.17656848546781 -57.38043151453219 -27.900303000000005 -49.198238 12050 -91.557 6912536.0 677333.0
105 428.49 905.46 22763.732999999997 -33.22716522740822 -57.43983477259178 -27.901484000000004 -49.198279 12050 -90.667 6912406.0 677327.0
106 417.26 902.56 22763.743 -33.74134077411517 -57.49965922588483 -27.902665999999996 -49.198322 12050 -91.241 6912275.0 677321.0
107 422.31 898.28 22763.754 -35.141290967107615 -57.55870903289239 -27.903848999999997 -49.198357 12050 -92.7 6912144.0 677316.0
108 395.71 894.96 22763.765 -35.87824116010005 -57.617758839899956 -27.905033000000003 -49.198389 12050 -93.49600000000001 6912013.0 677311.0
109 381.72 891.76 22763.776 -36.243544804144506 -57.676455195855496 -27.906218 -49.198405 12050 -93.92 6911881.0 677307.0
110 372.79 887.06 22763.789 -36.5828189359935 -57.7331810640065 -27.907403000000002 -49.198402 12050 -94.316 6911750.0 677305.0
111 359.01 880.3 22763.802000000003 -36.11399581146536 -57.78800418853464 -27.908593 -49.198378000000005 12050 -93.902 6911618.0 677306.0
112 322.98 870.69 22763.817000000003 -31.794172686937216 -57.842827313062784 -27.909789 -49.198341 12050 -89.637 6911486.0 677307.0
113 275.96 858.92 22763.832000000002 -30.091831110798715 -57.896168889201284 -27.910994 -49.19829 12050 -87.988 6911352.0 677311.0
114 261.05 844.45 22763.847999999998 -35.770068339426764 -57.949931660573235 -27.912211 -49.198226 12050 -93.72 6911217.0 677315.0
115 263.86 830.95 22763.865 -39.84265901910683 -58.00334098089317 -27.913441 -49.19815 12050 -97.846 6911081.0 677320.0
116 272.99 824.46 22763.882999999998 -39.037956600890936 -58.05604339910906 -27.914679 -49.198063 12050 -97.094 6910943.0 677327.0
117 278.28 820.56 22763.901 -34.53367537790864 -58.108324622091374 -27.915915000000002 -49.197974 12050 -92.64200000000001 6910806.0 677334.0
118 292.42 817.25 22763.917999999998 -31.063040703874165 -58.160959296125824 -27.917146000000002 -49.197886 12050 -89.22399999999999 6910670.0 677340.0
119 327.48 813.97 22763.936 -29.5361806761252 -58.2128193238748 -27.918371999999998 -49.197798 12050 -87.749 6910534.0 677347.0
120 357.23 809.74 22763.953999999998 -27.62332064837622 -58.26467935162377 -27.919596000000002 -49.197709 12050 -85.88799999999999 6910398.0 677354.0
121 337.4 805.8 22763.971 -24.818107169575235 -58.31689283042477 -27.920817 -49.197621000000005 12050 -83.135 6910263.0 677360.0
122 297.22 801.73 22763.988999999998 -22.20024714182626 -58.36875285817374 -27.922034999999997 -49.197534000000005 12050 -80.569 6910127.0 677367.0
123 276.37 798.62 22764.006 -21.833454858258712 -58.42054514174128 -27.923247999999997 -49.197452 12050 -80.25399999999999 6909993.0 677373.0
124 255.14 796.34 22764.022999999997 -23.927887928405596 -58.473112071594414 -27.924458 -49.197378 12050 -82.40100000000001 6909859.0 677378.0
125 230.83 795.68 22764.037999999997 -25.7807717059816 -58.52722829401839 -27.925665999999996 -49.197328999999996 12050 -84.30799999999999 6909725.0 677381.0
126 208.4 796.3 22764.052000000003 -25.884556898415703 -58.58444310158429 -27.926871000000002 -49.19732 12050 -84.469 6909591.0 677380.0
127 183.72 795.47 22764.064 -25.17343934722672 -58.64356065277329 -27.928072999999998 -49.197338 12050 -83.81700000000001 6909458.0 677376.0
128 204.45 792.37 22764.075 -24.654547149752332 -58.70345285024766 -27.929273 -49.197371999999994 12050 -83.35799999999999 6909325.0 677371.0
129 251.85 787.23 22764.086 -24.60330150122585 -58.763698498774154 -27.93047 -49.197409 12050 -83.367 6909193.0 677365.0
130 290.26 782.42 22764.097 -25.326409303751483 -58.82359069624852 -27.931665999999996 -49.197443 12050 -84.15 6909060.0 677360.0
131 318.77 778.39 22764.107999999997 -24.467938301510458 -58.88306169848954 -27.932859000000004 -49.197472 12050 -83.351 6908928.0 677355.0
132 347.41 775.48 22764.12 -20.381241945554926 -58.94175805444508 -27.934053999999996 -49.197492 12050 -79.32300000000001 6908796.0 677351.0
133 363.46 768.04 22764.132 -14.756899040651518 -59.00010095934849 -27.93525 -49.197503000000005 12050 -73.757 6908663.0 677348.0
134 347.28 757.64 22764.145 -8.887330782033466 -59.05766921796653 -27.936452000000003 -49.197507 12050 -67.945 6908530.0 677346.0
135 304.15 747.05 22764.158 -7.013341328182086 -59.115658671817904 -27.937659999999997 -49.197505 12050 -66.12899999999999 6908396.0 677344.0
136 263.04 736.51 22764.172000000002 -8.482126520616198 -59.1728734793838 -27.938874 -49.197493 12050 -67.655 6908262.0 677343.0
137 221.57 727.73 22764.187 -7.842618615154343 -59.22938138484566 -27.940094000000002 -49.197472 12050 -67.072 6908126.0 677344.0
138 183.11 720.68 22764.201 -6.420531904925944 -59.28546809507406 -27.941318 -49.197441999999995 12050 -65.706 6907991.0 677345.0
139 166.45 714.25 22764.217 -6.111023999464088 -59.341976000535915 -27.942545000000003 -49.197404 12050 -65.453 6907855.0 677346.0
140 151.83 708.57 22764.232999999997 -6.511644191339727 -59.397355808660265 -27.943772999999997 -49.197355 12050 -65.90899999999999 6907718.0 677349.0
141 153.66 701.89 22764.249 -6.717460224734317 -59.45153977526568 -27.945002000000002 -49.197297 12050 -66.169 6907582.0 677353.0
142 172.85 696.32 22764.266 -6.524050904414388 -59.50494909558561 -27.94623 -49.197225 12050 -66.029 6907446.0 677358.0
143 189.22 694.52 22764.284 -7.949641584094451 -59.558358415905545 -27.947460999999997 -49.197155 12050 -67.508 6907310.0 677363.0
144 210.64 692.43 22764.301 -11.29103642225558 -59.61296357774442 -27.948689 -49.19709 12050 -70.904 6907173.0 677367.0
145 249.88 688.98 22764.318 -10.32582294345459 -59.66517705654541 -27.949909 -49.197005 12050 -69.991 6907038.0 677373.0
146 279.39 686.22 22764.337000000003 -4.6433545987435 -59.714645401256504 -27.95112 -49.196895 12050 -64.358 6906904.0 677382.0
147 319.35 683.63 22764.356 -1.018111607746917 -59.764888392253084 -27.952327 -49.196797 12050 -60.783 6906770.0 677390.0
148 320.38 680.65 22764.372000000003 2.3480046146771727 -59.819004614677176 -27.953533 -49.196740999999996 12050 -57.471000000000004 6906636.0 677393.0
149 284.29 675.66 22764.386000000002 5.8537982270096265 -59.875798227009625 -27.954736999999998 -49.196737 12050 -54.022 6906503.0 677392.0
150 225.51 672.4 22764.397 6.625465070769572 -59.93646507076958 -27.955938 -49.196778 12050 -53.31100000000001 6906370.0 677386.0
151 203.81 671.32 22764.407000000003 6.654681207100396 -59.99868120710039 -27.957134000000003 -49.196838 12050 -53.343999999999994 6906237.0 677378.0
152 194.94 671.56 22764.416 7.77782959924987 -60.06082959924987 -27.958321 -49.196914 12050 -52.283 6906106.0 677369.0
153 193.85 674.48 22764.425 9.222331442451377 -60.12333144245138 -27.959497 -49.196996999999996 12050 -50.901 6905976.0 677359.0
154 190.74 677.1 22764.433999999997 8.070412090419431 -60.18541209041943 -27.960663 -49.197074 12050 -52.115 6905847.0 677349.0
155 169.19 679.57 22764.444 4.672168799531043 -60.245168799531044 -27.961826000000002 -49.197126000000004 12050 -55.573 6905718.0 677342.0
156 112.02 682.39 22764.456000000002 5.153601569786332 -60.302601569786326 -27.962987 -49.197151 12050 -55.148999999999994 6905589.0 677338.0
157 106.35 684.92 22764.468999999997 5.947063852237072 -60.35806385223707 -27.964147999999998 -49.197151 12050 -54.411 6905461.0 677336.0
158 124.93 686.46 22764.482000000004 7.514172683635813 -60.41317268363581 -27.965309 -49.197142 12050 -52.898999999999994 6905332.0 677335.0
159 107.92 688.25 22764.496 9.831506868749052 -60.467506868749055 -27.96647 -49.197117999999996 12050 -50.636 6905203.0 677335.0
160 88.85 687.65 22764.512000000002 12.539291761291452 -60.52029176129145 -27.967633000000003 -49.197078000000005 12050 -47.981 6905074.0 677337.0
161 92.28 688.09 22764.527000000002 14.83152736126278 -60.57152736126278 -27.968797 -49.197024 12050 -45.74 6904945.0 677341.0
162 122.33 690.2 22764.543999999998 17.48276296123411 -60.62276296123411 -27.969960999999998 -49.19696 12050 -43.14 6904816.0 677345.0
163 133.96 692.15 22764.561 19.04644926863447 -60.67244926863447 -27.971123 -49.196884000000004 12050 -41.626000000000005 6904687.0 677351.0
164 138.85 695.4 22764.578999999998 18.83293973451601 -60.720939734516016 -27.972281 -49.196785999999996 12050 -41.888000000000005 6904559.0 677358.0
165 174.87 700.4 22764.597999999998 18.234880907826486 -60.76788090782649 -27.973433 -49.196678000000006 12050 -42.533 6904431.0 677367.0
166 196.77 702.85 22764.616 17.846400885903606 -60.81440088590361 -27.974582 -49.196573 12050 -42.968 6904304.0 677376.0
167 214.1 702.15 22764.634 17.899891351785037 -60.86289135178504 -27.975731 -49.196476000000004 12050 -42.963 6904176.0 677383.0
168 232.73 701.67 22764.651 18.314509915004088 -60.91250991500409 -27.976879999999998 -49.196404 12050 -42.598 6904049.0 677388.0
169 267.58 701.09 22764.665 19.638422904883875 -60.96642290488388 -27.97803 -49.196387 12050 -41.328 6903921.0 677388.0
170 315.5 700.43 22764.675 21.93833722352869 -61.02533722352869 -27.979179 -49.196446 12050 -39.086999999999996 6903794.0 677381.0
171 346.97 700.02 22764.682 23.746674066171742 -61.089674066171746 -27.980325 -49.196560999999996 12050 -37.343 6903667.0 677367.0
172 351.68 699.13 22764.689 23.471236262529438 -61.15323626252943 -27.98147 -49.196683 12050 -37.681999999999995 6903540.0 677354.0
173 334.7 697.91 22764.696 21.553151909939146 -61.21715190993915 -27.982616999999998 -49.196799 12050 -39.664 6903414.0 677340.0
174 290.72 697.82 22764.702999999998 20.293939460011245 -61.27993946001125 -27.983764 -49.196907 12050 -40.986000000000004 6903287.0 677328.0
175 244.92 698.07 22764.711 21.080727010083457 -61.34272701008346 -27.984913 -49.197005 12050 -40.262 6903160.0 677316.0
176 204.67 698.51 22764.718999999997 22.49116110910353 -61.40516110910353 -27.98606 -49.197097 12050 -38.914 6903032.0 677305.0
177 223.4 699.5 22764.729 24.105624720319305 -61.465624720319305 -27.987209000000004 -49.197169 12050 -37.36 6902905.0 677296.0
178 223.48 701.34 22764.74 25.43376439267852 -61.52376439267852 -27.988359000000003 -49.197210999999996 12050 -36.09 6902778.0 677290.0
179 179.34 701.09 22764.754 26.19267738255843 -61.57767738255843 -27.989511 -49.197196000000005 12050 -35.385 6902650.0 677290.0
180 203.57 606.76 22765.04 26.23556422991799 -61.16056422991799 -27.989446 -49.191715 12060 -34.925 6902649.0 677829.0
181 219.92 596.6 22765.027000000002 25.260232754239972 -61.11423275423997 -27.988457 -49.191734000000004 12060 -35.854 6902759.0 677829.0
182 221.43 589.85 22765.015 22.866480083328497 -61.0674800833285 -27.987454 -49.191747 12060 -38.201 6902870.0 677829.0
183 222.54 587.82 22765.002999999997 19.667531570898205 -61.0195315708982 -27.986447 -49.191753999999996 12060 -41.352 6902982.0 677830.0
184 231.73 588.03 22764.991 16.842004253701248 -60.97200425370125 -27.985442 -49.191758 12060 -44.13 6903093.0 677831.0
185 252.7 588.53 22764.979 15.734476936504407 -60.924476936504405 -27.984443 -49.191767999999996 12060 -45.19 6903204.0 677832.0
186 263.38 589.63 22764.967999999997 16.686370814540908 -60.87737081454091 -27.983449 -49.191778 12060 -44.191 6903314.0 677833.0
187 252.2 591.47 22764.956000000002 18.285039338863 -60.83103933886301 -27.982460999999997 -49.191793 12060 -42.54600000000001 6903424.0 677833.0
188 199.58 595.11 22764.944 21.47612905841845 -60.78512905841845 -27.981477 -49.191807 12060 -39.309 6903533.0 677833.0
189 175.22 597.91 22764.932 24.24463997320735 -60.739639973207346 -27.9805 -49.19182 12060 -36.495 6903641.0 677833.0
190 166.52 602.57 22764.92 25.640797436944105 -60.69379743694411 -27.979531 -49.191836 12060 -35.053000000000004 6903748.0 677834.0
191 156.98 607.54 22764.908 25.74715074219992 -60.64915074219992 -27.978574 -49.19185 12060 -34.902 6903854.0 677834.0
192 142.98 614.23 22764.897 25.514150596403596 -60.6041505964036 -27.977629999999998 -49.191857 12060 -35.09 6903959.0 677835.0
193 132.47 622.84 22764.887000000002 25.357992841074186 -60.559992841074184 -27.976701000000002 -49.191856 12060 -35.202 6904062.0 677836.0
194 88.38 631.06 22764.877 24.551902829926213 -60.51590282992621 -27.975786 -49.191848 12060 -35.964 6904163.0 677838.0
195 68.55 638.11 22764.866 22.628234014011575 -60.472234014011576 -27.974882 -49.191852000000004 12060 -37.844 6904263.0 677840.0
196 72.33 643.28 22764.855 21.3198891369535 -60.430889136953496 -27.973986 -49.191868 12060 -39.111 6904363.0 677839.0
197 67.61 649.01 22764.845 20.07261200407674 -60.38961200407674 -27.973097999999997 -49.191883000000004 12060 -40.317 6904461.0 677839.0
198 79.27 657.64 22764.834 18.347756066433433 -60.34875606643344 -27.972222 -49.191899 12060 -42.001000000000005 6904558.0 677839.0
199 91.18 663.49 22764.824 17.247321324023474 -60.30832132402348 -27.971353999999998 -49.191911 12060 -43.06100000000001 6904654.0 677839.0
200 97.62 665.42 22764.813 16.955690740094695 -60.2666907400947 -27.970485999999998 -49.191918 12060 -43.31100000000001 6904751.0 677840.0
201 89.07 668.47 22764.803 16.040255997684852 -60.22625599768486 -27.969615 -49.191935 12060 -44.18600000000001 6904847.0 677840.0
202 98.72 671.4 22764.792 14.793400060041563 -60.18540006004156 -27.968744 -49.191947 12060 -45.391999999999996 6904944.0 677840.0
203 131.98 674.56 22764.782000000003 12.423769476112781 -60.14376947611278 -27.967869 -49.191956 12060 -47.72 6905041.0 677841.0
204 145.82 672.22 22764.772 9.26891353846937 -60.102913538469366 -27.966987 -49.191967 12060 -50.833999999999996 6905138.0 677841.0
