 ALTURA GPSALT IGRF mag_res1 mag_res2 LAT LONG Line MAGIGRF X Y
69 298.66 1060.62 22763.292999999998 -32.128672654461795 -35.464153528556785 -27.859846 -49.198615999999994 12050 -87.598 6917020.0 677362.0
70 317.34 1053.32 22763.304 -31.293856920958675 -34.728227149186644 -27.86099 -49.19863 12050 -86.819 6916893.0 677359.0
71 327.21 1047.32 22763.314 -29.470070699651018 -33.00444900500772 -27.862143 -49.198658 12050 -85.053 6916765.0 677354.0
72 335.29 1040.8 22763.322999999997 -28.608284478343478 -32.2426708608288 -27.863298999999998 -49.198693 12050 -84.249 6916637.0 677349.0
73 338.89 1035.33 22763.333 -28.46449825703594 -32.198892716649894 -27.864457 -49.198721 12050 -84.163 6916509.0 677344.0
74 338.18 1032.26 22763.343999999997 -28.789486682013774 -32.623717153153635 -27.865615999999996 -49.198739 12050 -84.545 6916381.0 677340.0
75 340.46 1031.23 22763.355 -30.184603204329235 -34.11910014757922 -27.866776 -49.198739 12050 -85.99600000000001 6916252.0 677338.0
76 345.67 1028.82 22763.367000000002 -31.46914092187813 -35.50312974544825 -27.867935 -49.198747 12050 -87.336 6916124.0 677336.0
77 357.43 1025.78 22763.377 -32.56870815162261 -36.703307578508515 -27.869096999999996 -49.198763 12050 -88.493 6915995.0 677332.0
78 363.31 1021.02 22763.388 -34.76405002765247 -38.99908799225139 -27.870259000000004 -49.198782 12050 -90.745 6915866.0 677329.0
79 379.71 1016.86 22763.398999999998 -36.62603845263041 -40.96091242875513 -27.871421 -49.198796 12050 -92.664 6915738.0 677325.0
80 395.65 1012.57 22763.41 -36.93815497494587 -41.373295423180714 -27.872582 -49.198805 12050 -93.03200000000001 6915609.0 677323.0
81 412.3 1010.45 22763.422000000002 -35.49249685097581 -40.02807583692361 -27.873741 -49.198808 12050 -91.64299999999999 6915480.0 677320.0
82 431.17 1007.86 22763.432999999997 -33.0920345685246 -37.727105434792655 -27.874896999999997 -49.198808 12050 -89.29799999999999 6915352.0 677318.0
83 438.5 1005.21 22763.446 -31.35831742016343 -36.09158937815314 -27.876049 -49.198785 12050 -87.617 6915225.0 677319.0
84 428.39 1002.13 22763.46 -30.299149564373074 -35.1302784828789 -27.877194 -49.198737 12050 -86.609 6915098.0 677322.0
85 430.34 999.1 22763.475 -29.018756354868323 -33.94757016828732 -27.878335999999997 -49.198678 12050 -85.37899999999999 6914971.0 677326.0
86 424.27 998.84 22763.49 -27.685784340596925 -32.711508457139274 -27.879476 -49.198612 12050 -84.096 6914845.0 677330.0
87 416.86 998.36 22763.505 -27.60258697261112 -32.725049326673826 -27.880613 -49.198544 12050 -84.06200000000001 6914719.0 677335.0
88 402.61 994.32 22763.52 -29.415968409391724 -34.635943592764946 -27.881751 -49.198474 12050 -85.925 6914592.0 677340.0
89 396.51 989.13 22763.535 -32.36377104140581 -37.6804844622995 -27.882892 -49.198408 12050 -88.92200000000001 6914466.0 677345.0
90 401.97 984.19 22763.549 -34.69960318561557 -40.11417356702526 -27.884037 -49.198357 12050 -91.309 6914339.0 677348.0
91 404.35 979.25 22763.564 -36.212660683539745 -41.72526009106843 -27.885184999999996 -49.198312 12050 -92.874 6914212.0 677350.0
92 405.11 973.55 22763.577999999998 -36.911071632516055 -42.522302592350734 -27.886334 -49.198268 12050 -93.624 6914084.0 677353.0
93 410.6 967.29 22763.592 -36.60812913044034 -42.31738911639385 -27.887483000000003 -49.198223999999996 12050 -93.37299999999999 6913957.0 677355.0
94 412.63 962.83 22763.605 -35.44999078684557 -41.258226456310844 -27.888633000000002 -49.198195 12050 -92.26799999999999 6913829.0 677356.0
95 393.69 957.99 22763.618 -34.07027363848439 -39.976710399671326 -27.889784000000002 -49.198173 12050 -90.941 6913702.0 677357.0
96 399.38 950.37 22763.63 -32.81358600231865 -38.81934257822301 -27.890938000000002 -49.198159999999994 12050 -89.73899999999999 6913574.0 677356.0
97 395.5 943.77 22763.642999999996 -31.178898366153042 -37.283974756774704 -27.892097999999997 -49.19815 12050 -88.15899999999999 6913446.0 677355.0
98 382.86 938.72 22763.655 -29.526789534753988 -35.73196033188295 -27.893262 -49.198142 12050 -86.56200000000001 6913317.0 677354.0
99 374.85 933.89 22763.667 -27.101484861835964 -33.40769672286499 -27.894428 -49.198142 12050 -84.193 6913187.0 677352.0
100 351.68 927.81 22763.679 -24.002826737865945 -30.409477136607926 -27.895597 -49.19815 12050 -81.15100000000001 6913058.0 677349.0
101 337.95 921.64 22763.69 -27.570747418662457 -34.07861094690733 -27.896769 -49.198163 12050 -84.77600000000001 6912928.0 677346.0
102 351.49 916.22 22763.702 -35.11266809945896 -41.72174475720672 -27.897945 -49.198181 12050 -92.375 6912798.0 677343.0
103 395.04 911.29 22763.713 -36.41861829245104 -43.1300268026974 -27.899124 -49.198206 12050 -93.74 6912667.0 677338.0
104 438.52 907.68 22763.722999999998 -34.17656848544314 -40.990308848188036 -27.900303000000005 -49.198238 12050 -91.557 6912536.0 677333.0
105 428.49 905.46 22763.732999999997 -33.2271652273832 -40.142634916439484 -27.901484000000004 -49.198279 12050 -90.667 6912406.0 677327.0
106 417.26 902.56 22763.743 -33.741340774089814 -40.75931438124746 -27.902665999999996 -49.198322 12050 -91.241 6912275.0 677321.0
107 422.31 898.28 22763.754 -35.1412909670819 -42.26159642673809 -27.903848999999997 -49.198357 12050 -92.7 6912144.0 677316.0
108 395.71 894.96 22763.765 -35.878241160074 -43.10087847222878 -27.905033000000003 -49.198389 12050 -93.49600000000001 6912013.0 677311.0
109 381.72 891.76 22763.776 -36.24354480411822 -43.569116494958536 -27.906218 -49.198405 12050 -93.92 6911881.0 677307.0
110 372.79 887.06 22763.789 -36.582818935966756 -44.01020628249718 -27.907403000000002 -49.198402 12050 -94.316 6911750.0 677305.0
111 359.01 880.3 22763.802000000003 -36.11399581143827 -43.6434572086402 -27.908593 -49.198378000000005 12050 -93.902 6911618.0 677306.0
112 322.98 870.69 22763.817000000003 -31.794172686909796 -39.42570813478328 -27.909789 -49.198341 12050 -89.637 6911486.0 677307.0
113 275.96 858.92 22763.832000000002 -30.091831110770954 -37.826473596087375 -27.910994 -49.19829 12050 -87.988 6911352.0 677311.0
114 261.05 844.45 22763.847999999998 -35.77006833939866 -43.608592453947956 -27.912211 -49.198226 12050 -93.72 6911217.0 677315.0
115 263.86 830.95 22763.865 -39.8426590190784 -47.78566728904767 -27.913441 -49.19815 12050 -97.846 6911081.0 677320.0
116 272.99 824.46 22763.882999999998 -39.03795660086217 -47.086654078625806 -27.914679 -49.198063 12050 -97.094 6910943.0 677327.0
117 278.28 820.56 22763.901 -34.53367537787942 -42.687287471647366 -27.915915000000002 -49.197974 12050 -92.64200000000001 6910806.0 677334.0
118 292.42 817.25 22763.917999999998 -31.063040703844607 -39.32096488742977 -27.917146000000002 -49.197886 12050 -89.22399999999999 6910670.0 677340.0
119 327.48 813.97 22763.936 -29.536180676095306 -37.89824488389485 -27.918371999999998 -49.197798 12050 -87.749 6910534.0 677347.0
120 357.23 809.74 22763.953999999998 -27.623320648345995 -36.08952488035991 -27.919596000000002 -49.197709 12050 -85.88799999999999 6910398.0 677354.0
121 337.4 805.8 22763.971 -24.81810716954468 -33.38784889958581 -27.920817 -49.197621000000005 12050 -83.135 6910263.0 677360.0
122 297.22 801.73 22763.988999999998 -22.200247141795373 -30.874128896050827 -27.922034999999997 -49.197534000000005 12050 -80.569 6910127.0 677367.0
123 276.37 798.62 22764.006 -21.83345485822737 -30.61009951872022 -27.923247999999997 -49.197452 12050 -80.25399999999999 6909993.0 677373.0
124 255.14 796.34 22764.022999999997 -23.927887928374034 -32.80746756070694 -27.924458 -49.197378 12050 -82.40100000000001 6909859.0 677378.0
125 230.83 795.68 22764.037999999997 -25.780771705949697 -34.76363044132832 -27.925665999999996 -49.197328999999996 12050 -84.30799999999999 6909725.0 677381.0
126 208.4 796.3 22764.052000000003 -25.884556898383345 -34.97138299921916 -27.926871000000002 -49.19732 12050 -84.469 6909591.0 677380.0
127 183.72 795.47 22764.064 -25.173439347194126 -34.363974418505464 -27.928072999999998 -49.197338 12050 -83.81700000000001 6909458.0 677376.0
128 204.45 792.37 22764.075 -24.654547149719285 -33.94896325710914 -27.929273 -49.197371999999994 12050 -83.35799999999999 6909325.0 677371.0
129 251.85 787.23 22764.086 -24.603301501192455 -34.00099611847367 -27.93047 -49.197409 12050 -83.367 6909193.0 677365.0
130 290.26 782.42 22764.097 -25.326409303717746 -34.82798495707731 -27.931665999999996 -49.197443 12050 -84.15 6909060.0 677360.0
131 318.77 778.39 22764.107999999997 -24.467938301476373 -34.07262039912447 -27.932859000000004 -49.197472 12050 -83.351 6908928.0 677355.0
132 347.41 775.48 22764.12 -20.381241945520493 -30.08885842185429 -27.934053999999996 -49.197492 12050 -79.32300000000001 6908796.0 677351.0
133 363.46 768.04 22764.132 -14.756899040616744 -24.568052421823296 -27.93525 -49.197503000000005 12050 -73.757 6908663.0 677348.0
134 347.28 757.64 22764.145 -8.887330781998351 -18.80184900247488 -27.936452000000003 -49.197507 12050 -67.945 6908530.0 677346.0
135 304.15 747.05 22764.158 -7.013341328146623 -17.031998979683067 -27.937659999999997 -49.197505 12050 -66.12899999999999 6908396.0 677344.0
136 263.04 736.51 22764.172000000002 -8.482126520580394 -18.60475153757386 -27.938874 -49.197493 12050 -67.655 6908262.0 677343.0
137 221.57 727.73 22764.187 -7.842618615118198 -18.07041604994302 -27.940094000000002 -49.197472 12050 -67.072 6908126.0 677344.0
138 183.11 720.68 22764.201 -6.420531904889344 -16.752727165755644 -27.941318 -49.197441999999995 12050 -65.706 6907991.0 677345.0
139 166.45 714.25 22764.217 -6.111023999427154 -16.548391678124744 -27.942545000000003 -49.197404 12050 -65.453 6907855.0 677346.0
140 151.83 708.57 22764.232999999997 -6.511644191302452 -17.054614748415723 -27.943772999999997 -49.197355 12050 -65.90899999999999 6907718.0 677349.0
141 153.66 701.89 22764.249 -6.717460224696708 -17.365087002832844 -27.945002000000002 -49.197297 12050 -66.169 6907582.0 677353.0
142 172.85 696.32 22764.266 -6.524050904376438 -17.276161837932555 -27.94623 -49.197225 12050 -66.029 6907446.0 677358.0
143 189.22 694.52 22764.284 -7.949641584056167 -18.806236673032323 -27.947460999999997 -49.197155 12050 -67.508 6907310.0 677363.0
144 210.64 692.43 22764.301 -11.291036422216962 -22.253062324005974 -27.948689 -49.19709 12050 -70.904 6907173.0 677367.0
145 249.88 688.98 22764.318 -10.32582294341563 -21.391386343231858 -27.949909 -49.197005 12050 -69.991 6907038.0 677373.0
146 279.39 686.22 22764.337000000003 -4.643354598704207 -15.811164707949175 -27.95112 -49.196895 12050 -64.358 6906904.0 677382.0
147 319.35 683.63 22764.356 -1.0181116077071763 -12.288340491983824 -27.952327 -49.196797 12050 -60.783 6906770.0 677390.0
148 320.38 680.65 22764.372000000003 2.3480046147171407 -9.025503372605279 -27.953533 -49.196740999999996 12050 -57.471000000000004 6906636.0 677393.0
149 284.29 675.66 22764.386000000002 5.8537982270499285 -5.6229025339395236 -27.954736999999998 -49.196737 12050 -54.022 6906503.0 677392.0
150 225.51 672.4 22764.397 6.625465070810229 -4.955288791860582 -27.955938 -49.196778 12050 -53.31100000000001 6906370.0 677386.0
151 203.81 671.32 22764.407000000003 6.654681207141508 -5.030469888416306 -27.957134000000003 -49.196838 12050 -53.343999999999994 6906237.0 677378.0
152 194.94 671.56 22764.416 7.777829599291223 -4.0103416111763295 -27.958321 -49.196914 12050 -52.283 6906106.0 677369.0
153 193.85 674.48 22764.425 9.22233144249308 -2.6682573566971683 -27.959497 -49.196996999999996 12050 -50.901 6905976.0 677359.0
154 190.74 677.1 22764.433999999997 8.070412090461595 -3.9218197056615196 -27.960663 -49.197074 12050 -52.115 6905847.0 677349.0
155 169.19 679.57 22764.444 4.672168799573555 -7.421189796673779 -27.961826000000002 -49.197126000000004 12050 -55.573 6905718.0 677342.0
156 112.02 682.39 22764.456000000002 5.153601569829071 -7.0403676297340425 -27.962987 -49.197151 12050 -55.148999999999994 6905589.0 677338.0
157 106.35 684.92 22764.468999999997 5.947063852280159 -6.3463972276030916 -27.964147999999998 -49.197151 12050 -54.411 6905461.0 677336.0
158 124.93 686.46 22764.482000000004 7.5141726836792415 -4.879382802711312 -27.965309 -49.197142 12050 -52.898999999999994 6905332.0 677335.0
159 107.92 688.25 22764.496 9.831506868792935 -2.6619709585021454 -27.96647 -49.197117999999996 12050 -50.636 6905203.0 677335.0
160 88.85 687.65 22764.512000000002 12.539291761335562 -0.05376427565833097 -27.967633000000003 -49.197078000000005 12050 -47.981 6905074.0 677337.0
161 92.28 688.09 22764.527000000002 14.831527361307224 2.1392372458201763 -27.968797 -49.197024 12050 -45.74 6904945.0 677341.0
162 122.33 690.2 22764.543999999998 17.482762961278894 4.691238767298685 -27.969960999999998 -49.19696 12050 -43.14 6904816.0 677345.0
163 133.96 692.15 22764.561 19.046449268679588 6.156035127411947 -27.971123 -49.196884000000004 12050 -41.626000000000005 6904687.0 677351.0
164 138.85 695.4 22764.578999999998 18.832939734561464 5.844582303399029 -27.972281 -49.196785999999996 12050 -41.888000000000005 6904559.0 677358.0
165 174.87 700.4 22764.597999999998 18.234880907872267 5.148924318020811 -27.973433 -49.196678000000006 12050 -42.533 6904431.0 677367.0
166 196.77 702.85 22764.616 17.846400885949727 4.663619729199127 -27.974582 -49.196573 12050 -42.968 6904304.0 677376.0
167 214.1 702.15 22764.634 17.899891351831492 4.619166905186212 -27.975731 -49.196476000000004 12050 -42.963 6904176.0 677383.0
168 232.73 701.67 22764.651 18.314509915050763 4.93627263909508 -27.976879999999998 -49.196404 12050 -42.598 6904049.0 677388.0
169 267.58 701.09 22764.665 19.638422904931005 6.161037879860729 -27.97803 -49.196387 12050 -41.328 6903921.0 677388.0
170 315.5 700.43 22764.675 21.938337223576056 8.361374581961492 -27.979179 -49.196446 12050 -39.086999999999996 6903794.0 677381.0
171 346.97 700.02 22764.682 23.74667406621957 10.068929348840804 -27.980325 -49.196560999999996 12050 -37.343 6903667.0 677367.0
172 351.68 699.13 22764.689 23.471236262577513 9.692881535037486 -27.98147 -49.196683 12050 -37.681999999999995 6903540.0 677354.0
173 334.7 697.91 22764.696 21.553151909987577 7.674789698473276 -27.982616999999998 -49.196799 12050 -39.664 6903414.0 677340.0
174 290.72 697.82 22764.702999999998 20.293939460060024 6.315139303987287 -27.983764 -49.196907 12050 -40.986000000000004 6903287.0 677328.0
175 244.92 698.07 22764.711 21.08072701013259 7.001488909501312 -27.984913 -49.197005 12050 -40.262 6903160.0 677316.0
176 204.67 698.51 22764.718999999997 22.491161109153012 8.310882537776138 -27.98606 -49.197097 12050 -38.914 6903032.0 677305.0
177 223.4 699.5 22764.729 24.105624720369136 9.825424401242202 -27.987209000000004 -49.197169 12050 -37.36 6902905.0 677296.0
178 223.48 701.34 22764.74 25.43376439272869 11.054158522660245 -27.988359000000003 -49.197210999999996 12050 -36.09 6902778.0 677290.0
179 179.34 701.09 22764.754 26.19267738260894 11.713923763425903 -27.989511 -49.197196000000005 12050 -35.385 6902650.0 677290.0
180 203.57 606.76 22765.04 26.2355642299679 11.848779378919737 -27.989446 -49.191715 12060 -34.925 6902649.0 677829.0
181 219.92 596.6 22765.027000000002 25.260232754289653 10.958653000136756 -27.988457 -49.191734000000004 12060 -35.854 6902759.0 677829.0
182 221.43 589.85 22765.015 22.86648008337795 8.650880017910254 -27.987454 -49.191747 12060 -38.201 6902870.0 677829.0
183 222.54 587.82 22765.002999999997 19.667531570947318 5.538857851557637 -27.986447 -49.191753999999996 12060 -41.352 6902982.0 677830.0
184 231.73 588.03 22764.991 16.842004253750126 2.7994822886485338 -27.985442 -49.191758 12060 -44.13 6903093.0 677831.0
185 252.7 588.53 22764.979 15.734476936552952 1.7781067257394412 -27.984443 -49.191767999999996 12060 -45.19 6903204.0 677832.0
186 263.38 589.63 22764.967999999997 16.686370814589225 2.815377766273805 -27.983449 -49.191778 12060 -44.191 6903314.0 677833.0
187 252.2 591.47 22764.956000000002 18.285039338910977 4.499251387490766 -27.982460999999997 -49.191793 12060 -42.54600000000001 6903424.0 677833.0
188 199.58 595.11 22764.944 21.476129058466086 7.774771612151319 -27.981477 -49.191807 12060 -39.309 6903533.0 677833.0
189 175.22 597.91 22764.932 24.244639973254756 10.626938440255273 -27.9805 -49.19182 12060 -36.495 6903641.0 677833.0
190 166.52 602.57 22764.92 25.640797436991278 12.10614929112009 -27.979531 -49.191836 12060 -35.053000000000004 6903748.0 677834.0
191 156.98 607.54 22764.908 25.747150742246752 12.294609326111036 -27.978574 -49.19185 12060 -34.902 6903854.0 677834.0
192 142.98 614.23 22764.897 25.5141505964502 12.14311338386279 -27.977629999999998 -49.191857 12060 -35.09 6903959.0 677835.0
193 132.47 622.84 22764.887000000002 25.357992841120563 12.06691064850154 -27.976701000000002 -49.191856 12060 -35.202 6904062.0 677836.0
194 88.38 631.06 22764.877 24.551902829972242 11.339398539344565 -27.975786 -49.191848 12060 -35.964 6904163.0 677838.0
195 68.55 638.11 22764.866 22.628234014057384 9.49353303363111 -27.974882 -49.191852000000004 12060 -37.844 6904263.0 677840.0
196 72.33 643.28 22764.855 21.319889136998967 8.262475269965563 -27.973986 -49.191868 12060 -39.111 6904363.0 677839.0
197 67.61 649.01 22764.845 20.07261200412198 7.091108132504402 -27.973097999999997 -49.191883000000004 12060 -40.317 6904461.0 677839.0
198 79.27 657.64 22764.834 18.347756066478446 5.441387598486649 -27.972222 -49.191899 12060 -42.001000000000005 6904558.0 677839.0
199 91.18 663.49 22764.824 17.24732132406826 4.415313667912422 -27.971353999999998 -49.191911 12060 -43.06100000000001 6904654.0 677839.0
200 97.62 665.42 22764.813 16.955690740139254 4.19899055321202 -27.970485999999998 -49.191918 12060 -43.31100000000001 6904751.0 677840.0
201 89.07 668.47 22764.803 16.04025599772907 3.357916622637795 -27.969615 -49.191935 12060 -44.18600000000001 6904847.0 677840.0
202 98.72 671.4 22764.792 14.793400060085553 2.1861960886200578 -27.968744 -49.191947 12060 -45.391999999999996 6904944.0 677840.0
203 131.98 674.56 22764.782000000003 12.423769476156423 -0.10812702608028957 -27.967869 -49.191956 12060 -47.72 6905041.0 677841.0
204 145.82 672.22 22764.772 9.268913538512898 -3.187847560098035 -27.966987 -49.191967 12060 -50.833999999999996 6905138.0 677841.0
