Scan started at 18:12:29 01/03/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0552979	-0.0422363	374.44	0.195622	0.0148381	0.0143289	12.1171	0	-31342.7	-30180.2	-25830.2	0.195622	1087.14	1031.5	921.133	
0.00499208	-0.0532837	-0.0408325	374.441	0.293434	0.00762621	0.00726771	24.7998	0.00499208	-31443.7	-30096.6	-25790.2	0.293434	2323.85	2221.28	1994.06	
0.00998416	-0.0517171	-0.0376384	374.444	0.391245	0.00919265	0.00913136	11.4796	0.00998416	-31505.7	-29999.8	-25792.1	0.391245	1057.69	1008.3	898.46	
0.0149762	-0.0552063	-0.046814	374.445	0.489056	0.00420263	0.00389995	14.9621	0.0149762	-31485.9	-29991.7	-25813.3	0.489056	1395.23	1333.37	1193.52	
0.0199683	-0.056366	-0.0481262	374.446	0.586867	0.00471278	0.00449638	10.9809	0.0199683	-31485.9	-29990.9	-25813.7	0.586867	1014.76	966.656	861.415	
0.0249604	-0.0557556	-0.0481873	374.449	0.684678	0.00560988	0.00560681	10.7685	0.0249604	-31484	-29994.4	-25814.3	0.684678	997.115	953.505	850.374	
0.0299525	-0.0486145	-0.0447998	374.455	0.782489	0.00383562	0.00364203	10.3227	0.0299525	-31482.8	-29995.6	-25814.4	0.782489	955.38	911.535	812.102	
0.0349446	-0.0458374	-0.0368958	374.456	0.880301	0.00409649	0.00405321	8.44453	0.0349446	-31484.6	-29992.8	-25813.7	0.880301	777.518	741.082	659.434	
0.0399366	-0.0440674	-0.0354919	374.457	0.978112	0.00368075	0.00336842	9.53831	0.0399366	-31485.1	-29991.3	-25813.5	0.978112	883.999	841.699	750.924	
0.0449287	-0.0478516	-0.0310974	374.459	1.07592	0.00389686	0.00405865	6.95166	0.0449287	-31484.1	-29992.5	-25814.5	1.07592	635.652	607.924	538.184	
0.0499208	-0.054657	-0.0343933	374.452	1.17373	0.00356699	0.00337461	8.63029	0.0499208	-31484	-29993	-25814.7	1.17373	798.737	763.036	679.529	
0.0549129	-0.0523682	-0.0346375	374.45	1.27155	0.00508878	0.0050991	5.90496	0.0549129	-31484.3	-29992.4	-25813.7	1.27155	539.452	513.33	454.669	
0.059905	-0.0502319	-0.0407715	374.453	1.36936	0.00423529	0.00409941	7.62244	0.059905	-31484.2	-29992.7	-25813.6	1.36936	706.282	673.483	600.231	
0.064897	-0.0466003	-0.0447388	374.449	1.46717	0.00185692	0.00187486	5.1234	0.064897	-31483.2	-29992.4	-25813.9	1.46717	466.519	445.793	394.058	
0.0698891	-0.0472717	-0.0481262	374.448	1.56498	0.00326981	0.00319583	6.54264	0.0698891	-31483.7	-29992.8	-25812.8	1.56498	605.595	579.032	515.404	
0.0748812	-0.0482178	-0.0472717	374.448	1.66279	0.0031307	0.00328769	4.50502	0.0748812	-31482.6	-29993.2	-25812.2	1.66279	411.937	392.927	348.049	
0.0798733	-0.0506287	-0.0393372	374.444	1.7606	0.00243295	0.00220084	5.422	0.0798733	-31482.5	-29992	-25812.6	1.7606	502.184	479.172	427.095	
0.0848654	-0.0518799	-0.0414734	374.438	1.85841	0.00558654	0.005615	4.01005	0.0848654	-31483.1	-29991.7	-25812.9	1.85841	368.153	351.4	312.119	
0.0898574	-0.0578613	-0.03302	374.441	1.95622	0.00232073	0.00226416	4.29427	0.0898574	-31482.9	-29992.5	-25813.7	1.95622	396.769	379.367	337.726	
0.0948495	-0.0576172	-0.0319519	374.44	2.05403	0.00558473	0.00582045	3.60596	0.0948495	-31483.7	-29993.6	-25813.8	2.05403	333.096	317.613	283.091	
0.0998416	-0.0604553	-0.034668	374.435	2.15185	0.00495973	0.00514503	3.17748	0.0998416	-31483.6	-29992.6	-25813.8	2.15185	293.454	280.325	249.734	
0.104834	-0.0549316	-0.0354919	374.436	2.24966	0.00440914	0.00429733	3.26585	0.104834	-31484.1	-29991.3	-25813.7	2.24966	304.132	289.499	259.214	
0.109826	-0.0491028	-0.0419922	374.434	2.34747	0.0027252	0.00271441	2.10826	0.109826	-31483.4	-29991.8	-25813	2.34747	193.914	185.675	165.323	
0.114818	-0.049408	-0.0416565	374.435	2.44528	0.00469347	0.00484847	2.98313	0.114818	-31483.3	-29992.8	-25813.1	2.44528	279.329	266.452	239.067	
0.11981	-0.0495606	-0.0447083	374.432	2.54309	0.00399103	0.00405935	1.11652	0.11981	-31482.8	-29992.5	-25812.8	2.54309	101.527	96.877	86.4451	
0.124802	-0.053009	-0.0435181	374.436	2.6409	0.0024246	0.00230333	2.75303	0.124802	-31482.1	-29991.1	-25812.6	2.6409	258.299	246.883	221.683	
0.129794	-0.0518189	-0.0440064	374.437	2.73871	0.00245614	0.00258607	0.279461	0.129794	-31483.3	-29991.4	-25812.6	2.73871	17.1551	17.1322	15.4292	
0.134786	-0.0490418	-0.0384216	374.437	2.83652	0.0024587	0.00240631	2.56049	0.134786	-31482.5	-29993.1	-25812.7	2.83652	240.383	229.949	206.499	
0.139778	-0.0483398	-0.0331116	374.447	2.93434	0.0016205	0.00160874	0.636076	0.139778	-31483.1	-29993.4	-25813.7	2.93434	56.7039	53.3812	48.1311	
0.14477	-0.0492859	-0.0295715	374.45	3.03215	0.00345188	0.00352379	2.40171	0.14477	-31483.4	-29994.1	-25813.4	3.03215	225.125	215.045	192.962	
0.149762	-0.0466003	-0.0235596	374.442	3.12996	0.00122247	0.00124072	1.28589	0.149762	-31483.8	-29995	-25813.5	3.12996	118.226	112.786	100.643	
0.154754	-0.0475159	-0.0307922	374.446	3.22777	0.00118461	0.00100779	2.27005	0.154754	-31484.6	-29994.9	-25813.6	3.22777	211.582	202.184	180.965	
0.159747	-0.0461426	-0.0336914	374.443	3.32558	0.00152507	0.00166764	1.81202	0.159747	-31484.2	-29994.5	-25813.8	3.32558	167.505	159.764	142.535	
0.164739	-0.0500794	-0.039917	374.451	3.42339	0.000849332	0.000948103	2.15536	0.164739	-31484.1	-29993.6	-25813.8	3.42339	199.663	190.827	170.107	
0.169731	-0.0557861	-0.0434876	374.454	3.5212	0.00131707	0.00131681	2.19911	0.169731	-31483.8	-29993	-25813.3	3.5212	203.458	194.335	173.153	
0.174723	-0.0581665	-0.0430603	374.452	3.61901	0.00155417	0.00155027	2.05573	0.174723	-31484.2	-29992.7	-25813.3	3.61901	189.252	180.505	160.457	
0.179715	-0.0507813	-0.0335083	374.459	3.71683	0.000722833	0.000799204	2.44546	0.179715	-31484.1	-29992.8	-25813.5	3.71683	226.199	216.327	192.686	
0.184707	-0.0501099	-0.0316772	374.45	3.81464	0.00204212	0.00199582	1.96079	0.184707	-31483.7	-29993.7	-25813.9	3.81464	180.107	170.884	151.887	
