Scan started at 15:12:29 24/07/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0424805	-0.0297852	373.532	0.195622	0.0051219	0.00476316	11.9235	0	-30972.6	-30477.5	-25758.7	0.195622	1058.37	1044.65	931.805	
0.00499208	-0.0549316	-0.046936	373.532	0.293434	0.00612548	0.00557007	24.7921	0.00499208	-30870	-30614.5	-25757	0.293434	2273.97	2266.24	2016.11	
0.00998416	-0.0592855	-0.0494792	373.529	0.391245	0.00208669	0.00189261	11.3825	0.00998416	-30838.9	-30691.7	-25729.2	0.391245	1036.9	1028.86	910.378	
0.0149762	-0.0539856	-0.0449829	373.528	0.489056	0.00291301	0.00260337	15.0136	0.0149762	-30875.3	-30661.5	-25715.9	0.489056	1373.33	1365.37	1203.57	
0.0199683	-0.0524292	-0.0435181	373.524	0.586867	0.00206613	0.00185489	10.9272	0.0199683	-30877.9	-30659.2	-25715.1	0.586867	996.416	993.018	876.206	
0.0249604	-0.0506592	-0.0416565	373.523	0.684678	0.00296056	0.00277322	10.8067	0.0249604	-30879.3	-30657.9	-25715	0.684678	978.289	975.579	862.768	
0.0299525	-0.0508118	-0.0427856	373.525	0.782489	0.00267623	0.00243393	10.3192	0.0299525	-30878.1	-30659.7	-25715.4	0.782489	934.374	931.348	823.92	
0.0349446	-0.0498962	-0.0417786	373.528	0.880301	0.00295735	0.00285145	8.45415	0.0349446	-30877.1	-30661.5	-25714.9	0.880301	760.031	755.913	667.888	
0.0399366	-0.0467224	-0.0396729	373.535	0.978112	0.00106672	0.00100971	9.54198	0.0399366	-30878.3	-30661	-25714.8	0.978112	862.365	859.46	760.478	
0.0449287	-0.0468445	-0.0371704	373.536	1.07592	0.00175116	0.00161986	6.95725	0.0449287	-30878.8	-30659.4	-25715.6	1.07592	622.986	619.203	544.081	
0.0499208	-0.0452271	-0.0379639	373.539	1.17373	0.000944512	0.00067941	8.63145	0.0499208	-30876.8	-30660.7	-25716	1.17373	781.405	780.393	687.71	
0.0549129	-0.0445252	-0.0385437	373.54	1.27155	0.00243866	0.00237053	5.91152	0.0549129	-30875.7	-30662.2	-25715.9	1.27155	528.005	525.578	459.652	
0.059905	-0.0464478	-0.0396423	373.536	1.36936	0.00192106	0.00195117	7.62199	0.059905	-30876.9	-30661.4	-25715.8	1.36936	690.182	688.937	607.745	
0.064897	-0.043457	-0.0401611	373.537	1.46717	0.00161073	0.00147497	5.12819	0.064897	-30878.3	-30659.7	-25716	1.46717	458.3	453.212	398.652	
