Scan started at 15:07:32 24/07/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0488281	-0.0307617	373.592	0.195622	0.00355538	0.00359619	12.0393	0	-30979.7	-30509	-25700	0.195622	1055	1046.77	931.98	
0.00499208	-0.0426025	-0.0272217	373.587	0.293434	0.00539319	0.00474417	24.7432	0.00499208	-30950.6	-30471.8	-25739.6	0.293434	2264.83	2258.3	2024.93	
0.00998416	-0.0473226	-0.0355632	373.585	0.391245	0.00203957	0.00191248	11.4151	0.00998416	-30869.5	-30561.5	-25751.7	0.391245	1029.27	1026.58	914.526	
0.0149762	-0.0517883	-0.0429077	373.586	0.489056	0.00324745	0.00285107	14.9641	0.0149762	-30842.8	-30624.9	-25737.8	0.489056	1363.68	1355.35	1208.83	
0.0199683	-0.0493774	-0.0413208	373.586	0.586867	0.00192969	0.00167525	10.9194	0.0199683	-30842.4	-30625.5	-25738.2	0.586867	990.443	983.856	873.752	
0.0249604	-0.0486755	-0.0439758	373.587	0.684678	0.00218378	0.00204343	10.7881	0.0249604	-30843.1	-30626.5	-25737.7	0.684678	974.071	968.737	861.449	
0.0299525	-0.0528259	-0.0435486	373.589	0.782489	0.00263969	0.00230536	10.2958	0.0299525	-30843.5	-30625.8	-25737.6	0.782489	932.744	925.77	824.861	
0.0349446	-0.0538025	-0.0404968	373.587	0.880301	0.00173723	0.00144009	8.46045	0.0349446	-30842.9	-30625.7	-25738	0.880301	759.846	755.34	665.57	
0.0399366	-0.0511169	-0.0393982	373.587	0.978112	0.00278691	0.0024679	9.523	0.0399366	-30842.3	-30626.1	-25737.5	0.978112	863.092	855.907	761.797	
0.0449287	-0.0498047	-0.0317383	373.591	1.07592	0.00196782	0.00190533	6.96138	0.0449287	-30842.7	-30625.3	-25737	1.07592	621.794	618.727	543.763	
0.0499208	-0.048584	-0.0294495	373.596	1.17373	0.00234787	0.00211963	8.62455	0.0499208	-30843.2	-30624.8	-25737.1	1.17373	780.826	775.096	688.502	
0.0549129	-0.0463257	-0.028656	373.601	1.27155	0.00112588	0.00106514	5.91072	0.0549129	-30843.3	-30622.6	-25737.3	1.27155	525.973	524.056	459.761	
0.059905	-0.0512085	-0.0318298	373.599	1.36936	0.00265198	0.00244209	7.62014	0.059905	-30842.7	-30623.2	-25737.2	1.36936	688.981	685.199	608.197	
0.064897	-0.0523682	-0.0374146	373.597	1.46717	0.00107483	0.000942031	5.12221	0.064897	-30842.8	-30624.8	-25737	1.46717	456.896	453.667	398.101	
0.0698891	-0.0506897	-0.0381775	373.596	1.56498	0.00124205	0.0010393	6.54579	0.0698891	-30843.3	-30624.2	-25736.6	1.56498	592.455	587.043	521.883	
0.0748812	-0.0520325	-0.0406799	373.596	1.66279	0.0010845	0.000931839	4.50983	0.0748812	-30842.3	-30624.8	-25736.6	1.66279	400.618	401.345	352.242	
0.0798733	-0.0493469	-0.0401917	373.598	1.7606	0.00154988	0.00152584	5.41807	0.0798733	-30841.5	-30625.1	-25736.8	1.7606	490.747	487.35	432.318	
0.0848654	-0.0480957	-0.0393066	373.597	1.85841	0.00193987	0.00192133	4.01354	0.0848654	-30841.4	-30626.7	-25736.6	1.85841	360.084	357.761	314.909	
0.0898574	-0.0496826	-0.0391235	373.594	1.95622	0.00212341	0.00198748	4.28465	0.0898574	-30842	-30626.3	-25736.8	1.95622	386.618	385.665	343.019	
0.0948495	-0.0484619	-0.0375061	373.592	2.05403	0.00155535	0.00137271	3.60192	0.0948495	-30842.1	-30625.1	-25736.6	2.05403	325.3	323.15	286.537	
0.0998416	-0.0491943	-0.0351868	373.592	2.15185	0.00132797	0.00119487	3.17285	0.0998416	-30841.9	-30625.4	-25736.5	2.15185	287.153	285.047	252.622	
0.104834	-0.0501099	-0.0337219	373.593	2.24966	0.00131704	0.00123468	3.26438	0.104834	-30842.6	-30624.1	-25736.4	2.24966	295.902	295.119	263.107	
