Scan started at 15:20:34 24/07/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0649414	-0.0545654	372.776	0.195622	0.00258136	0.00248367	12.0425	0	-30740.2	-30824.3	-25737.2	0.195622	1062.97	1051.88	933.377	
0.00499208	-0.0593262	-0.0543823	372.773	0.293434	0.00574358	0.00531718	24.7257	0.00499208	-30802.7	-30824.1	-25687.8	0.293434	2272.06	2264.47	2026.24	
0.00998416	-0.0482585	-0.042806	372.773	0.391245	0.00234636	0.00222547	11.4183	0.00998416	-30900	-30721.5	-25682.3	0.391245	1029.17	1030.08	914.226	
0.0149762	-0.0455017	-0.039856	372.771	0.489056	0.00327825	0.00325952	14.943	0.0149762	-30917.8	-30669.8	-25703.4	0.489056	1365.61	1359.49	1210.72	
0.0199683	-0.0444946	-0.0387573	372.77	0.586867	0.00177779	0.00163423	10.92	0.0199683	-30918.5	-30669.9	-25703.4	0.586867	992.004	987.125	873.218	
0.0249604	-0.0461426	-0.040863	372.77	0.684678	0.00197422	0.00196328	10.7729	0.0249604	-30916.8	-30671	-25703.7	0.684678	976.043	972.345	861.462	
0.0299525	-0.0473023	-0.0404663	372.769	0.782489	0.00198954	0.00183365	10.2906	0.0299525	-30915.4	-30670.4	-25703.3	0.782489	934.329	928.815	824.989	
0.0349446	-0.0463257	-0.0391235	372.775	0.880301	0.00209708	0.00211586	8.4531	0.0349446	-30916.1	-30670.2	-25703.2	0.880301	760.774	757.58	665.398	
0.0399366	-0.047699	-0.0410156	372.774	0.978112	0.00309875	0.00291455	9.51333	0.0399366	-30916.4	-30669.8	-25703.2	0.978112	864.612	858.604	761.583	
0.0449287	-0.0452271	-0.0401306	372.775	1.07592	0.00120925	0.00112985	6.95897	0.0449287	-30916.2	-30669.3	-25703.1	1.07592	622.884	619.792	543.375	
0.0499208	-0.0458679	-0.0441284	372.771	1.17373	0.00267576	0.00263588	8.61189	0.0499208	-30915.7	-30669.8	-25703.3	1.17373	782.355	777.464	688.703	
0.0549129	-0.0476074	-0.0462952	372.763	1.27155	0.0010954	0.0010542	5.91035	0.0549129	-30916.5	-30669.3	-25703.5	1.27155	527.379	524.693	458.983	
