LINE,EAST,NRTH,Bx,By,Bz,Bm
         01,-1000.000000,1000.000000,-4.057575,1.995748,-0.200482,2.867167
         01,-1000.000000,980.000000,-4.192829,1.976790,-0.209331,2.885901
         01,-1000.000000,960.000000,-4.331032,1.952997,-0.218247,2.900989
         01,-1000.000000,940.000000,-4.472032,1.924014,-0.227195,2.912058
         01,-1000.000000,920.000000,-4.615645,1.889473,-0.236134,2.918716
         01,-1000.000000,900.000000,-4.761657,1.848997,-0.245017,2.920554
         01,-1000.000000,880.000000,-4.909815,1.802200,-0.253794,2.917140
         01,-1000.000000,860.000000,-5.059827,1.748687,-0.262406,2.908028
         01,-1000.000000,840.000000,-5.211361,1.688062,-0.270789,2.892753
         01,-1000.000000,820.000000,-5.364039,1.619923,-0.278872,2.870836
         01,-1000.000000,800.000000,-5.517439,1.543872,-0.286576,2.841784
         01,-1000.000000,780.000000,-5.671086,1.459514,-0.293817,2.805097
         01,-1000.000000,760.000000,-5.824455,1.366466,-0.300500,2.760264
         01,-1000.000000,740.000000,-5.976968,1.264356,-0.306525,2.706775
         01,-1000.000000,720.000000,-6.127991,1.152831,-0.311783,2.644117
         01,-1000.000000,700.000000,-6.276834,1.031564,-0.316158,2.571785
         01,-1000.000000,680.000000,-6.422751,0.900258,-0.319525,2.489285
         01,-1000.000000,660.000000,-6.564937,0.758652,-0.321752,2.396141
         01,-1000.000000,640.000000,-6.702534,0.606531,-0.322699,2.291899
         01,-1000.000000,620.000000,-6.834627,0.443731,-0.322222,2.176140
         01,-1000.000000,600.000000,-6.960253,0.270147,-0.320168,2.048481
         01,-1000.000000,580.000000,-7.078398,0.085744,-0.316381,1.908588
         01,-1000.000000,560.000000,-7.188008,-0.109442,-0.310700,1.756185
         01,-1000.000000,540.000000,-7.287988,-0.315287,-0.302961,1.591059
         01,-1000.000000,520.000000,-7.377233,-0.531591,-0.292983,1.413062
         01,-1000.000000,500.000000,-7.454572,-0.758019,-0.280637,1.222169
         01,-1000.000000,480.000000,-7.518868,-0.994166,-0.265745,1.018408
         01,-1000.000000,460.000000,-7.568968,-1.239503,-0.248149,0.801926
         01,-1000.000000,440.000000,-7.603737,-1.493387,-0.227701,0.572978
         01,-1000.000000,420.000000,-7.622064,-1.755053,-0.204261,0.331940
         01,-1000.000000,400.000000,-7.622884,-2.023616,-0.177702,0.079313
         01,-1000.000000,380.000000,-7.605191,-2.298067,-0.147911,-0.184272
         01,-1000.000000,360.000000,-7.568053,-2.577277,-0.114796,-0.458049
         01,-1000.000000,340.000000,-7.510633,-2.860000,-0.078282,-0.741116
         01,-1000.000000,320.000000,-7.432203,-3.144878,-0.038321,-1.032434
         01,-1000.000000,300.000000,-7.332161,-3.430452,0.005109,-1.330834
         01,-1000.000000,280.000000,-7.210052,-3.715168,0.052004,-1.635014
         01,-1000.000000,260.000000,-7.065575,-3.997395,0.102324,-1.943555
         01,-1000.000000,240.000000,-6.898603,-4.275440,0.156001,-2.254925
         01,-1000.000000,220.000000,-6.709192,-4.547560,0.212928,-2.567494
         01,-1000.000000,200.000000,-6.497594,-4.811992,0.272966,-2.879552
         01,-1000.000000,180.000000,-6.264256,-5.066963,0.335938,-3.189321
         01,-1000.000000,160.000000,-6.009832,-5.310723,0.401633,-3.494979
         01,-1000.000000,140.000000,-5.735178,-5.541560,0.469803,-3.794679
         01,-1000.000000,120.000000,-5.441351,-5.757828,0.540168,-4.086575
         01,-1000.000000,100.000000,-5.129603,-5.957974,0.612417,-4.368844
         01,-1000.000000,80.000000,-4.801366,-6.140553,0.686211,-4.639709
         01,-1000.000000,60.000000,-4.458245,-6.304255,0.761184,-4.897466
         01,-1000.000000,40.000000,-4.101995,-6.447925,0.836951,-5.140506
         01,-1000.000000,20.000000,-3.734506,-6.570579,0.913110,-5.367337
         01,-1000.000000,-0.000000,-3.357773,-6.671418,0.989246,-5.576607
         01,-1000.000000,-20.000000,-2.973880,-6.749842,1.064939,-5.767119
         01,-1000.000000,-40.000000,-2.584967,-6.805456,1.139768,-5.937850
         01,-1000.000000,-60.000000,-2.193204,-6.838077,1.213315,-6.087961
         01,-1000.000000,-80.000000,-1.800768,-6.847731,1.285171,-6.216807
         01,-1000.000000,-100.000000,-1.409806,-6.834654,1.354944,-6.323943
         01,-1000.000000,-120.000000,-1.022419,-6.799282,1.422260,-6.409127
         01,-1000.000000,-140.000000,-0.640628,-6.742245,1.486768,-6.472319
         01,-1000.000000,-160.000000,-0.266359,-6.664350,1.548148,-6.513673
         01,-1000.000000,-180.000000,0.098586,-6.566569,1.606107,-6.533532
         01,-1000.000000,-200.000000,0.452542,-6.450017,1.660390,-6.532417
         01,-1000.000000,-220.000000,0.793995,-6.315936,1.710777,-6.511011
         01,-1000.000000,-240.000000,1.121597,-6.165673,1.757084,-6.470148
         01,-1000.000000,-260.000000,1.434173,-6.000659,1.799168,-6.410791
         01,-1000.000000,-280.000000,1.730728,-5.822384,1.836924,-6.334016
         01,-1000.000000,-300.000000,2.010443,-5.632383,1.870283,-6.240992
         01,-1000.000000,-320.000000,2.272682,-5.432204,1.899216,-6.132963
         01,-1000.000000,-340.000000,2.516983,-5.223401,1.923727,-6.011226
         01,-1000.000000,-360.000000,2.743052,-5.007505,1.943854,-5.877115
         01,-1000.000000,-380.000000,2.950757,-4.786015,1.959668,-5.731982
         01,-1000.000000,-400.000000,3.140116,-4.560378,1.971264,-5.577180
         01,-1000.000000,-420.000000,3.311287,-4.331980,1.978767,-5.414046
         01,-1000.000000,-440.000000,3.464554,-4.102132,1.982320,-5.243890
         01,-1000.000000,-460.000000,3.600312,-3.872066,1.982089,-5.067984
         01,-1000.000000,-480.000000,3.719057,-3.642923,1.978253,-4.887545
         01,-1000.000000,-500.000000,3.821371,-3.415752,1.971007,-4.703734
         01,-1000.000000,-520.000000,3.907906,-3.191507,1.960552,-4.517644
         01,-1000.000000,-540.000000,3.979386,-2.971032,1.947081,-4.330284
         01,-1000.000000,-560.000000,4.036543,-2.755108,1.930846,-4.142628
         01,-1000.000000,-580.000000,4.080179,-2.544388,1.912045,-3.955531
         01,-1000.000000,-600.000000,4.111109,-2.339443,1.890895,-3.769783
         01,-1000.000000,-620.000000,4.130160,-2.140754,1.867611,-3.586097
         01,-1000.000000,-640.000000,4.138161,-1.948720,1.842404,-3.405107
         01,-1000.000000,-660.000000,4.135937,-1.763657,1.815479,-3.227373
         01,-1000.000000,-680.000000,4.124304,-1.585808,1.787036,-3.053380
         01,-1000.000000,-700.000000,4.104057,-1.415349,1.757265,-2.883548
         01,-1000.000000,-720.000000,4.075970,-1.252391,1.726350,-2.718227
         01,-1000.000000,-740.000000,4.040790,-1.096989,1.694464,-2.557709
         01,-1000.000000,-760.000000,3.999234,-0.949147,1.661771,-2.402228
         01,-1000.000000,-780.000000,3.951984,-0.808822,1.628426,-2.251963
         01,-1000.000000,-800.000000,3.899690,-0.675933,1.594572,-2.107048
         01,-1000.000000,-820.000000,3.842964,-0.550363,1.560344,-1.967571
         01,-1000.000000,-840.000000,3.782383,-0.431965,1.525866,-1.833582
         01,-1000.000000,-860.000000,3.718484,-0.320568,1.491252,-1.705095
         01,-1000.000000,-880.000000,3.651770,-0.215979,1.456605,-1.582092
         01,-1000.000000,-900.000000,3.582706,-0.117988,1.422022,-1.464529
         01,-1000.000000,-920.000000,3.511723,-0.026370,1.387589,-1.352336
         01,-1000.000000,-940.000000,3.439217,0.059107,1.353383,-1.245424
         01,-1000.000000,-960.000000,3.365549,0.138685,1.319474,-1.143687
         01,-1000.000000,-980.000000,3.291051,0.212609,1.285925,-1.047002
         01,-1000.000000,-1000.000000,3.216024,0.281128,1.252788,-0.955235
         02,-900.000000,1000.000000,-4.593591,2.763046,-0.323732,3.736198
         02,-900.000000,980.000000,-4.770850,2.765077,-0.340141,3.786794
         02,-900.000000,960.000000,-4.953644,2.761784,-0.356999,3.834058
         02,-900.000000,940.000000,-5.141913,2.752647,-0.374275,3.877496
         02,-900.000000,920.000000,-5.335559,2.737117,-0.391930,3.916571
         02,-900.000000,900.000000,-5.534440,2.714617,-0.409920,3.950710
         02,-900.000000,880.000000,-5.738370,2.684539,-0.428189,3.979297
         02,-900.000000,860.000000,-5.947105,2.646249,-0.446674,4.001676
         02,-900.000000,840.000000,-6.160346,2.599089,-0.465299,4.017151
         02,-900.000000,820.000000,-6.377729,2.542376,-0.483976,4.024984
         02,-900.000000,800.000000,-6.598817,2.475410,-0.502605,4.024399
         02,-900.000000,780.000000,-6.823100,2.397474,-0.521074,4.014582
         02,-900.000000,760.000000,-7.049982,2.307842,-0.539253,3.994686
         02,-900.000000,740.000000,-7.278780,2.205783,-0.556999,3.963833
         02,-900.000000,720.000000,-7.508717,2.090570,-0.574151,3.921117
         02,-900.000000,700.000000,-7.738914,1.961485,-0.590532,3.865615
         02,-900.000000,680.000000,-7.968404,1.817823,-0.605929,3.796374
         02,-900.000000,660.000000,-8.196068,1.658940,-0.620164,3.712482
         02,-900.000000,640.000000,-8.420718,1.484205,-0.632987,3.612988
         02,-900.000000,620.000000,-8.641037,1.293052,-0.644149,3.496973
         02,-900.000000,600.000000,-8.855596,1.084987,-0.653382,3.363550
         02,-900.000000,580.000000,-9.062852,0.859602,-0.660400,3.211875
         02,-900.000000,560.000000,-9.261156,0.616591,-0.664904,3.041164
         02,-900.000000,540.000000,-9.448753,0.355767,-0.666578,2.850714
         02,-900.000000,520.000000,-9.623794,0.077080,-0.665096,2.639918
         02,-900.000000,500.000000,-9.784350,-0.219363,-0.660120,2.408285
         02,-900.000000,480.000000,-9.928418,-0.533285,-0.651309,2.155463
         02,-900.000000,460.000000,-10.053948,-0.864221,-0.638318,1.881257
         02,-900.000000,440.000000,-10.158857,-1.211499,-0.620806,1.585651
         02,-900.000000,420.000000,-10.241056,-1.574229,-0.598438,1.268829
         02,-900.000000,400.000000,-10.298478,-1.951293,-0.570893,0.931194
         02,-900.000000,380.000000,-10.329105,-2.341331,-0.537870,0.573381
         02,-900.000000,360.000000,-10.331004,-2.742743,-0.499093,0.196280
         02,-900.000000,340.000000,-10.302361,-3.153681,-0.454319,-0.198958
         02,-900.000000,320.000000,-10.241519,-3.572060,-0.403348,-0.610915
         02,-900.000000,300.000000,-10.147014,-3.995562,-0.346023,-1.037895
         02,-900.000000,280.000000,-10.017610,-4.421651,-0.282244,-1.477934
         02,-900.000000,260.000000,-9.852342,-4.847597,-0.211971,-1.928803
         02,-900.000000,240.000000,-9.650545,-5.270499,-0.135231,-2.388023
         02,-900.000000,220.000000,-9.411887,-5.687321,-0.052121,-2.852883
         02,-900.000000,200.000000,-9.136394,-6.094925,0.037183,-3.320470
         02,-900.000000,180.000000,-8.824477,-6.490116,0.132430,-3.787698
         02,-900.000000,160.000000,-8.476938,-6.869688,0.233287,-4.251346
