LINE,EAST,NRTH,res_TMI
16,32,-57.78,-6.42
16,32,-57.58,-5.39
16,32,-57.38,-4.38
16,32,-57.18,-3.41
16,32,-56.98,-2.46
16,32,-56.78,-1.33
16,32,-56.58,-0.09
16,32,-56.38,1.12
16,32,-56.18,2.31
16,32,-55.98,3.08
16,32,-55.78,3.57
16,32,-55.58,3.80
16,32,-55.38,3.85
16,32,-55.18,3.80
16,32,-54.98,3.68
16,32,-54.78,3.58
16,32,-54.58,3.48
16,32,-54.38,3.45
16,32,-54.18,3.47
16,32,-53.98,3.49
16,32,-53.78,3.50
16,32,-53.58,3.41
16,32,-53.38,3.25
16,32,-53.18,3.00
16,32,-52.98,2.69
16,32,-52.78,2.35
16,32,-52.58,1.98
16,32,-52.38,1.64
16,32,-52.18,1.31
16,32,-51.98,1.00
16,32,-51.78,0.71
16,32,-51.58,0.44
16,32,-51.38,0.18
16,32,-51.18,0.07
16,32,-50.98,0.05
16,32,-50.78,0.08
16,32,-50.58,0.14
16,32,-50.38,0.14
16,32,-50.18,0.09
16,32,-49.98,-0.05
16,32,-49.78,-0.24
16,32,-49.58,-0.54
16,32,-49.38,-0.90
16,32,-49.18,-1.26
16,32,-48.98,-1.63
16,32,-48.78,-2.00
16,32,-48.58,-2.39
16,32,-48.38,-2.76
16,32,-48.18,-3.13
16,32,-47.98,-3.36
16,32,-47.78,-3.49
16,32,-47.58,-3.50
16,32,-47.38,-3.43
16,32,-47.18,-3.32
16,32,-46.98,-3.19
16,32,-46.78,-3.07
16,32,-46.58,-2.96
16,32,-46.38,-2.85
16,32,-46.18,-2.75
16,32,-45.98,-2.67
16,32,-45.78,-2.61
16,32,-45.58,-2.73
16,32,-45.38,-2.97
16,32,-45.18,-3.26
16,32,-44.98,-3.60
16,32,-44.78,-3.82
16,32,-44.58,-3.97
16,32,-44.38,-4.13
16,32,-44.18,-4.29
16,32,-43.98,-4.45
16,32,-43.78,-4.61
16,32,-43.58,-4.77
16,32,-43.38,-4.93
16,32,-43.18,-4.91
16,32,-42.98,-4.76
16,32,-42.78,-4.62
16,32,-42.58,-4.47
16,32,-42.38,-4.65
16,32,-42.18,-5.04
16,32,-41.98,-5.44
16,32,-41.78,-5.84
16,32,-41.58,-6.14
16,32,-41.38,-6.35
16,32,-41.18,-6.54
16,32,-40.98,-6.70
16,32,-40.78,-6.74
16,32,-40.58,-6.72
16,32,-40.38,-6.68
16,32,-40.18,-6.64
16,32,-39.98,-6.72
16,32,-39.78,-6.87
16,32,-39.58,-7.09
16,32,-39.38,-7.37
16,32,-39.18,-7.87
16,32,-38.98,-8.51
16,32,-38.78,-9.17
16,32,-38.58,-9.84
16,32,-38.38,-10.28
16,32,-38.18,-10.56
16,32,-37.98,-10.64
16,32,-37.78,-10.60
16,32,-37.58,-10.27
16,32,-37.38,-9.77
16,32,-37.18,-9.21
16,32,-36.98,-8.61
16,32,-36.78,-8.19
16,32,-36.58,-7.89
16,32,-36.38,-7.80
16,32,-36.18,-7.85
16,32,-35.98,-8.13
16,32,-35.78,-8.57
16,32,-35.58,-9.01
16,32,-35.38,-9.45
16,32,-35.18,-9.88
16,32,-34.98,-10.30
16,32,-34.78,-10.72
16,32,-34.58,-11.14
16,32,-34.38,-11.38
16,32,-34.18,-11.51
16,32,-33.98,-11.49
16,32,-33.78,-11.39
16,32,-33.58,-11.25
16,32,-33.38,-11.07
16,32,-33.18,-10.95
16,32,-32.98,-10.88
16,32,-32.78,-10.92
16,32,-32.58,-11.04
16,32,-32.38,-11.17
16,32,-32.18,-11.32
16,32,-31.98,-11.46
16,32,-31.78,-11.61
16,32,-31.58,-11.75
16,32,-31.38,-11.89
16,32,-31.18,-12.03
16,32,-30.98,-12.17
16,32,-30.78,-12.26
16,32,-30.58,-12.31
16,32,-30.38,-12.27
16,32,-30.18,-12.17
17,34,-89.58,-3.90
17,34,-89.38,-4.19
17,34,-89.18,-4.49
17,34,-88.98,-4.80
17,34,-88.78,-5.12
17,34,-88.58,-5.46
17,34,-88.38,-5.78
17,34,-88.18,-6.09
17,34,-87.98,-6.32
17,34,-87.78,-6.49
17,34,-87.58,-6.63
17,34,-87.38,-6.74
17,34,-87.18,-6.95
17,34,-86.98,-7.24
17,34,-86.78,-7.55
17,34,-86.58,-7.88
17,34,-86.38,-7.83
17,34,-86.18,-7.52
17,34,-85.98,-7.22
17,34,-85.78,-6.91
17,34,-85.58,-7.05
17,34,-85.38,-7.50
17,34,-85.18,-7.95
17,34,-84.98,-8.40
17,34,-84.78,-8.65
17,34,-84.58,-8.77
17,34,-84.38,-8.97
17,34,-84.18,-9.23
17,34,-83.98,-9.65
17,34,-83.78,-10.19
17,34,-83.58,-10.75
17,34,-83.38,-11.31
17,34,-83.18,-11.89
17,34,-82.98,-12.48
17,34,-82.78,-13.08
17,34,-82.58,-13.68
17,34,-82.38,-14.12
17,34,-82.18,-14.47
17,34,-81.98,-14.67
17,34,-81.78,-14.78
17,34,-81.58,-14.56
17,34,-81.38,-14.12
17,34,-81.18,-13.83
17,34,-80.98,-13.64
17,34,-80.78,-14.00
17,34,-80.58,-14.73
17,34,-80.38,-15.50
17,34,-80.18,-16.28
17,34,-79.98,-17.01
17,34,-79.78,-17.71
17,34,-79.58,-18.40
17,34,-79.38,-19.07
17,34,-79.18,-19.35
17,34,-78.98,-19.36
17,34,-78.78,-19.39
17,34,-78.58,-19.43
17,34,-78.38,-19.98
17,34,-78.18,-20.85
17,34,-77.98,-21.71
17,34,-77.78,-22.56
17,34,-77.58,-23.32
17,34,-77.38,-24.02
17,34,-77.18,-24.73
17,34,-76.98,-25.43
17,34,-76.78,-26.12
17,34,-76.58,-26.80
17,34,-76.38,-27.42
17,34,-76.18,-27.99
17,34,-75.98,-28.30
17,34,-75.78,-28.43
17,34,-75.58,-28.48
17,34,-75.38,-28.48
17,34,-75.18,-28.63
17,34,-74.98,-28.89
17,34,-74.78,-29.19
17,34,-74.58,-29.53
17,34,-74.38,-30.03
17,34,-74.18,-30.65
17,34,-73.98,-31.30
17,34,-73.78,-31.97
17,34,-73.58,-32.43
17,34,-73.38,-32.76
17,34,-73.18,-33.13
17,34,-72.98,-33.54
17,34,-72.78,-34.11
17,34,-72.58,-34.80
17,34,-72.38,-35.49
17,34,-72.18,-36.16
17,34,-71.98,-36.82
17,34,-71.78,-37.45
17,34,-71.58,-38.06
17,34,-71.38,-38.65
17,34,-71.18,-39.17
17,34,-70.98,-39.65
17,34,-70.78,-40.03
17,34,-70.58,-40.33
17,34,-70.38,-40.56
17,34,-70.18,-40.73
17,34,-69.98,-40.90
17,34,-69.78,-41.07
17,34,-69.58,-41.18
17,34,-69.38,-41.26
17,34,-69.18,-41.39
17,34,-68.98,-41.55
17,34,-68.78,-42.00
17,34,-68.58,-42.64
17,34,-68.38,-43.37
17,34,-68.18,-44.16
17,34,-67.98,-44.88
17,34,-67.78,-45.57
17,34,-67.58,-46.24
17,34,-67.38,-46.89
17,34,-67.18,-46.88
17,34,-66.98,-46.43
17,34,-66.78,-45.82
17,34,-66.58,-45.10
17,34,-66.38,-44.82
17,34,-66.18,-44.83
17,34,-65.98,-44.84
17,34,-65.78,-44.85
17,34,-65.58,-44.91
17,34,-65.38,-45.00
17,34,-65.18,-45.08
17,34,-64.98,-45.15
17,34,-64.78,-45.18
17,34,-64.58,-45.18
17,34,-64.38,-45.12
17,34,-64.18,-45.00
17,34,-63.98,-44.59
17,34,-63.78,-43.99
17,34,-63.58,-43.34
17,34,-63.38,-42.67
17,34,-63.18,-42.18
17,34,-62.98,-41.82
17,34,-62.78,-41.45
17,34,-62.58,-41.07
17,34,-62.38,-40.75
17,34,-62.18,-40.46
17,34,-61.98,-40.18
17,34,-61.78,-39.91
17,34,-61.58,-39.47
17,34,-61.38,-38.94
17,34,-61.18,-38.31
17,34,-60.98,-37.63
17,34,-60.78,-36.86
17,34,-60.58,-36.04
17,34,-60.38,-35.24
17,34,-60.18,-34.46
17,34,-59.98,-33.98
17,34,-59.78,-33.70
17,34,-59.58,-33.46
17,34,-59.38,-33.25
17,34,-59.18,-32.91
17,34,-58.98,-32.48
17,34,-58.78,-32.02
17,34,-58.58,-31.55
17,34,-58.38,-30.91
17,34,-58.18,-30.16
17,34,-57.98,-29.35
17,34,-57.78,-28.50
17,34,-57.58,-27.88
17,34,-57.38,-27.40
17,34,-57.18,-26.92
17,34,-56.98,-26.42
17,34,-56.78,-25.66
17,34,-56.58,-24.72
17,34,-56.38,-23.85
17,34,-56.18,-23.02
17,34,-55.98,-22.37
17,34,-55.78,-21.86
17,34,-55.58,-21.35
17,34,-55.38,-20.85
17,34,-55.18,-20.31
17,34,-54.98,-19.75
17,34,-54.78,-19.18
17,34,-54.58,-18.61
17,34,-54.38,-18.14
17,34,-54.18,-17.75
17,34,-53.98,-17.39
17,34,-53.78,-17.05
17,34,-53.58,-16.60
17,34,-53.38,-16.07
17,34,-53.18,-15.56
17,34,-52.98,-15.06
17,34,-52.78,-14.73
17,34,-52.58,-14.51
17,34,-52.38,-14.31
17,34,-52.18,-14.13
17,34,-51.98,-13.80
17,34,-51.78,-13.39
17,34,-51.58,-12.97
17,34,-51.38,-12.53
17,34,-51.18,-12.29
17,34,-50.98,-12.18
17,34,-50.78,-12.07
17,34,-50.58,-11.96
17,34,-50.38,-11.63
17,34,-50.18,-11.15
17,34,-49.98,-10.68
17,34,-49.78,-10.21
17,34,-49.58,-9.96
17,34,-49.38,-9.84
17,34,-49.18,-9.72
17,34,-48.98,-9.61
17,34,-48.78,-9.38
17,34,-48.58,-9.07
17,34,-48.38,-8.77
17,34,-48.18,-8.49
17,34,-47.98,-8.23
17,34,-47.78,-7.98
17,34,-47.58,-7.72
17,34,-47.38,-7.45
17,34,-47.18,-7.27
17,34,-46.98,-7.16
17,34,-46.78,-7.09
17,34,-46.58,-7.04
17,34,-46.38,-6.70
17,34,-46.18,-6.15
17,34,-45.98,-5.66
17,34,-45.78,-5.21
17,34,-45.58,-5.10
17,34,-45.38,-5.23
17,34,-45.18,-5.41
17,34,-44.98,-5.63
17,34,-44.78,-5.97
17,34,-44.58,-6.39
17,34,-44.38,-6.69
17,34,-44.18,-6.91
17,34,-43.98,-6.84
17,34,-43.78,-6.58
17,34,-43.58,-6.32
17,34,-43.38,-6.04
17,34,-43.18,-5.82
17,34,-42.98,-5.62
17,34,-42.78,-5.47
17,34,-42.58,-5.36
17,34,-42.38,-5.39
17,34,-42.18,-5.51
17,34,-41.98,-5.67
17,34,-41.78,-5.84
17,34,-41.58,-5.92
17,34,-41.38,-5.95
17,34,-41.18,-5.96
17,34,-40.98,-5.97
17,34,-40.78,-5.97
17,34,-40.58,-5.97
17,34,-40.38,-5.97
17,34,-40.18,-5.97
17,34,-39.98,-6.12
17,34,-39.78,-6.37
17,34,-39.58,-6.67
17,34,-39.38,-7.00
17,34,-39.18,-7.17
17,34,-38.98,-7.23
17,34,-38.78,-7.26
17,34,-38.58,-7.27
17,34,-38.38,-7.45
17,34,-38.18,-7.75
17,34,-37.98,-7.98
17,34,-37.78,-8.17
17,34,-37.58,-7.94
17,34,-37.38,-7.45
17,34,-37.18,-6.86
17,34,-36.98,-6.20
17,34,-36.78,-5.70
17,34,-36.58,-5.28
17,34,-36.38,-5.04
17,34,-36.18,-4.91
17,34,-35.98,-5.18
17,34,-35.78,-5.72
17,34,-35.58,-6.34
17,34,-35.38,-7.01
17,34,-35.18,-7.52
17,34,-34.98,-7.92
17,34,-34.78,-8.23
17,34,-34.58,-8.48
17,34,-34.38,-8.46
17,34,-34.18,-8.24
17,34,-33.98,-8.02
17,34,-33.78,-7.78
17,34,-33.58,-7.71
17,34,-33.38,-7.74
17,34,-33.18,-7.79
17,34,-32.98,-7.85
17,34,-32.78,-7.95
17,34,-32.58,-8.09
17,34,-32.38,-8.22
17,34,-32.18,-8.35
17,34,-31.98,-8.38
17,34,-31.78,-8.34
17,34,-31.58,-8.29
17,34,-31.38,-8.23
17,34,-31.18,-8.29
17,34,-30.98,-8.41
17,34,-30.78,-8.55
17,34,-30.58,-8.70
17,34,-30.38,-8.77
17,34,-30.18,-8.81
18,36,-89.58,-3.16
18,36,-89.38,-3.49
18,36,-89.18,-3.84
18,36,-88.98,-4.20
18,36,-88.78,-4.64
18,36,-88.58,-5.13
18,36,-88.38,-5.57
18,36,-88.18,-5.97
18,36,-87.98,-6.18
18,36,-87.78,-6.28
18,36,-87.58,-6.35
18,36,-87.38,-6.42
18,36,-87.18,-6.55
18,36,-86.98,-6.71
18,36,-86.78,-6.86
18,36,-86.58,-7.00
18,36,-86.38,-7.06
18,36,-86.18,-7.05
18,36,-85.98,-7.03
18,36,-85.78,-7.00
18,36,-85.58,-7.06
18,36,-85.38,-7.18
18,36,-85.18,-7.37
18,36,-84.98,-7.60
18,36,-84.78,-7.87
18,36,-84.58,-8.17
18,36,-84.38,-8.53
18,36,-84.18,-8.93
18,36,-83.98,-9.40
18,36,-83.78,-9.91
18,36,-83.58,-10.40
18,36,-83.38,-10.88
18,36,-83.18,-11.34
18,36,-82.98,-11.78
18,36,-82.78,-12.20
18,36,-82.58,-12.60
18,36,-82.38,-12.97
18,36,-82.18,-13.31
18,36,-81.98,-13.61
18,36,-81.78,-13.88
18,36,-81.58,-13.68
18,36,-81.38,-13.15
18,36,-81.18,-12.72
18,36,-80.98,-12.37
18,36,-80.78,-12.69
18,36,-80.58,-13.47
18,36,-80.38,-14.28
18,36,-80.18,-15.10
18,36,-79.98,-15.83
18,36,-79.78,-16.49
18,36,-79.58,-17.10
18,36,-79.38,-17.67
18,36,-79.18,-17.95
18,36,-78.98,-18.04
18,36,-78.78,-18.13
18,36,-78.58,-18.20
18,36,-78.38,-18.50
18,36,-78.18,-18.95
18,36,-77.98,-19.45
18,36,-77.78,-20.00
18,36,-77.58,-20.61
18,36,-77.38,-21.28
18,36,-77.18,-21.92
18,36,-76.98,-22.54
18,36,-76.78,-23.07
18,36,-76.58,-23.53
18,36,-76.38,-23.95
18,36,-76.18,-24.35
18,36,-75.98,-24.75
18,36,-75.78,-25.15
18,36,-75.58,-25.54
18,36,-75.38,-25.91
18,36,-75.18,-25.96
18,36,-74.98,-25.79
18,36,-74.78,-25.65
18,36,-74.58,-25.54
18,36,-74.38,-25.86
18,36,-74.18,-26.47
18,36,-73.98,-27.10
18,36,-73.78,-27.74
18,36,-73.58,-28.15
18,36,-73.38,-28.42
18,36,-73.18,-28.69
18,36,-72.98,-28.98
18,36,-72.78,-29.59
18,36,-72.58,-30.43
18,36,-72.38,-31.30
18,36,-72.18,-32.19
18,36,-71.98,-32.89
18,36,-71.78,-33.46
18,36,-71.58,-33.92
18,36,-71.38,-34.30
18,36,-71.18,-34.55
18,36,-70.98,-34.72
18,36,-70.78,-34.84
18,36,-70.58,-34.94
18,36,-70.38,-34.99
18,36,-70.18,-35.02
18,36,-69.98,-35.06
18,36,-69.78,-35.11
18,36,-69.58,-35.35
18,36,-69.38,-35.72
18,36,-69.18,-36.13
18,36,-68.98,-36.56
18,36,-68.78,-36.86
18,36,-68.58,-37.06
18,36,-68.38,-37.28
18,36,-68.18,-37.52
18,36,-67.98,-37.86
18,36,-67.78,-38.27
18,36,-67.58,-38.61
18,36,-67.38,-38.92
18,36,-67.18,-39.10
18,36,-66.98,-39.19
18,36,-66.78,-39.24
18,36,-66.58,-39.28
18,36,-66.38,-39.32
18,36,-66.18,-39.35
18,36,-65.98,-39.40
18,36,-65.78,-39.46
18,36,-65.58,-39.68
18,36,-65.38,-40.00
18,36,-65.18,-40.27
18,36,-64.98,-40.49
18,36,-64.78,-40.48
18,36,-64.58,-40.30
18,36,-64.38,-40.12
18,36,-64.18,-39.94
18,36,-63.98,-39.79
18,36,-63.78,-39.66
18,36,-63.58,-39.53
18,36,-63.38,-39.40
18,36,-63.18,-39.30
18,36,-62.98,-39.22
18,36,-62.78,-39.14
18,36,-62.58,-39.05
18,36,-62.38,-38.86
18,36,-62.18,-38.59
18,36,-61.98,-38.30
18,36,-61.78,-37.99
18,36,-61.58,-37.84
18,36,-61.38,-37.80
18,36,-61.18,-37.74
18,36,-60.98,-37.68
18,36,-60.78,-37.51
18,36,-60.58,-37.27
18,36,-60.38,-37.04
18,36,-60.18,-36.82
18,36,-59.98,-36.60
18,36,-59.78,-36.38
18,36,-59.58,-36.16
18,36,-59.38,-35.96
18,36,-59.18,-35.82
18,36,-58.98,-35.73
18,36,-58.78,-35.67
18,36,-58.58,-35.63
18,36,-58.38,-35.50
18,36,-58.18,-35.31
18,36,-57.98,-35.06
18,36,-57.78,-34.76
18,36,-57.58,-34.02
18,36,-57.38,-32.98
18,36,-57.18,-31.88
18,36,-56.98,-30.72
18,36,-56.78,-29.93
18,36,-56.58,-29.39
18,36,-56.38,-28.95
18,36,-56.18,-28.58
18,36,-55.98,-28.39
18,36,-55.78,-28.31
18,36,-55.58,-28.14
18,36,-55.38,-27.92
18,36,-55.18,-27.51
18,36,-54.98,-26.98
18,36,-54.78,-26.43
18,36,-54.58,-25.85
18,36,-54.38,-25.21
18,36,-54.18,-24.54
18,36,-53.98,-23.90
18,36,-53.78,-23.30
18,36,-53.58,-22.85
18,36,-53.38,-22.51
18,36,-53.18,-22.20
18,36,-52.98,-21.90
18,36,-52.78,-21.56
18,36,-52.58,-21.20
18,36,-52.38,-20.84
18,36,-52.18,-20.49
18,36,-51.98,-20.27
18,36,-51.78,-20.14
18,36,-51.58,-20.03
18,36,-51.38,-19.93
18,36,-51.18,-19.72
18,36,-50.98,-19.45
18,36,-50.78,-19.14
18,36,-50.58,-18.81
18,36,-50.38,-18.44
18,36,-50.18,-18.05
18,36,-49.98,-17.66
18,36,-49.78,-17.28
18,36,-49.58,-16.84
18,36,-49.38,-16.35
18,36,-49.18,-15.86
18,36,-48.98,-15.37
18,36,-48.78,-15.21
18,36,-48.58,-15.28
18,36,-48.38,-15.43
18,36,-48.18,-15.64
18,36,-47.98,-15.65
18,36,-47.78,-15.53
18,36,-47.58,-15.35
18,36,-47.38,-15.13
18,36,-47.18,-14.70
18,36,-46.98,-14.13
18,36,-46.78,-13.57
18,36,-46.58,-13.02
18,36,-46.38,-12.69
18,36,-46.18,-12.51
18,36,-45.98,-12.44
18,36,-45.78,-12.45
18,36,-45.58,-12.58
18,36,-45.38,-12.78
18,36,-45.18,-13.01
18,36,-44.98,-13.25
18,36,-44.78,-13.45
18,36,-44.58,-13.63
18,36,-44.38,-13.68
18,36,-44.18,-13.67
18,36,-43.98,-13.40
18,36,-43.78,-12.97
18,36,-43.58,-12.49
18,36,-43.38,-11.98
18,36,-43.18,-11.57
18,36,-42.98,-11.24
18,36,-42.78,-11.00
18,36,-42.58,-10.82
18,36,-42.38,-10.89
18,36,-42.18,-11.11
18,36,-41.98,-11.33
18,36,-41.78,-11.56
18,36,-41.58,-11.62
18,36,-41.38,-11.57
18,36,-41.18,-11.49
18,36,-40.98,-11.41
18,36,-40.78,-11.22
18,36,-40.58,-10.97
18,36,-40.38,-10.76
18,36,-40.18,-10.57
18,36,-39.98,-10.65
18,36,-39.78,-10.91
18,36,-39.58,-11.20
18,36,-39.38,-11.51
18,36,-39.18,-11.68
18,36,-38.98,-11.78
18,36,-38.78,-11.87
18,36,-38.58,-11.96
18,36,-38.38,-12.16
18,36,-38.18,-12.45
18,36,-37.98,-12.66
18,36,-37.78,-12.82
18,36,-37.58,-12.57
18,36,-37.38,-12.03
18,36,-37.18,-11.37
18,36,-36.98,-10.62
18,36,-36.78,-9.94
18,36,-36.58,-9.31
18,36,-36.38,-8.86
18,36,-36.18,-8.54
18,36,-35.98,-8.58
18,36,-35.78,-8.88
18,36,-35.58,-9.30
18,36,-35.38,-9.80
18,36,-35.18,-10.32
18,36,-34.98,-10.85
18,36,-34.78,-11.36
18,36,-34.58,-11.85
18,36,-34.38,-12.19
18,36,-34.18,-12.43
18,36,-33.98,-12.54
18,36,-33.78,-12.56
18,36,-33.58,-12.54
18,36,-33.38,-12.50
18,36,-33.18,-12.44
18,36,-32.98,-12.37
18,36,-32.78,-12.30
18,36,-32.58,-12.22
18,36,-32.38,-12.14
18,36,-32.18,-12.07
18,36,-31.98,-12.02
18,36,-31.78,-11.98
18,36,-31.58,-11.93
18,36,-31.38,-11.87
18,36,-31.18,-11.71
18,36,-30.98,-11.48
18,36,-30.78,-11.21
18,36,-30.58,-10.90
18,36,-30.38,-10.62
18,36,-30.18,-10.35
19,38,-89.58,-6.94
19,38,-89.38,-7.42
19,38,-89.18,-7.96
19,38,-88.98,-8.53
19,38,-88.78,-8.86
19,38,-88.58,-9.02
19,38,-88.38,-9.18
19,38,-88.18,-9.35
19,38,-87.98,-9.55
19,38,-87.78,-9.76
19,38,-87.58,-9.98
19,38,-87.38,-10.19
19,38,-87.18,-10.53
19,38,-86.98,-10.96
19,38,-86.78,-11.39
19,38,-86.58,-11.83
19,38,-86.38,-11.91
19,38,-86.18,-11.76
19,38,-85.98,-11.57
19,38,-85.78,-11.36
19,38,-85.58,-11.37
19,38,-85.38,-11.52
19,38,-85.18,-11.79
19,38,-84.98,-12.12
19,38,-84.78,-12.65
19,38,-84.58,-13.31
19,38,-84.38,-13.97
19,38,-84.18,-14.63
19,38,-83.98,-15.13
19,38,-83.78,-15.52
19,38,-83.58,-15.85
19,38,-83.38,-16.12
19,38,-83.18,-16.31
19,38,-82.98,-16.43
19,38,-82.78,-16.55
19,38,-82.58,-16.67
19,38,-82.38,-16.86
19,38,-82.18,-17.10
19,38,-81.98,-17.33
19,38,-81.78,-17.56
19,38,-81.58,-17.63
19,38,-81.38,-17.60
19,38,-81.18,-17.60
19,38,-80.98,-17.61
19,38,-80.78,-17.80
19,38,-80.58,-18.11
19,38,-80.38,-18.47
19,38,-80.18,-18.86
19,38,-79.98,-19.30
19,38,-79.78,-19.76
19,38,-79.58,-20.22
19,38,-79.38,-20.68
19,38,-79.18,-20.95
19,38,-78.98,-21.11
19,38,-78.78,-21.28
19,38,-78.58,-21.47
19,38,-78.38,-21.84
19,38,-78.18,-22.33
19,38,-77.98,-22.85
19,38,-77.78,-23.38
19,38,-77.58,-23.93
19,38,-77.38,-24.50
19,38,-77.18,-25.07
19,38,-76.98,-25.64
19,38,-76.78,-26.25
19,38,-76.58,-26.87
19,38,-76.38,-27.35
19,38,-76.18,-27.72
19,38,-75.98,-27.85
19,38,-75.78,-27.81
19,38,-75.58,-27.75
19,38,-75.38,-27.65
19,38,-75.18,-27.56
19,38,-74.98,-27.47
19,38,-74.78,-27.33
19,38,-74.58,-27.17
19,38,-74.38,-27.72
19,38,-74.18,-28.74
19,38,-73.98,-29.85
19,38,-73.78,-31.02
19,38,-73.58,-31.59
19,38,-73.38,-31.76
19,38,-73.18,-31.96
19,38,-72.98,-32.20
19,38,-72.78,-32.44
19,38,-72.58,-32.69
19,38,-72.38,-32.92
19,38,-72.18,-33.15
19,38,-71.98,-33.65
19,38,-71.78,-34.35
19,38,-71.58,-35.14
19,38,-71.38,-35.99
19,38,-71.18,-36.60
19,38,-70.98,-37.06
19,38,-70.78,-37.36
19,38,-70.58,-37.57
19,38,-70.38,-37.50
19,38,-70.18,-37.25
19,38,-69.98,-36.99
19,38,-69.78,-36.72
19,38,-69.58,-36.58
19,38,-69.38,-36.54
19,38,-69.18,-36.64
19,38,-68.98,-36.84
19,38,-68.78,-37.21
19,38,-68.58,-37.70
19,38,-68.38,-38.21
19,38,-68.18,-38.74
19,38,-67.98,-39.35
19,38,-67.78,-40.03
19,38,-67.58,-40.61
19,38,-67.38,-41.13
19,38,-67.18,-41.36
19,38,-66.98,-41.42
19,38,-66.78,-41.40
19,38,-66.58,-41.34
19,38,-66.38,-41.30
19,38,-66.18,-41.26
19,38,-65.98,-41.21
19,38,-65.78,-41.15
19,38,-65.58,-41.34
19,38,-65.38,-41.68
19,38,-65.18,-42.05
19,38,-64.98,-42.44
19,38,-64.78,-42.35
19,38,-64.58,-41.94
19,38,-64.38,-41.54
19,38,-64.18,-41.15
19,38,-63.98,-41.08
19,38,-63.78,-41.23
19,38,-63.58,-41.41
19,38,-63.38,-41.61
19,38,-63.18,-41.91
19,38,-62.98,-42.27
19,38,-62.78,-42.62
19,38,-62.58,-42.96
19,38,-62.38,-42.78
19,38,-62.18,-42.25
19,38,-61.98,-41.65
19,38,-61.78,-41.02
19,38,-61.58,-40.76
19,38,-61.38,-40.75
19,38,-61.18,-40.73
19,38,-60.98,-40.69
19,38,-60.78,-40.58
19,38,-60.58,-40.42
19,38,-60.38,-40.24
19,38,-60.18,-40.07
19,38,-59.98,-40.20
19,38,-59.78,-40.54
19,38,-59.58,-40.88
19,38,-59.38,-41.22
19,38,-59.18,-41.25
19,38,-58.98,-41.07
19,38,-58.78,-40.81
19,38,-58.58,-40.50
19,38,-58.38,-40.12
19,38,-58.18,-39.69
19,38,-57.98,-39.25
19,38,-57.78,-38.80
19,38,-57.58,-38.35
19,38,-57.38,-37.89
19,38,-57.18,-37.46
19,38,-56.98,-37.05
19,38,-56.78,-36.78
19,38,-56.58,-36.60
19,38,-56.38,-36.46
19,38,-56.18,-36.35
19,38,-55.98,-36.17
19,38,-55.78,-35.96
19,38,-55.58,-35.71
19,38,-55.38,-35.43
19,38,-55.18,-35.09
19,38,-54.98,-34.71
19,38,-54.78,-34.32
19,38,-54.58,-33.92
19,38,-54.38,-33.52
19,38,-54.18,-33.11
19,38,-53.98,-32.71
19,38,-53.78,-32.32
19,38,-53.58,-31.96
19,38,-53.38,-31.63
19,38,-53.18,-31.35
19,38,-52.98,-31.09
19,38,-52.78,-30.85
19,38,-52.58,-30.63
19,38,-52.38,-30.42
19,38,-52.18,-30.23
19,38,-51.98,-30.06
19,38,-51.78,-29.91
19,38,-51.58,-29.76
19,38,-51.38,-29.62
19,38,-51.18,-29.40
19,38,-50.98,-29.12
19,38,-50.78,-28.86
19,38,-50.58,-28.60
19,38,-50.38,-28.47
19,38,-50.18,-28.41
19,38,-49.98,-28.36
19,38,-49.78,-28.32
19,38,-49.58,-28.25
19,38,-49.38,-28.17
19,38,-49.18,-28.09
19,38,-48.98,-28.01
19,38,-48.78,-27.84
19,38,-48.58,-27.62
19,38,-48.38,-27.39
19,38,-48.18,-27.15
19,38,-47.98,-27.06
19,38,-47.78,-27.05
19,38,-47.58,-27.04
19,38,-47.38,-27.02
19,38,-47.18,-26.89
19,38,-46.98,-26.69
19,38,-46.78,-26.45
19,38,-46.58,-26.18
19,38,-46.38,-25.81
19,38,-46.18,-25.37
19,38,-45.98,-24.95
19,38,-45.78,-24.54
19,38,-45.58,-24.29
19,38,-45.38,-24.16
19,38,-45.18,-24.11
19,38,-44.98,-24.12
19,38,-44.78,-24.22
19,38,-44.58,-24.37
19,38,-44.38,-24.50
19,38,-44.18,-24.62
19,38,-43.98,-24.63
19,38,-43.78,-24.57
19,38,-43.58,-24.44
19,38,-43.38,-24.25
19,38,-43.18,-23.96
19,38,-42.98,-23.59
19,38,-42.78,-23.22
19,38,-42.58,-22.85
19,38,-42.38,-22.54
19,38,-42.18,-22.28
19,38,-41.98,-22.10
19,38,-41.78,-21.97
19,38,-41.58,-21.97
19,38,-41.38,-22.05
19,38,-41.18,-22.14
19,38,-40.98,-22.22
19,38,-40.78,-22.25
19,38,-40.58,-22.25
19,38,-40.38,-22.25
19,38,-40.18,-22.24
19,38,-39.98,-22.22
19,38,-39.78,-22.19
19,38,-39.58,-22.17
19,38,-39.38,-22.14
19,38,-39.18,-22.09
19,38,-38.98,-22.03
19,38,-38.78,-21.95
19,38,-38.58,-21.85
19,38,-38.38,-21.97
19,38,-38.18,-22.24
19,38,-37.98,-22.40
19,38,-37.78,-22.48
19,38,-37.58,-22.22
19,38,-37.38,-21.72
19,38,-37.18,-21.20
19,38,-36.98,-20.68
19,38,-36.78,-20.14
