LINE,EAST,NRTH,res_TMI
19,38,-36.58,-19.61
19,38,-36.38,-19.08
19,38,-36.18,-18.55
19,38,-35.98,-18.34
19,38,-35.78,-18.33
19,38,-35.58,-18.63
19,38,-35.38,-19.12
19,38,-35.18,-19.70
19,38,-34.98,-20.33
19,38,-34.78,-20.95
19,38,-34.58,-21.57
19,38,-34.38,-22.10
19,38,-34.18,-22.57
19,38,-33.98,-22.87
19,38,-33.78,-23.06
19,38,-33.58,-23.05
19,38,-33.38,-22.92
19,38,-33.18,-22.74
19,38,-32.98,-22.53
19,38,-32.78,-22.29
19,38,-32.58,-22.04
19,38,-32.38,-21.79
19,38,-32.18,-21.55
19,38,-31.98,-21.40
19,38,-31.78,-21.29
19,38,-31.58,-21.19
19,38,-31.38,-21.09
19,38,-31.18,-20.92
19,38,-30.98,-20.71
19,38,-30.78,-20.49
19,38,-30.58,-20.26
19,38,-30.38,-19.97
19,38,-30.18,-19.63
