LINE,X,Y,Bx,By,Bz,Bm,DIST_ABS,MAG_REGIONAL,MAG_MOD,mag_res
         11,20.000000,-71.137000,1108.531000,25615.800000,-42795.587000,49888.479000,36.091000,50038.589509,49912.241096,-150.110509
         11,20.000000,-71.173000,1103.016000,25617.800000,-42796.577000,49890.233000,36.127000,50038.290420,49912.674985,-148.057420
         11,20.000000,-71.228000,1088.732000,25618.300000,-42797.567000,49891.025000,36.182000,50037.833595,49913.329177,-146.808595
         11,20.000000,-71.261000,1082.439000,25619.000000,-42798.204000,49891.794000,36.215000,50037.559567,49913.716678,-145.765567
         11,20.000000,-71.293000,1086.257000,25620.100000,-42797.214000,49891.592000,36.247000,50037.293892,49914.088867,-145.701892
         11,20.000000,-71.323000,1074.944000,25621.100000,-42795.517000,49890.405000,36.277000,50037.044866,49914.434615,-146.639866
         11,20.000000,-71.340000,1075.368000,25622.000000,-42795.092000,49890.512000,36.294000,50036.903769,49914.629180,-146.391769
         11,20.000000,-71.373000,1080.601000,25622.400000,-42796.789000,49892.287000,36.327000,50036.629914,49915.004068,-144.342914
         11,20.000000,-71.393000,1075.156000,25623.400000,-42797.002000,49892.865000,36.347000,50036.463966,49915.229483,-143.598966
         11,20.000000,-71.423000,1076.358000,25623.800000,-42796.082000,49892.307000,36.377000,50036.215079,49915.565082,-143.908079
         11,20.000000,-71.443000,1072.610000,25624.200000,-42796.577000,49892.857000,36.397000,50036.049178,49915.787139,-143.192178
         11,20.000000,-71.470000,1068.156000,25624.800000,-42798.769000,49894.949000,36.424000,50035.825240,49916.084797,-140.876240
         11,20.000000,-71.499000,1068.226000,25625.500000,-42799.406000,49895.856000,36.453000,50035.584753,49916.401804,-139.728753
         11,20.000000,-71.529000,1074.095000,25625.400000,-42797.779000,49894.536000,36.483000,50035.336014,49916.726812,-140.800014
         11,20.000000,-71.564000,1073.954000,25626.900000,-42797.355000,49894.939000,36.518000,50035.045872,49917.102241,-140.106872
         11,20.000000,-71.593000,1075.863000,25629.700000,-42796.577000,49895.752000,36.547000,50034.805512,49917.410267,-139.053512
         11,20.000000,-71.626000,1080.742000,25630.900000,-42797.072000,49896.898000,36.580000,50034.532046,49917.757443,-137.634046
         11,20.000000,-71.655000,1086.611000,25629.900000,-42797.850000,49897.179000,36.609000,50034.291770,49918.059617,-137.112770
         11,20.000000,-71.684000,1091.914000,25630.500000,-42797.921000,49897.664000,36.638000,50034.051533,49918.359075,-136.387533
         11,20.000000,-71.714000,1096.935000,25633.000000,-42798.416000,49899.482000,36.668000,50033.803053,49918.666012,-134.321053
         11,20.000000,-71.746000,1097.147000,25634.000000,-42798.769000,49900.304000,36.700000,50033.538054,49918.990237,-133.234054
         11,20.000000,-71.779000,1093.258000,25636.400000,-42798.133000,49900.906000,36.733000,50033.264823,49919.321179,-132.358823
         11,20.000000,-71.817000,1093.116000,25636.700000,-42797.426000,49900.450000,36.771000,50032.950257,49919.697991,-132.500257
         11,20.000000,-71.849000,1104.077000,25634.800000,-42797.921000,49900.140000,36.803000,50032.685412,49920.011779,-132.545412
         11,20.000000,-71.882000,1106.976000,25636.400000,-42797.143000,49900.359000,36.836000,50032.412340,49920.332014,-132.053340
         11,20.000000,-71.926000,1095.096000,25640.500000,-42796.012000,49901.233000,36.880000,50032.048323,49920.753720,-130.815323
         11,20.000000,-71.946000,1088.167000,25641.400000,-42795.870000,49901.423000,36.900000,50031.882891,49920.943422,-130.459891
         11,20.000000,-71.987000,1084.207000,25638.600000,-42796.719000,49900.626000,36.941000,50031.543813,49921.328462,-130.917813
         11,20.000000,-72.026000,1079.540000,25639.100000,-42796.719000,49900.781000,36.980000,50031.221348,49921.689942,-130.440348
         11,20.000000,-72.034000,1076.924000,25641.600000,-42796.789000,49902.070000,36.988000,50031.155211,49921.763519,-129.085211
         11,20.000000,-72.076000,1074.732000,25642.000000,-42796.294000,49901.804000,37.030000,50030.808036,49922.146613,-129.004036
         11,20.000000,-72.105000,1070.772000,25643.500000,-42796.719000,49902.853000,37.059000,50030.568368,49922.408022,-127.715368
         11,20.000000,-72.135000,1071.196000,25644.000000,-42798.274000,49904.454000,37.089000,50030.320477,49922.675788,-125.866477
         11,20.000000,-72.187000,1077.136000,25642.500000,-42797.284000,49902.962000,37.141000,50029.890898,49923.133556,-126.928898
         11,20.000000,-72.226000,1080.106000,25642.600000,-42796.719000,49902.592000,37.180000,50029.568797,49923.471622,-126.976797
         11,20.000000,-72.267000,1078.974000,25645.600000,-42797.850000,49905.079000,37.221000,50029.230254,49923.822202,-124.151254
         11,20.000000,-72.311000,1084.278000,25646.800000,-42796.648000,49904.780000,37.265000,50028.867028,49924.192972,-124.087028
         11,20.000000,-72.361000,1086.187000,25645.100000,-42796.012000,49903.402000,37.315000,50028.454379,49924.607490,-125.052379
         11,20.000000,-72.405000,1083.712000,25646.900000,-42796.648000,49904.819000,37.359000,50028.091345,49924.966318,-123.272345
         11,20.000000,-72.429000,1084.843000,25649.800000,-42796.507000,49906.213000,37.383000,50027.893365,49925.159713,-121.680365
         11,20.000000,-72.455000,1087.177000,25650.700000,-42796.436000,49906.666000,37.409000,50027.678916,49925.367376,-121.012916
         11,20.000000,-72.476000,1087.460000,25651.000000,-42797.002000,49907.311000,37.430000,50027.505731,49925.533708,-120.194731
         11,20.000000,-72.493000,1086.752000,25650.700000,-42797.143000,49907.263000,37.447000,50027.365548,49925.667447,-120.102548
         11,20.000000,-72.529000,1088.025000,25650.800000,-42796.860000,49907.099000,37.483000,50027.068735,49925.947982,-119.969735
         11,20.000000,-72.549000,1088.449000,25651.300000,-42797.002000,49907.487000,37.503000,50026.903865,49926.102270,-119.416865
         11,20.000000,-72.567000,1093.187000,25652.000000,-42796.931000,49907.890000,37.521000,50026.755498,49926.240177,-118.865498
         11,20.000000,-72.611000,1096.723000,25652.600000,-42796.648000,49908.033000,37.565000,50026.392887,49926.573505,-118.359887
         11,20.000000,-72.664000,1096.652000,25652.900000,-42797.284000,49908.731000,37.618000,50025.956224,49926.967943,-117.225224
         11,20.000000,-72.732000,1095.733000,25654.400000,-42798.204000,49910.271000,37.686000,50025.396171,49927.462805,-115.125171
         11,20.000000,-72.773000,1088.167000,25655.900000,-42796.577000,49909.481000,37.727000,50025.058595,49927.755147,-115.577595
         11,20.000000,-72.802000,1085.197000,25655.900000,-42796.294000,49909.174000,37.756000,50024.819870,49927.959208,-115.645870
         11,20.000000,-72.838000,1087.530000,25656.900000,-42796.789000,49910.164000,37.792000,50024.523575,49928.209414,-114.359575
         11,20.000000,-72.873000,1092.268000,25657.400000,-42796.153000,49909.978000,37.827000,50024.235569,49928.449384,-114.257569
         11,20.000000,-72.923000,1099.905000,25658.300000,-42795.304000,49909.881000,37.877000,50023.824231,49928.786619,-113.943231
         11,20.000000,-72.996000,1102.662000,25659.100000,-42795.234000,49910.293000,37.950000,50023.223887,49929.267307,-112.930887
         11,20.000000,-73.055000,1113.905000,25660.200000,-42796.577000,49912.260000,38.009000,50022.738859,49929.645791,-110.478859
         11,20.000000,-73.105000,1119.067000,25660.400000,-42796.224000,49912.175000,38.059000,50022.327945,49929.959606,-110.152945
         11,20.000000,-73.173000,1115.815000,25659.600000,-42796.365000,49911.812000,38.127000,50021.769290,49930.376296,-109.957290
         11,20.000000,-73.232000,1112.703000,25659.600000,-42796.789000,49912.106000,38.186000,50021.284748,49930.728505,-109.178748
         11,20.000000,-73.285000,1106.551000,25660.000000,-42796.860000,49912.236000,38.239000,50020.849621,49931.037585,-108.613621
         11,20.000000,-73.361000,1106.905000,25661.100000,-42796.365000,49912.385000,38.315000,50020.225893,49931.468856,-107.840893
         11,20.000000,-73.438000,1108.461000,25662.600000,-42795.375000,49912.342000,38.392000,50019.594233,49931.891637,-107.252233
         11,20.000000,-73.496000,1110.440000,25663.300000,-42796.082000,49913.352000,38.450000,50019.118619,49932.200802,-105.766619
         11,20.000000,-73.561000,1111.006000,25665.000000,-42796.648000,49914.724000,38.515000,50018.585791,49932.537906,-103.861791
         11,20.000000,-73.614000,1109.875000,25665.900000,-42796.931000,49915.404000,38.568000,50018.151476,49932.805524,-102.747476
         11,20.000000,-73.664000,1108.956000,25665.300000,-42796.860000,49915.014000,38.618000,50017.741866,49933.052083,-102.727866
         11,20.000000,-73.729000,1102.945000,25666.100000,-42796.789000,49915.232000,38.683000,50017.209546,49933.364119,-101.977546
         11,20.000000,-73.802000,1105.349000,25665.900000,-42797.497000,49915.788000,38.756000,50016.611945,49933.703253,-100.823945
         11,20.000000,-73.864000,1108.248000,25666.400000,-42796.012000,49914.837000,38.818000,50016.104589,49933.982004,-101.267589
         11,20.000000,-73.932000,1106.056000,25667.700000,-42794.668000,49914.305000,38.886000,50015.548340,49934.278056,-101.243340
         11,20.000000,-73.991000,1109.309000,25669.000000,-42795.375000,49915.652000,38.945000,50015.065887,49934.526819,-99.413887
         11,20.000000,-74.038000,1110.370000,25668.100000,-42794.597000,49914.545000,38.992000,50014.681676,49934.719656,-100.136676
         11,20.000000,-74.082000,1115.320000,25667.700000,-42793.183000,49913.238000,39.036000,50014.322082,49934.895940,-101.084082
         11,20.000000,-74.129000,1112.067000,25668.900000,-42793.466000,49914.025000,39.083000,50013.938070,49935.079750,-99.913070
         11,20.000000,-74.144000,1106.269000,25669.600000,-42794.173000,49914.862000,39.098000,50013.815535,49935.137443,-98.953535
         11,20.000000,-74.173000,1110.723000,25670.100000,-42794.102000,49915.157000,39.127000,50013.578664,49935.247657,-98.421664
         11,20.000000,-74.223000,1112.986000,25671.100000,-42793.112000,49914.873000,39.177000,50013.170356,49935.433607,-98.297356
         11,20.000000,-74.255000,1114.683000,25671.400000,-42791.840000,49913.974000,39.209000,50012.909101,49935.549927,-98.935101
         11,20.000000,-74.326000,1114.754000,25672.000000,-42793.042000,49915.315000,39.280000,50012.329610,49935.800594,-97.014610
         11,20.000000,-74.405000,1115.744000,25672.200000,-42793.749000,49916.046000,39.359000,50011.685102,49936.067624,-95.639102
         11,20.000000,-74.458000,1118.502000,25672.700000,-42792.830000,49915.577000,39.412000,50011.252873,49936.239845,-95.675873
         11,20.000000,-74.517000,1122.673000,25672.700000,-42791.486000,49914.519000,39.471000,50010.771867,49936.425101,-96.252867
         11,20.000000,-74.558000,1122.037000,25673.900000,-42792.688000,49916.152000,39.512000,50010.437704,49936.549867,-94.285704
         11,20.000000,-74.582000,1120.199000,25675.200000,-42793.537000,49917.507000,39.536000,50010.242132,49936.621403,-92.735132
         11,20.000000,-74.623000,1120.411000,25673.900000,-42791.769000,49915.328000,39.577000,50009.908094,49936.741067,-94.580094
         11,20.000000,-74.658000,1112.845000,25674.600000,-42790.850000,49914.731000,39.612000,50009.623001,49936.840696,-94.892001
         11,20.000000,-74.700000,1110.087000,25676.400000,-42792.759000,49917.232000,39.654000,50009.280964,49936.957209,-92.048964
         11,20.000000,-74.735000,1111.006000,25677.300000,-42793.961000,49918.746000,39.689000,50008.995997,49937.051785,-90.249997
         11,20.000000,-74.782000,1113.127000,25677.100000,-42792.971000,49917.841000,39.736000,50008.613416,49937.175215,-90.772416
         11,20.000000,-74.832000,1110.935000,25677.800000,-42792.052000,49917.365000,39.786000,50008.206529,49937.302066,-90.841529
         11,20.000000,-74.879000,1105.844000,25679.400000,-42792.900000,49918.802000,39.833000,50007.824161,49937.417156,-89.022161
         11,20.000000,-74.950000,1100.470000,25680.900000,-42793.890000,49920.304000,39.904000,50007.246736,49937.583467,-86.942736
         11,20.000000,-74.997000,1099.268000,25681.800000,-42792.830000,49919.831000,39.951000,50006.864627,49937.688618,-87.033627
         11,20.000000,-75.053000,1106.905000,25681.900000,-42791.840000,49919.202000,40.007000,50006.409482,49937.808821,-87.207482
         11,20.000000,-75.111000,1107.117000,25682.400000,-42791.345000,49919.040000,40.065000,50005.938236,49937.927550,-86.898236
         11,20.000000,-75.150000,1106.622000,25684.400000,-42791.133000,49919.876000,40.104000,50005.621452,49938.004118,-85.745452
         11,20.000000,-75.194000,1103.369000,25686.100000,-42791.274000,49920.800000,40.148000,50005.264139,49938.087377,-84.464139
         11,20.000000,-75.247000,1093.894000,25687.200000,-42789.718000,49919.824000,40.201000,50004.833860,49938.183306,-85.009860
         11,20.000000,-75.303000,1092.621000,25686.100000,-42789.577000,49919.109000,40.257000,50004.379368,49938.279539,-85.270368
         11,20.000000,-75.367000,1093.329000,25686.800000,-42791.133000,49920.818000,40.321000,50003.860128,49938.383140,-83.042128
         11,20.000000,-75.429000,1094.884000,25688.300000,-42790.850000,49921.382000,40.383000,50003.357296,49938.477093,-81.975296
         11,20.000000,-75.488000,1100.895000,25688.800000,-42790.355000,49921.347000,40.442000,50002.878960,49938.560709,-81.531960
         11,20.000000,-75.532000,1108.107000,25688.900000,-42790.213000,49921.437000,40.486000,50002.522342,49938.619431,-81.085342
         11,20.000000,-75.588000,1112.986000,25688.700000,-42790.850000,49921.988000,40.542000,50002.068594,49938.689722,-80.080594
         11,20.000000,-75.653000,1109.026000,25690.400000,-42789.860000,49921.926000,40.607000,50001.542105,49938.765131,-79.616105
         11,20.000000,-75.700000,1100.895000,25691.400000,-42789.223000,49921.715000,40.654000,50001.161536,49938.815567,-79.446536
         11,20.000000,-75.773000,1094.531000,25692.200000,-42790.355000,49922.957000,40.727000,50000.570644,49938.887179,-77.613644
         11,20.000000,-75.826000,1091.419000,25692.600000,-42790.355000,49923.094000,40.780000,50000.141796,49938.934101,-77.047796
         11,20.000000,-75.891000,1102.662000,25693.000000,-42789.011000,49922.396000,40.845000,49999.616029,49938.985897,-77.220029
         11,20.000000,-75.959000,1107.753000,25693.500000,-42787.031000,49921.069000,40.913000,49999.066206,49939.033386,-77.997206
         11,20.000000,-76.017000,1106.339000,25694.600000,-42787.031000,49921.604000,40.971000,49998.597411,49939.068544,-76.993411
         11,20.000000,-76.094000,1107.259000,25696.000000,-42788.375000,49923.496000,41.048000,49997.975286,49939.107717,-74.479286
         11,20.000000,-76.156000,1102.097000,25695.100000,-42787.456000,49922.131000,41.110000,49997.474556,49939.133117,-75.343556
         11,20.000000,-76.218000,1109.451000,25695.600000,-42786.324000,49921.581000,41.172000,49996.974004,49939.153110,-75.393004
         11,20.000000,-76.279000,1109.521000,25696.400000,-42786.254000,49921.934000,41.233000,49996.481701,49939.167567,-74.547701
         11,20.000000,-76.341000,1120.269000,25696.500000,-42787.385000,49923.195000,41.295000,49995.981505,49939.177026,-72.786505
         11,20.000000,-76.382000,1125.926000,25697.200000,-42786.819000,49923.198000,41.336000,49995.650829,49939.180413,-72.452829
         11,20.000000,-76.415000,1121.401000,25697.500000,-42785.829000,49922.402000,41.369000,49995.384732,49939.181495,-72.982732
         11,20.000000,-76.444000,1126.068000,25697.500000,-42785.971000,49922.628000,41.398000,49995.150931,49939.181243,-72.522931
         11,20.000000,-76.468000,1123.027000,25697.200000,-42785.900000,49922.345000,41.422000,49994.957471,49939.180190,-72.612471
         11,20.000000,-76.512000,1123.310000,25699.700000,-42786.466000,49924.123000,41.466000,49994.602862,49939.176281,-70.479862
         11,20.000000,-76.559000,1122.673000,25700.900000,-42785.264000,49923.696000,41.513000,49994.224176,49939.169302,-70.528176
         11,20.000000,-76.597000,1120.623000,25700.000000,-42783.496000,49921.672000,41.551000,49993.918079,49939.161559,-72.246079
         11,20.000000,-76.644000,1119.279000,25701.100000,-42783.708000,49922.390000,41.598000,49993.539579,49939.149407,-71.149579
         11,20.000000,-76.688000,1120.906000,25702.900000,-42782.506000,49922.323000,41.642000,49993.185332,49939.135472,-70.862332
         11,20.000000,-76.732000,1122.391000,25703.000000,-42783.142000,49922.953000,41.686000,49992.831175,49939.119084,-69.878175
         11,20.000000,-76.785000,1124.724000,25704.100000,-42785.193000,49925.329000,41.739000,49992.404696,49939.096116,-67.075696
         11,20.000000,-76.815000,1126.987000,25704.900000,-42785.334000,49925.913000,41.769000,49992.163351,49939.081566,-66.250351
         11,20.000000,-76.856000,1137.381000,25702.900000,-42783.425000,49923.483000,41.810000,49991.833581,49939.059883,-68.350581
         11,20.000000,-76.903000,1141.482000,25703.500000,-42781.021000,49921.825000,41.857000,49991.455649,49939.032492,-69.630649
         11,20.000000,-76.938000,1140.280000,25706.500000,-42782.223000,49924.373000,41.892000,49991.174277,49939.010351,-66.801277
         11,20.000000,-76.982000,1144.240000,25706.600000,-42782.930000,49925.121000,41.936000,49990.820632,49938.980421,-65.699632
         11,20.000000,-77.032000,1151.241000,25704.500000,-42782.011000,49923.413000,41.986000,49990.418874,49938.943601,-67.005874
         11,20.000000,-77.082000,1156.544000,25705.500000,-42781.092000,49923.262000,42.036000,49990.017232,49938.903820,-66.755232
         11,20.000000,-77.132000,1153.786000,25707.900000,-42779.890000,49923.404000,42.086000,49989.615706,49938.861107,-66.211706
         11,20.000000,-77.197000,1148.341000,25708.200000,-42779.677000,49923.251000,42.151000,49989.093897,49938.801246,-65.842897
         11,20.000000,-77.241000,1144.947000,25708.700000,-42780.526000,49924.158000,42.195000,49988.740784,49938.757972,-64.582784
         11,20.000000,-77.279000,1140.705000,25709.200000,-42780.526000,49924.318000,42.233000,49988.435896,49938.718828,-64.117896
         11,20.000000,-77.318000,1137.169000,25707.600000,-42779.253000,49922.323000,42.272000,49988.123054,49938.676960,-65.800054
         11,20.000000,-77.335000,1135.260000,25708.300000,-42779.182000,49922.580000,42.289000,49987.986709,49938.658177,-65.406709
         11,20.000000,-77.350000,1135.613000,25710.900000,-42779.536000,49924.230000,42.304000,49987.866416,49938.641335,-63.636416
         11,20.000000,-77.368000,1143.109000,25710.100000,-42778.829000,49923.383000,42.322000,49987.722079,49938.620795,-64.339079
         11,20.000000,-77.382000,1149.119000,25709.500000,-42778.900000,49923.272000,42.336000,49987.609826,49938.604571,-64.337826
         11,20.000000,-77.406000,1148.341000,25710.600000,-42780.243000,49924.972000,42.360000,49987.417415,49938.576255,-62.445415
         11,20.000000,-77.427000,1141.341000,25712.400000,-42781.021000,49926.405000,42.381000,49987.249078,49938.550958,-60.844078
         11,20.000000,-77.450000,1132.078000,25712.900000,-42779.677000,49925.300000,42.404000,49987.064731,49938.522698,-61.764731
         11,20.000000,-77.477000,1124.370000,25713.900000,-42778.617000,49924.732000,42.431000,49986.848356,49938.488787,-62.116356
         11,20.000000,-77.491000,1125.007000,25715.300000,-42778.263000,49925.165000,42.445000,49986.736175,49938.470892,-61.571175
         11,20.000000,-77.509000,1127.835000,25716.000000,-42778.122000,49925.468000,42.463000,49986.591956,49938.447572,-61.123956
         11,20.000000,-77.527000,1130.805000,25716.400000,-42777.839000,49925.499000,42.481000,49986.447752,49938.423904,-60.948752
         11,20.000000,-77.547000,1130.452000,25715.300000,-42778.192000,49925.227000,42.501000,49986.287542,49938.397197,-61.060542
         11,20.000000,-77.577000,1127.270000,25715.900000,-42778.263000,49925.525000,42.531000,49986.047263,49938.356335,-60.522263
         11,20.000000,-77.621000,1126.987000,25716.200000,-42777.839000,49925.310000,42.575000,49985.694930,49938.294674,-60.384930
         11,20.000000,-77.662000,1129.037000,25716.700000,-42776.778000,49924.705000,42.616000,49985.366701,49938.235379,-60.661701
         11,20.000000,-77.700000,1133.916000,25717.300000,-42776.708000,49925.064000,42.654000,49985.062559,49938.178853,-59.998559
         11,20.000000,-77.732000,1136.816000,25718.200000,-42777.061000,49925.896000,42.686000,49984.806491,49938.130088,-58.910491
         11,20.000000,-77.780000,1139.361000,25719.900000,-42775.505000,49925.497000,42.734000,49984.422479,49938.054962,-58.925479
         11,20.000000,-77.830000,1140.422000,25719.500000,-42774.728000,49924.649000,42.784000,49984.022580,49937.974203,-59.373580
         11,20.000000,-77.880000,1137.876000,25719.900000,-42774.445000,49924.555000,42.834000,49983.622799,49937.890913,-59.067799
         11,20.000000,-77.935000,1139.078000,25719.400000,-42775.364000,49925.112000,42.889000,49983.183173,49937.796402,-58.071173
         11,20.000000,-77.977000,1139.856000,25719.200000,-42774.445000,49924.239000,42.931000,49982.847554,49937.722208,-58.608554
         11,20.000000,-78.006000,1137.876000,25720.100000,-42773.596000,49923.931000,42.960000,49982.615865,49937.669967,-58.684865
         11,20.000000,-78.050000,1135.967000,25722.000000,-42773.243000,49924.563000,43.004000,49982.264412,49937.589135,-57.701412
         11,20.000000,-78.083000,1134.624000,25724.200000,-42773.313000,49925.727000,43.037000,49982.000882,49937.527279,-56.273882
         11,20.000000,-78.109000,1135.472000,25724.400000,-42773.313000,49925.849000,43.063000,49981.793287,49937.477804,-55.944287
         11,20.000000,-78.159000,1135.543000,25725.700000,-42773.526000,49926.702000,43.113000,49981.394156,49937.380845,-54.692156
         11,20.000000,-78.188000,1134.199000,25725.700000,-42773.455000,49926.611000,43.142000,49981.162713,49937.323520,-54.551713
         11,20.000000,-78.224000,1137.028000,25725.700000,-42772.465000,49925.827000,43.178000,49980.875460,49937.251255,-55.048460
         11,20.000000,-78.268000,1142.685000,25726.600000,-42772.606000,49926.541000,43.222000,49980.524454,49937.161284,-53.983454
         11,20.000000,-78.294000,1149.049000,25726.000000,-42771.616000,49925.530000,43.248000,49980.317084,49937.107273,-54.787084
         11,20.000000,-78.341000,1150.533000,25726.400000,-42771.970000,49926.073000,43.295000,49979.942302,49937.008056,-53.869302
         11,20.000000,-78.391000,1151.948000,25726.200000,-42773.101000,49926.972000,43.345000,49979.543712,49936.900287,-52.571712
         12,22.000000,-35.041000,942.785000,25876.800000,-43297.067000,50449.318000,0.000000,50371.284805,50420.498454,78.033195
         12,22.000000,-35.091000,937.270000,25878.500000,-43296.219000,50449.359000,0.050000,50370.779088,50420.414053,78.579912
         12,22.000000,-35.135000,939.816000,25878.700000,-43296.078000,50449.387000,0.094000,50370.334153,50420.343336,79.052847
         12,22.000000,-35.170000,937.411000,25878.700000,-43294.946000,50448.372000,0.129000,50369.980292,50420.289483,78.391708
         12,22.000000,-35.206000,938.401000,25879.400000,-43295.229000,50448.992000,0.165000,50369.616381,50420.236328,79.375619
         12,22.000000,-35.247000,942.503000,25879.700000,-43294.380000,50448.494000,0.206000,50369.201999,50420.178575,79.292001
         12,22.000000,-35.315000,942.149000,25879.900000,-43294.168000,50448.408000,0.274000,50368.514906,50420.089394,79.893094
         12,22.000000,-35.382000,941.513000,25880.600000,-43294.239000,50448.816000,0.341000,50367.838127,50420.009688,80.977873
         12,22.000000,-35.450000,933.947000,25882.400000,-43293.320000,50448.810000,0.409000,50367.151462,50419.937199,81.658538
         12,22.000000,-35.500000,936.916000,25882.700000,-43293.603000,50449.262000,0.459000,50366.646698,50419.889374,82.615302
         12,22.000000,-35.553000,940.169000,25882.800000,-43294.451000,50450.102000,0.512000,50366.111776,50419.843808,83.990224
         12,22.000000,-35.597000,943.210000,25883.300000,-43294.663000,50450.597000,0.556000,50365.667789,50419.810032,84.929211
         12,22.000000,-35.644000,953.533000,25882.700000,-43293.390000,50449.391000,0.603000,50365.193630,50419.778057,84.197370
         12,22.000000,-35.712000,953.463000,25883.200000,-43292.754000,50449.100000,0.671000,50364.507795,50419.739385,84.592205
         12,22.000000,-35.765000,948.725000,25883.800000,-43292.966000,50449.501000,0.724000,50363.973397,50419.715543,85.527603
         12,22.000000,-35.812000,949.079000,25883.800000,-43293.603000,50450.053000,0.771000,50363.499606,50419.699074,86.553394
         12,22.000000,-35.859000,949.927000,25884.300000,-43292.471000,50449.355000,0.818000,50363.025918,50419.687045,86.329082
         12,22.000000,-35.897000,951.836000,25885.000000,-43292.683000,50449.932000,0.856000,50362.643012,50419.680598,87.288988
         12,22.000000,-35.930000,950.846000,25885.600000,-43292.825000,50450.343000,0.889000,50362.310542,50419.677396,88.032458
         12,22.000000,-35.995000,940.806000,25886.100000,-43291.693000,50449.440000,0.954000,50361.655827,50419.677675,87.784173
         12,22.000000,-36.048000,933.169000,25887.100000,-43291.693000,50449.811000,1.007000,50361.122128,50419.684437,88.688872
         12,22.000000,-36.098000,922.350000,25886.800000,-43292.330000,50450.005000,1.057000,50360.618759,50419.696264,89.386241
         12,22.000000,-36.159000,909.127000,25886.200000,-43292.683000,50449.760000,1.118000,50360.004806,50419.717942,89.755194
         12,22.000000,-36.195000,906.087000,25886.600000,-43292.047000,50449.365000,1.154000,50359.642554,50419.734515,89.722446
         12,22.000000,-36.259000,905.238000,25887.100000,-43291.764000,50449.363000,1.218000,50358.998701,50419.770984,90.364299
         12,22.000000,-36.309000,904.531000,25887.300000,-43291.057000,50448.846000,1.268000,50358.495823,50419.805784,90.350177
         12,22.000000,-36.351000,911.673000,25887.700000,-43291.128000,50449.241000,1.310000,50358.073496,50419.839343,91.167504
         12,22.000000,-36.401000,916.905000,25887.700000,-43291.269000,50449.457000,1.360000,50357.570833,50419.884498,91.886167
         12,22.000000,-36.433000,919.875000,25887.900000,-43290.138000,50448.643000,1.392000,50357.249190,50419.916392,91.393810
         12,22.000000,-36.486000,928.785000,25888.200000,-43289.714000,50448.596000,1.445000,50356.716573,50419.974411,91.879427
         12,22.000000,-36.545000,923.835000,25889.200000,-43290.703000,50449.868000,1.504000,50356.123814,50420.046698,93.744186
         12,22.000000,-36.598000,921.148000,25890.400000,-43289.996000,50449.828000,1.557000,50355.591474,50420.118634,94.236526
         12,22.000000,-36.657000,922.986000,25891.200000,-43290.703000,50450.879000,1.616000,50354.999024,50420.206604,95.879976
         12,22.000000,-36.716000,914.006000,25891.800000,-43291.764000,50451.933000,1.675000,50354.406735,50420.302994,97.526265
         12,22.000000,-36.780000,912.804000,25892.200000,-43291.269000,50451.692000,1.739000,50353.764437,50420.417200,97.927563
         12,22.000000,-36.842000,911.743000,25893.100000,-43289.926000,50450.982000,1.801000,50353.142392,50420.537542,97.839608
         12,22.000000,-36.910000,908.208000,25893.500000,-43289.784000,50451.002000,1.869000,50352.460355,50420.680671,98.541645
         12,22.000000,-36.975000,912.309000,25893.400000,-43290.350000,50451.510000,1.934000,50351.808610,50420.828537,99.701390
         12,22.000000,-37.042000,911.743000,25893.800000,-43290.633000,50451.948000,2.001000,50351.137017,50420.992427,100.810983
         12,22.000000,-37.113000,907.077000,25895.300000,-43291.623000,50453.483000,2.072000,50350.425558,50421.179006,103.057442
         12,22.000000,-37.198000,913.370000,25896.000000,-43291.693000,50454.017000,2.157000,50349.574120,50421.420128,104.442880
         12,22.000000,-37.275000,917.259000,25895.900000,-43292.330000,50454.582000,2.234000,50348.803108,50421.655546,105.778892
         12,22.000000,-37.351000,910.471000,25896.200000,-43292.613000,50454.856000,2.310000,50348.042381,50421.904027,106.813619
         12,22.000000,-37.440000,909.905000,25896.700000,-43291.906000,50454.495000,2.399000,50347.151871,50422.215736,107.343129
         12,22.000000,-37.499000,904.390000,25896.800000,-43291.764000,50454.326000,2.458000,50346.561736,50422.434904,107.764264
         12,22.000000,-37.578000,898.096000,25897.600000,-43290.986000,50453.957000,2.537000,50345.771811,50422.744274,108.185189
         12,22.000000,-37.628000,909.198000,25898.800000,-43290.633000,50454.468000,2.587000,50345.272008,50422.949622,109.195992
         12,22.000000,-37.690000,922.916000,25898.100000,-43291.198000,50454.843000,2.649000,50344.652415,50423.214675,110.190585
         12,22.000000,-37.752000,930.340000,25898.300000,-43290.421000,50454.415000,2.711000,50344.033000,50423.491415,110.382000
         12,22.000000,-37.805000,935.219000,25900.500000,-43289.501000,50454.846000,2.764000,50343.503643,50423.737372,111.342357
         12,22.000000,-37.872000,930.199000,25901.100000,-43289.855000,50455.364000,2.831000,50342.834644,50424.060852,112.529356
         12,22.000000,-37.925000,930.623000,25901.600000,-43290.279000,50455.993000,2.884000,50342.305583,50424.326797,113.687417
         12,22.000000,-37.981000,934.017000,25902.500000,-43291.411000,50457.488000,2.940000,50341.746718,50424.617575,115.741282
         12,22.000000,-38.022000,924.401000,25903.700000,-43291.552000,50458.049000,2.981000,50341.337642,50424.836910,116.711358
