Scan started at 15:10:35 24/07/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0350342	-0.0142822	374.61	0.195622	0.00965415	0.009498	11.8934	0	-30881.4	-30310	-25783.4	0.195622	1066.3	1046.41	929.553	
0.00499208	-0.0419312	-0.0318604	374.612	0.293434	0.0122346	0.0119497	24.8349	0.00499208	-30763.9	-30409.9	-25804.3	0.293434	2280.7	2271.82	2018.77	
0.00998416	-0.0518799	-0.0399984	374.609	0.391245	0.00887833	0.00867787	11.3913	0.00998416	-30702.4	-30508.3	-25786.9	0.391245	1043.94	1032.54	918.378	
0.0149762	-0.0519409	-0.0392761	374.608	0.489056	0.0095744	0.00948741	15.0509	0.0149762	-30729.4	-30508.5	-25767.9	0.489056	1370.4	1365.57	1209.34	
0.0199683	-0.0497131	-0.0411377	374.604	0.586867	0.00653104	0.00649097	10.9623	0.0199683	-30729.4	-30508.7	-25767.9	0.586867	987.923	987.852	880.728	
0.0249604	-0.0489502	-0.0388184	374.602	0.684678	0.00487358	0.00492688	10.8334	0.0249604	-30730.4	-30507.3	-25768.2	0.684678	975.543	972.713	860.069	
0.0299525	-0.0480042	-0.0393677	374.598	0.782489	0.00569161	0.00564533	10.3516	0.0299525	-30730.2	-30506.9	-25768.6	0.782489	934.029	931.736	820.204	
0.0349446	-0.04776	-0.0362549	374.594	0.880301	0.00556363	0.00560641	8.48207	0.0349446	-30729.3	-30507.5	-25768.6	0.880301	761.716	757.088	665.953	
0.0399366	-0.0465393	-0.0332947	374.6	0.978112	0.00225601	0.00223921	9.56639	0.0399366	-30730.2	-30507.5	-25768.4	0.978112	863.764	863.091	758.766	
0.0449287	-0.0472717	-0.0324707	374.601	1.07592	0.00391328	0.00390285	6.98842	0.0449287	-30730.6	-30506.4	-25768.4	1.07592	625.131	619.846	543.459	
0.0499208	-0.0468445	-0.0314026	374.604	1.17373	0.0017192	0.00181393	8.64867	0.0499208	-30729.5	-30505.9	-25768.5	1.17373	781.997	780.489	687.61	
0.0549129	-0.0481567	-0.0354614	374.606	1.27155	0.000796316	0.00099952	5.93703	0.0549129	-30728.9	-30507	-25768.3	1.27155	529.612	524.025	458.631	
0.059905	-0.0510254	-0.0375977	374.607	1.36936	0.00179368	0.00174154	7.64668	0.059905	-30728.3	-30506.9	-25767.6	1.36936	691.358	688.684	607.317	
0.064897	-0.0525818	-0.0415344	374.603	1.46717	0.00256907	0.002566	5.14337	0.064897	-30728.3	-30505.9	-25767.5	1.46717	456.999	456.086	397.759	
0.0698891	-0.0556641	-0.0410461	374.599	1.56498	0.00211292	0.00197012	6.56916	0.0698891	-30728.4	-30506	-25768.1	1.56498	595.135	589.6	521.071	
0.0748812	-0.052002	-0.0388489	374.599	1.66279	0.00108235	0.00120961	4.5281	0.0748812	-30728.6	-30507.5	-25768.3	1.66279	402.986	402.428	351.803	
0.0798733	-0.0507202	-0.0407715	374.593	1.7606	0.00167702	0.00163821	5.43893	0.0798733	-30728.9	-30507.3	-25768	1.7606	492.12	489.336	432.14	
0.0848654	-0.0500488	-0.0383911	374.595	1.85841	0.00109037	0.000953529	4.03065	0.0848654	-30729.4	-30506	-25767.8	1.85841	361.326	359.501	314.274	
0.0898574	-0.0471191	-0.0404053	374.599	1.95622	0.001655	0.00161631	4.30046	0.0898574	-30728.9	-30504.7	-25767.6	1.95622	388.334	387.279	342.488	
0.0948495	-0.0482788	-0.0407715	374.603	2.05403	0.00253272	0.00264309	3.61633	0.0948495	-30727.2	-30505.3	-25767.6	2.05403	327.128	324.155	285.948	
