Scan started at 15:17:26 24/07/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0371094	-0.0314941	373.738	0.195622	0.00388479	0.00367161	12.0564	0	-30943.3	-30368.6	-25773.7	0.195622	1064.29	1049.31	935.651	
0.00499208	-0.0406494	-0.0411987	373.741	0.293434	0.00571282	0.00538912	24.7345	0.00499208	-30824.8	-30516.6	-25770.6	0.293434	2271.88	2263.75	2027.98	
0.00998416	-0.0467529	-0.0483398	373.741	0.391245	0.00190209	0.00182485	11.4231	0.00998416	-30777.3	-30604.1	-25738.5	0.391245	1028.98	1031.62	914.091	
0.0149762	-0.046051	-0.0457764	373.738	0.489056	0.00316767	0.00304737	14.9481	0.0149762	-30813.6	-30574	-25724	0.489056	1364.29	1360.02	1211.08	
0.0199683	-0.0465393	-0.044281	373.738	0.586867	0.00174593	0.00164157	10.9173	0.0199683	-30814.3	-30573.7	-25723.7	0.586867	991.18	988.991	874.52	
0.0249604	-0.0487061	-0.0448303	373.737	0.684678	0.00173743	0.00158036	10.7724	0.0249604	-30814	-30572.3	-25724.3	0.684678	975.523	974.255	862.961	
0.0299525	-0.0516663	-0.0428467	373.738	0.782489	0.00197219	0.00188945	10.2883	0.0299525	-30813	-30573.4	-25724.6	0.782489	933.583	930.183	826.849	
0.0349446	-0.0491638	-0.0410767	373.739	0.880301	0.00164348	0.0013562	8.45092	0.0349446	-30812.4	-30575.2	-25724.5	0.880301	760.246	758.853	667.062	
0.0399366	-0.0478821	-0.0386353	373.741	0.978112	0.00255071	0.00226556	9.51319	0.0399366	-30813.5	-30573.7	-25724.4	0.978112	864.42	859.819	763.159	
0.0449287	-0.0490418	-0.0380554	373.741	1.07592	0.0018954	0.00191997	6.95639	0.0449287	-30815	-30571.6	-25724.8	1.07592	622.211	620.562	544.746	
0.0499208	-0.0480347	-0.038269	373.741	1.17373	0.00239519	0.00212812	8.61367	0.0499208	-30813.3	-30572.8	-25724.8	1.17373	781.905	777.931	689.798	
0.0549129	-0.0491638	-0.0385132	373.743	1.27155	0.000918007	0.00077499	5.90613	0.0549129	-30811.6	-30574.8	-25724.2	1.27155	527.041	525.114	460.365	
0.059905	-0.0463257	-0.0403442	373.745	1.36936	0.00265421	0.00248663	7.61465	0.059905	-30813.4	-30572.9	-25723.6	1.36936	689.855	687.604	609.264	
0.064897	-0.044342	-0.0393677	373.743	1.46717	0.00146018	0.00137278	5.1147	0.064897	-30814.6	-30570.8	-25723.7	1.46717	456.057	455.808	398.948	
