,LINE,EAST,NRTH,res_TMI,fit_TMI
524,5,10.0,-58.78,4.89,7.585673870074455
525,5,10.0,-58.38,19.94,20.09860014562986
526,5,10.0,-57.98,35.0,32.6093656374932
527,5,10.0,-57.58,49.85,44.96270446241201
528,5,10.0,-57.18,64.07,57.00096486538667
529,5,10.0,-56.78,77.22,68.56829892074533
530,5,10.0,-56.38,88.82,79.51503430406919
531,5,10.0,-55.98,99.04,89.70203828224228
532,5,10.0,-55.58,108.21,99.00487379220145
533,5,10.0,-55.18,115.99,107.31754367270439
534,5,10.0,-54.78,122.52,114.55562331890509
535,5,10.0,-54.38,128.29,120.65859889196567
536,5,10.0,-53.98,133.37,125.59126298679813
537,5,10.0,-53.58,137.41,129.34407443486936
538,5,10.0,-53.18,139.86,131.93245997373646
539,5,10.0,-52.78,140.61,133.395113544786
540,5,10.0,-52.38,139.94,133.7914221314304
541,5,10.0,-51.98,137.93,133.19820493518836
542,5,10.0,-51.58,135.09,131.70598916874096
543,5,10.0,-51.18,132.3,129.41505942551953
544,5,10.0,-50.78,129.67,126.43151049700813
545,5,10.0,-50.38,126.18,122.86350935297175
546,5,10.0,-49.98,120.94,118.81793499190327
547,5,10.0,-49.58,114.59,114.39751941250067
548,5,10.0,-49.18,107.98,109.69856369177633
549,5,10.0,-48.78,101.3,104.8092548434284
550,5,10.0,-48.38,94.63,99.8085661823949
551,5,10.0,-47.98,87.73,94.76568974202777
552,5,10.0,-47.58,80.27,89.739925763119
553,5,10.0,-47.18,73.73,84.78094162726909
554,5,10.0,-46.78,68.86,79.92930966038054
555,5,10.0,-46.38,64.15,75.21723789784053
556,5,10.0,-45.98,59.24,70.66941773870505
557,5,10.0,-45.58,54.24,66.30392508454764
558,5,10.0,-45.18,49.04,62.133125119627955
559,5,10.0,-44.78,44.31,58.16454392492412
560,5,10.0,-44.38,40.43,54.40168173213533
561,5,10.0,-43.98,36.89,50.84475235994487
562,5,10.0,-43.58,33.43,47.49134110884689
563,5,10.0,-43.18,30.15,44.33697922149648
564,5,10.0,-42.78,27.06,41.37563716708055
565,5,10.0,-42.38,23.9,38.60014176312102
566,5,10.0,-41.98,20.59,36.002523796662125
567,5,10.0,-41.58,17.26,33.57430361725875
568,5,10.0,-41.18,13.94,31.306722380043382
569,5,10.0,-40.78,11.11,29.190926408199623
570,5,10.0,-40.38,9.51,27.218111670926348
571,5,10.0,-39.98,8.21,25.379634748029
572,5,10.0,-39.58,6.48,23.667095957765287
573,5,10.0,-39.18,4.53,22.072399617449843
574,5,10.0,-38.78,2.0,20.58779572392805
575,5,10.0,-38.38,-0.22,19.2059067063686
576,5,10.0,-37.98,-1.63,17.91974232923615
577,5,10.0,-37.58,-2.63,16.72270531371258
578,5,10.0,-37.18,-3.33,15.608589801156636
579,5,10.0,-36.78,-4.0,14.571574399563387
580,5,10.0,-36.38,-4.81,13.606211228150746
581,5,10.0,-35.98,-5.88,12.707412100934048
582,5,10.0,-35.58,-7.35,11.87043276034126
583,5,10.0,-35.18,-8.72,11.090855882135275
584,5,10.0,-34.78,-9.78,10.364573415890556
585,5,10.0,-34.38,-10.85,9.687768697445248
586,5,10.0,-33.98,-11.94,9.05689866549539
587,5,10.0,-33.58,-12.94,8.468676430563287
588,5,10.0,-33.18,-13.83,7.920054377193331
589,5,10.0,-32.78,-14.38,7.408207926559747
590,5,10.0,-32.38,-14.3,6.930520044420481
591,5,10.0,-31.98,-14.28,6.484566546063671
592,5,10.0,-31.58,-14.66,6.068102224427953
593,5,10.0,-31.18,-15.05,5.6790478076684625
594,5,10.0,-30.78,-15.5,5.31547773782178
595,5,10.0,-30.38,-15.82,4.975608751459189
596,6,12.0,-89.58,-14.29,-14.041694326561585
597,6,12.0,-89.18,-15.09,-14.591169124191092
598,6,12.0,-88.78,-16.27,-15.167133512887427
599,6,12.0,-88.38,-17.66,-15.771042439853849
600,6,12.0,-87.98,-18.9,-16.404434875169258
601,6,12.0,-87.58,-19.72,-17.068938216519726
602,6,12.0,-87.18,-20.25,-17.76627278855898
603,6,12.0,-86.78,-20.64,-18.49825640686518
604,6,12.0,-86.38,-21.02,-19.2668089682804
605,6,12.0,-85.98,-21.38,-20.07395701920603
606,6,12.0,-85.58,-21.95,-20.92183824165818
607,6,12.0,-85.18,-23.02,-21.812705782845576
608,6,12.0,-84.78,-24.26,-22.748932337238937
609,6,12.0,-84.38,-25.35,-23.733013870636984
610,6,12.0,-83.98,-26.46,-24.767572852514196
611,6,12.0,-83.58,-27.62,-25.855360836176516
612,6,12.0,-83.18,-28.86,-26.999260194315276
613,6,12.0,-82.78,-30.47,-28.20228478121709
614,6,12.0,-82.38,-31.99,-29.467579249884746
615,6,12.0,-81.98,-33.19,-30.798416702995983
616,6,12.0,-81.58,-34.31,-32.19819429967786
617,6,12.0,-81.18,-35.35,-33.67042637441978
618,6,12.0,-80.78,-36.68,-35.218734549278416
619,6,12.0,-80.38,-38.52,-36.84683423505122
620,6,12.0,-79.98,-40.43,-38.558516819493846
621,6,12.0,-79.58,-42.21,-40.357626730912266
622,6,12.0,-79.18,-44.07,-42.24803244182343
623,6,12.0,-78.78,-46.23,-44.233590339363914
624,6,12.0,-78.38,-48.86,-46.318100236231565
625,6,12.0,-77.98,-51.92,-48.505251128053274
626,6,12.0,-77.58,-54.9,-50.79855562026424
627,6,12.0,-77.18,-57.6,-53.20127125173582
628,6,12.0,-76.78,-60.29,-55.71630673536038
629,6,12.0,-76.38,-62.93,-58.346110922303986
630,6,12.0,-75.98,-65.34,-61.092542082413104
631,6,12.0,-75.58,-67.37,-63.956714888613966
632,6,12.0,-75.18,-69.44,-66.93882231103363
633,6,12.0,-74.78,-71.98,-70.03792948681864
634,6,12.0,-74.38,-74.92,-73.25173656085755
635,6,12.0,-73.98,-78.45,-76.57630752724167
636,6,12.0,-73.58,-82.94,-80.00576229028529
637,6,12.0,-73.18,-88.08,-83.5319295710059
638,6,12.0,-72.78,-93.36,-87.14395899330631
639,6,12.0,-72.38,-98.63,-90.82789179585177
640,6,12.0,-71.98,-103.89,-94.56619125639584
641,6,12.0,-71.58,-108.87,-98.33723622799701
642,6,12.0,-71.18,-113.17,-102.11478432628935
643,6,12.0,-70.78,-116.89,-105.86741542262439
644,6,12.0,-70.38,-120.37,-109.55797130468683
645,6,12.0,-69.98,-123.73,-113.14301370092214
646,6,12.0,-69.58,-127.34,-116.57233022531011
647,6,12.0,-69.18,-131.55,-119.78852586946883
648,6,12.0,-68.78,-136.14,-122.72674583731154
649,6,12.0,-68.38,-140.88,-125.31458281189516
650,6,12.0,-67.98,-145.42,-127.4722268082613
651,6,12.0,-67.58,-149.23,-129.1129169286176
652,6,12.0,-67.18,-152.0,-130.14374980687467
653,6,12.0,-66.78,-153.16,-130.46688776022341
654,6,12.0,-66.38,-152.75,-129.98118985566123
655,6,12.0,-65.98,-151.17,-128.58426176913827
656,6,12.0,-65.58,-148.69,-126.17488776371835
657,6,12.0,-65.18,-145.1,-122.65577453170336
658,6,12.0,-64.78,-139.82,-117.93650763532779
659,6,12.0,-64.38,-132.23,-111.93660267974161
660,6,12.0,-63.98,-122.86,-104.58852953740036
661,6,12.0,-63.58,-111.98,-95.84060010752066
662,6,12.0,-63.18,-98.21,-85.65963520750881
663,6,12.0,-62.78,-82.4,-74.0333572443957
664,6,12.0,-62.38,-66.31,-60.97248297656746
665,6,12.0,-61.98,-50.12,-46.512505942826344
666,6,12.0,-61.58,-34.01,-30.71515508994323
667,6,12.0,-61.18,-18.02,-13.669494022451595
668,6,12.0,-60.78,-1.54,4.507410657072065
669,6,12.0,-60.38,16.8,23.670362834418775
670,6,12.0,-59.98,37.21,43.64659264566068
671,6,12.0,-59.58,59.0,64.23714197996763
672,6,12.0,-59.18,82.02,85.21920344384577
673,6,12.0,-58.78,105.78,106.34948117432843
674,6,12.0,-58.38,129.25,127.36856287378966
675,6,12.0,-57.98,152.04,148.00620539703914
676,6,12.0,-57.58,173.96,167.98736087166768
677,6,12.0,-57.18,194.3,187.03872415296402
678,6,12.0,-56.78,212.95,204.8955731169955
679,6,12.0,-56.38,229.55,221.3086934578392
680,6,12.0,-55.98,243.24,236.05120766600655
681,6,12.0,-55.58,254.18,248.92513720160494
682,6,12.0,-55.18,262.97,259.76750048134585
683,6,12.0,-54.78,270.34,268.4556912597325
684,6,12.0,-54.38,276.75,274.9118184534195
685,6,12.0,-53.98,281.98,279.1056556131172
686,6,12.0,-53.58,285.3,281.05587387502754
687,6,12.0,-53.18,285.52,280.8293223621299
688,6,12.0,-52.78,282.48,278.5382588011337
689,6,12.0,-52.38,277.72,274.3355944169958
690,6,12.0,-51.98,272.22,268.40837788039283
691,6,12.0,-51.58,266.11,260.9698886607783
692,6,12.0,-51.18,259.44,252.2508305073666
693,6,12.0,-50.78,251.74,242.4901985622658
694,6,12.0,-50.38,242.23,231.92642280122766
695,6,12.0,-49.98,230.35,220.78935289866038
696,6,12.0,-49.58,216.48,209.29354403238366
697,6,12.0,-49.18,201.7,197.63314507858476
698,6,12.0,-48.78,187.18,185.9785088519842
699,6,12.0,-48.38,173.2,174.47447112718925
700,6,12.0,-47.98,159.2,163.24010760104278
701,6,12.0,-47.58,145.02,152.36968999659803
702,6,12.0,-47.18,131.77,141.93452556176598
703,6,12.0,-46.78,120.83,131.98537007460936
704,6,12.0,-46.38,111.73,122.55514012314246
705,6,12.0,-45.98,103.58,113.66170232233328
706,6,12.0,-45.58,95.07,105.31057390368484
707,6,12.0,-45.18,85.62,97.49742276080468
708,6,12.0,-44.78,76.91,90.21030091347285
709,6,12.0,-44.38,69.57,83.43158154704489
710,6,12.0,-43.98,63.27,77.13959626927915
711,6,12.0,-43.58,57.58,71.30998708804833
712,6,12.0,-43.18,52.28,65.91679844138336
713,6,12.0,-42.78,47.23,60.933340087747325
714,6,12.0,-42.38,42.21,56.33285332968296
715,6,12.0,-41.98,37.17,52.0890121791699
716,6,12.0,-41.58,32.36,48.17628867642211
717,6,12.0,-41.18,28.1,44.57020837668742
718,6,12.0,-40.78,24.37,41.24751852777384
719,6,12.0,-40.38,20.92,38.18628800490431
720,6,12.0,-39.98,17.65,35.3659548447866
721,6,12.0,-39.58,14.6,32.76733433236055
722,6,12.0,-39.18,11.97,30.372598080761577
723,6,12.0,-38.78,9.88,28.165232408459516
724,6,12.0,-38.38,7.64,26.12998253359178
725,6,12.0,-37.98,4.88,24.25278763789455
726,6,12.0,-37.58,2.69,22.520710661663333
727,6,12.0,-37.18,1.52,20.92186573460411
728,6,12.0,-36.78,0.83,19.445345388305682
729,6,12.0,-36.38,0.25,18.081149098676462
730,6,12.0,-35.98,-0.65,16.820114242121516
731,6,12.0,-35.58,-2.13,15.653850190866967
732,6,12.0,-35.18,-3.93,14.574676000164445
733,6,12.0,-34.78,-5.88,13.575561934873203
734,6,12.0,-34.38,-7.52,12.650074930841656
735,6,12.0,-33.98,-8.65,11.792327975944374
736,6,12.0,-33.58,-9.55,10.996933317256934
737,6,12.0,-33.18,-10.37,10.258959346981031
738,6,12.0,-32.78,-11.03,9.573890984831412
739,6,12.0,-32.38,-11.51,8.937593353416498
740,6,12.0,-31.98,-12.03,8.346278533128377
741,6,12.0,-31.58,-12.65,7.796475179804449
742,6,12.0,-31.18,-13.07,7.285000791533471
743,6,12.0,-30.78,-13.21,6.808936417356737
744,6,12.0,-30.38,-13.31,6.365603609720556
745,7,14.0,-89.58,-13.06,-14.601254433318811
746,7,14.0,-89.18,-14.34,-15.187501435338756
747,7,14.0,-88.78,-15.59,-15.803035847846273
748,7,14.0,-88.38,-16.43,-16.44954931728196
749,7,14.0,-87.98,-17.16,-17.12883896060707
750,7,14.0,-87.58,-17.76,-17.84281375417895
751,7,14.0,-87.18,-18.34,-18.59350118840613
752,7,14.0,-86.78,-18.96,-19.383054168070345
753,7,14.0,-86.38,-19.51,-20.2137581290943
754,7,14.0,-85.98,-19.84,-21.08803833095207
755,7,14.0,-85.58,-20.22,-22.008467269852723
756,7,14.0,-85.18,-20.95,-22.977772140796176
757,7,14.0,-84.78,-22.17,-23.998842255291695
758,7,14.0,-84.38,-24.0,-25.07473629649753
759,7,14.0,-83.98,-25.63,-26.208689262388607
760,7,14.0,-83.58,-26.68,-27.404118910725916
761,7,14.0,-83.18,-27.91,-28.664631474876305
762,7,14.0,-82.78,-29.45,-29.994026366068027
763,7,14.0,-82.38,-31.09,-31.396299513844355
764,7,14.0,-81.98,-32.88,-32.87564492025566
765,7,14.0,-81.58,-34.46,-34.43645391294119
766,7,14.0,-81.18,-35.51,-36.0833114749219
767,7,14.0,-80.78,-36.92,-37.82098890255619
768,7,14.0,-80.38,-39.09,-39.65443189398943
769,7,14.0,-79.98,-41.1,-41.58874299586386
770,7,14.0,-79.58,-42.65,-43.62915713227666
771,7,14.0,-79.18,-44.37,-45.78100870284496
772,7,14.0,-78.78,-46.64,-48.0496884628178
773,7,14.0,-78.38,-49.65,-50.44058808331958
774,7,14.0,-77.98,-53.25,-52.95902993006786
775,7,14.0,-77.58,-56.81,-55.61017919174691
776,7,14.0,-77.18,-60.15,-58.398935032514046
777,7,14.0,-76.78,-63.28,-61.32979693653845
778,7,14.0,-76.38,-66.12,-64.40670185948132
779,7,14.0,-75.98,-68.82,-67.63282720934761
780,7,14.0,-75.58,-71.46,-71.01035406077985
781,7,14.0,-75.18,-74.09,-74.54018438587221
782,7,14.0,-74.78,-76.72,-78.22160549675405
783,7,14.0,-74.38,-79.75,-82.0518943949453
784,7,14.0,-73.98,-83.93,-86.02585438985194
785,7,14.0,-73.58,-88.97,-90.1352762975552
786,7,14.0,-73.18,-94.35,-94.36831692250698
787,7,14.0,-72.78,-100.35,-98.70878857760516
788,7,14.0,-72.38,-107.03,-103.13535540797514
789,7,14.0,-71.98,-113.51,-107.62063563042783
790,7,14.0,-71.58,-119.18,-112.1302139592976
791,7,14.0,-71.18,-124.01,-116.6215760157656
792,7,14.0,-70.78,-128.13,-121.04298701036595
793,7,14.0,-70.38,-131.91,-125.33235099498647
794,7,14.0,-69.98,-135.48,-129.41610483671735
795,7,14.0,-69.58,-139.22,-133.2082226343868
796,7,14.0,-69.18,-143.35,-136.609430616966
797,7,14.0,-68.78,-147.75,-139.50675741791372
798,7,14.0,-68.38,-152.51,-141.77356615304888
799,7,14.0,-67.98,-156.72,-143.27022725977304
800,7,14.0,-67.58,-158.94,-143.84558738188568
801,7,14.0,-67.18,-159.21,-143.33936210066403
802,7,14.0,-66.78,-157.68,-141.58552311873257
803,7,14.0,-66.38,-154.24,-138.41666238951592
804,7,14.0,-65.98,-149.1,-133.66920326493045
805,7,14.0,-65.58,-142.56,-127.18920833281922
806,7,14.0,-65.18,-134.34,-118.83843018458846
807,7,14.0,-64.78,-123.54,-108.50019314968098
808,7,14.0,-64.38,-109.07,-96.08470344433393
809,7,14.0,-63.98,-91.07,-81.53346847566651
810,7,14.0,-63.58,-70.36,-64.82264681694049
811,7,14.0,-63.18,-46.55,-45.96531136649716
812,7,14.0,-62.78,-20.82,-25.01274290843326
813,7,14.0,-62.38,5.13,-2.0549414265650086
814,7,14.0,-61.98,31.14,22.779466742807905
815,7,14.0,-61.58,56.01,49.323822676030694
816,7,14.0,-61.18,78.4,77.37453134719907
817,7,14.0,-60.78,101.96,106.69275589606973
818,7,14.0,-60.38,129.38,137.00685276355182
819,7,14.0,-59.98,159.08,168.01567811099582
820,7,14.0,-59.58,190.26,199.3928272346728
821,7,14.0,-59.18,223.01,230.79176455786188
822,7,14.0,-58.78,257.49,261.8516912175162
823,7,14.0,-58.38,290.58,292.20390947437835
824,7,14.0,-57.98,320.17,321.4784012280346
825,7,14.0,-57.58,347.84,349.31035475896175
826,7,14.0,-57.18,373.84,375.346449681446
827,7,14.0,-56.78,397.1,399.2508304282903
828,7,14.0,-56.38,416.6,420.71083367534123
829,7,14.0,-55.98,432.54,439.4426444668012
830,7,14.0,-55.58,445.71,455.19709908883874
831,7,14.0,-55.18,456.15,467.7658045239339
832,7,14.0,-54.78,464.15,476.9876052733739
833,7,14.0,-54.38,470.25,482.7552257264544
834,7,14.0,-53.98,474.08,485.0216924334072
835,7,14.0,-53.58,474.37,483.805936794319
836,7,14.0,-53.18,470.64,479.1968257607504
837,7,14.0,-52.78,463.8,471.35479135399976
838,7,14.0,-52.38,455.15,460.51026051127064
839,7,14.0,-51.98,445.1,446.9582653282477
840,7,14.0,-51.58,433.74,431.0489704056117
841,7,14.0,-51.18,421.35,413.1743738446826
842,7,14.0,-50.78,407.41,393.7520357938788
843,7,14.0,-50.38,390.87,373.20721778140864
844,7,14.0,-49.98,370.43,351.95512360412204
845,7,14.0,-49.58,346.02,330.384922513428
846,7,14.0,-49.18,319.12,308.84691204146435
847,7,14.0,-48.78,293.75,287.6436396136974
848,7,14.0,-48.38,270.58,267.0251965141216
849,7,14.0,-47.98,247.37,247.18836396440273
850,7,14.0,-47.58,224.33,228.27891909771907
851,7,14.0,-47.18,202.34,210.3962268827707
852,7,14.0,-46.78,183.68,193.59923071724822
853,7,14.0,-46.38,168.77,177.913059809308
854,7,14.0,-45.98,155.57,163.33564002093254
855,7,14.0,-45.58,142.08,149.8438797285633
856,7,14.0,-45.18,127.79,137.39917172079134
857,7,14.0,-44.78,114.27,125.95208955345905
858,7,14.0,-44.38,102.61,115.44625721594792
859,7,14.0,-43.98,92.64,105.82143697573036
860,7,14.0,-43.58,83.82,97.01591810090267
861,7,14.0,-43.18,76.04,88.96830607513049
862,7,14.0,-42.78,68.95,81.61881464236338
863,7,14.0,-42.38,61.92,74.91015702704514
864,7,14.0,-41.98,54.86,68.78812203589946
865,7,14.0,-41.58,48.21,63.20190824996706
866,7,14.0,-41.18,42.48,58.104276924970776
867,7,14.0,-40.78,37.6,53.451572545754345
868,7,14.0,-40.38,33.1,49.20364971826335
869,7,14.0,-39.98,28.67,45.32373639126156
870,7,14.0,-39.58,24.31,41.77825624285773
871,7,14.0,-39.18,20.49,38.53662730254649
872,7,14.0,-38.78,17.59,35.57104932165915
873,7,14.0,-38.38,14.76,32.856288858023206
874,7,14.0,-37.98,11.4,30.36946832045122
875,7,14.0,-37.58,8.83,28.08986316085807
876,7,14.0,-37.18,7.68,25.998709867278407
877,7,14.0,-36.78,7.04,24.079026283967863
878,7,14.0,-36.38,6.49,22.31544497088281
879,7,14.0,-35.98,5.26,20.694059739787825
880,7,14.0,-35.58,2.66,19.202285108707134
881,7,14.0,-35.18,-0.07,17.8287281545564
882,7,14.0,-34.78,-2.21,16.563072080570272
883,7,14.0,-34.38,-3.62,15.395970723024016
884,7,14.0,-33.98,-4.1,14.31895318081437
885,7,14.0,-33.58,-4.63,13.324337746267659
886,7,14.0,-33.18,-5.53,12.405154334230685
887,7,14.0,-32.78,-6.63,11.555074641458358
888,7,14.0,-32.38,-8.08,10.768349312634884
889,7,14.0,-31.98,-9.12,10.039751439171248
890,7,14.0,-31.58,-9.42,9.364525768733333
891,7,14.0,-31.18,-9.77,8.738343055501678
892,7,14.0,-30.78,-10.4,8.157259031495443
893,7,14.0,-30.38,-10.81,7.617677527460322
894,8,16.0,-89.58,-13.02,-15.035300760384299
895,8,16.0,-89.18,-13.87,-15.65059864645027
896,8,16.0,-88.78,-15.0,-16.29746880985771
897,8,16.0,-88.38,-16.34,-16.977805487653328
898,8,16.0,-87.98,-17.35,-17.693627934782054
899,8,16.0,-87.58,-17.8,-18.44708878347337
900,8,16.0,-87.18,-18.29,-19.240482862362974
901,8,16.0,-86.78,-18.93,-20.076256470758935
902,8,16.0,-86.38,-19.52,-20.957017094235688
903,8,16.0,-85.98,-20.03,-21.885543535636547
904,8,16.0,-85.58,-20.51,-22.86479642038347
905,8,16.0,-85.18,-21.1,-23.897929015416835
906,8,16.0,-84.78,-22.19,-24.988298276808724
907,8,16.0,-84.38,-23.8,-26.139476010384538
908,8,16.0,-83.98,-25.56,-27.355259991618812
909,8,16.0,-83.58,-27.32,-28.639684843579904
910,8,16.0,-83.18,-29.1,-29.99703241325296
911,8,16.0,-82.78,-30.88,-31.431841314211105
912,8,16.0,-82.38,-32.36,-32.94891521467603
913,8,16.0,-81.98,-33.16,-34.55332934128369
914,8,16.0,-81.58,-34.23,-36.25043453556624
915,8,16.0,-81.18,-35.99,-38.045858038027305
916,8,16.0,-80.78,-37.87,-39.9454999776709
917,8,16.0,-80.38,-39.85,-41.95552430599413
918,8,16.0,-79.98,-41.94,-44.08234262689745
919,8,16.0,-79.58,-44.16,-46.33258902777107
920,8,16.0,-79.18,-46.38,-48.713083603269524
921,8,16.0,-78.78,-48.52,-51.2307818711066
922,8,16.0,-78.38,-51.13,-53.892706696681
923,8,16.0,-77.98,-54.61,-56.7058586598594
924,8,16.0,-77.58,-58.45,-59.67710000141808
925,8,16.0,-77.18,-62.3,-62.81300636994419
926,8,16.0,-76.78,-65.82,-66.1196795479652
927,8,16.0,-76.38,-68.95,-69.60251317051632
928,8,16.0,-75.98,-72.09,-73.26590217343929
929,8,16.0,-75.58,-75.29,-77.11288535216761
930,8,16.0,-75.18,-78.34,-81.14470902821456
931,8,16.0,-74.78,-80.97,-85.36029849805503
932,8,16.0,-74.38,-84.05,-89.7556228144776
933,8,16.0,-73.98,-88.63,-94.32293772543237
934,8,16.0,-73.58,-94.14,-99.04989155964527
935,8,16.0,-73.18,-100.1,-103.91847990758876
936,8,16.0,-72.78,-106.52,-108.9038376514849
937,8,16.0,-72.38,-113.37,-113.97286197850217
938,8,16.0,-71.98,-119.98,-119.08266840152288
939,8,16.0,-71.58,-125.8,-124.17889465243886
940,8,16.0,-71.18,-130.83,-129.19388590745845
941,8,16.0,-70.78,-135.1,-134.04482047672
942,8,16.0,-70.38,-138.66,-138.63186888481727
943,8,16.0,-69.98,-141.74,-142.8365214096196
944,8,16.0,-69.58,-145.09,-146.5202681925095
945,8,16.0,-69.18,-148.92,-149.52386773337827
946,8,16.0,-68.78,-152.5,-151.66748560546716
947,8,16.0,-68.38,-155.24,-152.75201223218946
948,8,16.0,-67.98,-156.96,-152.56185850368703
949,8,16.0,-67.58,-156.86,-150.86946076149673
950,8,16.0,-67.18,-154.23,-147.44158612914885
951,8,16.0,-66.78,-148.8,-142.0473126029929
952,8,16.0,-66.38,-140.91,-134.46728685079768
953,8,16.0,-65.98,-131.05,-124.5035874006853
954,8,16.0,-65.58,-119.09,-111.98931788889695
955,8,16.0,-65.18,-104.35,-96.79700426868375
956,8,16.0,-64.78,-86.1,-78.84502147381288
957,8,16.0,-64.38,-63.52,-58.10161638894152
958,8,16.0,-63.98,-36.72,-34.586538136612454
959,8,16.0,-63.58,-6.43,-8.370695739883777
960,8,16.0,-63.18,28.04,20.425497766719154
961,8,16.0,-62.78,65.89,51.63443921106502
962,8,16.0,-62.38,102.62,85.04387422227799
963,8,16.0,-61.98,136.73,120.39956217126661
964,8,16.0,-61.58,168.91,157.40827050790898
965,8,16.0,-61.18,198.82,195.74145749517396
966,8,16.0,-60.78,229.94,235.03996617163537
967,8,16.0,-60.38,264.6,274.919857516979
968,8,16.0,-59.98,302.2,314.9792427062243
969,8,16.0,-59.58,341.81,354.80572979948244
970,8,16.0,-59.18,382.33,393.98395147806013
971,8,16.0,-58.78,423.73,432.10261748211644
972,8,16.0,-58.38,463.66,468.76062804230713
973,8,16.0,-57.98,499.36,503.57195743938223
974,8,16.0,-57.58,531.98,536.1692272140915
975,8,16.0,-57.18,562.33,566.2060996364845
976,8,16.0,-56.78,588.93,593.358807979732
977,8,16.0,-56.38,610.83,617.3272848360532
978,8,16.0,-55.98,628.04,637.8364428384019
979,8,16.0,-55.58,641.83,654.6381956954773
980,8,16.0,-55.18,653.2,667.5147739523644
981,8,16.0,-54.78,662.15,676.2837816711151
982,8,16.0,-54.38,667.92,680.8052486887665
983,8,16.0,-53.98,669.17,680.9906490475295
984,8,16.0,-53.58,665.53,676.813474368562
985,8,16.0,-53.18,657.98,668.3204826122611
986,8,16.0,-52.78,647.17,655.6422354883615
987,8,16.0,-52.38,634.05,639.0010940422344
988,8,16.0,-51.98,619.42,618.7146176909365
989,8,16.0,-51.58,603.14,595.1924796678459
990,8,16.0,-51.18,584.81,568.9256851566416
991,8,16.0,-50.78,563.16,540.4680265320392
992,8,16.0,-50.38,537.43,510.41111258371865
993,8,16.0,-49.98,507.47,479.35559658937035
994,8,16.0,-49.58,472.99,447.88201455835974
995,8,16.0,-49.18,435.39,416.52468610979076
996,8,16.0,-48.78,399.26,385.7514313843462
997,8,16.0,-48.38,365.89,355.95066216150195
998,8,16.0,-47.98,332.45,327.4260814084271
999,8,16.0,-47.58,298.42,300.3981122429622
1000,8,16.0,-47.18,267.33,275.0104770850148
1001,8,16.0,-46.78,242.66,251.34009778978884
1002,8,16.0,-46.38,222.13,229.40860042112726
1003,8,16.0,-45.98,202.74,209.19404103440783
1004,8,16.0,-45.58,183.57,190.64188286635763
1005,8,16.0,-45.18,164.4,173.674650079532
1006,8,16.0,-44.78,146.31,158.2000037053678
1007,8,16.0,-44.38,130.69,144.11721412176692
1008,8,16.0,-43.98,117.52,131.322147475027
1009,8,16.0,-43.58,105.81,119.71095830479888
1010,8,16.0,-43.18,95.02,109.18270717845286
1011,8,16.0,-42.78,84.91,99.64111809915542
1012,8,16.0,-42.38,75.71,90.99566947949836
1013,8,16.0,-41.98,67.45,83.16218405260496
1014,8,16.0,-41.58,59.75,76.06305320717779
1015,8,16.0,-41.18,52.51,69.62720326369636
1016,8,16.0,-40.78,45.88,63.78988677517277
1017,8,16.0,-40.38,39.9,58.49236155595181
1018,8,16.0,-39.98,34.29,53.68150370822594
1019,8,16.0,-39.58,29.06,49.30938800799531
1020,8,16.0,-39.18,24.86,45.332859090323794
1021,8,16.0,-38.78,21.86,41.713109389275616
1022,8,16.0,-38.38,18.95,38.415274239916606
1023,8,16.0,-37.98,15.82,35.408050507201885
1024,8,16.0,-37.58,13.24,32.663342214895216
1025,8,16.0,-37.18,11.43,30.15593462185906
1026,8,16.0,-36.78,9.97,27.86319681071443
1027,8,16.0,-36.38,8.64,25.764811942432296
1028,8,16.0,-35.98,7.05,23.84253375996802
1029,8,16.0,-35.58,4.97,22.07996759572698
1030,8,16.0,-35.18,2.55,20.462373979300274
1031,8,16.0,-34.78,-0.08,18.97649289936959
1032,8,16.0,-34.38,-2.18,17.610386808455168
1033,8,16.0,-33.98,-3.3,16.35330054293336
1034,8,16.0,-33.58,-4.0,15.19553644372506
1035,8,16.0,-33.18,-4.58,14.128343091293194
1036,8,16.0,-32.78,-5.49,13.143816202530797
1037,8,16.0,-32.38,-7.13,12.234810370382517
1038,8,16.0,-31.98,-8.32,11.394860455521432
1039,8,16.0,-31.58,-8.57,10.618111560603538
1040,8,16.0,-31.18,-8.68,9.899256630104738
1041,8,16.0,-30.78,-8.72,9.233480821839164
1042,8,16.0,-30.38,-8.87,8.616411890375767
1043,9,18.0,-89.58,-16.99,-15.32140448853716
1044,9,18.0,-89.18,-17.55,-15.955926710142954
1045,9,18.0,-88.78,-18.52,-16.623574511403486
1046,9,18.0,-88.38,-19.84,-17.326386136816254
1047,9,18.0,-87.98,-21.07,-18.066539620366576
1048,9,18.0,-87.58,-22.06,-18.84636275970335
1049,9,18.0,-87.18,-22.91,-19.668343728066375
1050,9,18.0,-86.78,-23.61,-20.535142337038558
1051,9,18.0,-86.38,-24.19,-21.449601954432527
1052,9,18.0,-85.98,-24.71,-22.414762070197174
1053,9,18.0,-85.58,-25.31,-23.433871487738845
1054,9,18.0,-85.18,-26.07,-24.510402097735927
1055,9,18.0,-84.78,-27.0,-25.64806316498872
1056,9,18.0,-84.38,-28.17,-26.850816024799666
1057,9,18.0,-83.98,-29.63,-28.12288904121828
1058,9,18.0,-83.58,-31.29,-29.468792623535716
1059,9,18.0,-83.18,-33.08,-30.893334025975506
