LINE,X,Y,Bm
         10,18.000000,-54.064000,-397.455273
         10,18.000000,-54.121000,-402.806634
         10,18.000000,-54.165000,-406.878251
         10,18.000000,-54.210000,-410.987702
         10,18.000000,-54.266000,-416.022648
         10,18.000000,-54.308000,-419.740078
         10,18.000000,-54.353000,-423.665950
         10,18.000000,-54.397000,-427.446415
         10,18.000000,-54.430000,-430.243389
         10,18.000000,-54.468000,-433.422778
         10,18.000000,-54.516000,-437.374586
         10,18.000000,-54.570000,-441.733127
         10,18.000000,-54.659000,-448.710469
         10,18.000000,-54.739000,-454.757682
         10,18.000000,-54.813000,-460.157175
         10,18.000000,-54.905000,-466.603461
         10,18.000000,-54.968000,-470.843660
         10,18.000000,-55.036000,-475.258455
         10,18.000000,-55.102000,-479.380035
         10,18.000000,-55.146000,-482.037108
         10,18.000000,-55.194000,-484.852059
         10,18.000000,-55.241000,-487.522933
         10,18.000000,-55.286000,-490.000188
         10,18.000000,-55.333000,-492.503273
         10,18.000000,-55.399000,-495.871478
         10,18.000000,-55.458000,-498.735862
         10,18.000000,-55.535000,-502.263683
         10,18.000000,-55.625000,-506.081624
         10,18.000000,-55.687000,-508.518185
         10,18.000000,-55.758000,-511.112648
         10,18.000000,-55.830000,-513.528508
         10,18.000000,-55.898000,-515.609777
         10,18.000000,-55.981000,-517.884561
         10,18.000000,-56.050000,-519.552089
         10,18.000000,-56.115000,-520.936366
         10,18.000000,-56.192000,-522.341033
         10,18.000000,-56.261000,-523.382380
         10,18.000000,-56.341000,-524.331844
         10,18.000000,-56.421000,-525.003883
         10,18.000000,-56.481000,-525.325693
         10,18.000000,-56.540000,-525.489825
         10,18.000000,-56.591000,-525.510059
         10,18.000000,-56.629000,-525.451865
         10,18.000000,-56.665000,-525.339079
         10,18.000000,-56.701000,-525.170259
         10,18.000000,-56.745000,-524.887939
         10,18.000000,-56.784000,-524.567947
         10,18.000000,-56.837000,-524.028257
         10,18.000000,-56.873000,-523.592962
         10,18.000000,-56.918000,-522.970902
         10,18.000000,-56.968000,-522.178481
         10,18.000000,-57.013000,-521.374527
         10,18.000000,-57.066000,-520.317847
         10,18.000000,-57.117000,-519.189462
         10,18.000000,-57.155000,-518.277920
         10,18.000000,-57.209000,-516.879163
         10,18.000000,-57.253000,-515.650192
         10,18.000000,-57.298000,-514.310927
         10,18.000000,-57.357000,-512.429707
         10,18.000000,-57.402000,-510.900040
         10,18.000000,-57.458000,-508.882836
         10,18.000000,-57.515000,-506.701413
         10,18.000000,-57.577000,-504.183384
         10,18.000000,-57.634000,-501.736440
         10,18.000000,-57.690000,-499.210818
         10,18.000000,-57.750000,-496.372783
         10,18.000000,-57.791000,-494.355896
         10,18.000000,-57.836000,-492.070637
         10,18.000000,-57.883000,-489.604744
         10,18.000000,-57.934000,-486.838793
         10,18.000000,-57.982000,-484.150992
         10,18.000000,-58.023000,-481.791146
         10,18.000000,-58.059000,-479.671092
         10,18.000000,-58.103000,-477.019769
         10,18.000000,-58.157000,-473.676820
         10,18.000000,-58.213000,-470.108276
         10,18.000000,-58.264000,-466.769973
         10,18.000000,-58.308000,-463.823490
         10,18.000000,-58.341000,-461.573970
         10,18.000000,-58.380000,-458.872332
         10,18.000000,-58.439000,-454.698141
         10,18.000000,-58.508000,-449.686765
         10,18.000000,-58.591000,-443.479517
         10,18.000000,-58.650000,-438.952436
         10,18.000000,-58.707000,-434.491508
         10,18.000000,-58.736000,-432.189882
         10,18.000000,-58.778000,-428.819158
         10,18.000000,-58.817000,-425.650538
         10,18.000000,-58.852000,-422.775982
         10,18.000000,-58.894000,-419.288884
         10,18.000000,-58.918000,-417.278246
         10,18.000000,-58.971000,-412.792978
         10,18.000000,-58.995000,-410.741985
         10,18.000000,-59.040000,-406.863917
         10,18.000000,-59.084000,-403.032297
         10,18.000000,-59.117000,-400.133652
         10,18.000000,-59.164000,-395.969677
         10,18.000000,-59.209000,-391.945132
         10,18.000000,-59.254000,-387.885200
         10,18.000000,-59.298000,-383.882750
         10,18.000000,-59.343000,-379.757370
         10,18.000000,-59.405000,-374.023413
         10,18.000000,-59.459000,-368.984895
         10,18.000000,-59.518000,-363.435904
         10,18.000000,-59.589000,-356.702345
         10,18.000000,-59.643000,-351.543694
         10,18.000000,-59.702000,-345.874023
         10,18.000000,-59.759000,-340.366681
         10,18.000000,-59.821000,-334.346678
         10,18.000000,-59.881000,-328.495279
         10,18.000000,-59.940000,-322.720469
         10,18.000000,-60.000000,-316.830098
         10,18.000000,-60.044000,-312.501250
         10,18.000000,-60.089000,-308.067589
         10,18.000000,-60.139000,-303.135494
         10,18.000000,-60.202000,-296.915428
         10,18.000000,-60.276000,-289.606427
         10,18.000000,-60.347000,-282.596496
         10,18.000000,-60.413000,-276.087634
         10,18.000000,-60.466000,-270.869068
         10,18.000000,-60.532000,-264.384402
         10,18.000000,-60.591000,-258.603817
         10,18.000000,-60.659000,-251.964571
         10,18.000000,-60.734000,-244.675682
         10,18.000000,-60.829000,-235.502755
         10,18.000000,-60.939000,-224.978600
         10,18.000000,-61.046000,-214.856584
         10,18.000000,-61.144000,-205.698027
         10,18.000000,-61.200000,-200.516869
         10,18.000000,-61.254000,-195.558964
         10,18.000000,-61.337000,-188.015320
         10,18.000000,-61.423000,-180.302402
         10,18.000000,-61.515000,-172.174269
         10,18.000000,-61.605000,-164.351864
         10,18.000000,-61.664000,-159.295819
         10,18.000000,-61.750000,-152.031567
         10,18.000000,-61.833000,-145.142956
         10,18.000000,-61.926000,-137.571272
         10,18.000000,-62.018000,-130.237761
         10,18.000000,-62.068000,-126.318863
         10,18.000000,-62.131000,-121.448960
         10,18.000000,-62.172000,-118.320745
         10,18.000000,-62.208000,-115.600955
         10,18.000000,-62.253000,-112.236868
         10,18.000000,-62.291000,-109.427112
         10,18.000000,-62.345000,-105.483473
         10,18.000000,-62.392000,-102.098286
         10,18.000000,-62.443000,-98.474990
         10,18.000000,-62.502000,-94.348540
         10,18.000000,-62.553000,-90.838184
         10,18.000000,-62.609000,-87.044280
         10,18.000000,-62.660000,-83.644424
         10,18.000000,-62.689000,-81.734713
         10,18.000000,-62.731000,-78.999199
         10,18.000000,-62.767000,-76.682985
         10,18.000000,-62.808000,-74.077124
         10,18.000000,-62.871000,-70.139457
         10,18.000000,-62.906000,-67.986615
         10,18.000000,-62.948000,-65.435912
         10,18.000000,-62.990000,-62.920824
         10,18.000000,-63.028000,-60.675885
         10,18.000000,-63.067000,-58.402037
         10,18.000000,-63.114000,-55.702241
         10,18.000000,-63.153000,-53.495462
         10,18.000000,-63.192000,-51.318933
         10,18.000000,-63.230000,-49.227200
         10,18.000000,-63.266000,-47.271844
         10,18.000000,-63.320000,-44.386535
         10,18.000000,-63.373000,-41.610026
         10,18.000000,-63.424000,-38.989723
         10,18.000000,-63.465000,-36.919537
         10,18.000000,-63.489000,-35.722662
         10,18.000000,-63.510000,-34.684409
         10,18.000000,-63.545000,-32.972601
         10,18.000000,-63.590000,-30.805708
         10,18.000000,-63.640000,-28.442590
         10,18.000000,-63.694000,-25.942630
         10,18.000000,-63.765000,-22.737274
         10,18.000000,-63.822000,-20.230290
         10,18.000000,-63.881000,-17.696792
         10,18.000000,-63.938000,-15.307833
         10,18.000000,-63.988000,-13.259152
         10,18.000000,-64.042000,-11.095220
         10,18.000000,-64.110000,-8.441179
         10,18.000000,-64.175000,-5.977035
         10,18.000000,-64.226000,-4.092709
         10,18.000000,-64.285000,-1.965855
         10,18.000000,-64.333000,-0.276949
         10,18.000000,-64.381000,1.375303
         10,18.000000,-64.458000,3.950418
         10,18.000000,-64.544000,6.718871
         10,18.000000,-64.609000,8.737549
         10,18.000000,-64.678000,10.812449
         10,18.000000,-64.716000,11.925751
         10,18.000000,-64.740000,12.618273
         10,18.000000,-64.788000,13.978936
         10,18.000000,-64.809000,14.564103
         10,18.000000,-64.844000,15.525834
         10,18.000000,-64.898000,16.976818
         10,18.000000,-64.954000,18.440109
         10,18.000000,-65.023000,20.186196
         10,18.000000,-65.097000,21.990521
         10,18.000000,-65.168000,23.656835
         10,18.000000,-65.222000,24.882600
         10,18.000000,-65.278000,26.116611
         10,18.000000,-65.335000,27.334563
         10,18.000000,-65.379000,28.248937
         10,18.000000,-65.436000,29.400673
         10,18.000000,-65.492000,30.496834
         10,18.000000,-65.540000,31.409044
         10,18.000000,-65.611000,32.713042
         10,18.000000,-65.665000,33.669390
         10,18.000000,-65.715000,34.528202
         10,18.000000,-65.766000,35.378265
         10,18.000000,-65.801000,35.946754
         10,18.000000,-65.852000,36.753813
         10,18.000000,-65.905000,37.566219
         10,18.000000,-65.968000,38.497794
         10,18.000000,-66.027000,39.337391
         10,18.000000,-66.075000,39.997554
         10,18.000000,-66.110000,40.466216
         10,18.000000,-66.149000,40.976024
         10,18.000000,-66.182000,41.397326
         10,18.000000,-66.226000,41.944924
         10,18.000000,-66.286000,42.666096
         10,18.000000,-66.324000,43.107887
         10,18.000000,-66.360000,43.515927
         10,18.000000,-66.393000,43.881125
         10,18.000000,-66.416000,44.130722
         10,18.000000,-66.455000,44.544809
         10,18.000000,-66.509000,45.099484
         10,18.000000,-66.547000,45.477050
         10,18.000000,-66.604000,46.024052
         10,18.000000,-66.660000,46.539337
         10,18.000000,-66.714000,47.015952
         10,18.000000,-66.776000,47.539250
         10,18.000000,-66.827000,47.950996
         10,18.000000,-66.868000,48.270040
         10,18.000000,-66.925000,48.696254
         10,18.000000,-66.951000,48.884094
         10,18.000000,-66.981000,49.095801
         10,18.000000,-67.011000,49.302188
         10,18.000000,-67.029000,49.423496
         10,18.000000,-67.070000,49.692836
         10,18.000000,-67.124000,50.033045
         10,18.000000,-67.168000,50.298293
         10,18.000000,-67.204000,50.507491
         10,18.000000,-67.246000,50.742822
         10,18.000000,-67.269000,50.867770
         10,18.000000,-67.305000,51.057853
         10,18.000000,-67.341000,51.241339
         10,18.000000,-67.368000,51.374690
         10,18.000000,-67.406000,51.556277
         10,18.000000,-67.433000,51.681032
         10,18.000000,-67.469000,51.841946
         10,18.000000,-67.516000,52.042857
         10,18.000000,-67.558000,52.213778
         10,18.000000,-67.629000,52.484694
         10,18.000000,-67.692000,52.706651
         10,18.000000,-67.739000,52.861274
         10,18.000000,-67.790000,53.018734
         10,18.000000,-67.828000,53.129226
         10,18.000000,-67.864000,53.228631
         10,18.000000,-67.908000,53.343295
         10,18.000000,-67.956000,53.459994
         10,18.000000,-67.992000,53.541895
         10,18.000000,-68.042000,53.647827
         10,18.000000,-68.087000,53.735561
         10,18.000000,-68.125000,53.804163
         10,18.000000,-68.176000,53.888517
         10,18.000000,-68.215000,53.947184
         10,18.000000,-68.265000,54.015171
         10,18.000000,-68.316000,54.076352
         10,18.000000,-68.351000,54.113678
         10,18.000000,-68.387000,54.148196
         10,18.000000,-68.405000,54.164004
         10,18.000000,-68.438000,54.190511
         10,18.000000,-68.479000,54.219055
         10,18.000000,-68.539000,54.252265
         10,18.000000,-68.613000,54.279642
         10,18.000000,-68.681000,54.292040
         10,18.000000,-68.744000,54.293017
         10,18.000000,-68.800000,54.285682
         10,18.000000,-68.830000,54.278661
         10,18.000000,-68.863000,54.268502
         10,18.000000,-68.904000,54.252390
         10,18.000000,-68.937000,54.236669
         10,18.000000,-68.993000,54.204506
         10,18.000000,-69.041000,54.171582
         10,18.000000,-69.088000,54.134688
         10,18.000000,-69.139000,54.089584
         10,18.000000,-69.184000,54.045522
         10,18.000000,-69.234000,53.992003
         10,18.000000,-69.285000,53.932606
         10,18.000000,-69.335000,53.869796
         10,18.000000,-69.389000,53.797022
         10,18.000000,-69.433000,53.734041
         10,18.000000,-69.490000,53.647683
         10,18.000000,-69.561000,53.532838
         10,18.000000,-69.632000,53.410240
         10,18.000000,-69.710000,53.267006
         10,18.000000,-69.766000,53.158882
         10,18.000000,-69.826000,53.038321
         10,18.000000,-69.879000,52.927911
         10,18.000000,-69.956000,52.761222
         10,18.000000,-70.031000,52.592014
         10,18.000000,-70.096000,52.440154
         10,18.000000,-70.167000,52.268994
         10,18.000000,-70.251000,52.059716
         10,18.000000,-70.340000,51.830397
         10,18.000000,-70.432000,51.585632
         10,18.000000,-70.527000,51.325175
         10,18.000000,-70.595000,51.134218
         10,18.000000,-70.664000,50.936808
         10,18.000000,-70.741000,50.712404
         10,18.000000,-70.821000,50.474925
         10,18.000000,-70.887000,50.275872
         10,18.000000,-70.958000,50.058753
         10,18.000000,-71.017000,49.876100
         10,18.000000,-71.077000,49.688382
         10,18.000000,-71.160000,49.425616
         10,18.000000,-71.231000,49.198167
         10,18.000000,-71.306000,48.955406
         10,18.000000,-71.377000,48.723383
         10,18.000000,-71.457000,48.459555
         10,18.000000,-71.532000,48.210080
         10,18.000000,-71.594000,48.002400
         10,18.000000,-71.650000,47.813768
         10,18.000000,-71.707000,47.620809
         10,18.000000,-71.769000,47.409897
         10,18.000000,-71.838000,47.174008
         10,18.000000,-71.918000,46.899108
         10,18.000000,-71.965000,46.736959
         10,18.000000,-72.001000,46.612462
         10,18.000000,-72.040000,46.477314
         10,18.000000,-72.055000,46.425262
         10,18.000000,-72.096000,46.282788
         10,18.000000,-72.144000,46.115643
         10,18.000000,-72.168000,46.031940
         10,18.000000,-72.209000,45.888759
         10,18.000000,-72.233000,45.804840
         10,18.000000,-72.266000,45.689334
         10,18.000000,-72.298000,45.577204
         10,18.000000,-72.328000,45.471980
         10,18.000000,-72.358000,45.366662
         10,18.000000,-72.393000,45.243682
         10,18.000000,-72.435000,45.095964
         10,18.000000,-72.456000,45.022052
         10,18.000000,-72.492000,44.895270
         10,18.000000,-72.512000,44.824799
         10,18.000000,-72.521000,44.793078
         10,18.000000,-72.554000,44.676729
         10,18.000000,-72.578000,44.592075
         10,18.000000,-72.613000,44.468573
         10,18.000000,-72.667000,44.277932
         10,18.000000,-72.697000,44.171980
         10,18.000000,-72.726000,44.069540
         10,18.000000,-72.759000,43.952952
         10,18.000000,-72.768000,43.921152
         10,18.000000,-72.795000,43.825749
         10,18.000000,-72.836000,43.680872
         10,18.000000,-72.851000,43.627868
         10,18.000000,-72.890000,43.490065
         10,18.000000,-72.920000,43.384074
         10,18.000000,-72.940000,43.313421
         10,18.000000,-72.988000,43.143890
         10,18.000000,-73.032000,42.988543
         10,18.000000,-73.083000,42.808569
         10,18.000000,-73.133000,42.632233
         10,18.000000,-73.169000,42.505349
         10,18.000000,-73.196000,42.410234
         10,18.000000,-73.232000,42.283482
         10,18.000000,-73.258000,42.191992
         10,18.000000,-73.300000,42.044301
         10,18.000000,-73.339000,41.907277
         10,18.000000,-73.368000,41.805467
         10,18.000000,-73.401000,41.689700
         10,18.000000,-73.419000,41.626595
         10,18.000000,-73.452000,41.510980
         10,18.000000,-73.484000,41.398967
         10,18.000000,-73.520000,41.273073
         10,18.000000,-73.559000,41.136841
         10,18.000000,-73.585000,41.046110
         10,18.000000,-73.618000,40.931060
         10,18.000000,-73.645000,40.837021
         10,18.000000,-73.671000,40.746547
         10,18.000000,-73.710000,40.610989
         10,18.000000,-73.743000,40.496434
         10,18.000000,-73.805000,40.281591
         10,18.000000,-73.847000,40.136346
         10,18.000000,-73.891000,39.984448
