LINE,EAST,NRTH,MAG_MOD
         01,2.000000,-29.780000,-1.239200
         01,2.000000,-29.980000,-1.258279
         01,2.000000,-30.180000,-1.277902
         01,2.000000,-30.380000,-1.298090
         01,2.000000,-30.580000,-1.318866
         01,2.000000,-30.780000,-1.340252
         01,2.000000,-30.980000,-1.362270
         01,2.000000,-31.180000,-1.384946
         01,2.000000,-31.380000,-1.408305
         01,2.000000,-31.580000,-1.432373
         01,2.000000,-31.780000,-1.457179
         01,2.000000,-31.980000,-1.482749
         01,2.000000,-32.180000,-1.509115
         01,2.000000,-32.380000,-1.536308
         01,2.000000,-32.580000,-1.564359
         01,2.000000,-32.780000,-1.593301
         01,2.000000,-32.980000,-1.623171
         01,2.000000,-33.180000,-1.654004
         01,2.000000,-33.380000,-1.685837
         01,2.000000,-33.580000,-1.718710
         01,2.000000,-33.780000,-1.752664
         01,2.000000,-33.980000,-1.787740
         01,2.000000,-34.180000,-1.823983
         01,2.000000,-34.380000,-1.861438
         01,2.000000,-34.580000,-1.900153
         01,2.000000,-34.780000,-1.940176
         01,2.000000,-34.980000,-1.981560
         01,2.000000,-35.180000,-2.024356
         01,2.000000,-35.380000,-2.068619
         01,2.000000,-35.580000,-2.114408
         01,2.000000,-35.780000,-2.161780
         01,2.000000,-35.980000,-2.210797
         01,2.000000,-36.180000,-2.261522
         01,2.000000,-36.380000,-2.314022
         01,2.000000,-36.580000,-2.368365
         01,2.000000,-36.780000,-2.424620
         01,2.000000,-36.980000,-2.482861
         01,2.000000,-37.180000,-2.543164
         01,2.000000,-37.380000,-2.605607
         01,2.000000,-37.580000,-2.670271
         01,2.000000,-37.780000,-2.737238
         01,2.000000,-37.980000,-2.806596
         01,2.000000,-38.180000,-2.878434
         01,2.000000,-38.380000,-2.952843
         01,2.000000,-38.580000,-3.029919
         01,2.000000,-38.780000,-3.109758
         01,2.000000,-38.980000,-3.192463
         01,2.000000,-39.180000,-3.278137
         01,2.000000,-39.380000,-3.366886
         01,2.000000,-39.580000,-3.458821
         01,2.000000,-39.780000,-3.554055
         01,2.000000,-39.980000,-3.652704
         01,2.000000,-40.180000,-3.754887
         01,2.000000,-40.380000,-3.860726
         01,2.000000,-40.580000,-3.970347
         01,2.000000,-40.780000,-4.083879
         01,2.000000,-40.980000,-4.201452
         01,2.000000,-41.180000,-4.323201
         01,2.000000,-41.380000,-4.449264
         01,2.000000,-41.580000,-4.579780
         01,2.000000,-41.780000,-4.714893
         01,2.000000,-41.980000,-4.854748
         01,2.000000,-42.180000,-4.999493
         01,2.000000,-42.380000,-5.149279
         01,2.000000,-42.580000,-5.304257
         01,2.000000,-42.780000,-5.464583
         01,2.000000,-42.980000,-5.630413
         01,2.000000,-43.180000,-5.801905
         01,2.000000,-43.380000,-5.979218
         01,2.000000,-43.580000,-6.162514
         01,2.000000,-43.780000,-6.351952
         01,2.000000,-43.980000,-6.547695
         01,2.000000,-44.180000,-6.749906
         01,2.000000,-44.380000,-6.958744
         01,2.000000,-44.580000,-7.174373
         01,2.000000,-44.780000,-7.396950
         01,2.000000,-44.980000,-7.626635
         01,2.000000,-45.180000,-7.863584
         01,2.000000,-45.380000,-8.107950
         01,2.000000,-45.580000,-8.359885
         01,2.000000,-45.780000,-8.619534
         01,2.000000,-45.980000,-8.887040
         01,2.000000,-46.180000,-9.162540
         01,2.000000,-46.380000,-9.446167
         01,2.000000,-46.580000,-9.738044
         01,2.000000,-46.780000,-10.038291
         01,2.000000,-46.980000,-10.347016
         01,2.000000,-47.180000,-10.664322
         01,2.000000,-47.380000,-10.990299
         01,2.000000,-47.580000,-11.325029
         01,2.000000,-47.780000,-11.668581
         01,2.000000,-47.980000,-12.021012
         01,2.000000,-48.180000,-12.382367
         01,2.000000,-48.380000,-12.752675
         01,2.000000,-48.580000,-13.131951
         01,2.000000,-48.780000,-13.520195
         01,2.000000,-48.980000,-13.917387
         01,2.000000,-49.180000,-14.323492
         01,2.000000,-49.380000,-14.738456
         01,2.000000,-49.580000,-15.162202
         01,2.000000,-49.780000,-15.594637
         01,2.000000,-49.980000,-16.035643
         01,2.000000,-50.180000,-16.485080
         01,2.000000,-50.380000,-16.942788
         01,2.000000,-50.580000,-17.408578
         01,2.000000,-50.780000,-17.882241
         01,2.000000,-50.980000,-18.363541
         01,2.000000,-51.180000,-18.852215
         01,2.000000,-51.380000,-19.347977
         01,2.000000,-51.580000,-19.850510
         01,2.000000,-51.780000,-20.359475
         01,2.000000,-51.980000,-20.874502
         01,2.000000,-52.180000,-21.395196
         01,2.000000,-52.380000,-21.921133
         01,2.000000,-52.580000,-22.451864
         01,2.000000,-52.780000,-22.986913
         01,2.000000,-52.980000,-23.525776
         01,2.000000,-53.180000,-24.067924
         01,2.000000,-53.380000,-24.612804
         01,2.000000,-53.580000,-25.159837
         01,2.000000,-53.780000,-25.708423
         01,2.000000,-53.980000,-26.257936
         01,2.000000,-54.180000,-26.807732
         01,2.000000,-54.380000,-27.357147
         01,2.000000,-54.580000,-27.905498
         01,2.000000,-54.780000,-28.452085
         01,2.000000,-54.980000,-28.996195
         01,2.000000,-55.180000,-29.537100
         01,2.000000,-55.380000,-30.074064
         01,2.000000,-55.580000,-30.606341
         01,2.000000,-55.780000,-31.133176
         01,2.000000,-55.980000,-31.653815
         01,2.000000,-56.180000,-32.167498
         01,2.000000,-56.380000,-32.673467
         01,2.000000,-56.580000,-33.170968
         01,2.000000,-56.780000,-33.659253
         01,2.000000,-56.980000,-34.137581
         01,2.000000,-57.180000,-34.605221
         01,2.000000,-57.380000,-35.061459
         01,2.000000,-57.580000,-35.505594
         01,2.000000,-57.780000,-35.936944
         01,2.000000,-57.980000,-36.354848
         01,2.000000,-58.180000,-36.758670
         01,2.000000,-58.380000,-37.147796
         01,2.000000,-58.580000,-37.521643
         01,2.000000,-58.780000,-37.879655
         01,2.000000,-58.980000,-38.221311
         01,2.000000,-59.180000,-38.546120
         01,2.000000,-59.380000,-38.853627
         01,2.000000,-59.580000,-39.143417
         01,2.000000,-59.780000,-39.415107
         01,2.000000,-59.980000,-39.668356
         01,2.000000,-60.180000,-39.902865
         01,2.000000,-60.380000,-40.118372
         01,2.000000,-60.580000,-40.314657
         01,2.000000,-60.780000,-40.491543
         01,2.000000,-60.980000,-40.648893
         01,2.000000,-61.180000,-40.786614
         01,2.000000,-61.380000,-40.904652
         01,2.000000,-61.580000,-41.002996
         01,2.000000,-61.780000,-41.081675
         01,2.000000,-61.980000,-41.140757
         01,2.000000,-62.180000,-41.180349
         01,2.000000,-62.380000,-41.200599
         01,2.000000,-62.580000,-41.201688
         01,2.000000,-62.780000,-41.183834
         01,2.000000,-62.980000,-41.147289
         01,2.000000,-63.180000,-41.092337
         01,2.000000,-63.380000,-41.019295
         01,2.000000,-63.580000,-40.928506
         01,2.000000,-63.780000,-40.820343
         01,2.000000,-63.980000,-40.695202
         01,2.000000,-64.180000,-40.553506
         01,2.000000,-64.380000,-40.395697
         01,2.000000,-64.580000,-40.222237
         01,2.000000,-64.780000,-40.033607
         01,2.000000,-64.980000,-39.830303
         01,2.000000,-65.180000,-39.612836
         01,2.000000,-65.380000,-39.381728
         01,2.000000,-65.580000,-39.137512
         01,2.000000,-65.780000,-38.880728
         01,2.000000,-65.980000,-38.611923
         01,2.000000,-66.180000,-38.331650
         01,2.000000,-66.380000,-38.040463
         01,2.000000,-66.580000,-37.738919
         01,2.000000,-66.780000,-37.427574
         01,2.000000,-66.980000,-37.106983
         01,2.000000,-67.180000,-36.777698
         01,2.000000,-67.380000,-36.440265
         01,2.000000,-67.580000,-36.095227
         01,2.000000,-67.780000,-35.743118
         01,2.000000,-67.980000,-35.384466
         01,2.000000,-68.180000,-35.019789
         01,2.000000,-68.380000,-34.649597
         01,2.000000,-68.580000,-34.274386
         01,2.000000,-68.780000,-33.894645
         01,2.000000,-68.980000,-33.510849
         01,2.000000,-69.180000,-33.123459
         01,2.000000,-69.380000,-32.732926
         01,2.000000,-69.580000,-32.339687
         01,2.000000,-69.780000,-31.944163
         01,2.000000,-69.980000,-31.546763
         01,2.000000,-70.180000,-31.147881
         01,2.000000,-70.380000,-30.747897
         01,2.000000,-70.580000,-30.347176
         01,2.000000,-70.780000,-29.946068
         01,2.000000,-70.980000,-29.544910
         01,2.000000,-71.180000,-29.144022
         01,2.000000,-71.380000,-28.743712
         01,2.000000,-71.580000,-28.344270
         01,2.000000,-71.780000,-27.945976
         01,2.000000,-71.980000,-27.549094
         01,2.000000,-72.180000,-27.153872
         01,2.000000,-72.380000,-26.760549
         01,2.000000,-72.580000,-26.369347
         01,2.000000,-72.780000,-25.980475
         01,2.000000,-72.980000,-25.594133
         01,2.000000,-73.180000,-25.210503
         01,2.000000,-73.380000,-24.829760
         01,2.000000,-73.580000,-24.452064
         01,2.000000,-73.780000,-24.077564
         01,2.000000,-73.980000,-23.706401
         01,2.000000,-74.180000,-23.338701
         01,2.000000,-74.380000,-22.974583
         01,2.000000,-74.580000,-22.614154
         01,2.000000,-74.780000,-22.257513
         01,2.000000,-74.980000,-21.904749
         01,2.000000,-75.180000,-21.555943
         01,2.000000,-75.380000,-21.211166
         01,2.000000,-75.580000,-20.870483
         01,2.000000,-75.780000,-20.533950
         01,2.000000,-75.980000,-20.201615
         01,2.000000,-76.180000,-19.873521
         01,2.000000,-76.380000,-19.549704
         01,2.000000,-76.580000,-19.230192
         01,2.000000,-76.780000,-18.915008
         01,2.000000,-76.980000,-18.604170
         01,2.000000,-77.180000,-18.297690
         01,2.000000,-77.380000,-17.995575
         01,2.000000,-77.580000,-17.697827
         01,2.000000,-77.780000,-17.404444
         01,2.000000,-77.980000,-17.115419
         01,2.000000,-78.180000,-16.830742
         01,2.000000,-78.380000,-16.550398
         01,2.000000,-78.580000,-16.274370
         01,2.000000,-78.780000,-16.002637
         01,2.000000,-78.980000,-15.735175
         01,2.000000,-79.180000,-15.471958
         01,2.000000,-79.380000,-15.212956
         01,2.000000,-79.580000,-14.958136
         01,2.000000,-79.780000,-14.707466
         01,2.000000,-79.980000,-14.460909
         01,2.000000,-80.180000,-14.218428
         01,2.000000,-80.380000,-13.979982
         01,2.000000,-80.580000,-13.745531
         01,2.000000,-80.780000,-13.515033
         01,2.000000,-80.980000,-13.288442
         01,2.000000,-81.180000,-13.065715
         01,2.000000,-81.380000,-12.846805
         01,2.000000,-81.580000,-12.631665
         01,2.000000,-81.780000,-12.420248
         01,2.000000,-81.980000,-12.212506
         01,2.000000,-82.180000,-12.008389
         01,2.000000,-82.380000,-11.807849
         01,2.000000,-82.580000,-11.610834
         01,2.000000,-82.780000,-11.417296
         01,2.000000,-82.980000,-11.227184
         01,2.000000,-83.180000,-11.040448
         01,2.000000,-83.380000,-10.857036
         01,2.000000,-83.580000,-10.676898
         01,2.000000,-83.780000,-10.499984
         01,2.000000,-83.980000,-10.326243
         01,2.000000,-84.180000,-10.155624
         01,2.000000,-84.380000,-9.988078
         01,2.000000,-84.580000,-9.823554
         01,2.000000,-84.780000,-9.662003
         01,2.000000,-84.980000,-9.503375
         01,2.000000,-85.180000,-9.347622
         01,2.000000,-85.380000,-9.194694
         01,2.000000,-85.580000,-9.044543
         01,2.000000,-85.780000,-8.897121
         01,2.000000,-85.980000,-8.752382
         01,2.000000,-86.180000,-8.610277
         01,2.000000,-86.380000,-8.470761
         01,2.000000,-86.580000,-8.333788
         01,2.000000,-86.780000,-8.199311
         01,2.000000,-86.980000,-8.067287
         01,2.000000,-87.180000,-7.937671
         01,2.000000,-87.380000,-7.810420
         01,2.000000,-87.580000,-7.685489
         01,2.000000,-87.780000,-7.562837
         01,2.000000,-87.980000,-7.442422
         01,2.000000,-88.180000,-7.324202
         01,2.000000,-88.380000,-7.208136
         01,2.000000,-88.580000,-7.094185
         01,2.000000,-88.780000,-6.982309
         01,2.000000,-88.980000,-6.872468
         01,2.000000,-89.180000,-6.764624
         01,2.000000,-89.380000,-6.658741
         01,2.000000,-89.580000,-6.554780
         01,2.000000,-89.780000,-6.452705
         01,2.000000,-89.980000,-6.352481
         01,2.000000,-90.180000,-6.254071
         02,4.000000,-29.780000,1.044993
         02,4.000000,-29.980000,1.080186
         02,4.000000,-30.180000,1.116175
         02,4.000000,-30.380000,1.152970
         02,4.000000,-30.580000,1.190582
         02,4.000000,-30.780000,1.229022
         02,4.000000,-30.980000,1.268300
         02,4.000000,-31.180000,1.308425
         02,4.000000,-31.380000,1.349406
         02,4.000000,-31.580000,1.391253
         02,4.000000,-31.780000,1.433972
         02,4.000000,-31.980000,1.477573
         02,4.000000,-32.180000,1.522060
         02,4.000000,-32.380000,1.567441
         02,4.000000,-32.580000,1.613719
         02,4.000000,-32.780000,1.660900
         02,4.000000,-32.980000,1.708985
         02,4.000000,-33.180000,1.757977
         02,4.000000,-33.380000,1.807877
         02,4.000000,-33.580000,1.858684
         02,4.000000,-33.780000,1.910395
         02,4.000000,-33.980000,1.963008
         02,4.000000,-34.180000,2.016516
         02,4.000000,-34.380000,2.070912
         02,4.000000,-34.580000,2.126188
         02,4.000000,-34.780000,2.182333
         02,4.000000,-34.980000,2.239332
         02,4.000000,-35.180000,2.297171
         02,4.000000,-35.380000,2.355830
         02,4.000000,-35.580000,2.415289
         02,4.000000,-35.780000,2.475524
         02,4.000000,-35.980000,2.536508
         02,4.000000,-36.180000,2.598210
         02,4.000000,-36.380000,2.660596
         02,4.000000,-36.580000,2.723629
         02,4.000000,-36.780000,2.787266
         02,4.000000,-36.980000,2.851463
         02,4.000000,-37.180000,2.916167
         02,4.000000,-37.380000,2.981325
         02,4.000000,-37.580000,3.046875
         02,4.000000,-37.780000,3.112752
         02,4.000000,-37.980000,3.178884
         02,4.000000,-38.180000,3.245194
         02,4.000000,-38.380000,3.311598
         02,4.000000,-38.580000,3.378005
         02,4.000000,-38.780000,3.444318
         02,4.000000,-38.980000,3.510432
         02,4.000000,-39.180000,3.576234
         02,4.000000,-39.380000,3.641602
         02,4.000000,-39.580000,3.706407
         02,4.000000,-39.780000,3.770511
         02,4.000000,-39.980000,3.833764
         02,4.000000,-40.180000,3.896009
         02,4.000000,-40.380000,3.957077
         02,4.000000,-40.580000,4.016789
         02,4.000000,-40.780000,4.074952
         02,4.000000,-40.980000,4.131366
         02,4.000000,-41.180000,4.185814
         02,4.000000,-41.380000,4.238069
         02,4.000000,-41.580000,4.287889
         02,4.000000,-41.780000,4.335020
         02,4.000000,-41.980000,4.379192
         02,4.000000,-42.180000,4.420120
         02,4.000000,-42.380000,4.457507
         02,4.000000,-42.580000,4.491035
         02,4.000000,-42.780000,4.520375
         02,4.000000,-42.980000,4.545178
         02,4.000000,-43.180000,4.565078
         02,4.000000,-43.380000,4.579693
         02,4.000000,-43.580000,4.588622
         02,4.000000,-43.780000,4.591448
         02,4.000000,-43.980000,4.587732
         02,4.000000,-44.180000,4.577018
         02,4.000000,-44.380000,4.558832
         02,4.000000,-44.580000,4.532679
         02,4.000000,-44.780000,4.498047
         02,4.000000,-44.980000,4.454402
         02,4.000000,-45.180000,4.401194
         02,4.000000,-45.380000,4.337852
         02,4.000000,-45.580000,4.263787
         02,4.000000,-45.780000,4.178391
         02,4.000000,-45.980000,4.081040
         02,4.000000,-46.180000,3.971090
         02,4.000000,-46.380000,3.847882
         02,4.000000,-46.580000,3.710742
         02,4.000000,-46.780000,3.558980
         02,4.000000,-46.980000,3.391892
         02,4.000000,-47.180000,3.208764
         02,4.000000,-47.380000,3.008869
         02,4.000000,-47.580000,2.791473
         02,4.000000,-47.780000,2.555832
         02,4.000000,-47.980000,2.301199
         02,4.000000,-48.180000,2.026824
         02,4.000000,-48.380000,1.731955
         02,4.000000,-48.580000,1.415844
         02,4.000000,-48.780000,1.077746
         02,4.000000,-48.980000,0.716927
         02,4.000000,-49.180000,0.332661
         02,4.000000,-49.380000,-0.075762
         02,4.000000,-49.580000,-0.509032
         02,4.000000,-49.780000,-0.967818
         02,4.000000,-49.980000,-1.452762
         02,4.000000,-50.180000,-1.964478
         02,4.000000,-50.380000,-2.503541
         02,4.000000,-50.580000,-3.070488
         02,4.000000,-50.780000,-3.665815
         02,4.000000,-50.980000,-4.289964
         02,4.000000,-51.180000,-4.943326
         02,4.000000,-51.380000,-5.626235
         02,4.000000,-51.580000,-6.338960
         02,4.000000,-51.780000,-7.081701
         02,4.000000,-51.980000,-7.854586
         02,4.000000,-52.180000,-8.657667
         02,4.000000,-52.380000,-9.490911
         02,4.000000,-52.580000,-10.354201
         02,4.000000,-52.780000,-11.247328
         02,4.000000,-52.980000,-12.169988
         02,4.000000,-53.180000,-13.121782
         02,4.000000,-53.380000,-14.102206
         02,4.000000,-53.580000,-15.110654
         02,4.000000,-53.780000,-16.146413
         02,4.000000,-53.980000,-17.208661
         02,4.000000,-54.180000,-18.296469
         02,4.000000,-54.380000,-19.408795
         02,4.000000,-54.580000,-20.544487
         02,4.000000,-54.780000,-21.702284
         02,4.000000,-54.980000,-22.880814
         02,4.000000,-55.180000,-24.078600
         02,4.000000,-55.380000,-25.294058
         02,4.000000,-55.580000,-26.525506
         02,4.000000,-55.780000,-27.771160
         02,4.000000,-55.980000,-29.029147
         02,4.000000,-56.180000,-30.297505
         02,4.000000,-56.380000,-31.574190
         02,4.000000,-56.580000,-32.857084
         02,4.000000,-56.780000,-34.144002
         02,4.000000,-56.980000,-35.432698
         02,4.000000,-57.180000,-36.720877
         02,4.000000,-57.380000,-38.006200
         02,4.000000,-57.580000,-39.286297
         02,4.000000,-57.780000,-40.558775
         02,4.000000,-57.980000,-41.821228
         02,4.000000,-58.180000,-43.071248
         02,4.000000,-58.380000,-44.306436
         02,4.000000,-58.580000,-45.524410
         02,4.000000,-58.780000,-46.722820
         02,4.000000,-58.980000,-47.899354
         02,4.000000,-59.180000,-49.051750
         02,4.000000,-59.380000,-50.177808
         02,4.000000,-59.580000,-51.275398
         02,4.000000,-59.780000,-52.342468
         02,4.000000,-59.980000,-53.377054
         02,4.000000,-60.180000,-54.377291
         02,4.000000,-60.380000,-55.341415
         02,4.000000,-60.580000,-56.267776
         02,4.000000,-60.780000,-57.154839
         02,4.000000,-60.980000,-58.001193
         02,4.000000,-61.180000,-58.805555
         02,4.000000,-61.380000,-59.566772
         02,4.000000,-61.580000,-60.283828
         02,4.000000,-61.780000,-60.955841
         02,4.000000,-61.980000,-61.582069
         02,4.000000,-62.180000,-62.161910
         02,4.000000,-62.380000,-62.694898
         02,4.000000,-62.580000,-63.180705
         02,4.000000,-62.780000,-63.619141
         02,4.000000,-62.980000,-64.010147
         02,4.000000,-63.180000,-64.353796
         02,4.000000,-63.380000,-64.650285
         02,4.000000,-63.580000,-64.899935
         02,4.000000,-63.780000,-65.103184
         02,4.000000,-63.980000,-65.260580
         02,4.000000,-64.180000,-65.372779
         02,4.000000,-64.380000,-65.440535
         02,4.000000,-64.580000,-65.464696
         02,4.000000,-64.780000,-65.446198
         02,4.000000,-64.980000,-65.386054
         02,4.000000,-65.180000,-65.285353
         02,4.000000,-65.380000,-65.145248
         02,4.000000,-65.580000,-64.966951
         02,4.000000,-65.780000,-64.751725
         02,4.000000,-65.980000,-64.500881
         02,4.000000,-66.180000,-64.215764
         02,4.000000,-66.380000,-63.897755
         02,4.000000,-66.580000,-63.548256
         02,4.000000,-66.780000,-63.168691
         02,4.000000,-66.980000,-62.760495
         02,4.000000,-67.180000,-62.325112
         02,4.000000,-67.380000,-61.863986
         02,4.000000,-67.580000,-61.378560
         02,4.000000,-67.780000,-60.870268
         02,4.000000,-67.980000,-60.340533
         02,4.000000,-68.180000,-59.790759
         02,4.000000,-68.380000,-59.222333
         02,4.000000,-68.580000,-58.636618
         02,4.000000,-68.780000,-58.034948
         02,4.000000,-68.980000,-57.418631
         02,4.000000,-69.180000,-56.788943
         02,4.000000,-69.380000,-56.147123
         02,4.000000,-69.580000,-55.494377
         02,4.000000,-69.780000,-54.831874
         02,4.000000,-69.980000,-54.160743
         02,4.000000,-70.180000,-53.482074
         02,4.000000,-70.380000,-52.796917
         02,4.000000,-70.580000,-52.106281
         02,4.000000,-70.780000,-51.411133
         02,4.000000,-70.980000,-50.712399
         02,4.000000,-71.180000,-50.010963
         02,4.000000,-71.380000,-49.307668
         02,4.000000,-71.580000,-48.603316
         02,4.000000,-71.780000,-47.898669
         02,4.000000,-71.980000,-47.194447
         02,4.000000,-72.180000,-46.491333
         02,4.000000,-72.380000,-45.789969
         02,4.000000,-72.580000,-45.090962
         02,4.000000,-72.780000,-44.394879
         02,4.000000,-72.980000,-43.702254
         02,4.000000,-73.180000,-43.013585
         02,4.000000,-73.380000,-42.329336
         02,4.000000,-73.580000,-41.649938
         02,4.000000,-73.780000,-40.975792
         02,4.000000,-73.980000,-40.307267
         02,4.000000,-74.180000,-39.644705
         02,4.000000,-74.380000,-38.988418
         02,4.000000,-74.580000,-38.338691
         02,4.000000,-74.780000,-37.695784
         02,4.000000,-74.980000,-37.059934
         02,4.000000,-75.180000,-36.431352
         02,4.000000,-75.380000,-35.810227
         02,4.000000,-75.580000,-35.196730
         02,4.000000,-75.780000,-34.591008
         02,4.000000,-75.980000,-33.993191
         02,4.000000,-76.180000,-33.403390
         02,4.000000,-76.380000,-32.821699
         02,4.000000,-76.580000,-32.248198
         02,4.000000,-76.780000,-31.682949
         02,4.000000,-76.980000,-31.126002
         02,4.000000,-77.180000,-30.577391
         02,4.000000,-77.380000,-30.037141
         02,4.000000,-77.580000,-29.505262
         02,4.000000,-77.780000,-28.981755
         02,4.000000,-77.980000,-28.466610
         02,4.000000,-78.180000,-27.959809
         02,4.000000,-78.380000,-27.461322
         02,4.000000,-78.580000,-26.971113
         02,4.000000,-78.780000,-26.489140
         02,4.000000,-78.980000,-26.015351
         02,4.000000,-79.180000,-25.549689
         02,4.000000,-79.380000,-25.092090
         02,4.000000,-79.580000,-24.642487
         02,4.000000,-79.780000,-24.200806
         02,4.000000,-79.980000,-23.766970
         02,4.000000,-80.180000,-23.340896
         02,4.000000,-80.380000,-22.922499
         02,4.000000,-80.580000,-22.511690
         02,4.000000,-80.780000,-22.108378
         02,4.000000,-80.980000,-21.712469
         02,4.000000,-81.180000,-21.323865
         02,4.000000,-81.380000,-20.942470
         02,4.000000,-81.580000,-20.568182
         02,4.000000,-81.780000,-20.200901
         02,4.000000,-81.980000,-19.840523
         02,4.000000,-82.180000,-19.486945
         02,4.000000,-82.380000,-19.140063
         02,4.000000,-82.580000,-18.799772
         02,4.000000,-82.780000,-18.465966
         02,4.000000,-82.980000,-18.138541
         02,4.000000,-83.180000,-17.817390
         02,4.000000,-83.380000,-17.502409
         02,4.000000,-83.580000,-17.193492
         02,4.000000,-83.780000,-16.890535
         02,4.000000,-83.980000,-16.593434
         02,4.000000,-84.180000,-16.302084
         02,4.000000,-84.380000,-16.016383
         02,4.000000,-84.580000,-15.736228
         02,4.000000,-84.780000,-15.461519
         02,4.000000,-84.980000,-15.192155
         02,4.000000,-85.180000,-14.928036
         02,4.000000,-85.380000,-14.669064
         02,4.000000,-85.580000,-14.415142
         02,4.000000,-85.780000,-14.166173
         02,4.000000,-85.980000,-13.922063
         02,4.000000,-86.180000,-13.682718
         02,4.000000,-86.380000,-13.448045
         02,4.000000,-86.580000,-13.217953
         02,4.000000,-86.780000,-12.992352
         02,4.000000,-86.980000,-12.771154
         02,4.000000,-87.180000,-12.554272
         02,4.000000,-87.380000,-12.341619
         02,4.000000,-87.580000,-12.133110
         02,4.000000,-87.780000,-11.928664
         02,4.000000,-87.980000,-11.728198
         02,4.000000,-88.180000,-11.531632
         02,4.000000,-88.380000,-11.338886
         02,4.000000,-88.580000,-11.149883
         02,4.000000,-88.780000,-10.964547
         02,4.000000,-88.980000,-10.782803
         02,4.000000,-89.180000,-10.604578
         02,4.000000,-89.380000,-10.429799
         02,4.000000,-89.580000,-10.258395
         02,4.000000,-89.780000,-10.090297
         02,4.000000,-89.980000,-9.925437
         02,4.000000,-90.180000,-9.763748
         03,6.000000,-29.780000,2.134310
         03,6.000000,-29.980000,2.201190
         03,6.000000,-30.180000,2.269883
         03,6.000000,-30.380000,2.340432
         03,6.000000,-30.580000,2.412885
         03,6.000000,-30.780000,2.487289
         03,6.000000,-30.980000,2.563691
         03,6.000000,-31.180000,2.642141
         03,6.000000,-31.380000,2.722687
         03,6.000000,-31.580000,2.805380
         03,6.000000,-31.780000,2.890270
         03,6.000000,-31.980000,2.977411
         03,6.000000,-32.180000,3.066853
         03,6.000000,-32.380000,3.158649
         03,6.000000,-32.580000,3.252855
         03,6.000000,-32.780000,3.349523
         03,6.000000,-32.980000,3.448708
         03,6.000000,-33.180000,3.550465
         03,6.000000,-33.380000,3.654850
         03,6.000000,-33.580000,3.761918
         03,6.000000,-33.780000,3.871726
         03,6.000000,-33.980000,3.984329
         03,6.000000,-34.180000,4.099783
         03,6.000000,-34.380000,4.218144
         03,6.000000,-34.580000,4.339467
         03,6.000000,-34.780000,4.463809
         03,6.000000,-34.980000,4.591224
         03,6.000000,-35.180000,4.721766
         03,6.000000,-35.380000,4.855487
         03,6.000000,-35.580000,4.992442
         03,6.000000,-35.780000,5.132680
         03,6.000000,-35.980000,5.276251
         03,6.000000,-36.180000,5.423204
         03,6.000000,-36.380000,5.573584
         03,6.000000,-36.580000,5.727434
         03,6.000000,-36.780000,5.884798
         03,6.000000,-36.980000,6.045712
         03,6.000000,-37.180000,6.210212
         03,6.000000,-37.380000,6.378331
         03,6.000000,-37.580000,6.550096
         03,6.000000,-37.780000,6.725532
         03,6.000000,-37.980000,6.904656
         03,6.000000,-38.180000,7.087484
         03,6.000000,-38.380000,7.274022
         03,6.000000,-38.580000,7.464273
         03,6.000000,-38.780000,7.658232
         03,6.000000,-38.980000,7.855887
         03,6.000000,-39.180000,8.057216
         03,6.000000,-39.380000,8.262192
         03,6.000000,-39.580000,8.470774
         03,6.000000,-39.780000,8.682915
         03,6.000000,-39.980000,8.898555
         03,6.000000,-40.180000,9.117621
         03,6.000000,-40.380000,9.340030
         03,6.000000,-40.580000,9.565683
         03,6.000000,-40.780000,9.794467
         03,6.000000,-40.980000,10.026254
         03,6.000000,-41.180000,10.260898
         03,6.000000,-41.380000,10.498237
         03,6.000000,-41.580000,10.738088
         03,6.000000,-41.780000,10.980248
         03,6.000000,-41.980000,11.224493
         03,6.000000,-42.180000,11.470577
         03,6.000000,-42.380000,11.718228
         03,6.000000,-42.580000,11.967149
         03,6.000000,-42.780000,12.217017
         03,6.000000,-42.980000,12.467478
         03,6.000000,-43.180000,12.718149
         03,6.000000,-43.380000,12.968618
         03,6.000000,-43.580000,13.218436
         03,6.000000,-43.780000,13.467122
         03,6.000000,-43.980000,13.714156
         03,6.000000,-44.180000,13.958982
         03,6.000000,-44.380000,14.201004
         03,6.000000,-44.580000,14.439585
         03,6.000000,-44.780000,14.674045
         03,6.000000,-44.980000,14.903660
         03,6.000000,-45.180000,15.127661
         03,6.000000,-45.380000,15.345230
         03,6.000000,-45.580000,15.555504
         03,6.000000,-45.780000,15.757567
         03,6.000000,-45.980000,15.950454
         03,6.000000,-46.180000,16.133150
         03,6.000000,-46.380000,16.304585
         03,6.000000,-46.580000,16.463639
         03,6.000000,-46.780000,16.609137
         03,6.000000,-46.980000,16.739851
         03,6.000000,-47.180000,16.854501
         03,6.000000,-47.380000,16.951754
         03,6.000000,-47.580000,17.030225
         03,6.000000,-47.780000,17.088480
         03,6.000000,-47.980000,17.125033
         03,6.000000,-48.180000,17.138354
         03,6.000000,-48.380000,17.126867
         03,6.000000,-48.580000,17.088956
         03,6.000000,-48.780000,17.022965
         03,6.000000,-48.980000,16.927205
         03,6.000000,-49.180000,16.799957
         03,6.000000,-49.380000,16.639478
         03,6.000000,-49.580000,16.444007
         03,6.000000,-49.780000,16.211770
         03,6.000000,-49.980000,15.940987
         03,6.000000,-50.180000,15.629882
