LINE,EAST,NRTH,res_TMI,MAG_MOD
         06,12.000000,-61.980000,-50.117167,-24.196327
         06,12.000000,-62.180000,-58.203531,-33.415504
         06,12.000000,-62.380000,-66.305714,-42.288452
         06,12.000000,-62.580000,-74.375035,-50.792776
         06,12.000000,-62.780000,-82.395066,-58.908755
         06,12.000000,-62.980000,-90.351137,-66.619459
         06,12.000000,-63.180000,-98.211267,-73.910826
         06,12.000000,-63.380000,-105.514993,-80.771705
         06,12.000000,-63.580000,-111.984113,-87.193863
         06,12.000000,-63.780000,-117.862966,-93.171958
         06,12.000000,-63.980000,-122.856416,-98.703471
         06,12.000000,-64.180000,-127.674591,-103.788613
         06,12.000000,-64.380000,-132.229855,-108.430195
         06,12.000000,-64.580000,-136.350562,-112.633473
         06,12.000000,-64.780000,-139.819434,-116.405974
         06,12.000000,-64.980000,-142.814633,-119.757297
         06,12.000000,-65.180000,-145.099324,-122.698905
         06,12.000000,-65.380000,-147.103180,-125.243907
         06,12.000000,-65.580000,-148.685783,-127.406830
         06,12.000000,-65.780000,-150.075150,-129.203401
         06,12.000000,-65.980000,-151.174660,-130.650319
         06,12.000000,-66.180000,-152.094836,-131.765043
         06,12.000000,-66.380000,-152.746013,-132.565585
         06,12.000000,-66.580000,-153.143530,-133.070317
         06,12.000000,-66.780000,-153.160559,-133.297788
         06,12.000000,-66.980000,-152.834878,-133.266562
         06,12.000000,-67.180000,-151.995134,-132.995067
         06,12.000000,-67.380000,-150.844443,-132.501461
         06,12.000000,-67.580000,-149.227331,-131.803521
         06,12.000000,-67.780000,-147.446277,-130.918542
         06,12.000000,-67.980000,-145.419307,-129.863249
         06,12.000000,-68.180000,-143.254825,-128.653738
         06,12.000000,-68.380000,-140.884074,-127.305417
         06,12.000000,-68.580000,-138.511359,-125.832965
         06,12.000000,-68.780000,-136.135695,-124.250308
         06,12.000000,-68.980000,-133.806668,-122.570600
         06,12.000000,-69.180000,-131.547597,-120.806214
         06,12.000000,-69.380000,-129.377060,-118.968746
         06,12.000000,-69.580000,-127.339325,-117.069019
         06,12.000000,-69.780000,-125.435638,-115.117101
         06,12.000000,-69.980000,-123.733025,-113.122324
         06,12.000000,-70.180000,-122.042470,-111.093303
         06,12.000000,-70.380000,-120.370003,-109.037969
         06,12.000000,-70.580000,-118.658108,-106.963594
         06,12.000000,-70.780000,-116.887070,-104.876825
         06,12.000000,-70.980000,-115.065350,-102.783711
         06,12.000000,-71.180000,-113.167607,-100.689743
         06,12.000000,-71.380000,-111.126038,-98.599880
         06,12.000000,-71.580000,-108.868729,-96.518587
         06,12.000000,-71.780000,-106.478003,-94.449865
         06,12.000000,-71.980000,-103.887152,-92.397282
         06,12.000000,-72.180000,-101.276123,-90.364005
         06,12.000000,-72.380000,-98.634827,-88.352828
         06,12.000000,-72.580000,-95.994966,-86.366203
         06,12.000000,-72.780000,-93.357259,-84.406264
         06,12.000000,-72.980000,-90.718115,-82.474852
         06,12.000000,-73.180000,-88.076815,-80.573544
         06,12.000000,-73.380000,-85.475857,-78.703670
         06,12.000000,-73.580000,-82.935414,-76.866339
         06,12.000000,-73.780000,-80.566275,-75.062456
         06,12.000000,-73.980000,-78.454092,-73.292742
         06,12.000000,-74.180000,-76.537865,-71.557750
         06,12.000000,-74.380000,-74.915569,-69.857884
         06,12.000000,-74.580000,-73.380611,-68.193411
         06,12.000000,-74.780000,-71.976657,-66.564477
         06,12.000000,-74.980000,-70.648981,-64.971119
         06,12.000000,-75.180000,-69.435720,-63.413275
         06,12.000000,-75.380000,-68.324332,-61.890798
         06,12.000000,-75.580000,-67.365752,-60.403464
         06,12.000000,-75.780000,-66.375508,-58.950981
         06,12.000000,-75.980000,-65.337769,-57.532998
         06,12.000000,-76.180000,-64.204111,-56.149113
         06,12.000000,-76.380000,-62.926575,-54.798876
         06,12.000000,-76.580000,-61.625562,-53.481803
         06,12.000000,-76.780000,-60.289335,-52.197374
         06,12.000000,-76.980000,-58.948936,-50.945042
         06,12.000000,-77.180000,-57.602279,-49.724237
         06,12.000000,-77.380000,-56.253461,-48.534370
         06,12.000000,-77.580000,-54.901400,-47.374838
         06,12.000000,-77.780000,-53.468954,-46.245024
         06,12.000000,-77.980000,-51.915930,-45.144305
         06,12.000000,-78.180000,-50.377047,-44.072050
         06,12.000000,-78.380000,-48.859375,-43.027626
         06,12.000000,-78.580000,-47.458237,-42.010398
         06,12.000000,-78.780000,-46.231897,-41.019732
         06,12.000000,-78.980000,-45.087378,-40.054996
         06,12.000000,-79.180000,-44.065588,-39.115562
         06,12.000000,-79.380000,-43.096180,-38.200807
         06,12.000000,-79.580000,-42.205343,-37.310116
         06,12.000000,-79.780000,-41.315943,-36.442879
         06,12.000000,-79.980000,-40.428698,-35.598494
         06,12.000000,-80.180000,-39.504350,-34.776372
         06,12.000000,-80.380000,-38.524349,-33.975928
         06,12.000000,-80.580000,-37.577930,-33.196591
         06,12.000000,-80.780000,-36.681887,-32.437800
         06,12.000000,-80.980000,-35.918585,-31.699003
         06,12.000000,-81.180000,-35.354397,-30.979660
         06,12.000000,-81.380000,-34.814858,-30.279245
         06,12.000000,-81.580000,-34.312293,-29.597239
         06,12.000000,-81.780000,-33.777361,-28.933138
         06,12.000000,-81.980000,-33.193878,-28.286449
         06,12.000000,-82.180000,-32.600829,-27.656689
         06,12.000000,-82.380000,-31.993431,-27.043390
         06,12.000000,-82.580000,-31.296809,-26.446092
         06,12.000000,-82.780000,-30.466353,-25.864350
         06,12.000000,-82.980000,-29.652398,-25.297727
         06,12.000000,-83.180000,-28.863196,-24.745801
         06,12.000000,-83.380000,-28.168755,-24.208158
         06,12.000000,-83.580000,-27.616454,-23.684396
         06,12.000000,-83.780000,-27.050022,-23.174126
         06,12.000000,-83.980000,-26.462392,-22.676966
         06,12.000000,-84.180000,-25.891397,-22.192547
         06,12.000000,-84.380000,-25.345356,-21.720510
         06,12.000000,-84.580000,-24.802109,-21.260506
         06,12.000000,-84.780000,-24.263055,-20.812195
         06,12.000000,-84.980000,-23.676997,-20.375247
         06,12.000000,-85.180000,-23.020431,-19.949342
         06,12.000000,-85.380000,-22.433730,-19.534169
         06,12.000000,-85.580000,-21.951825,-19.129425
         06,12.000000,-85.780000,-21.582853,-18.734818
         06,12.000000,-85.980000,-21.383280,-18.350062
         06,12.000000,-86.180000,-21.193464,-17.974882
         06,12.000000,-86.380000,-21.018283,-17.609007
         06,12.000000,-86.580000,-20.835458,-17.252178
         06,12.000000,-86.780000,-20.641170,-16.904143
         06,12.000000,-86.980000,-20.446926,-16.564654
         06,12.000000,-87.180000,-20.252750,-16.233475
         06,12.000000,-87.380000,-20.017462,-15.910374
         06,12.000000,-87.580000,-19.720508,-15.595127
         06,12.000000,-87.780000,-19.357776,-15.287517
         06,12.000000,-87.980000,-18.896377,-14.987331
         06,12.000000,-88.180000,-18.346658,-14.694365
         06,12.000000,-88.380000,-17.664459,-14.408421
         06,12.000000,-88.580000,-16.972466,-14.129305
         06,12.000000,-88.780000,-16.265779,-13.856830
         06,12.000000,-88.980000,-15.625621,-13.590815
         06,12.000000,-89.180000,-15.085256,-13.331083
         06,12.000000,-89.380000,-14.625235,-13.077464
         06,12.000000,-89.580000,-14.285729,-12.829791
         06,12.000000,-89.780000,-999999,-12.587904
         06,12.000000,-89.980000,-999999,-12.351646
         06,12.000000,-90.180000,-999999,-12.120866
         07,14.000000,-29.780000,-999999,6.989115
         07,14.000000,-29.980000,-999999,7.220614
         07,14.000000,-30.180000,-10.845582,7.460357
         07,14.000000,-30.380000,-10.807737,7.708670
         07,14.000000,-30.580000,-10.673600,7.965894
         07,14.000000,-30.780000,-10.395027,8.232385
         07,14.000000,-30.980000,-10.096490,8.508513
         07,14.000000,-31.180000,-9.768006,8.794668
         07,14.000000,-31.380000,-9.527786,9.091253
         07,14.000000,-31.580000,-9.419959,9.398691
         07,14.000000,-31.780000,-9.286773,9.717425
         07,14.000000,-31.980000,-9.115548,10.047916
         07,14.000000,-32.180000,-8.745397,10.390646
         07,14.000000,-32.380000,-8.076854,10.746119
         07,14.000000,-32.580000,-7.377945,11.114862
         07,14.000000,-32.780000,-6.633487,11.497425
         07,14.000000,-32.980000,-5.998306,11.894385
         07,14.000000,-33.180000,-5.527040,12.306343
         07,14.000000,-33.380000,-5.068346,12.733929
         07,14.000000,-33.580000,-4.628510,13.177801
         07,14.000000,-33.780000,-4.289664,13.638648
         07,14.000000,-33.980000,-4.102305,14.117191
         07,14.000000,-34.180000,-3.885489,14.614183
         07,14.000000,-34.380000,-3.624490,15.130413
         07,14.000000,-34.580000,-3.107444,15.666707
         07,14.000000,-34.780000,-2.206324,16.223928
         07,14.000000,-34.980000,-1.208953,16.802981
         07,14.000000,-35.180000,-0.067204,17.404812
         07,14.000000,-35.380000,1.200672,18.030413
         07,14.000000,-35.580000,2.657738,18.680820
         07,14.000000,-35.780000,4.024938,19.357121
         07,14.000000,-35.980000,5.257340,20.060452
         07,14.000000,-36.180000,6.138419,20.792005
         07,14.000000,-36.380000,6.492516,21.553028
         07,14.000000,-36.580000,6.802087,22.344826
         07,14.000000,-36.780000,7.044871,23.168768
         07,14.000000,-36.980000,7.330063,24.026288
         07,14.000000,-37.180000,7.678870,24.918886
         07,14.000000,-37.380000,8.158546,25.848133
         07,14.000000,-37.580000,8.834527,26.815677
         07,14.000000,-37.780000,9.857432,27.823241
         07,14.000000,-37.980000,11.400721,28.872632
         07,14.000000,-38.180000,13.023019,29.965739
         07,14.000000,-38.380000,14.763830,31.104542
         07,14.000000,-38.580000,16.318196,32.291115
         07,14.000000,-38.780000,17.592893,33.527628
         07,14.000000,-38.980000,18.965767,34.816351
         07,14.000000,-39.180000,20.485903,36.159661
         07,14.000000,-39.380000,22.231394,37.560045
         07,14.000000,-39.580000,24.314916,39.020106
         07,14.000000,-39.780000,26.451857,40.542562
         07,14.000000,-39.980000,28.668927,42.130260
         07,14.000000,-40.180000,30.886471,43.786170
         07,14.000000,-40.380000,33.104727,45.513400
         07,14.000000,-40.580000,35.340872,47.315192
         07,14.000000,-40.780000,37.603852,49.194930
         07,14.000000,-40.980000,39.965705,51.156148
         07,14.000000,-41.180000,42.475869,53.202527
         07,14.000000,-41.380000,45.189843,55.337904
         07,14.000000,-41.580000,48.209531,57.566273
         07,14.000000,-41.780000,51.404923,59.891790
         07,14.000000,-41.980000,54.863873,62.318775
         07,14.000000,-42.180000,58.361639,64.851715
         07,14.000000,-42.380000,61.917630,67.495262
         07,14.000000,-42.580000,65.450616,70.254237
         07,14.000000,-42.780000,68.949098,73.133627
         07,14.000000,-42.980000,72.474503,76.138585
         07,14.000000,-43.180000,76.040291,79.274425
         07,14.000000,-43.380000,79.791026,82.546618
         07,14.000000,-43.580000,83.819183,85.960783
         07,14.000000,-43.780000,88.065237,89.522681
         07,14.000000,-43.980000,92.638140,93.238200
         07,14.000000,-44.180000,97.448311,97.113342
         07,14.000000,-44.380000,102.614384,101.154204
         07,14.000000,-44.580000,108.157660,105.366956
         07,14.000000,-44.780000,114.266741,109.757816
         07,14.000000,-44.980000,120.748004,114.333021
         07,14.000000,-45.180000,127.787540,119.098786
         07,14.000000,-45.380000,134.887570,124.061269
         07,14.000000,-45.580000,142.078343,129.226519
         07,14.000000,-45.780000,149.015851,134.600422
         07,14.000000,-45.980000,155.573460,140.188642
         07,14.000000,-46.180000,162.155005,145.996549
         07,14.000000,-46.380000,168.772452,152.029143
         07,14.000000,-46.580000,175.867740,158.290965
         07,14.000000,-46.780000,183.679790,164.786002
         07,14.000000,-46.980000,192.358175,171.517585
         07,14.000000,-47.180000,202.336065,178.488267
         07,14.000000,-47.380000,212.894903,185.699706
         07,14.000000,-47.580000,224.325163,193.152526
         07,14.000000,-47.780000,235.809021,200.846177
         07,14.000000,-47.980000,247.373276,208.778788
         07,14.000000,-48.180000,258.960772,216.947004
         07,14.000000,-48.380000,270.583133,225.345832
         07,14.000000,-48.580000,282.182013,233.968473
         07,14.000000,-48.780000,293.745672,242.806160
         07,14.000000,-48.980000,305.951129,251.847999
         07,14.000000,-49.180000,319.119281,261.080815
         07,14.000000,-49.380000,332.447937,270.489008
         07,14.000000,-49.580000,346.017349,280.054431
         07,14.000000,-49.780000,358.808477,289.756281
         07,14.000000,-49.980000,370.432180,299.571019
         07,14.000000,-50.180000,381.252880,309.472322
         07,14.000000,-50.380000,390.869076,319.431068
         07,14.000000,-50.580000,399.715838,329.415364
         07,14.000000,-50.780000,407.408450,339.390614
         07,14.000000,-50.980000,414.687243,349.319640
         07,14.000000,-51.180000,421.345309,359.162846
         07,14.000000,-51.380000,427.740826,368.878437
         07,14.000000,-51.580000,433.742520,378.422682
         07,14.000000,-51.780000,439.560711,387.750229
         07,14.000000,-51.980000,445.103649,396.814461
         07,14.000000,-52.180000,450.349658,405.567882
         07,14.000000,-52.380000,455.150271,413.962545
         07,14.000000,-52.580000,459.677801,421.950497
         07,14.000000,-52.780000,463.795705,429.484233
         07,14.000000,-52.980000,467.515777,436.517161
         07,14.000000,-53.180000,470.639098,443.004056
         07,14.000000,-53.380000,473.043914,448.901500
         07,14.000000,-53.580000,474.370971,454.168300
         07,14.000000,-53.780000,474.855437,458.765865
         07,14.000000,-53.980000,474.076018,462.658553
         07,14.000000,-54.180000,472.649609,465.813961
         07,14.000000,-54.380000,470.252712,468.203175
         07,14.000000,-54.580000,467.481914,469.800958
         07,14.000000,-54.780000,464.150265,470.585895
         07,14.000000,-54.980000,460.436077,470.540480
         07,14.000000,-55.180000,456.148083,469.651154
         07,14.000000,-55.380000,451.327135,467.908307
         07,14.000000,-55.580000,445.706759,465.306235
         07,14.000000,-55.780000,439.535723,461.843065
         07,14.000000,-55.980000,432.538699,457.520664
         07,14.000000,-56.180000,424.985552,452.344520
         07,14.000000,-56.380000,416.598223,446.323617
         07,14.000000,-56.580000,407.432390,439.470303
         07,14.000000,-56.780000,397.098803,431.800155
         07,14.000000,-56.980000,386.024914,423.331848
         07,14.000000,-57.180000,373.840572,414.087027
         07,14.000000,-57.380000,361.190252,404.090186
         07,14.000000,-57.580000,347.840963,393.368551
         07,14.000000,-57.780000,334.214532,381.951970
         07,14.000000,-57.980000,320.172387,369.872809
         07,14.000000,-58.180000,305.698040,357.165852
         07,14.000000,-58.380000,290.575390,343.868199
         07,14.000000,-58.580000,274.640908,330.019169
         07,14.000000,-58.780000,257.488679,315.660204
         07,14.000000,-58.980000,240.285543,300.834766
         07,14.000000,-59.180000,223.006048,285.588227
         07,14.000000,-59.380000,206.245846,269.967766
         07,14.000000,-59.580000,190.264584,254.022242
         07,14.000000,-59.780000,174.505398,237.802064
         07,14.000000,-59.980000,159.079327,221.359043
         07,14.000000,-60.180000,143.982623,204.746231
         07,14.000000,-60.380000,129.379969,188.017732
         07,14.000000,-60.580000,115.286978,171.228492
         07,14.000000,-60.780000,101.958479,154.434059
         07,14.000000,-60.980000,89.514881,137.690316
         07,14.000000,-61.180000,78.398636,121.053174
         07,14.000000,-61.380000,67.239095,104.578244
         07,14.000000,-61.580000,56.014609,88.320463
         07,14.000000,-61.780000,44.096076,72.333707
         07,14.000000,-61.980000,31.136472,56.670372
         07,14.000000,-62.180000,18.151703,41.380941
         07,14.000000,-62.380000,5.129187,26.513548
         07,14.000000,-62.580000,-7.865824,12.113532
         07,14.000000,-62.780000,-20.819579,-1.776978
         07,14.000000,-62.980000,-33.723191,-15.119467
         07,14.000000,-63.180000,-46.551588,-27.879402
         07,14.000000,-63.380000,-58.850789,-40.026543
         07,14.000000,-63.580000,-70.356195,-51.535213
         07,14.000000,-63.780000,-81.204456,-62.384492
         07,14.000000,-63.980000,-91.067001,-72.558348
         07,14.000000,-64.180000,-100.438619,-82.045693
         07,14.000000,-64.380000,-109.073846,-90.840362
         07,14.000000,-64.580000,-116.907800,-98.941016
         07,14.000000,-64.780000,-123.539846,-106.350981
         07,14.000000,-64.980000,-129.466596,-113.078008
         07,14.000000,-65.180000,-134.335401,-119.133987
         07,14.000000,-65.380000,-138.771726,-124.534601
         07,14.000000,-65.580000,-142.559331,-129.298945
         07,14.000000,-65.780000,-146.051733,-133.449110
         07,14.000000,-65.980000,-149.101332,-137.009757
         07,14.000000,-66.180000,-151.877637,-140.007671
         07,14.000000,-66.380000,-154.244000,-142.471331
         07,14.000000,-66.580000,-156.241080,-144.430474
         07,14.000000,-66.780000,-157.684233,-145.915696
         07,14.000000,-66.980000,-158.738519,-146.958067
         07,14.000000,-67.180000,-159.209505,-147.588781
         07,14.000000,-67.380000,-159.334442,-147.838841
         07,14.000000,-67.580000,-158.940308,-147.738779
         07,14.000000,-67.780000,-158.136667,-147.318416
         07,14.000000,-67.980000,-156.718767,-146.606660
         07,14.000000,-68.180000,-154.909323,-145.631340
         07,14.000000,-68.380000,-152.512564,-144.419073
         07,14.000000,-68.580000,-150.124521,-142.995165
         07,14.000000,-68.780000,-147.749551,-141.383544
         07,14.000000,-68.980000,-145.475784,-139.606716
         07,14.000000,-69.180000,-143.353821,-137.685743
         07,14.000000,-69.380000,-141.264700,-135.640247
         07,14.000000,-69.580000,-139.224844,-133.488424
         07,14.000000,-69.780000,-137.280576,-131.247075
         07,14.000000,-69.980000,-135.479687,-128.931653
         07,14.000000,-70.180000,-133.686926,-126.556307
         07,14.000000,-70.380000,-131.906355,-124.133945
         07,14.000000,-70.580000,-130.064049,-121.676297
         07,14.000000,-70.780000,-128.129139,-119.193977
         07,14.000000,-70.980000,-126.124269,-116.696552
         07,14.000000,-71.180000,-124.014459,-114.192612
         07,14.000000,-71.380000,-121.729407,-111.689833
         07,14.000000,-71.580000,-119.181490,-109.195046
         07,14.000000,-71.780000,-116.468449,-106.714302
         07,14.000000,-71.980000,-113.507722,-104.252930
         07,14.000000,-72.180000,-110.389317,-101.815597
         07,14.000000,-72.380000,-107.034398,-99.406368
         07,14.000000,-72.580000,-103.686607,-97.028754
         07,14.000000,-72.780000,-100.349510,-94.685763
         07,14.000000,-72.980000,-97.203902,-92.379948
         07,14.000000,-73.180000,-94.345526,-90.113449
         07,14.000000,-73.380000,-91.585925,-87.888032
         07,14.000000,-73.580000,-88.974486,-85.705131
         07,14.000000,-73.780000,-86.413933,-83.565874
         07,14.000000,-73.980000,-83.929707,-81.471124
         07,14.000000,-74.180000,-81.669929,-79.421501
         07,14.000000,-74.380000,-79.746826,-77.417412
         07,14.000000,-74.580000,-78.059027,-75.459074
         07,14.000000,-74.780000,-76.724184,-73.546535
         07,14.000000,-74.980000,-75.400447,-71.679697
         07,14.000000,-75.180000,-74.093368,-69.858332
         07,14.000000,-75.380000,-72.780353,-68.082098
         07,14.000000,-75.580000,-71.458434,-66.350555
         07,14.000000,-75.780000,-70.136847,-64.663180
         07,14.000000,-75.980000,-68.815756,-63.019374
         07,14.000000,-76.180000,-67.479041,-61.418481
         07,14.000000,-76.380000,-66.118887,-59.859790
         07,14.000000,-76.580000,-64.723774,-58.342546
         07,14.000000,-76.780000,-63.276220,-56.865961
         07,14.000000,-76.980000,-61.762672,-55.429217
         07,14.000000,-77.180000,-60.150130,-54.031476
         07,14.000000,-77.380000,-58.503973,-52.671881
         07,14.000000,-77.580000,-56.807390,-51.349564
         07,14.000000,-77.780000,-55.064239,-50.063651
         07,14.000000,-77.980000,-53.251235,-48.813262
         07,14.000000,-78.180000,-51.446403,-47.597519
         07,14.000000,-78.380000,-49.653830,-46.415545
         07,14.000000,-78.580000,-48.025662,-45.266469
         07,14.000000,-78.780000,-46.644105,-44.149429
         07,14.000000,-78.980000,-45.400942,-43.063568
         07,14.000000,-79.180000,-44.365372,-42.008044
         07,14.000000,-79.380000,-43.431853,-40.982027
         07,14.000000,-79.580000,-42.651410,-39.984698
         07,14.000000,-79.780000,-41.874291,-39.015255
         07,14.000000,-79.980000,-41.102160,-38.072910
         07,14.000000,-80.180000,-40.195527,-37.156891
         07,14.000000,-80.380000,-39.087140,-36.266444
         07,14.000000,-80.580000,-37.992860,-35.400829
         07,14.000000,-80.780000,-36.919740,-34.559326
         07,14.000000,-80.980000,-36.057958,-33.741231
         07,14.000000,-81.180000,-35.513185,-32.945857
         07,14.000000,-81.380000,-34.979590,-32.172535
         07,14.000000,-81.580000,-34.462761,-31.420613
         07,14.000000,-81.780000,-33.789793,-30.689458
         07,14.000000,-81.980000,-32.882616,-29.978452
         07,14.000000,-82.180000,-31.980634,-29.286995
         07,14.000000,-82.380000,-31.086444,-28.614504
         07,14.000000,-82.580000,-30.236175,-27.960411
         07,14.000000,-82.780000,-29.451785,-27.324168
         07,14.000000,-82.980000,-28.676185,-26.705239
         07,14.000000,-83.180000,-27.913769,-26.103106
         07,14.000000,-83.380000,-27.235702,-25.517265
         07,14.000000,-83.580000,-26.684158,-24.947229
         07,14.000000,-83.780000,-26.147472,-24.392522
         07,14.000000,-83.980000,-25.633072,-23.852688
         07,14.000000,-84.180000,-24.946415,-23.327279
         07,14.000000,-84.380000,-24.001370,-22.815866
         07,14.000000,-84.580000,-23.074434,-22.318028
         07,14.000000,-84.780000,-22.174660,-21.833362
         07,14.000000,-84.980000,-21.438949,-21.361474
         07,14.000000,-85.180000,-20.949332,-20.901985
         07,14.000000,-85.380000,-20.530806,-20.454525
         07,14.000000,-85.580000,-20.218916,-20.018737
         07,14.000000,-85.780000,-19.977093,-19.594275
         07,14.000000,-85.980000,-19.840369,-19.180806
         07,14.000000,-86.180000,-19.688320,-18.778004
         07,14.000000,-86.380000,-19.513281,-18.385554
         07,14.000000,-86.580000,-19.281106,-18.003154
         07,14.000000,-86.780000,-18.963226,-17.630508
         07,14.000000,-86.980000,-18.648120,-17.267331
         07,14.000000,-87.180000,-18.337177,-16.913346
         07,14.000000,-87.380000,-18.038125,-16.568287
         07,14.000000,-87.580000,-17.756907,-16.231894
         07,14.000000,-87.780000,-17.465564,-15.903916
         07,14.000000,-87.980000,-17.159032,-15.584110
         07,14.000000,-88.180000,-16.819873,-15.272241
         07,14.000000,-88.380000,-16.431772,-14.968081
         07,14.000000,-88.580000,-16.024897,-14.671410
         07,14.000000,-88.780000,-15.589861,-14.382013
         07,14.000000,-88.980000,-15.045109,-14.099683
         07,14.000000,-89.180000,-14.335785,-13.824221
         07,14.000000,-89.380000,-13.666035,-13.555431
         07,14.000000,-89.580000,-13.055649,-13.293126
         07,14.000000,-89.780000,-999999,-13.037124
         07,14.000000,-89.980000,-999999,-12.787247
         07,14.000000,-90.180000,-999999,-12.543325
         08,16.000000,-29.780000,-999999,7.919674
         08,16.000000,-29.980000,-999999,8.185343
         08,16.000000,-30.180000,-9.024534,8.460736
         08,16.000000,-30.380000,-8.870670,8.746253
         08,16.000000,-30.580000,-8.760389,9.042311
         08,16.000000,-30.780000,-8.715481,9.349347
         08,16.000000,-30.980000,-8.685757,9.667820
         08,16.000000,-31.180000,-8.678809,9.998206
         08,16.000000,-31.380000,-8.645846,10.341009
         08,16.000000,-31.580000,-8.573860,10.696751
         08,16.000000,-31.780000,-8.469191,11.065983
         08,16.000000,-31.980000,-8.315498,11.449278
         08,16.000000,-32.180000,-7.910994,11.847239
         08,16.000000,-32.380000,-7.130275,12.260497
         08,16.000000,-32.580000,-6.328184,12.689713
         08,16.000000,-32.780000,-5.494035,13.135579
         08,16.000000,-32.980000,-4.874544,13.598822
         08,16.000000,-33.180000,-4.577039,14.080202
         08,16.000000,-33.380000,-4.283966,14.580518
         08,16.000000,-33.580000,-3.997540,15.100608
         08,16.000000,-33.780000,-3.675118,15.641348
         08,16.000000,-33.980000,-3.298700,16.203660
         08,16.000000,-34.180000,-2.817126,16.788510
         08,16.000000,-34.380000,-2.177818,17.396914
         08,16.000000,-34.580000,-1.305430,18.029935
         08,16.000000,-34.780000,-0.083422,18.688692
         08,16.000000,-34.980000,1.193924,19.374358
         08,16.000000,-35.180000,2.554275,20.088167
         08,16.000000,-35.380000,3.826740,20.831412
         08,16.000000,-35.580000,4.967374,21.605455
         08,16.000000,-35.780000,6.051204,22.411725
         08,16.000000,-35.980000,7.049828,23.251723
         08,16.000000,-36.180000,7.932199,24.127028
         08,16.000000,-36.380000,8.640194,25.039299
         08,16.000000,-36.580000,9.324318,25.990281
         08,16.000000,-36.780000,9.972639,26.981807
         08,16.000000,-36.980000,10.665647,28.015807
         08,16.000000,-37.180000,11.425685,29.094306
         08,16.000000,-37.380000,12.268920,30.219440
         08,16.000000,-37.580000,13.236949,31.393450
         08,16.000000,-37.780000,14.391149,32.618697
         08,16.000000,-37.980000,15.824607,33.897662
         08,16.000000,-38.180000,17.333007,35.232958
         08,16.000000,-38.380000,18.953822,36.627331
         08,16.000000,-38.580000,20.478191,38.083671
         08,16.000000,-38.780000,21.857888,39.605018
         08,16.000000,-38.980000,23.308336,41.194571
         08,16.000000,-39.180000,24.864908,42.855695
         08,16.000000,-39.380000,26.729523,44.591928
         08,16.000000,-39.580000,29.056203,46.406993
         08,16.000000,-39.780000,31.548652,48.304805
         08,16.000000,-39.980000,34.289753,50.289478
         08,16.000000,-40.180000,37.068005,52.365341
         08,16.000000,-40.380000,39.901981,54.536941
         08,16.000000,-40.580000,42.824655,56.809057
         08,16.000000,-40.780000,45.880375,59.186709
         08,16.000000,-40.980000,49.083858,61.675168
         08,16.000000,-41.180000,52.508987,64.279966
         08,16.000000,-41.380000,56.045265,67.006907
         08,16.000000,-41.580000,59.748268,69.862079
         08,16.000000,-41.780000,63.534863,72.851859
         08,16.000000,-41.980000,67.446847,75.982926
         08,16.000000,-42.180000,71.483470,79.262269
         08,16.000000,-42.380000,75.707053,82.697195
         08,16.000000,-42.580000,80.147993,86.295336
         08,16.000000,-42.780000,84.914969,90.064652
         08,16.000000,-42.980000,89.844536,94.013441
         08,16.000000,-43.180000,95.017990,98.150336
         08,16.000000,-43.380000,100.319499,102.484303
         08,16.000000,-43.580000,105.813091,107.024645
         08,16.000000,-43.780000,111.512350,111.780988
         08,16.000000,-43.980000,117.520113,116.763273
         08,16.000000,-44.180000,123.857489,121.981740
         08,16.000000,-44.380000,130.689284,127.446908
         08,16.000000,-44.580000,138.081583,133.169543
         08,16.000000,-44.780000,146.314638,139.160629
         08,16.000000,-44.980000,155.009247,145.431319
         08,16.000000,-45.180000,164.396187,151.992886
         08,16.000000,-45.380000,173.897855,158.856655
         08,16.000000,-45.580000,183.571614,166.033932
         08,16.000000,-45.780000,193.194772,173.535909
         08,16.000000,-45.980000,202.742029,181.373565
         08,16.000000,-46.180000,212.371896,189.557543
         08,16.000000,-46.380000,222.125680,198.098010
         08,16.000000,-46.580000,232.174185,207.004508
         08,16.000000,-46.780000,242.664770,216.285770
         08,16.000000,-46.980000,254.208551,225.949528
         08,16.000000,-47.180000,267.332124,236.002295
         08,16.000000,-47.380000,281.837701,246.449124
         08,16.000000,-47.580000,298.416284,257.293355
         08,16.000000,-47.780000,315.244568,268.536332
         08,16.000000,-47.980000,332.447403,280.177112
         08,16.000000,-48.180000,349.376196,292.212158
         08,16.000000,-48.380000,365.893927,304.635023
         08,16.000000,-48.580000,382.506726,317.436028
         08,16.000000,-48.780000,399.262128,330.601953
         08,16.000000,-48.980000,416.766150,344.115725
         08,16.000000,-49.180000,435.393103,357.956146
         08,16.000000,-49.380000,454.117035,372.097637
         08,16.000000,-49.580000,472.986435,386.510037
         08,16.000000,-49.780000,490.926672,401.158455
         08,16.000000,-49.980000,507.473166,416.003189
         08,16.000000,-50.180000,523.123230,430.999723
         08,16.000000,-50.380000,537.428650,446.098820
         08,16.000000,-50.580000,550.912097,461.246708
         08,16.000000,-50.780000,563.162585,476.385365
         08,16.000000,-50.980000,574.598352,491.452913
         08,16.000000,-51.180000,584.812036,506.384113
         08,16.000000,-51.380000,594.426257,521.110951
         08,16.000000,-51.580000,603.141284,535.563313
         08,16.000000,-51.780000,611.528039,549.669717
         08,16.000000,-51.980000,619.422387,563.358108
