LINE,EAST,NRTH,Bx,By,Bz,Bm
         03,-900.000000,-200.000000,-0.179352,-1.144875,-0.012989,-0.996814
         03,-900.000000,-250.000000,-0.025144,-1.094200,0.043561,-1.011683
         03,-900.000000,-300.000000,0.112753,-1.024653,0.093571,-1.002456
         03,-900.000000,-350.000000,0.231597,-0.941116,0.136078,-0.972562
         03,-900.000000,-400.000000,0.330102,-0.848513,0.170680,-0.926053
         03,-900.000000,-450.000000,0.408261,-0.751418,0.197456,-0.867174
         03,-900.000000,-500.000000,0.467083,-0.653782,0.216866,-0.800003
         03,-900.000000,-550.000000,0.508295,-0.558797,0.229632,-0.728199
         03,-900.000000,-600.000000,0.534057,-0.468850,0.236623,-0.654851
         03,-900.000000,-650.000000,0.546717,-0.385572,0.238770,-0.582421
         03,-900.000000,-700.000000,0.548618,-0.309936,0.236987,-0.512757
         03,-900.000000,-750.000000,0.541970,-0.242371,0.232125,-0.447146
         03,-900.000000,-800.000000,0.528761,-0.182889,0.224947,-0.386405
         03,-900.000000,-850.000000,0.510719,-0.131201,0.216107,-0.330960
         03,-900.000000,-900.000000,0.489301,-0.086820,0.206152,-0.280947
         03,-900.000000,-950.000000,0.465703,-0.049136,0.195528,-0.236280
         03,-900.000000,-1000.000000,0.440882,-0.017481,0.184588,-0.196726
         04,-850.000000,1000.000000,-0.599288,0.483507,-0.221435,0.687755
         04,-850.000000,950.000000,-0.664826,0.493561,-0.246102,0.723418
         04,-850.000000,900.000000,-0.736415,0.499103,-0.273075,0.757345
         04,-850.000000,850.000000,-0.814030,0.498761,-0.302342,0.788256
         04,-850.000000,800.000000,-0.897392,0.490944,-0.333799,0.814564
         04,-850.000000,750.000000,-0.985880,0.473851,-0.367206,0.834355
         04,-850.000000,700.000000,-1.078430,0.445515,-0.402150,0.845377
         04,-850.000000,650.000000,-1.173427,0.403877,-0.438004,0.845072
         04,-850.000000,600.000000,-1.268604,0.346905,-0.473884,0.830643
         04,-850.000000,550.000000,-1.360960,0.272776,-0.508615,0.799187
         04,-850.000000,500.000000,-1.446725,0.180106,-0.540718,0.747897
         04,-850.000000,450.000000,-1.521403,0.068240,-0.568418,0.674345
         04,-850.000000,400.000000,-1.579917,-0.062433,-0.589710,0.576830
         04,-850.000000,350.000000,-1.616893,-0.210174,-0.602461,0.454783
         04,-850.000000,300.000000,-1.627083,-0.371657,-0.604586,0.309149
         04,-850.000000,250.000000,-1.605915,-0.541873,-0.594265,0.142709
         04,-850.000000,200.000000,-1.550114,-0.714242,-0.570203,-0.039777
         04,-850.000000,150.000000,-1.458306,-0.880988,-0.531872,-0.231667
         04,-850.000000,100.000000,-1.331476,-1.033760,-0.479708,-0.424827
         04,-850.000000,50.000000,-1.173177,-1.164463,-0.415190,-0.610312
         04,-850.000000,-0.000000,-0.989393,-1.266145,-0.340792,-0.779241
         04,-850.000000,-50.000000,-0.788049,-1.333802,-0.259768,-0.923749
         04,-850.000000,-100.000000,-0.578232,-1.364939,-0.175833,-1.037818
         04,-850.000000,-150.000000,-0.369253,-1.359766,-0.092766,-1.117853
         04,-850.000000,-200.000000,-0.169721,-1.321026,-0.014034,-1.162888
         04,-850.000000,-250.000000,0.013207,-1.253489,0.057523,-1.174433
         04,-850.000000,-300.000000,0.174306,-1.163250,0.119875,-1.156016
         04,-850.000000,-350.000000,0.310451,-1.056966,0.171861,-1.112544
         04,-850.000000,-400.000000,0.420506,-0.941175,0.213132,-1.049625
         04,-850.000000,-450.000000,0.505015,-0.821763,0.244016,-0.972947
         04,-850.000000,-500.000000,0.565787,-0.703639,0.265337,-0.887804
         04,-850.000000,-550.000000,0.605455,-0.590588,0.278236,-0.798783
         04,-850.000000,-600.000000,0.627079,-0.485279,0.284003,-0.709613
         04,-850.000000,-650.000000,0.633827,-0.389381,0.283956,-0.623132
         04,-850.000000,-700.000000,0.628742,-0.303722,0.279342,-0.541347
         04,-850.000000,-750.000000,0.614588,-0.228481,0.271286,-0.465550
         04,-850.000000,-800.000000,0.593778,-0.163362,0.260757,-0.396451
         04,-850.000000,-850.000000,0.568341,-0.107755,0.248567,-0.334307
         04,-850.000000,-900.000000,0.539936,-0.060858,0.235371,-0.279048
         04,-850.000000,-950.000000,0.509880,-0.021774,0.221684,-0.230380
         04,-850.000000,-1000.000000,0.479190,0.010411,0.207902,-0.187865
         05,-800.000000,1000.000000,-0.620389,0.549207,-0.247840,0.760247
         05,-800.000000,950.000000,-0.692928,0.565955,-0.277279,0.805293
         05,-800.000000,900.000000,-0.773056,0.578378,-0.309841,0.849434
         05,-800.000000,850.000000,-0.860982,0.584887,-0.345617,0.891287
         05,-800.000000,800.000000,-0.956652,0.583585,-0.384593,0.929078
         05,-800.000000,750.000000,-1.059641,0.572258,-0.426601,0.960582
         05,-800.000000,700.000000,-1.169011,0.548397,-0.471263,0.983099
         05,-800.000000,650.000000,-1.283163,0.509269,-0.517923,0.993446
         05,-800.000000,600.000000,-1.399670,0.452045,-0.565579,0.988015
