Scan started at 15:03:10 24/07/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0386963	-0.0285645	373.968	0.195622	0.00351416	0.00308756	12.0845	0	-31015.8	-30663.4	-25606.3	0.195622	1063.49	1055.76	932.089	
0.00499208	-0.0371704	-0.0236206	373.958	0.293434	0.00531204	0.00442281	24.727	0.00499208	-31031.7	-30587.6	-25645.5	0.293434	2276.32	2269.98	2020.68	
0.00998416	-0.0441895	-0.0286458	373.958	0.391245	0.00257865	0.00247146	11.4477	0.00998416	-30965.3	-30650.5	-25662.8	0.391245	1031.12	1031.65	911.336	
0.0149762	-0.0512085	-0.0348206	373.957	0.489056	0.00289275	0.00234179	14.927	0.0149762	-30923.2	-30719.6	-25652.2	0.489056	1366.51	1363.54	1209.77	
0.0199683	-0.0530396	-0.0357361	373.955	0.586867	0.00149177	0.00107338	10.9329	0.0199683	-30921.2	-30719	-25652.2	0.586867	993.629	988.563	871.056	
0.0249604	-0.0523377	-0.0369568	373.955	0.684678	0.00165803	0.00127952	10.7461	0.0249604	-30920.7	-30717.2	-25652.3	0.684678	977.985	975.468	859.108	
0.0299525	-0.0498657	-0.0344238	373.954	0.782489	0.00151948	0.00122048	10.2863	0.0299525	-30920.7	-30714.8	-25652.8	0.782489	934.808	931.266	822.941	
0.0349446	-0.0484009	-0.0334473	373.954	0.880301	0.00127836	0.000880241	8.43131	0.0349446	-30919.3	-30714.1	-25653.2	0.880301	761.387	758.272	666.501	
0.0399366	-0.0444031	-0.0327454	373.954	0.978112	0.00240442	0.00218072	9.50438	0.0399366	-30917.9	-30714.8	-25653.7	0.978112	864.478	861.951	759.741	
0.0449287	-0.0430908	-0.0314941	373.956	1.07592	0.00205224	0.00199332	6.94578	0.0449287	-30918	-30713.2	-25653.5	1.07592	625.164	619.857	543.212	
0.0499208	-0.0465088	-0.0365906	373.954	1.17373	0.00184057	0.0017659	8.60029	0.0499208	-30917.5	-30711.9	-25653.8	1.17373	782.026	780.164	687.642	
0.0549129	-0.0474854	-0.0414734	373.951	1.27155	0.00139326	0.00125403	5.89669	0.0549129	-30915.9	-30711.8	-25654.8	1.27155	529.68	524.193	458.281	
0.059905	-0.0493164	-0.0423584	373.95	1.36936	0.00211764	0.00214648	7.60065	0.059905	-30915.2	-30712.5	-25655.6	1.36936	691.447	688.647	607.493	
0.064897	-0.052002	-0.0429077	373.948	1.46717	0.00127029	0.00113296	5.1142	0.064897	-30915.6	-30712	-25655.4	1.46717	458.233	454.177	397.549	
0.0698891	-0.0510254	-0.043335	373.945	1.56498	0.00158409	0.00132719	6.52362	0.0698891	-30916.3	-30710.3	-25655.8	1.56498	592.426	593.154	521.427	
0.0748812	-0.0514221	-0.0378418	373.949	1.66279	0.00140599	0.0011692	4.49559	0.0748812	-30916.5	-30709.9	-25655.8	1.66279	405.165	400.595	350.707	
