Scan started at 17:46:23 01/03/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0501709	-0.0445557	378.682	0.195622	0.014381	0.013874	51.4312	0	-31641.9	-29805.2	-25755.3	0.195622	4830.57	4620.07	4151.57	
0.00499208	-0.0499878	-0.0437012	378.674	0.293434	0.0085966	0.00824147	24.7805	0.00499208	-31542.9	-29827.3	-25807.8	0.293434	2321.85	2220.81	1995.43	
0.00998416	-0.0496826	-0.0409342	378.681	0.391245	0.010147	0.0100928	10.1406	0.00998416	-31455.6	-29936.4	-25830.1	0.391245	942.26	901.382	810.872	
0.0149762	-0.052002	-0.0429688	378.68	0.489056	0.00417329	0.00385463	14.8567	0.0149762	-31459.5	-29977.7	-25814.2	0.489056	1392.15	1333.46	1197.67	
0.0199683	-0.0508728	-0.0408936	378.68	0.586867	0.00498352	0.00480625	14.5459	0.0199683	-31458.9	-29978	-25814	0.586867	1365.35	1305.62	1172.98	
0.0249604	-0.0462341	-0.0335388	378.686	0.684678	0.0054697	0.00521364	10.6106	0.0249604	-31458.4	-29978.4	-25814.2	0.684678	995.396	951.468	855.145	
0.0299525	-0.0479736	-0.0366516	378.682	0.782489	0.00349237	0.00338156	9.27907	0.0299525	-31459.7	-29978	-25814.2	0.782489	870.557	832.905	748.529	
0.0349446	-0.0471497	-0.0348511	378.683	0.880301	0.00401254	0.00390912	8.25677	0.0349446	-31459.9	-29978.8	-25814.5	0.880301	774.532	739.79	664.807	
0.0399366	-0.045929	-0.0377808	378.684	0.978112	0.00248818	0.00260598	5.85339	0.0399366	-31460.6	-29979.1	-25814.7	0.978112	547.742	523.185	469.968	
0.0449287	-0.0484619	-0.0436707	378.679	1.07592	0.00421857	0.00419199	6.75109	0.0449287	-31461	-29979	-25814.8	1.07592	633.408	605.406	544.277	
0.0499208	-0.0470276	-0.0432739	378.681	1.17373	0.00268017	0.00260252	8.0775	0.0499208	-31461.2	-29978.5	-25814.9	1.17373	758.73	725.046	651.611	
0.0549129	-0.044342	-0.0474243	378.688	1.27155	0.00302109	0.00277321	5.72203	0.0549129	-31460.4	-29978.2	-25814.1	1.27155	535.954	512.641	460.196	
0.059905	-0.0446167	-0.045166	378.685	1.36936	0.00284359	0.00297436	1.53317	0.059905	-31458.5	-29978.8	-25814.1	1.36936	137.357	131.574	118.001	
0.064897	-0.0466003	-0.0447693	378.686	1.46717	0.00381506	0.00394058	4.95199	0.064897	-31458.9	-29978.2	-25814.4	1.46717	464.404	444.116	399.152	
0.0698891	-0.0424194	-0.0388184	378.688	1.56498	0.00217104	0.00220048	6.55841	0.0698891	-31460	-29977.4	-25814.2	1.56498	615.869	588.898	528.947	
0.0748812	-0.0433044	-0.0335693	378.684	1.66279	0.00279085	0.00275734	4.37451	0.0748812	-31459.9	-29978.6	-25814.6	1.66279	410.042	391.845	351.912	
0.0798733	-0.0423889	-0.0328064	378.685	1.7606	0.00392019	0.003753	1.18069	0.0798733	-31458.5	-29979.2	-25814.7	1.7606	106.808	102.109	92.101	
0.0848654	-0.0447693	-0.032959	378.696	1.85841	0.00425154	0.00421517	3.91315	0.0848654	-31459.1	-29978.6	-25814.1	1.85841	366.967	350.471	314.913	
0.0898574	-0.0508423	-0.0388489	378.69	1.95622	0.00183878	0.00196893	4.85092	0.0898574	-31459.4	-29977.4	-25813.4	1.95622	455.367	435.211	390.819	
0.0948495	-0.0507813	-0.0412903	378.687	2.05403	0.00350281	0.00354995	3.539	0.0948495	-31460	-29976.3	-25813.1	2.05403	331.762	317.307	285.042	
0.0998416	-0.0503845	-0.0469971	378.689	2.15185	0.00465097	0.00467675	2.65976	0.0998416	-31460.3	-29976.3	-25813.3	2.15185	249.002	237.714	213.74	
0.104834	-0.0462952	-0.0452881	378.678	2.24966	0.00444966	0.00440745	3.23541	0.104834	-31460.9	-29975.5	-25813.6	2.24966	302.99	289.81	260.056	
