 index dobs regional res_data x y z
58 2901 -109.77063542649273 -47.32047188042028 -62.45016354607245 950.0770374499261 -4634.405631446862 -213.13
59 2902 -104.49257842809993 -47.205700605409035 -57.2868778226909 1048.0770374499261 -4632.405631446862 -220.21000000000004
60 2903 -103.17812034101672 -47.09126177010153 -56.08685857091519 1146.0770374499261 -4631.405631446862 -228.3599999999999
61 2904 -107.54832134865687 -46.97682293479403 -60.57149841386284 1244.0770374499261 -4630.405631446862 -233.79999999999995
62 2905 -97.27562594160568 -46.862716539190274 -50.41290940241541 1342.0770374499261 -4630.405631446862 -238.5999999999999
63 2906 -99.39041349723142 -46.750106934265816 -52.640306562965606 1439.0770374499261 -4631.405631446862 -245.3599999999999
64 2907 -104.1173075183604 -46.6363329783658 -57.480974539994605 1537.0770374499261 -4632.405631446862 -250.71000000000004
65 2908 -100.21260054312577 -46.523390933737595 -53.68920960938818 1634.0770374499261 -4632.405631446862 -256.18000000000006
66 2909 -92.58720134081668 -46.41161324008494 -46.17558810073174 1730.0770374499261 -4632.405631446862 -261.79999999999995
67 2910 -92.39696546398156 -46.29983554643228 -46.09712991754928 1826.0770374499261 -4632.405631446862 -267.0799999999999
68 2911 -103.24835396887876 -46.18855732434767 -57.05979664453109 1921.0770374499261 -4630.405631446862 -272.9200000000001
69 2912 -95.1997155119986 -46.07727910226307 -49.122436409735535 2016.0770374499261 -4628.405631446862 -277.56999999999994
70 2913 -87.42475862197273 -45.96716523115401 -41.457593390818715 2110.077037449926 -4626.405631446862 -282.52
71 2914 -83.81412038422796 -45.85538753750136 -37.958732846726605 2206.077037449926 -4626.405631446862 -287.22
72 2915 -93.32364596027449 -45.7444417551205 -47.57920420515399 2301.077037449926 -4625.405631446862 -290.8699999999999
73 2916 -89.37176876953147 -45.63299650117158 -43.73877226835989 2397.077037449926 -4626.405631446862 -294.0899999999999
74 2917 -84.78920760712275 -45.52005445654338 -39.26915315057937 2494.077037449926 -4626.405631446862 -297.26
75 2918 -87.30032897416359 -45.408276762890715 -41.892052211272876 2590.077037449926 -4626.405631446862 -300.78999999999996
76 2919 -78.13871937482439 -45.29533471826251 -32.84338465656188 2687.077037449926 -4626.405631446862 -306.3900000000001
77 2920 -82.24889217344267 -45.1838894643136 -37.06500270912907 2783.077037449926 -4627.405631446862 -312.78
78 2921 -74.31773929378724 -45.071279859389136 -29.246459434398105 2880.077037449926 -4628.405631446862 -318.4100000000001
79 2922 -74.32739418267072 -44.957672935353436 -29.36972124731728 2977.077037449926 -4626.405631446862 -323.3499999999999
80 2923 -64.6184202102351 -44.84290166034219 -19.775518549892908 3075.077037449926 -4624.405631446862 -326.8299999999999
81 2924 -67.30938699735223 -44.72862985689899 -22.580757140453244 3172.077037449926 -4620.405631446862 -331.31999999999994
82 2925 -60.092764851753095 -44.61286126277651 -15.479903588976583 3270.077037449926 -4615.405631446862 -336.53999999999996
83 2926 -70.87313443338248 -44.49676022895028 -26.376374204432196 3368.077037449926 -4609.405631446862 -341.0999999999999
84 2927 -62.56579159764106 -44.37882996474101 -18.18696163290005 3467.077037449926 -4601.405631446862 -345.51
85 2928 -58.193152622306066 -44.26189701964297 -13.931255602663093 3566.077037449926 -4596.405631446862 -348.1500000000001
86 2929 -48.851127911407694 -44.142635372593844 -4.70849253881385 3667.077037449926 -4591.405631446862 -350.79999999999995
87 2930 -51.13277283972991 -44.02553539563149 -7.107237444098416 3767.077037449926 -4589.405631446862 -354.22
88 2931 -48.6863720988206 -43.90727106769361 -4.7791010311269915 3868.077037449926 -4587.405631446862 -357.3800000000001
89 2932 -40.43897086173944 -43.7896716191632 3.350700757423759 3969.077037449926 -4587.405631446862 -360.72
90 2933 -49.78788218580744 -43.6720721706328 -6.115810015174638 4070.077037449926 -4587.405631446862 -363.68000000000006
91 2934 -41.733557494089226 -43.55397325053434 1.820415756445115 4172.077037449926 -4589.405631446862 -363.1700000000001
92 2935 -47.03139647588159 -43.43470997946034 -3.596686496421256 4275.077037449926 -4591.405631446862 -361.52
93 2936 -41.022148665125115 -43.31494723681827 2.2927985716931545 4379.077037449926 -4595.405631446862 -359.0799999999999
94 2937 -30.924366765396393 -43.19402014320065 12.26965337780426 4484.077037449926 -4599.405631446862 -355.6099999999999
95 2938 -33.96506336753091 -43.071596258903746 9.106532891372837 4590.077037449926 -4602.405631446862 -351.70000000000005
96 2939 -37.538876408264784 -42.94717611235949 5.408299704094709 4698.077037449926 -4606.405631446862 -346.9000000000001
97 2940 -44.75518978368362 -42.82159161483968 -1.933598168843936 4807.077037449926 -4610.405631446862 -342.04999999999995
98 2941 -32.87178837923967 -42.69600711731988 9.824218738080212 4916.077037449926 -4614.405631446862 -338.1099999999999
99 3137 -60.368137905030906 -53.95556338850475 -6.412574516526156 -4896.922962550074 -4114.405631446862 -65.63999999999999
100 3138 -53.03329334596469 -53.82482363953957 0.7915302935748798 -4784.922962550074 -4113.405631446862 -69.49000000000001
101 3139 -57.04595477560272 -53.6925870998951 -3.3533676757076236 -4671.922962550074 -4111.405631446862 -70.05999999999995
102 3140 -53.50107631238488 -53.560682999954366 0.05960668756948451 -4558.922962550074 -4110.405631446862 -63.08000000000004
103 3141 -60.84584412024773 -53.42761454903808 -7.41822957120965 -4444.922962550074 -4109.405631446862 -53.5
104 3142 -54.58676582792965 -53.2913854848989 -1.2953803430307502 -4327.922962550074 -4109.405631446862 -44.82000000000005
105 3143 -65.51260732881067 -53.154656949191676 -12.357950379618998 -4209.922962550074 -4111.405631446862 -36.860000000000014
106 3144 -52.58833465012219 -53.017761381620126 0.42942673149793364 -4090.922962550074 -4116.405631446862 -30.74000000000001
107 3145 -60.6643329974548 -52.88086581404858 -7.783467183406216 -3971.922962550074 -4121.405631446862 -26.450000000000045
108 3146 -62.3063198729302 -52.74130910482219 -9.56501076810801 -3850.922962550074 -4125.405631446862 -22.529999999999973
109 3147 -56.617291038883145 -52.601419955892055 -4.01587108299109 -3729.922962550074 -4128.405631446862 -18.58000000000004
110 3148 -66.05947495442953 -52.460201048146935 -13.599273906282598 -3608.922962550074 -4127.405631446862 -17.090000000000032
111 3149 -64.51017383428827 -52.319814051673625 -12.190359782614642 -3488.922962550074 -4125.405631446862 -13.490000000000009
112 3150 -73.44563635909805 -52.17709835324921 -21.26853800584884 -3366.922962550074 -4123.405631446862 -8.409999999999968
113 3151 -65.70928297192292 -52.035547005800346 -13.673735966122571 -3245.922962550074 -4121.405631446862 -4.25
114 3152 -68.329844177691 -51.894992977462714 -16.434851200228287 -3124.922962550074 -4122.405631446862 -3.419999999999959
115 3153 -69.16327884779378 -51.75443894912509 -17.40883989866869 -3003.922962550074 -4123.405631446862 -2.67999999999995
116 3154 -69.11735928087455 -51.61421736049121 -17.503141920383342 -2882.922962550074 -4125.405631446862 -3.6000000000000227
117 3155 -73.53920393789068 -51.47698935321591 -22.062214584674763 -2763.922962550074 -4129.405631446862 -8.940000000000055
118 3156 -82.97430697508835 -51.341757608187976 -31.632549366900378 -2646.922962550074 -4132.405631446862 -21.480000000000018
119 3157 -79.1990748670666 -51.210850827358485 -27.988224039708115 -2533.922962550074 -4134.405631446862 -37.91999999999996
120 3158 -77.97926871815258 -51.081440837208284 -26.8978278809443 -2421.922962550074 -4137.405631446862 -48.0
121 3159 -73.53576921830657 -50.95203084705808 -22.583738371248486 -2309.922962550074 -4140.405631446862 -51.210000000000036
122 3160 -87.10072485200887 -50.82262085690789 -36.27810399510098 -2197.922962550074 -4143.405631446862 -50.120000000000005
123 3161 -86.73220832789664 -50.69204651578214 -36.040161812114505 -2084.922962550074 -4146.405631446862 -47.97000000000003
124 3162 -94.9639466443913 -50.55881103300155 -44.40513561138975 -1969.9229625500739 -4148.405631446862 -41.91999999999996
125 3163 -94.93074085059163 -50.424078759541665 -44.50666209104997 -1853.9229625500739 -4149.405631446862 -33.440000000000055
126 3164 -93.2608549051434 -50.286685344426935 -42.97416956071647 -1735.9229625500739 -4149.405631446862 -24.519999999999982
127 3165 -101.99287852068214 -50.14746269892917 -51.84541582175297 -1616.9229625500739 -4147.405631446862 -17.769999999999982
128 3166 -100.34264881242088 -50.0059113514803 -50.336737460940576 -1495.9229625500739 -4145.405631446862 -14.139999999999986
129 3167 -100.35860919133376 -49.86436000403144 -50.494249187302316 -1374.9229625500739 -4143.405631446862 -11.990000000000009
130 3168 -104.1053421304262 -49.72280865658257 -54.38253347384362 -1253.9229625500739 -4141.405631446862 -10.25
131 3169 -101.75302394426355 -49.58009295815816 -52.172930986105385 -1131.9229625500739 -4139.405631446862 -7.409999999999968
132 3170 -105.92803194153493 -49.43687778816569 -56.49115415336924 -1008.9229625500739 -4139.405631446862 -6.720000000000027
133 3171 -119.33069574055943 -49.295991320124315 -70.03470442043512 -887.9229625500739 -4139.405631446862 -10.57000000000005
134 3172 -109.90239137124045 -49.15660164276224 -60.745789728478215 -767.9229625500739 -4140.405631446862 -18.309999999999945
135 3173 -106.32969363653649 -49.01804387667197 -57.31164975986452 -648.9229625500739 -4140.405631446862 -25.379999999999995
136 3174 -122.08436479161185 -48.87948611058169 -73.20487868103015 -529.9229625500739 -4140.405631446862 -27.57000000000005
137 3175 -123.40681148019114 -48.74026346508393 -74.66654801510721 -410.92296255007386 -4138.405631446862 -27.840000000000032
138 3176 -130.56713990303885 -48.600708379882406 -81.96643152315644 -291.92296255007386 -4135.405631446862 -26.980000000000018
139 3177 -126.81078318239501 -48.45998894370535 -78.35079423868967 -171.92296255007386 -4132.405631446862 -25.379999999999995
140 3178 -129.9148094725055 -48.31993438693578 -81.59487508556973 -51.92296255007386 -4131.405631446862 -26.840000000000032
141 3179 -128.25927233522648 -48.1822085321173 -80.07706380310918 66.07703744992614 -4130.405631446862 -33.91999999999996
142 3180 -128.42147641951604 -48.04830816992922 -80.37316824958683 181.07703744992614 -4130.405631446862 -49.10000000000002
143 3181 -129.75119137971154 -47.9172359812603 -81.83395539845125 293.07703744992614 -4128.405631446862 -66.38999999999999
144 3182 -123.07364043526775 -47.78616379259137 -75.28747664267638 405.07703744992614 -4126.405631446862 -75.29999999999995
145 3183 -119.70215870832709 -47.65625595489799 -72.04590275342909 516.0770374499261 -4124.405631446862 -74.46000000000004
146 3184 -124.9168378086235 -47.52401941525351 -77.39281839336999 629.0770374499261 -4122.405631446862 -68.20000000000005
147 3185 -125.11894522553801 -47.39061852463349 -77.72832670090452 743.0770374499261 -4120.405631446862 -62.379999999999995
148 3186 -130.70876261847926 -47.25638572274166 -83.45237689573759 858.0770374499261 -4119.405631446862 -60.950000000000045
149 3187 -133.11464580779565 -47.12315023996108 -85.99149556783458 973.0770374499261 -4121.405631446862 -64.37
150 3188 -128.26899357606172 -46.989082845908676 -81.27991073015303 1089.0770374499261 -4124.405631446862 -68.85000000000002
151 3189 -120.94300541455627 -46.85684468223933 -74.08616073231694 1204.0770374499261 -4129.405631446862 -70.51999999999998
152 3190 -127.63924503676571 -46.72493895827372 -80.91430607849199 1319.0770374499261 -4135.405631446862 -73.75999999999999
153 3191 -129.22443649781871 -46.59386514557991 -82.6305713522388 1433.0770374499261 -4140.405631446862 -83.5
154 3192 -119.86312313677266 -46.46329080445417 -73.39983233231848 1546.0770374499261 -4143.405631446862 -95.71000000000004
155 3193 -106.54781697311658 -46.33321593489647 -60.21460103822011 1658.0770374499261 -4144.405631446862 -106.63
156 3194 -108.2030628991795 -46.20513732758614 -61.99792557159336 1768.0770374499261 -4144.405631446862 -120.59000000000003
157 3195 -111.3576865688343 -46.07855551095509 -65.2791310578792 1877.0770374499261 -4145.405631446862 -132.72000000000003
158 3196 -109.9017408083432 -45.95280560559585 -63.94893520274736 1985.0770374499261 -4145.405631446862 -141.03999999999996
159 3197 -98.73383905227276 -45.82589134926106 -52.90794770301169 2094.077037449926 -4145.405631446862 -145.01
160 3198 -99.44133368835513 -45.69781274195072 -53.74352094640441 2204.077037449926 -4145.405631446862 -140.88
161 3199 -93.30155031849067 -45.56707299298554 -47.73447732550513 2316.077037449926 -4144.405631446862 -131.5
162 3200 -94.40092973987758 -45.43167584011817 -48.969253899759416 2432.077037449926 -4143.405631446862 -121.39999999999998
163 3201 -82.50816895335566 -45.29361754559595 -37.214551407759714 2550.077037449926 -4141.405631446862 -116.12
164 3202 -94.94272296797664 -45.154394900098175 -49.78832806787846 2669.077037449926 -4139.405631446862 -118.14999999999998
165 3203 -82.57621396517784 -45.01367546392112 -37.562538501256725 2789.077037449926 -4136.405631446862 -123.79999999999995
166 3204 -86.66172512561059 -44.87528472969515 -41.786440395915434 2907.077037449926 -4133.405631446862 -128.24
167 3205 -74.61866504296756 -44.73689399546919 -29.881771047498376 3025.077037449926 -4130.405631446862 -132.82000000000005
168 3206 -70.61900063377104 -44.59850326124322 -26.020497372527814 3143.077037449926 -4127.405631446862 -136.0
169 3207 -66.2771535174522 -44.45861573633796 -21.818537781114244 3262.077037449926 -4123.405631446862 -137.21000000000004
170 3208 -56.666032014183415 -44.319892562408256 -12.346139451775159 3380.077037449926 -4119.405631446862 -140.14
171 3209 -55.87611171263388 -44.1808369487748 -11.695274763859082 3498.077037449926 -4114.405631446862 -145.88
172 3210 -54.13150230888769 -44.04178133514134 -10.089720973746353 3616.077037449926 -4109.405631446862 -151.02999999999997
173 3211 -40.15245260876061 -43.903557632779695 3.7511050240190826 3733.077037449926 -4103.405631446862 -155.86
174 3212 -35.42316502477862 -43.76683072109733 8.343665696318709 3849.077037449926 -4098.405631446862 -161.58000000000004
175 3213 -36.206879572255 -43.63193303979801 7.425053467543009 3964.077037449926 -4095.4056314468617 -166.19000000000005
176 3214 -36.62653548354828 -43.49919702858548 6.872661545037197 4078.077037449926 -4095.4056314468617 -165.26
177 3215 -29.82514185343435 -43.36562910610114 13.54048725266679 4193.077037449926 -4096.405631446862 -163.57000000000005
178 3216 -30.633649065546738 -43.2327260630243 12.599076997477564 4308.077037449926 -4099.405631446862 -165.33000000000004
179 3217 -23.606548969119217 -43.10165225033049 19.49510328121127 4422.077037449926 -4104.405631446862 -166.69000000000005
180 3218 -24.335681894598107 -42.96941408666114 18.633732192063032 4537.077037449926 -4109.405631446862 -161.23000000000002
181 3219 -14.192101739650269 -42.83601157201624 28.64390983236597 4653.077037449926 -4114.405631446862 -152.33000000000004
182 3220 -11.739447952495954 -42.70144470639579 30.961996753899836 4770.077037449926 -4119.405631446862 -142.20000000000005
183 3221 -16.510534881786633 -42.56454913882425 26.054014257037615 4889.077037449926 -4124.405631446862 -138.16999999999996
184 3413 16.59879750423427 -42.35641102780672 58.95520853204099 4927.077037449926 -3631.4056314468617 -101.38
185 3414 -3.384429291782375 -42.50428360170139 39.11985430991901 4800.077037449926 -3631.4056314468617 -94.46000000000004
186 3415 6.1892505211571995 -42.65149129618855 48.84074181734575 4673.077037449926 -3629.4056314468617 -89.94000000000005
187 3416 9.879896166584961 -42.79786707940392 52.677763245988885 4547.077037449926 -3628.4056314468617 -85.97000000000003
188 3417 -7.0640175720441825 -42.9442428626193 35.88022529057511 4421.077037449926 -3627.4056314468617 -82.47000000000003
189 3418 -11.358013733406102 -43.08945429485912 31.731440561453013 4296.077037449926 -3626.4056314468617 -78.09000000000003
190 3419 -13.62177697634967 -43.23499816680268 29.61322119045301 4171.077037449926 -3626.4056314468617 -73.40999999999997
191 3420 -11.312642470972936 -43.37904524806696 32.06640277709403 4047.077037449926 -3625.4056314468617 -69.84000000000003
192 3421 -23.15204542742971 -43.523424769034975 20.371379341605266 3923.077037449926 -3625.4056314468617 -67.42999999999995
193 3422 -25.286240881807924 -43.666972378731195 18.38073149692327 3800.077037449926 -3626.4056314468617 -63.84000000000003
194 3423 -33.36771689237058 -43.81051998842741 10.442803096056828 3677.077037449926 -3627.4056314468617 -60.110000000000014
195 3424 -35.562205586365366 -43.955231949099165 8.3930263627338 3553.077037449926 -3628.4056314468617 -58.32000000000005
196 3425 -35.04854841727452 -44.10027634947468 9.051727932200166 3429.077037449926 -3630.4056314468617 -59.34000000000003
197 3426 -49.67870133965305 -44.24349151946715 -5.435209820185904 3306.077037449926 -3630.4056314468617 -61.33000000000004
198 3427 -59.812529535435814 -44.38703912916337 -15.425490406272445 3183.077037449926 -3631.4056314468617 -64.49000000000001
199 3428 -56.63245718483764 -44.530254299155835 -12.102202885681805 3060.077037449926 -3631.4056314468617 -68.45000000000005
200 3429 -58.579232576950595 -44.67346946914831 -13.905763107802287 2937.077037449926 -3631.4056314468617 -70.89999999999998
201 3430 -75.49671790364442 -44.81635219943703 -30.680365704207397 2814.077037449926 -3630.4056314468617 -69.17999999999995
202 3431 -80.65780753546801 -44.9603992807013 -35.69740825476671 2690.077037449926 -3629.4056314468617 -64.29999999999995
203 3432 -94.35595921596016 -45.10444636196557 -49.25151285399458 2566.077037449926 -3628.4056314468617 -55.60000000000002
204 3433 -85.75661967441532 -45.25115458488469 -40.50546508953063 2440.077037449926 -3628.4056314468617 -45.110000000000014
205 3434 -90.12581555047235 -45.397862807803804 -44.72795274266855 2314.077037449926 -3628.4056314468617 -35.460000000000036
206 3435 -109.41212360721856 -45.54573538169847 -63.86638822552009 2187.077037449926 -3628.4056314468617 -25.700000000000045
207 3436 -112.26799234569455 -45.69360795559313 -66.57438439010141 2060.077037449926 -3628.4056314468617 -16.17999999999995
208 3437 -119.5122051615555 -45.841812969191544 -73.67039219236395 1933.0770374499261 -3629.4056314468617 -11.539999999999964
209 3438 -121.64558724645669 -45.98852119211066 -75.65706605434602 1807.0770374499261 -3629.4056314468617 -11.549999999999955
210 3439 -131.10482469859548 -46.13406506405423 -84.97075963454125 1682.0770374499261 -3629.4056314468617 -8.559999999999945
211 3440 -134.7413969957842 -46.279276496294045 -88.46212049949017 1557.0770374499261 -3628.4056314468617 -2.6000000000000227
212 3441 -125.24193572516575 -46.42365601726206 -78.81827970790368 1433.0770374499261 -3628.4056314468617 -202.70369296533775
213 3442 -119.43248318558344 -46.568035538230085 -72.86444764735336 1309.0770374499261 -3628.4056314468617 -202.70369296533775
214 3443 -127.8111294355528 -46.71274749890185 -81.09838193665095 1185.0770374499261 -3629.4056314468617 -202.70369296533775
215 3444 -133.57299009900458 -46.85779189927736 -86.71519819972723 1061.0770374499261 -3631.4056314468617 -202.70369296533775
216 3445 -138.24739693435083 -47.00283629965287 -91.24456063469796 937.0770374499261 -3633.4056314468617 -202.70369296533775
217 3446 -141.16768994920733 -47.14788070002838 -94.01980924917895 813.0770374499261 -3635.4056314468617 -202.70369296533775
218 3447 -136.9231083998794 -47.292925100403885 -89.6301832994755 689.0770374499261 -3637.4056314468617 -202.70369296533775
219 3448 -144.7996678237721 -47.43680514980385 -97.36286267396824 566.0770374499261 -3639.4056314468617 -202.70369296533775
220 3449 -142.06018566311792 -47.581517110475616 -94.4786685526423 442.07703744992614 -3640.4056314468617 -202.70369296533775
221 3450 -146.31850473013438 -47.72589663144363 -98.59260809869075 318.07703744992614 -3640.4056314468617 -202.70369296533775
222 3451 -145.88202237047417 -47.86994371270791 -98.01207865776627 194.07703744992614 -3639.4056314468617 -202.70369296533775
223 3452 -145.61872851870635 -48.01449026554023 -97.60423825316612 69.07703744992614 -3636.4056314468617 -202.70369296533775
224 3453 -148.4809184984909 -48.158371938965075 -100.32254655952582 -55.92296255007386 -3631.4056314468617 -202.70369296533775
225 3454 -145.39576377588853 -48.300756821710614 -97.0950069541779 -179.92296255007386 -3625.4056314468617 -202.70369296533775
226 3455 -136.43155244282653 -48.44114544220881 -87.99040700061772 -301.92296255007386 -3620.4056314468617 -202.70369296533775
227 3456 -143.17393351752096 -48.58120162300325 -94.59273189451771 -423.92296255007386 -3614.4056314468617 -202.70369296533775
228 3457 -134.8260537712676 -48.71926154155035 -86.10679222971724 -543.9229625500739 -3609.4056314468617 -202.70369296533775
229 3458 -143.44728270626084 -48.856157109121895 -94.59112559713894 -662.9229625500739 -3604.4056314468617 -8.450000000000045
230 3459 -136.47083481223729 -48.99338511639719 -87.4774496958401 -781.9229625500739 -3600.4056314468617 -18.41999999999996
231 3460 -125.91942598993735 -49.12944877269693 -76.78997721724042 -899.9229625500739 -3596.4056314468617 -27.389999999999986
232 3461 -136.66544058843567 -49.26584486870042 -87.39959571973526 -1017.9229625500739 -3593.4056314468617 -36.460000000000036
233 3462 -114.57567519053731 -49.40174149313585 -65.17393369740145 -1134.9229625500739 -3592.4056314468617 -44.65999999999997
234 3463 -126.05809573906792 -49.53880246854684 -76.51929327052108 -1252.9229625500739 -3591.4056314468617 -48.789999999999964
235 3464 -115.72844979122478 -49.677027794933366 -66.05142199629141 -1371.9229625500739 -3590.4056314468617 -49.32000000000005
236 3465 -118.05853385340899 -49.81641747229544 -68.24211638111355 -1491.9229625500739 -3589.4056314468617 -45.27999999999997
237 3466 -108.94797633326762 -49.95880073101611 -58.98917560225151 -1613.9229625500739 -3590.4056314468617 -37.24000000000001
238 3467 -104.43027347368341 -50.105009482367166 -54.32526399131625 -1738.9229625500739 -3592.4056314468617 -27.809999999999945
