Scan started at 18:16:52 01/03/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.055542	-0.0604248	374.246	0.195622	0.0160545	0.015924	12.0951	0	-31581.4	-29996.1	-25676.7	0.195622	1087.5	1031.94	921.023	
0.00499208	-0.0460205	-0.0479126	374.253	0.293434	0.0075964	0.00734248	24.7994	0.00499208	-31611.7	-29905	-25705.6	0.293434	2323.3	2221.23	1993.6	
0.00998416	-0.0473633	-0.0495606	374.247	0.391245	0.00829744	0.00848511	11.4744	0.00998416	-31558.4	-29951	-25732.4	0.391245	1056.64	1009.33	898.651	
0.0149762	-0.0467529	-0.0492554	374.252	0.489056	0.00361677	0.00314242	14.9584	0.0149762	-31515.1	-30017.9	-25730.8	0.489056	1395.06	1333.43	1193.6	
0.0199683	-0.0446167	-0.0445252	374.252	0.586867	0.00431409	0.00430287	10.9733	0.0199683	-31515.1	-30017.6	-25730.7	0.586867	1014.09	967.357	861.824	
0.0249604	-0.0447693	-0.0447998	374.251	0.684678	0.00566951	0.0059916	10.7704	0.0249604	-31515.2	-30018.9	-25730.5	0.684678	997.523	953.152	850.314	
0.0299525	-0.0461731	-0.0335083	374.257	0.782489	0.00422099	0.00405615	10.3137	0.0299525	-31515.7	-30020.6	-25730.6	0.782489	954.43	912.268	812.545	
0.0349446	-0.0480347	-0.0317383	374.253	0.880301	0.0042579	0.00430939	8.44094	0.0349446	-31516.2	-30021.7	-25731.3	0.880301	776.942	741.667	659.41	
0.0399366	-0.046814	-0.03302	374.252	0.978112	0.003635	0.00371081	9.53103	0.0399366	-31518.1	-30020.4	-25730.8	0.978112	883.553	841.797	751.244	
0.0449287	-0.0451965	-0.0317078	374.251	1.07592	0.00388004	0.00412798	6.94859	0.0449287	-31517.9	-30021.1	-25731	1.07592	636.755	606.493	538.357	
0.0499208	-0.0412903	-0.0397949	374.254	1.17373	0.00320031	0.00326989	8.62325	0.0499208	-31515.8	-30021.5	-25732	1.17373	798.305	763.196	679.789	
0.0549129	-0.0435791	-0.0427246	374.254	1.27155	0.00467114	0.0047485	5.90276	0.0549129	-31515.6	-30021.6	-25732.5	1.27155	538.502	513.968	454.885	
0.059905	-0.0448914	-0.0461121	374.253	1.36936	0.00286862	0.00283244	7.616	0.059905	-31515.2	-30021.9	-25732.2	1.36936	706.275	673.177	600.407	
0.064897	-0.0478821	-0.0478211	374.256	1.46717	0.00307958	0.0032087	5.11938	0.064897	-31516.9	-30021.8	-25731.6	1.46717	467.404	444.872	394.073	
0.0698891	-0.0491943	-0.0474243	374.251	1.56498	0.00303544	0.00305073	6.54218	0.0698891	-31516.8	-30020.5	-25731.9	1.56498	605.788	578.343	515.516	
0.0748812	-0.0490418	-0.0419006	374.256	1.66279	0.00269169	0.00264692	4.5047	0.0748812	-31515.5	-30020.4	-25732.3	1.66279	411.374	393.53	347.984	
0.0798733	-0.0501404	-0.0363464	374.257	1.7606	0.00303699	0.00314623	5.42031	0.0798733	-31516.5	-30022.4	-25731.5	1.7606	502.001	479.187	427.076	
0.0848654	-0.050354	-0.0358582	374.253	1.85841	0.0039475	0.00364425	4.00613	0.0848654	-31517.9	-30021.8	-25730.7	1.85841	368.445	351.285	312.067	
0.0898574	-0.0504456	-0.0341187	374.25	1.95622	0.00468994	0.00480975	4.28433	0.0898574	-31518	-30020.4	-25731.6	1.95622	396.826	378.925	337.84	
0.0948495	-0.0478821	-0.0374756	374.247	2.05403	0.00528407	0.0049245	3.60227	0.0948495	-31517.9	-30020.1	-25732.4	2.05403	332.686	317.999	283.062	
0.0998416	-0.0498047	-0.0358887	374.248	2.15185	0.00453766	0.00441481	3.17494	0.0998416	-31517.7	-30021.9	-25732.2	2.15185	293.221	280.365	249.723	
