X,Y,Z
1663.3705518301576,792.6777617328335,-52.110000000000014
1587.4705518307164,793.6477617328637,-52.110000000000014
1511.5805518301204,795.2077617328614,-51.72000000000003
1435.3805518299341,796.4677617328707,-50.64999999999998
1358.8705518301576,798.0277617328684,-49.04000000000002
1282.0505518298596,798.9877617328311,-47.44
1205.2405518302694,800.2477617328404,-46.35000000000002
1128.1105518303812,801.2177617328707,-46.01999999999998
1050.6805518306792,801.8877617328544,-45.94999999999999
972.9405518304557,801.9577617328614,-46.18000000000001
895.5105518307537,801.7377617328311,-46.49000000000001
818.0805518301204,800.3277617328567,-46.639999999999986
740.3405518298969,798.3277617328567,-46.95999999999998
662.9005518304184,795.1277617328451,-47.89999999999998
585.7805518303066,791.3477617328754,-49.420000000000016
508.6505518304184,786.6677617328824,-50.829999999999984
431.2105518300086,781.9877617328311,-51.70999999999998
354.0805518301204,777.907761732873,-52.129999999999995
276.9605518300086,774.4177617328824,-52.29000000000002
199.52055183053017,771.8177617328474,-52.379999999999995
122.39055183064193,769.22776173288,-52.379999999999995
44.960551830008626,766.9277617328335,-52.50999999999999
-32.46944816969335,764.9177617328824,-52.74000000000001
-109.90944817010313,763.5077617328498,-53.120000000000005
-187.3394481698051,762.9877617328311,-53.860000000000014
-264.45944816991687,763.3577617328265,-54.889999999999986
-341.88944816961884,764.6277617328451,-56.170000000000016
-419.0094481697306,767.0777617328567,-57.75999999999999
-495.5194481695071,771.0077617328498,-59.20999999999998
-572.3294481700286,775.5377617328777,-60.19
-649.1394481696188,780.657761732873,-60.839999999999975
-725.6494481693953,785.4877617328311,-61.420000000000016
-802.4594481699169,790.0177617328591,-62.14999999999998
-879.2794481692836,793.9477617328521,-63.420000000000016
-955.7794481692836,797.8877617328544,-65.04000000000002
-1032.589448169805,802.1177617328358,-66.44999999999999
-1109.4094481701031,806.0477617328288,-67.23000000000002
-1186.2194481696934,810.2777617328684,-67.16000000000003
-1263.339448169805,814.2177617328707,-66.85000000000002
-1341.0794481700286,818.4477617328521,-66.30000000000001
-1418.4994481699541,822.6777617328335,-65.37
-1496.5494481697679,826.6177617328358,-64.13
-1574.8994481693953,830.5477617328288,-62.56
-1653.5494481697679,833.2977617328288,-60.69
-1732.8294481700286,835.4577617328614,-58.76999999999998
-1812.7194481696934,835.8277617328567,-57.29000000000002
-1892.609448169358,835.0177617328591,-56.139999999999986
-1972.8094481695443,833.0177617328591,-54.98000000000002
-2053.619448170066,829.5277617328684,-53.70999999999998
-2134.4394481694326,825.4477617328521,-52.30000000000001
-2215.5594481695443,820.1877617328428,-50.85000000000002
-2296.9894481692463,814.9177617328824,-49.52999999999997
-2378.72944816947,809.3577617328265,-48.410000000000025
-2460.7794481692836,803.7977617328288,-47.14999999999998
-2543.1294481698424,798.22776173288,-45.19999999999999
-2625.7894481699914,792.3777617328451,-42.45999999999998
-2708.7594481697306,786.8077617328381,-40.00999999999999
-2792.0394481699914,781.8477617328754,-39.56999999999999
-2875.3094481695443,776.8777617328451,-41.55000000000001
-2957.9694481696934,772.5077617328498,-45.51999999999998
-3040.319448169321,768.4277617328335,-51.04000000000002
-3122.0594481695443,764.3477617328754,-57.52999999999997
-3202.869448170066,760.5677617328474,-64.43
-3283.0794481700286,756.7877617328777,-71.16000000000003
-3362.659448170103,754.4877617328311,-77.5
-3441.9394481694326,753.6777617328335,-83.59000000000003
-3520.5994481695816,754.3477617328754,-89.39999999999998
-3598.9494481701404,756.1977617328521,-94.60000000000002
-3676.679448169656,759.837761732866,-99.03999999999996
-3754.4194481698796,764.3677617328358,-103.04999999999995
-3831.5394481699914,770.087761732866,-107.27999999999997
-3908.3494481695816,776.0977617328754,-112.00999999999999
-3984.8494481695816,781.5177617328591,-117.14999999999998
-4060.749448169954,785.7477617328404,-122.64999999999998
-4136.639448169619,789.6777617328335,-127.98000000000002
-4070.359448169358,1336.8177617328474,-109.42999999999995
-3976.0394481699914,1326.6377617328544,-103.24000000000001
-3881.0994481695816,1315.267761732859,-97.05999999999995
-3786.4694481696934,1303.8877617328544,-92.07000000000005
-3691.5394481699914,1293.1177617328358,-88.86000000000001
-3596.2894481699914,1283.517761732859,-87.23000000000002
-3501.3494481695816,1275.4177617328824,-86.48000000000002
-3406.409448170103,1269.6877617328428,-86.71000000000004
-3312.0794481700286,1266.3277617328567,-87.79999999999995
-3217.749448169954,1264.7577617328498,-88.84000000000003
-3124.0394481699914,1264.9677617328707,-89.10000000000002
-3030.319448169321,1266.9577617328614,-88.79999999999995
-2937.209448169917,1270.72776173288,-89.58000000000004
-2845.0294481692836,1275.3877617328544,-92.71000000000004
-2753.459448169917,1280.947761732852,-98.24000000000001
-2663.109448169358,1286.7977617328288,-105.78999999999996
-2574.3094481695443,1292.947761732852,-114.91999999999996
-2486.4194481698796,1299.3977617328637,-125.15999999999997
-2400.3794481698424,1305.8477617328754,-136.36
-2315.8794481698424,1312.8977617328637,-147.58000000000004
-2232.5994481695816,1319.947761732852,-157.89
-2149.9394481694326,1326.9877617328311,-167.13
-2068.1994481701404,1333.447761732852,-175.44000000000005
-1987.3794481698424,1338.4177617328824,-183.03999999999996
-1907.179448169656,1341.907761732873,-189.37
-1826.9794481694698,1344.2077617328614,-194.32000000000005
-1747.3994481693953,1345.3177617328474,-198.59000000000003
-1668.429448169656,1345.2477617328404,-202.39
-1589.4594481699169,1343.6877617328428,-205.49
-1510.4994481699541,1341.2377617328311,-207.74
-1431.839448169805,1337.2977617328288,-208.51999999999998
-1352.5694481693208,1332.1777617328335,-207.14
-1272.9894481692463,1325.8677617328358,-203.36
-1193.109448169358,1318.6677617328824,-197.26
-1112.3094481695443,1311.1677617328824,-189.34000000000003
-1030.269448169507,1303.9577617328614,-180.49
-947.3194481693208,1297.0577617328381,-170.59000000000003
-862.8194481693208,1291.627761732845,-159.96000000000004
-777.4094481701031,1287.0977617328754,-149.30999999999995
-690.7594481697306,1284.0377617328777,-139.0
-603.1894481694326,1282.767761732859,-129.01999999999998
-514.6994481701404,1282.9877617328311,-118.82000000000005
-425.27944816928357,1284.6777617328335,-108.89999999999998
-334.62944816984236,1287.5677617328474,-101.13999999999999
-243.97944816946983,1291.0477617328288,-95.78999999999996
-152.71944816969335,1295.1177617328358,-91.97000000000003
-61.14944816939533,1299.7777617328684,-89.13
30.420551829971373,1305.0377617328777,-87.09000000000003
121.68055183067918,1311.1877617328428,-85.46000000000004
213.26055183075368,1317.337761732866,-83.27999999999997
304.8305518301204,1323.4877617328311,-80.38
396.4005518304184,1329.3477617328754,-77.30000000000001
488.28055183030665,1334.3077617328381,-74.42000000000002
580.4605518300086,1338.6777617328335,-71.70999999999998
672.6405518306419,1341.5577617328381,-69.18
764.8305518301204,1343.8477617328754,-66.63
857.0105518307537,1344.947761732852,-63.870000000000005
949.5005518300459,1345.4577617328614,-61.10000000000002
1041.980551830493,1345.3677617328358,-58.50999999999999
1134.4705518307164,1344.6877617328428,-55.99000000000001
1226.9605518300086,1343.7077617328614,-53.360000000000014
1319.7505518300459,1342.72776173288,-51.56
1412.2405518302694,1342.0477617328288,-51.18000000000001
1504.4205518299714,1341.3677617328358,-51.93000000000001
1596.2905518300831,1341.2777617328684,-53.170000000000016
1687.8605518303812,1341.197761732852,-54.31999999999999
1779.1105518303812,1340.8077617328381,-55.31999999999999
1870.0605518305674,1339.2377617328311,-56.19
1961.0105518307537,1337.0777617328567,-56.870000000000005
2051.6505518304184,1334.3177617328474,-57.339999999999975
2141.9905518302694,1331.5577617328381,-57.5
2232.320551830344,1328.5077617328498,-57.26999999999998
2322.3505518306047,1325.7477617328404,-56.47000000000003
2412.680551830679,1323.2877617328777,-55.01999999999998
2503.02055183053,1321.7177617328707,-53.079999999999984
2593.3505518306047,1320.447761732852,-50.839999999999975
2683.6905518304557,1319.767761732859,-48.420000000000016
2774.0305518303066,1319.6777617328335,-45.97000000000003
2864.980551830493,1320.4877617328311,-42.95999999999998
2955.6205518301576,1321.587761732866,-40.0
3046.5805518301204,1323.2877617328777,-37.69999999999999
3137.5305518303066,1324.97776173288,-35.79000000000002
3228.480551830493,1326.377761732845,-34.02999999999997
3319.430551830679,1327.4877617328311,-32.54000000000002
3410.380551829934,1327.9877617328311,-31.129999999999995
3501.640551830642,1327.6077617328265,-29.75999999999999
3592.590551829897,1326.337761732866,-28.149999999999977
3683.540551830083,1324.4677617328707,-26.160000000000025
3774.4905518302694,1322.0077617328498,-24.079999999999984
3865.4405518304557,1318.657761732873,-22.180000000000007
3956.390551830642,1315.2977617328288,-19.94999999999999
4047.640551830642,1311.3577617328265,-16.839999999999975
4138.900551830418,1307.407761732873,-13.920000000000016
4085.5805518301204,1802.2877617328777,-20.69999999999999
4008.160551830195,1805.9277617328335,-21.180000000000007
3930.730551830493,1808.9677617328707,-22.860000000000014
3853.610551830381,1811.4177617328824,-25.060000000000002
3776.790551830083,1813.267761732859,-27.079999999999984
3699.6705518299714,1814.22776173288,-28.589999999999975
3623.160551830195,1814.5977617328754,-29.639999999999986
3546.340551829897,1814.0777617328567,-30.910000000000025
3469.8305518301204,1812.657761732873,-32.129999999999995
3393.0105518307537,1810.6477617328637,-33.25
3316.8105518305674,1808.9377617328428,-34.25999999999999
3240.3005518298596,1806.9277617328335,-35.139999999999986
3163.790551830083,1805.2177617328707,-35.80000000000001
3086.9705518307164,1803.8077617328381,-36.27999999999997
3010.4605518300086,1802.6877617328428,-36.26999999999998
2933.640551830642,1801.8677617328358,-35.79000000000002
2857.130551829934,1801.337761732866,-35.120000000000005
2780.0105518307537,1801.4177617328824,-34.5
2703.1905518304557,1801.7777617328684,-34.0
2626.3705518301576,1802.1477617328637,-34.26999999999998
2549.250551830046,1802.8177617328474,-35.5
2472.7405518302694,1803.7777617328684,-37.19999999999999
2396.230551830493,1804.7377617328311,-38.860000000000014
2320.0305518303066,1806.2877617328777,-40.120000000000005
2243.52055183053,1808.4377617328428,-40.81
2167.320551830344,1810.8877617328544,-40.639999999999986
2090.820551830344,1813.627761732845,-39.579999999999984
2014.0005518300459,1816.6677617328824,-38.44
1937.1905518304557,1819.1177617328358,-37.64999999999998
1860.070551830344,1821.5677617328474,-37.29000000000002
1782.9405518304557,1823.1177617328358,-37.02999999999997
1705.5105518307537,1824.377761732845,-36.31999999999999
1627.7705518305302,1824.1477617328637,-35.56999999999999
1550.0305518303066,1822.4377617328428,-34.05000000000001
1471.980551830493,1819.2477617328404,-31.95999999999998
1393.6305518299341,1814.5677617328474,-29.639999999999986
1314.9605518300086,1809.2977617328288,-27.060000000000002
1235.9905518302694,1803.127761732845,-23.980000000000018
1156.4005518304184,1796.9677617328707,-20.00999999999999
1076.5005518300459,1790.2077617328614,-15.70999999999998
996.3005518298596,1784.0477617328288,-11.759999999999991
915.4805518304929,1778.1777617328335,-9.199999999999989
834.6705518299714,1772.907761732873,-9.350000000000023
754.4705518307164,1768.8277617328567,-12.420000000000016
674.5805518301204,1766.22776173288,-17.20999999999998
595.3005518298596,1764.8177617328474,-22.69999999999999
516.9505518302321,1764.2977617328288,-28.529999999999973
439.2105518300086,1764.657761732873,-34.639999999999986
362.3905518306419,1765.627761732845,-40.94999999999999
286.19055183045566,1766.877761732845,-47.120000000000005
210.60055183060467,1769.0277617328684,-53.02999999999997
135.94055183045566,1771.767761732859,-58.35000000000002
61.28055183030665,1774.8077617328381,-63.47000000000003
-12.459448169916868,1778.4377617328428,-68.72000000000003
-86.19944817014039,1782.3677617328358,-73.98000000000002
-159.32944817002863,1786.2977617328288,-78.13999999999999
-232.45944816991687,1789.337761732866,-81.74000000000001
-305.27944816928357,1792.0777617328567,-84.63999999999999
-378.0994481695816,1793.9277617328335,-86.37
-450.9194481698796,1794.877761732845,-86.98000000000002
-524.0494481697679,1794.947761732852,-87.26999999999998
-597.4894481692463,1794.7177617328707,-87.05999999999995
-671.2294481694698,1793.8977617328637,-86.05999999999995
-745.2894481699914,1792.47776173288,-84.10000000000002
-819.6494481693953,1790.767761732859,-82.08000000000004
-894.0094481697306,1789.0577617328381,-81.52999999999997
-968.3694481700659,1787.9377617328428,-83.89999999999998
-1042.109448169358,1786.2177617328707,-88.96000000000004
-1114.9394481694326,1784.2077617328614,-96.16999999999996
-1186.5294481692836,1782.197761732852,-104.54999999999995
-1257.5094481697306,1780.1877617328428,-113.66999999999996
-1326.9594481699169,1777.5777617328567,-123.19000000000005
-1395.7894481699914,1775.267761732859,-132.58000000000004
-1463.0794481700286,1773.5477617328288,-141.77999999999997
-1529.4494481701404,1772.1177617328358,-150.58000000000004
-1594.8994481693953,1771.587761732866,-158.98000000000002
-1659.7394481692463,1772.2377617328311,-166.23000000000002
-1724.5694481693208,1773.4877617328311,-171.53999999999996
-1788.7894481699914,1775.0277617328684,-174.54999999999995
-1853.6194481700659,1776.877761732845,-174.53999999999996
-1919.0594481695443,1779.017761732859,-171.94000000000005
-1985.1194481700659,1781.1477617328637,-167.23000000000002
-2052.409448170103,1783.2977617328288,-160.44000000000005
-2120.929448169656,1785.4377617328428,-151.76999999999998
-2190.679448169656,1788.1677617328824,-141.95000000000005
-2262.269448169507,1789.7177617328707,-131.95000000000005
-2335.3994481693953,1791.2777617328684,-121.98000000000002
-2409.7594481697306,1792.8277617328567,-112.42999999999995
-2485.3494481695816,1793.4877617328311,-103.04999999999995
-2562.159448170103,1794.4577617328614,-93.77999999999997
-2640.209448169917,1794.8177617328474,-85.25
-2719.179448169656,1794.2977617328288,-77.50999999999999
-2799.3794481698424,1793.1877617328428,-70.75
-2880.1894481694326,1791.47776173288,-64.87
-2961.3094481695443,1789.1777617328335,-60.30000000000001
-3043.3494481695816,1786.587761732866,-57.04000000000002
-3125.6994481701404,1783.3977617328637,-54.19999999999999
-3208.359448169358,1781.0977617328754,-52.879999999999995
-3291.3294481700286,1779.087761732866,-51.660000000000025
-3374.2894481699914,1777.6877617328428,-50.68000000000001
-3457.249448169954,1776.2777617328684,-50.24000000000001
-3540.2194481696934,1775.1677617328824,-50.25999999999999
-3623.179448169656,1774.0577617328381,-50.29000000000002
-3705.839448169805,1773.5377617328777,-50.99000000000001
-3788.179448169656,1774.2077617328614,-51.14999999999998
-3870.839448169805,1776.0677617328474,-51.01999999999998
-3953.4894481692463,1778.8177617328474,-50.81
-4035.5294481692836,1781.8577617328265,-50.56
-4117.869448170066,1785.4977617328404,-50.139999999999986
-4083.8494481695816,2365.9277617328335,-80.20999999999998
-3990.749448169954,2363.7577617328498,-80.00999999999999
-3897.959448169917,2360.117761732836,-79.22000000000003
-3805.1694481698796,2354.987761732831,-77.82
-3712.6894481694326,2348.9677617328707,-75.69
-3619.8994481693953,2341.7577617328498,-73.06
-3527.7194481696934,2333.657761732873,-70.88999999999999
-3435.549448169768,2325.557761732838,-69.19
-3343.3794481698424,2317.4577617328614,-67.95999999999998
-3251.1994481701404,2309.947761732852,-67.11000000000001
-3159.339448169805,2303.0377617328777,-66.20999999999998
-3067.7794481692836,2297.017761732859,-65.32999999999998
-2976.209448169917,2291.8877617328544,-64.27999999999997
-2884.959448169917,2287.6477617328637,-64.29000000000002
-2794.0094481697306,2284.0077617328498,-66.67000000000002
-2703.97944816947,2281.2477617328404,-71.63999999999999
-2614.8794481698424,2279.687761732843,-78.94999999999999
-2526.999448169954,2278.4177617328824,-87.94000000000005
-2440.3494481695816,2277.7477617328404,-97.45000000000005
-2355.2394481692463,2278.267761732859,-107.11000000000001
-2271.3494481695816,2280.267761732859,-117.17999999999995
-2188.389448169619,2283.4577617328614,-127.21000000000004
-2106.959448169917,2287.837761732866,-136.40999999999997
-2026.4494481701404,2293.407761732873,-144.76
-1946.859448169358,2299.867761732836,-151.80999999999995
-1867.8794481698424,2306.9277617328335,-157.39999999999998
-1789.519448169507,2314.2777617328684,-161.71000000000004
-1711.1594481701031,2321.9277617328335,-164.11
-1632.7994481697679,2329.5777617328567,-163.94000000000005
-1554.1394481696188,2336.9277617328335,-161.54999999999995
-1474.8494481695816,2344.5777617328567,-156.89999999999998
-1394.6494481693953,2351.937761732843,-150.26999999999998
-1313.5294481692836,2358.3977617328637,-142.62
-1231.4794481694698,2363.367761732836,-134.42999999999995
-1148.2094481699169,2367.447761732852,-125.65999999999997
-1063.7094481699169,2370.3477617328754,-116.13999999999999
-978.2794481692836,2372.6477617328637,-106.61000000000001
-891.6294481698424,2374.937761732843,-98.33000000000004
-804.3594481693581,2377.237761732831,-91.49000000000001
-716.4794481694698,2379.837761732866,-86.38
-628.5994481695816,2383.017761732859,-83.77999999999997
-540.4094481701031,2385.907761732873,-84.13999999999999
-452.52944816928357,2388.2077617328614,-86.51999999999998
-365.2694481695071,2389.3177617328474,-90.01999999999998
-277.9994481699541,2388.6477617328637,-94.23000000000002
-191.65944817010313,2386.7877617328777,-98.72000000000003
-105.93944816943258,2383.447761732852,-103.09000000000003
-20.209448169916868,2379.5077617328498,-107.12
64.89055183064193,2374.6777617328335,-109.86000000000001
150.00055183004588,2368.9577617328614,-109.98000000000002
235.11055183038116,2362.3477617328754,-107.23000000000002
320.8305518301204,2355.447761732852,-101.98000000000002
406.86055183038116,2348.5377617328777,-94.72000000000003
493.8105518305674,2341.9277617328335,-86.13999999999999
581.6805518306792,2335.907761732873,-76.88999999999999
670.1705518299714,2331.377761732845,-67.45999999999998
759.5805518301204,2327.72776173288,-58.25
849.9205518299714,2325.2777617328684,-49.839999999999975
940.5605518305674,2324.297761732829,-42.829999999999984
1031.820551830344,2324.517761732859,-37.43000000000001
1123.6905518304557,2325.3277617328567,-33.139999999999986
1215.570551830344,2326.1377617328544,-29.370000000000005
1307.7505518300459,2326.937761732843,-26.20999999999998
1399.9305518306792,2327.7477617328404,-23.74000000000001
1492.1105518303812,2328.2577617328498,-21.74000000000001
1584.2905518300831,2329.0677617328474,-20.060000000000002
1676.1705518299714,2329.5777617328567,-19.50999999999999
1768.0405518300831,2330.3877617328544,-20.370000000000005
1859.3005518298596,2330.307761732838,-22.49000000000001
1950.2505518300459,2329.9277617328335,-25.620000000000005
2040.5805518301204,2328.367761732836,-29.120000000000005
2130.3005518298596,2326.2077617328614,-32.18000000000001
2219.7205518307164,2323.7477617328404,-34.19999999999999
2308.820551830344,2321.297761732829,-35.879999999999995
2397.3105518305674,2318.2477617328404,-37.79000000000002
2485.500551830046,2315.487761732831,-40.23000000000002
2573.3705518301576,2312.447761732852,-43.27999999999997
2660.630551829934,2309.687761732843,-46.110000000000014
2747.890551830642,2307.237761732831,-47.56
2835.160551830195,2305.377761732845,-47.93000000000001
2922.110551830381,2304.1077617328265,-47.670000000000016
3009.070551830344,2303.437761732843,-46.98000000000002
3095.7205518307164,2303.657761732873,-46.20999999999998
3182.6705518299714,2304.4677617328707,-45.339999999999975
3269.3305518301204,2306.1777617328335,-44.089999999999975
3356.2805518303066,2307.877761732845,-42.23000000000002
3442.9405518304557,2310.1777617328335,-39.85000000000002
3529.890551830642,2312.47776173288,-37.29000000000002
3617.160551830195,2314.47776173288,-34.910000000000025
3704.4205518299714,2316.47776173288,-32.829999999999984
3792.000551830046,2318.1777617328335,-30.94999999999999
3879.880551829934,2320.187761732843,-28.75
3967.7605518307537,2321.587761732866,-26.370000000000005
4055.9405518304557,2322.697761732852,-24.44999999999999
4143.820551830344,2323.2177617328707,-23.420000000000016
4075.77055183053,2855.5377617328777,-8.779999999999973
3993.4205518299714,2852.337761732866,-9.939999999999998
3910.7605518307537,2849.737761732831,-11.889999999999986
3828.7205518307164,2847.72776173288,-14.689999999999998
3746.9905518302694,2846.617761732836,-18.45999999999998
3665.5605518305674,2846.687761732843,-23.30000000000001
3585.0605518305674,2846.7577617328498,-28.160000000000025
3504.5605518305674,2847.117761732836,-32.089999999999975
3424.6705518299714,2847.187761732843,-35.60000000000002
3345.0805518301204,2846.9677617328707,-38.079999999999984
3265.1905518304557,2845.8477617328754,-39.620000000000005
3185.610551830381,2844.1377617328544,-40.579999999999984
3106.0305518303066,2841.5277617328684,-41.06
3026.750551830046,2837.737761732831,-41.129999999999995
2947.160551830195,2833.6477617328637,-41.120000000000005
2867.5805518301204,2828.9677617328707,-40.55000000000001
2787.9905518302694,2824.5777617328567,-39.129999999999995
2707.790551830083,2821.087761732866,-37.10000000000002
2627.590551829897,2818.7777617328684,-34.75
2547.090551829897,2817.657761732873,-32.160000000000025
2466.27055183053,2817.1377617328544,-29.560000000000002
2385.160551830195,2817.2077617328614,-27.120000000000005
2304.040551830083,2817.2777617328684,-25.25999999999999
2222.3005518298596,2817.3477617328754,-24.139999999999986
2140.570551830344,2817.4277617328335,-23.379999999999995
2058.5305518303066,2817.7877617328777,-22.069999999999993
1976.1805518306792,2818.4577617328614,-19.70999999999998
1893.5305518303066,2819.4177617328824,-17.310000000000002
1810.8805518299341,2820.97776173288,-16.060000000000002
1728.5305518303066,2823.127761732845,-16.370000000000005
1646.1905518304557,2826.4677617328707,-17.779999999999973
1564.4605518300086,2830.3977617328637,-19.75
1482.730551830493,2834.9277617328335,-22.129999999999995
1401.0005518300459,2839.7477617328404,-24.55000000000001
1319.5805518301204,2844.2777617328684,-26.430000000000007
1238.4605518300086,2848.2077617328614,-28.139999999999986
1157.6505518304184,2850.657761732873,-29.75999999999999
1076.5305518303066,2851.907761732873,-30.660000000000025
995.7205518307164,2852.2777617328684,-30.94999999999999
914.6005518306047,2851.4577617328614,-30.54000000000002
833.7905518300831,2850.337761732866,-29.79000000000002
752.3605518303812,2848.9277617328335,-29.129999999999995
670.9405518304557,2846.9177617328824,-28.45999999999998
589.5105518307537,2844.907761732873,-27.50999999999999
507.77055183053017,2842.307761732838,-26.850000000000023
426.04055183008313,2839.4177617328824,-27.100000000000023
344.61055183038116,2835.3277617328567,-28.44999999999999
263.1805518306792,2829.157761732873,-31.04000000000002
182.05055182985961,2822.1077617328265,-34.389999999999986
101.23055183049291,2814.4577617328614,-37.170000000000016
20.72055183071643,2807.0977617328754,-39.05000000000001
-59.789448169991374,2800.337761732866,-40.879999999999995
-139.98944816924632,2794.767761732859,-43.47000000000003
-219.87944816984236,2790.087761732866,-46.670000000000016
-299.77944816928357,2786.297761732829,-49.77999999999997
-379.04944816976786,2783.3977617328637,-52.360000000000014
-458.3294481700286,2781.97776173288,-54.089999999999975
-537.6094481693581,2781.4577617328614,-54.68000000000001
-616.8794481698424,2781.8277617328567,-54.089999999999975
-696.1494481693953,2782.487761732831,-52.81999999999999
-775.7394481692463,2782.8577617328265,-51.52999999999997
-855.3194481693208,2782.3277617328567,-50.31
-935.5194481695071,2782.0977617328754,-48.95999999999998
-1015.7094481699169,2782.767761732859,-48.079999999999984
-1095.9094481701031,2784.9177617328824,-48.29000000000002
-1175.7894481699914,2788.547761732829,-49.389999999999986
-1255.9894481692463,2792.47776173288,-50.170000000000016
-1336.179448169656,2796.7077617328614,-50.39999999999998
-1416.3794481698424,2800.6377617328544,-50.68000000000001
-1496.5694481693208,2804.867761732836,-50.52999999999997
-1577.0694481693208,2808.197761732852,-50.44999999999999
-1657.5694481693208,2811.5377617328777,-50.360000000000014
-1738.6894481694326,2813.3877617328544,-50.19
-1819.4994481699541,2814.3577617328265,-50.420000000000016
-1900.6194481700659,2813.5377617328777,-50.80000000000001
-1981.7394481692463,2812.117761732836,-51.26999999999998
-2062.859448169358,2809.517761732859,-52.05000000000001
-2143.97944816947,2807.2177617328707,-52.99000000000001
-2225.0994481695816,2804.617761732836,-53.06
-2306.2194481696934,2802.8977617328637,-52.170000000000016
-2387.339448169805,2801.487761732831,-51.379999999999995
-2468.459448169917,2800.367761732836,-50.19999999999999
-2549.889448169619,2799.547761732829,-48.579999999999984
-2631.619448170066,2798.737761732831,-45.920000000000016
-2713.359448169358,2797.9177617328824,-41.839999999999975
-2795.709448169917,2797.0977617328754,-38.31
-2878.359448169358,2796.5777617328567,-37.120000000000005
-2961.019448169507,2795.7577617328498,-37.360000000000014
-3043.369448170066,2795.237761732831,-38.370000000000005
-3125.7194481696934,2794.7177617328707,-40.25999999999999
-3207.7594481697306,2794.487761732831,-43.19999999999999
-3289.4894481692463,2794.2577617328498,-46.39999999999998
-3370.9194481698796,2794.9277617328335,-49.29000000000002
-3451.72944816947,2796.7777617328684,-52.01999999999998
-3532.5294481692836,2799.22776173288,-54.339999999999975
-3613.0394481699914,2801.9677617328707,-56.06999999999999
-3693.5394481699914,2804.7077617328614,-57.25
-3774.0394481699914,2807.4577617328614,-58.110000000000014
-3854.5394481699914,2809.6077617328265,-58.75
-3935.049448169768,2811.7577617328498,-59.00999999999999
-4015.859448169358,2814.197761732852,-58.81999999999999
-4096.359448169358,2816.6477617328637,-58.129999999999995
-4101.739448169246,3339.5077617328498,-43.0
-4010.179448169656,3337.947761732852,-41.74000000000001
-3918.619448170066,3334.5977617328754,-42.139999999999986
-3827.359448169358,3330.9577617328614,-41.95999999999998
-3736.0994481695816,3327.017761732859,-40.49000000000001
-3645.159448170103,3323.377761732845,-38.379999999999995
-3553.8994481693953,3320.0377617328777,-36.68000000000001
-3462.9494481701404,3316.987761732831,-36.360000000000014
-3372.3094481695443,3313.3477617328754,-37.670000000000016
-3281.97944816947,3309.4177617328824,-39.19
-3191.9494481701404,3304.587761732866,-40.110000000000014
-3102.22944816947,3299.4577617328614,-40.00999999999999
-3012.519448169507,3293.7477617328404,-38.75
-2922.4894481692463,3288.3177617328474,-36.06999999999999
-2832.459448169917,3283.4977617328404,-31.70999999999998
-2742.4394481694326,3279.2577617328498,-26.50999999999999
-2651.799448169768,3275.9177617328824,-22.20999999999998
-2561.1494481693953,3274.057761732838,-20.019999999999982
-2470.5094481697306,3273.97776173288,-19.810000000000002
-2380.47944816947,3275.3877617328544,-20.930000000000007
-2291.0594481695443,3278.2777617328684,-23.089999999999975
-2201.9494481701404,3281.1777617328335,-25.49000000000001
-2113.1494481693953,3284.367761732836,-27.69999999999999
-2024.9594481699169,3287.8477617328754,-29.889999999999986
-1936.769448169507,3290.447761732852,-32.129999999999995
-1849.1994481701404,3293.3477617328754,-33.85000000000002
-1761.929448169656,3296.8277617328567,-35.06
-1674.6594481701031,3300.617761732836,-36.25999999999999
-1587.6994481701404,3304.9977617328404,-37.379999999999995
-1500.7394481692463,3309.377761732845,-38.25999999999999
-1413.7794481692836,3312.867761732836,-38.98000000000002
-1327.4394481694326,3315.1677617328824,-39.81
-1241.089448169805,3316.5777617328567,-40.75999999999999
-1154.7494481699541,3316.807761732838,-41.56
-1068.7194481696934,3316.437761732843,-42.139999999999986
-982.6794481696561,3315.767761732859,-42.370000000000005
-896.6494481693953,3314.797761732829,-41.389999999999986
-810.3094481695443,3314.1377617328544,-38.129999999999995
-723.6594481701031,3313.4677617328707,-33.51999999999998
-636.6994481701404,3313.3977617328637,-29.45999999999998
-549.4394481694326,3313.3177617328474,-26.810000000000002
-462.1694481698796,3313.5377617328777,-25.920000000000016
-374.5994481695816,3313.4677617328707,-26.220000000000027
-287.63944816961884,3313.0977617328754,-26.870000000000005
-200.68944816943258,3312.72776173288,-27.620000000000005
-113.72944816946983,3311.7577617328498,-27.70999999999998
-27.079448170028627,3310.797761732829,-26.879999999999995
59.87055183015764,3309.5377617328777,-24.910000000000025
146.52055183053017,3307.97776173288,-21.680000000000007
233.78055183030665,3307.307761732838,-17.939999999999998
321.36055183038116,3306.937761732843,-15.110000000000014
409.2305518304929,3306.8577617328265,-13.5
497.11055183038116,3307.6777617328335,-12.660000000000025
585.3005518298596,3308.7877617328777,-12.149999999999977
672.8705518301576,3309.8977617328637,-12.04000000000002
760.7505518300459,3311.6077617328265,-12.490000000000009
848.3205518303439,3312.7177617328707,-13.019999999999982
935.5905518298969,3313.837761732866,-13.310000000000002
1022.8505518306047,3314.3577617328265,-13.579999999999984
1110.1205518301576,3314.5777617328567,-14.029999999999973
1197.070551830344,3314.2077617328614,-14.110000000000014
1284.0305518303066,3313.237761732831,-13.810000000000002
