 index dobs regional res_data tfa_true x y z
145 3183 361.71541453376796 451.77293871598033 -90.05752418221238 -78.53799555609704 516.0770374499261 -4124.405631446862 -74.46000000000004
146 3184 378.7599645709653 451.9043933441926 -73.14442877322733 -78.81107176942996 629.0770374499261 -4122.405631446862 -68.20000000000005
147 3185 365.1457784783015 452.0370054618531 -86.89122698355158 -78.8228724155388 743.0770374499261 -4120.405631446862 -62.379999999999995
148 3186 364.78598599956973 452.1704459086857 -87.38445990911595 -78.37040377672021 858.0770374499261 -4119.405631446862 -60.950000000000045
149 3187 360.44737270777824 452.3028988746894 -91.85552616691115 -77.33767675801435 973.0770374499261 -4121.405631446862 -64.37
150 3188 375.3800967374209 452.43618016986517 -77.05608343244427 -75.9301669308579 1089.0770374499261 -4124.405631446862 -68.85000000000002
151 3189 382.4881709441917 452.56764565503994 -70.07947471084822 -74.3028852457461 1204.0770374499261 -4129.405631446862 -70.51999999999998
152 3190 378.21257876926035 452.69878197993853 -74.48620321067818 -72.32070290835931 1319.0770374499261 -4135.405631446862 -73.75999999999999
153 3191 378.70601827715444 452.82908997566506 -74.12307169851061 -69.8558836485625 1433.0770374499261 -4140.405631446862 -83.5
154 3192 377.0256903761907 452.95889880249587 -75.93320842630516 -67.11269822729274 1546.0770374499261 -4143.405631446862 -95.71000000000004
155 3193 392.4910285301864 453.08820846043096 -60.59717993024458 -64.26390321063245 1658.0770374499261 -4144.405631446862 -106.63
156 3194 393.1978122286296 453.21553229974563 -60.01772007111606 -61.12673574712891 1768.0770374499261 -4144.405631446862 -120.59000000000003
157 3195 393.77394889256516 453.34136948933576 -59.5674205967706 -57.8847751698997 1877.0770374499261 -4145.405631446862 -132.72000000000003
158 3196 390.5549293060271 453.4663783497538 -62.91144904372675 -54.690871281601204 1985.0770374499261 -4145.405631446862 -141.03999999999996
159 3197 405.6226068278875 453.59254469962025 -47.969937871732725 -51.51796843154346 2094.077037449926 -4145.405631446862 -145.01
160 3198 403.25936553984116 453.7198685389349 -50.46050299909376 -48.55004225123707 2204.077037449926 -4145.405631446862 -140.88
161 3199 411.3552171485236 453.84983651742255 -42.49461936889895 -45.64456849830399 2316.077037449926 -4144.405631446862 -131.5
162 3200 409.63279613625593 453.9844344537034 -44.35163831744745 -42.53215589349931 2432.077037449926 -4143.405631446862 -121.39999999999998
163 3201 407.24591883051266 454.1216765291572 -46.87575769864452 -39.03167728549197 2550.077037449926 -4141.405631446862 -116.12
164 3202 409.33386935034184 454.26007609405934 -44.9262067437175 -35.07951509538716 2669.077037449926 -4139.405631446862 -118.14999999999998
165 3203 418.5673885524809 454.39996230868604 -35.832573756205136 -30.862581957160025 2789.077037449926 -4136.405631446862 -123.79999999999995
166 3204 424.92586564267344 454.53753354441614 -29.611667901742692 -26.717231024836117 2907.077037449926 -4133.405631446862 -128.24
167 3205 434.5492172005088 454.6751047801463 -20.125887579637492 -22.537389189549238 3025.077037449926 -4130.405631446862 -132.82000000000005
168 3206 433.6862355203005 454.8126760158763 -21.12644049557582 -18.401878621121284 3143.077037449926 -4127.405631446862 -136.0
169 3207 442.6221879210229 454.951733901331 -12.329545980308126 -14.289049351399674 3262.077037449926 -4123.405631446862 -137.21000000000004
170 3208 446.06940568679414 455.0896342973374 -9.020228610543256 -10.145980793639637 3380.077037449926 -4119.405631446862 -140.14
171 3209 435.9363927910415 455.22786385362 -19.291471062578523 -5.893583104314397 3498.077037449926 -4114.405631446862 -145.88
172 3210 437.76797803082866 455.36609340990276 -17.598115379074102 -1.691435863225263 3616.077037449926 -4109.405631446862 -151.02999999999997
173 3211 455.13608475062426 455.5034946370134 -0.36740988638911176 2.4591034537510326 3733.077037449926 -4103.405631446862 -155.86
174 3212 455.45076930996163 455.6394092143994 -0.18863990443776402 6.532465203674484 3849.077037449926 -4098.405631446862 -161.58000000000004
175 3213 460.84528299134445 455.7735079817845 5.0717750095599285 10.419333414131614 3964.077037449926 -4095.4056314468617 -166.19000000000005
176 3214 464.1898523616962 455.9054617788925 8.284390582803667 13.955788562690891 4078.077037449926 -4095.4056314468617 -165.26
177 3215 466.34270410547475 456.03824390517246 10.304460200302287 17.404753184351367 4193.077037449926 -4096.405631446862 -163.57000000000005
178 3216 463.45323751744763 456.1703677108999 7.282869806547751 20.784917645409788 4308.077037449926 -4099.405631446862 -165.33000000000004
179 3217 483.2185918024881 456.30067570662646 26.917916095861642 23.95038946444924 4422.077037449926 -4104.405631446862 -166.69000000000005
180 3218 481.6143179329734 456.4321411918013 25.1821767411721 26.906520797729726 4537.077037449926 -4109.405631446862 -161.23000000000002
181 3219 486.909106414858 456.5647641664244 30.344342248433577 29.73691028303015 4653.077037449926 -4114.405631446862 -152.33000000000004
182 3220 482.41405445007535 456.6985446304959 25.715509819579438 32.479779577151454 4770.077037449926 -4119.405631446862 -142.20000000000005
183 3221 481.8831377045706 456.8346400734641 25.0484976311065 35.245907937896355 4889.077037449926 -4124.405631446862 -138.16999999999996
184 3413 513.2120958386301 457.0409006887092 56.17119514992095 62.11170680960431 4927.077037449926 -3631.4056314468617 -101.38
185 3414 512.2364353208104 456.89389952877315 55.34253579203727 58.338479865352234 4800.077037449926 -3631.4056314468617 -94.46000000000004
186 3415 504.1409426271872 456.7475566893897 47.39338593779752 54.422081127906296 4673.077037449926 -3629.4056314468617 -89.94000000000005
187 3416 499.8074011564573 456.60204217917817 43.205358977279104 50.22909125553473 4547.077037449926 -3628.4056314468617 -85.97000000000003
188 3417 497.21039126296796 456.45652766896666 40.7538635940013 45.821495039593316 4421.077037449926 -3627.4056314468617 -82.47000000000003
189 3418 487.07517196332594 456.31217064820356 30.76300131512238 41.231788625662944 4296.077037449926 -3626.4056314468617 -78.09000000000003
190 3419 485.08081023935745 456.1674844671641 28.913325772193332 36.38824940014576 4171.077037449926 -3626.4056314468617 -73.40999999999997
191 3420 488.7405413098821 456.02428493584927 32.71625637403281 31.50297326403405 4047.077037449926 -3625.4056314468617 -69.84000000000003
192 3421 481.3716310536557 455.8807562442581 25.490874809397553 26.442197032875793 3923.077037449926 -3625.4056314468617 -67.42999999999995
193 3422 472.083815871858 455.73805588183905 16.345759990018962 21.180597646779507 3800.077037449926 -3626.4056314468617 -63.84000000000003
194 3423 460.38868321566014 455.59535551941997 4.793327696240169 15.767552966886319 3677.077037449926 -3627.4056314468617 -60.110000000000014
195 3424 457.96181882323157 455.45149766755253 2.510321155679037 10.246954238470682 3553.077037449926 -3628.4056314468617 -58.32000000000005
196 3425 445.61356844981714 455.30731065540886 -9.693742205591718 4.668873171575813 3429.077037449926 -3630.4056314468617 -59.34000000000003
197 3426 448.252413740993 455.1649394532661 -6.912525712273066 -0.8461248899720164 3306.077037449926 -3630.4056314468617 -61.33000000000004
198 3427 450.4846220891881 455.02223909084694 -4.537617001658816 -6.465013036354014 3183.077037449926 -3631.4056314468617 -64.49000000000001
199 3428 435.2694650502097 454.87986788870415 -19.61040283849445 -12.10739127458716 3060.077037449926 -3631.4056314468617 -68.45000000000005
200 3429 443.3158747610274 454.73749668656137 -11.421621925533998 -17.92950017752137 2937.077037449926 -3631.4056314468617 -70.89999999999998
201 3430 418.4417827327558 454.5954546446948 -36.153671911939 -24.04855261455185 2814.077037449926 -3630.4056314468617 -69.17999999999995
202 3431 423.3943252544949 454.45225511338003 -31.05792985888513 -30.494942818390967 2690.077037449926 -3629.4056314468617 -64.29999999999995
203 3432 416.12757553709474 454.3090555820651 -38.181480044970385 -37.24955222571581 2566.077037449926 -3628.4056314468617 -55.60000000000002
204 3433 405.6089790593092 454.1632119115774 -48.55423285226817 -44.27476277490931 2440.077037449926 -3628.4056314468617 -45.110000000000014
205 3434 405.64601468179706 454.0173682410896 -48.37135355929257 -51.219620987720525 2314.077037449926 -3628.4056314468617 -35.460000000000036
206 3435 392.2233526820852 453.8703670811535 -61.647014399068325 -58.128233869956716 2187.077037449926 -3628.4056314468617 -25.700000000000045
207 3436 382.8838616607209 453.72336592121746 -70.83950426049654 -64.8540845421994 2060.077037449926 -3628.4056314468617 -16.17999999999995
208 3437 378.15235159861976 453.5760356010052 -75.42368400238541 -70.97204540191781 1933.0770374499261 -3629.4056314468617 -11.539999999999964
209 3438 372.0874237525185 453.4301919305174 -81.34276817799895 -76.39984052583819 1807.0770374499261 -3629.4056314468617 -11.549999999999955
210 3439 359.00543237001983 453.285505749478 -94.28007337945814 -81.63730416711316 1682.0770374499261 -3629.4056314468617 -8.559999999999945
211 3440 360.3858232187465 453.14114872871477 -92.75532550996826 -86.7055682621332 1557.0770374499261 -3628.4056314468617 -2.6000000000000227
212 3441 367.9715132868285 452.9976200371236 -85.02610675029513 -77.2434367782358 1433.0770374499261 -3628.4056314468617 -202.70369296533775
213 3442 364.5489198264156 452.85409134553254 -88.30517151911693 -81.12925083242106 1309.0770374499261 -3628.4056314468617 -202.70369296533775
214 3443 365.7018037471072 452.71023349366516 -87.00842974655797 -84.56247581195593 1185.0770374499261 -3629.4056314468617 -202.70369296533775
