 index dobs regional res_data tfa_true x y z
48 2891 408.4339721792859 450.66661651100446 -42.232644331718575 -44.009245196820835 -63.92296255007386 -4639.405631446862 -156.97000000000003
49 2892 404.56192973397617 450.77420037589286 -46.21227064191669 -44.57958346651403 39.07703744992614 -4638.405631446862 -163.21000000000004
50 2893 401.15142494850977 450.8824287746613 -49.73100382615155 -45.05878024208956 143.07703744992614 -4638.405631446862 -168.84000000000003
51 2894 400.59388499429343 450.9885758580688 -50.394690863775395 -45.46505273706128 245.07703744992614 -4638.405631446862 -172.91999999999996
52 2895 407.6821034206811 451.0957635991568 -43.41366017847571 -45.795049943709834 348.07703744992614 -4638.405631446862 -177.12
53 2896 406.9972102918464 451.20191068256435 -44.20470039071796 -46.034622052629864 450.07703744992614 -4638.405631446862 -181.90999999999997
54 2897 393.6737480336321 451.30805776597185 -57.63430973233977 -46.19748116418809 552.0770374499261 -4638.405631446862 -186.51999999999998
55 2898 396.57447405721774 451.4121235340184 -54.837649476800664 -46.25131392128697 652.0770374499261 -4638.405631446862 -193.01999999999998
56 2899 406.64929705661973 451.5165854258654 -44.86728836924567 -46.23737967225332 752.0770374499261 -4637.405631446862 -200.17999999999995
57 2900 403.2303884268691 451.6200066600319 -48.389618233162764 -46.15122890190503 851.0770374499261 -4636.405631446862 -206.96000000000004
58 2901 403.1974198034447 451.72382401799877 -48.52640421455408 -46.019388331586775 950.0770374499261 -4634.405631446862 -213.13
59 2902 406.36070681688994 451.8266007182852 -45.46589390139525 -45.797775665863725 1048.0770374499261 -4632.405631446862 -220.21000000000004
60 2903 399.08332500020595 451.92898129477123 -52.84565629456529 -45.462947108450265 1146.0770374499261 -4631.405631446862 -228.3599999999999
61 2904 410.839131940839 452.0313618712573 -41.19222993041825 -45.10679761059805 1244.0770374499261 -4630.405631446862 -233.79999999999995
62 2905 402.82364530700175 452.13334632394293 -49.309701016941176 -44.67640348960874 1342.0770374499261 -4630.405631446862 -238.5999999999999
63 2906 394.6911983843933 452.23389399514775 -57.542695610754436 -44.126077348296725 1439.0770374499261 -4631.405631446862 -245.3599999999999
64 2907 406.63339368696825 452.335482324033 -45.702088637064776 -43.53508231437075 1537.0770374499261 -4632.405631446862 -250.71000000000004
65 2908 409.85138000300657 452.4364261190382 -42.585046116031606 -42.898538457531885 1634.0770374499261 -4632.405631446862 -256.18000000000006
66 2909 407.5376249938956 452.53632925636293 -44.998704262467356 -42.20088881640965 1730.0770374499261 -4632.405631446862 -261.79999999999995
67 2910 414.3483293077174 452.63623239368764 -38.28790308597024 -41.44858147771709 1826.0770374499261 -4632.405631446862 -267.0799999999999
68 2911 403.9604459452339 452.73588712093266 -48.775441175698745 -40.65642714363413 1921.0770374499261 -4630.405631446862 -272.9200000000001
69 2912 410.3410172374966 452.8355418481776 -42.494524610681026 -39.8289977151269 2016.0770374499261 -4628.405631446862 -277.56999999999994
70 2913 416.3018130056075 452.9341559177422 -36.632342912134675 -38.940376879310904 2110.077037449926 -4626.405631446862 -282.52
71 2914 410.1659343674779 453.03405905506696 -42.868124687589045 -37.95453764172164 2206.077037449926 -4626.405631446862 -287.22
72 2915 412.8502764059907 453.1333176585116 -40.28304125252089 -36.95486469477289 2301.077037449926 -4625.405631446862 -290.8699999999999
73 2916 407.7961644378363 453.2328246720359 -45.43666023419962 -35.87516319279656 2397.077037449926 -4626.405631446862 -294.0899999999999
74 2917 417.7208503792609 453.3337684670411 -35.6129180877802 -34.7358608293285 2494.077037449926 -4626.405631446862 -297.26
75 2918 417.5529352749384 453.4336716043658 -35.88073632942741 -33.53710923854441 2590.077037449926 -4626.405631446862 -300.78999999999996
76 2919 413.15369822439857 453.53461539937103 -40.38091717497247 -32.21030460672557 2687.077037449926 -4626.405631446862 -306.3900000000001
77 2920 418.27450074012654 453.63412241289535 -35.35962167276881 -30.80629318004898 2783.077037449926 -4627.405631446862 -312.78
78 2921 431.2276760653368 453.7346700841002 -22.50699401876335 -29.34866060313319 2880.077037449926 -4628.405631446862 -318.4100000000001
79 2922 418.27447109322634 453.83640612670615 -35.56193503347981 -27.860997617366962 2977.077037449926 -4626.405631446862 -323.3499999999999
80 2923 423.25510493990635 453.9391828269925 -30.684077887086175 -26.330517845462236 3075.077037449926 -4624.405631446862 -326.8299999999999
81 2924 429.69263751584714 454.0417111171992 -24.349073601352075 -24.725481218395316 3172.077037449926 -4620.405631446862 -331.31999999999994
82 2925 431.60252924263983 454.14567618888674 -22.543146946246907 -23.015539934799666 3270.077037449926 -4615.405631446862 -336.53999999999996
83 2926 430.0442392396579 454.25003738437465 -24.205798144716766 -21.249966316731822 3368.077037449926 -4609.405631446862 -341.0999999999999
84 2927 430.8260801425784 454.3562314851438 -23.530151342565375 -19.393142902273418 3467.077037449926 -4601.405631446862 -345.51
85 2928 428.7149315871545 454.46123721451175 -25.74630562735723 -17.512375078652013 3566.077037449926 -4596.405631446862 -348.1500000000001
86 2929 438.525149718719 454.5683242592407 -16.043174540521704 -15.523193773996846 3667.077037449926 -4591.405631446862 -350.79999999999995
87 2930 437.2155479946123 454.673182274888 -17.457634280275727 -13.48214709579604 3767.077037449926 -4589.405631446862 -354.22
88 2931 433.6789810788856 454.77908094821584 -21.100099869330222 -11.371969351772272 3868.077037449926 -4587.405631446862 -357.3800000000001
89 2932 436.92542404028785 454.8841873739429 -17.958763333655043 -9.22301179397293 3969.077037449926 -4587.405631446862 -360.72
90 2933 433.2220135111361 454.98929379966995 -21.76728028853387 -7.043418115155664 4070.077037449926 -4587.405631446862 -363.68000000000006
91 2934 440.89504911111044 455.0946486354767 -14.19959952436625 -4.908748782241668 4172.077037449926 -4589.405631446862 -363.1700000000001
92 2935 452.8297300159105 455.20104412896393 -2.3713141130534154 -2.7506164996058637 4275.077037449926 -4591.405631446862 -361.52
93 2936 452.6298961482902 455.3076880325309 -2.677791884240719 -0.5943055740757236 4379.077037449926 -4595.405631446862 -359.0799999999999
94 2937 453.70505232734536 455.4153725937783 -1.710320266432916 1.5713215002644345 4484.077037449926 -4599.405631446862 -355.6099999999999
95 2938 447.6529139661922 455.5244939365066 -7.871579970314372 3.766842704474131 4590.077037449926 -4602.405631446862 -351.70000000000005
96 2939 458.0471641327613 455.6353004707954 2.4118636619658673 5.964780778600668 4698.077037449926 -4606.405631446862 -346.9000000000001
97 2940 454.23714547354683 455.7471476627647 -1.5100021892178574 8.162677080063869 4807.077037449926 -4610.405631446862 -342.04999999999995
98 2941 456.0556323270659 455.85899485473396 0.19663747233192908 10.340793408974132 4916.077037449926 -4614.405631446862 -338.1099999999999
99 3137 441.03477542057027 445.8450829365091 -4.810307515938803 -1.829006248940395 -4896.922962550074 -4114.405631446862 -65.63999999999999
100 3138 444.52641160689166 445.9620327205217 -1.4356211136300203 -2.2050110442790523 -4784.922962550074 -4113.405631446862 -69.49000000000001
101 3139 442.22401277518844 446.080419286015 -3.8564065108265595 -2.601648341770877 -4671.922962550074 -4111.405631446862 -70.05999999999995
102 3140 446.68451195861167 446.19840972770805 0.4861022309036116 -2.9997624982150835 -4558.922962550074 -4110.405631446862 -63.08000000000004
103 3141 445.83608579761176 446.31744082708155 -0.48135502946979614 -3.4256811890969097 -4444.922962550074 -4109.405631446862 -53.5
104 3142 449.1030224791237 446.4391977756961 2.663824703427622 -3.9110975549125273 -4327.922962550074 -4109.405631446862 -44.82000000000005
105 3143 444.0178487096567 446.56120313439027 -2.543354424733593 -4.453331774839133 -4209.922962550074 -4111.405631446862 -36.860000000000014
106 3144 438.1672358026734 446.6830607793638 -8.515824976690396 -5.064463858809464 -4090.922962550074 -4116.405631446862 -30.74000000000001
107 3145 445.1306759229468 446.8049184243374 -1.6742425013906086 -5.739341858258247 -3971.922962550074 -4121.405631446862 -26.450000000000045
108 3146 443.7476793225998 446.9292535084723 -3.1815741858724778 -6.485943409755525 -3850.922962550074 -4125.405631446862 -22.529999999999973
109 3147 442.50865222535697 447.05398471640757 -4.545332491050601 -7.295241504818348 -3729.922962550074 -4128.405631446862 -18.58000000000004
110 3148 435.5519657066667 447.1803004195443 -11.628334712877631 -8.185309874169842 -3608.922962550074 -4127.405631446862 -17.090000000000032
111 3149 444.58208335979504 447.30597158880096 -2.7238882290059223 -9.12870888011576 -3488.922962550074 -4125.405631446862 -13.490000000000009
112 3150 440.17781471709145 447.43372407341855 -7.255909356327095 -10.158939070818457 -3366.922962550074 -4123.405631446862 -8.409999999999968
113 3151 437.37629087416354 447.5604359003556 -10.184145026192084 -11.270115981718416 -3245.922962550074 -4121.405631446862 -4.25
114 3152 444.90066595004896 447.68595935589167 -2.785293405842708 -12.487088751378087 -3124.922962550074 -4122.405631446862 -3.419999999999959
115 3153 434.43631885472934 447.81148281142765 -13.375163956698316 -13.792829876138759 -3003.922962550074 -4123.405631446862 -2.67999999999995
116 3154 435.21017991502123 447.93661014316325 -12.726430228142021 -15.197143962339767 -2882.922962550074 -4125.405631446862 -3.6000000000000227
117 3155 426.4317371823471 448.05886391193724 -21.627126729590145 -16.687368742315005 -2763.922962550074 -4129.405631446862 -8.940000000000055
118 3156 429.0786935966661 448.17943248915066 -19.10073889248457 -18.281457127997662 -2646.922962550074 -4132.405631446862 -21.480000000000018
119 3157 426.2903718565724 448.2962345594425 -22.005862702870104 -19.921007176318646 -2533.922962550074 -4134.405631446862 -37.91999999999996
120 3158 411.07657239126087 448.4115998482536 -37.33502745699275 -21.57060126034721 -2421.922962550074 -4137.405631446862 -48.0
121 3159 419.98431152680354 448.5269651370646 -28.542653610261084 -23.245408527849857 -2309.922962550074 -4140.405631446862 -51.210000000000036
122 3160 416.3061773830019 448.6423304258757 -32.336153042873775 -24.959059284172174 -2197.922962550074 -4143.405631446862 -50.120000000000005
123 3161 423.4574666694807 448.7587363723672 -25.301269702886486 -26.741267076565833 -2084.922962550074 -4146.405631446862 -47.97000000000003
124 3162 417.1389593153155 448.87761975802005 -31.738660442704543 -28.604311030696955 -1969.9229625500739 -4148.405631446862 -41.91999999999996
125 3163 408.0012687283999 448.99793992515373 -40.99667119675382 -30.540227490609645 -1853.9229625500739 -4149.405631446862 -33.440000000000055
126 3164 407.76327896161854 449.1207375314487 -41.35745856983016 -32.572859202556984 -1735.9229625500739 -4149.405631446862 -24.519999999999982
127 3165 411.5901094589126 449.2453680430249 -37.65525858411229 -34.70262519141425 -1616.9229625500739 -4147.405631446862 -17.769999999999982
128 3166 407.4061146128514 449.37207986996196 -41.965965257110554 -36.909137834297724 -1495.9229625500739 -4145.405631446862 -14.139999999999986
129 3167 403.75359985138283 449.4987916968991 -45.745191845516274 -39.133586149366785 -1374.9229625500739 -4143.405631446862 -11.990000000000009
130 3168 411.5955847869719 449.62550352383624 -38.02991873686432 -41.35550657605046 -1253.9229625500739 -4141.405631446862 -10.25
131 3169 408.7934102997156 449.75325600845383 -40.959845708738214 -43.5754283931962 -1131.9229625500739 -4139.405631446862 -7.409999999999968
132 3170 403.5684803914433 449.88125690315115 -46.31277651170785 -45.72280429602658 -1008.9229625500739 -4139.405631446862 -6.720000000000027
133 3171 400.8224297923821 450.0071764824875 -49.18474669010544 -47.74924242389093 -887.9229625500739 -4139.405631446862 -10.57000000000005
134 3172 393.16743877646275 450.131659280343 -56.964220503880256 -49.61795111117257 -767.9229625500739 -4140.405631446862 -18.309999999999945
135 3173 394.0040912994817 450.2554975443185 -56.2514062448368 -51.37874842730605 -648.9229625500739 -4140.405631446862 -25.379999999999995
136 3174 390.629827084895 450.3793358082939 -59.74950872339889 -53.04387688569325 -529.9229625500739 -4140.405631446862 -27.57000000000005
137 3175 399.3821194179794 450.50396631987013 -51.121846901890706 -54.65273922730619 -410.92296255007386 -4138.405631446862 -27.840000000000032
138 3176 393.03696776559735 450.62899295524664 -57.59202518964929 -56.16925050611393 -291.92296255007386 -4135.405631446862 -26.980000000000018
139 3177 389.01392700221487 450.7550602483037 -61.74113324608885 -57.56576124973416 -171.92296255007386 -4132.405631446862 -25.379999999999995
140 3178 399.55555788469394 450.88033529375997 -51.32477740906603 -58.71085189617434 -51.92296255007386 -4131.405631446862 -26.840000000000032
141 3179 391.9011100058856 451.0035290238553 -59.10241901796974 -59.593747735432714 66.07703744992614 -4130.405631446862 -33.91999999999996
142 3180 382.00916348445685 451.1232046571089 -69.11404117265204 -60.115728752188204 181.07703744992614 -4130.405631446862 -49.10000000000002
143 3181 386.7470709533285 451.2405505649218 -64.49347961159333 -60.456492271081196 293.07703744992614 -4128.405631446862 -66.38999999999999
144 3182 388.3527009571434 451.35789647273475 -63.00519551559137 -60.775109384888395 405.07703744992614 -4126.405631446862 -75.29999999999995
145 3183 391.30803992957505 451.47420172286724 -60.16616179329219 -61.13807292813851 516.0770374499261 -4124.405631446862 -74.46000000000004
146 3184 387.9513245271191 451.5925882883606 -63.64126376124153 -61.49671131810589 629.0770374499261 -4122.405631446862 -68.20000000000005
147 3185 383.76562851233757 451.71201551153445 -67.94638699919687 -61.729418121757874 743.0770374499261 -4120.405631446862 -62.379999999999995
148 3186 391.52479518093236 451.83208726858845 -60.307292087656094 -61.70530565791231 858.0770374499261 -4119.405631446862 -60.950000000000045
149 3187 396.52228487758896 451.95097065424125 -55.42868577665229 -61.342378449639924 973.0770374499261 -4121.405631446862 -64.37
150 3188 391.97090271183316 452.07049857377416 -60.099595861941 -60.79087071336833 1089.0770374499261 -4124.405631446862 -68.85000000000002
151 3189 384.16070668441307 452.1881935880259 -68.02748690361284 -60.146779674688375 1204.0770374499261 -4129.405631446862 -70.51999999999998
152 3190 393.5219178047739 452.3054924784772 -58.7835746737033 -59.32087342181504 1319.0770374499261 -4135.405631446862 -73.75999999999999
153 3191 392.07136311788435 452.42214683504847 -60.35078371716412 -58.21586185946585 1433.0770374499261 -4140.405631446862 -83.5
154 3192 393.68190277427607 452.53855278154 -58.85665000726391 -56.96664746628023 1546.0770374499261 -4143.405631446862 -95.71000000000004
155 3193 389.2308465169416 452.6547103179518 -63.423863801010214 -55.68873986196316 1658.0770374499261 -4144.405631446862 -106.63
156 3194 382.94500984341767 452.769182662803 -69.82417281938535 -54.22582388561307 1768.0770374499261 -4144.405631446862 -120.59000000000003
157 3195 398.385757884065 452.88221822617345 -54.496460342108435 -52.69783449455877 1877.0770374499261 -4145.405631446862 -132.72000000000003
158 3196 400.50595984036 452.99460925566376 -52.48864941530377 -51.22210270874711 1985.0770374499261 -4145.405631446862 -141.03999999999996
159 3197 398.3965835488917 453.1080409428345 -54.711457393942794 -49.78683392109373 2094.077037449926 -4145.405631446862 -145.01
160 3198 394.5532826244077 453.2225132876858 -58.669230663278086 -48.5381155773217 2204.077037449926 -4145.405631446862 -140.88
161 3199 402.62225723204597 453.33946307169833 -50.717205839652365 -47.38083024196374 2316.077037449926 -4144.405631446862 -131.5
162 3200 407.3107810030476 453.4605754864328 -46.149794483385165 -46.09820583561256 2432.077037449926 -4143.405631446862 -121.39999999999998
163 3201 406.2914359440813 453.58416534032847 -47.29272939624718 -44.49828859687336 2550.077037449926 -4141.405631446862 -116.12
164 3202 409.9217621552341 453.70879585190465 -43.78703369667056 -42.46287866397562 2669.077037449926 -4139.405631446862 -118.14999999999998
165 3203 410.59183648838234 453.8348631449617 -43.24302665657933 -40.12891314511038 2789.077037449926 -4136.405631446862 -123.79999999999995
166 3204 412.6517517589431 453.9588491226578 -41.30709736371472 -37.73098098828783 2907.077037449926 -4133.405631446862 -128.24
167 3205 410.14046939183555 454.08283510035386 -43.94236570851831 -35.17695532998307 3025.077037449926 -4130.405631446862 -132.82000000000005
168 3206 420.0677213977801 454.20682107805004 -34.139099680269965 -32.52693442349369 3143.077037449926 -4127.405631446862 -136.0
169 3207 428.5958751330769 454.33224383722694 -25.73636870415004 -29.776866949330593 3262.077037449926 -4123.405631446862 -137.21000000000004
170 3208 428.78687962492126 454.4566259387234 -25.669746313802136 -26.815057459183343 3380.077037449926 -4119.405631446862 -140.14
171 3209 431.4490955765837 454.5814041640202 -23.132308587436512 -23.57057102782817 3498.077037449926 -4114.405631446862 -145.88
172 3210 429.2180417108261 454.70618238931706 -25.488140678490936 -20.1854830353755 3616.077037449926 -4109.405631446862 -151.02999999999997
173 3211 435.9895697916898 454.83031608073384 -18.840746289044034 -16.67085796939744 3733.077037449926 -4103.405631446862 -155.86
174 3212 429.05628764807125 454.9530129906698 -25.89672534259853 -13.010518017796574 3849.077037449926 -4098.405631446862 -161.58000000000004
175 3213 442.742803947091 455.07387699532444 -12.331073048233463 -9.317622606111922 3964.077037449926 -4095.4056314468617 -166.19000000000005
176 3214 452.41394886861804 455.19251197089756 -2.77856310227952 -5.7899251943322305 4078.077037449926 -4095.4056314468617 -165.26
177 3215 449.05502663167425 455.31179148035073 -6.256764848676482 -2.1798143480737595 4193.077037449926 -4096.405631446862 -163.57000000000005
178 3216 449.8537951263961 455.4302787422032 -5.576483615807092 1.5658622943952871 4308.077037449926 -4099.405631446862 -165.33000000000004
179 3217 456.810269142157 455.54693309877445 1.2633360433825374 5.245474167980207 4422.077037449926 -4104.405631446862 -166.69000000000005
180 3218 455.7037327435653 455.6646281130262 0.03910463053910007 8.774138543711741 4537.077037449926 -4109.405631446862 -161.23000000000002
181 3219 470.1899994848084 455.78336378495834 14.406635699850085 12.25047816954868 4653.077037449926 -4114.405631446862 -152.33000000000004
182 3220 460.4398137692224 455.903140114571 4.536673654651395 15.716929397667547 4770.077037449926 -4119.405631446862 -142.20000000000005
183 3221 475.01201153661395 456.02499775954453 18.98701377706942 19.328842585087397 4889.077037449926 -4124.405631446862 -138.16999999999996
184 3413 498.99268890679775 456.25983178498655 42.73285712181121 42.826870539436065 4927.077037449926 -3631.4056314468617 -101.38
185 3414 494.89461650114504 456.1276682595674 38.766948241577666 37.052025562663445 4800.077037449926 -3631.4056314468617 -94.46000000000004
186 3415 481.1971200968096 455.99629698174897 25.200823115060643 31.1857360712289 4673.077037449926 -3629.4056314468617 -89.94000000000005
187 3416 475.9475270756999 455.86557023781063 20.081956837889265 25.16557127249764 4547.077037449926 -3628.4056314468617 -85.97000000000003
188 3417 469.2242430794219 455.7348434938723 13.48939958554962 19.08092684586649 4421.077037449926 -3627.4056314468617 -82.47000000000003
189 3418 464.1881991531414 455.60515740761446 8.583041745526941 13.004932793516707 4296.077037449926 -3626.4056314468617 -78.09000000000003
190 3419 469.4972848537837 455.47507519755624 14.02220965622746 6.92774859361888 4171.077037449926 -3626.4056314468617 -73.40999999999997
191 3420 450.58678556695247 455.34642976897885 -4.759644202026379 1.0913177743352431 4047.077037449926 -3625.4056314468617 -69.84000000000003
192 3421 443.5145314702348 455.2173882166011 -11.702856746366308 -4.565528911903455 3923.077037449926 -3625.4056314468617 -67.42999999999995
193 3422 431.1350338842345 455.0889911981034 -23.953957313868898 -10.06904497191885 3800.077037449926 -3626.4056314468617 -63.84000000000003
194 3423 450.2028773669046 454.96059417960566 -4.757716812701062 -15.362076490764684 3677.077037449926 -3627.4056314468617 -60.110000000000014
195 3424 430.54922324984364 454.8311565034275 -24.281933253583873 -20.353066830774015 3553.077037449926 -3628.4056314468617 -58.32000000000005
196 3425 428.6199192299312 454.701322703449 -26.08140347351781 -24.951437630324484 3429.077037449926 -3630.4056314468617 -59.34000000000003
197 3426 421.9326193861309 454.57332180875176 -32.64070242262085 -29.176261914275635 3306.077037449926 -3630.4056314468617 -61.33000000000004
198 3427 415.9059353132015 454.44492479025405 -38.53898947705255 -33.11006368566428 3183.077037449926 -3631.4056314468617 -64.49000000000001
199 3428 423.78055695121105 454.3169238955567 -30.536366944345673 -36.761490326430035 3060.077037449926 -3631.4056314468617 -68.45000000000005
200 3429 402.1446182086521 454.1889230008594 -52.0443047922073 -40.29461351992376 2937.077037449926 -3631.4056314468617 -70.89999999999998
201 3430 408.26911122640405 454.0613182299625 -45.792207003558474 -43.87958985401643 2814.077037449926 -3630.4056314468617 -69.17999999999995
202 3431 389.935126658832 453.93267280138514 -63.99754614255312 -47.50005357768572 2690.077037449926 -3629.4056314468617 -64.29999999999995
203 3432 402.40641680835654 453.8040273728077 -51.397610564451156 -51.173607412905284 2566.077037449926 -3628.4056314468617 -55.60000000000002
204 3433 402.8065145492393 453.67290450506897 -50.866389955829675 -54.82081386727069 2440.077037449926 -3628.4056314468617 -45.110000000000014
205 3434 389.19287961489636 453.5417816373303 -64.34890202243395 -58.233673743188916 2314.077037449926 -3628.4056314468617 -35.460000000000036
206 3435 386.92820077314326 453.40961811191113 -66.48141733876787 -61.49005239240593 2187.077037449926 -3628.4056314468617 -25.700000000000045
207 3436 377.1823546143429 453.27745458649196 -76.09509997214906 -64.54531316496322 2060.077037449926 -3628.4056314468617 -16.17999999999995
208 3437 378.54041020365196 453.14489493727245 -74.6044847336205 -67.11542154716787 1933.0770374499261 -3629.4056314468617 -11.539999999999964
209 3438 382.8791365963169 453.01377206953373 -70.1346354732168 -69.25021679241038 1807.0770374499261 -3629.4056314468617 -11.549999999999955
210 3439 386.64692132134473 452.8836898594755 -66.23676853813078 -71.3666422280504 1682.0770374499261 -3629.4056314468617 -8.559999999999945
211 3440 384.71711214537993 452.7540037732176 -68.03689162783769 -73.49161824253707 1557.0770374499261 -3628.4056314468617 -2.6000000000000227
212 3441 375.9106098729279 452.62496222083985 -76.71435234791193 -65.25624834577658 1433.0770374499261 -3628.4056314468617 -202.70369296533775
213 3442 380.1659529472161 452.4959206684621 -72.32996772124596 -67.01300138304067 1309.0770374499261 -3628.4056314468617 -202.70369296533775
