Scan started at 17:48:45 10/01/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0628662	-0.0462647	368.673	0.195622	0.00417291	0.00334432	14.7748	0	-33721.5	-27694.2	-25689.3	0.195622	1684.9	1792.63	1019.63	
0.00499208	-0.0748901	-0.0511475	368.668	0.293434	0.00688528	0.00548356	24.7933	0.00499208	-33663.6	-27834.7	-25705.5	0.293434	2823.67	2139.34	1932.97	
0.00998416	-0.0727539	-0.050415	368.662	0.391245	0.0042486	0.00394971	14.1657	0.00998416	-33691	-27867	-25678.3	0.391245	1918.31	1045.69	1404.23	
0.0149762	-0.0733032	-0.0507813	368.659	0.489056	0.00325224	0.00273185	15.0354	0.0149762	-33735.7	-27811.5	-25654.8	0.489056	1766.67	1092.32	1653.29	
0.0199683	-0.0748291	-0.0491638	368.656	0.586867	0.00573629	0.00500973	13.2915	0.0199683	-33736.8	-27809.6	-25653.8	0.586867	1310.81	1056.94	1572.48	
0.0249604	-0.0721741	-0.0506592	368.658	0.684678	0.00451022	0.00406185	10.8159	0.0249604	-33735.3	-27810.1	-25656	0.684678	872.931	1012.6	1289.49	
0.0299525	-0.0725403	-0.052887	368.661	0.782489	0.00240163	0.0020074	12.0176	0.0299525	-33734.4	-27810.6	-25656.6	0.782489	1126.6	1172.15	1120.34	
0.0349446	-0.0717468	-0.0532837	368.662	0.880301	0.00217938	0.00168785	8.45199	0.0349446	-33734.7	-27810.5	-25654.9	0.880301	953.037	920.537	632.128	
0.0399366	-0.0735474	-0.0573731	368.662	0.978112	0.00275949	0.00273875	10.4858	0.0399366	-33735.1	-27810.7	-25654.5	0.978112	1247.91	988.387	708.223	
0.0449287	-0.0724487	-0.0543823	368.659	1.07592	0.00324631	0.00297343	6.9357	0.0449287	-33735.9	-27809.4	-25654.5	1.07592	946.7	645.959	411.926	
0.0499208	-0.0741577	-0.055542	368.658	1.17373	0.00396333	0.00362598	8.79953	0.0499208	-33736.8	-27808.6	-25654.1	1.17373	1017.01	707.522	680.669	
0.0549129	-0.0744324	-0.0534668	368.659	1.27155	0.00309652	0.00300925	5.86153	0.0549129	-33735.6	-27810.4	-25655	1.27155	639.057	409.538	526.036	
0.059905	-0.073761	-0.052124	368.659	1.36936	0.00275307	0.00296662	6.98954	0.059905	-33734.9	-27810.6	-25655.8	1.36936	678.556	499.726	622.144	
0.064897	-0.0761719	-0.0518189	368.657	1.46717	0.00258241	0.00264502	5.05311	0.064897	-33736.4	-27809.4	-25654.9	1.46717	447.121	341.303	473.039	
0.0698891	-0.0757752	-0.048645	368.658	1.56498	0.00178123	0.00156765	5.13313	0.0698891	-33734.9	-27811.3	-25655	1.56498	481.545	379.155	444.537	
0.0748812	-0.0727234	-0.0475159	368.66	1.66279	0.00360455	0.00343217	4.42006	0.0748812	-33733.6	-27812.1	-25655.9	1.66279	435.45	343.086	360.55	
