Scan started at 15:53:50 16/01/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0587158	-0.0328369	371.793	0.195622	0.00357858	0.00305237	11.846	0	-31401.5	-30059.3	-26099.7	0.195622	1073.12	1021.91	904.822	
0.00499208	-0.0518799	-0.0252686	371.79	0.293434	0.0060833	0.00477733	25.1966	0.00499208	-31464.5	-30064.8	-26045.1	0.293434	2326.62	2191.25	1963.27	
0.00998416	-0.0507406	-0.0233154	371.789	0.391245	0.00468145	0.00455901	11.4868	0.00998416	-31544.3	-29980.6	-26021.4	0.391245	1054.11	1004.75	898.165	
0.0149762	-0.0507813	-0.0283508	371.788	0.489056	0.00363411	0.00350355	15.2159	0.0149762	-31550.4	-29936	-26036.4	0.489056	1399.05	1316.93	1180.85	
0.0199683	-0.0507202	-0.0289612	371.792	0.586867	0.00438552	0.00401743	11.0692	0.0199683	-31548.9	-29935.8	-26036.1	0.586867	1017.44	951.312	856.084	
0.0249604	-0.0531311	-0.0316772	371.794	0.684678	0.00808309	0.00760373	10.9329	0.0249604	-31548.6	-29935.5	-26036.3	0.684678	999.207	941.007	839.934	
0.0299525	-0.0544128	-0.0329895	371.796	0.782489	0.00633477	0.00581729	10.4522	0.0299525	-31547.8	-29935.3	-26035.8	0.782489	957.038	899.223	803.464	
0.0349446	-0.0574036	-0.0315857	371.796	0.880301	0.00425441	0.00412601	8.54823	0.0349446	-31548.5	-29935.1	-26035.6	0.880301	776.335	735.812	653.602	
0.0399366	-0.0582886	-0.0343628	371.789	0.978112	0.00661445	0.00693294	9.65638	0.0399366	-31548.6	-29935	-26035.3	0.978112	884.93	832.575	743.365	
0.0449287	-0.0577393	-0.0355225	371.791	1.07592	0.00322046	0.00312973	7.01754	0.0449287	-31548.2	-29933.4	-26035.2	1.07592	635.051	603.729	535.602	
0.0499208	-0.0569458	-0.0376587	371.787	1.17373	0.00306852	0.00293101	8.73034	0.0499208	-31548.1	-29933.7	-26035.6	1.17373	799.821	753.324	673.863	
0.0549129	-0.0571289	-0.0367737	371.789	1.27155	0.00526918	0.00512985	5.94983	0.0549129	-31548.3	-29934.4	-26035.9	1.27155	539.644	508.952	453.108	
0.059905	-0.0568848	-0.0363159	371.79	1.36936	0.00489031	0.0044255	7.71558	0.059905	-31549	-29935.4	-26037	1.36936	707.102	665.157	594.744	
0.064897	-0.0551148	-0.0339356	371.791	1.46717	0.00246818	0.00232764	5.15461	0.064897	-31546.9	-29937.7	-26037.5	1.46717	467.116	441.836	392.471	
0.0698891	-0.0540466	-0.0327759	371.795	1.56498	0.00225957	0.00211469	6.63188	0.0698891	-31547.2	-29937.7	-26037.4	1.56498	606.2	571.769	510.638	
0.0748812	-0.0539856	-0.0314026	371.798	1.66279	0.00490836	0.00484266	4.54813	0.0748812	-31549.2	-29936.3	-26036.6	1.66279	411.338	390.35	346.306	
0.0798733	-0.0530396	-0.0301819	371.795	1.7606	0.00224542	0.00222999	5.48899	0.0798733	-31548.5	-29935.4	-26036.6	1.7606	501.931	474.264	423.035	
0.0848654	-0.0556336	-0.0313721	371.79	1.85841	0.00259569	0.00261147	4.05284	0.0848654	-31548.5	-29935.3	-26036.7	1.85841	369.444	347.076	310.001	
0.0898574	-0.0551758	-0.0315247	371.791	1.95622	0.0030126	0.00292496	4.34584	0.0898574	-31548.6	-29934.8	-26036.4	1.95622	397.975	374.118	334.391	
0.0948495	-0.0574646	-0.034668	371.785	2.05403	0.00178158	0.00175325	3.64011	0.0948495	-31549.2	-29934.1	-26036.3	2.05403	333.127	314.312	280.486	
0.0998416	-0.0575867	-0.032898	371.786	2.15185	0.00293473	0.00278437	3.21416	0.0998416	-31549	-29934.2	-26036.2	2.15185	292.932	277.6	247.676	
0.104834	-0.0591736	-0.0323792	371.785	2.24966	0.00266708	0.00256765	3.31358	0.104834	-31548	-29934.6	-26036.8	2.24966	303.252	286.891	256.423	
0.109826	-0.0625916	-0.032959	371.78	2.34747	0.00161962	0.00157456	2.1325	0.109826	-31548	-29935.1	-26036.9	2.34747	195.263	182.541	163.444	
0.114818	-0.0574646	-0.0311585	371.785	2.44528	0.00155911	0.00131231	3.02831	0.114818	-31549	-29935.5	-26036.5	2.44528	279.76	262.722	235.693	
0.11981	-0.0571594	-0.0294495	371.789	2.54309	0.00104696	0.00100736	1.13021	0.11981	-31549.9	-29935.4	-26036.4	2.54309	101.495	95.9457	85.4341	
0.124802	-0.0544739	-0.0295715	371.794	2.6409	0.00113533	0.000886879	2.80173	0.124802	-31548.8	-29935.6	-26036.9	2.6409	259.258	242.697	218.197	
0.129794	-0.0517273	-0.0279236	371.798	2.73871	0.000907295	0.000783269	0.262977	0.129794	-31548.3	-29935.5	-26036.8	2.73871	17.1963	17.3504	15.0238	
0.134786	-0.0532837	-0.0270386	371.792	2.83652	0.000843102	0.000690918	2.6068	0.134786	-31549.3	-29935	-26036.3	2.83652	240.986	226.232	203.229	
0.139778	-0.052948	-0.0319214	371.791	2.93434	0.000956232	0.00093589	0.638616	0.139778	-31549	-29934.8	-26036.1	2.93434	56.5777	53.1265	47.5934	
0.14477	-0.0521851	-0.0313721	371.793	3.03215	0.000522949	0.000401063	2.44354	0.14477	-31547.3	-29935.7	-26036.8	3.03215	225.141	212.248	190.07	
0.149762	-0.0544434	-0.0327148	371.79	3.12996	0.00117642	0.00126496	1.30075	0.149762	-31547.6	-29936.3	-26036.7	3.12996	118.159	111.803	99.6744	
0.154754	-0.0562134	-0.0352478	371.795	3.22777	0.00107283	0.000951011	2.30274	0.154754	-31548.4	-29935.7	-26035.8	3.22777	212.053	199.23	178.59	
0.159747	-0.0584412	-0.0345459	371.793	3.32558	0.000848439	0.000681658	1.83469	0.159747	-31548.8	-29935.3	-26036.4	3.32558	168.32	157.318	141.166	
0.164739	-0.0598755	-0.0378113	371.792	3.42339	0.00145748	0.00127817	2.18337	0.164739	-31547.9	-29936.4	-26037.4	3.42339	199.94	188.346	168.382	
0.169731	-0.0584107	-0.0372314	371.792	3.5212	0.000792908	0.000652779	2.2259	0.169731	-31548.4	-29937	-26037.4	3.5212	203.859	191.825	171.583	
