Scan started at 15:52:56 16/01/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0541992	-0.0405273	371.588	0.195622	0.00214286	0.00168225	11.9805	0	-31543.4	-29806	-26083.9	0.195622	1071.66	1036.55	895.9	
0.00499208	-0.053772	-0.0379028	371.584	0.293434	0.00514155	0.00406143	25.2557	0.00499208	-31472.1	-29927.1	-26065.7	0.293434	2327.92	2200.21	1967.28	
0.00998416	-0.0547689	-0.0369059	371.588	0.391245	0.00573781	0.00555657	11.5708	0.00998416	-31498	-29970.1	-26037.2	0.391245	1061.15	1000.4	903.823	
0.0149762	-0.0559998	-0.0360413	371.589	0.489056	0.00476361	0.0043753	15.2232	0.0149762	-31546.5	-29931.2	-26032	0.489056	1399.22	1312.12	1180.94	
0.0199683	-0.0611267	-0.035553	371.585	0.586867	0.0025742	0.00252183	11.0925	0.0199683	-31546.1	-29932.2	-26032.3	0.586867	1015.88	949.519	851.262	
0.0249604	-0.0609131	-0.0366516	371.588	0.684678	0.00530739	0.00516098	10.9329	0.0249604	-31546.6	-29932.6	-26032.4	0.684678	998.968	943.45	839.145	
0.0299525	-0.0622864	-0.0387878	371.588	0.782489	0.00568758	0.00530522	10.4447	0.0299525	-31546.9	-29932.5	-26032.6	0.782489	956.393	903.473	806.883	
0.0349446	-0.0619812	-0.0405579	371.589	0.880301	0.00372563	0.00340118	8.55696	0.0349446	-31546.2	-29932.7	-26032.7	0.880301	778.577	735.886	655.888	
0.0399366	-0.0591736	-0.0384522	371.592	0.978112	0.00795589	0.0074151	9.66481	0.0399366	-31546.2	-29932.1	-26033.1	0.978112	882.802	834.501	745.002	
0.0449287	-0.0623779	-0.0404358	371.595	1.07592	0.00427156	0.00396831	7.03813	0.0449287	-31546.2	-29931.6	-26033.1	1.07592	638.458	600.639	535.002	
0.0499208	-0.0619202	-0.0415649	371.595	1.17373	0.00295281	0.0028558	8.7566	0.0499208	-31546	-29930.6	-26032.3	1.17373	799.101	756.047	672.846	
0.0549129	-0.0619202	-0.0399475	371.593	1.27155	0.00463035	0.00454817	5.97182	0.0549129	-31546.6	-29930.4	-26032.7	1.27155	538.484	511.321	453.265	
0.059905	-0.0590515	-0.0415344	371.594	1.36936	0.00306041	0.00334712	7.73055	0.059905	-31547.6	-29929.9	-26033.6	1.36936	705.926	667.604	594.818	
0.064897	-0.0584107	-0.0410156	371.59	1.46717	0.0019165	0.00193892	5.18164	0.064897	-31547.4	-29929.3	-26032.5	1.46717	467.269	442.36	392.894	
0.0698891	-0.0567932	-0.0372009	371.59	1.56498	0.0021149	0.00194774	6.63355	0.0698891	-31546	-29931.1	-26031	1.56498	607.415	571.845	510.371	
0.0748812	-0.0541687	-0.0360107	371.59	1.66279	0.00442858	0.00409729	4.55971	0.0748812	-31546.8	-29930.3	-26026.1	1.66279	412.881	389.28	346.479	
0.0798733	-0.0538025	-0.033905	371.589	1.7606	0.00367082	0.00346133	5.49726	0.0798733	-31547	-29929.8	-26022.9	1.7606	504.566	472.265	422.906	
0.0848654	-0.0511169	-0.0296631	371.591	1.85841	0.00220933	0.00225734	4.06022	0.0848654	-31545.5	-29930.3	-26023.3	1.85841	369.306	347.751	310.07	
0.0898574	-0.0509644	-0.031189	371.589	1.95622	0.00223265	0.00218264	4.34631	0.0898574	-31544.9	-29930.9	-26023.9	1.95622	397.201	375.115	334.809	
