Scan started at 15:57:42 16/01/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0595703	-0.0437012	371.67	0.195622	0.00264241	0.00255527	11.8481	0	-31617.9	-29789.6	-26056.5	0.195622	1077.75	1018.71	913.574	
0.00499208	-0.0599976	-0.043335	371.663	0.293434	0.00534768	0.00437969	25.1856	0.00499208	-31517.6	-29912.5	-26076.3	0.293434	2328.16	2187.02	1964.93	
0.00998416	-0.0552165	-0.0411377	371.666	0.391245	0.00492342	0.00482854	11.4789	0.00998416	-31504.9	-29966.9	-26052	0.391245	1054.64	996.039	893.193	
0.0149762	-0.0555115	-0.0383301	371.662	0.489056	0.00351791	0.00343345	15.208	0.0149762	-31549	-29932.5	-26030	0.489056	1398.06	1315.82	1177.25	
0.0199683	-0.0545349	-0.0330505	371.66	0.586867	0.00376027	0.00337616	11.0608	0.0199683	-31548.1	-29933.1	-26030	0.586867	1015.94	953.528	854.223	
0.0249604	-0.0529785	-0.0314636	371.657	0.684678	0.00717322	0.00688842	10.9263	0.0249604	-31548.2	-29933.5	-26030.3	0.684678	998.656	942.542	840.014	
0.0299525	-0.0534973	-0.0307617	371.655	0.782489	0.00617771	0.00575096	10.4453	0.0299525	-31549.1	-29932.9	-26029.8	0.782489	957.09	899.875	803.946	
0.0349446	-0.0512085	-0.0302734	371.656	0.880301	0.00381841	0.00366617	8.5439	0.0349446	-31549.4	-29932.9	-26030	0.880301	776.394	735.247	653.263	
0.0399366	-0.0501709	-0.0333862	371.655	0.978112	0.00601115	0.00599815	9.65363	0.0399366	-31549.9	-29932.7	-26030.2	0.978112	884.718	832.193	742.665	
0.0449287	-0.0484924	-0.0356445	371.658	1.07592	0.00344364	0.00345726	7.01407	0.0449287	-31549.8	-29932.6	-26030.2	1.07592	634.783	603.238	534.515	
0.0499208	-0.046814	-0.0355225	371.652	1.17373	0.00299225	0.00286003	8.72497	0.0499208	-31547.5	-29934.4	-26031.5	1.17373	799.839	752.877	673.14	
0.0549129	-0.0453796	-0.0316467	371.652	1.27155	0.00469501	0.00476605	5.94543	0.0549129	-31547.4	-29934.7	-26031.5	1.27155	538.923	509.271	452.518	
0.059905	-0.0439453	-0.0305176	371.652	1.36936	0.00419212	0.00388694	7.71415	0.059905	-31548.7	-29933	-26030.8	1.36936	707.131	664.897	594.347	
0.064897	-0.0430298	-0.0259094	371.655	1.46717	0.00282064	0.00266062	5.15281	0.064897	-31548.6	-29932.6	-26030.8	1.46717	466.965	441.756	391.924	
0.0698891	-0.044281	-0.0229187	371.661	1.56498	0.0020771	0.00199783	6.6283	0.0698891	-31549.9	-29932.6	-26030.7	1.56498	606.257	571.476	510.314	
0.0748812	-0.0441895	-0.0256958	371.663	1.66279	0.00422328	0.00406672	4.54913	0.0748812	-31550	-29932.1	-26030.4	1.66279	411.292	390.127	345.792	
0.0798733	-0.0437622	-0.0233154	371.664	1.7606	0.0015863	0.00177286	5.48585	0.0798733	-31550	-29930.6	-26030.1	1.7606	501.971	473.911	422.702	
0.0848654	-0.0455627	-0.024231	371.661	1.85841	0.00171136	0.00174158	4.05163	0.0848654	-31549.9	-29931	-26030.2	1.85841	369.148	347.013	309.614	
0.0898574	-0.0428772	-0.026886	371.657	1.95622	0.00236616	0.00244962	4.34577	0.0898574	-31548.9	-29932.8	-26030.6	1.95622	397.94	373.874	334.048	
0.0948495	-0.0429077	-0.026062	371.654	2.05403	0.00230585	0.00230815	3.63828	0.0948495	-31549	-29933.3	-26030.6	2.05403	333.532	313.687	280.198	
0.0998416	-0.0445252	-0.027832	371.655	2.15185	0.00242684	0.00237678	3.21115	0.0998416	-31548.6	-29934.3	-26030.6	2.15185	292.8	277.539	247.431	
0.104834	-0.0454407	-0.0246582	371.655	2.24966	0.00252997	0.00242645	3.31243	0.104834	-31548.1	-29934.4	-26030.3	2.24966	303.126	286.809	256.233	
0.109826	-0.0475159	-0.0255737	371.654	2.34747	0.00186991	0.00172349	2.13219	0.109826	-31548.3	-29933.6	-26030.2	2.34747	195.323	182.358	163.466	
0.114818	-0.0478821	-0.0263977	371.659	2.44528	0.00168276	0.00150781	3.02871	0.114818	-31548.7	-29933.4	-26030.6	2.44528	279.695	262.661	235.658	
0.11981	-0.0480957	-0.0297546	371.658	2.54309	0.000818637	0.000926755	1.13036	0.11981	-31548.4	-29933.9	-26030.9	2.54309	101.625	95.7862	85.4823	
0.124802	-0.0476685	-0.0341797	371.659	2.6409	0.000950404	0.000831484	2.80034	0.124802	-31548.4	-29934.2	-26030.6	2.6409	259.086	242.821	218.2	
0.129794	-0.0496521	-0.0339661	371.664	2.73871	0.000697343	0.000689539	0.263969	0.129794	-31549.2	-29933.4	-26030.4	2.73871	17.5772	17.0698	15.0657	
0.134786	-0.0507202	-0.0349426	371.661	2.83652	0.000923078	0.000761396	2.60537	0.134786	-31549	-29932.9	-26030.2	2.83652	240.942	226.204	203.258	
0.139778	-0.053009	-0.0358887	371.658	2.93434	0.000833943	0.000823956	0.636553	0.139778	-31548.4	-29932.4	-26030	2.93434	56.7251	52.8683	47.6088	
0.14477	-0.056427	-0.0344543	371.657	3.03215	0.000742204	0.000659405	2.44401	0.14477	-31548.9	-29932.2	-26030.3	3.03215	225.329	211.998	190.032	
0.149762	-0.056366	-0.0336914	371.655	3.12996	0.000983217	0.000985458	1.3005	0.149762	-31549	-29931.4	-26029.9	3.12996	118.169	111.681	99.556	
0.154754	-0.0565186	-0.0346375	371.652	3.22777	0.00120315	0.000969033	2.30216	0.154754	-31549.3	-29931.8	-26029.8	3.22777	211.837	199.324	178.501	
0.159747	-0.0545044	-0.0324707	371.655	3.32558	0.00136581	0.00141161	1.83225	0.159747	-31550.6	-29931.3	-26029.5	3.32558	167.993	157.508	140.98	
0.164739	-0.0488892	-0.0330811	371.656	3.42339	0.00125279	0.00111335	2.18276	0.164739	-31549.5	-29931.4	-26029.7	3.42339	199.959	188.22	168.258	
0.169731	-0.0454712	-0.033905	371.654	3.5212	0.000788606	0.000647813	2.22569	0.169731	-31548	-29933.7	-26030.6	3.5212	204.367	191.104	171.373	
