Scan started at 17:29:38 01/03/2019
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0	-0.0405273	-0.0461426	375.839	0.195622	0.0153633	0.0146599	56.4692	0	-31628.3	-29843.9	-25788.2	0.195622	4831.4	4624.4	4149.64	
0.00499208	-0.0417481	-0.0489502	375.85	0.293434	0.00483973	0.0048936	27.4328	0.00499208	-31511	-29926.1	-25827.2	0.293434	2322.5	2222.91	1994.34	
0.00998416	-0.0449626	-0.0493164	375.847	0.391245	0.00896796	0.00890032	11.1443	0.00998416	-31433.4	-30022.6	-25827.5	0.391245	944.092	902.502	812.128	
0.0149762	-0.0474854	-0.0483093	375.843	0.489056	0.00423699	0.00422782	15.9044	0.0149762	-31453.7	-30031.3	-25809	0.489056	1393.7	1333.99	1196.85	
0.0199683	-0.0513611	-0.0461731	375.844	0.586867	0.00382014	0.0039339	15.9343	0.0199683	-31453.8	-30031.5	-25809.3	0.586867	1365.45	1307.19	1173.27	
0.0249604	-0.0525208	-0.0458984	375.838	0.684678	0.0052023	0.0050339	11.8036	0.0249604	-31453.7	-30031.5	-25809.2	0.684678	995.439	952.759	854.742	
0.0299525	-0.0534668	-0.0471191	375.835	0.782489	0.00266564	0.00248899	10.1528	0.0299525	-31454.2	-30031.3	-25809	0.782489	871.229	833.509	748.246	
0.0349446	-0.0497437	-0.0412598	375.837	0.880301	0.00482647	0.00465292	8.85243	0.0349446	-31454.8	-30031.4	-25809.3	0.880301	774.022	741.285	664.813	
0.0399366	-0.0463562	-0.0404358	375.835	0.978112	0.00326647	0.00310538	6.36988	0.0399366	-31454.5	-30031.7	-25809.4	0.978112	547.304	524.324	470.35	
0.0449287	-0.046051	-0.037384	375.835	1.07592	0.00443129	0.00430157	7.47311	0.0449287	-31454.5	-30031.8	-25809.2	1.07592	633.451	606.188	543.866	
0.0499208	-0.0491638	-0.0410767	375.835	1.17373	0.0018921	0.00168699	8.80348	0.0499208	-31453.7	-30032.8	-25809.3	1.17373	758.485	726.064	651.386	
0.0549129	-0.049408	-0.0441589	375.836	1.27155	0.00351011	0.0032978	6.18136	0.0549129	-31454.2	-30032.9	-25809.4	1.27155	535.737	513.322	460.329	
0.059905	-0.0492249	-0.0441895	375.837	1.36936	0.00327844	0.00313903	1.65792	0.059905	-31454.1	-30032.5	-25809.1	1.36936	137.367	131.895	118.218	
0.064897	-0.0491638	-0.0462647	375.836	1.46717	0.00410197	0.00409755	5.40654	0.064897	-31454.1	-30032.4	-25809	1.46717	464.565	444.57	398.88	
0.0698891	-0.044342	-0.0428162	375.837	1.56498	0.00344494	0.00339435	7.12968	0.0698891	-31454.9	-30031.8	-25809.1	1.56498	615.628	589.599	528.844	
0.0748812	-0.0453491	-0.0438843	375.834	1.66279	0.00296155	0.00275879	4.77853	0.0748812	-31455	-30032.1	-25809.2	1.66279	409.707	392.497	351.998	
0.0798733	-0.0410461	-0.0352478	375.833	1.7606	0.00304585	0.00287731	1.31984	0.0798733	-31455.1	-30032.8	-25809.5	1.7606	107.07	102.322	91.8825	
0.0848654	-0.0428162	-0.0346069	375.835	1.85841	0.00572502	0.00567918	4.20507	0.0848654	-31455.5	-30033.1	-25809.7	1.85841	366.614	351.089	314.942	
0.0898574	-0.0438843	-0.0330811	375.836	1.95622	0.0015982	0.00147948	5.26859	0.0898574	-31455.5	-30033.5	-25809.6	1.95622	455.016	435.919	390.901	
0.0948495	-0.0451965	-0.0344543	375.836	2.05403	0.00328812	0.00346711	3.90725	0.0948495	-31454.8	-30032.5	-25809.6	2.05403	331.792	317.624	284.957	
0.0998416	-0.0475464	-0.0449829	375.835	2.15185	0.00366773	0.00350293	2.90053	0.0998416	-31455.4	-30031.7	-25809.1	2.15185	248.872	238.244	213.736	
0.104834	-0.0450134	-0.0461121	375.839	2.24966	0.00288453	0.00294644	3.4492	0.104834	-31455	-30031.4	-25809.1	2.24966	302.77	290.241	260.233	
0.109826	-0.0423584	-0.0455017	375.843	2.34747	0.00234584	0.00246264	3.36681	0.109826	-31455.7	-30031.3	-25809	2.34747	290.213	278.108	249.367	
0.114818	-0.0418091	-0.0417175	375.843	2.44528	0.0038491	0.00369269	3.2886	0.114818	-31455.6	-30031.6	-25809	2.44528	278.753	266.761	239.354	
0.11981	-0.0440674	-0.0407715	375.843	2.54309	0.00451871	0.00455171	3.65169	0.11981	-31454.6	-30031.7	-25809.2	2.54309	315.035	301.778	270.647	
0.124802	-0.0429382	-0.0307617	375.837	2.6409	0.00100449	0.00107449	2.9499	0.124802	-31453.2	-30031.6	-25808.9	2.6409	257.911	247.3	221.688	
0.129794	-0.0437927	-0.0298767	375.833	2.73871	0.00207864	0.00206063	1.57984	0.129794	-31452.3	-30032.4	-25809.3	2.73871	134.688	129.079	115.747	
0.134786	-0.0436707	-0.032074	375.836	2.83652	0.00153875	0.00128156	2.81608	0.134786	-31452.7	-30032.2	-25809.1	2.83652	240.266	230.052	206.374	
